gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
atpE,atpE,PMN2A_RS08160,PMN2A_0985,Protein Homology,1477803.0,1478051.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006851467.1,ATP synthase F0 subunit C,WP_011125758.1,PMN2A_0985,1477803.0,1478051.0,-,CK_Pro_NATL2A_00985,atpH,"GO:0006754,GO:0015662,GO:0045259",CK_00001121,J.1,ATP synthase,"COG0636,bactNOG39452,bactNOG44393,bactNOG44518,cyaNOG03805","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase C chain,"TIGR01260,PF00137,PS00605,IPR005953,IPR020537,IPR002379","ATP synthase F0%2C C subunit,ATP synthase subunit C,ATP synthase c subunit signature.,ATP synthase%2C F0 complex%2C subunit C%2C bacterial/chloroplast,ATP synthase%2C F0 complex%2C subunit C%2C DCCD-binding site,V-ATPase proteolipid subunit C-like domain","111,164","Energy metabolism / ATP-proton motive force interconversion,Energy metabolism / Photosynthesis"
atpB,atpB,PMN2A_RS08165,PMN2A_0986,Protein Homology,1478220.0,1478945.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825154.1,F0F1 ATP synthase subunit A,WP_011295331.1,PMN2A_0986,1478220.0,1478945.0,-,CK_Pro_NATL2A_00986,atpI,"GO:0006754,GO:0015662,GO:0045259",CK_00001122,J.1,ATP synthase,"COG0356,bactNOG33533,bactNOG02949,cyaNOG01638","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase A chain,"TIGR01131,PF00119,PS00449,IPR000568,IPR023011","ATP synthase F0%2C A subunit,ATP synthase A chain,ATP synthase a subunit signature.,ATP synthase%2C F0 complex%2C subunit A,ATP synthase%2C F0 complex%2C subunit A%2C active site","111,164","Energy metabolism / ATP-proton motive force interconversion,Energy metabolism / Photosynthesis"
PMN2A_RS08170,,PMN2A_RS08170,PMN2A_0987,Protein Homology,1479021.0,1479440.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295332.1,membrane protein,WP_011295332.1,PMN2A_0987,1479021.0,1479440.0,-,CK_Pro_NATL2A_00987,atp1,"GO:0006754,GO:0015662,GO:0045259",CK_00001123,J.1,ATP synthase,"NOG84501,COG2217,COG0477,bactNOG33834,cyaNOG03622","COG: METABOLISM [C] Energy production and conversion,COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: GEPR,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase protein I,"PF03899,IPR005598","ATP synthase I chain,ATP synthase protein I",111,Energy metabolism / ATP-proton motive force interconversion
PMN2A_RS08175,,PMN2A_RS08175,PMN2A_0988,Protein Homology,1479864.0,1481096.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295333.1,FtsW/RodA/SpoVE family cell cycle protein,WP_011295333.1,PMN2A_0988,1479864.0,1481096.0,+,CK_Pro_NATL2A_00988,ftsW,"GO:0007049,GO:0051301,GO:0016021",CK_00001124,D.2,Cell division,"COG0772,bactNOG00021,cyaNOG01895","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,"cell cycle,cell division,cell cycle,cell division,integral component of membrane",cell division protein FtsW,"PF01098,PS00428,IPR001182,IPR018365","Cell cycle protein,Cell cycle proteins ftsW / rodA / spoVE signature.,Probable peptidoglycan glycosyltransferase FtsW/RodA,Cell cycle%2C FtsW / RodA / SpoVE%2C conserved site",93,Cellular processes / Cell division
PMN2A_RS08180,,PMN2A_RS08180,PMN2A_0989,Protein Homology,1481116.0,1481856.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295334.1,cytochrome c biogenesis CcdA family protein,WP_011295334.1,PMN2A_0989,1481116.0,1481856.0,+,CK_Pro_NATL2A_00989,ccsC1,"GO:0017004,GO:0055114,GO:0016020",CK_00001125,"D.1.4,D.1.7","Oxidative stress,Trace metals","COG0785,bactNOG47104,bactNOG98447,bactNOG99641,bactNOG100365,cyaNOG05866,cyaNOG01711","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"cytochrome complex assembly,oxidation-reduction process,cytochrome complex assembly,oxidation-reduction process,membrane",cytochrome c-type biogenesis protein,"PF02683,IPR003834","Cytochrome C biogenesis protein transmembrane region,Cytochrome C biogenesis protein%2C transmembrane domain",149,Cellular processes / Adaptations to atypical conditions
PMN2A_RS08185,,PMN2A_RS08185,PMN2A_0990,Protein Homology,1481862.0,1483142.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295335.1,cytochrome c biogenesis protein ResB,WP_011295335.1,PMN2A_0990,1481862.0,1483142.0,+,CK_Pro_NATL2A_00990,ccsB,"GO:0017004,GO:0016021,GO:0042651",CK_00001126,B.11,Other,"COG1333,bactNOG29500,bactNOG99947,bactNOG09023,bactNOG87091,bactNOG42494,bactNOG22782,cyaNOG01282","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"cytochrome complex assembly,cytochrome complex assembly,integral component of membrane,thylakoid membrane",cytochrome c biogenesis protein,"PF05140,PS51257,IPR007816","ResB-like family,Prokaryotic membrane lipoprotein lipid attachment site profile.,ResB-like domain",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other
queF,queF,PMN2A_RS08190,PMN2A_0991,Protein Homology,1483131.0,1483517.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824398.1,preQ(1) synthase,WP_041711271.1,PMN2A_0991,1483131.0,1483553.0,-,CK_Pro_NATL2A_00991,queF,"GO:0008616,GO:0055114,GO:0033739,GO:0046857,GO:0005737",CK_00001127,B.10.3,Folic acid (b9),"COG0780,bactNOG37835,bactNOG13929,bactNOG98574,cyaNOG02675","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",1.7.1.13,preQ1 synthase%3B YkvM%3B QueF%3B preQ0 reductase%3B preQ0 oxidoreductase%3B 7-cyano-7-deazaguanine reductase%3B queuine synthase (incorrect as queuine is not the product)%3B queuine:NADP+ oxidoreductase (incorrect as queuine is not the product),"queuosine biosynthetic process,oxidation-reduction process,queuosine biosynthetic process,oxidation-reduction process,preQ1 synthase activity,oxidoreductase activity%2C acting on other nitrogenous compounds as donors%2C with NAD or NADP as acceptor,queuosine biosynthetic process,oxidation-reduction process,preQ1 synthase activity,oxidoreductase activity%2C acting on other nitrogenous compounds as donors%2C with NAD or NADP as acceptor,cytoplasm",7-cyano-7-deazaguanine reductase,"TIGR03139,PF14489,IPR016856,IPR029500","7-cyano-7-deazaguanine reductase,QueF-like protein,NADPH-dependent 7-cyano-7-deazaguanine reductase%2C QueF type 1,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF",78,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Folic acid
PMN2A_RS08195,,PMN2A_RS08195,PMN2A_0992,Protein Homology,1483727.0,1483954.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295337.1,hypothetical protein,WP_011295337.1,PMN2A_0992,1483727.0,1483954.0,+,CK_Pro_NATL2A_00992,,,CK_00036942,R.2,Conserved hypothetical proteins,"NOG120045,bactNOG80680,cyaNOG09017","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
PMN2A_RS08200,,PMN2A_RS08200,PMN2A_0993,Protein Homology,1483994.0,1484332.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011133091.1,P-II family nitrogen regulator,WP_011295338.1,PMN2A_0993,1483994.0,1484332.0,+,CK_Pro_NATL2A_00993,glnB,"GO:0006355,GO:0006808,GO:0006351,GO:0000166,GO:0042802,GO:0030234",CK_00000186,"D.1.3,E.4,N.1","Nitrogen,Nitrogen metabolism, DNA interactions","COG0347,bactNOG23811,bactNOG23875,cyaNOG03075","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,"regulation of transcription%2C DNA-templated,regulation of nitrogen utilization,transcription%2C DNA-templated,regulation of transcription%2C DNA-templated,regulation of nitrogen utilization,transcription%2C DNA-templated,nucleotide binding,identical protein binding,enzyme regulator activity",nitrogen regulatory protein P-II,"PF00543,PS00638,PS51343,IPR002187,IPR017918","Nitrogen regulatory protein P-II,P-II protein C-terminal region signature.,P-II protein family profile.,Nitrogen regulatory protein PII,Nitrogen regulatory protein PII%2C conserved site","160,261","Central intermediary metabolism / Nitrogen metabolism,Regulatory functions / DNA interactions"
PMN2A_RS08205,,PMN2A_RS08205,PMN2A_0994,Protein Homology,1484335.0,1485129.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824400.1,TlyA family RNA methyltransferase,WP_011295339.1,PMN2A_0994,1484335.0,1485129.0,-,CK_Pro_NATL2A_00994,,"GO:0032259,GO:0008168,GO:0003723",CK_00041292,K.3,tRNA and rRNA base modification,"COG1189,bactNOG04430,cyaNOG00445","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.-,,"methylation,methylation,methyltransferase activity,RNA binding",ribosomal RNA methyltransferase FtsJ family,"TIGR00478,PF01728,PF01479,PS50889,IPR002877,IPR002942,IPR004538","TlyA family rRNA methyltransferase/putative hemolysin,FtsJ-like methyltransferase,S4 domain,S4 RNA-binding domain profile.,Ribosomal RNA methyltransferase FtsJ domain,RNA-binding S4 domain,Haemolysin A /rRNA methyltransferase TlyA",168,Protein synthesis / tRNA and rRNA base modification
PMN2A_RS08210,,PMN2A_RS08210,PMN2A_0995,Protein Homology,1485220.0,1485486.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295340.1,hypothetical protein,WP_011295340.1,PMN2A_0995,1485220.0,1485486.0,+,CK_Pro_NATL2A_00995,,,CK_00001523,R.2,Conserved hypothetical proteins,"NOG43505,bactNOG76137,cyaNOG08011","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
purB,purB,PMN2A_RS08215,PMN2A_0996,Protein Homology,1485531.0,1486826.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007098865.1,adenylosuccinate lyase,WP_011295341.1,PMN2A_0996,1485531.0,1486826.0,+,CK_Pro_NATL2A_00996,purB,"GO:0009152,GO:0004018",CK_00001128,M.3,Purine ribonucleotide biosynthesis,"COG0015,bactNOG00210,cyaNOG01037","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",4.3.2.2,adenylosuccinate lyase%3B adenylosuccinase%3B succino AMP-lyase%3B 6-N-(1%2C2-dicarboxyethyl)AMP AMP-lyase%3B 6-N-(1%2C2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming),"purine ribonucleotide biosynthetic process,purine ribonucleotide biosynthetic process,N6-(1%2C2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity",adenylosuccinate lyase,"TIGR00928,PF00206,PF10397,PS00163,IPR020557,IPR022761,IPR019468,IPR004769","adenylosuccinate lyase,Lyase,Adenylosuccinate lyase C-terminus,Fumarate lyases signature.,Fumarate lyase%2C conserved site,Fumarate lyase%2C N-terminal,Adenylosuccinate lyase C-terminal,Adenylosuccinate lyase",125,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis
PMN2A_RS08220,,PMN2A_RS08220,PMN2A_0997,Protein Homology,1486955.0,1488349.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295342.1,class II fumarate hydratase,WP_011295342.1,PMN2A_0997,1486955.0,1488349.0,+,CK_Pro_NATL2A_00997,fumC,"GO:0006099,GO:0006106,GO:0004333,GO:0016829,GO:0045239",CK_00001047,"A.5,G.9","Pyruvate family (Ala%2C Val%2C Leu),TCA cycle","COG0114,bactNOG00032,cyaNOG00216","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",4.2.1.2,fumarate hydratase%3B fumarase%3B L-malate hydro-lyase%3B (S)-malate hydro-lyase,"tricarboxylic acid cycle,fumarate metabolic process,tricarboxylic acid cycle,fumarate metabolic process,fumarate hydratase activity,lyase activity,tricarboxylic acid cycle,fumarate metabolic process,fumarate hydratase activity,lyase activity,tricarboxylic acid cycle enzyme complex",fumarate hydratase%2C class II,"TIGR00979,PF00206,PF10415,PS00163,IPR022761,IPR020557,IPR018951","fumarate hydratase%2C class II,Lyase,Fumarase C C-terminus,Fumarate lyases signature.,Fumarate lyase%2C N-terminal,Fumarate lyase%2C conserved site,Fumarase C%2C C-terminal","120,74","Energy metabolism / TCA cycle,Amino acid biosynthesis / Pyruvate family"
PMN2A_RS08225,,PMN2A_RS08225,PMN2A_0998,Protein Homology,1488362.0,1491145.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295343.1,DEAD/DEAH box helicase,WP_011295343.1,PMN2A_0998,1488362.0,1491145.0,-,CK_Pro_NATL2A_00998,,"GO:0003676,GO:0005524,GO:0016818",CK_00001048,"F.1,P.1","DNA replication%2C recombination%2C and repair,Degradation of RNA","COG4581,bactNOG03248,bactNOG17486,cyaNOG00638","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,"nucleic acid binding,ATP binding,hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides",ATP-dependent DNA/RNA helicase%2C superfamily 1/2,"PF00271,PF00270,PF08148,PS51192,PS51194,IPR014001,IPR001650,IPR011545,IPR012961,IPR027417","Helicase conserved C-terminal domain,DEAD/DEAH box helicase,DSHCT (NUC185) domain,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.,Superfamilies 1 and 2 helicase C-terminal domain profile.,Helicase superfamily 1/2%2C ATP-binding domain,Helicase%2C C-terminal,DEAD/DEAH box helicase domain,ATP-dependent RNA helicase Ski2%2C C-terminal,P-loop containing nucleoside triphosphate hydrolase","132,134","DNA metabolism / DNA replication%2C recombination%2C and repair,Transcription / Degradation of RNA"
PMN2A_RS08230,,PMN2A_RS08230,PMN2A_0999,Protein Homology,1491275.0,1492417.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824405.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,WP_011295344.1,PMN2A_0999,1491275.0,1492417.0,+,CK_Pro_NATL2A_00999,bioF,"GO:0009058,GO:0009102,GO:0030170,GO:0016740",CK_00001049,B.10.1, Biotin (b7),"COG0156,bactNOG98002,bactNOG00419,cyaNOG02348,cyaNOG05414","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.3.1.47,8-amino-7-oxononanoate synthase%3B 7-keto-8-aminopelargonic acid synthetase%3B 7-keto-8-aminopelargonic synthetase%3B 8-amino-7-oxopelargonate synthase%3B bioF (gene name),"biosynthetic process,biotin biosynthetic process,biosynthetic process,biotin biosynthetic process,pyridoxal phosphate binding,transferase activity",8-amino-7-oxononanoate synthase,"PF00155,PS00599,IPR004839,IPR001917","Aminotransferase class I and II,Aminotransferases class-II pyridoxal-phosphate attachment site.,Aminotransferase%2C class I/classII,Aminotransferase%2C class-II%2C pyridoxal-phosphate binding site",77,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Biotin
PMN2A_RS08235,,PMN2A_RS08235,PMN2A_1000,Protein Homology,1492414.0,1493142.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824406.1,hypothetical protein,WP_011295345.1,PMN2A_1000,1492414.0,1493142.0,+,CK_Pro_NATL2A_01000,bioH,"GO:0009102,GO:0016787",CK_00001306,B.10.1, Biotin (b7),"COG0596,NOG43240,NOG115155,COG0119,bactNOG57211,cyaNOG08080,cyaNOG06281","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",3.1.1.85,pimelyl-[acyl-carrier protein] methyl ester esterase%3B BioH,"biotin biosynthetic process,biotin biosynthetic process,hydrolase activity",pimeloyl-[acyl-carrier protein] methyl ester esterase,PF12146,Serine aminopeptidase%2C S33,77,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Biotin
PMN2A_RS08240,,PMN2A_RS08240,PMN2A_1001,Protein Homology,1493123.0,1493878.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295346.1,methyltransferase domain-containing protein,WP_011295346.1,PMN2A_1001,1493123.0,1493878.0,+,CK_Pro_NATL2A_01001,bioC,GO:0009102,CK_00001307,B.10.1, Biotin (b7),"COG0500,NOG76609,COG1053,COG4106,COG2227,COG2226,bactNOG84596,bactNOG84759,bactNOG48571,cyaNOG04860,cyaNOG09150","COG: QR,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: METABOLISM [C] Energy production and conversion,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",K02169,,biotin biosynthetic process,malonyl-CoA O-methyltransferase,PF13489,Methyltransferase domain,77,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Biotin
bioD,bioD,PMN2A_RS08245,PMN2A_1002,Protein Homology,1493875.0,1494525.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295347.1,dethiobiotin synthase,WP_011295347.1,PMN2A_1002,1493875.0,1494525.0,+,CK_Pro_NATL2A_01002,bioD,"GO:0009102,GO:0004141,GO:0000287",CK_00001050,B.10.1, Biotin (b7),"COG0132,bactNOG23405,bactNOG26221,bactNOG30450,bactNOG36600,bactNOG17854,cyaNOG00586,cyaNOG05279","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",6.3.3.3,dethiobiotin synthase%3B desthiobiotin synthase,"biotin biosynthetic process,biotin biosynthetic process,dethiobiotin synthase activity,magnesium ion binding",dethiobiotin synthase,"TIGR00347,PF13500,IPR004472","dethiobiotin synthase,AAA domain,Dethiobiotin synthase BioD",77,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Biotin
bioA,bioA,PMN2A_RS08250,PMN2A_1003,Protein Homology,1494577.0,1495902.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295348.1,adenosylmethionine--8-amino-7-oxononanoate transaminase,WP_011295348.1,PMN2A_1003,1494577.0,1495902.0,+,CK_Pro_NATL2A_01003,bioA,GO:0009102,CK_00001051,B.10.1, Biotin (b7),"COG0161,bactNOG00148,cyaNOG05926","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.6.1.62,adenosylmethionine---8-amino-7-oxononanoate transaminase%3B 7%2C8-diaminonanoate transaminase%3B 7%2C8-diaminononanoate transaminase%3B DAPA transaminase (ambiguous)%3B 7%2C8-diaminopelargonic acid aminotransferase%3B DAPA aminotransferase (ambiguous)%3B 7-keto-8-aminopelargonic acid%3B diaminopelargonate synthase%3B 7-keto-8-aminopelargonic acid aminotransferase,biotin biosynthetic process,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,"TIGR00508,PF00202,PS00600,IPR005815,IPR005814","adenosylmethionine-8-amino-7-oxononanoate transaminase,Aminotransferase class-III,Aminotransferases class-III pyridoxal-phosphate attachment site.,Adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA,Aminotransferase class-III",77,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Biotin
PMN2A_RS08255,,PMN2A_RS08255,PMN2A_1004,Protein Homology,1495963.0,1496403.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295349.1,J domain-containing protein,WP_011295349.1,PMN2A_1004,1495963.0,1496403.0,-,CK_Pro_NATL2A_01004,dnaJ5,"GO:0006457,GO:0051082",CK_00001052,L.3,Protein folding and stabilization,"COG0484,COG2214,NOG150586,bactNOG35233,bactNOG67372,bactNOG81869,cyaNOG03180,cyaNOG07078","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,protein folding,unfolded protein binding",DnaJ type III chaperone protein,"PF00226,PS00636,PS50076,IPR001623,IPR018253,IPR036869","DnaJ domain,Nt-dnaJ domain signature.,dnaJ domain profile.,DnaJ domain,DnaJ domain%2C conserved site,Chaperone J-domain superfamily",95,Protein fate / Protein folding and stabilization
