seq_id,Name,gene,gene_synonym,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
NZ_CP012202.1,ACZ81_RS08010,,,ACZ81_RS08010,ACZ81_08010,Protein Homology,1832001,1832570,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976229.1,hypothetical protein,WP_061485586.1,569,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS08015,,,ACZ81_RS08015,ACZ81_08015,Protein Homology,1832690,1834627,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998054.1,EAL domain-containing protein,WP_061485588.1,1937,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08020,,,ACZ81_RS08020,ACZ81_08020,Protein Homology,1834627,1835355,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998055.1,transglutaminase-like cysteine peptidase,WP_061485590.1,728,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08025,,,ACZ81_RS08025,ACZ81_08025,Protein Homology,1835689,1836828,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998056.1,glycosyltransferase,WP_061485591.1,1139,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08030,,,ACZ81_RS08030,ACZ81_08030,Protein Homology,1836831,1838153,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976232.1,O-antigen ligase family protein,WP_061485594.1,1322,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08035,,,ACZ81_RS08035,ACZ81_08035,Protein Homology,1838157,1839254,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979015.1,glycosyltransferase family 4 protein,WP_039227136.1,1097,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08040,,,ACZ81_RS08040,ACZ81_08040,Protein Homology,1839300,1840160,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976234.1,glycosyltransferase family 2 protein,WP_061485596.1,860,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08045,,,ACZ81_RS08045,ACZ81_08045,GeneMarkS-2+,1840226,1841188,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061485598.1,962,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS08050,,,ACZ81_RS08050,ACZ81_08050,Protein Homology,1841199,1842641,+,,,COORDINATES: protein motif:HMM:NF024832.2,oligosaccharide flippase family protein,WP_061485600.1,1442,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08055,,,ACZ81_RS08055,ACZ81_08055,GeneMarkS-2+,1842829,1843422,+,PEP-CTERM proteins occur%2C often in large numbers%2C in the proteomes of bacteria that also encode an exosortase%2C a predicted intramembrane cysteine proteinase. The presence of a PEP-CTERM domain at a protein's C-terminus predicts cleavage within the sorting domain%2C followed by covalent anchoring to some some component of the (usually Gram-negative) cell surface. Many PEP-CTERM proteins exhibit an unusual sequence composition that includes large numbers of potential glycosylation sites. Expression of one such protein has been shown restore the ability of a bacterium to form floc%2C a type of biofilm.,,COORDINATES: ab initio prediction:GeneMarkS-2+,PEP-CTERM sorting domain-containing protein,WP_061485602.1,593,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08060,,,ACZ81_RS08060,ACZ81_08060,Protein Homology,1843554,1844882,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975370.1,IS4 family transposase,WP_061095784.1,1328,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08065,,,ACZ81_RS08065,ACZ81_08065,Protein Homology,1845056,1845865,-,,,COORDINATES: protein motif:HMM:NF020604.2,hypothetical protein,WP_061485603.1,809,K21014,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K21014  stf0; trehalose 2-sulfotransferase [EC:2.8.2.37],Metabolism,,nan,nan
NZ_CP012202.1,ACZ81_RS08070,,,ACZ81_RS08070,ACZ81_08070,Protein Homology,1845887,1846732,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976239.1,polysaccharide pyruvyl transferase family protein,WP_061485605.1,845,K13665,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99992 Structural proteins,K13665  gumL; pyruvyltransferase,Env. Info/Cellular Process,,nan,nan
NZ_CP012202.1,ACZ81_RS08075,,,ACZ81_RS08075,ACZ81_08075,Protein Homology,1846915,1849431,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976240.1,right-handed parallel beta-helix repeat-containing protein,WP_081106079.1,2516,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08080,,,ACZ81_RS08080,ACZ81_08080,Protein Homology,1849761,1850858,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998062.1,glycosyltransferase,WP_061485607.1,1097,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08085,,,ACZ81_RS08085,ACZ81_08085,Protein Homology,1850930,1851796,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976244.1,glycosyltransferase family 2 protein,WP_061486960.1,866,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08090,,,ACZ81_RS08090,ACZ81_08090,Protein Homology,1851870,1853786,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979038.1,acyltransferase family protein,WP_061485609.1,1916,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08095,,,ACZ81_RS08095,ACZ81_08095,Protein Homology,1853861,1854709,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976246.1,hypothetical protein,WP_061485610.1,848,,,,,,Uncharacterized,,,
NZ_CP012202.1,pheS,pheS,,ACZ81_RS08100,ACZ81_08100,Protein Homology,1854988,1855968,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011234641.1,phenylalanine--tRNA ligase subunit alpha,WP_012518127.1,980,K01889,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09181 Protein families: metabolism;09182 Protein families: genetic information processing,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970];01007 Amino acid related enzymes [BR:ko01007];03016 Transfer RNA biogenesis [BR:ko03016],"K01889  FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]",AA/Nucleotide,,"FARSA, pheS",(pheS)
NZ_CP012202.1,pheT,pheT,,ACZ81_RS08105,ACZ81_08105,Protein Homology,1855983,1858370,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518128.1,phenylalanine--tRNA ligase subunit beta,WP_014976247.1,2387,K01890,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09181 Protein families: metabolism;09182 Protein families: genetic information processing,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970];01007 Amino acid related enzymes [BR:ko01007];03016 Transfer RNA biogenesis [BR:ko03016],"K01890  FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]",AA/Nucleotide,,"FARSB, pheT",(pheT)
NZ_CP012202.1,ihfA,ihfA,,ACZ81_RS08110,ACZ81_08110,Protein Homology,1858374,1858673,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949129.1,integration host factor subunit alpha,WP_014949129.1,299,K04764,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032];03036 Chromosome and associated proteins [BR:ko03036];03400 DNA repair and recombination proteins [BR:ko03400],"K04764  ihfA, himA; integration host factor subunit alpha",Genetic Info,,"ihfA, himA","(ihfA,himA)"
NZ_CP012202.1,ACZ81_RS08115,,,ACZ81_RS08115,ACZ81_08115,Protein Homology,1858788,1859333,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979041.1,hypothetical protein,WP_061485612.1,545,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS08125,,,ACZ81_RS08125,ACZ81_08125,Protein Homology,1859819,1860412,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979043.1,hypothetical protein,WP_049586483.1,593,,,,,,Uncharacterized,,,
NZ_CP012202.1,ybaK,ybaK,,ACZ81_RS08130,ACZ81_08130,Protein Homology,1860473,1860943,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979044.1,Cys-tRNA(Pro) deacylase,WP_061485614.1,470,K03976,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K03976  ybaK, ebsC; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]",Genetic Info,,"ybaK, ebsC","(ybaK,ebsC)"
NZ_CP012202.1,ACZ81_RS08135,(pac),,ACZ81_RS08135,ACZ81_08135,Protein Homology,1860940,1863342,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976250.1,penicillin acylase family protein,WP_061485615.1,2402,K01434,09100 Metabolism;09180 Brite Hierarchies,09110 Biosynthesis of other secondary metabolites;09181 Protein families: metabolism,00311 Penicillin and cephalosporin biosynthesis [PATH:ko00311];01002 Peptidases and inhibitors [BR:ko01002],K01434  pac; penicillin G amidase [EC:3.5.1.11],Metabolism,,pac,(pac)
NZ_CP012202.1,nagZ,nagZ,,ACZ81_RS08140,ACZ81_08140,Protein Homology,1863441,1864451,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066917.1,beta-N-acetylhexosaminidase,WP_061485617.1,1010,K01207,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00531 Glycosaminoglycan degradation [PATH:ko00531],K01207  nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52],Energy/Carbohydrate/Glycan,,nagZ,(nagZ)
NZ_CP012202.1,ACZ81_RS08145,(pduO),,ACZ81_RS08145,ACZ81_08145,Protein Homology,1864499,1865014,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066918.1,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,WP_061485619.1,515,K00798,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K00798  MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]",Metabolism,,"MMAB, pduO",(pduO)
NZ_CP012202.1,ACZ81_RS08150,,,ACZ81_RS08150,ACZ81_08150,Protein Homology,1865097,1866848,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976253.1,hypothetical protein,WP_061485621.1,1751,,,,,,Uncharacterized,,,
NZ_CP012202.1,mfd,mfd,,ACZ81_RS08155,ACZ81_08155,Protein Homology,1866850,1870347,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998075.1,transcription-repair coupling factor,WP_061485623.1,3497,K03723,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400];03420 Nucleotide excision repair [PATH:ko03420],K03723  mfd; transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4],Genetic Info,,mfd,(mfd)
NZ_CP012202.1,ACZ81_RS08160,,,ACZ81_RS08160,ACZ81_08160,Protein Homology,1870406,1871008,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998076.1,PilZ domain-containing protein,WP_039227099.1,602,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08165,,,ACZ81_RS08165,ACZ81_08165,Protein Homology,1871201,1872511,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949138.1,lipoprotein-releasing ABC transporter permease subunit,WP_061485625.1,1310,K09808,09130 Environmental Information Processing;09180 Brite Hierarchies,09131 Membrane transport;09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000];02010 ABC transporters [PATH:ko02010],K09808  lolC_E; lipoprotein-releasing system permease protein,Membrane transport,Membrane transport,lolC_E,
NZ_CP012202.1,ACZ81_RS08170,,,ACZ81_RS08170,ACZ81_08170,Protein Homology,1872589,1873152,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979052.1,hypoxanthine phosphoribosyltransferase,WP_014949139.1,563,K07101,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07101  K07101; uncharacterized protein,Uncharacterized,,K07101,
NZ_CP012202.1,ACZ81_RS21485,,,ACZ81_RS21485,,Protein Homology,1873234,1873308,-,,,COORDINATES: protein motif:HMM:NF014567.2,hypothetical protein,WP_232376020.1,74,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS21490,,,ACZ81_RS21490,ACZ81_08175,GeneMarkS-2+,1873488,1873661,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_232376002.1,173,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS08180,,,ACZ81_RS08180,ACZ81_08180,Protein Homology,1873830,1874471,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998080.1,energy-coupling factor ABC transporter permease,WP_049586496.1,641,,,,,,Other,,,
NZ_CP012202.1,xthA,xthA,,ACZ81_RS08185,ACZ81_08185,Protein Homology,1874515,1875324,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998081.1,exodeoxyribonuclease III,WP_061094799.1,809,K01142,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400];03410 Base excision repair [PATH:ko03410],"K01142  E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]",Genetic Info,,"E3.1.11.2, xthA",(xthA)
NZ_CP012202.1,ACZ81_RS08190,,,ACZ81_RS08190,ACZ81_08190,Protein Homology,1875506,1876225,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949144.1,hypothetical protein,WP_061485629.1,719,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS08195,,,ACZ81_RS08195,ACZ81_08195,Protein Homology,1876569,1876964,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979057.1,DUF2750 domain-containing protein,WP_061094801.1,395,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08200,(sufE),,ACZ81_RS08200,ACZ81_08200,Protein Homology,1876981,1877373,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949146.1,SufE family protein,WP_061094802.1,392,K02426,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K02426  sufE; cysteine desulfuration protein SufE,Uncharacterized,,sufE,(sufE)
NZ_CP012202.1,ACZ81_RS08205,,,ACZ81_RS08205,ACZ81_08205,Protein Homology,1877395,1878684,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976261.1,glycosyltransferase,WP_061485631.1,1289,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08210,,,ACZ81_RS08210,ACZ81_08210,Protein Homology,1879174,1880019,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518148.1,HDOD domain-containing protein,WP_061485633.1,845,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08215,,,ACZ81_RS08215,ACZ81_08215,Protein Homology,1880059,1880874,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979060.1,thioesterase family protein,WP_061485635.1,815,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08220,,,ACZ81_RS08220,ACZ81_08220,Protein Homology,1881044,1882366,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998088.1,MFS transporter,WP_049586506.1,1322,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08225,,,ACZ81_RS08225,ACZ81_08225,Protein Homology,1882438,1883250,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979062.1,alpha/beta hydrolase,WP_049586509.1,812,,,,,,Other,,,
NZ_CP012202.1,glgC,glgC,,ACZ81_RS08230,ACZ81_08230,Protein Homology,1883320,1884606,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976266.1,glucose-1-phosphate adenylyltransferase,WP_014976266.1,1286,K00975,09100 Metabolism;09140 Cellular Processes,09101 Carbohydrate metabolism;09145 Cellular community - prokaryotes,00500 Starch and sucrose metabolism [PATH:ko00500];00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];02026 Biofilm formation - Escherichia coli [PATH:ko02026],K00975  glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27],Energy/Carbohydrate/Glycan,,glgC,(glgC)
NZ_CP012202.1,ACZ81_RS08235,,,ACZ81_RS08235,ACZ81_08235,Protein Homology,1885443,1885988,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976267.1,SRPBCC family protein,WP_014949153.1,545,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08240,,,ACZ81_RS08240,ACZ81_08240,Protein Homology,1886065,1887219,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979064.1,MFS transporter,WP_061485637.1,1154,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08245,,,ACZ81_RS08245,ACZ81_08245,Protein Homology,1887226,1887912,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979065.1,hypothetical protein,WP_231514273.1,686,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS08250,(hmgL),,ACZ81_RS08250,ACZ81_08250,Protein Homology,1888518,1889417,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003088593.1,hydroxymethylglutaryl-CoA lyase,WP_044583745.1,899,K01640,09100 Metabolism;09140 Cellular Processes,09101 Carbohydrate metabolism;09105 Amino acid metabolism;09109 Metabolism of terpenoids and polyketides;09141 Transport and catabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280];00281 Geraniol degradation [PATH:ko00281];00650 Butanoate metabolism [PATH:ko00650];04146 Peroxisome [PATH:ko04146]","K01640  HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]",AA/Nucleotide;Energy/Carbohydrate/Glycan,,"HMGCL, hmgL",(hmgL)
NZ_CP012202.1,ACZ81_RS08255,,,ACZ81_RS08255,ACZ81_08255,Protein Homology,1889419,1891437,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979067.1,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,WP_014976271.1,2018,K01968,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",K01968  E6.4.1.4A; 3-methylcrotonyl-CoA carboxylase alpha subunit [EC:6.4.1.4],AA/Nucleotide,,E6.4.1.4A,
NZ_CP012202.1,ACZ81_RS08260,,,ACZ81_RS08260,ACZ81_08260,Protein Homology,1891427,1892227,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949158.1,enoyl-CoA hydratase/isomerase family protein,WP_061485639.1,800,K13766,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",K13766  liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18],AA/Nucleotide,,nan,nan
NZ_CP012202.1,ACZ81_RS08265,,,ACZ81_RS08265,ACZ81_08265,Protein Homology,1892239,1893846,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003100387.1,methylcrotonoyl-CoA carboxylase,WP_061485641.1,1607,K01969,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",K01969  E6.4.1.4B; 3-methylcrotonyl-CoA carboxylase beta subunit [EC:6.4.1.4],AA/Nucleotide,,E6.4.1.4B,
NZ_CP012202.1,ACZ81_RS08270,(ivd),,ACZ81_RS08270,ACZ81_08270,Protein Homology,1894103,1895272,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010381512.1,isovaleryl-CoA dehydrogenase,WP_049586522.1,1169,K00253,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","K00253  IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]",AA/Nucleotide,,"IVD, ivd",(ivd)
NZ_CP012202.1,ACZ81_RS08275,,,ACZ81_RS08275,ACZ81_08275,Protein Homology,1895269,1895676,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949161.1,MerR family DNA-binding transcriptional regulator,WP_014949161.1,407,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08280,(atoB),,ACZ81_RS08280,ACZ81_08280,Protein Homology,1896029,1897204,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979071.1,acetyl-CoA C-acyltransferase,WP_014949162.1,1175,K00626,09100 Metabolism;09130 Environmental Information Processing;09180 Brite Hierarchies,09101 Carbohydrate metabolism;09102 Energy metabolism;09103 Lipid metabolism;09105 Amino acid metabolism;09109 Metabolism of terpenoids and polyketides;09111 Xenobiotics biodegradation and metabolism;09132 Signal transduction;09183 Protein families: signaling and cellular processes,"00071 Fatty acid degradation [PATH:ko00071];00280 Valine, leucine and isoleucine degradation [PATH:ko00280];00310 Lysine degradation [PATH:ko00310];00362 Benzoate degradation [PATH:ko00362];00380 Tryptophan metabolism [PATH:ko00380];00620 Pyruvate metabolism [PATH:ko00620];00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630];00650 Butanoate metabolism [PATH:ko00650];00720 Carbon fixation pathways in prokaryotes [PATH:ko00720];00900 Terpenoid backbone biosynthesis [PATH:ko00900];02020 Two-component system [PATH:ko02020];04147 Exosome [BR:ko04147]","K00626  ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]",AA/Nucleotide;Energy/Carbohydrate/Glycan,,"ACAT, atoB",(atoB)
NZ_CP012202.1,ACZ81_RS08285,,,ACZ81_RS08285,ACZ81_08285,Protein Homology,1897306,1898535,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949163.1,alpha/beta hydrolase,WP_061485643.1,1229,,,,,,Other,,,
NZ_CP012202.1,kynU,kynU,,ACZ81_RS08290,ACZ81_08290,Protein Homology,1898525,1899760,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976274.1,kynureninase,WP_081106080.1,1235,K01556,09100 Metabolism,09105 Amino acid metabolism,00380 Tryptophan metabolism [PATH:ko00380],"K01556  KYNU, kynU; kynureninase [EC:3.7.1.3]",AA/Nucleotide,,"KYNU, kynU",(kynU)
NZ_CP012202.1,ACZ81_RS08295,,,ACZ81_RS08295,ACZ81_08295,Protein Homology,1899853,1901295,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518166.1,transporter substrate-binding domain-containing protein,WP_232376003.1,1442,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08300,,,ACZ81_RS08300,ACZ81_08300,Protein Homology,1901315,1902970,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949166.1,FapA family protein,WP_014976276.1,1655,K09749,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09749  K09749; uncharacterized protein,Uncharacterized,,K09749,
NZ_CP012202.1,sbcB,sbcB,,ACZ81_RS08305,ACZ81_08305,Protein Homology,1903100,1904530,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998103.1,exodeoxyribonuclease I,WP_061485649.1,1430,K01141,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400];03430 Mismatch repair [PATH:ko03430],"K01141  sbcB, exoI; exodeoxyribonuclease I [EC:3.1.11.1]",Genetic Info,,"sbcB, exoI","(sbcB,exoI)"
NZ_CP012202.1,ACZ81_RS08310,,,ACZ81_RS08310,ACZ81_08310,Protein Homology,1904772,1908554,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976277.1,ATP-binding protein,WP_061485651.1,3782,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08315,,,ACZ81_RS08315,ACZ81_08315,Protein Homology,1908704,1909771,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979078.1,isoaspartyl peptidase/L-asparaginase,WP_061485653.1,1067,K13051,09100 Metabolism;09180 Brite Hierarchies,09105 Amino acid metabolism;09106 Metabolism of other amino acids;09181 Protein families: metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250];00460 Cyanoamino acid metabolism [PATH:ko00460];01002 Peptidases and inhibitors [BR:ko01002]","K13051  ASRGL1, iaaA; L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]",AA/Nucleotide,,nan,nan
NZ_CP012202.1,ACZ81_RS08320,,,ACZ81_RS08320,ACZ81_08320,Protein Homology,1909952,1910371,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518171.1,CBS domain-containing protein,WP_014949170.1,419,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08325,,,ACZ81_RS08325,ACZ81_08325,Protein Homology,1910551,1912869,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979079.1,phytase,WP_061485656.1,2318,K01083,09100 Metabolism,09101 Carbohydrate metabolism,00562 Inositol phosphate metabolism [PATH:ko00562],K01083  E3.1.3.8; 3-phytase [EC:3.1.3.8],Energy/Carbohydrate/Glycan,,E3.1.3.8,
NZ_CP012202.1,ACZ81_RS08330,,,ACZ81_RS08330,ACZ81_08330,Protein Homology,1913014,1915719,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067021.1,TonB-dependent receptor,WP_061485658.1,2705,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08335,,,ACZ81_RS08335,ACZ81_08335,Protein Homology,1916094,1917005,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979081.1,diguanylate cyclase,WP_061485660.1,911,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08340,,,ACZ81_RS08340,ACZ81_08340,Protein Homology,1917094,1918416,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979082.1,AraC family transcriptional regulator,WP_061485663.1,1322,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08345,,,ACZ81_RS08345,ACZ81_08345,Protein Homology,1918808,1920154,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998111.1,Na+/H+ antiporter NhaC family protein,WP_014949175.1,1346,,,,,,Other,,,
NZ_CP012202.1,hrpA,hrpA,,ACZ81_RS08350,ACZ81_08350,Protein Homology,1920255,1924250,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998112.1,ATP-dependent RNA helicase HrpA,WP_061485664.1,3995,K03578,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K03578  hrpA; ATP-dependent helicase HrpA [EC:3.6.4.13],Metabolism,,hrpA,(hrpA)
NZ_CP012202.1,ACZ81_RS08355,,,ACZ81_RS08355,ACZ81_08355,Protein Homology,1924508,1924810,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067025.1,PilZ domain-containing protein,WP_014949177.1,302,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08360,,,ACZ81_RS08360,ACZ81_08360,Protein Homology,1925095,1925352,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979085.1,DUF2061 domain-containing protein,WP_014976293.1,257,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS08365,(rlmI),,ACZ81_RS08365,ACZ81_08365,Protein Homology,1925453,1926646,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976294.1,class I SAM-dependent methyltransferase,WP_061485665.1,1193,K06969,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K06969  rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase [EC:2.1.1.191],Genetic Info,,rlmI,(rlmI)
NZ_CP012202.1,ACZ81_RS08370,,,ACZ81_RS08370,ACZ81_08370,Protein Homology,1926903,1927880,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976295.1,NAD(P)H-quinone oxidoreductase,WP_061485666.1,977,,,,,,Other,,,
