Sheet 2 Classification of all Prochlorococcus MED4 CDS genes by expression level,,,,,,,,,,,,,,,
sysNamea,locus tagb,start,stop,strand,Core/Flexiblec,ExpressionLeveld,name,desc,COG,COGFun,COGDesc,,,,
PMM0951,PMED4_10611,909317,910459,-,Core,VEG,carA,carbamoyl-phosphate synthase small chain (NCBI),COG505,EF,Carbamoylphosphate synthase small subunit,,,,
PMM0952,PMED4_10621,910472,911503,-,Core,MEG,PMM0952,putative Anthranilate synthase component II (NCBI),COG547,E,Anthranilate phosphoribosyltransferase,,,,
PMM0953,PMED4_10631,911533,911829,-,Core,VEG,PMM0953,conserved hypothetical protein (NCBI),,,,,,,
PMM0954,PMED4_10641,911909,913654,+,Core,LEG,PMM0954,"ABC transporter, multidrug efflux family (NCBI)",COG1132,V,"ABC-type multidrug transport system, ATPase and permease components",,,,
PMM0955,PMED4_10651,913686,914414,+,Core,VEG,msrA,Peptide methionine sulfoxide reductase (NCBI),COG225,O,Peptide methionine sulfoxide reductase,,,,
RNA_7,--,914442,914515,+,,--,tRNALeu1,tRNA-Leu (RefSeq),,,,,,,
PMM0956,PMED4_10661,914736,915536,-,Core,LEG,bacA,Bacitracin resistance protein BacA (NCBI),COG1968,V,Uncharacterized bacitracin resistance protein,,,,
PMM0957,PMED4_10671,915626,915904,+,Flexible,VEG,PMM0957,possible GRAM domain (NCBI),,,,,,,
HyPMM130,PMED4_10681,915907,916041,-,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM131,PMED4_10691,916071,916208,-,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0958,PMED4_10701,916287,916514,-,Flexible,VEG,PMM0958,conserved hypothetical (NCBI),,,,,,,
PMM0959,PMED4_10711,916593,917549,-,Core,VEG,PMM0959,Predicted kinase  (Katherine Huang),COG4240,R,Predicted kinase,,,,
PMM0960,PMED4_10721,917546,918349,-,Flexible,MEG,PMM0960,Predicted hydrolase (HAD superfamily)  (Katherine Huang),COG3769,R,Predicted hydrolase (HAD superfamily),,,,
PMM0961,PMED4_10731,918353,920110,-,Flexible,MEG,PMM0961,Glycoside hydrolase family 13 (NCBI),,,,,,,
PMM0962,PMED4_10741,920161,921387,+,Flexible,MEG,PMM0962,possible Vng0271c (NCBI),,,,,,,
PMM0963,PMED4_10751,921384,923093,-,Flexible,MEG,ureC,Urease alpha subunit (NCBI),COG804,E,Urea amidohydrolase (urease) alpha subunit,,,,
PMM0964,PMED4_10761,923099,923419,-,Flexible,VEG,ureB,Urease beta subunit (NCBI),COG832,E,Urea amidohydrolase (urease) beta subunit,,,,
PMM0965,PMED4_10771,923422,923724,-,Flexible,MEG,ureA,Urease gamma subunit (NCBI),COG831,E,Urea amidohydrolase (urease) gamma subunit,,,,
PMM0966,PMED4_10781,923785,924678,-,Flexible,VEG,ureD,urease accessory protein UreD (NCBI),COG829,O,Urease accessory protein UreH,,,,
PMM0967,PMED4_10791,924726,925190,+,Flexible,VEG,ureE,urease accessory protein UreE (NCBI),COG2371,O,Urease accessory protein UreE,,,,
PMM0968,PMED4_10801,925168,925854,+,Flexible,MEG,ureF,urease accessory protein UreF (NCBI),COG830,O,Urease accessory protein UreF,,,,
PMM0969,PMED4_10811,925858,926463,+,Flexible,MEG,ureG,urease accessory protein UreG (NCBI),COG378,OK,Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase,,,,
PMM0970,PMED4_10821,926568,927887,+,Flexible,VEG,urtA,"putative urea ABC transporter, substrate binding protein (NCBI)",COG683,E,"ABC-type branched-chain amino acid transport systems, periplasmic component",,,,
PMM0971,PMED4_10831,927969,929123,+,Flexible,VEG,urtB,putative urea ABC transporter (NCBI),COG559,E,"Branched-chain amino acid ABC-type transport system, permease components",,,,
PMM0972,PMED4_10841,929123,930259,+,Flexible,VEG,urtC,putative membrane protein of urea ABC transport system (NCBI),COG4177,E,"ABC-type branched-chain amino acid transport system, permease component",,,,
PMM0973,PMED4_10851,930252,931007,+,Flexible,VEG,urtD,putative ATP binding subunit of urea ABC transport system (NCBI),COG4674,R,"Uncharacterized ABC-type transport system, ATPase component",,,,
PMM0974,PMED4_10861,931010,931720,+,Flexible,VEG,urtE,Putative ATP-binding subunit of urea ABC transport system (NCBI),COG410,E,"ABC-type branched-chain amino acid transport systems, ATPase component",,,,
HyPMM132,PMED4_10871,931750,931929,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM133,PMED4_10881,932055,932171,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM134,PMED4_10891,932184,932354,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM135,PMED4_10901,932751,932927,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0975,PMED4_10911,932990,933385,+,Flexible,VEG,PMM0975,conserved hypothetical protein (NCBI),,,,,,,
PMM0976,PMED4_10921,933470,934459,+,Flexible,VEG,PMM0976,putative multidrug efflux ABC transporter (NCBI),COG4586,R,"ABC-type uncharacterized transport system, ATPase component",,,,
PMM0977,PMED4_10931,934460,935251,+,Flexible,VEG,PMM0977,putative multidrug efflux ABC transporter (NCBI),COG4587,R,"ABC-type uncharacterized transport system, permease component",,,,
PMM0978,PMED4_10941,935248,936042,+,Flexible,NEG,PMM0978,"conserved membrane protein, multidrug efflux associated (NCBI)",COG3694,R,"ABC-type uncharacterized transport system, permease component",,,,
PMM0979,PMED4_10951,936046,936336,-,Flexible,VEG,PMM0979,hypothetical (NCBI),,,,,,,
PMM0980,PMED4_10961,936312,936539,-,Flexible,VEG,PMM0980,hypothetical (NCBI),,,,,,,
PMM0981,PMED4_10971,937028,937840,-,Flexible,VEG,PMM0981,Predicted permeases  (Katherine Huang),COG730,R,Predicted permeases,,,,
PMM0982,PMED4_10981,937978,938319,+,Flexible,MEG,PMM0982,HNH endonuclease:HNH nuclease (NCBI),,,,,,,
HyPMM136,PMED4_10991,938405,938599,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0983,PMED4_11001,938610,939011,-,Flexible,MEG,PMM0983,possible ATP synthase protein 8 (NCBI),,,,,,,
HyPMM137,PMED4_11011,939188,939409,+,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM138,PMED4_11021,939444,939668,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0984,PMED4_11031,939892,940395,+,Flexible,VEG,PMM0984,possible Josephin (NCBI),,,,,,,
HyPMM139,PMED4_11041,940471,940656,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0985,PMED4_11051,940658,941053,+,Flexible,VEG,PMM0985,putative purine phosphoribosyltransferase (NCBI),,,,,,,
PMM0986,PMED4_11061,941050,941514,+,Flexible,VEG,PMM0986,Nucleoside 2-deoxyribosyltransferase  (Katherine Huang),COG3613,F,Nucleoside 2-deoxyribosyltransferase,,,,
PMM0987,PMED4_11071,941604,941780,+,Core,VEG,rpsU,30S Ribosomal protein S21 (NCBI),,,,,,,
PMM0988,PMED4_11081,941919,942251,-,Flexible,HEG,PMM0988,Helix-hairpin-helix DNA-binding motif class 1 (NCBI),,,,,,,
PMM0989,PMED4_11091,942772,943377,+,Flexible,VEG,PMM0989,ATP/GTP-binding site motif A (P-loop) (NCBI),COG572,F,Uridine kinase,,,,
PMM0990,PMED4_11101,943361,944524,-,Flexible,VEG,PMM0990,conserved hypothetical protein (NCBI),,,,,,,
PMM0991,PMED4_11111,944530,945357,-,Flexible,NEG,PMM0991,possible Paired amphipathic helix repeat (NCBI),,,,,,,
HyPMM140,PMED4_11121,945499,945687,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0992,PMED4_11131,945804,946208,+,Core,MEG,PMM0992,conserved hypotheticcal protein (NCBI),,,,,,,
PMM0993,PMED4_11141,946213,946911,-,Flexible,MEG,PMM0993,Peptidase E  (Katherine Huang),COG3340,E,Peptidase E,,,,
PMM0994,PMED4_11151,946932,947393,+,Core,VEG,PMM0994,GCN5-related N-acetyltransferase (NCBI),,,,,,,
PMM0995,PMED4_11161,947410,947727,+,Flexible,VEG,PMM0995,hypothetical (NCBI),,,,,,,
HyPMM141,PMED4_11171,947821,947976,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0996,PMED4_11181,948065,948382,+,Flexible,HEG,PMM0996,conserved hypothetical protein (NCBI),,,,,,,
HyPMM142,PMED4_11191,948408,948581,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM143,PMED4_11201,948650,948766,+,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0997,PMED4_11211,948798,949064,-,Flexible,HEG,PMM0997,possible Protein of unknown function DUF67 (NCBI),,,,,,,
HyPMM144,PMED4_11221,949170,949307,-,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0998,PMED4_11231,949471,949908,+,Flexible,VEG,PMM0998,conserved hypothetical protein (NCBI),,,,,,,
PMM0999,PMED4_11241,950017,950202,+,Flexible,MEG,PMM0999,hypothetical (NCBI),,,,,,,
PMM1000,PMED4_11251,950246,950551,+,Flexible,VEG,PMM1000,conserved hypothetical protein (NCBI),,,,,,,
PMM1001,PMED4_11261,950696,951412,+,Core,VEG,PMM1001,conserved hypothetical protein (NCBI),,,,,,,
HyPMM145,PMED4_11271,951678,951848,+,Flexible,LEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,,,
PMM1002,PMED4_11281,951919,954528,+,Flexible,VEG,pepN,probable aminopeptidase N (NCBI),COG308,E,Aminopeptidase N,,,,
HyPMM146,PMED4_11291,954537,954773,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1003,PMED4_11301,954934,955131,+,Flexible,VEG,PMM1003,possible Photosystem II reaction centre N prot (NCBI),,,,,,,
HyPMM147,PMED4_11311,955148,955369,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1004,PMED4_11321,955448,956620,-,Core,MEG,purT,GAR transformylase 2 (NCBI),COG27,F,Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase),,,,
PMM1005,PMED4_11331,956638,956880,-,Flexible,VEG,PMM1005,possible Legume lectins alpha domain (NCBI),,,,,,,
PMM1006,PMED4_11341,956998,957510,+,Core,VEG,btuE,Glutathione peroxidase (NCBI),COG386,O,Glutathione peroxidase,,,,
PMM1007,PMED4_11351,957628,958299,-,Flexible,VEG,PMM1007,Conserved hypothetical membrane protein (Katherine Huang),,,,,,,
PMM1008,PMED4_11361,958348,958740,-,Flexible,VEG,PMM1008,hypothetical (NCBI),,,,,,,
PMM1009,PMED4_11371,958893,959915,+,Flexible,VEG,PMM1009,putative nitrogen regulation protein NifR3 family homolog (NCBI),COG42,J,tRNA-dihydrouridine synthase,,,,
PMM1010,PMED4_11381,959934,960188,+,Core,VEG,PMM1010,conserved hypothetical protein (NCBI),,,,,,,
HyPMM148,PMED4_11391,960222,960386,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1011,PMED4_11401,960431,960676,-,Flexible,VEG,PMM1011,hypothetical (NCBI),,,,,,,
HyPMM149,PMED4_11411,960774,961010,-,Flexible,NEG,Protein-coding gene,,,,,,,,
PMM1012,PMED4_11421,961124,961537,+,Core,VEG,PMM1012,4-hydroxybenzoyl-CoA thioesterase family active site (NCBI),COG824,R,Predicted thioesterase,,,,
HyPMM150,PMED4_11431,961592,961792,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1013,PMED4_11441,961832,962083,+,Core,VEG,PMM1013,conserved hypothetical (NCBI),,,,,,,
PMM1014,PMED4_11451,962101,962973,+,Flexible,LEG,PMM1014,conserved hypothetical protein (NCBI),,,,,,,
PMM1015,PMED4_11461,962979,963383,-,Flexible,VEG,PMM1015,Predicted membrane protein (Katherine Huang),COG3686,S,Predicted membrane protein,,,,
HyPMM151,PMED4_11471,963498,963626,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1016,PMED4_11481,963752,964045,+,Flexible,NEG,PMM1016,possible Virion host shutoff protein (NCBI),,,,,,,
PMM1017,PMED4_11491,964053,964595,-,Flexible,VEG,PMM1017,conserved hypothetical (NCBI),,,,,,,
PMM1018,PMED4_11501,964673,964957,+,Flexible,VEG,PMM1018,Uncharacterized conserved protein  (Katherine Huang),COG5470,S,Uncharacterized conserved protein,,,,
HyPMM152,PMED4_11511,965124,965303,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1018a,PMED4_11521,965317,965487,-,Flexible,VEG,PMM1018a,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM153,PMED4_11531,965579,965710,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1019,PMED4_11541,965803,966105,-,Flexible,VEG,PMM1019,possible Integrin alpha cytoplasmic region (NCBI),,,,,,,
HyPMM154,PMED4_11551,966230,966409,-,Flexible,VEG,pseudo,Pseudogene of VIMSS1199100 with 0 gaps (VIMSS-AUTO),,,,,,,
PMM1020,PMED4_11561,966656,966838,+,Flexible,VEG,PMM1020,conserved hypothetical protein (NCBI),,,,,,,
PMM1021,PMED4_11571,966927,967682,+,Flexible,LEG,PMM1021,possible Gram-negative pili assembly chaperone (NCBI),,,,,,,
PMM1022,PMED4_11581,967785,968132,+,Flexible,VEG,PMM1022,conserved hypothetical (NCBI),,,,,,,
HyPMM155,--,968150,968303,-,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM156,PMED4_11591,968405,968758,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM157,PMED4_11601,968937,969140,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1023,PMED4_11611,969422,969673,+,Flexible,NEG,PMM1023,"possible lactate/malate dehydrogenase, alpha/b (NCBI)",,,,,,,
PMM1024,PMED4_11621,969677,969946,+,Flexible,LEG,PMM1024,hypothetical (NCBI),,,,,,,
PMM1025,PMED4_11631,969954,970361,+,Flexible,LEG,PMM1025,putative stress-induced protein OsmC (NCBI),COG1765,O,"Predicted redox protein, regulator of disulfide bond formation",,,,
HyPMM158,PMED4_11641,970403,970519,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM159,PMED4_11651,970557,970763,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM160,--,970889,971081,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1026,PMED4_11661,971277,971672,-,Core,VEG,PMM1026,Uncharacterized protein conserved in bacteria (Katherine Huang),COG4446,S,Uncharacterized protein conserved in bacteria,,,,
PMM1027,PMED4_11671,971799,972089,+,Flexible,VEG,PMM1027,possible Inward rectifier potassium channel (NCBI),,,,,,,
Yfr5,--,972088,972176,-,,--,Other non-coding RNA,,,,,,,,
Yfr18,--,972284,972388,-,,--,Other non-coding RNA,,,,,,,,
HyPMM161,PMED4_11681,972438,972584,+,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM162,PMED4_11691,972744,972896,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1028,PMED4_11701,972906,973154,+,Flexible,MEG,PMM1028,conserved hypothetical (NCBI),,,,,,,
HyPMM163,PMED4_11711,973248,973394,+,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1029,PMED4_11721,973403,974191,-,Core,VEG,PMM1029,"ABC transporter component, possibly Mn transport (NCBI)",COG1108,P,"ABC-type Mn2+/Zn2+ transport systems, permease components",,,,
PMM1030,PMED4_11731,974248,974643,+,Core,MEG,PMM1030,Ferric uptake regulator family (NCBI),COG735,P,Fe2+/Zn2+ uptake regulation proteins,,,,
PMM1031,PMED4_11741,974679,975428,-,Core,MEG,PMM1031,"ABC transporter, ATP binding domain, possibly Mn transport (NCBI)",COG1121,P,"ABC-type Mn/Zn transport systems, ATPase component",,,,
PMM1032,PMED4_11751,975567,976988,+,Flexible,VEG,lraI,"ABC transporter, substrate binding protein, possibly Mn. (NCBI)",COG803,P,"ABC-type metal ion transport system, periplasmic component/surface adhesin",,,,
PMM1033,PMED4_11761,977075,978433,+,Flexible,VEG,PMM1033,Cobalamin synthesis protein/P47K (NCBI),COG523,R,Putative GTPases (G3E family),,,,
PMM1034,PMED4_11771,978421,979494,+,Flexible,VEG,PMM1034,G-protein beta WD-40 repeats (NCBI),COG2319,R,FOG: WD40 repeat,,,,
HyPMM164,PMED4_11781,979511,979684,-,Flexible,VEG,Protein-coding gene,,,,,,,,
HyPMM165,PMED4_11782,979969,980115,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
HyPMM166,PMED4_11791,980283,980444,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1035,PMED4_11801,980573,980899,+,Flexible,VEG,PMM1035,"possible DNA gyrase/topoisomerase IV, subunit (NCBI)",,,,,,,
PMM1036,PMED4_11811,980848,981120,-,Flexible,VEG,PMM1036,hypothetical (NCBI),,,,,,,
PMM1037,PMED4_11821,981111,981347,-,Flexible,VEG,PMM1037,conserved hypothetical (NCBI),,,,,,,
PMM1038,PMED4_11831,981474,982919,+,Flexible,LEG,PMM1038,Uncharacterized conserved protein (Katherine Huang),COG2308,S,Uncharacterized conserved protein,,,,
PMM1039,PMED4_11841,982921,983877,+,Flexible,LEG,PMM1039,Uncharacterized protein conserved in bacteria (Katherine Huang),COG2307,S,Uncharacterized protein conserved in bacteria,,,,
PMM1040,PMED4_11851,983874,984734,+,Flexible,LEG,PMM1040,Transglutaminase-like superfamily (NCBI),COG1305,E,"Transglutaminase-like enzymes, putative cysteine proteases",,,,
PMM1041,PMED4_11861,984821,985405,+,Flexible,MEG,PMM1041,conserved hypothetical protein (NCBI),,,,,,,
PMM1042,PMED4_11871,985489,986007,+,Core,VEG,PMM1042,conserved hpothetical protein (NCBI),COG1357,S,Uncharacterized low-complexity proteins,,,,
PMM1043,PMED4_11881,986019,986378,-,Flexible,VEG,PMM1043,possible Borrelia lipoprotein (NCBI),,,,,,,
HyPMM167,PMED4_11891,986375,986569,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM1044,PMED4_11901,986582,987559,-,Core,VEG,rbsK,possible pfkB family carbohydrate kinase (NCBI),COG524,G,"Sugar kinases, ribokinase family",,,,
PMM1045,PMED4_11911,987580,987861,+,Core,VEG,PMM1045,conserved hypothetical (NCBI),,,,,,,
PMM1046,PMED4_11921,987882,989111,-,Flexible,VEG,PMM1046,"possible multidrug efflux transporter, MFS family (NCBI)",COG2814,G,Arabinose efflux permease,,,,
PMM1047,PMED4_11931,989114,990676,+,Core,NEG,PMM1047,Predicted dienelactone hydrolase  (Katherine Huang),COG4188,R,Predicted dienelactone hydrolase,,,,
PMM1048,PMED4_11941,990673,991695,-,Core,VEG,dppB,"putative ABC transporter, oligopeptides (NCBI)",COG601,EP,"ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",,,,
PMM1049,PMED4_11951,991688,993259,-,Core,VEG,ddpA,"ABC transporter, substrate binding protein, possibly oligopeptides (NCBI)",COG747,E,"ABC-type dipeptide transport system, periplasmic component",,,,
PMM1050,PMED4_11961,993281,993541,-,Core,MEG,PMM1050,conserved hypothetical protein (NCBI),,,,,,,
PMM1051,PMED4_11971,993604,994905,-,Core,VEG,thrA,Homoserine dehydrogenase:ACT domain (NCBI),COG460,E,Homoserine dehydrogenase,,,,
PMM1052,PMED4_11981,994941,995366,-,Core,VEG,PMM1052,SufE protein probably involved in Fe-S center assembly  (Katherine Huang),COG2166,R,SufE protein probably involved in Fe-S center assembly,,,,
PMM1053,PMED4_11991,995404,995961,-,Core,VEG,PMM1053,5-formyltetrahydrofolate cyclo-ligase  (Katherine Huang),COG212,H,5-formyltetrahydrofolate cyclo-ligase,,,,
PMM1054,PMED4_12001,995971,996444,-,Core,VEG,ruvC,Crossover junction endodeoxyribonuclease RuvC (NCBI),COG817,L,"Holliday junction resolvasome, endonuclease subunit",,,,
PMM1055,PMED4_12011,996449,997537,-,Core,VEG,chlI,"Protoporphyrin IX Magnesium chelatase, ChlI subunit (NCBI)",COG1239,H,Mg-chelatase subunit ChlI,,,,
PMM1056,PMED4_12021,997801,998544,-,Core,VEG,lasT,probable tRNA/rRNA methyltransferase (NCBI),COG565,J,rRNA methylase,,,,
PMM1057,PMED4_12031,998550,998954,-,Flexible,VEG,cytM,cytochrome cM (NCBI),,,,,,,
PMM1058,PMED4_12041,998989,999108,+,Flexible,VEG,petG,"Cytochrome b6/f complex, subunit V (NCBI)",,,,,,,
PMM1059,PMED4_12051,999094,999681,-,Core,MEG,PMM1059,N6-adenine-specific methylase  (Katherine Huang),COG742,L,N6-adenine-specific methylase,,,,
PMM1060,PMED4_12061,999697,1000314,-,Core,VEG,PMM1060,Glutamine amidotransferase class-I (NCBI),COG118,E,Glutamine amidotransferase,,,,
PMM1061,PMED4_12071,1000324,1000647,-,Core,HEG,trxA,Thioredoxin (NCBI),,,,,,,
Yfr1,--,1000744,1000797,-,,--,Other non-coding RNA,,,,,,,,
PMM1062,PMED4_12081,1000856,1002019,-,Core,VEG,guaB,putative IMP dehydrogenase (NCBI),COG2070,R,Dioxygenases related to 2-nitropropane dioxygenase,,,,
PMM1063,PMED4_12091,1002199,1004802,+,Core,MEG,gyrA,"DNA gyrase/topoisomerase IV, subunit A (NCBI)",COG188,L,"Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit",,,,
PMM1064,PMED4_12101,1004827,1006038,+,Core,MEG,crtL1,putative lycopene beta cyclase (NCBI),COG644,C,Dehydrogenases (flavoproteins),,,,
PMM1065,PMED4_12111,1006044,1007627,-,Core,VEG,PMM1065,Uncharacterized conserved protein (Katherine Huang),COG1543,S,Uncharacterized conserved protein,,,,
PMM1066,PMED4_12121,1007864,1009504,+,Core,MEG,leuA,2-isopropylmalate synthase (NCBI),COG119,E,Isopropylmalate/homocitrate/citramalate synthases,,,,
PMM1067,PMED4_12131,1009595,1009987,+,Flexible,VEG,PMM1067,possible Adenoviral fiber protein (NCBI),,,,,,,
PMM1068,PMED4_12141,1009999,1011471,-,Flexible,VEG,PMM1068,Predicted membrane-associated HD superfamily hydrolase  (Katherine Huang),COG1480,R,Predicted membrane-associated HD superfamily hydrolase,,,,
PMM1069,PMED4_12151,1011546,1012442,+,Core,MEG,folD,putuative bifunctional Methylenetetrahydrofolate dehydrogenase Methenyltetrahydrofolate/cyclohydrolase (NCBI),COG190,H,"5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase",,,,
PMM1070,PMED4_12161,1012480,1013382,+,Core,MEG,ispA,Polyprenyl synthetase (NCBI),COG142,H,Geranylgeranyl pyrophosphate synthase,,,,
PMM1071,PMED4_12171,1013397,1013876,+,Core,MEG,PMM1071,Uncharacterized protein conserved in bacteria (Katherine Huang),COG1963,S,Uncharacterized protein conserved in bacteria,,,,
PMM1072,PMED4_12181,1013873,1015267,-,Core,VEG,cobB,"putative Cobyrinic acid a,c-diamide synthase (NCBI)",COG1797,H,"Cobyrinic acid a,c-diamide synthase",,,,
PMM1073,PMED4_12191,1015278,1016579,-,Core,MEG,PMM1073,Putative glucose 6-phosphate dehydrogenase effector OpcA (NCBI),COG3429,G,Glucose-6-P dehydrogenase subunit,,,,
PMM1074,PMED4_12201,1016587,1018110,-,Core,MEG,zwf,Glucose-6-phosphate dehydrogenase (NCBI),COG364,G,Glucose-6-phosphate 1-dehydrogenase,,,,
PMM1075,PMED4_12211,1018224,1019336,-,Core,HEG,petH,ferredoxin-NADP oxidoreductase (FNR) (NCBI),,,,,,,
PMM1076,PMED4_12221,1019519,1020055,+,Flexible,VEG,PMM1076,conserved hypothetical protein (NCBI),,,,,,,
RNA_24,--,1020083,1020155,-,,--,tRNAGly2,tRNA-Gly (RefSeq),,,,,,,
PMM1077,PMED4_12231,1020197,1021315,-,Core,VEG,PMM1077,two-component sensor histidine kinase (NCBI),COG642,T,Signal transduction histidine kinase,,,,
PMM1078,PMED4_12241,1021422,1021964,+,Flexible,MEG,PMM1078,conserved hypothetical (NCBI),,,,,,,
PMM1079,PMED4_12251,1022033,1022473,+,Flexible,VEG,PMM1079,possible Villin headpiece domain (NCBI),,,,,,,
PMM1080,PMED4_12261,1022479,1023474,-,Core,HEG,prsA,Ribose-phosphate pyrophosphokinase (NCBI),COG462,FE,Phosphoribosylpyrophosphate synthetase,,,,
PMM1081,PMED4_12271,1023724,1025244,+,Core,MEG,malQ,Putative 4-alpha-glucanotransferase (NCBI),COG1640,G,4-alpha-glucanotransferase,,,,
PMM1082,PMED4_12281,1025260,1025748,-,Core,NEG,PMM1082,possible Helix-turn-helix (NCBI),,,,,,,
PMM1083,PMED4_12291,1025858,1027516,-,Core,MEG,PMM1083,possible kinase (NCBI),COG661,R,Predicted unusual protein kinase,,,,
PMM1084,PMED4_12301,1027581,1028978,+,Core,VEG,cad,Orn/Lys/Arg decarboxylases family 1 (NCBI),COG1982,E,Arginine/lysine/ornithine decarboxylases,,,,
PMM1085,PMED4_12311,1028988,1029845,+,Core,MEG,cdsA,Phosphatidate cytidylyltransferase (Katherine Huang),COG4589,R,Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase,,,,
PMM1086,PMED4_12321,1030010,1030909,-,Core,LEG,todF,Alpha/beta hydrolase fold (Katherine Huang),COG596,R,Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily),,,,
PMM1087,PMED4_12331,1030915,1032009,-,Flexible,MEG,gldA,putative glycerol dehydrogenase (NCBI),COG371,C,Glycerol dehydrogenase and related enzymes,,,,
PMM1088,PMED4_12341,1032024,1034552,-,Core,HEG,clpC,ClpC (NCBI),COG542,O,"ATPases with chaperone activity, ATP-binding subunit",,,,
PMM1089,PMED4_12351,1034738,1035172,-,Core,NEG,PMM1089,putative ribosomal-protein-alanine acetyltransferase (NCBI),COG456,R,Acetyltransferases,,,,
PMM1090,PMED4_12361,1035266,1036639,+,Core,MEG,lysA,Diaminopimelate decarboxylase (NCBI),COG19,E,Diaminopimelate decarboxylase,,,,
PMM1091,PMED4_12371,1036668,1037558,+,Core,MEG,PMM1091,Uncharacterized conserved protein (Katherine Huang),COG1624,S,Uncharacterized conserved protein,,,,
PMM1092,PMED4_12381,1037562,1038380,+,Core,MEG,uppS,Undecaprenyl pyrophosphate synthetase (UPPS) (NCBI),COG20,I,Undecaprenyl pyrophosphate synthase,,,,
PMM1093,PMED4_12391,1038373,1039380,+,Core,MEG,BioB,Biotin synthase (NCBI),COG502,H,Biotin synthase and related enzymes,,,,
PMM1094,PMED4_12401,1039377,1040309,+,Core,LEG,PMM1094,Predicted sulfurtransferase  (Katherine Huang),COG1054,R,Predicted sulfurtransferase,,,,
