gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
lexA,lexA,TX50_RS06785,PMM1262,Protein Homology,1216278.0,1216901.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132896.1,transcriptional repressor LexA,WP_011132896.1,"GO:0009432,GO:0045892,GO:0004252",,serine-type endopeptidase activity|0004252||IEA,"SOS response|0009432||IEA,negative regulation of DNA-templated transcription|0045892||IEA",PMM1262,1216278.0,1216901.0,-,CK_Pro_MED4_01262,lexA,"GO:0006282,GO:0006355,GO:0008992",CK_00000738,N.1, DNA interactions,"COG1974,bactNOG02778,bactNOG14575,cyaNOG02819,cyaNOG01274","COG: KT,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",3.4.21.88,repressor LexA%3B LexA repressor,"regulation of DNA repair,regulation of transcription%2C DNA-templated,regulation of DNA repair,regulation of transcription%2C DNA-templated,obsolete repressor LexA activity",SOS-response transcriptional repressor,"TIGR00498,PF00717,PF01726,IPR019759,IPR006199,IPR006200","repressor LexA,Peptidase S24-like,LexA DNA binding domain,Description not found.,LexA repressor%2C DNA-binding domain,Transcription regulator LexA","132,261","DNA metabolism / DNA replication%2C recombination%2C and repair,Regulatory functions / DNA interactions"
argF,argF,TX50_RS06790,PMM1263,Protein Homology,1216960.0,1217886.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132897.1,ornithine carbamoyltransferase,WP_011132897.1,"GO:0042450,GO:0004585",,ornithine carbamoyltransferase activity|0004585||IEA,arginine biosynthetic process via ornithine|0042450||IEA,PMM1263,1216960.0,1217886.0,-,CK_Pro_MED4_01263,argF,"GO:0042450,GO:0006520,GO:0004585,GO:0016743,GO:0016597",CK_00000737,A.3,Glutamate family (Arg%2C Gln%2C Glu%2C Pro),"COG0078,bactNOG00238,cyaNOG01452","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.1.3.3,ornithine carbamoyltransferase%3B citrulline phosphorylase%3B ornithine transcarbamylase%3B OTC%3B carbamylphosphate-ornithine transcarbamylase%3B L-ornithine carbamoyltransferase%3B L-ornithine carbamyltransferase%3B L-ornithine transcarbamylase%3B ornithine carbamyltransferase,"arginine biosynthetic process via ornithine,cellular amino acid metabolic process,arginine biosynthetic process via ornithine,cellular amino acid metabolic process,ornithine carbamoyltransferase activity,carboxyl- or carbamoyltransferase activity,amino acid binding",ornithine carbamoyltransferase,"TIGR00658,PF02729,PF00185,PS00097,IPR006132,IPR006131,IPR002292,IPR006130","ornithine carbamoyltransferase,Aspartate/ornithine carbamoyltransferase%2C carbamoyl-P binding domain,Aspartate/ornithine carbamoyltransferase%2C Asp/Orn binding domain,Aspartate and ornithine carbamoyltransferases signature.,Aspartate/ornithine carbamoyltransferase%2C carbamoyl-P binding,Aspartate/ornithine carbamoyltransferase%2C Asp/Orn-binding domain,Ornithine/putrescine carbamoyltransferase,Aspartate/ornithine carbamoyltransferase",73,Amino acid biosynthesis / Glutamate family
ftsH,ftsH,TX50_RS06795,PMM1264,Protein Homology,1217915.0,1219777.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808237.1,ATP-dependent zinc metalloprotease FtsH,WP_011132898.1,"GO:0006508,GO:0051301,GO:0004222,GO:0016887,GO:0016020",membrane|0016020||IEA,"metalloendopeptidase activity|0004222||IEA,ATP hydrolysis activity|0016887||IEA","proteolysis|0006508||IEA,cell division|0051301||IEA",PMM1264,1217915.0,1219777.0,-,CK_Pro_MED4_01264,ftsH4,"GO:0006508,GO:0051301,GO:0004222,GO:0016887,GO:0005524,GO:0008270,GO:0016020,GO:0016021",CK_00008086,"D.1.7,D.2,L.4","Trace metals,Cell division,Degradation of proteins%2C peptides%2C and glycopeptides","COG0465,bactNOG01729,cyaNOG00967,cyaNOG01667","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",3.4.24.-,,"proteolysis,cell division,proteolysis,cell division,metalloendopeptidase activity,ATPase activity,ATP binding,zinc ion binding,proteolysis,cell division,metalloendopeptidase activity,ATPase activity,ATP binding,zinc ion binding,membrane,integral component of membrane",cell division protein FtsH,"TIGR01241,PF01434,PF06480,PF00004,PS00674,IPR003960,IPR000642,IPR005936,IPR011546,IPR003959,IPR027417,IPR003593","ATP-dependent metallopeptidase HflB,Peptidase family M41,FtsH Extracellular,ATPase family associated with various cellular activities (AAA),AAA-protein family signature.,ATPase%2C AAA-type%2C conserved site,Peptidase M41,Peptidase%2C FtsH,Peptidase M41%2C FtsH extracellular,ATPase%2C AAA-type%2C core,P-loop containing nucleoside triphosphate hydrolase,AAA+ ATPase domain","138,93","Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides,Cellular processes / Cell division"
ribD,ribD,TX50_RS06800,PMM1265,Protein Homology,1219892.0,1220980.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132899.1,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,WP_011132899.1,"GO:0008703,GO:0008835",,"5-amino-6-(5-phosphoribosylamino)uracil reductase activity|0008703||IEA,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity|0008835||IEA",,PMM1265,1219892.0,1220980.0,-,CK_Pro_MED4_01265,ribD,"GO:0009231,GO:0055114,GO:0008835,GO:0008270,GO:0016787,GO:0008703,GO:0050661",CK_00000735,B.7,Riboflavin%2C FMN and FAD,"COG0117,COG1985,bactNOG01144,cyaNOG01906","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism","3.5.4.26,1.1.1.193","diaminohydroxyphosphoribosylaminopyrimidine deaminase,5-amino-6-(5-phosphoribosylamino)uracil reductase%3B aminodioxyphosphoribosylaminopyrimidine reductase","riboflavin biosynthetic process,oxidation-reduction process,riboflavin biosynthetic process,oxidation-reduction process,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity,zinc ion binding,hydrolase activity,5-amino-6-(5-phosphoribosylamino)uracil reductase activity,NADP binding",diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase,"TIGR00227,TIGR00326,PF00383,PF01872,PS00903,IPR016192,IPR002125,IPR002734,IPR011549,IPR004794","riboflavin-specific deaminase C-terminal domain,riboflavin biosynthesis protein RibD,Cytidine and deoxycytidylate deaminase zinc-binding region,RibD C-terminal domain,Cytidine and deoxycytidylate deaminases zinc-binding region signature.,APOBEC/CMP deaminase%2C zinc-binding,Cytidine and deoxycytidylate deaminase domain,Bacterial bifunctional deaminase-reductase%2C C-terminal,Riboflavin-specific deaminase%2C C-terminal,Riboflavin biosynthesis protein RibD",85,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Riboflavin%2C FMN%2C and FAD
TX50_RS06805,,TX50_RS06805,PMM1266,Protein Homology,1220994.0,1221494.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132900.1,DUF3122 domain-containing protein,WP_011132900.1,,,,,PMM1266,1220994.0,1221494.0,-,CK_Pro_MED4_01266,PMM1266,,CK_00000734,,,"NOG41408,COG0129,bactNOG59944,bactNOG69722,cyaNOG05081,cyaNOG03982,cyaNOG07915","COG: POORLY CHARACTERIZED [S] Function unknown,COG: EG,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF11320,IPR021469","Protein of unknown function (DUF3122),Protein of unknown function DUF3122",156,Hypothetical proteins / Conserved
TX50_RS06810,,TX50_RS06810,PMM1267,Protein Homology,1221469.0,1221720.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820732.1,hypothetical protein,WP_036930597.1,,,,,PMM1267,1221469.0,1221831.0,-,CK_Pro_MED4_01267,PMM1267,,CK_00001432,,,"NOG42167,bactNOG75834,cyaNOG08302","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
TX50_RS06815,,TX50_RS06815,PMM1268,Protein Homology,1221805.0,1223085.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132902.1,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,WP_011132902.1,,,,,PMM1268,1221805.0,1223085.0,+,CK_Pro_MED4_01268,cobL,"GO:0009236,GO:0046025",CK_00000733,B.5.3,Hemes and phycobilins,"COG2241,COG2242,bactNOG10818,bactNOG29280,cyaNOG02293,cyaNOG05300","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.1.1.132,precorrin-6B C5%2C15-methyltransferase (decarboxylating)%3B precorrin-6 methyltransferase%3B precorrin-6Y methylase%3B precorrin-6Y C5%2C15-methyltransferase (decarboxylating)%3B cobL (gene name),"cobalamin biosynthetic process,cobalamin biosynthetic process,precorrin-6Y C5%2C15-methyltransferase (decarboxylating) activity",precorrin-6Y C5%2C15-methyltransferase (decarboxylating),"TIGR02467,TIGR02469,PF12847,PF00590,IPR014008,IPR012818,IPR000878","precorrin-6y C5%2C15-methyltransferase (decarboxylating)%2C CbiE subunit,precorrin-6Y C5%2C15-methyltransferase (decarboxylating)%2C CbiT subunit,Methyltransferase domain,Tetrapyrrole (Corrin/Porphyrin) Methylases,Cobalamin biosynthesis%2C precorrin-6Y methyltransferase%2C CbiT subunit,Cobalamin (vitamin B12) biosynthesis CbiE%2C precorrin-6Y methyltransferase,Tetrapyrrole methylase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin
TX50_RS06820,,TX50_RS06820,PMM1269,Protein Homology,1223093.0,1224001.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132903.1,NAD(+) kinase,WP_011132903.1,,,,,PMM1269,1223093.0,1224001.0,-,CK_Pro_MED4_01269,ppnK,"GO:0006741,GO:0008152,GO:0003951",CK_00000732,,,"COG0061,bactNOG01228,bactNOG06727,cyaNOG00322","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",,,"NADP biosynthetic process,metabolic process,NADP biosynthetic process,metabolic process,NAD+ kinase activity",ATP-NAD kinase family protein,"PF01513,IPR002504","ATP-NAD kinase,NAD kinase",163,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridine nucleotides
pheS,pheS,TX50_RS06825,PMM1270,Protein Homology,1224073.0,1225080.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820735.1,phenylalanine--tRNA ligase subunit alpha,WP_011132904.1,"GO:0006432,GO:0000166,GO:0004826,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"nucleotide binding|0000166||IEA,phenylalanine-tRNA ligase activity|0004826||IEA,ATP binding|0005524||IEA",phenylalanyl-tRNA aminoacylation|0006432||IEA,PMM1270,1224073.0,1225080.0,-,CK_Pro_MED4_01270,pheS,"GO:0006432,GO:0006418,GO:0006432,GO:0043039,GO:0004826,GO:0004812,GO:0000166,GO:0004826,GO:0005524,GO:0000049,GO:0009328,GO:0005737",CK_00000731,,,"COG0016,bactNOG01583,cyaNOG00714","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.20,phenylalanine---tRNA ligase%3B phenylalanyl-tRNA synthetase%3B phenylalanyl-transfer ribonucleate synthetase%3B phenylalanine-tRNA synthetase%3B phenylalanyl-transfer RNA synthetase%3B phenylalanyl-tRNA ligase%3B phenylalanyl-transfer RNA ligase%3B L-phenylalanyl-tRNA synthetase%3B phenylalanine translase,"phenylalanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation,phenylalanine-tRNA ligase activity,aminoacyl-tRNA ligase activity,nucleotide binding,phenylalanine-tRNA ligase activity,ATP binding,tRNA binding,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation,phenylalanine-tRNA ligase activity,aminoacyl-tRNA ligase activity,nucleotide binding,phenylalanine-tRNA ligase activity,ATP binding,tRNA binding,phenylalanine-tRNA ligase complex,cytoplasm",phenylalanine--tRNA ligase%2C alpha subunit,"TIGR00468,PF01409,PF02912,PS50862,IPR006195,IPR004529,IPR002319,IPR004188","phenylalanine--tRNA ligase%2C alpha subunit,tRNA synthetases class II core domain (F),Aminoacyl tRNA synthetase class II%2C N-terminal domain,Aminoacyl-transfer RNA synthetases class-II family profile.,Aminoacyl-tRNA synthetase%2C class II,Phenylalanyl-tRNA synthetase%2C class IIc%2C alpha subunit,Phenylalanyl-tRNA synthetase,Phenylalanine-tRNA ligase%2C class II%2C N-terminal",137,Protein synthesis / tRNA aminoacylation
surE,surE,TX50_RS06830,PMM1271,Protein Homology,1225148.0,1225957.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820736.1,5'/3'-nucleotidase SurE,WP_011132905.1,GO:0008252,,nucleotidase activity|0008252||IEA,,PMM1271,1225148.0,1225957.0,+,CK_Pro_MED4_01271,surE,"GO:0046872,GO:0008253,GO:0016787,GO:0000166,GO:0005737",CK_00000730,"M.3,M.4","Purine ribonucleotide biosynthesis,Pyrimidine ribonucleotide biosynthesis","COG0496,bactNOG05090,cyaNOG00418","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",3.1.3.5,5'-nucleotidase%3B uridine 5'-nucleotidase%3B 5'-adenylic phosphatase%3B adenosine 5'-phosphatase%3B AMP phosphatase%3B adenosine monophosphatase%3B 5'-mononucleotidase%3B AMPase%3B UMPase%3B snake venom 5'-nucleotidase%3B thimidine monophosphate nucleotidase%3B 5'-AMPase%3B 5'-AMP nucleotidase%3B AMP phosphohydrolase%3B IMP 5'-nucleotidase,"metal ion binding,5'-nucleotidase activity,hydrolase activity,nucleotide binding,metal ion binding,5'-nucleotidase activity,hydrolase activity,nucleotide binding,cytoplasm",5'-nucleotidase,"TIGR00087,PF01975,IPR002828","5'/3'-nucleotidase SurE,Survival protein SurE,Survival protein SurE-like phosphatase/nucleotidase","125,126","Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Pyrimidine ribonucleotide biosynthesis"
TX50_RS06835,,TX50_RS06835,PMM1272,Protein Homology,1225937.0,1226470.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376912.1,DUF3611 family protein,WP_011132906.1,,,,,PMM1272,1225937.0,1226470.0,-,CK_Pro_MED4_01272,PMM1272,GO:0016020,CK_00000729,R.2,Conserved hypothetical proteins,"COG0609,COG0477,COG0825,NOG09436,NOG72877,bactNOG39036,bactNOG37701,cyaNOG03670,cyaNOG03304","COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: GEPR,COG: METABOLISM [I] Lipid transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,conserved membrane protein,"PF12263,IPR022051","Protein of unknown function (DUF3611),Protein of unknown function DUF3611",156,Hypothetical proteins / Conserved
TX50_RS06840,,TX50_RS06840,PMM1273,Protein Homology,1226538.0,1227461.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008159.1,bifunctional riboflavin kinase/FAD synthetase,WP_011132907.1,GO:0003919,,FMN adenylyltransferase activity|0003919||IEA,,PMM1273,1226538.0,1227461.0,+,CK_Pro_MED4_01273,ribF,"GO:0006747,GO:0009231,GO:0009398,GO:0003919,GO:0008531,GO:0005737",CK_00000728,B.7,Riboflavin%2C FMN and FAD,"COG0196,bactNOG00669,cyaNOG01135","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism","2.7.1.26,2.7.7.2","riboflavin kinase%3B flavokinase%3B FK%3B RFK,FAD synthetase%3B FAD pyrophosphorylase%3B riboflavin mononucleotide adenylyltransferase%3B adenosine triphosphate-riboflavin mononucleotide transadenylase%3B adenosine triphosphate-riboflavine mononucleotide transadenylase%3B riboflavin adenine dinucleotide pyrophosphorylase%3B riboflavine adenine dinucleotide adenylyltransferase%3B flavin adenine dinucleotide synthetase%3B FADS%3B FMN adenylyltransferase","FAD biosynthetic process,riboflavin biosynthetic process,FMN biosynthetic process,FAD biosynthetic process,riboflavin biosynthetic process,FMN biosynthetic process,FMN adenylyltransferase activity,riboflavin kinase activity,FAD biosynthetic process,riboflavin biosynthetic process,FMN biosynthetic process,FMN adenylyltransferase activity,riboflavin kinase activity,cytoplasm",riboflavin kinase / FMN adenylyltransferase,"TIGR00083,PF01687,PF06574,IPR015865,IPR002606,IPR015864","riboflavin biosynthesis protein RibF,Riboflavin kinase,FAD synthetase,Riboflavin kinase domain%2C bacterial/eukaryotic,Riboflavin kinase%2C bacterial,FAD synthetase",85,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Riboflavin%2C FMN%2C and FAD
TX50_RS06845,,TX50_RS06845,PMM1274,Protein Homology,1227470.0,1228525.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132908.1,thiamine phosphate synthase,WP_011132908.1,,,,,PMM1274,1227470.0,1228525.0,+,CK_Pro_MED4_01274,thiE,"GO:0009228,GO:0004789",CK_00000727,B.10.5,Thiamine (b1),"COG0352,COG1322,bactNOG25941,bactNOG21316,bactNOG20354,bactNOG33110,bactNOG22497,cyaNOG00363","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.5.1.3,thiamine phosphate synthase%3B thiamine phosphate pyrophosphorylase%3B thiamine monophosphate pyrophosphorylase%3B TMP-PPase%3B thiamine-phosphate diphosphorylase%3B thiE (gene name)%3B TH1 (gene name)%3B THI6 (gene name)%3B 2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)thiazole 2-methyl-4-aminopyrimidine-5-methenyltransferase%3B 4-amino-2-methyl-5-diphosphomethylpyrimidine:2-[(2R%2C5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate 4-amino-2-methylpyrimidine-5-methenyltransferase (decarboxylating),"thiamine biosynthetic process,thiamine biosynthetic process,thiamine-phosphate diphosphorylase activity",thiamine-phosphate pyrophosphorylase,"TIGR00693,PF02581,IPR003733","thiamine-phosphate diphosphorylase,Thiamine monophosphate synthase,Description not found.",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other
thiS,thiS,TX50_RS06850,PMM1275,Protein Homology,1228515.0,1228724.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376915.1,sulfur carrier protein ThiS,WP_011132909.1,"GO:0009228,GO:0003824",,catalytic activity|0003824||IEA,thiamine biosynthetic process|0009228||IEA,PMM1275,1228515.0,1228724.0,+,CK_Pro_MED4_01275,thiS,"GO:0009228,GO:0004789",CK_00001939,B.10.5,Thiamine (b1),"COG2104,NOG87647,bactNOG50749,bactNOG90137,bactNOG99267,bactNOG97364,cyaNOG04106","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",,,"thiamine biosynthetic process,thiamine biosynthetic process,thiamine-phosphate diphosphorylase activity",thiamine biosynthesis protein ThiS,"TIGR01683,PF02597,IPR003749,IPR010035","thiamine biosynthesis protein ThiS,ThiS family,Sulfur carrier ThiS/MoaD-like,ThiS%2C thiamine-biosynthesis",162,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Thiamine
TX50_RS09780,,TX50_RS09780,PMM1276,Protein Homology,1228837.0,1229004.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132910.1,hypothetical protein,WP_011132910.1,,,,,PMM1276,1228837.0,1229004.0,+,CK_Pro_MED4_01276,PMM1276,,CK_00047176,"D.1.9,R.2"," Other,Conserved hypothetical proteins","NOG123935,bactNOG81283,cyaNOG08736","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
TX50_RS09955,,TX50_RS09955,PMM1277,Protein Homology,1229071.0,1229205.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132911.1,hypothetical protein,WP_011132911.1,,,,,PMM1277,1229071.0,1229205.0,+,CK_Pro_MED4_01277,PMM1277,,CK_00043662,,,,,,,,conserved hypothetical protein,,,856,Not Found
larB,larB,TX50_RS06855,PMM1278,Protein Homology,1229209.0,1229865.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132912.1,nickel pincer cofactor biosynthesis protein LarB,WP_011132912.1,GO:0016787,,hydrolase activity|0016787||IEA,,PMM1278,1229209.0,1229865.0,-,CK_Pro_MED4_01278,cpmA,GO:0043153,CK_00000726,D.6,Circadian clock,"COG1691,bactNOG10617,cyaNOG00400,cyaNOG05751","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",,,entrainment of circadian clock by photoperiod,circadian phase modifier CpmA,"PF00731,IPR000031","AIR carboxylase,PurE domain",129,Regulatory functions / Other
TX50_RS06860,,TX50_RS06860,PMM1279,Protein Homology,1229862.0,1230308.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132913.1,TIGR03792 family protein,WP_011132913.1,,,,,PMM1279,1229862.0,1230308.0,-,CK_Pro_MED4_01279,PMM1279,,CK_00000725,D.8,Toxin production and resistance,"NOG45136,COG0020,COG2329,bactNOG67094,cyaNOG03996","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: METABOLISM [I] Lipid transport and metabolism,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,antibiotic biosynthesis monooxygenase-like domain containing protein,"TIGR03792,PF03992,IPR022512,IPR007138","uncharacterized cyanobacterial protein%2C TIGR03792 family,Antibiotic biosynthesis monooxygenase,Conserved hypothetical protein CHP03792,Antibiotic biosynthesis monooxygenase domain",94,Cellular processes / Toxin production and resistance
trmD,trmD,TX50_RS09360,PMM1280,Protein Homology,1230305.0,1231528.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132914.1,tRNA (guanosine(37)-N1)-methyltransferase TrmD,WP_011132914.1,"GO:0008033,GO:0052906",,tRNA (guanine(37)-N1)-methyltransferase activity|0052906||IEA,tRNA processing|0008033||IEA,PMM1280,1230305.0,1231528.0,-,CK_Pro_MED4_01280,trmD-ispF,"GO:0008033,GO:0016114,GO:0003723,GO:0008175,GO:0008685",CK_00000061,A.2,Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),"COG0245,COG0336,bactNOG00328,cyaNOG00990","COG: METABOLISM [I] Lipid transport and metabolism,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis","2.1.1.228,4.6.1.12","Transferred to 2.1.1.221 and 2.1.1.228,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase%3B MECDP-synthase%3B 2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)","tRNA processing,terpenoid biosynthetic process,tRNA processing,terpenoid biosynthetic process,RNA binding,tRNA methyltransferase activity,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase activity",bifunctional tRNA-(guanine-N1)-methyltransferase / 2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,"TIGR00088,TIGR00151,PF02542,PF01746,PS01350,IPR003526,IPR002649,IPR016009,IPR020555","tRNA (guanine(37)-N(1))-methyltransferase,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,YgbB family,tRNA (Guanine-1)-methyltransferase,2C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase signature.,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,tRNA (guanine-N1-)-methyltransferase%2C bacteria,tRNA methyltransferase TRMD/TRM10-type domain,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase%2C conserved site",71,Amino acid biosynthesis / Aspartate family
