gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ALT831_RS08200,,ALT831_RS08200,MIT1002_01671,Protein Homology,1847144,1848319,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979071.1,thiolase family protein,WP_049586525.1,"GO:0016746,GO:0016747",,"acyltransferase activity|0016746||IEA,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA",,,MIT1002_01671
ALT831_RS08205,,ALT831_RS08205,MIT1002_01672,Protein Homology,1848421,1849650,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949163.1,alpha/beta hydrolase family protein,WP_049586558.1,GO:0016787,,hydrolase activity|0016787||IEA,,,MIT1002_01672
kynU,kynU,ALT831_RS08210,MIT1002_01673,Protein Homology,1849640,1850875,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976274.1,kynureninase,WP_080986392.1,"GO:0006569,GO:0009435,GO:0030170,GO:0030429,GO:0005737",cytoplasm|0005737||IEA,"pyridoxal phosphate binding|0030170||IEA,kynureninase activity|0030429||IEA","L-tryptophan catabolic process|0006569||IEA,NAD+ biosynthetic process|0009435||IEA",,MIT1002_01673
ALT831_RS08215,,ALT831_RS08215,MIT1002_01674,Protein Homology,1851008,1852411,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976275.1,diguanylate cyclase,WP_049586559.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,MIT1002_01674
ALT831_RS08220,,ALT831_RS08220,MIT1002_01675,Protein Homology,1852431,1854086,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949166.1,FapA family protein,WP_049586528.1,,,,,,MIT1002_01675
sbcB,sbcB,ALT831_RS08225,MIT1002_01676,Protein Homology,1854214,1855644,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998103.1,exodeoxyribonuclease I,WP_049586530.1,"GO:0006281,GO:0000175,GO:0003676,GO:0008310",,"3'-5'-RNA exonuclease activity|0000175||IEA,nucleic acid binding|0003676||IEA,single-stranded DNA 3'-5' DNA exonuclease activity|0008310||IEA",DNA repair|0006281||IEA,,MIT1002_01676
ALT831_RS08230,,ALT831_RS08230,MIT1002_01677,Protein Homology,1855886,1859668,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976277.1,ATP-binding protein,WP_049586532.1,,,,,,MIT1002_01677
ALT831_RS08235,,ALT831_RS08235,MIT1002_01678,Protein Homology,1859817,1860884,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979078.1,isoaspartyl peptidase/L-asparaginase family protein,WP_049586533.1,"GO:0006508,GO:0004067,GO:0008798",,"asparaginase activity|0004067||IEA,beta-aspartyl-peptidase activity|0008798||IEA",proteolysis|0006508||IEA,,MIT1002_01678
ALT831_RS08240,,ALT831_RS08240,MIT1002_01679,Protein Homology,1861065,1861484,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518171.1,CBS domain-containing protein,WP_014949170.1,,,,,,MIT1002_01679
ALT831_RS08245,,ALT831_RS08245,MIT1002_01680,Protein Homology,1861664,1863982,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979079.1,phytase,WP_049586536.1,GO:0016158,,inositol hexakisphosphate 3-phosphatase activity|0016158||IEA,,,MIT1002_01680
ALT831_RS08250,,ALT831_RS08250,MIT1002_01681,Protein Homology,1864127,1866832,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067021.1,TonB-dependent receptor,WP_049586538.1,"GO:0006810,GO:0022857,GO:0019867",outer membrane|0019867||IEA,transmembrane transporter activity|0022857||IEA,transport|0006810||IEA,,MIT1002_01681
ALT831_RS08255,,ALT831_RS08255,MIT1002_01682,Protein Homology,1867207,1868118,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979081.1,diguanylate cyclase domain-containing protein,WP_049586540.1,,,,,,MIT1002_01682
ALT831_RS08260,,ALT831_RS08260,MIT1002_01683,Protein Homology,1868207,1869478,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979082.1,helix-turn-helix domain-containing protein,WP_049586542.1,"GO:0006355,GO:0003700,GO:0043565",,"DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA",regulation of DNA-templated transcription|0006355||IEA,,MIT1002_01683
ALT831_RS08265,,ALT831_RS08265,MIT1002_01684,Protein Homology,1869870,1871216,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998111.1,Na+/H+ antiporter NhaC family protein,WP_049586544.1,GO:0016020,membrane|0016020||IEA,,,,MIT1002_01684
hrpA,hrpA,ALT831_RS08270,MIT1002_01685,Protein Homology,1871317,1875312,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998112.1,ATP-dependent RNA helicase HrpA,WP_049586546.1,"GO:0003676,GO:0003724,GO:0005524",,"nucleic acid binding|0003676||IEA,RNA helicase activity|0003724||IEA,ATP binding|0005524||IEA",,,MIT1002_01685
ALT831_RS08275,,ALT831_RS08275,MIT1002_01686,Protein Homology,1875570,1875872,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067025.1,PilZ domain-containing protein,WP_014949177.1,GO:0035438,,cyclic-di-GMP binding|0035438||IEA,,,MIT1002_01686
ALT831_RS08280,,ALT831_RS08280,MIT1002_01687,Protein Homology,1876157,1876414,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979085.1,DUF2061 domain-containing protein,WP_049586548.1,,,,,,MIT1002_01687
ALT831_RS08285,,ALT831_RS08285,MIT1002_01688,Protein Homology,1876516,1877709,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976294.1,class I SAM-dependent rRNA methyltransferase,WP_014949179.1,"GO:0006364,GO:0008168,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA",rRNA processing|0006364||IEA,,MIT1002_01688
ALT831_RS08290,,ALT831_RS08290,MIT1002_01689,Protein Homology,1877966,1878943,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976295.1,NAD(P)H-quinone oxidoreductase,WP_049586550.1,"GO:0003960,GO:0048038,GO:0070402",,"quinone reductase (NADPH) activity|0003960||IEA,quinone binding|0048038||IEA,NADPH binding|0070402||IEA",,,MIT1002_01689
rnhA,rnhA,ALT831_RS08295,MIT1002_01690,Protein Homology,1878966,1879436,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976296.1,ribonuclease HI,WP_014979088.1,"GO:0003676,GO:0004523",,"nucleic acid binding|0003676||IEA,RNA-DNA hybrid ribonuclease activity|0004523||IEA",,,MIT1002_01690
dnaQ,dnaQ,ALT831_RS08300,MIT1002_01691,Protein Homology,1879548,1880267,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976297.1,DNA polymerase III subunit epsilon,WP_014976297.1,"GO:0006260,GO:0003677,GO:0003887",,"DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA",DNA replication|0006260||IEA,,MIT1002_01691
ALT831_RS08305,,ALT831_RS08305,MIT1002_01692,Protein Homology,1880322,1881812,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976298.1,TIGR03503 family protein,WP_049586552.1,,,,,,MIT1002_01692
ALT831_RS08330,,ALT831_RS08330,MIT1002_01697,Protein Homology,1882745,1884298,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949184.1,EAL domain-containing protein,WP_049589188.1,"GO:0007165,GO:0071111,GO:0005886",plasma membrane|0005886||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA,signal transduction|0007165||IEA,,MIT1002_01697
lolD,lolD,ALT831_RS08335,MIT1002_01698,Protein Homology,1884400,1885110,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976300.1,lipoprotein-releasing ABC transporter ATP-binding protein LolD,WP_049589189.1,"GO:0042953,GO:0005524,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,ATP binding|0005524||IEA,lipoprotein transport|0042953||IEA,,MIT1002_01698
ALT831_RS08340,,ALT831_RS08340,MIT1002_01699,Protein Homology,1885097,1886323,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976301.1,lipoprotein-releasing ABC transporter permease subunit,WP_014976301.1,"GO:0042953,GO:0005886",plasma membrane|0005886||IEA,,lipoprotein transport|0042953||IEA,,MIT1002_01699
ALT831_RS08345,,ALT831_RS08345,ALT831_RS08345,Protein Homology,1887534,1887885,-,programmed frameshift,ribosomal slippage,COORDINATES: similar to AA sequence:RefSeq:WP_076612166.1,IS3 family transposase,WP_156080644.1,GO:0004803,,transposase activity|0004803||IEA,,,
ALT831_RS08345,,ALT831_RS08345,ALT831_RS08345,Protein Homology,1886657,1887534,-,programmed frameshift,ribosomal slippage,COORDINATES: similar to AA sequence:RefSeq:WP_076612166.1,IS3 family transposase,WP_156080644.1,GO:0004803,,transposase activity|0004803||IEA,,,
ALT831_RS08350,,ALT831_RS08350,MIT1002_01702,Protein Homology,1888027,1889373,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979094.1,dicarboxylate/amino acid:cation symporter,WP_049589117.1,"GO:0015293,GO:0022857,GO:0016020",membrane|0016020||IEA,"symporter activity|0015293||IEA,transmembrane transporter activity|0022857||IEA",,,MIT1002_01702
ALT831_RS08355,,ALT831_RS08355,MIT1002_01703,Protein Homology,1889488,1891731,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067034.1,Ig-like domain-containing protein,WP_049589116.1,,,,,,MIT1002_01703
astB,astB,ALT831_RS08360,MIT1002_01704,Protein Homology,1891929,1893269,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998124.1,N-succinylarginine dihydrolase,WP_049589115.1,"GO:0006527,GO:0009015",,N-succinylarginine dihydrolase activity|0009015||IEA,L-arginine catabolic process|0006527||IEA,,MIT1002_01704
topA,topA,ALT831_RS08365,MIT1002_01705,Protein Homology,1893665,1896319,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949190.1,type I DNA topoisomerase,WP_049589114.1,"GO:0006260,GO:0006265,GO:0003677,GO:0003917,GO:0005737",cytoplasm|0005737||IEA,"DNA binding|0003677||IEA,DNA topoisomerase type I (single strand cut%2C ATP-independent) activity|0003917||IEA","DNA replication|0006260||IEA,DNA topological change|0006265||IEA",,MIT1002_01705
ALT831_RS08370,,ALT831_RS08370,MIT1002_01706,Protein Homology,1896459,1897010,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949191.1,DUF2058 domain-containing protein,WP_014976306.1,,,,,,MIT1002_01706
ALT831_RS08375,,ALT831_RS08375,MIT1002_01708,Protein Homology,1897519,1899153,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065919.1,IS1634 family transposase,WP_156080665.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_01708
ALT831_RS08380,,ALT831_RS08380,MIT1002_01709,Protein Homology,1899166,1899945,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976307.1,leishmanolysin-related zinc metalloendopeptidase,WP_049589093.1,"GO:0006508,GO:0007155,GO:0004222,GO:0016020",membrane|0016020||IEA,metalloendopeptidase activity|0004222||IEA,"proteolysis|0006508||IEA,cell adhesion|0007155||IEA",,MIT1002_01709
ALT831_RS08385,,ALT831_RS08385,MIT1002_01710,Protein Homology,1900152,1901063,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976308.1,LysR family transcriptional regulator,WP_049589094.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,MIT1002_01710
mobA,mobA,ALT831_RS08390,MIT1002_01711,Protein Homology,1901056,1901694,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949194.1,molybdenum cofactor guanylyltransferase,WP_049589095.1,"GO:0006777,GO:0005525,GO:0046872,GO:0061603",,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,molybdenum cofactor guanylyltransferase activity|0061603||IEA",Mo-molybdopterin cofactor biosynthetic process|0006777||IEA,,MIT1002_01711
fdhD,fdhD,ALT831_RS08395,MIT1002_01712,Protein Homology,1901684,1902466,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976310.1,formate dehydrogenase accessory sulfurtransferase FdhD,WP_049589097.1,"GO:0009061,GO:0015942,GO:0016783,GO:0009326",formate dehydrogenase complex|0009326||IEA,sulfurtransferase activity|0016783||IEA,"anaerobic respiration|0009061||IEA,formate metabolic process|0015942||IEA",,MIT1002_01712
ALT831_RS08400,,ALT831_RS08400,MIT1002_01713,Protein Homology,1902532,1904856,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979102.1,FdhF/YdeP family oxidoreductase,WP_049589098.1,"GO:0016491,GO:0030151,GO:0051539",,"oxidoreductase activity|0016491||IEA,molybdenum ion binding|0030151||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",,,MIT1002_01713
ALT831_RS08405,,ALT831_RS08405,MIT1002_01714,Protein Homology,1904999,1906009,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979103.1,pyridoxamine 5'-phosphate oxidase family protein,WP_049589099.1,,,,,,MIT1002_01714
ALT831_RS08410,,ALT831_RS08410,MIT1002_01715,Protein Homology,1906021,1906698,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976313.1,glutathione S-transferase family protein,WP_049589100.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,,MIT1002_01715
ALT831_RS08415,,ALT831_RS08415,MIT1002_01716,Protein Homology,1906751,1907212,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979105.1,nuclear transport factor 2 family protein,WP_014979105.1,,,,,,MIT1002_01716
ALT831_RS08420,,ALT831_RS08420,MIT1002_01717,Protein Homology,1907357,1908265,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976315.1,LysR family transcriptional regulator,WP_014976315.1,"GO:0001216,GO:0003677,GO:0003700",,"DNA-binding transcription activator activity|0001216||IEA,DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,MIT1002_01717
ALT831_RS08425,,ALT831_RS08425,MIT1002_01718,Protein Homology,1908490,1908954,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976316.1,GNAT family N-acetyltransferase,WP_039229671.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,MIT1002_01718
ALT831_RS08430,,ALT831_RS08430,MIT1002_01719,Protein Homology,1909088,1909915,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979108.1,haloacid dehalogenase type II,WP_080986479.1,GO:0019120,,hydrolase activity%2C acting on acid halide bonds%2C in C-halide compounds|0019120||IEA,,,MIT1002_01719
ALT831_RS08435,,ALT831_RS08435,MIT1002_01720,Protein Homology,1909997,1910674,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949203.1,response regulator transcription factor,WP_049589101.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,MIT1002_01720
ALT831_RS08440,,ALT831_RS08440,MIT1002_01721,Protein Homology,1911067,1912092,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978185.1,IS110 family RNA-guided transposase,WP_049589221.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_01721
ALT831_RS08445,,ALT831_RS08445,MIT1002_01722,Protein Homology,1912313,1913911,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949204.1,sensor histidine kinase,WP_049588739.1,"GO:0007165,GO:0000155,GO:0004673,GO:0005524",,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA",signal transduction|0007165||IEA,,MIT1002_01722
ALT831_RS08450,,ALT831_RS08450,MIT1002_01723,Protein Homology,1914119,1915261,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976319.1,oxidoreductase family protein,WP_049588740.1,,,,,,MIT1002_01723
rne,rne,ALT831_RS08455,MIT1002_01724,Protein Homology,1915368,1918748,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518201.1,ribonuclease E,WP_080986464.1,"GO:0006396,GO:0003723,GO:0008995",,"RNA binding|0003723||IEA,ribonuclease E activity|0008995||IEA",RNA processing|0006396||IEA,,MIT1002_01724
rluC,rluC,ALT831_RS08460,MIT1002_01725,Protein Homology,1919590,1920531,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998136.1,23S rRNA pseudouridine(955/2504/2580) synthase RluC,WP_014979112.1,"GO:0001522,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA",pseudouridine synthesis|0001522||IEA,,MIT1002_01725
ALT831_RS08465,,ALT831_RS08465,MIT1002_01726,Protein Homology,1920535,1921242,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949208.1,HAD family hydrolase,WP_049588741.1,GO:0016787,,hydrolase activity|0016787||IEA,,,MIT1002_01726
ALT831_RS08470,,ALT831_RS08470,MIT1002_01727,Protein Homology,1921294,1921914,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976323.1,Maf family protein,WP_049588742.1,"GO:0009117,GO:0009146,GO:0000166,GO:0047429",,"nucleotide binding|0000166||IEA,nucleoside triphosphate diphosphatase activity|0047429||IEA","nucleotide metabolic process|0009117||IEA,purine nucleoside triphosphate catabolic process|0009146||IEA",,MIT1002_01727
yceD,yceD,ALT831_RS08475,MIT1002_01728,Protein Homology,1922068,1922601,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976324.1,23S rRNA accumulation protein YceD,WP_049588743.1,,,,,,MIT1002_01728
rpmF,rpmF,ALT831_RS08480,MIT1002_01729,Protein Homology,1922605,1922775,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518206.1,50S ribosomal protein L32,WP_012518206.1,"GO:0006412,GO:0003735,GO:0015934",large ribosomal subunit|0015934||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,MIT1002_01729
plsX,plsX,ALT831_RS08485,MIT1002_01730,Protein Homology,1922791,1923816,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574930.1,phosphate acyltransferase PlsX,WP_049588744.1,"GO:0008610,GO:0043811",,phosphate:acyl-[acyl carrier protein] acyltransferase activity|0043811||IEA,lipid biosynthetic process|0008610||IEA,,MIT1002_01730
ALT831_RS08490,,ALT831_RS08490,MIT1002_01731,Protein Homology,1923813,1924778,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949212.1,beta-ketoacyl-ACP synthase III,WP_014949212.1,"GO:0006633,GO:0004315,GO:0016746,GO:0033818",,"3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA,acyltransferase activity|0016746||IEA,beta-ketoacyl-acyl-carrier-protein synthase III activity|0033818||IEA",fatty acid biosynthetic process|0006633||IEA,,MIT1002_01731
fabD,fabD,ALT831_RS08495,MIT1002_01732,Protein Homology,1924864,1925793,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949213.1,ACP S-malonyltransferase,WP_049588745.1,"GO:0006633,GO:0004314",,[acyl-carrier-protein] S-malonyltransferase activity|0004314||IEA,fatty acid biosynthetic process|0006633||IEA,,MIT1002_01732
fabG,fabG,ALT831_RS08500,MIT1002_01733,Protein Homology,1925803,1926543,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976326.1,3-oxoacyl-ACP reductase FabG,WP_014976326.1,"GO:0006633,GO:0004316,GO:0051287",,"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity|0004316||IEA,NAD binding|0051287||IEA",fatty acid biosynthetic process|0006633||IEA,,MIT1002_01733
acpP,acpP,ALT831_RS08505,MIT1002_01734,Protein Homology,1926743,1926982,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006993870.1,acyl carrier protein,WP_012518211.1,GO:0006633,,,fatty acid biosynthetic process|0006633||IEA,,MIT1002_01734
fabF,fabF,ALT831_RS08510,MIT1002_01735,Protein Homology,1927063,1928301,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518212.1,beta-ketoacyl-ACP synthase II,WP_049588746.1,"GO:0006633,GO:0004315",,3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA,fatty acid biosynthetic process|0006633||IEA,,MIT1002_01735
pabC,pabC,ALT831_RS08515,MIT1002_01736,Protein Homology,1928521,1929372,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949216.1,aminodeoxychorismate lyase,WP_014949216.1,"GO:0046656,GO:0008696,GO:0030170",,"4-amino-4-deoxychorismate lyase activity|0008696||IEA,pyridoxal phosphate binding|0030170||IEA",folic acid biosynthetic process|0046656||IEA,,MIT1002_01736
mltG,mltG,ALT831_RS08520,MIT1002_01737,Protein Homology,1929486,1930505,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998142.1,endolytic transglycosylase MltG,WP_049588747.1,"GO:0009252,GO:0071555,GO:0008932",,lytic endotransglycosylase activity|0008932||IEA,"peptidoglycan biosynthetic process|0009252||IEA,cell wall organization|0071555||IEA",,MIT1002_01737
tmk,tmk,ALT831_RS08525,MIT1002_01738,Protein Homology,1930565,1931239,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998143.1,dTMP kinase,WP_049588748.1,"GO:0006233,GO:0004798,GO:0005524",,"dTMP kinase activity|0004798||IEA,ATP binding|0005524||IEA",dTDP biosynthetic process|0006233||IEA,,MIT1002_01738
ALT831_RS08530,,ALT831_RS08530,MIT1002_01739,Protein Homology,1931239,1932126,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998144.1,DNA polymerase III subunit delta',WP_049588749.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,,MIT1002_01739
ALT831_RS08535,,ALT831_RS08535,MIT1002_01740,Protein Homology,1932190,1932972,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998145.1,TatD family hydrolase,WP_049588750.1,"GO:0004536,GO:0016788,GO:0046872",,"DNA nuclease activity|0004536||IEA,hydrolase activity%2C acting on ester bonds|0016788||IEA,metal ion binding|0046872||IEA",,,MIT1002_01740
ALT831_RS08540,,ALT831_RS08540,MIT1002_01741,Protein Homology,1933009,1933566,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998146.1,pyridoxamine 5'-phosphate oxidase family protein,WP_039229648.1,,,,,,MIT1002_01741
ALT831_RS08545,,ALT831_RS08545,MIT1002_01742,Protein Homology,1933752,1934384,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979122.1,SDR family oxidoreductase,WP_014949222.1,,,,,,MIT1002_01742
ALT831_RS08550,,ALT831_RS08550,MIT1002_01743,Protein Homology,1934580,1937429,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998148.1,ligand-binding sensor domain-containing diguanylate cyclase,WP_231514275.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,MIT1002_01743
ALT831_RS08555,,ALT831_RS08555,MIT1002_01744,Protein Homology,1937693,1939513,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998149.1,M2 family metallopeptidase,WP_049588752.1,"GO:0006508,GO:0008237,GO:0008241,GO:0008270,GO:0016020",membrane|0016020||IEA,"metallopeptidase activity|0008237||IEA,peptidyl-dipeptidase activity|0008241||IEA,zinc ion binding|0008270||IEA",proteolysis|0006508||IEA,,MIT1002_01744
ALT831_RS08560,,ALT831_RS08560,MIT1002_01745,Protein Homology,1939739,1940119,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949225.1,gamma-glutamylcyclotransferase family protein,WP_049588753.1,GO:0061929,,gamma-glutamylaminecyclotransferase activity|0061929||IEA,,,MIT1002_01745
ALT831_RS08565,,ALT831_RS08565,MIT1002_01746,Protein Homology,1940131,1940496,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949226.1,DUF4870 domain-containing protein,WP_014949226.1,,,,,,MIT1002_01746
ALT831_RS08570,,ALT831_RS08570,MIT1002_01747,Protein Homology,1940952,1941227,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949227.1,hypothetical protein,WP_014949227.1,,,,,,MIT1002_01747
ALT831_RS08575,,ALT831_RS08575,MIT1002_01748,Protein Homology,1941446,1942210,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976332.1,SDR family NAD(P)-dependent oxidoreductase,WP_014949228.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,MIT1002_01748
ALT831_RS08580,,ALT831_RS08580,MIT1002_01749,Protein Homology,1942255,1943169,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976333.1,haloalkane dehalogenase,WP_014949229.1,,,,,,MIT1002_01749
ALT831_RS08585,,ALT831_RS08585,MIT1002_01750,Protein Homology,1943415,1945538,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976334.1,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,WP_049588754.1,"GO:0006631,GO:0070403",,NAD+ binding|0070403||IEA,fatty acid metabolic process|0006631||IEA,,MIT1002_01750
ALT831_RS08590,,ALT831_RS08590,MIT1002_01751,Protein Homology,1945699,1946880,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998154.1,acetyl-CoA C-acyltransferase,WP_049588755.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,MIT1002_01751
ALT831_RS08595,,ALT831_RS08595,MIT1002_01752,Protein Homology,1946890,1948689,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998155.1,acyl-CoA dehydrogenase C-terminal domain-containing protein,WP_014949232.1,,,,,,MIT1002_01752
ALT831_RS08600,,ALT831_RS08600,MIT1002_01753,Protein Homology,1949070,1949468,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574635.1,DUF3718 domain-containing protein,WP_014949234.1,,,,,,MIT1002_01753
ALT831_RS08605,,ALT831_RS08605,MIT1002_01754,Protein Homology,1949767,1950165,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574635.1,DUF3718 domain-containing protein,WP_014949235.1,,,,,,MIT1002_01754
ALT831_RS08610,,ALT831_RS08610,MIT1002_01755,Protein Homology,1950498,1952132,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065919.1,IS1634 family transposase,WP_156080665.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_01755
ALT831_RS08615,,ALT831_RS08615,MIT1002_01756,Protein Homology,1952245,1952514,-,,,COORDINATES: protein motif:HMM:NF016114.6,sugar-binding domain-containing protein,WP_049586643.1,GO:0030246,,carbohydrate binding|0030246||IEA,,,MIT1002_01756
ALT831_RS08620,,ALT831_RS08620,MIT1002_01757,Protein Homology,1952730,1953122,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574635.1,DUF3718 domain-containing protein,WP_014949240.1,,,,,,MIT1002_01757
ALT831_RS08625,,ALT831_RS08625,MIT1002_01758,Protein Homology,1953286,1954188,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949246.1,LysR family transcriptional regulator,WP_014949246.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,MIT1002_01758
ALT831_RS08630,,ALT831_RS08630,MIT1002_01759,Protein Homology,1954420,1954869,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979137.1,MaoC family dehydratase,WP_049586644.1,,,,,,MIT1002_01759
