Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light + 100 nM 1,Light + 100 nM 2,Light + 100 nM 3,Light + 5mM 1,Light + 5mM 2,Light + 5mM 3,Darkness 1,Darkness 2,Darkness 3,Dark + 100 nM 1,Dark + 100 nM 2,Dark + 100 nM 3,Dark + 5mM 1,Dark + 5mM 2,Dark + 5mM 3,Light1,Light2,Light3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness1,Darkness2,Darkness3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Description.1,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness  avg,Darkness Glu nM avg,Darkness Glu mM avg,FC G nM/L,FC G mM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GmM.L,log2FC.GnM.D,log2FC.GmM.D,resolved_locus_tag,resolution_method
E4PLY2,3,3,7.279481888,DNA-directed RNA polymerase subunit beta' OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoC PE=3 SV=1,181745.4157,412510.4258,240063.4117,397930.7016,563345.2214,79907.50268,360815.2422,417565.4188,966374.4038,201827.3622,172793.1983,48001.64706,223687.3061,60257.41298,295975.5091,122502.9502,80997.03154,365320.2518,0.00275,0.00369,0.00398,0.0022,0.00209,0.00045,0.00194,0.00175,0.00277,0.00312,0.0012,0.00077,0.00183,0.00029,0.0012,0.00109,0.00066,0.00137,DNA-directed RNA polymerase subunit beta' OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoC PE=3 SV=1,0.00347368,0.0015802,0.0021503,0.00169538,0.00110561,0.00104057,0.45,0.62,0.65,0.61,0.081,0.029,0.188,0.24,-1.15200309344505,-0.6896598793878495,-0.6214883767462701,-0.7131188522118385,HP15_374,tier1:Description
E4PGE5,2,2,8.426055193,Purine-binding chemotaxis protein CheW OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2292 PE=4 SV=1,46751.22624,17093.74744,286372.7655,39146.78184,49221.27076,280862.3618,573311.2592,55470.87999,5184.989129,49749.4106,86921.49174,87263.67959,60043.94017,215040.2473,176916.9826,37598.28295,12125.14701,26590.26525,0.00071,0.00015,0.00475,0.00022,0.00018,0.00159,0.00308,0.00023,1.5e-05,0.00077,0.0006,0.0014,0.00049,0.00104,0.00072,0.00033,9.9e-05,0.0001,Purine-binding chemotaxis protein CheW OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2292 PE=4 SV=1,0.00186915,0.0006636,0.00110812,0.00092421,0.00074858,0.00017779,0.36,0.59,0.81,0.19,0.173,0.375,0.323,0.058,-1.4739311883324124,-0.7612131404128835,-0.3040061868900999,-2.395928676331139,HP15_2292,locus_tag:Description
E4PHH1,2,2,6.972957134,4-aminobutyrate aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gabT PE=3 SV=1,8290.99401,9763.991139,85795.45063,27684.71242,73276.43346,43950.15643,55743.43389,86871.22398,95986.0258,23924.91836,61545.00745,42307.9673,13388.33976,45760.70562,87374.20174,11771.03735,5687.793092,23276.65686,0.00013,8.7e-05,0.00142,0.00015,0.00027,0.00025,0.0003,0.00036,0.00027,0.00037,0.00043,0.00068,0.00011,0.00022,0.00035,0.0001,4.6e-05,8.7e-05,4-aminobutyrate aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gabT PE=3 SV=1,0.00054499,0.0002247,0.00031248,0.00049191,0.00022816,7.95e-05,0.41,0.57,0.46,0.16,0.266,0.331,0.008,0.025,-1.286304185156641,-0.8109661756099832,-1.1202942337177118,-2.643856189774725,HP15_3708,tier1:Description
E4PQV4,4,4,13.58372808,Twin-arginine translocation pathway signal OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3247 PE=3 SV=1,1143063.264,1449527.103,810307.1176,1193204.949,14060311.04,1520422.849,1171015.912,3693348.414,1143766.81,654564.9403,2460202.994,2076828.66,1133668.761,1917277.026,1551438.342,790800.2451,719547.7422,1802647.448,0.01731,0.01297,0.01343,0.00658,0.05222,0.00862,0.00629,0.01545,0.00328,0.01011,0.01705,0.03336,0.00925,0.00926,0.00629,0.00704,0.00588,0.00676,Twin-arginine translocation pathway signal OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3247 PE=3 SV=1,0.01456817,0.0224732,0.00833576,0.02017423,0.00826733,0.00655828,1.54,0.57,0.41,0.33,0.333,0.145,0.134,0.094,0.6229303509201767,-0.8109661756099832,-1.286304185156641,-1.5994620704162712,HP15_3247,locus_tag:Description
E4PR40,4,4,13.33258748,Acetyl-coenzyme A synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acsA PE=3 SV=1,206412.8709,171068.3411,644403.7463,145343.5319,556820.5523,289173.2059,247358.901,1590626.834,222533.9977,226209.0743,241826.7687,96078.08938,112725.7632,257844.0461,499549.4536,66588.90773,160397.0668,189892.0307,0.00313,0.00153,0.01068,0.0008,0.00207,0.00164,0.00133,0.00665,0.00064,0.00349,0.00168,0.00154,0.00092,0.00125,0.00203,0.00059,0.00131,0.00071,Acetyl-coenzyme A synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acsA PE=3 SV=1,0.00511222,0.001503,0.00287237,0.00223783,0.00139681,0.00087161,0.29,0.56,0.62,0.39,0.166,0.33,0.226,0.111,-1.7858751946471527,-0.8365012677171204,-0.6896598793878495,-1.3584539709124763,HP15_811,multi:Description
E4PIZ3,2,2,12.19226956,Secreted protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3827 PE=4 SV=1,621355.1526,1384197.045,227708.0951,409665.9185,1210935.399,180751.1199,169726.1986,3112742.653,110458.0508,368609.3332,280020.3126,117013.7723,506868.4428,181302.9721,3063534.24,127889.6896,103814.9448,100812.2449,0.00941,0.01238,0.00377,0.00226,0.0045,0.00102,0.00091,0.01302,0.00032,0.00569,0.00194,0.00188,0.00414,0.00088,0.01242,0.00114,0.00085,0.00038,Secreted protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3827 PE=4 SV=1,0.00852152,0.0025941,0.00474826,0.00317135,0.00581083,0.00078807,0.3,0.56,1.83,0.25,0.033,0.145,0.287,0.08,-1.7369655941662063,-0.8365012677171204,0.8718436485093178,-2.0,HP15_3827,locus_tag:Description
E4PF60,8,8,33.18739271,Pyruvate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pykA PE=3 SV=1,1481309.117,2118041.971,2879356.714,2070602.167,11067730.99,7327866.361,2090839.194,5440539.86,5215860.366,2401101.854,3506201.157,2639636.151,1324106.616,9361460.356,6385467.702,908674.2826,3169766.5,4187311.732,0.02243,0.01895,0.04773,0.01142,0.0411,0.04154,0.01122,0.02275,0.01494,0.03709,0.0243,0.0424,0.01081,0.04521,0.02589,0.00809,0.02589,0.0157,Pyruvate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pykA PE=3 SV=1,0.02970037,0.031355,0.01630481,0.03459682,0.02730007,0.01655989,1.06,0.55,0.79,0.48,0.444,0.167,0.331,0.104,0.0840642647884745,-0.862496476250065,-0.3400754415976217,-1.0588936890535685,HP15_2176,tier1:Description
E4PF72,2,2,6.385978222,Malate synthase G OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glcB PE=3 SV=1,333086.8112,454822.2763,264723.5779,254923.81,942167.6286,1523219.067,286437.7457,767149.7988,666313.1831,358768.7486,542541.3504,303731.9936,346936.1596,1212571.1,691657.8397,429676.2415,204495.8921,431152.2226,0.00504,0.00407,0.00439,0.00141,0.0035,0.00863,0.00154,0.00321,0.00191,0.00554,0.00376,0.00488,0.00283,0.00586,0.0028,0.00382,0.00167,0.00162,Malate synthase G OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glcB PE=3 SV=1,0.00449988,0.0045132,0.00221806,0.00472695,0.00383045,0.00237038,1.0,0.49,0.81,0.5,0.498,0.049,0.306,0.018,0.0,-1.0291463456595165,-0.3040061868900999,-1.0,HP15_2188,multi:Description
E4PLY8,2,2,7.414614439,50S ribosomal protein L3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplC PE=3 SV=1,1240536.246,1425489.751,82629.37534,3601880.552,1837664.402,949155.5128,554139.8627,540297.4461,3788573.078,2005155.52,970272.3871,752575.0246,2006802.599,4252448.889,4559759.381,826454.7419,1394165.151,3829172.932,0.01878,0.01275,0.00137,0.01987,0.00682,0.00538,0.00297,0.00226,0.01085,0.03097,0.00672,0.01209,0.01638,0.02053,0.01848,0.00736,0.01139,0.01436,50S ribosomal protein L3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplC PE=3 SV=1,0.01096792,0.0106929,0.00536166,0.01659532,0.01846708,0.0110338,0.97,0.49,1.11,0.66,0.467,0.271,0.423,0.301,-0.043943347587597,-1.0291463456595165,0.1505596765753813,-0.5994620704162712,HP15_380,tier1:Description
E4PNZ7,7,7,33.00446367,Polyribonucleotide nucleotidyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pnp PE=3 SV=1,574173.726,652562.2128,572706.1365,388931.0204,1460605.88,951493.4733,476609.2971,1532115.427,957256.7519,550315.4586,548161.5776,447701.1173,280188.9354,313192.8243,846573.5839,198877.556,395022.2262,770065.311,0.00869,0.00584,0.00949,0.00215,0.00542,0.00539,0.00256,0.00641,0.00274,0.0085,0.0038,0.00719,0.00229,0.00151,0.00343,0.00177,0.00323,0.00289,Polyribonucleotide nucleotidyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pnp PE=3 SV=1,0.00800786,0.0043213,0.00390245,0.00649705,0.00241051,0.00262804,0.54,0.49,0.37,0.4,0.087,0.111,0.035,0.082,-0.888968687611256,-1.0291463456595165,-1.434402824145775,-1.3219280948873622,HP15_3063,tier1:Description
E4PRA6,2,2,6.823517561,Inosine-5'-monophosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=guaB PE=3 SV=1,2368658.667,6247094.085,1418477.664,4936395.548,6300807.357,7075579.237,2721407.972,3508105.64,9103755.546,2052018.571,7394587.837,2363849.996,2660366.012,6623215.54,5483283.02,1173031.821,2384315.748,5831440.366,0.03586,0.05589,0.02351,0.02724,0.0234,0.04011,0.01461,0.01467,0.02607,0.0317,0.05125,0.03797,0.02172,0.03198,0.02223,0.01044,0.01948,0.02187,Inosine-5'-monophosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=guaB PE=3 SV=1,0.03841969,0.0302479,0.01845111,0.04030587,0.02530945,0.01726052,0.79,0.48,0.63,0.43,0.311,0.128,0.016,0.019,-0.3400754415976217,-1.0588936890535685,-0.6665762662748083,-1.217591435072627,HP15_2051,tier1:Description
E4PQU1,7,7,22.85908067,Isocitrase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3234 PE=4 SV=1,468997.6614,284953.8793,999721.6033,903825.2169,8283283.604,696005.3206,317435.4252,1261427.133,1621751.827,567587.4264,1322202.517,202335.4181,543716.3883,394148.3867,2639172.803,151614.9688,281248.4055,1516895.615,0.0071,0.00255,0.01657,0.00499,0.03076,0.00395,0.0017,0.00528,0.00464,0.00877,0.00916,0.00325,0.00444,0.0019,0.0107,0.00135,0.0023,0.00569,Isocitrase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3234 PE=4 SV=1,0.00874018,0.0132316,0.00387469,0.00706039,0.00568025,0.00311151,1.51,0.44,0.8,0.44,0.374,0.185,0.394,0.171,0.5945485495503542,-1.1844245711374275,-0.3219280948873623,-1.1844245711374275,HP15_3234,locus_tag:Description
E4PQS8,2,2,6.39463973,Peptidoglycan-associated protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pal PE=3 SV=1,473867.3362,618823.4987,844955.3507,629361.2398,879459.5662,907520.0883,732573.6398,1409265.633,609022.801,703870.1004,1166118.207,438280.6831,440601.3739,1005100.168,1035844.458,226247.3593,595808.4164,900241.3913,0.00717,0.00554,0.01401,0.00347,0.00327,0.00514,0.00393,0.00589,0.00174,0.01087,0.00808,0.00704,0.0036,0.00485,0.0042,0.00201,0.00487,0.00338,Peptidoglycan-associated protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pal PE=3 SV=1,0.00890524,0.0039609,0.00385674,0.00866485,0.00421647,0.00341864,0.44,0.43,0.49,0.39,0.066,0.155,0.044,0.051,-1.1844245711374275,-1.217591435072627,-1.0291463456595165,-1.3584539709124763,HP15_2034,tier1:Description
E4PR26,2,2,5.669044018,Adenylate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=adk PE=3 SV=1,140636.576,91998.47494,124638.5222,282423.6695,545253.4049,291158.3056,79462.28972,345164.4144,98961.00175,64646.16397,206677.4908,163167.7321,198364.384,114985.4161,383363.3318,86274.14562,109105.8301,174270.3479,0.00213,0.00082,0.00207,0.00156,0.00202,0.00165,0.00043,0.00144,0.00028,0.001,0.00143,0.00262,0.00162,0.00056,0.00155,0.00077,0.00089,0.00065,Adenylate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=adk PE=3 SV=1,0.00167273,0.0017446,0.00071782,0.001684,0.00124289,0.00077083,1.04,0.43,0.74,0.46,0.455,0.175,0.248,0.115,0.0565835283663675,-1.217591435072627,-0.4344028241457749,-1.1202942337177118,HP15_797,tier1:Description
E4PK86,2,2,8.000363827,ABC transporter periplasmic amino acid-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1419 PE=4 SV=1,60841.83198,185910.4715,67751.17981,39185.24231,226818.9571,138612.9424,147222.1599,77250.90744,163333.3175,66456.16303,147991.2804,48746.23984,111142.1126,120652.3145,232733.1935,143219.655,166170.2841,520828.0945,0.00092,0.00166,0.00112,0.00022,0.00084,0.00079,0.00079,0.00032,0.00047,0.00103,0.00103,0.00078,0.00091,0.00058,0.00094,0.00127,0.00136,0.00195,ABC transporter periplasmic amino acid-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1419 PE=4 SV=1,0.00123576,0.0006148,0.00052705,0.00094507,0.00081112,0.0015283,0.5,0.43,0.86,1.62,0.025,0.09,0.261,0.093,-1.0,-1.217591435072627,-0.2175914350726268,0.6959938131099002,HP15_1419,locus_tag:Description
E4PLQ3,2,2,7.801576138,"TRAP dicarboxylate transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4076 PE=4 SV=1",110122.9048,150757.8649,93071.65619,85041.07749,471035.9146,185781.1548,178435.7951,72372.06812,192613.5008,222675.4676,112887.2114,32871.88571,61741.64043,45027.13723,417461.6942,49574.86087,147500.9852,171383.6213,0.00167,0.00135,0.00154,0.00047,0.00175,0.00105,0.00096,0.0003,0.00055,0.00344,0.00078,0.00053,0.0005,0.00022,0.00169,0.00044,0.0012,0.00064,"TRAP dicarboxylate transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4076 PE=4 SV=1",0.00151954,0.0010905,0.00060405,0.00158332,0.0008046,0.00076289,0.72,0.4,0.51,0.48,0.226,0.006,0.29,0.266,-0.4739311883324124,-1.3219280948873622,-0.9714308478032292,-1.0588936890535685,HP15_4076,locus_tag:Description
E4PH20,2,2,7.390525341,10 kDa chaperonin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=groS PE=3 SV=1,35902.02295,34161.57018,35239.44745,7218.899181,14806.60773,12601.0661,570.6237741,119312.8691,18194.14822,17548.19259,12164.75908,2663.10969,6732.841024,12108.64343,72662.32972,11612.29132,9210.710674,22317.54339,0.00054,0.00031,0.00058,4e-05,5.5e-05,7.1e-05,3.1e-06,0.0005,5.2e-05,0.00027,8.4e-05,4.3e-05,5.5e-05,5.8e-05,0.00029,0.0001,7.5e-05,8.4e-05,10 kDa chaperonin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=groS PE=3 SV=1,0.00047776,5.54e-05,0.00018471,0.00013271,0.000136,8.74e-05,0.12,0.39,1.02,0.66,0.019,0.176,0.491,0.273,-3.0588936890535687,-1.3584539709124763,0.0285691521967709,-0.5994620704162712,,unresolved
E4PNT4,3,3,8.672324896,Hemin degrading factor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3000 PE=4 SV=1,181009.7098,429083.2003,258778.6285,227365.0451,375367.7753,140343.6523,503475.3826,145946.9445,260299.4359,234681.0158,255625.1358,545289.6876,118891.3846,140389.169,541934.3035,129152.4257,312301.3523,498869.6034,0.00274,0.00384,0.00429,0.00125,0.00139,0.0008,0.0027,0.00061,0.00075,0.00362,0.00177,0.00876,0.00097,0.00068,0.0022,0.00115,0.00255,0.00187,Hemin degrading factor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3000 PE=4 SV=1,0.00362279,0.001148,0.00135284,0.00471863,0.0012818,0.001857,0.32,0.37,0.27,0.39,0.025,0.09,0.084,0.163,-1.6438561897747246,-1.434402824145775,-1.888968687611256,-1.3584539709124763,HP15_3000,locus_tag:Description
E4PJC2,2,2,5.461523533,Thiosulfate transporter subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1344 PE=4 SV=1,63567.62168,32243.81533,122437.9198,27666.46828,2080.879884,190653.3509,100532.6204,127186.6966,20757.97066,48250.57181,11671.37956,20293.98733,233807.3945,29586.61576,14481.38202,226795.8062,19702.62416,90583.90597,0.00096,0.00029,0.00203,0.00015,7.7e-06,0.00108,0.00054,0.00053,5.9e-05,0.00075,8.1e-05,0.00033,0.00191,0.00014,5.9e-05,0.00202,0.00016,0.00034,Thiosulfate transporter subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1344 PE=4 SV=1,0.00109344,0.0004137,0.000377,0.00038406,0.00070339,0.00083969,0.38,0.34,1.83,2.19,0.04,0.194,0.269,0.191,-1.3959286763311392,-1.5563933485243853,0.8718436485093178,1.1309308698264486,HP15_1344,locus_tag:Description
E4PNX8,3,3,12.37591958,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3044 PE=4 SV=1,448042.4479,321180.0496,476320.0623,670045.6777,1307924.961,46472.52836,302542.8739,465045.8947,674170.1276,697641.8626,1159060.852,377649.3191,800372.842,988484.5549,481528.6761,343188.5117,705264.3291,963608.165,0.00678,0.00287,0.0079,0.0037,0.00486,0.00026,0.00162,0.00194,0.00193,0.01078,0.00803,0.00607,0.00653,0.00477,0.00195,0.00305,0.00576,0.00361,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3044 PE=4 SV=1,0.0058506,0.0029393,0.00183325,0.00829183,0.00441963,0.00414278,0.5,0.31,0.53,0.5,0.202,0.062,0.003,0.073,-1.0,-1.6896598793878497,-0.9159357352115256,-1.0,HP15_3044,locus_tag:Description
E4PHX0,2,2,6.632475615,Adenylosuccinate synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purA PE=3 SV=1,136905.1315,47766.67319,51084.48214,57273.20877,225967.7505,66252.92387,46768.56867,140664.7379,45912.50131,77176.67047,42776.91607,17619.86411,132708.3635,51100.85907,42281.50471,59169.61692,220350.8063,65861.18796,0.00207,0.00043,0.00085,0.00032,0.00084,0.00038,0.00025,0.00059,0.00013,0.00119,0.0003,0.00028,0.00108,0.00025,0.00017,0.00053,0.0018,0.00025,Adenylosuccinate synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=purA PE=3 SV=1,0.00111561,0.0005103,0.0003236,0.00059054,0.00050049,0.00085782,0.46,0.29,0.85,1.45,0.219,0.151,0.023,0.359,-1.1202942337177118,-1.7858751946471527,-0.2344652536370229,0.5360529002402097,HP15_2494,multi:Description
E4PPN7,4,4,19.7648201,NAD-dependent aldehyde dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3144 PE=3 SV=1,470074.6224,6071002.008,1249241.377,588006.1182,8258247.358,1399497.655,488056.1513,3237037.453,2303208.611,558764.6605,9929955.046,712874.2852,564605.6599,1139996.712,1910496.764,395768.0836,980455.5562,2232715.571,0.00712,0.05431,0.02071,0.00324,0.03067,0.00793,0.00262,0.01354,0.0066,0.00863,0.06882,0.01145,0.00461,0.0055,0.00775,0.00352,0.00801,0.00837,NAD-dependent aldehyde dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3144 PE=3 SV=1,0.02737789,0.013949,0.00758454,0.02963459,0.00595295,0.00663429,0.51,0.28,0.2,0.22,0.072,0.105,0.177,0.174,-0.9714308478032292,-1.8365012677171204,-2.321928094887362,-2.1844245711374275,HP15_3144,locus_tag:Description
E4PNY9,4,4,13.64368725,High-affinity leucine-specific leucine-specific-binding periplasmic protein of high-affinity branched-chain amino acid ABC transporter transport system periplasmic binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3055 PE=3 SV=1,2168960.315,3583880.982,1455680.609,1393460.768,7217198.866,1917473.857,839101.8268,3551967.77,1845891.088,1635871.195,4485447.749,1412042.178,1432903.551,1791015.811,3641747.032,1012992.5,1755825.185,1440571.413,0.03284,0.03206,0.02413,0.00769,0.0268,0.01087,0.0045,0.01485,0.00529,0.02527,0.03109,0.02268,0.0117,0.00865,0.01476,0.00902,0.01434,0.0054,High-affinity leucine-specific leucine-specific-binding periplasmic protein of high-affinity branched-chain amino acid ABC transporter transport system periplasmic binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3055 PE=3 SV=1,0.02967587,0.0151203,0.00821509,0.02634596,0.01170299,0.00958643,0.51,0.28,0.44,0.36,0.064,0.013,0.037,0.0,-0.9714308478032292,-1.8365012677171204,-1.1844245711374275,-1.4739311883324124,HP15_3055,locus_tag:Description
E4PJD8,2,2,5.78798604,DNA gyrase subunit A OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gyrA PE=3 SV=1,16779.91685,16916.11264,26322.05615,23735.11186,7299.415508,67859.84809,26539.53527,5204.984856,16474.69566,11712.20501,516.362355,10370.39305,25254.49607,54513.6013,60224.53096,5437.118259,9570.589933,85.48645399,0.00025,0.00015,0.00044,0.00013,2.7e-05,0.00038,0.00014,2.2e-05,4.7e-05,0.00018,3.6e-06,0.00017,0.00021,0.00026,0.00024,4.8e-05,7.8e-05,3.2e-07,DNA gyrase subunit A OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gyrA PE=3 SV=1,0.00028056,0.0001809,7.05e-05,0.00011702,0.00023785,4.23e-05,0.64,0.25,2.03,0.36,0.027,0.072,0.116,0.213,-0.6438561897747247,-2.0,1.0214797274104517,-1.4739311883324124,HP15_1360,tier1:Description
E4PLY0,4,4,25.02209044,50S ribosomal protein L7/L12 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplL PE=3 SV=1,974290.2164,3766258.242,1744827.216,739313.2918,3313300.081,945253.4287,725684.1867,1955912.53,1791707.174,2369488.808,3202949.749,1400743.375,1113809.513,1852518.044,6265296.992,487284.2007,596442.7223,1719497.512,0.01475,0.03369,0.02892,0.00408,0.01231,0.00536,0.0039,0.00818,0.00513,0.0366,0.0222,0.0225,0.00909,0.00895,0.0254,0.00434,0.00487,0.00645,50S ribosomal protein L7/L12 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplL PE=3 SV=1,0.02578808,0.0072474,0.00573554,0.02709982,0.01447894,0.00521874,0.28,0.22,0.53,0.19,0.022,0.025,0.144,0.026,-1.8365012677171204,-2.1844245711374275,-0.9159357352115256,-2.395928676331139,HP15_372,tier1:Description
E4PNW2,3,3,10.91417992,"TRAP dicarboxylate family transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3028 PE=3 SV=1",518325.4057,1441039.791,163803.6113,367864.2736,1376505.898,157731.0544,389634.8801,354583.0959,204322.2113,199412.437,2870303.685,241600.5735,322516.4364,342472.6717,1281635.663,675675.8654,408754.9211,204176.7279,0.00785,0.01289,0.00272,0.00203,0.00511,0.00089,0.00209,0.00148,0.00059,0.00308,0.01989,0.00388,0.00263,0.00165,0.0052,0.00601,0.00334,0.00077,"TRAP dicarboxylate family transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3028 PE=3 SV=1",0.00781798,0.0026786,0.00138654,0.00895146,0.00316072,0.00337263,0.34,0.18,0.35,0.38,0.05,0.07,0.226,0.217,-1.5563933485243853,-2.473931188332412,-1.5145731728297582,-1.3959286763311392,HP15_3028,locus_tag:Description
E4PQ63,3,3,10.04118848,Quinoprotein alcohol dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3164 PE=3 SV=1,386127.1713,914293.721,362625.4597,137177.6848,2875874.296,151111.4642,211206.286,238876.668,477845.6392,241888.985,3181396.759,267497.8636,79456.85494,198200.6183,127569.4379,127328.9404,166964.7403,422347.8046,0.00585,0.00818,0.00601,0.00076,0.01068,0.00086,0.00113,0.001,0.00137,0.00374,0.02205,0.0043,0.00065,0.00096,0.00052,0.00113,0.00136,0.00158,Quinoprotein alcohol dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3164 PE=3 SV=1,0.00667859,0.004098,0.00116711,0.01002753,0.00070762,0.00136023,0.61,0.17,0.07,0.14,0.208,0.011,0.127,0.143,-0.7131188522118385,-2.5563933485243853,-3.8365012677171206,-2.8365012677171206,,unresolved
E4PJH5,4,4,11.27602053,Catalase-peroxidase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=katG PE=3 SV=1,2162108.641,4593291.931,935064.8953,2077499.08,6421005.209,1929023.794,1135337.382,1374737.098,1288000.896,2803422.891,5145676.193,1568855.813,1365600.799,1231427.152,806349.0918,479632.4343,2092479.505,1554774.533,0.03273,0.04109,0.0155,0.01146,0.02385,0.01093,0.00609,0.00575,0.00369,0.0433,0.03566,0.0252,0.01115,0.00595,0.00327,0.00427,0.01709,0.00583,Catalase-peroxidase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=katG PE=3 SV=1,0.02977484,0.0154146,0.00517751,0.03472237,0.00678762,0.00906351,0.52,0.17,0.2,0.26,0.052,0.035,0.006,0.031,-0.9434164716336324,-2.5563933485243853,-2.321928094887362,-1.9434164716336324,HP15_1397,tier1:Description
