Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,extracted_gn,resolved_locus_tag,resolution_method
Q7UZU8,PMM1557,4,4,0.002617897,0.003057802,0.001586779,0.00291236,0.003860666,0.001085919,0.000654338,0.002926256,0.000168042,0.00062293,0.002401952,0.001505397,0.00215502,0.001995576,0.001308612,0.000447898,0.000852502,0.001083638,0.002420826,0.002619649,0.001249545,0.001510093,0.001819736,0.000794679,0.420045026,1.082130008,0.143703379,0.516164816,0.332110622,1.205049279,0.130188005,0.526245428,50S ribosomal protein L4 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rplD PE=3 SV=1,0.1138738361605724,-0.9540962903641994,0.269092144891119,-0.9261923007328032,rplD,PMM1557,locus_tag:KEGG
Q7V0T8,PMM1165,4,4,0.000179983,0.000131865,0.00019356,0.0002592,0.000102234,0.00020162,5.04774e-05,0.000103671,7.20203e-05,0.000131991,5.21894e-05,0.000160148,0.000107904,5.41654e-05,0.000244036,5.61236e-05,8.38549e-05,0.000186415,0.000168469,0.000187684,7.53895e-05,0.000114776,0.000135368,0.000108798,0.358877715,1.114055821,0.009266018,0.447496444,0.295720732,1.179414255,0.456290173,0.947915252,Glycine--tRNA ligase alpha subunit OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=glyQ PE=3 SV=1,0.1558215223209018,-1.160051876742756,0.2380705365232073,-0.0771700135958039,glyQ,PMM1165,locus_tag:KEGG
Q7V0D6,PMM1330,4,4,0.000574223,0.000393038,0.000601877,0.000544247,0.00035292,0.000477406,0.000160966,0.000312409,0.000173449,0.000467602,8.24587e-05,0.000546795,0.000407723,0.000114806,0.000532974,0.000174166,0.000113889,9.71808e-05,0.000523046,0.000458191,0.000215608,0.000365619,0.000351834,0.000128412,0.24686108,0.876005251,0.009789513,0.41221677,0.328105293,0.962298523,0.08896064,0.351218544,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1330 PE=4 SV=1,-0.190988577151148,-1.2785248964058913,-0.0554435804734888,-1.5095590750979446,PMM1330,PMM1330,locus_tag:KEGG
Q7TU17,PMM1696,4,4,0.000406949,0.000436716,0.000283508,0.000714439,0.00042578,0.000390262,0.000122466,0.0002311,0.000102711,0.000628205,0.00015618,0.000241617,0.000438933,0.000161779,0.000352443,7.56907e-05,0.000235803,0.00015729,0.000375724,0.000510161,0.000152092,0.000342001,0.000317718,0.000156261,0.14971733,1.357805679,0.011068328,0.404797533,0.404153504,0.928999442,0.144935252,0.456902719,Polyphosphate kinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ppk PE=3 SV=1,0.4412770244995827,-1.3047275971958292,-0.1062503648284918,-1.1300410669259335,ppk,PMM1696,locus_tag:KEGG
Q7V0I8,PMM1269,4,4,0.000194553,6.10579e-05,0.000367201,0.00027665,6.78473e-05,0.000482584,2.1206e-05,4.60761e-05,0.000132815,0.000158152,4.04501e-05,0.000392917,0.00012517,9.6855e-05,0.000500601,2.5151e-05,5.5676e-05,0.000243601,0.000207604,0.000275693,6.66992e-05,0.000197173,0.000240875,0.000108143,0.335654143,1.327978624,0.105798265,0.321281005,0.199523634,1.221642474,0.256376462,0.548464977,NAD kinase 2 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=nadK2 PE=3 SV=1,0.4092319243223412,-1.6380924075806351,0.2888221276631815,-0.8665285966319757,nadK2,PMM1269,locus_tag:KEGG
Q7V0B8,PMM1350,4,4,3.5542e-05,5.3031e-05,0.001271705,4.8534e-05,6.35699e-05,0.002436727,9.20197e-05,7.96059e-05,0.000237847,2.51867e-05,3.39836e-05,0.001783158,3.48626e-05,3.62525e-05,0.001802447,4.53372e-05,0.000419196,4.48771e-05,0.000453426,0.00084961,0.000136491,0.000614109,0.000624521,0.000169804,0.340091296,1.873756529,0.24247801,0.301021483,0.08447249,1.016953589,0.249270875,0.276503727,Pentapeptide repeats OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1350 PE=4 SV=1,0.9059335051722068,-1.7320616434120744,0.0242538400141098,-1.8546291681771836,PMM1350,PMM1350,locus_tag:KEGG
Q7V1I2,PMM0889,4,4,7.05462e-05,3.6908e-05,0.000196687,0.000103377,4.18966e-05,0.000222456,1.50328e-05,3.54226e-05,3.78356e-05,5.63736e-05,4.58737e-05,0.000194358,4.11016e-05,4.7114e-05,0.000200145,2.48499e-05,3.38439e-05,7.56115e-05,0.00010138,0.000122577,2.94304e-05,9.88685e-05,9.61201e-05,4.47684e-05,0.391451513,1.209077017,0.108601496,0.290296785,0.354672487,0.972200869,0.171475633,0.452807682,Leucine--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=leuS PE=3 SV=1,0.2739061457491753,-1.7843995004985385,-0.0406736712099212,-1.1430296608136528,leuS,PMM0889,locus_tag:KEGG
Q7V2X9,PMM0321,4,4,0.00088267,0.000169985,0.001381588,0.001004549,0.000208442,0.001765117,5.10234e-05,0.00013348,0.000491096,0.000467854,6.71435e-05,0.00188104,0.000244162,4.00038e-05,0.001488016,5.22086e-05,0.000138107,0.001137319,0.000811414,0.000992703,0.0002252,0.000805346,0.000590727,0.000442545,0.383295509,1.223422966,0.097286769,0.277539939,0.089735238,0.733507666,0.303549024,0.549509259,Putative septum site-determining protein MinD OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=minD PE=4 SV=1,0.2909232636006972,-1.849232699456364,-0.4471160510849618,-0.8637843047031282,minD,PMM0321,locus_tag:KEGG
Q7V1G6,PMM0907,4,4,0.000315799,0.000225422,0.000812102,0.000433407,0.000253817,0.000602027,3.18619e-05,7.89339e-05,0.000174711,0.000349423,4.33624e-05,0.000857549,0.000174182,5.27241e-05,0.000831648,3.26975e-05,4.71042e-05,0.000322054,0.000451108,0.000429751,9.51691e-05,0.000416778,0.000352851,0.000133952,0.461625561,0.952656252,0.064980117,0.210967567,0.18791016,0.846616919,0.165132604,0.321398704,1-deoxy-D-xylulose-5-phosphate synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=dxs PE=3 SV=1,-0.0699723560894718,-2.2449068709538005,-0.2402187747716646,-1.6375639833495974,dxs,PMM0907,locus_tag:KEGG
Q7TU43,PMM1437,4,3,0.010475158,0.00098989,0.029647889,0.017461156,0.002149813,0.021438436,0.000436316,0.000358729,0.000166556,0.005906119,0.000218021,0.022589306,0.004245044,0.000224053,0.025865539,0.000322217,0.00023578,0.000487456,0.013704312,0.013683135,0.000320534,0.009571149,0.010111545,0.000348485,0.499227262,0.998454688,0.093766542,0.023389262,0.372593828,1.056461014,0.120736439,0.036409905,10 kDa chaperonin OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=groS PE=3 SV=1,-0.0022311383057628,-5.418009848637499,0.0792395292731953,-4.779525213238594,groS,PMM1437,locus_tag:KEGG
Q7V1P7,PMM0810,3,3,0.000408302,0.000350834,0.0005187,0.000423552,0.000203824,0.000739655,0.000637322,0.00178194,0.000884985,0.000415307,0.000175771,0.000633614,0.000242204,0.000220261,0.000735588,0.000354726,0.001252619,0.001326005,0.000425945,0.000455677,0.001101416,0.000408231,0.000399351,0.000977784,0.432120632,1.069802081,0.063378324,2.585817465,0.462628751,0.978248426,0.08416026,2.395173668,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0810 PE=4 SV=1,0.0973439151581337,1.3706204377027509,-0.0317272110532134,1.260130265931714,PMM0810,PMM0810,locus_tag:KEGG
Q7V3K2,PMM0073,3,2,0.000113632,0.000193079,0.000122578,0.000183101,0.000146049,0.000188883,0.000279238,0.000282693,0.00042415,0.000119812,0.000162727,0.000163102,0.00011664,0.000184475,0.0001987,0.000166117,0.000214995,0.00012174,0.000143096,0.000172678,0.000328694,0.000148547,0.000166605,0.000167617,0.178835114,1.206721635,0.013142021,2.297009474,0.126194412,1.121562111,0.282998105,1.128378649,"ABC transporter, membrane component OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0073 PE=4 SV=1",0.2710929154290583,1.1997568071140217,0.1655095176604393,0.1742512728499818,PMM0073,PMM0073,locus_tag:KEGG
Q7V3L7,PMM0058,3,3,0.000545522,0.00094955,0.000618359,0.000542035,0.00039591,0.000628279,0.000906809,0.001102594,0.002462759,0.000405636,0.000397304,0.000601825,0.000303495,0.00042839,0.000487045,0.000785775,0.000803278,0.000582192,0.000704477,0.000522075,0.001490721,0.000468255,0.00040631,0.000723748,0.133609329,0.741081186,0.097184594,2.11606711,0.157782666,0.867711554,0.029364133,1.545628056,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0058 PE=4 SV=1,-0.4322964953742024,1.081385382522303,-0.2047125554122901,0.6281931870999273,PMM0058,PMM0058,locus_tag:KEGG
Q7TUH0,PMM0164,3,3,8.34969e-05,7.39032e-05,0.000203948,0.000245076,6.17078e-05,0.0002672,0.000215211,0.000168525,0.000345334,1.6175e-05,4.35343e-05,0.000123775,5.79642e-05,4.68773e-05,0.000306968,6.6601e-05,7.25064e-05,0.000275822,0.000120449,0.000191328,0.000243023,6.11613e-05,0.00013727,0.00013831,0.205825293,1.588451979,0.071661635,2.017638114,0.149272335,2.244389612,0.183671498,2.261395032,Tryptophan synthase beta chain OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=trpB PE=3 SV=1,0.6676214761352862,1.0126674341289998,1.1663231405232122,1.177213031420287,trpB,PMM0164,locus_tag:KEGG
Q7V1Y5,PMM0710,3,3,0.000283924,0.000276907,0.00026372,0.00042332,0.000295934,0.000117849,0.000566964,0.000255109,0.000641218,0.000192524,0.000268647,0.000264947,0.000265169,0.00036927,0.00055914,0.000633476,0.000334939,0.000637444,0.00027485,0.000279034,0.000487764,0.00024204,0.00039786,0.000535286,0.482335379,1.015223327,0.073311327,1.774654201,0.07737275,1.643779355,0.023397185,2.211563406,Phosphate-binding protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0710 PE=3 SV=1,0.0217971237800146,0.8275379366714111,0.7170166586238127,1.1450666052075988,PMM0710,PMM0710,locus_tag:KEGG
Q7UZG5,PMM1702,3,3,0.000499957,0.000629919,0.000285214,0.000617295,0.000472059,0.000241758,0.000929625,0.000908035,0.000414859,0.000992039,0.000354764,0.000222036,0.000586799,0.00034705,0.000350994,0.000696861,0.000632343,0.000185296,0.000471697,0.000443704,0.00075084,0.000522946,0.000428281,0.000504833,0.429833671,0.940655155,0.113612003,1.591784459,0.307251502,0.818977118,0.476350377,0.965363381,Formyltetrahydrofolate deformylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=purU PE=3 SV=1,-0.0882621682707784,0.6706449960673956,-0.2881049509686865,-0.050855992624929,purU,PMM1702,locus_tag:KEGG
Q7V1G4,PMM0909,3,3,2.50193e-05,6.29953e-06,5.87437e-05,1.42693e-05,1.05822e-05,2.07662e-05,1.8384e-05,0.000113911,7.00013e-06,8.1855e-06,9.38439e-06,6.78185e-05,1.09026e-05,1.07785e-05,2.63505e-05,1.52458e-05,1.25062e-05,3.05333e-05,3.00209e-05,1.52059e-05,4.64319e-05,2.84628e-05,1.60105e-05,1.94285e-05,0.19844613,0.506511003,0.34099007,1.546653717,0.240647257,0.562508207,0.340845396,0.682591594,Segregation and condensation protein B OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0909 PE=3 SV=1,-0.9813344856810526,0.6291502254303387,-0.8300539494699971,-0.5509054468865437,PMM0909,PMM0909,locus_tag:KEGG
Q7TUG4,PMM0244,3,3,0.001082175,0.001310125,0.000675752,0.001314705,0.00189129,0.000724653,0.001312275,0.001249769,0.002039772,0.001556145,0.001224246,0.000619929,0.000987579,0.00106736,0.000832649,0.00100394,0.000961684,0.001145069,0.001022684,0.001310216,0.001533939,0.00113344,0.000962529,0.001036897,0.248075794,1.281154275,0.08950825,1.499914446,0.263934886,0.84921055,0.373636424,0.914823485,dCTP deaminase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=dcd PE=3 SV=1,0.3574442136779883,0.5848802128200954,-0.2358058004950644,-0.1284346923448903,dcd,PMM0244,locus_tag:KEGG
Q7TUE6,PMM0356,3,3,0.000627324,0.000765437,0.00042338,0.000602046,0.000823197,0.00030898,0.000497303,0.000950515,0.001150389,0.000762169,0.000666097,0.000267998,0.000709757,0.000661858,0.000364897,0.000529344,0.000779569,0.000309585,0.00060538,0.000578074,0.000866069,0.000565421,0.000578837,0.000539499,0.443077145,0.954894077,0.14818333,1.430619163,0.394613579,1.023727441,0.45233865,0.954154551,Proline iminopeptidase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0356 PE=3 SV=1,-0.0665873858877632,0.5166396715227652,0.0338316607883681,-0.0677051264529094,PMM0356,PMM0356,locus_tag:KEGG
Q7TU81,PMM1069,3,3,7.92913e-05,2.34148e-05,0.000246817,2.95514e-05,3.90852e-05,0.0001817,1.84764e-05,1.90432e-05,0.000421545,2.19439e-05,1.09252e-05,0.000221324,3.81163e-05,2.31607e-05,0.000241829,7.35954e-06,2.21514e-05,2.56286e-05,0.000116508,8.34456e-05,0.000153022,8.47311e-05,0.000101035,1.83798e-05,0.355730407,0.716224785,0.409886147,1.31340512,0.010392814,1.192421962,0.194101739,0.216919439,Bifunctional protein FolD OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=folD PE=3 SV=1,-0.481515650819973,0.3933119843698693,0.2538948522101732,-2.204768750534292,folD,PMM1069,locus_tag:KEGG
Q7V0I7,PMM1270,3,3,0.000219827,0.00012132,0.000251182,0.000133941,0.000154544,0.000189201,4.71895e-05,0.000248769,0.000423523,0.000119403,5.15792e-05,0.000136471,0.000141225,5.98186e-05,0.000161526,0.000126085,0.00017997,0.000381914,0.000197443,0.000159229,0.000239827,0.000102484,0.000120856,0.000229323,0.20877303,0.806454071,0.366177914,1.214664648,0.035210413,1.179267719,0.098553998,2.237641837,Phenylalanine--tRNA ligase alpha subunit OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=pheS PE=3 SV=1,-0.3103357232266598,0.2805580607875157,0.2378912781381313,1.1619791331259592,pheS,PMM1270,locus_tag:KEGG
Q7V3Q5,PMM0015,3,3,0.001242293,0.000848347,0.000727757,0.00134123,0.000686913,0.000621195,0.001142262,0.001366245,0.000692154,0.000743239,0.000293203,0.000571826,0.001200789,0.000317352,0.000653239,0.000721475,0.001039452,0.000940707,0.000939466,0.000883113,0.001066887,0.000536089,0.000723793,0.000900545,0.424475157,0.94001603,0.319749261,1.135631599,0.150689319,1.350135986,0.043382074,1.679841159,Peptide-methionine (R)-S-oxide reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0015 PE=3 SV=1,-0.0892427357520679,0.1834948977874388,0.4331047231631676,0.7483248223153656,PMM0015,PMM0015,locus_tag:KEGG
Q7V2I2,PMM0494,3,3,0.004955765,0.005418872,0.005709509,0.004582073,0.006579015,0.00425606,0.005292576,0.005560567,0.007280346,0.007675799,0.005357099,0.005013946,0.007558837,0.004056282,0.00577656,0.007768061,0.007291908,0.006783379,0.005361382,0.005139049,0.006044496,0.006015614,0.005797226,0.007281116,0.392010965,0.958530734,0.179658748,1.127413887,0.374948313,0.9636965,0.112547603,1.210369513,Putative inorganic pyrophosphatase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ppa (ipyR) PE=4 SV=1,-0.0611034041743942,0.173017243199038,-0.0533492294338575,0.2754475542687102,ppa,PMM0494,locus_tag:KEGG
Q7V046,PMM1442,3,3,0.000653978,0.000620371,0.000428747,0.000811001,0.000549864,0.000477688,0.000582758,0.000521379,0.000719569,0.000429779,0.000607585,0.000307837,0.000685767,0.000679431,0.00031062,0.000505365,0.000796911,0.001099162,0.000567699,0.000612851,0.000607902,0.0004484,0.000558606,0.000800479,0.366248186,1.079535926,0.341365735,1.070817787,0.14105628,1.245774335,0.070502786,1.785188843,Putative aminopeptidase P OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=pepP PE=3 SV=1,0.1104112557731988,0.0987130084203964,0.3170427559527456,0.836076695234296,pepP,PMM1442,locus_tag:KEGG
O07295,PMM0627,3,3,0.000303484,0.000264686,3.75572e-05,0.000447916,0.000131864,8.24743e-05,0.000453981,0.000111281,8.22355e-05,0.000182205,0.000451992,8.68842e-05,0.000216012,0.000752415,9.25252e-05,0.000183195,0.000101284,3.43479e-05,0.000201909,0.000220751,0.000215832,0.00024036,0.000353651,0.000106276,0.450198442,1.093322041,0.464146539,1.068959667,0.175524259,1.471337069,0.158747948,0.442152023,Divinyl chlorophyll a/b light-harvesting protein PcbA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=pcbA PE=1 SV=1,0.1287184133806488,0.0962074196469698,0.5571277918467102,-1.1773856050907383,pcbA,PMM0627,locus_tag:KEGG
Q7V1H8,PMM0893,3,3,2.83044e-05,1.60609e-05,0.000125093,3.33868e-05,2.34561e-05,0.000159392,7.2959e-05,4.16616e-05,6.48003e-05,1.35526e-05,2.17714e-05,0.000148628,1.21678e-05,3.11381e-05,0.000170635,5.34603e-05,0.000102501,3.48257e-05,5.64861e-05,7.20782e-05,5.9807e-05,6.13172e-05,7.13137e-05,6.35956e-05,0.396719344,1.276034065,0.465215135,1.058790432,0.138650098,1.163029089,0.482264386,1.037158835,Riboflavin biosynthesis protein RibBA OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ribA PE=3 SV=1,0.3516668437975858,0.0824170627637416,0.2178871811028067,0.0526368516433044,ribA,PMM0893,locus_tag:KEGG
Q7V1V9,PMM0743,3,3,0.000225652,0.000259628,0.000223644,0.00025094,0.000364915,0.000194053,0.000126658,0.000166171,0.000427326,8.54435e-05,0.000185341,0.000200642,0.000151528,0.000206228,0.000212155,0.00025101,0.000573862,0.000252739,0.000236308,0.00026997,0.000240051,0.000157142,0.00018997,0.000359203,0.274776704,1.142447842,0.485235745,1.015841283,0.095339541,1.208907129,0.074469837,2.285849124,ATP-dependent zinc metalloprotease FtsH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ftsH1 PE=3 SV=1,0.1921283011208703,0.0226750102635933,0.2737034177239189,1.1927301825373644,ftsH1,PMM0743,locus_tag:KEGG
Q7V2J9,PMM0477,3,3,0.001626903,0.001882885,0.001018069,0.0010439,0.002111267,0.001047982,0.001228336,0.001615262,0.001495164,0.00127023,0.001985093,0.0008448,0.001346105,0.00199321,0.000673591,0.001841946,0.00151013,0.000651888,0.001509286,0.00140105,0.001446254,0.001366708,0.001337636,0.001334654,0.408502953,0.928286858,0.416700399,0.95823757,0.365683438,0.978728593,0.475300738,0.976547231,Methionine aminopeptidase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=map PE=3 SV=1,-0.1073574008879945,-0.0615447159921893,-0.0310192471304136,-0.0342382727090941,map,PMM0477,locus_tag:KEGG
Q7TU64,PMM1297,3,3,0.000227245,0.000203762,0.0001716,0.00024828,0.000186572,0.000221931,0.00026336,0.000187459,0.000122231,0.000266542,0.000159945,0.000200176,0.000205343,0.000163905,0.000187744,0.000210784,0.000185399,0.000387811,0.000200869,0.000218928,0.000191016,0.000208888,0.000185664,0.000261331,0.24747022,1.089903226,0.416623356,0.950951208,0.178586715,0.888821704,0.250116357,1.251061199,Indole-3-glycerol phosphate synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=trpC PE=3 SV=1,0.1242000418205286,-0.0725567746030609,-0.1700340487827022,0.3231523645111389,trpC,PMM1297,locus_tag:KEGG
Q7V290,PMM0593,3,3,0.000262084,0.000192463,0.000169439,0.000278947,0.000156674,0.000140983,0.000125917,0.000296009,0.000153246,4.34601e-05,8.67423e-05,8.79316e-05,0.000207191,6.00032e-05,6.00661e-05,0.000123159,0.000115734,0.000263159,0.000207995,0.000192201,0.000191724,7.27113e-05,0.000109087,0.000167351,0.387705993,0.924067443,0.399245498,0.921772744,0.312737199,1.500272337,0.066048674,2.301579611,Peptidase family M3 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0593 PE=3 SV=1,-0.1139299444031172,-0.1175169857910045,0.5852244097722675,1.202624345845956,PMM0593,PMM0593,locus_tag:KEGG
Q7V1W4,PMM0738,3,3,0.000500107,0.000355001,0.000328143,0.000237553,0.000443326,0.000248086,0.000276414,0.000432024,0.000379248,0.000282223,0.000124403,0.000349637,0.000422302,0.000159469,0.000159075,0.000205647,0.000240625,0.000634401,0.000394417,0.000309655,0.000362562,0.000252087,0.000246949,0.000360224,0.189085214,0.785095394,0.336944207,0.919235034,0.481387614,0.979616068,0.259101567,1.428964286,Conserved hypothetical OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0738 PE=4 SV=1,-0.3490601337630007,-0.1214943116826089,-0.0297116572106623,0.5149698597125553,PMM0738,PMM0738,locus_tag:KEGG
Q7V2H0,PMM0508,3,3,0.000235378,0.000156051,0.000429937,0.000326383,0.000170126,0.000486673,0.000358264,0.000168385,0.000216539,0.000243223,8.85859e-05,0.000524156,0.000306626,8.65751e-05,0.00054953,0.000123915,0.000243047,0.000354599,0.000273789,0.000327727,0.000247729,0.000285322,0.000314244,0.00024052,0.341053517,1.197008748,0.403010443,0.904819952,0.133389372,1.101366794,0.385500296,0.842979312,Proline--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=proS PE=3 SV=1,0.2594336958487501,-0.1442973526351249,0.139295017275207,-0.2464308692256299,proS,PMM0508,locus_tag:KEGG
Q7UZW7,PMM1534,3,3,0.001471382,0.002036569,0.001410285,0.000930111,0.002146488,0.001027114,0.000399421,0.003576719,0.000288778,0.000751609,0.001395957,0.000988793,0.001208768,0.001078992,0.000929062,0.000316845,0.002024063,0.00071063,0.001639412,0.001367904,0.001421639,0.001045453,0.001072274,0.001017179,0.284563553,0.834387186,0.426114288,0.867164106,0.458484167,1.025654933,0.480709992,0.972955472,50S ribosomal protein L17 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rplQ PE=3 SV=1,-0.2612110928736517,-0.2056230535640242,0.0365454383683633,-0.0395543143360221,rplQ,PMM1534,locus_tag:KEGG
Q7V036,PMM1452,3,3,6.52685e-05,7.62133e-05,0.00037479,2.74872e-05,5.56632e-05,0.000295483,7.57381e-05,0.000118388,0.000241565,4.04276e-05,3.77362e-05,0.000490905,5.34851e-05,3.88356e-05,0.0003173,7.47558e-05,9.28479e-05,2.10597e-05,0.000172091,0.000126211,0.00014523,0.00018969,0.00013654,6.28878e-05,0.373142158,0.733400195,0.411843958,0.843918976,0.235617237,0.719807848,0.225738105,0.331529843,ATP synthase subunit delta OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=atpH PE=3 SV=1,-0.4473274452469796,-0.2448236013271915,-0.4743162629651528,-1.5927893530253474,atpH,PMM1452,locus_tag:KEGG
Q7V3R5,PMM0003,3,3,0.000200195,0.000107017,0.000217802,0.000145863,8.19118e-05,0.00036758,0.000168121,0.000133234,0.000135084,0.00011264,0.000114391,0.000231881,9.29008e-05,0.000127685,0.000350473,0.000121499,0.000215725,0.00016625,0.000175005,0.000198452,0.00014548,0.00015297,0.000190353,0.000167825,0.406815293,1.133978483,0.230207815,0.831291082,0.232349576,1.244376157,0.386053078,1.097106425,Phosphoribosylformylglycinamidine synthase subunit PurL OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=purL PE=3 SV=1,0.1813932657089732,-0.2665743603388005,0.3154226573399608,0.1337034814133536,purL,PMM0003,locus_tag:KEGG
Q7V2D7,PMM0543,3,3,0.000121612,9.53454e-05,0.000229958,0.000216804,0.000126134,0.000294662,0.000107273,0.000157692,9.96325e-05,0.000143519,8.52723e-05,0.000298484,0.000119856,6.19443e-05,0.00045362,6.92101e-05,8.69924e-05,0.000612616,0.000148972,0.000212534,0.000121533,0.000175758,0.000211807,0.000256273,0.187704548,1.42666826,0.287657094,0.815809008,0.303226721,1.205103638,0.346210934,1.45809973,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=chlL PE=3 SV=1,0.5126499071385475,-0.2936966577187067,0.2691572224712076,0.5440893994013514,chlL,PMM0543,locus_tag:KEGG
Q7V2R6,PMM0403,3,3,0.000757338,0.000582155,0.000416457,0.00048346,0.000766616,0.000398966,0.000322045,0.000543667,0.000545941,0.000566116,0.000844073,0.000350289,0.000534863,0.000792595,0.000373366,0.000591022,0.000493578,0.001292041,0.000585317,0.000549681,0.000470551,0.000586826,0.000566941,0.000792214,0.411061088,0.939116468,0.202304905,0.803925311,0.23298069,0.966114576,0.258442494,1.349997296,Uncharacterized protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0403 PE=4 SV=1,-0.0906240047545352,-0.3148666214125023,-0.0497337997964211,0.4329565176084785,PMM0403,PMM0403,locus_tag:KEGG
Q7V0A0,PMM1369,3,3,0.002279558,0.00175503,0.001836802,0.002203447,0.002935444,0.002353275,0.001006709,0.002343422,0.001347592,0.002383752,0.002215385,0.001707922,0.001950093,0.002111837,0.002293888,0.001307418,0.002259307,0.001699314,0.00195713,0.002497389,0.001565907,0.002102353,0.002118606,0.001755346,0.061147662,1.276046502,0.208600757,0.800103883,0.480883699,1.007730771,0.184366315,0.834943759,GAF domain OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1369 PE=4 SV=1,0.3516809051077621,-0.3217407676885029,0.0111102546872661,-0.2602490725634777,PMM1369,PMM1369,locus_tag:KEGG
