Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,Unnamed: 37,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM
Q7U6P1,SYNW1297,5.0,5.0,7.12238e-05,0.000118703,0.000165342,9.46512e-05,4.7871e-05,0.000103953,0.000312662,0.000414818,0.00032687,0.000319103,0.000258355,0.000131358,0.000118447,0.000115296,0.000354042,9.8369e-05,0.000708934,0.000169825,0.000118423,8.21584E-05,0.00035145,0.000236272,0.000195928,0.000325709,0.174939393,0.693770167,0.013495115,2.967749163,0.394806947,0.829248348,0.346079558,1.378535398,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1297 PE=4 SV=1,,-0.527470290651835,1.5693691591457724,-0.2701238619585768,0.4631363133135614
Q7U618,SYNW1523,5.0,5.0,8.98214e-05,7.07501e-05,9.59433e-05,0.000124276,0.000121465,8.13766e-05,0.00015448,0.000281688,0.000202823,9.61923e-05,6.44226e-05,8.49312e-05,0.000127409,0.000241483,0.000100052,0.000151086,0.00021691,0.000345013,8.55049e-05,0.000109039,0.000212997,8.18487e-05,0.000156314,0.00023767,0.176582507,1.275237388,0.049618392,2.491050217,0.142572066,1.90979745,0.059643335,2.903770885,Dihydroorotase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=pyrC PE=3 SV=1,,0.35076583266206207,1.3167541051141276,0.9334196364934533,1.5379276254706127
Q7U3P6,SYNW2384,5.0,5.0,4.54289e-05,7.14614e-05,7.58815e-05,8.47458e-05,6.55535e-05,8.90615e-05,0.000129014,0.000244331,0.000136703,4.51714e-05,5.93314e-05,9.14108e-05,0.000122604,0.000169824,7.621e-05,0.000103316,0.000143631,0.000140776,6.42573e-05,7.97869E-05,0.000170016,6.53045e-05,0.000122879,0.000129241,0.178912099,1.241679491,0.045277906,2.645866213,0.132772231,1.881632535,0.012944662,1.97905299,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2384 PE=4 SV=1,,0.31229282539583747,1.4037401142540875,0.9119849109062569,0.9848102416864548
Q7U779,SYNW1107,5.0,5.0,1.26511e-05,2.17519e-05,1.09249e-05,1.1822e-05,2.76659e-05,1.27017e-05,9.03856e-06,8.06177e-05,2.78882e-05,1.47838e-05,1.95791e-05,1.07151e-05,3.02292e-05,5.48417e-05,2.43211e-06,2.71714e-05,1.39135e-05,0.000104579,1.51093e-05,1.73966E-05,3.91815e-05,1.5026e-05,2.91677e-05,4.85546e-05,0.182080919,1.151379674,0.160291168,2.593200491,0.188986353,1.9411484,0.19385852,3.23137272,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1107 PE=4 SV=1,,0.203363648825973,1.374733751193021,0.9569104157126204,1.6921471666611347
Q7U8G3,SYNW0656,5.0,5.0,3.03162e-05,4.48996e-05,4.53931e-05,5.2609e-05,3.92598e-05,5.70371e-05,6.58415e-05,0.000133062,6.04532e-05,4.72896e-05,5.61107e-05,0.000107838,9.32067e-05,0.000108395,2.28148e-05,8.63597e-05,0.000103571,8.96038e-05,4.02029e-05,4.96353E-05,8.64523e-05,7.04129e-05,7.48054e-05,9.31782e-05,0.183079776,1.234618596,0.083806245,2.150398041,0.465376828,1.062381427,0.192527758,1.323311474,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0656 PE=4 SV=1,,0.3040654267140502,1.104603728943191,0.08730183021500616,0.4041526754539297
Q7TTS6,SYNW2280,5.0,5.0,1.056e-05,2.26969e-05,2.58772e-05,2.09622e-05,3.29848e-05,2.17905e-05,2.26232e-05,0.000122985,0.000120929,3.07172e-05,2.96392e-05,2.46911e-05,3.22632e-05,5.21199e-05,6.88373e-06,4.84601e-05,4.60417e-05,0.000173808,1.97113e-05,2.52458E-05,8.88456e-05,2.83492e-05,3.04223e-05,8.94367e-05,0.184470583,1.280777177,0.068337779,4.507331699,0.437489778,1.073126213,0.149791063,3.154824071,Tryptophan synthase beta chain OS=Synechococcus sp. (strain WH8102) OX=84588 GN=trpB PE=3 SV=1,,0.35701950487632744,2.1722736233157085,0.10181976496762676,1.6575595554542153
Q7U4Y1,SYNW1932,5.0,5.0,2.73163e-05,2.4039e-05,1.21172e-05,2.29819e-05,3.16193e-05,2.60081e-05,1.62393e-05,3.94212e-05,2.42519e-05,1.86754e-05,2.15363e-05,1.70023e-05,3.84345e-05,4.99076e-05,1.34945e-06,2.96852e-05,2.97803e-05,3.49073e-05,2.11575e-05,2.68698E-05,2.66375e-05,1.90713e-05,2.98972e-05,3.14576e-05,0.198493653,1.269986896,0.289141274,1.259007574,0.252965943,1.567650622,0.024900347,1.64947275,Possible ring-cleaving dioxygenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1932 PE=4 SV=1,,0.3448136110341744,0.3322869621191789,0.6486040657850797,0.7220049441564963
Q7U4M0,SYNW2047,5.0,5.0,5.57581e-06,3.01156e-06,1.47878e-05,2.66911e-05,1.94381e-05,6.38141e-06,0.00020477,0.000345033,8.79584e-05,3.69514e-06,5.45119e-06,3.58292e-06,7.93013e-05,5.79397e-05,3.90802e-06,8.10678e-05,0.000117833,0.000151824,7.79171e-06,1.75035E-05,0.000212587,4.24308e-06,4.70497e-05,0.000116908,0.200068069,2.246431414,0.059365378,27.28378291,0.097224841,11.08856124,0.015713762,27.55271555,Phosphoenolpyruvate carboxylase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ppc PE=3 SV=1,,1.1676350154813981,4.769971783499124,3.471000280353305,4.784122610324464
Q7U8Q9,SYNW0554,5.0,5.0,2.14305e-05,5.82459e-05,2.43225e-05,2.27826e-05,1.76341e-05,2.17247e-05,1.55095e-05,1.48075e-05,4.89509e-05,1.0153e-05,5.13173e-05,1.0141e-05,2.38409e-05,1.14274e-05,5.25316e-07,2.70261e-05,5.87236e-06,1.43685e-05,3.46663e-05,2.07138E-05,2.64226e-05,2.38705e-05,1.19312e-05,1.57556e-05,0.20324155,0.597520952,0.358023579,0.762200406,0.260961639,0.499831895,0.35557753,0.660048035,Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=purC PE=3 SV=1,,-0.7429387929796977,-0.39175771825915123,-1.000485130057056,-0.5993570744547877
Q7U5C9,SYNW1778,5.0,5.0,7.85082e-05,0.000133384,3.44721e-05,5.51358e-05,6.61419e-05,5.11725e-05,4.06632e-05,0.000110719,4.38355e-05,7.29596e-05,0.000121688,4.69184e-05,5.21046e-05,7.89631e-05,2.85935e-05,7.75342e-05,8.6321e-05,7.29108e-05,8.21213e-05,5.74834E-05,6.50726e-05,8.05219e-05,5.32204e-05,7.8922e-05,0.208193991,0.699981815,0.172592318,0.792396507,0.03596109,0.660943183,0.468602664,0.98013134,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1778 PE=4 SV=1,,-0.5146106524727635,-0.3357055742572433,-0.5974018369626177,-0.0289530080365856
Q7U8X2,SYNW0487,5.0,5.0,1.37749e-05,2.95756e-05,1.58535e-05,3.62855e-05,3.71082e-05,1.02532e-05,3.16714e-05,3.86593e-05,2.62192e-05,2.04771e-05,1.62482e-05,2.79043e-06,1.69474e-05,2.17531e-05,3.69986e-06,2.82003e-05,2.05032e-05,3.63879e-05,1.97347e-05,2.78823E-05,3.21833e-05,1.31719e-05,1.41335e-05,2.83638e-05,0.21068827,1.412859936,0.022731728,1.630800107,0.373873828,1.072999381,0.121233827,2.153353063,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0487 PE=4 SV=1,,0.49861845105474534,0.7055799565971581,0.101649243821846,1.1065848826633045
Q7U752,SYNW1134,5.0,5.0,8.22544e-06,6.61923e-06,6.242e-06,8.26457e-06,2.85355e-06,6.46558e-06,6.30604e-06,9.318e-06,1.23023e-05,7.64848e-06,7.45456e-06,3.10409e-06,9.98133e-06,8.87663e-06,1.82763e-06,1.21444e-05,8.15827e-06,1.41957e-05,7.02889e-06,5.86123E-06,9.30878e-06,6.06904e-06,6.8952e-06,1.14994e-05,0.231950675,0.833877405,0.214103082,1.324359945,0.26274331,1.136125755,0.107729619,1.89476956,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1134 PE=4 SV=1,,-0.26209279778724703,0.40529528248622837,0.18412253209056015,0.922022399921008
Q7U3F8,SYNW2474,5.0,5.0,4.7037e-05,4.22521e-05,5.43997e-05,5.92106e-05,6.18042e-05,4.5034e-05,0.000187442,0.000268057,5.19978e-05,5.85882e-05,6.87596e-05,2.65806e-05,6.77817e-05,0.00011697,1.72187e-05,0.000119908,0.000174198,6.39341e-05,4.78963e-05,5.53496E-05,0.000169166,5.13094e-05,6.73235e-05,0.000119347,0.240392698,1.155613968,0.105043138,3.531915508,0.222429528,1.31210809,0.038100053,2.326022389,Molybdenum cofactor biosynthesis protein B OS=Synechococcus sp. (strain WH8102) OX=84588 GN=moaB1 PE=3 SV=1,,0.20865954709282597,1.8204508306286753,0.39188657245879716,1.2178649834593758
Q7U922,SYNW0437,5.0,5.0,3.05844e-05,6.52745e-05,3.42737e-05,4.02838e-05,4.2113e-05,2.45252e-05,3.41462e-05,0.000113648,0.000127578,2.94042e-05,3.52019e-05,2.61246e-05,2.90159e-05,6.3777e-05,7.52691e-06,3.849e-05,6.44319e-05,0.000114035,4.33776e-05,3.56407E-05,9.17908e-05,3.02436e-05,3.34399e-05,7.2319e-05,0.251252833,0.821638473,0.101298005,2.116088432,0.418814692,1.105687048,0.108555747,2.391217903,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0437 PE=4 SV=1,,-0.2834243578432442,1.081399919390505,0.14494310511372074,1.2577456035976262
Q7U403,SYNW2273,5.0,5.0,3.00861e-05,5.0943e-05,4.2275e-05,1.54627e-05,3.447e-05,5.31313e-05,1.12169e-05,6.82804e-06,1.77446e-05,3.6305e-05,7.37836e-05,3.4851e-05,5.77305e-06,8.20309e-06,1.72027e-05,8.86527e-06,1.15622e-05,2.87603e-05,4.11014e-05,3.43547E-05,1.19298e-05,4.83132e-05,1.03929e-05,1.63959e-05,0.262074763,0.835852117,0.031189068,0.290253739,0.058966128,0.21511601,0.095152333,0.339367197,NAD(P)H-quinone oxidoreductase subunit I OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ndhI PE=3 SV=1,,-0.2586803785896758,-1.7846134431211926,-2.216813193612831,-1.5590809731786786
Q7TTX4,SYNW0278,5.0,5.0,4.37295e-05,0.000100763,1.64525e-05,4.45849e-05,4.80475e-05,2.44384e-05,9.49251e-05,0.000117171,5.87573e-05,2.04974e-05,4.01002e-05,1.78091e-05,7.61894e-05,6.35858e-05,5.47178e-06,2.70347e-05,8.60891e-05,4.69876e-05,5.36483e-05,3.90236E-05,9.02846e-05,2.61356e-05,4.84157e-05,5.33705e-05,0.262481831,0.727397186,0.036208265,1.682897368,0.18721327,1.852481393,0.070029792,2.04206263,dCTP deaminase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=dcd PE=3 SV=1,,-0.4591847502757101,0.7509471961614507,0.8894590516477396,1.0300271143081676
Q7U5U4,SYNW1601,5.0,5.0,3.93435e-05,3.90166e-05,3.86871e-05,4.38012e-05,5.72736e-05,3.17973e-05,7.27243e-05,0.00019177,7.88685e-05,4.07022e-05,5.91899e-05,3.61624e-05,7.09686e-05,9.65475e-05,2.1161e-05,7.9891e-05,8.42543e-05,0.000116634,3.90157e-05,4.42907E-05,0.000114454,4.53515e-05,6.28924e-05,9.35932e-05,0.271775196,1.135200662,0.095315963,2.933544101,0.198388174,1.386776174,0.050527158,2.063729025,5'-nucleotidase SurE OS=Synechococcus sp. (strain WH8102) OX=84588 GN=surE PE=3 SV=1,,0.18294733582878916,1.5526446807141536,0.471734955132381,1.045253552179231
Q7U8P6,SYNW0567,5.0,5.0,0.000188144,0.000166403,5.2494e-05,0.000152393,9.63365e-05,9.04813e-05,0.000165203,0.000225094,0.000191961,0.000142658,0.000143691,0.000113284,0.000264725,0.00021544,4.03612e-05,0.000190139,0.000164107,0.000159791,0.00013568,0.00011307,0.000194086,0.000133211,0.000173509,0.000171346,0.275840092,0.833357473,0.16949777,1.43046545,0.280878196,1.302512465,0.025004127,1.286274081,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0567 PE=4 SV=1,,-0.26299261502621424,0.516484652700864,0.3812971791123325,0.36319808680948323
Q7TTV1,SYNW1280,5.0,5.0,0.000153946,0.000189534,9.42261e-05,0.000256312,0.000177335,8.37618e-05,0.000302501,0.00030742,0.000140798,0.000141274,0.000174203,5.64577e-05,0.00043864,0.000276792,0.000102247,0.000255075,0.000345708,0.000163835,0.000145902,0.00017247,0.00025024,0.000123978,0.00027256,0.000254873,0.277955648,1.182093157,0.037286616,1.71512257,0.095207948,2.198448918,0.011708238,2.055788321,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1280 PE=4 SV=1,,0.24134373420079175,0.7783116812450009,1.136486011238643,1.0396917217470032
Q7U474,SYNW2197,5.0,5.0,6.66338e-05,4.87502e-05,5.50254e-05,3.34706e-05,4.32896e-05,6.86131e-05,1.80833e-05,5.9831e-05,0.000148584,4.33095e-05,5.3448e-05,4.77454e-05,3.20252e-05,7.08251e-05,2.77879e-05,6.66742e-05,7.44661e-05,0.00044132,5.68031e-05,4.84578E-05,7.54996e-05,4.81676e-05,4.35461e-05,0.000194153,0.300639913,0.853082539,0.347230367,1.329144312,0.360874696,0.904053185,0.179790585,4.030787196,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2197 PE=4 SV=1,,-0.22924276032487692,0.41049775390209287,-0.14552044671734263,2.0110616186195025
Q7U6W8,SYNW1218,5.0,5.0,8.80305e-05,7.82543e-05,8.89502e-05,9.08402e-05,0.000205766,4.66755e-05,0.000114103,0.000986593,0.000326472,8.12341e-05,7.87584e-05,2.64331e-05,0.00027597,0.000791536,3.46853e-05,0.000159864,0.000573594,0.000859519,8.50783e-05,0.000114427,0.000475723,6.21419e-05,0.000367397,0.000530992,0.310839009,1.34496179,0.139807603,5.591584096,0.142249231,5.912231386,0.082331892,8.544842843,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1218 PE=4 SV=1,,0.4275651867889228,2.483257056537262,2.5637027331008313,3.095053958055945
Q7U551,SYNW1858,5.0,5.0,7.11996e-06,1.29048e-05,6.02405e-06,4.04725e-06,5.56639e-06,1.04692e-05,1.87118e-05,3.8065e-05,2.12644e-05,2.95526e-06,1.13395e-05,1.5034e-05,5.31085e-06,2.98447e-05,9.23802e-07,1.65277e-05,2.85518e-05,2.11219e-05,8.68295e-06,6.6943E-06,2.60138e-05,9.77625e-06,1.20265e-05,2.20672e-05,0.311023193,0.770970734,0.025299237,2.995960476,0.416685015,1.230170235,0.032110623,2.257223426,Putative multidrug efflux ABC transporter OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1858 PE=4 SV=1,,-0.37525199831959105,1.5830185912683203,0.29885797426063593,1.1745492274038567
Q7U4U9,SYNW1964,5.0,5.0,2.36145e-05,2.96397e-05,1.20799e-05,1.89626e-05,1.21143e-05,2.15011e-05,1.53397e-05,1.40212e-05,2.05101e-05,3.16612e-05,2.92495e-05,8.77294e-06,3.67372e-05,2.81281e-05,1.37034e-06,2.74157e-05,2.27006e-05,2.29082e-05,2.17781e-05,1.7526E-05,1.66237e-05,2.32279e-05,2.20785e-05,2.43415e-05,0.319790939,0.80475673,0.272051053,0.763321304,0.389963888,0.950519989,0.440270215,1.047944273,Enolase-phosphatase E1 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=mtnC PE=3 SV=1,,-0.3133753581989767,-0.3896376379399312,-0.07321112847861135,0.06756200007749953
Q7U4N8,SYNW2029,5.0,5.0,4.65887e-05,0.000271174,0.000151025,3.71042e-05,0.0002656,0.000192855,8.53817e-05,0.000345133,0.000473402,9.30576e-05,0.000191128,0.000283839,0.000418176,0.000550741,6.59183e-05,0.000332987,0.00040467,0.000519591,0.000156263,0.000165187,0.000301306,0.000189341,0.000344945,0.000419083,0.321318672,1.057108971,0.122811826,1.928201078,0.246468784,1.821816037,0.000634003,2.213370903,Phosphoribosylformylglycinamidine cyclo-ligase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=purM PE=3 SV=1,,0.08012410313309062,0.9472555075362368,0.8653772863039382,1.1462452293051602
Q7U9Y5,SYNW0117,5.0,5.0,2.88355e-05,4.91402e-05,1.6632e-05,2.49832e-05,2.02483e-05,3.04497e-05,9.24284e-06,2.1028e-05,2.14434e-05,2.05189e-05,4.30867e-05,2.55554e-05,2.90752e-05,1.60218e-05,9.14573e-06,3.17896e-05,1.36289e-05,3.2036e-05,3.15359e-05,2.52271E-05,1.72381e-05,2.97203e-05,1.80809e-05,2.58182e-05,0.330622231,0.799947578,0.142153766,0.546617151,0.192561066,0.608368021,0.395047991,0.868704012,Putative fructokinase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0117 PE=4 SV=1,,-0.32202263418414984,-0.8713973674183831,-0.7169837754167746,-0.20306339444087362
Q7U3T6,SYNW2343,5.0,5.0,0.000179462,0.000255494,0.000418644,0.000292751,0.000496263,0.000248783,0.000514553,0.002815944,0.000748606,0.000151795,0.000232894,0.000148994,0.000651084,0.001412986,0.000229537,0.00047687,0.001301485,0.000496928,0.000284534,0.000345932,0.001359701,0.000177894,0.000764536,0.000758428,0.331563361,1.215786902,0.142327221,4.778700915,0.10429372,4.297700735,0.070249296,4.263364864,50S ribosomal protein L11 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rplK PE=3 SV=1,,0.281890381438372,2.256618476320762,2.103565026003672,2.0919925281984746
Q7U640,SYNW1500,5.0,5.0,6.07293e-05,8.32583e-05,4.79247e-05,6.67177e-05,7.03388e-05,6.91287e-05,7.35518e-05,0.000168657,7.64429e-05,6.20266e-05,7.51558e-05,4.32773e-05,0.000175861,0.000135713,3.68243e-05,0.000119326,9.89849e-05,0.000125445,6.39708e-05,6.87284E-05,0.000106217,6.01532e-05,0.000116133,0.000114586,0.33868621,1.074372157,0.097699059,1.660404271,0.12448245,1.930613601,0.042196155,1.904895571,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1500 PE=4 SV=1,,0.10349382205360694,0.7315345480530712,0.9490594477153563,0.929711909356381
Q7U9N6,SYNW0218,5.0,5.0,0.000370331,0.00025262,0.000160976,0.000399634,0.000230806,0.00017463,0.000247823,0.000381256,0.000317071,0.000374572,0.00019427,0.000237463,0.000366181,0.000371827,0.000138349,0.000324524,0.000307764,0.000315541,0.000261309,0.000268357,0.000315383,0.000268768,0.000292119,0.000315943,0.34349567,1.026971012,0.30196784,1.206937582,0.400637927,1.086879775,0.221259363,1.175519737,NUDIX hydrolase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0218 PE=4 SV=1,,0.03839545971446058,0.27135106758627386,0.12019236575262189,0.23329876207300754
Q7U771,SYNW1115,5.0,5.0,0.000136243,0.000166776,0.000282116,0.000108088,0.000258098,0.00026977,0.000117616,0.000214629,0.000247151,0.000160924,0.000228275,0.000132092,0.000107299,0.000123167,0.000229154,0.000118659,0.00014855,0.000179404,0.000195045,0.000211985,0.000193132,0.000173764,0.000153207,0.000148871,0.347750535,1.086851125,0.473331157,0.990191519,0.383479077,0.88169385,0.288412095,0.856742402,Ribulose-phosphate 3-epimerase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cbbE PE=3 SV=1,,0.1201543360103717,-0.01422050223144155,-0.18165029824313447,-0.22306660259348385
Q7U9F0,SYNW0308,5.0,5.0,4.68948e-06,1.86798e-05,3.41513e-05,1.32069e-05,2.08765e-05,1.13711e-05,3.882e-05,3.86541e-05,4.07635e-05,4.61986e-06,1.44883e-05,1.20051e-05,1.72727e-05,1.82539e-05,1.75728e-05,1.99796e-05,3.69919e-05,2.82869e-05,1.91735e-05,1.51515E-05,3.94125e-05,1.03711e-05,1.76998e-05,2.84195e-05,0.357360001,0.790228811,0.062847673,2.055570471,0.057012594,1.706649294,0.007550906,2.740258098,Chorismate synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=aroC PE=3 SV=1,,-0.3396576483071692,1.0395388325778243,0.7711666238082526,1.454311783393263
Q7TTV6,SYNW1002,5.0,5.0,1.47884e-05,1.77012e-05,8.94077e-06,1.90128e-05,1.30984e-05,6.18787e-06,1.6645e-05,4.45563e-05,2.15808e-05,2.35259e-05,2.0491e-05,6.38068e-06,2.01238e-05,1.49406e-05,3.23071e-06,7.85685e-06,1.44652e-05,6.8779e-06,1.38101e-05,1.27663E-05,2.7594e-05,1.67992e-05,1.2765e-05,9.73333e-06,0.367597545,0.924420114,0.098602097,1.998102931,0.016920397,0.759859657,0.135655313,0.579392304,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=murF PE=3 SV=1,,-0.1133794438525324,0.9986309045609104,-0.396195111655962,-0.7873875733007482
Q7UA63,SYNW0037,5.0,5.0,6.56168e-06,1.8624e-05,6.8369e-06,9.13612e-06,8.92233e-06,9.5031e-06,1.60931e-05,2.3242e-05,1.25413e-05,1.01032e-05,1.16848e-05,4.88391e-06,1.08423e-05,9.06622e-06,9.65815e-06,1.04136e-05,1.73753e-05,1.02458e-05,1.06742e-05,9.18718E-06,1.72921e-05,8.89064e-06,9.85555e-06,1.26782e-05,0.376001815,0.86069184,0.023570684,1.619996442,0.347931285,1.108530823,0.080803713,1.426019348,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0037 PE=4 SV=1,,-0.21643130381882367,0.6959906445206454,0.14864888528958137,0.511993556167698
Q7U5T4,SYNW1611,5.0,5.0,0.000279584,0.000356805,0.00014997,0.000262124,0.000263648,0.000214504,0.000248322,0.00033242,0.000313798,0.000212491,0.000435005,0.00019186,0.000287099,0.000491933,0.000103679,0.000302977,0.000413907,0.000334483,0.00026212,0.000246759,0.00029818,0.000279786,0.000294237,0.000350455,0.383981829,0.941396906,0.314726419,1.137572394,0.402811352,1.051652291,0.140449124,1.252585838,Chromophore lyase CpcS/CpeS OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cpcS PE=3 SV=1,,-0.0871249834214785,0.18595835994114596,0.07265778355662626,0.3249094727327361
Q7U447,SYNW2227,5.0,5.0,3.80369e-05,7.67024e-05,4.5293e-06,3.2033e-05,8.08687e-05,3.79254e-06,4.75704e-05,7.58646e-05,9.95821e-05,2.81017e-05,0.000108779,6.62603e-06,7.11671e-05,0.000599494,2.04833e-05,8.472e-05,0.000182634,0.000115403,3.97562e-05,3.88981E-05,7.4339e-05,4.78356e-05,0.000230381,0.000127586,0.398818065,0.97841482,0.186500904,1.869872496,0.179199146,4.816108727,0.017538096,2.667168178,Possible porin OS=Synechococcus sp. (strain WH8102) OX=84588 GN=som PE=3 SV=1,,-0.03148183842744021,0.902939898102229,2.2678679623079736,1.4153087967362088
Q7U923,SYNW0436,5.0,5.0,6.28207e-05,0.000127864,4.62765e-05,9.18665e-05,9.49691e-05,6.6805e-05,0.000100245,0.000288364,0.00014681,6.64528e-05,6.77953e-05,0.000175935,0.000122833,0.000199908,4.24855e-05,0.00013149,0.000175714,0.000184756,7.89872e-05,8.45469E-05,0.000178473,0.000103394,0.000121742,0.000163986,0.400617655,1.070387226,0.053701555,2.25951996,0.418957229,1.177453656,0.084555871,1.586030216,Putative imidazole glycerol phosphate synthase subunit hisF2 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hisF2 PE=3 SV=1,,0.09813280407368417,1.1760163014505305,0.2356702771843419,0.6654202565766362
Q7U7H3,SYNW1011,5.0,5.0,3.63876e-06,2.18165e-05,1.2533e-05,1.0207e-05,1.81044e-05,6.33769e-06,1.00116e-05,3.12737e-05,3.33526e-05,3.72685e-06,7.32896e-06,3.25339e-06,5.2485e-06,2.16009e-05,1.90233e-06,7.52373e-06,2.92059e-05,2.08383e-05,1.26627e-05,1.15497E-05,2.48793e-05,4.76973e-06,9.58391e-06,1.91893e-05,0.401259212,0.91209967,0.054314177,1.964761544,0.210799146,2.00931807,0.059110885,4.02314238,Polyprenyl synthetase solanesyl diphosphate synthase (Sds) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=sds PE=3 SV=1,,-0.13273661089438238,0.9743542284309484,1.0067059571474224,2.008322796199961
Q7U3R1,SYNW2368,5.0,5.0,3.61755e-06,1.34845e-05,2.11286e-05,9.47093e-06,1.0572e-05,1.98527e-05,3.14213e-05,4.94249e-05,9.60438e-06,5.04268e-06,7.96577e-06,1.09871e-05,1.76719e-05,3.21898e-05,7.41662e-06,1.19092e-05,2.24709e-05,1.39449e-05,1.27435e-05,1.32985E-05,3.01502e-05,7.99853e-06,1.90928e-05,1.61083e-05,0.427846164,1.043550796,0.178430735,2.365920668,0.151266956,2.38703458,0.069614186,2.013906665,Putative flavoprotein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2368 PE=3 SV=1,,0.061500826998657075,1.2424016992897837,1.2552194663078988,1.0099968228373102
Q7U8X9,SYNW0480,5.0,5.0,2.87454e-05,4.61377e-05,2.51764e-05,3.75512e-05,3.58104e-05,2.33555e-05,5.11317e-05,0.000114098,3.80743e-05,3.14721e-05,3.78674e-05,3.13107e-05,6.13692e-05,8.77618e-05,1.59639e-06,8.40698e-05,4.42833e-05,4.31039e-05,3.33531e-05,3.22391E-05,6.77681e-05,3.35501e-05,5.02425e-05,5.71523e-05,0.429541045,0.966597355,0.090071569,2.031836351,0.278676644,1.497536328,0.123459307,1.703493699,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0480 PE=4 SV=1,,-0.04901304791150729,1.0227842086512473,0.5825910010706509,0.768496611104195
Q7U3T7,SYNW2342,5.0,5.0,2.04618e-05,2.94457e-05,3.17893e-05,1.78107e-05,2.95414e-05,3.51334e-05,3.19306e-05,6.80352e-05,0.000115989,1.47643e-05,1.75912e-05,2.3215e-05,4.44079e-05,5.42449e-05,2.99627e-05,3.23906e-05,4.81246e-05,0.000152473,2.72323e-05,2.74952E-05,7.19851e-05,1.85235e-05,4.28718e-05,7.76627e-05,0.446665021,1.009653391,0.084727287,2.643373587,0.057207282,2.314457202,0.11773297,4.192658359,50S ribosomal protein L1 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rplA PE=3 SV=1,,0.01386010791951015,1.4023803349394082,1.2106738851473096,2.067865276199717
