Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 2.1,Light 3.1,Light Glu nM 1.1,Light Glu nM 2.1,Light Glu nM 3.1,Light Glu mM 1.1,Light Glu mM 2.1,Light Glu mM 3.1,Darkness 1.1,Darkness 2.1,Darkness 3.1,Darkness Glu nM 1.1,Darkness Glu nM 2.1,Darkness Glu nM 3.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_WH7803,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness avg,Darkness Glu nM avg,Darkness Glu mM avg,FC G nM/L,FC G mM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GmM.L,log2FC.GnM.D,log2FC.GmM.D,extracted_gn,resolved_locus_tag,resolution_method
E4PM02,3.0,3.0,9.055847883,30S ribosomal protein S8 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsH PE=3 SV=1,8502.096522,57721.5468,7472.583215,20430.78924,12098.22101,937.9113052,89607.02459,18926.46134,686377.3518,3812.120885,9708.340819,9104.073436,18421.97096,1715.915629,13597.5954,170765.9057,20707.90197,874812.9409,0.00012,0.00126,7.5e-05,0.00027,0.00016,8e-06,0.00051,0.00026,0.00245,3.9e-05,8.7e-05,0.00018,0.00019,1.4e-05,0.00023,0.00067,0.00031,0.00234,30S ribosomal protein S8 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsH PE=3 SV=1,0.00048,0.000145236,0.001070703,0.000101655,0.000143074,0.001108118,0.3,2.21,1.41,10.9,0.236,0.305,0.294,0.115,-1.7369655941662063,1.144046369616707,0.4956951626240687,3.4462562298895643,rpsH,HP15_394,tier1:extracted_gn
E4PNZ7,9.0,9.0,38.85608578,Polyribonucleotide nucleotidyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pnp PE=3 SV=1,125847.4754,180381.1364,90352.05655,204770.1953,187448.5202,165509.1827,793900.4345,210661.6654,1984932.452,143445.3519,190713.196,71645.3965,147114.6306,398421.7854,131290.9504,2221780.873,152381.7306,3220615.444,0.00179,0.00393,0.00091,0.00271,0.00244,0.00142,0.00452,0.00285,0.00707,0.00148,0.00172,0.0014,0.00152,0.00318,0.00217,0.00876,0.00227,0.00862,Polyribonucleotide nucleotidyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pnp PE=3 SV=1,0.00221,0.002187414,0.00481641,0.001533486,0.002292692,0.006551711,0.99,2.18,1.5,4.27,0.49,0.169,0.103,0.077,-0.014499569695115,1.124328135002202,0.5849625007211562,2.0942360698457656,pnp,HP15_3063,tier1:extracted_gn
E4PQI5,2.0,2.0,6.974406958,Homoserine dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hom PE=3 SV=1,2358.50404,13817.24851,2129.731399,5420.234617,9475.277689,1137.479247,37723.38155,7090.559722,129583.6198,11871.08051,3378.285613,2308.541469,2753.404388,15288.47445,11910.50359,63066.88568,7937.821214,168842.951,3.4e-05,0.0003,2.1e-05,7.2e-05,0.00012,9.7e-06,0.00021,9.6e-05,0.00046,0.00012,3e-05,4.5e-05,2.8e-05,0.00012,0.0002,0.00025,0.00012,0.00045,Homoserine dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hom PE=3 SV=1,0.00012,6.82e-05,0.000257549,6.6e-05,0.000115959,0.000273021,0.58,2.17,1.76,4.13,0.26,0.268,0.285,0.088,-0.7858751946471527,1.1176950426697545,0.8155754288625726,2.0461417816447205,hom,HP15_764,tier1:extracted_gn
E4PPQ4,4.0,4.0,14.01831651,Homocysteine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_641 PE=3 SV=1,38420.36179,13330.41623,30393.30189,24650.5641,27936.15459,35202.70033,218213.2293,33210.93569,219569.5533,39107.07491,47824.10376,34191.57368,43187.05799,412611.2351,17007.72206,290194.8456,14729.52309,259891.167,0.00055,0.00029,0.0003,0.00033,0.00036,0.0003,0.00124,0.00045,0.00078,0.0004,0.00043,0.00067,0.00045,0.0033,0.00028,0.00114,0.00022,0.0007,Homocysteine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_641 PE=3 SV=1,0.00038,0.000330146,0.000825209,0.000501175,0.0013417,0.000686556,0.87,2.17,2.68,1.37,0.312,0.052,0.248,0.292,-0.2009126939259964,1.1176950426697545,1.422233000683048,0.4541758931858021,HP15_641,HP15_641,locus_tag:extracted_gn
E4PQS1,6.0,6.0,20.31483829,4-hydroxy-tetrahydrodipicolinate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dapA PE=3 SV=1,40483.33218,23744.36474,19729.21966,30156.75978,16809.17531,38279.37515,191298.3166,30856.17282,361247.068,23695.66366,33192.77396,8745.093372,27437.03232,29487.88412,9891.197942,195384.1783,35612.34973,613615.5427,0.00058,0.00052,0.0002,0.0004,0.00022,0.00033,0.00109,0.00042,0.00129,0.00024,0.0003,0.00017,0.00028,0.00024,0.00016,0.00077,0.00053,0.00164,4-hydroxy-tetrahydrodipicolinate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dapA PE=3 SV=1,0.00043,0.000315012,0.00093168,0.000238231,0.000227634,0.000981375,0.73,2.17,0.96,4.12,0.231,0.141,0.377,0.093,-0.4540316308947075,1.1176950426697545,-0.0588936890535685,2.0426443374084937,dapA,HP15_2027,tier1:extracted_gn
E4PJH3,5.0,4.0,18.36677337,Chaperone protein HtpG OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=htpG PE=3 SV=1,15976.09546,19760.23986,32604.95216,22683.1212,32277.3936,15048.80087,119799.6861,30579.69629,287582.7188,115612.7967,44389.06937,14097.75646,18242.00224,28255.37293,20877.11867,373963.3157,23467.25656,428108.8735,0.00023,0.00043,0.00033,0.0003,0.00042,0.00013,0.00068,0.00041,0.00102,0.00119,0.0004,0.00028,0.00019,0.00023,0.00035,0.00147,0.00035,0.00115,Chaperone protein HtpG OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=htpG PE=3 SV=1,0.00033,0.000282816,0.000707153,0.000622945,0.000253336,0.000990202,0.86,2.16,0.41,1.59,0.315,0.106,0.187,0.153,-0.2175914350726268,1.111031312388744,-1.286304185156641,0.6690267655096307,htpG,HP15_1395,tier1:extracted_gn
E4PNY9,8.0,8.0,30.96037579,High-affinity leucine-specific leucine-specific-binding periplasmic protein of high-affinity branched-chain amino acid ABC transporter transport system periplasmic binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3055 PE=3 SV=1,227395.5061,672367.0617,353597.7118,152156.843,305948.238,472174.1144,1780173.585,1259502.644,4679191.845,398319.3873,637121.0898,317159.3355,272307.6228,673392.0814,401507.8347,5267054.892,321011.0168,7427301.574,0.00323,0.01464,0.00355,0.00201,0.00398,0.00404,0.01014,0.01707,0.01667,0.00411,0.00574,0.00621,0.00281,0.00538,0.00665,0.02077,0.00478,0.01989,High-affinity leucine-specific leucine-specific-binding periplasmic protein of high-affinity branched-chain amino acid ABC transporter transport system periplasmic binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3055 PE=3 SV=1,0.00714,0.003342816,0.014626325,0.005352296,0.004948007,0.015146633,0.47,2.05,0.92,2.83,0.194,0.069,0.253,0.107,-1.0892673380970874,1.0356239097307212,-0.1202942337177117,1.5008020530571575,HP15_3055,HP15_3055,locus_tag:extracted_gn
E4PLZ1,6.0,6.0,22.681059,50S ribosomal protein L2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplB PE=3 SV=1,291700.742,262375.2867,146393.0458,388132.927,267346.8391,387940.1458,969690.949,489609.8216,2918356.677,546279.7262,400852.4051,233521.776,359824.4782,284523.642,219958.1216,2317442.76,254351.0727,5648590.726,0.00415,0.00571,0.00147,0.00514,0.00347,0.00332,0.00553,0.00663,0.0104,0.00564,0.00361,0.00457,0.00372,0.00227,0.00364,0.00914,0.00379,0.01512,50S ribosomal protein L2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplB PE=3 SV=1,0.00378,0.003976735,0.007518612,0.004606155,0.003211266,0.009350998,1.05,1.99,0.7,2.03,0.443,0.143,0.02,0.131,0.070389327891398,0.9927684307689242,-0.5145731728297583,1.0214797274104517,rplB,HP15_383,tier1:extracted_gn
E4PPA8,5.0,5.0,14.95008039,Aspartate-semialdehyde dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=asd PE=3 SV=1,128402.9892,165997.0557,250376.2065,78879.80398,261627.0896,241500.0151,798911.4969,382066.922,1680526.095,76180.04109,451299.6336,55477.19228,169399.5091,658726.215,309104.4432,1372829.602,220553.969,1957544.093,0.00183,0.00361,0.00251,0.00104,0.0034,0.00207,0.00455,0.00518,0.00599,0.00079,0.00407,0.00109,0.00175,0.00526,0.00512,0.00541,0.00329,0.00524,Aspartate-semialdehyde dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=asd PE=3 SV=1,0.00265,0.002169877,0.005238666,0.001979161,0.004044452,0.004647107,0.82,1.98,2.04,2.35,0.05,0.022,0.086,0.131,-0.2863041851566411,0.9855004303048848,1.0285691521967708,1.232660756790275,asd,HP15_1831,tier1:extracted_gn
E4PIR8,3.0,3.0,11.16726971,OmpA/MotB domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2555 PE=4 SV=1,68605.13343,53507.43383,34596.34752,116518.2795,89230.83506,29320.65125,336341.3153,103675.9986,440816.7801,78672.93731,84763.21565,46767.03037,119751.2394,55999.07418,23022.89479,532824.9183,49123.29494,559596.9208,0.00098,0.00117,0.00035,0.00154,0.00116,0.00025,0.00192,0.0014,0.00157,0.00081,0.00076,0.00092,0.00124,0.00045,0.00038,0.0021,0.00073,0.0015,OmpA/MotB domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2555 PE=4 SV=1,0.00083,0.000984278,0.001630572,0.000830232,0.000688635,0.001443799,1.19,1.97,0.83,1.74,0.266,0.056,0.337,0.125,0.2509615735332187,0.9781956296816516,-0.2688167584278,0.7990873060740036,HP15_2555,HP15_2555,locus_tag:extracted_gn
E4PL28,2.0,2.0,7.938893557,YjgF-like protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_306 PE=3 SV=1,31227.15227,32512.45786,2925.079159,42966.47427,55467.72644,20639.96709,119349.4737,45976.15167,284972.8505,10532.79651,139583.4764,69580.153,46933.15869,101260.1779,28984.61232,324285.6715,27938.24686,340475.6059,0.00044,0.00071,2.9e-05,0.00057,0.00072,0.00018,0.00068,0.00062,0.00102,0.00011,0.00126,0.00136,0.00048,0.00081,0.00048,0.00128,0.00042,0.00091,YjgF-like protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_306 PE=3 SV=1,0.00039,0.000488716,0.000772741,0.000909283,0.000591359,0.000868896,1.24,1.96,0.65,0.96,0.075,0.177,0.24,0.477,0.3103401206121505,0.9708536543404837,-0.6214883767462701,-0.0588936890535685,HP15_306,HP15_306,locus_tag:extracted_gn
E4PNJ4,2.0,2.0,6.625249386,"Glutathione S-transferase, N-terminal domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_548 PE=3 SV=1",23968.6221,80567.96476,50923.77043,21172.70625,53618.22261,87290.40643,233057.3627,83920.66107,725850.3537,47487.76607,80415.75989,19613.11662,24947.17268,88777.45355,84071.0258,408460.7967,49429.42526,909188.644,0.00034,0.00175,0.00051,0.00028,0.0007,0.00075,0.00133,0.00114,0.00259,0.00049,0.00072,0.00038,0.00026,0.00071,0.00139,0.00161,0.00074,0.00243,"Glutathione S-transferase, N-terminal domain protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_548 PE=3 SV=1",0.00087,0.000574542,0.001683612,0.000532774,0.000786509,0.001593882,0.66,1.94,1.48,2.99,0.265,0.203,0.288,0.107,-0.5994620704162712,0.9560566524124028,0.5655971758542251,1.5801454844233804,HP15_548,HP15_548,locus_tag:extracted_gn
E4PM00,2.0,2.0,6.832979441,50S ribosomal protein L5 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplE PE=3 SV=1,14904.06538,10188.05878,74943.50902,34440.32006,32015.02224,86397.06343,186843.4224,7676.650407,314901.6009,62695.85762,114661.0195,10868.485,150085.6302,41638.31714,11929.74157,423896.6416,10681.48971,624376.4514,0.00021,0.00022,0.00075,0.00046,0.00042,0.00074,0.00106,0.0001,0.00112,0.00065,0.00103,0.00021,0.00155,0.00033,0.0002,0.00167,0.00016,0.00167,50S ribosomal protein L5 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplE PE=3 SV=1,0.0004,0.000536957,0.000763491,0.000630879,0.000693598,0.001167507,1.36,1.93,1.1,1.85,0.106,0.16,0.452,0.266,0.4436066514756148,0.9486008474933556,0.137503523749935,0.8875252707415875,rplE,HP15_392,tier1:extracted_gn
E4PG91,6.0,6.0,28.00371695,"TRAP transporter solute receptor, TAXI family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1069 PE=4 SV=1",93233.50599,96363.10099,100825.7243,43791.96647,100146.8547,88175.32291,535036.6299,149285.9443,968274.228,83136.83825,125329.4993,126399.2384,89040.02637,260430.0985,95706.59642,530633.7264,131005.6414,2450116.245,0.00133,0.0021,0.00101,0.00058,0.0013,0.00075,0.00305,0.00202,0.00345,0.00086,0.00113,0.00247,0.00092,0.00208,0.00159,0.00209,0.00195,0.00656,"TRAP transporter solute receptor, TAXI family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1069 PE=4 SV=1",0.00148,0.000878434,0.002840301,0.001486871,0.001528689,0.003534994,0.59,1.92,1.03,2.38,0.037,0.105,0.472,0.092,-0.7612131404128835,0.9411063109464314,0.0426443374084937,1.250961573533219,HP15_1069,HP15_1069,locus_tag:extracted_gn
E4PMS2,2.0,2.0,10.07499146,Branched-chain-amino-acid aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ilvE PE=3 SV=1,12820.00157,17169.4636,40556.25977,30345.81675,22300.06657,27680.08488,190179.3834,5880.555085,181263.6093,111917.6997,22604.19349,6533.8028,60057.68025,60305.59829,7058.402337,397453.3067,3705.927262,427492.0652,0.00018,0.00037,0.00041,0.0004,0.00029,0.00024,0.00108,8e-05,0.00065,0.00115,0.0002,0.00013,0.00062,0.00048,0.00012,0.00157,5.5e-05,0.00114,Branched-chain-amino-acid aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ilvE PE=3 SV=1,0.00032,0.000309416,0.000603031,0.000495474,0.000406416,0.000922375,0.96,1.88,0.82,1.86,0.466,0.25,0.372,0.166,-0.0588936890535685,0.9107326619029126,-0.2863041851566411,0.8953026213333067,ilvE,HP15_436,tier1:extracted_gn
E4PIK8,2.0,2.0,6.721935272,Alanine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=alaS PE=3 SV=1,14672.84323,8670.959977,14583.37278,8750.641671,23339.35117,4002.301036,59248.91029,10731.72027,134608.4419,13176.97493,12148.57051,12059.52133,2760.858217,14800.6082,22114.28236,8476.102043,21500.48189,167877.526,0.00021,0.00019,0.00015,0.00012,0.0003,3.4e-05,0.00034,0.00015,0.00048,0.00014,0.00011,0.00024,2.9e-05,0.00012,0.00037,3.3e-05,0.00032,0.00045,Alanine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=alaS PE=3 SV=1,0.00018,0.000151127,0.000320848,0.000160475,0.000171016,0.00026777,0.83,1.77,1.07,1.67,0.359,0.164,0.446,0.207,-0.2688167584278,0.8237493603082727,0.0976107966264223,0.7398481026993274,alaS,HP15_1319,tier1:extracted_gn
E4PF74,3.0,2.0,8.831356764,Glutamine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glnS PE=3 SV=1,1443.121665,3175.887886,2186.711636,788.2003951,4424.229312,3413.627445,10715.41994,957.4632678,33019.38352,1242.486541,1957.57223,7218.559703,2232.542732,1467.219238,6094.467749,3588.098595,1571.626164,34865.22858,2.1e-05,6.9e-05,2.2e-05,1e-05,5.7e-05,2.9e-05,6.1e-05,1.3e-05,0.00012,1.3e-05,1.8e-05,0.00014,2.3e-05,1.2e-05,0.0001,1.4e-05,2.3e-05,9.3e-05,Glutamine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glnS PE=3 SV=1,3.7e-05,3.24e-05,6.39e-05,5.72e-05,4.52e-05,4.36e-05,0.87,1.72,0.79,0.76,0.255,0.304,0.253,0.256,-0.2009126939259964,0.7824085649273732,-0.3400754415976217,-0.3959286763311392,glnS,HP15_2191,tier1:extracted_gn
E4PF61,2.0,2.0,11.29135084,2-dehydro-3-deoxy-phosphogluconate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2177 PE=3 SV=1,196823.1454,179718.6585,420263.5038,169087.0843,320460.6036,448676.7714,868246.7265,688115.421,1188010.964,147047.7547,552876.4515,174899.4175,178563.1304,662309.8163,189288.5533,1321639.596,296227.6657,2062724.765,0.0028,0.00391,0.00421,0.00224,0.00416,0.00384,0.00495,0.00932,0.00423,0.00152,0.00498,0.00342,0.00184,0.00529,0.00313,0.00521,0.00441,0.00552,2-dehydro-3-deoxy-phosphogluconate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2177 PE=3 SV=1,0.00364,0.003413403,0.006167887,0.003306988,0.003424098,0.005049564,0.94,1.69,1.04,1.53,0.225,0.124,0.311,0.148,-0.0892673380970874,0.7570232465074596,0.0565835283663675,0.6135316529179271,HP15_2177,HP15_2177,locus_tag:extracted_gn
E4PF63,5.0,5.0,18.7966435,Glucose-6-phosphate 1-dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=zwf PE=3 SV=1,37752.08799,29576.83697,160270.6809,85081.62374,78330.49201,31441.68416,401061.7544,45799.36709,505602.6222,26351.1793,84071.33721,81008.5824,107156.6769,97878.08962,81008.47015,300709.7605,34061.67059,365727.1005,0.00054,0.00064,0.00161,0.00113,0.00102,0.00027,0.00229,0.00062,0.0018,0.00027,0.00076,0.00159,0.00111,0.00078,0.00134,0.00119,0.00051,0.00098,Glucose-6-phosphate 1-dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=zwf PE=3 SV=1,0.00093,0.000804387,0.001569019,0.000871547,0.001076935,0.000890861,0.87,1.69,1.24,1.02,0.428,0.185,0.296,0.485,-0.2009126939259964,0.7570232465074596,0.3103401206121505,0.0285691521967709,zwf,HP15_2179,tier1:extracted_gn
E4PJV9,3.0,3.0,6.92560482,"Lipoprotein, YaeC family OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3905 PE=3 SV=1",4091.241429,43560.59294,2850.105526,8051.573288,13305.7114,7157.260174,107027.2717,18067.89693,237216.7197,1859.720224,5237.526838,10715.80557,3274.306659,2454.13681,23789.85343,145490.381,18719.31478,296747.2743,5.8e-05,0.00095,2.9e-05,0.00011,0.00017,6.1e-05,0.00061,0.00024,0.00085,1.9e-05,4.7e-05,0.00021,3.4e-05,2e-05,0.00039,0.00057,0.00028,0.00079,"Lipoprotein, YaeC family OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3905 PE=3 SV=1",0.00035,0.000113572,0.000566575,9.2e-05,0.000149147,0.000549069,0.33,1.64,1.62,5.97,0.242,0.342,0.235,0.028,-1.5994620704162712,0.7136958148433589,0.6959938131099002,2.5777309314900805,HP15_3905,HP15_3905,locus_tag:extracted_gn
E4PHD6,8.0,8.0,29.1526866,Ferrichrome outer membrane transporter OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3673 PE=3 SV=1,56640.46624,127627.75,75485.05038,41256.59955,85516.81786,135380.1753,830481.4073,105780.3504,232837.1067,640237.254,212769.9836,52440.12868,32428.47976,119685.8325,66406.68392,1434122.799,77076.08378,114730.9814,0.00081,0.00278,0.00076,0.00055,0.00111,0.00116,0.00473,0.00143,0.00083,0.00661,0.00192,0.00103,0.00034,0.00096,0.0011,0.00566,0.00115,0.00031,Ferrichrome outer membrane transporter OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3673 PE=3 SV=1,0.00145,0.00093844,0.002331712,0.003183298,0.000797085,0.002370238,0.65,1.61,0.25,0.74,0.246,0.315,0.174,0.004,-0.6214883767462701,0.6870606883398924,-2.0,-0.4344028241457749,HP15_3673,HP15_3673,locus_tag:extracted_gn
E4PNU1,2.0,2.0,4.431633472,Carboxyl-terminal protease family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3007 PE=3 SV=1,6362.752852,11537.67659,10285.54932,3437.568149,1441.490702,3240.028275,51271.58794,1875.185036,107248.7998,6262.031363,3926.222115,893.9751469,0.0,37820.75912,707.3386965,94729.91048,3258.267094,138775.923,9e-05,0.00025,0.0001,4.6e-05,1.9e-05,2.8e-05,0.00029,2.5e-05,0.00038,6.5e-05,3.5e-05,1.7e-05,0.0,0.0003,1.2e-05,0.00037,4.9e-05,0.00037,Carboxyl-terminal protease family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3007 PE=3 SV=1,0.00015,3.06e-05,0.000233206,3.92e-05,0.00010465,0.00026456,0.21,1.57,2.67,6.76,0.09,0.321,0.293,0.085,-2.251538766995965,0.6507645591169023,1.4168397419128291,2.75702324650746,HP15_3007,HP15_3007,locus_tag:extracted_gn
E4PF58,9.0,9.0,40.95208359,Phosphogluconate dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=edd PE=3 SV=1,141552.0807,214841.1006,268521.5105,178684.9359,136236.9451,235418.292,893093.3178,87347.86631,2358101.332,271779.6724,158991.2157,120775.6707,115386.3794,207147.6738,91487.25714,1626765.667,55795.00493,3301260.115,0.00201,0.00468,0.00269,0.00237,0.00177,0.00201,0.00509,0.00118,0.0084,0.0028,0.00143,0.00236,0.00119,0.00166,0.00152,0.00641,0.00083,0.00884,Phosphogluconate dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=edd PE=3 SV=1,0.00313,0.002049759,0.004890951,0.002200162,0.00145419,0.005361869,0.66,1.56,0.66,2.44,0.189,0.293,0.148,0.132,-0.5994620704162712,0.6415460290875237,-0.5994620704162712,1.2868811477881617,edd,HP15_2174,tier1:extracted_gn
E4PFU9,6.0,6.0,18.74008012,Glyceraldehyde-3-phosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2255 PE=3 SV=1,85010.09244,136606.1652,119275.1184,86592.22451,56728.26793,78547.41559,792634.4925,79127.37295,787148.4811,45062.42313,74358.34125,32094.21438,130686.9283,70637.52362,39674.45562,817175.1249,36328.95686,698150.5409,0.00121,0.00297,0.0012,0.00115,0.00074,0.00067,0.00452,0.00107,0.0028,0.00047,0.00067,0.00063,0.00135,0.00056,0.00066,0.00322,0.00054,0.00187,Glyceraldehyde-3-phosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2255 PE=3 SV=1,0.00179,0.000851761,0.002797635,0.000587659,0.000857212,0.001877666,0.48,1.56,1.46,3.2,0.145,0.29,0.238,0.131,-1.0588936890535685,0.6415460290875237,0.5459683691052925,1.6780719051126378,HP15_2255,HP15_2255,locus_tag:extracted_gn
E4PNY4,2.0,2.0,7.265133858,Thioredoxin domain-containing protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3051 PE=3 SV=1,17049.55736,3797.325582,13284.14152,16989.44605,4648.351405,0.0,50133.49155,15830.83361,60005.32965,32334.48049,19147.77035,1746.598779,19057.63441,30112.75849,0.0,135872.7923,4330.535268,79577.99841,0.00024,8.3e-05,0.00013,0.00022,6e-05,0.0,0.00029,0.00021,0.00021,0.00033,0.00017,3.4e-05,0.0002,0.00024,0.0,0.00054,6.5e-05,0.00021,Thioredoxin domain-containing protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3051 PE=3 SV=1,0.00015,9.51e-05,0.000237981,0.000180117,0.000145838,0.000271127,0.62,1.56,0.81,1.51,0.133,0.04,0.31,0.229,-0.6896598793878495,0.6415460290875237,-0.3040061868900999,0.5945485495503542,HP15_3051,HP15_3051,locus_tag:extracted_gn
E4PLQ3,2.0,2.0,6.505787849,"TRAP dicarboxylate transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4076 PE=4 SV=1",62614.69893,45699.16278,39092.19183,43750.51721,33106.08041,57420.36795,177523.5548,18901.90915,616885.9297,57763.09232,5742.469023,26319.94074,80782.72718,138580.8055,52689.24506,345024.2392,30559.87727,180398.2688,0.00089,0.001,0.00039,0.00058,0.00043,0.00049,0.00101,0.00026,0.0022,0.0006,5.2e-05,0.00052,0.00083,0.00111,0.00087,0.00136,0.00046,0.00048,"TRAP dicarboxylate transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4076 PE=4 SV=1",0.00076,0.000500159,0.00115507,0.00038763,0.000938198,0.0007663,0.66,1.52,2.42,1.98,0.156,0.325,0.082,0.121,-0.5994620704162712,0.6040713236688608,1.2750070474998698,0.9855004303048848,HP15_4076,HP15_4076,locus_tag:extracted_gn
E4PNT4,2.0,2.0,6.533130169,Hemin degrading factor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3000 PE=4 SV=1,29097.5228,32851.78866,16717.809,16299.44138,13968.72325,14028.07355,273561.6537,13685.77183,60747.5616,654235.5306,40432.81708,19210.73998,11705.03572,85862.02781,11321.55626,166982.2618,2263.091476,23069.21409,0.00041,0.00072,0.00017,0.00022,0.00018,0.00012,0.00156,0.00019,0.00022,0.00675,0.00036,0.00038,0.00012,0.00069,0.00019,0.00066,3.4e-05,6.2e-05,Hemin degrading factor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3000 PE=4 SV=1,0.00043,0.000172425,0.000653563,0.002497167,0.000331523,0.000251312,0.4,1.51,0.13,0.1,0.106,0.348,0.218,0.182,-1.3219280948873622,0.5945485495503542,-2.9434164716336326,-3.321928094887362,HP15_3000,HP15_3000,locus_tag:extracted_gn
