Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description
Q062Q0,NA,3,3,0.000376571,0.000303319,0.000119657,0.000163942,0.00012472,0.000267579,0.000575113,0.000308493,0.000287844,0.000453142,0.000367299,0.000133175,0.000380194,0.000174579,0.000106051,0.000533871,0.000335717,0.000312005,0.000266515,0.000185413,0.000390483,0.000317872,0.000220274,0.000393864,0.203208326,0.695694528,0.179943865,1.465143368,0.241241911,0.692965913,0.2784348,1.239066191,"6,7-dimethyl-8-ribityllumazine synthase OS=Synechococcus sp. BL107 OX=313625 GN=ribH PE=3 SV=1"
Q05ZX9,NA,3,3,0.000983741,0.001261917,0.000726441,0.001195721,0.000703169,0.001193327,0.002008923,0.001414842,0.000884409,0.000899506,0.001010931,0.001113624,0.001268481,0.000989137,0.000530271,0.001175539,0.001602579,0.000957819,0.0009907,0.001030739,0.001436058,0.00100802,0.000929296,0.001245312,0.433774263,1.040414951,0.141693522,1.449539024,0.371437172,0.92190227,0.149714158,1.235404033,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11416 PE=4 SV=1
Q05ZR9,NA,3,3,0.000222274,0.001345858,0.005661898,0.000139597,0.000611123,0.002409921,0.000511088,0.000920555,0.008319302,0.000206468,0.000572373,0.001319985,0.000127389,0.001375119,0.002461614,0.000608583,0.00234271,0.00611389,0.00241001,0.001053547,0.003250315,0.000699609,0.001321374,0.003021728,0.246115692,0.43715455,0.397665619,1.348672878,0.226782564,1.888733502,0.116951666,4.319169207,RNA-binding region RNP-1 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11716 PE=4 SV=1
Q064L2,NA,3,3,0.000468698,0.000471969,0.00013609,0.00025247,0.0002692,0.000041757,0.000717464,0.000324928,0.000380602,0.000390681,0.00019849,0.000188612,0.000430053,0.000094464,0.000255759,0.000315978,0.000099769,0.000497998,0.000358919,0.000187809,0.000474331,0.000259261,0.000260092,0.000304582,0.1342983,0.523262683,0.26221055,1.32155528,0.497339691,1.003204614,0.374827686,1.174806303,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16950 PE=3 SV=1
Q067C0,NA,3,3,0.000069646,0.000072871,0.000166118,0.000024978,0.000046605,0.000039929,0.000090633,0.000106152,0.000207069,0.000013985,0.000021255,0.00023807,0.000032522,0.0000906,0.000134923,0.000074305,0.000097388,0.000146695,0.000102878,0.00003717,0.000134618,0.000091103,0.000086015,0.000106129,0.055725077,0.361304453,0.273499872,1.308511859,0.475950653,0.944152369,0.426975042,1.164937983,Glucose-6-phosphate isomerase OS=Synechococcus sp. BL107 OX=313625 GN=pgi PE=3 SV=1
Q063Z5,NA,3,2,0.000919259,0.00133246,0.000662991,0.000506778,0.000264203,0.000377933,0.001619743,0.000842794,0.001024438,0.000520117,0.00077099,0.000445086,0.000886176,0.000549783,0.000149203,0.001771071,0.000977543,0.000614674,0.00097157,0.000382971,0.001162325,0.000578731,0.000528387,0.001121096,0.023425449,0.394177869,0.28286676,1.196336926,0.420324269,0.913010243,0.100839502,1.937162698,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16150 PE=4 SV=1
Q065U7,NA,3,3,0.000080011,0.000142223,0.000306419,0.000066262,0.000148773,0.000097903,0.000332844,0.000151443,0.00014155,0.000050514,0.000089486,0.000163745,0.000092972,0.000121956,0.000170784,0.000103189,0.000199246,0.000068284,0.000176218,0.000104313,0.000208612,0.000101248,0.000128571,0.000123573,0.186282633,0.591954389,0.370992643,1.183833384,0.267155948,1.269857162,0.343066142,1.220492648,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14520 PE=4 SV=1
Q062V6,NA,3,3,0.000837286,0.001204249,0.001516848,0.000799672,0.001034602,0.000374636,0.001207954,0.002081158,0.000868999,0.00047987,0.000549344,0.000507498,0.001001373,0.000358519,0.000690849,0.001165535,0.000762711,0.000767061,0.001186128,0.000736303,0.001386037,0.000512237,0.000683581,0.000898436,0.088890097,0.620762157,0.326074142,1.168539511,0.205348424,1.334499637,0.022984047,1.753943996,Predicted pyridoxal phosphate-dependent enzyme apparently OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05934 PE=3 SV=1
Q060P4,NA,3,3,0.000898489,0.001030468,0.000730161,0.001459248,0.0007815,0.000996201,0.000670732,0.001311698,0.00104779,0.000918189,0.00086744,0.001395499,0.001591443,0.001725592,0.000605683,0.002171855,0.001261019,0.000977342,0.000886373,0.001078983,0.001010073,0.001060376,0.001307572,0.001470072,0.213470982,1.217301761,0.289646316,1.139558179,0.280834122,1.233121343,0.180543724,1.386368391,Possible carbon dioxide concentrating mechanism protein CcmK OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10591 PE=4 SV=1
Q060A4,NA,3,3,0.000057035,0.000045481,0.000249594,0.000062919,0.000152756,0.00003699,0.000064144,0.000196183,0.000129724,0.000058645,0.00006025,0.000060818,0.00006279,0.000147486,0.000063317,0.000121922,0.000031515,0.000030049,0.00011737,0.000084222,0.000130017,0.000059904,0.000091197,0.000061162,0.340508597,0.717577101,0.43826451,1.107753083,0.164312082,1.522389898,0.484482134,1.021000495,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11291 PE=4 SV=1
Q064R2,NA,3,3,0.000130087,0.00008853,0.000048741,0.00005854,0.000080359,0.000004571,0.000136308,0.00007079,0.000081308,0.000135255,0.000056999,0.000017983,0.000035823,0.000003503,0.000086643,0.000146224,0.00001324,0.00004373,0.000089119,0.000047823,0.000096136,0.000070079,0.00004199,0.000067731,0.136617818,0.536622833,0.416153718,1.078730848,0.27068671,0.599177343,0.483391084,0.966504138,ATP synthase subunit alpha OS=Synechococcus sp. BL107 OX=313625 GN=atpA PE=3 SV=1
Q067L0,NA,3,3,0.000097597,0.000095251,0.000069465,0.000069406,0.000050481,0.000030622,0.000127899,0.000114648,0.0000383,0.000064919,0.000052677,0.000027486,0.000060205,0.000041334,0.000023442,0.000144393,0.000083359,0.000034704,0.000087438,0.00005017,0.000093616,0.000048361,0.00004166,0.000087485,0.03024983,0.57377486,0.421762298,1.070651554,0.342018491,0.861450324,0.15442313,1.809014587,NUDIX family protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_12455 PE=4 SV=1
Q060X1,NA,3,3,0.000260841,0.000244145,0.000690953,0.000017687,0.000114448,0.000326949,0.000300867,0.000137541,0.000559997,0.000236518,0.00005798,0.000858792,0.000039783,0.000879886,0.000361815,0.000078895,0.000414243,0.00021032,0.000398646,0.000153028,0.000332802,0.00038443,0.000427161,0.000234486,0.113696763,0.38386955,0.373878074,0.834829503,0.453655892,1.111154978,0.298595148,0.609957074,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08359 PE=4 SV=1
Q066V6,NA,3,3,0.000463722,0.00024659,0.000146134,0.000296455,0.000205334,0.000113811,0.000310943,0.000250021,0.000124271,0.000305937,0.000033435,0.000154469,0.000516717,0.000137722,0.000070857,0.000503089,0.00021991,0.000117238,0.000285482,0.0002052,0.000228412,0.000164614,0.000241765,0.000280079,0.248402143,0.718783428,0.313576539,0.800090923,0.327081377,1.468682901,0.227531056,1.70143049,Flavin prenyltransferase UbiX OS=Synechococcus sp. BL107 OX=313625 GN=ubiX PE=3 SV=1
Q064V4,NA,3,3,0.010503742,0.011275099,0.017634272,0.010658263,0.007213996,0.006069599,0.006817738,0.003678701,0.015949236,0.006572102,0.00875828,0.003516988,0.007522604,0.0045249,0.01692978,0.002341824,0.003642002,0.012826909,0.013137705,0.007980619,0.008815225,0.006282457,0.009659095,0.006270245,0.061593873,0.607459175,0.186750342,0.670986705,0.224841863,1.537470864,0.498739433,0.998056119,Ferredoxin (2Fe-2S) OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16490 PE=4 SV=1
Q05ZA8,NA,3,3,0.000046719,0.000265821,0.000327001,0.000010602,0.000279828,0.000120176,0.000053151,0.000168056,0.000155913,0.000010648,0.000028645,0.000122119,0.000008794,0.000060637,0.000137856,0.000028144,0.000067134,0.000124532,0.00021318,0.000136869,0.000125707,0.000053804,0.000069096,0.00007327,0.272520807,0.642033596,0.19907668,0.589672928,0.389592692,1.284208307,0.342081875,1.361793036,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase OS=Synechococcus sp. BL107 OX=313625 GN=pebA PE=3 SV=1"
Q060A7,NA,3,3,0.000185582,0.000040087,0.000111381,0.000176907,0.000060274,0.000191674,0.00008883,0.000060813,0.00003047,0.000177542,0.00017427,0.000036144,0.000206144,0.0001618,0.000042281,0.000055537,0.000115648,0.000031101,0.00011235,0.000142952,0.000060037,0.000129319,0.000136742,0.000067428,0.315927016,1.272376876,0.156033073,0.534375842,0.458908774,1.057399245,0.153633538,0.521412544,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11276 PE=4 SV=1
Q062J5,NA,3,3,0.00053607,0.000646692,0.000229502,0.000317173,0.000279203,0.000105122,0.000497988,0.000085063,0.000049064,0.000298402,0.000051026,0.000154984,0.000510695,0.000124646,0.000070195,0.000642205,0.000356758,0.000251955,0.000470755,0.000233832,0.000210705,0.000168137,0.000235179,0.000416973,0.083894609,0.496718146,0.122038667,0.447590307,0.344849092,1.398730913,0.071630136,2.479953695,4-hydroxythreonine-4-phosphate dehydrogenase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06489 PE=3 SV=1
Q05YT5,NA,2,2,0.000024416,0.000002274,0.000003751,0.000179435,0.000243973,0.000161342,0.001252336,0.001467909,0.000430954,0.000023111,0.000001495,0.000014036,0.00027948,0.000121263,0.000000704,0.001100845,0.000823056,0.000394695,0.000010147,0.000194917,0.001050399,0.00001288,0.000133816,0.000772865,0.001047215,19.20988024,0.015079359,#############,0.104775788,10.3890504,0.010431083,60.00295652,DNA topoisomerase 1 OS=Synechococcus sp. BL107 OX=313625 GN=topA PE=3 SV=1
Q064F4,NA,2,2,0.000036132,0.000069949,0.000112781,0.000028637,0.000332356,0.000019138,0.000171665,0.002893845,0.000086942,0.000027735,0.000017224,0.000046926,0.000032256,0.000013161,0.000033796,0.000097733,0.000104643,0.000077084,0.000072954,0.00012671,0.001050818,0.000030628,0.000026404,0.000093153,0.318170324,1.736850466,0.174359239,14.40382961,0.359527785,0.862092891,0.003240805,3.041399886,Phosphoglucomutase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_17240 PE=3 SV=1
Q061K4,NA,2,2,0.000239202,0.000118582,0.000180137,0.000167105,0.000207974,0.000062038,0.003831409,0.001100635,0.001447064,0.000071543,0.000060832,0.000118162,0.000194403,0.000057908,0.000130596,0.000776684,0.000275189,0.001242854,0.000179307,0.000145706,0.002126369,0.000083512,0.000127636,0.000764909,0.28941833,0.812603352,0.043031199,11.85881392,0.182308946,1.528348176,0.035837824,9.159254504,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_07694 PE=4 SV=1
Q060D2,NA,2,2,0.000040745,0.000033977,0.000103968,0.000063375,0.000123506,0.000064333,0.000443364,0.000973856,0.000130496,0.000017897,0.000045653,0.000103052,0.000090704,0.000042804,0.000097464,0.000436435,0.000177165,0.0001142,0.000059563,0.000083738,0.000515905,0.000055534,0.00007699,0.0002426,0.231860163,1.405861698,0.069282512,8.661451015,0.259678569,1.386369426,0.069914643,4.368517882,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11151 PE=4 SV=1
Q05YI2,NA,2,2,0.000316201,0.000260048,0.000204072,0.000505897,0.00028841,0.000212276,0.003148424,0.001764838,0.001486906,0.0002782,0.000379505,0.00017736,0.000661199,0.000270397,0.000309512,0.002058016,0.000507557,0.000978051,0.000260107,0.000335528,0.00213339,0.000278355,0.000413703,0.001181208,0.233083491,1.289958968,0.010996111,8.201959984,0.189996571,1.486241296,0.061375829,4.243532594,Inorganic pyrophosphatase OS=Synechococcus sp. BL107 OX=313625 GN=ppa PE=3 SV=1
Q060U4,NA,2,2,0.000387363,0.000336993,0.00062066,0.000852821,0.000388367,0.00057012,0.001238144,0.003069076,0.004377075,0.000446112,0.000322471,0.000414243,0.00042306,0.000470329,0.000485788,0.001328947,0.001261311,0.002029079,0.000448339,0.00060377,0.002894765,0.000394275,0.000459726,0.001539779,0.194396174,1.346681073,0.027753592,6.456644398,0.095326824,1.166002359,0.004958963,3.905339368,DNA-directed RNA polymerase subunit alpha OS=Synechococcus sp. BL107 OX=313625 GN=rpoA PE=3 SV=1
Q05YR2,NA,2,2,0.000081116,0.000085972,0.000050043,0.000065685,0.000062189,0.000029742,0.000174992,0.000594358,0.000106387,0.000043471,0.000037067,0.000055929,0.000081691,0.00002848,0.000017609,0.000483841,0.000085396,0.000106564,0.000072377,0.000052539,0.000291912,0.000045489,0.000042594,0.000225267,0.14203307,0.725901174,0.112234436,4.033213783,0.44740555,0.936350736,0.118762369,4.952126267,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Synechococcus sp. BL107 OX=313625 GN=ispD PE=3 SV=1
Q066A1,NA,2,2,0.00009628,0.000172181,0.000164437,0.000108423,0.000223822,0.000173655,0.00090445,0.000362258,0.000289363,0.000090207,0.000170149,0.000101765,0.000090379,0.000281907,0.000123946,0.000304007,0.000143203,0.000101844,0.0001443,0.000168633,0.00051869,0.000120707,0.00016541,0.000183018,0.293268637,1.168633032,0.064012271,3.594538129,0.261984558,1.370348106,0.200954092,1.516217789,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14250 PE=4 SV=1
Q067W6,NA,2,2,0.000089647,0.000108666,0.000087547,0.000038753,0.00006705,0.000038073,0.00039563,0.000285063,0.000300304,0.000089408,0.000054428,0.000035107,0.00006273,0.000040174,0.000034428,0.000155655,0.000037977,0.000155467,0.000095286,0.000047959,0.000326999,0.000059648,0.000045777,0.000116366,0.00771111,0.503311805,0.001384871,3.431751503,0.242952846,0.76745962,0.125493178,1.950892307,Transcription termination/antitermination protein NusA OS=Synechococcus sp. BL107 OX=313625 GN=nusA PE=3 SV=1
Q066V2,NA,2,2,0.000043397,0.000051069,0.000023302,0.000044009,0.000049917,0.000036863,0.000123072,0.00019152,0.000043516,0.000017596,0.000035395,0.000022636,0.000034794,0.000025643,0.000013428,0.000054282,0.000025143,0.00008757,0.000039256,0.000043596,0.00011937,0.000025209,0.000024622,0.000055665,0.329131258,1.110551603,0.069864956,3.040771238,0.473005581,0.976713381,0.090235169,2.208146951,Putative modulator of DNA gyrase TldD OS=Synechococcus sp. BL107 OX=313625 GN=BL107_13245 PE=4 SV=1
Q061E6,NA,2,2,0.000056746,0.000122731,0.000031907,0.000071009,0.000193927,0.000043101,0.000260598,0.000249701,0.000099161,0.000050983,0.000032757,0.000077105,0.000054284,0.000089109,0.000029016,0.000239665,0.000084684,0.000096842,0.000070461,0.000102679,0.000203153,0.000053615,0.00005747,0.000140397,0.290345772,1.457241173,0.043351124,2.883189853,0.433689788,1.071903268,0.083290178,2.618627012,Thymidylate synthase complementing protein ThyX OS=Synechococcus sp. BL107 OX=313625 GN=BL107_07984 PE=4 SV=1
Q066N2,NA,2,2,0.000006211,0.000010033,0.000005593,0.000001015,0.000040374,0.000045248,0.000013123,0.000026279,0.000023089,0.000007723,0.000006545,0.000020874,0.000010287,0.000002876,0.000024402,0.00001332,0.000015822,0.000012098,0.000007279,0.000028879,0.00002083,0.000011714,0.000012522,0.000013747,0.099788776,3.967434684,0.016021114,2.861714052,0.461286872,1.068959638,0.34449447,1.173535264,GTP-binding protein TypA OS=Synechococcus sp. BL107 OX=313625 GN=BL107_13595 PE=4 SV=1
Q063R3,NA,2,2,0.000090751,0.000128543,0.000827708,0.000039568,0.000250452,0.000101033,0.00195427,0.000507166,0.000498782,0.000084361,0.000201415,0.000278928,0.000201194,0.000115045,0.00055444,0.000703535,0.000217539,0.000571011,0.000349001,0.000130351,0.000986739,0.000188234,0.000290226,0.000497362,0.213578337,0.373496903,0.151458112,2.827325056,0.261432718,1.541835837,0.059019166,2.642247035,Putative glutathione S-transferase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_04899 PE=4 SV=1
Q065T1,NA,2,2,0.000197927,0.000488057,0.000593768,0.00058252,0.000929043,0.000497984,0.001453427,0.001150927,0.000969296,0.000252672,0.000304082,0.000202979,0.000307879,0.000395895,0.000583448,0.001073111,0.000507127,0.000670323,0.000426584,0.000669849,0.001191217,0.000253244,0.000429074,0.000750187,0.120850349,1.570262213,0.007127421,2.792454461,0.055700078,1.694310411,0.021815772,2.962308632,YjgF-like protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14600 PE=4 SV=1
Q060P9,NA,2,2,0.000313512,0.000336926,0.000753471,0.000222981,0.000535647,0.000373778,0.001438654,0.000966768,0.001505166,0.000216841,0.000140535,0.000260487,0.000332046,0.000375864,0.000946675,0.000992373,0.000335866,0.001172439,0.00046797,0.000377468,0.001303529,0.000205954,0.000551528,0.000833559,0.310379631,0.806609074,0.009809554,2.785500255,0.080389222,2.67791592,0.035388717,4.047303548,Ribulose-bisphosphate carboxylase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10566 PE=4 SV=1
Q067S4,NA,2,2,0.000069934,0.00010275,0.000295878,0.000048263,0.00006577,0.000058225,0.000572401,0.000147765,0.000543115,0.000047493,0.000069433,0.000137162,0.000057492,0.000085292,0.00004352,0.000249461,0.000048119,0.000333665,0.000156187,0.00005742,0.000421094,0.000084696,0.000062101,0.000210415,0.117376394,0.367633276,0.080261265,2.696081676,0.244230091,0.733225048,0.115117805,2.484359828,Peptidyl-prolyl cis-trans isomerase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15720 PE=3 SV=1
Q065G9,NA,2,2,0.000027738,0.000005876,0.000049874,0.000022211,0.00003973,0.000016314,0.000128377,0.000063323,0.000028596,0.000009431,0.000009555,0.000015791,0.000025892,0.000007205,0.000020092,0.000061878,0.000029076,0.00002758,0.000027829,0.000026085,0.000073432,0.000011593,0.00001773,0.000039511,0.455075371,0.937316588,0.112931918,2.638649895,0.178778317,1.529406012,0.03515223,3.408318369,Possible nucleotide sugar epimerase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15160 PE=4 SV=1
Q060I9,NA,2,2,0.000075903,0.00012184,0.000047293,0.000000396,0.000033139,0.00000187,0.000365832,0.000185012,0.000094348,0.000045983,0.000403916,0.000001668,0.000006879,0.000000159,0.000036487,0.000349185,0.000013195,0.000042717,0.000081679,0.000011802,0.000215064,0.000150523,0.000014508,0.000135032,0.022326889,0.144489266,0.091031534,2.633050189,0.173641269,0.096385231,0.465194959,0.897091442,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10866 PE=4 SV=1
Q062J4,NA,2,2,0.000334435,0.000704804,0.000916515,0.00058097,0.000564132,0.001083882,0.000870063,0.002637674,0.001580509,0.000405069,0.001027859,0.001078837,0.000363662,0.001147105,0.000787431,0.000520054,0.000402184,0.0006548,0.000651918,0.000742995,0.001696082,0.000837255,0.000766066,0.000525679,0.362266827,1.139705394,0.062894366,2.601678834,0.415703486,0.914973448,0.122250065,0.627860577,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06494 PE=4 SV=1
Q062K4,NA,2,2,0.000076044,0.000012195,0.000036915,0.000012923,0.000040188,0.000018887,0.000073227,0.000089902,0.00012226,0.0000623,0.000016202,0.000011333,0.000039447,0.000016518,0.000011966,0.000124555,0.000062369,0.000212797,0.000041718,0.000023999,0.00009513,0.000029945,0.000022644,0.000133241,0.216490419,0.575274891,0.042771276,2.280298353,0.355362571,0.75616315,0.045391059,4.449468354,Soluble hydrogenase small subunit OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06444 PE=3 SV=1
Q05ZK1,NA,2,2,0.000016524,0.000011286,0.000095404,0.000016109,0.000037067,0.000031656,0.00017929,0.000071222,0.000025565,0.000002977,0.000003885,0.00005669,0.000014313,0.000020658,0.000053338,0.000112867,0.000046924,0.000046572,0.000041071,0.000028277,0.000092026,0.000021184,0.000029436,0.000068788,0.335308552,0.688492893,0.195731288,2.240636454,0.360204866,1.389538206,0.083931122,3.247156973,Acid phosphatase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_12056 PE=3 SV=1
Q063L2,NA,2,2,0.00003386,0.000122225,0.000110197,0.000022647,0.000107565,0.000022095,0.000076893,0.000330049,0.000174262,0.000033302,0.00004082,0.00001068,0.000018055,0.000017121,0.00006352,0.000021949,0.000025543,0.000113806,0.000088761,0.000050769,0.000193735,0.000028267,0.000032898,0.000053766,0.196112563,0.571977105,0.126685462,2.182661358,0.403742135,1.163827689,0.230989231,1.902037536,NAD(P)H-quinone oxidoreductase subunit M OS=Synechococcus sp. BL107 OX=313625 GN=ndhM PE=3 SV=1
Q065B6,NA,2,2,0.000011986,0.000040645,0.000123617,0.000013648,0.000025144,0.000015016,0.000112356,0.000168458,0.000098094,0.00001114,0.000043407,0.000050434,0.0000186,0.000006263,0.000014569,0.000113693,0.000047569,0.000037049,0.000058749,0.000017936,0.000126303,0.000034994,0.000013144,0.000066104,0.146063359,0.305293698,0.082311134,2.149852086,0.079359094,0.375603832,0.155656339,1.889000027,2-isopropylmalate synthase OS=Synechococcus sp. BL107 OX=313625 GN=leuA PE=3 SV=1
Q067Q9,NA,2,2,0.000030501,0.000075469,0.000123885,0.000017296,0.000089654,0.000065671,0.000189381,0.000186061,0.000092828,0.000026779,0.000011565,0.00004532,0.000061502,0.000044117,0.00002547,0.000169127,0.000100336,0.00004883,0.000076618,0.00005754,0.00015609,0.000027888,0.000043696,0.000106098,0.30410439,0.750999016,0.064260237,2.037237223,0.164962114,1.566851546,0.048376777,3.804405976,3-phosphoshikimate 1-carboxyvinyltransferase OS=Synechococcus sp. BL107 OX=313625 GN=aroA PE=3 SV=1
Q060W6,NA,2,2,0.00001473,0.000029039,0.000012982,0.000013716,0.000015265,0.000022287,0.000012058,0.000077069,0.000023707,0.000006897,0.000019489,0.000027962,0.000012273,0.00003538,0.00002545,0.000062637,0.000008891,0.000020685,0.000018917,0.00001709,0.000037611,0.000018116,0.000024368,0.000030738,0.382856666,0.903401259,0.208247213,1.988248499,0.264227621,1.345116007,0.254406497,1.696732117,Possible porin OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08384 PE=3 SV=1
Q062T2,NA,2,2,0.000072209,0.000067722,0.000022011,0.000037388,0.000028329,0.000027212,0.000240652,0.000056664,0.000019703,0.000098262,0.000032381,0.000047566,0.000074557,0.000030828,0.000005126,0.000260627,0.000084398,0.000023661,0.000053981,0.000030976,0.000105673,0.000059403,0.000036837,0.000122895,0.116176821,0.573838789,0.251138063,1.957603123,0.235785945,0.620118927,0.219062771,2.068842899,Single-stranded DNA-binding protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06054 PE=3 SV=1
Q061C4,NA,2,2,0.000106681,0.000064199,0.000066848,0.000079337,0.000039646,0.000022148,0.000110823,0.000073837,0.000272158,0.000112264,0.000008727,0.000051828,0.000161575,0.000032629,0.000006365,0.00029465,0.000081192,0.000174313,0.000079243,0.000047044,0.000152273,0.000057607,0.000066856,0.000183385,0.106821972,0.593665472,0.153473758,1.921600497,0.439041447,1.160565523,0.070539199,3.183395527,Aspartate carbamoyltransferase OS=Synechococcus sp. BL107 OX=313625 GN=pyrB PE=3 SV=1
Q063T3,NA,2,2,0.000008171,0.000037757,0.000015842,0.000008054,0.000003302,0.000001103,0.000040757,0.000013517,0.000057908,0.000008185,0.000005265,0.000009598,0.000002865,0.000002912,0.000012559,0.000047294,0.000004879,0.000038931,0.00002059,0.000004153,0.000037394,0.000007683,0.000006112,0.000030368,0.072569467,0.201705014,0.171999011,1.816151428,0.336990853,0.795552067,0.078371801,3.952722348,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15765 PE=4 SV=1
Q067B9,NA,2,2,0.000066151,0.000083092,0.000025711,0.000018877,0.000041895,0.00000465,0.000070575,0.000186495,0.000014572,0.000028934,0.00000454,0.000009616,0.000053797,0.000003312,0.000010806,0.000015013,0.000051692,0.000021639,0.000058318,0.000021807,0.000090547,0.000014363,0.000022639,0.000029448,0.072379535,0.373938672,0.289382841,1.552642738,0.329551021,1.576147302,0.163393526,2.050240082,Leucine--tRNA ligase OS=Synechococcus sp. BL107 OX=313625 GN=leuS PE=3 SV=1
Q064S9,NA,2,2,0.00064065,0.000697504,0.000793713,0.00091483,0.001187273,0.00049331,0.000821361,0.001084167,0.001165751,0.000498152,0.000893555,0.000515462,0.00081309,0.000522565,0.000450675,0.000777343,0.000590617,0.000768942,0.000710622,0.000865138,0.00102376,0.000635723,0.000595444,0.000712301,0.248192455,1.21743712,0.025198849,1.440652479,0.412198746,0.936640168,0.309941182,1.1204576,Probable 30S ribosomal protein PSRP-3 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16615 PE=3 SV=1
Q066E1,NA,2,2,0.000891181,0.000895268,0.001011014,0.001016116,0.001202071,0.000655862,0.001134061,0.001120755,0.0015433,0.00069098,0.000949275,0.000798326,0.001139238,0.000603293,0.000491252,0.000881997,0.000922955,0.00078441,0.000932488,0.000958017,0.001266038,0.00081286,0.000744594,0.000863121,0.44229265,1.027377066,0.040832793,1.35769947,0.382597488,0.916017748,0.29400043,1.061831369,Superoxide dismutase [Cu-Zn] OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14050 PE=3 SV=1
Q05YJ0,NA,2,2,0.000902109,0.000756439,0.000510028,0.000584971,0.000427161,0.000601413,0.000278847,0.002058325,0.000537917,0.001025952,0.000279224,0.000736186,0.00067962,0.000437971,0.000214033,0.000290307,0.000919877,0.00046422,0.000722858,0.000537848,0.000958363,0.000680454,0.000443874,0.000558135,0.109737837,0.744057787,0.349528005,1.325796397,0.203499997,0.652321034,0.346043301,0.820238837,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10257 PE=4 SV=1
Q063N0,NA,2,2,0.000031228,0.000115945,0.000111741,0.000049881,0.000297142,0.000070307,0.000090336,0.000090645,0.00014678,0.000013337,0.0000051,0.000011859,0.000047888,0.000021505,0.000094825,0.000052509,0.000054238,0.000040188,0.000086304,0.00013911,0.000109254,0.000010098,0.000054739,0.000048978,0.281611016,1.611856458,0.264568984,1.265911895,0.053760996,5.420565701,0.0007939,4.850101544,"Two component transcriptional regulator, winged helix family protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05064 PE=4 SV=1"
Q063G2,NA,2,2,0.000166945,0.000102643,0.000039868,0.000109001,0.000091123,0.000011156,0.000215711,0.000059949,0.000113759,0.000202853,0.000074027,0.000089766,0.000166687,0.000035472,0.000025113,0.000111674,0.000086827,0.000056764,0.000103152,0.000070427,0.000129806,0.000122215,0.000075757,0.000085088,0.26412372,0.682746859,0.336360452,1.258398798,0.244396404,0.619868618,0.221073987,0.696215248,Imidazoleglycerol-phosphate dehydratase OS=Synechococcus sp. BL107 OX=313625 GN=hisB PE=3 SV=1
