 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_0979,,5.6,24.3,0.0,4.35,0.02,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_4033,,20.5,24.3,0.0,1.19,0.01,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0122,,19.5,23.0,0.0,1.18,0.01,0.01,hypothetical protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3332,,29.8,20.3,0.0,0.68,0.0,0.01,MltA-interacting MipA family protein,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,Peptidoglycan biosynthesis,Outer Membrane,,,,unresolved
SputW3181_2477,,60.5,20.3,0.0,0.33,0.0,0.01,LambdaSo-like head-tail connector protein HK97-gp6 family,Mobile and extrachromosomal element functions,Prophage functions,Bacteriophage; LambdaSo-like,Bacteriophage,,,,unresolved
SputW3181_2101,,19.5,20.3,0.0,1.04,0.01,0.01,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0760,,12.1,18.9,0.0,1.56,0.01,0.01,hypoxanthine-guanine phosphoribosyltransferase,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleotide and nucleoside interconversions,,Cytoplasm,,,,unresolved
SputW3181_1182,,23.3,18.9,0.0,0.81,0.01,0.01,COG4197 family uncharacterized protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3437,,10.2,18.9,0.0,1.85,0.01,0.01,SAM-dependent sulfatase maturase-associated protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3500,,18.6,18.9,0.0,1.02,0.01,0.01,Bon domain lipoprotein,Unknown function,General,,Extracellular Lipoprotein,,,,unresolved
SputW3181_0129,,14.0,17.6,0.0,1.26,0.01,0.01,aa3 type cytochrome c oxidase biogenesis protein Surf1-like,Energy metabolism,Electron transport,Low affinity O2 respiratory system,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_0610,,11.2,17.6,0.0,1.57,0.01,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,Crp,,,unresolved
SputW3181_0709,,12.1,17.6,0.0,1.45,0.01,0.01,phosphoglycerate mutase family protein,Unknown function,Enzymes of unknown specificity,,Periplasm,,,,unresolved
SputW3181_1724,,15.8,17.6,0.0,1.11,0.01,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1809,,24.2,17.6,0.0,0.73,0.01,0.01,protein of unknown function DUF2835,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3169,,11.2,17.6,0.0,1.57,0.01,0.01,hypothetical protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_1899,,13.0,16.2,0.0,1.24,0.01,0.01,uncharacterized protein encoded in exodeoxyribonuclease V operon,DNA metabolism,"DNA replication, recombination, and repair",DNA replication,Cytoplasm,,,,unresolved
SputW3181_0330,,10.2,16.2,0.0,1.58,0.01,0.01,P4-like integrase,Mobile and extrachromosomal element functions,Prophage functions,,Cytoplasm,,,,unresolved
SputW3181_0605,,18.6,16.2,0.0,0.87,0.01,0.01,redox-active disulfide protein 2,Protein fate,Protein folding and stabilization,Detoxificiation,Cytoplasm,,,,unresolved
SputW3181_3245,,20.5,16.2,0.0,0.79,0.01,0.01,bifunctional transcriptional regulator GntR family / aminotransferase,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0399,,14.9,16.2,0.0,1.09,0.01,0.01,BASS family sodium-dependent organic acid symporter,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",,Inner Membrane (8 transmembrane spans),Crp,,,unresolved
SputW3181_1491,,14.0,16.2,0.0,1.16,0.01,0.01,hexapeptide transferase domain protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3435,,11.2,16.2,0.0,1.45,0.01,0.01,Radical SAM domain protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3149,,26.1,14.9,0.0,0.57,0.0,0.01,glyoxalase family protein,Cellular processes,Detoxification,Oxidative stress,Cytoplasm,AzR,,,unresolved
SputW3181_1917,,14.0,14.9,0.0,1.06,0.01,0.01,CPA2 family transport system activator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0322,,14.0,14.9,0.0,1.06,0.01,0.01,protein of unknown function DUF45,Unknown function,General,Restriction-modification,Cytoplasm,,,,unresolved
SputW3181_0747,,9.3,14.9,0.0,1.6,0.01,0.01,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2464,,35.4,14.9,0.0,0.42,0.0,0.01,LambdaSo-like hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_2482,,34.4,14.9,0.0,0.43,0.0,0.01,LambdaSo-like conserved hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,,,,,unresolved
SputW3181_2640,,13.0,14.9,0.0,1.14,0.01,0.01,protein of unknown function DUF1706,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_4047,,27.0,14.9,0.0,0.55,0.0,0.01,predicted membrane protein of unknown function DUF2061,Unknown function,General,Iron homeostasis,Inner Membrane (1 transmembrane span),Fur,,,unresolved
SputW3181_2535,,7.4,13.5,0.0,1.81,0.02,0.01,glyoxalase family protein,Cellular processes,Detoxification,Oxidative stress,Cytoplasm,,,,unresolved
SputW3181_0975,,14.0,13.5,0.0,0.97,0.01,0.01,10 TMS drug/metabolite efflux pump (DME) family,Transport and binding proteins,Unknown substrate,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_1016,,11.2,13.5,0.0,1.21,0.01,0.01,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1748,,13.0,13.5,0.0,1.04,0.01,0.01,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3270,,13.0,13.5,0.0,1.04,0.01,0.01,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3929,,4.7,13.5,0.0,2.9,0.03,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3964,,10.2,13.5,0.0,1.32,0.01,0.01,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1578,,5.6,12.2,0.0,2.18,0.02,0.01,flavocytochrome c heme submit,Energy metabolism,Electron transport,Nitrate and nitrite respiration,Periplasm,NarP,,,unresolved
SputW3181_0809,,3.7,12.2,0.0,3.27,0.03,0.01,putative periplasmic protein of unknown function,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_2216,,13.0,12.2,0.0,0.93,0.01,0.01,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2409,,10.2,12.2,0.0,1.19,0.01,0.01,2OG-Fe(II) oxygenase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_2496,,16.7,12.2,0.0,0.73,0.01,0.01,LambdaSo-like hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_2548,,4.7,12.2,0.0,2.61,0.03,0.01,ribbon-helix-helix domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2772,,13.0,12.2,0.0,0.93,0.01,0.01,Zn-ribbon-containing possibly nucleic-acid-binding protein DUF2310,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2914,,3.7,12.2,0.0,3.27,0.03,0.01,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3035,,9.3,12.2,0.0,1.31,0.01,0.01,hypothetical periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3388,,8.4,12.2,0.0,1.45,0.01,0.01,membrane-anchored protein of unknown function DUF304,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3819,,14.9,12.2,0.0,0.82,0.01,0.01,protein of unknown function DUF2618,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0289,,7.4,10.8,0.0,1.45,0.02,0.01,fatty acid biosynthesis locus lipoprotein of unknown function DUF3261,Fatty acid and phospholipid metabolism,Biosynthesis,Fatty acid biosynthesis,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_4040,,5.6,10.8,0.0,1.94,0.02,0.01,periplasmic C-terminal peptidase S41 family,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Periplasm,,,,unresolved
SputW3181_2720,,10.2,10.8,0.0,1.06,0.01,0.01,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3683,,15.8,10.8,0.0,0.68,0.01,0.01,TetR family transcriptional repressor of phospholipid synthesis,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3389,,7.4,10.8,0.0,1.45,0.02,0.01,putative Mn2+/Fe2+ transporter NRAMP family,Transport and binding proteins,Cations and iron carrying compounds,Metal homeostasis,Inner Membrane (11 transmembrane spans),,,,unresolved
SputW3181_2666,,12.1,10.8,0.0,0.89,0.01,0.01,ACT domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3436,,5.6,10.8,0.0,1.94,0.02,0.01,SAM-depdendent sulfatase maturase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3479,,10.2,10.8,0.0,1.06,0.01,0.01,hypothetical inner membrane protein,Unknown function,General,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_3880,,12.1,10.8,0.0,0.89,0.01,0.01,hypothetical periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_2952,,11.2,9.5,0.0,0.85,0.01,0.01,arsenate detoxification system membrane anchored protein,Cellular processes,Detoxification,Detoxification - Arsenate,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_2485,,26.1,9.5,0.0,0.36,0.0,0.01,LambdaSo-like endonuclease HNH family,Mobile and extrachromosomal element functions,Prophage functions,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_1340,,7.4,9.5,0.0,1.27,0.02,0.01,diguanylate cyclase with HAMP domain,Regulatory functions,Small molecule interactions,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1169,,11.2,9.5,0.0,0.85,0.01,0.01,Co/Zn/Cd efflux system permease,Transport and binding proteins,Toxic compound efflux,Metal homeostasis,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_0749,,8.4,9.5,0.0,1.13,0.01,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0818,,11.2,9.5,0.0,0.85,0.01,0.01,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1180,,13.0,9.5,0.0,0.73,0.01,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1218,,8.4,9.5,0.0,1.13,0.01,0.01,OsmC-like superfamily protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2503,,14.9,9.5,0.0,0.64,0.01,0.01,LambdaSo-like hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_2656,,9.3,9.5,0.0,1.02,0.01,0.01,protein of unknown function DUF1289,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2668,,6.5,9.5,0.0,1.45,0.02,0.01,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3336,,9.3,9.5,0.0,1.02,0.01,0.01,cupin 2 conserved barrel domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3438,,7.4,9.5,0.0,1.27,0.02,0.01,alpha/beta hydrolase family of unknown function DUF1234,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_3620,,4.7,9.5,0.0,2.03,0.03,0.01,protein with C-terminal FimV core domain,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_3661,,10.2,9.5,0.0,0.92,0.01,0.01,conserved hypothetical membrane protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3972,,10.2,9.5,0.0,0.92,0.01,0.01,conserved hypothetical membrane protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_1179,,15.8,8.1,0.0,0.51,0.01,0.02,ICESpuPO1 lysosyme,Mobile and extrachromosomal element functions,Plasmid functions,Cell envelope stability,Periplasm,,,,unresolved
SputW3181_2858,,7.4,8.1,0.0,1.09,0.02,0.02,surface bound cyclophilin-type A-like peptidylprolyl cis-trans isomerase lipoprotein,Protein fate,Protein folding and stabilization,Cell division,Extracellular Lipoprotein,,,,unresolved
SputW3181_3224,,8.4,8.1,0.0,0.97,0.01,0.02,LysR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_3635,,4.7,8.1,0.0,1.74,0.03,0.02,periplasmic substrate binding protein family 3,Transport and binding proteins,Unknown substrate,,Periplasm,,,,unresolved
SputW3181_0258,,4.7,8.1,0.0,1.74,0.03,0.02,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0354,,8.4,8.1,0.0,0.97,0.01,0.02,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1683,,7.4,8.1,0.0,1.09,0.02,0.02,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2626,,9.3,8.1,0.0,0.87,0.01,0.02,membrane protein,Unknown function,General,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_2788,,15.8,8.1,0.0,0.51,0.01,0.02,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3131,,12.1,8.1,0.0,0.67,0.01,0.02,membrane protein,Unknown function,General,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_3248,,6.5,8.1,0.0,1.24,0.02,0.02,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3965,,3.7,8.1,0.0,2.18,0.03,0.02,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_4077,,4.7,8.1,0.0,1.74,0.03,0.02,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0113,,5.6,6.8,0.0,1.21,0.02,0.02,predicted phosphoribosyltransferase ComF family,Cellular processes,DNA transformation,DNA competence,Cytoplasm,,,,unresolved
SputW3181_3952,,3.7,6.8,0.0,1.81,0.03,0.02,1-acyl-sn-glycerol-3-phosphate acyltransferase family protein,Fatty acid and phospholipid metabolism,Biosynthesis,,Cytoplasm,,,,unresolved
SputW3181_2497,,12.1,6.8,0.0,0.56,0.01,0.02,LambdaSo-like uncharacterized phage protein,Mobile and extrachromosomal element functions,Prophage functions,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_0426,,4.7,6.8,0.0,1.45,0.03,0.02,B12-independent glycerol dehydratase small subunit (activating subunit),Regulatory functions,Protein interactions,Glycerol degradation,Cytoplasm,,,,unresolved
SputW3181_2681,,6.5,6.8,0.0,1.04,0.02,0.02,transcriptional repressor of ABC-type drugE1 family efflux system TetR family,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_1217,,4.7,6.8,0.0,1.45,0.03,0.02,family 3 extracellular solute-binding protein,Transport and binding proteins,Unknown substrate,,Periplasm,,,,unresolved
SputW3181_2643,,9.3,6.8,0.0,0.73,0.01,0.02,branched-chain amino acid efflux pump permease component 1 AzlC family,Transport and binding proteins,"Amino acids, peptides and amines",,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_3656,,9.3,6.8,0.0,0.73,0.01,0.02,membrane protein of unknown function DedA family,Transport and binding proteins,Unknown substrate,,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_0720,,7.4,6.8,0.0,0.91,0.02,0.02,NAD dependent epimerase/dehydratase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_0947,,6.5,6.8,0.0,1.04,0.02,0.02,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1646,,7.4,6.8,0.0,0.91,0.02,0.02,membrane protein of unknown protein DUF2919,Unknown function,General,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_2431,,5.6,6.8,0.0,1.21,0.02,0.02,patatin,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3133,,7.4,6.8,0.0,0.91,0.02,0.02,membrane protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3577,,25.1,86.4,1.6,3.44,0.06,0.02,TonB-dependent receptor,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_2095,,3.7,5.4,0.0,1.45,0.03,0.02,alkylhydroperoxidase AhpD family core domain protein,Cellular processes,Detoxification,Oxidative stress,Cytoplasm,,,,unresolved
SputW3181_2660,,4.7,5.4,0.0,1.16,0.03,0.02,glyoxalase family protein,Cellular processes,Detoxification,Oxidative stress,Cytoplasm,,,,unresolved
SputW3181_1101,,11.2,5.4,0.0,0.48,0.01,0.02,IncJ-type integrating conjugative element protein PFL4697-type,Mobile and extrachromosomal element functions,Conjugation,Conjugation,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_0226,,7.4,5.4,0.0,0.73,0.02,0.02,DJ-1/PpfI family protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Cytoplasm,,,,unresolved
SputW3181_3903,,6.5,5.4,0.0,0.83,0.02,0.02,two component signal transduction system response regulator LuxR family,Signal transduction,Two-component systems,,Cytoplasm,,,,unresolved
SputW3181_1637,,3.7,5.4,0.0,1.45,0.03,0.02,tellurite-resistance/dicarboxylate transporter (TDT) family protein,Transport and binding proteins,Unknown substrate,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_0402,,4.7,5.4,0.0,1.16,0.03,0.02,putative periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_1342,,5.6,5.4,0.0,0.97,0.02,0.02,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1762,,7.4,5.4,0.0,0.73,0.02,0.02,4-hydroxybenzoyl-CoA thioesterase family protein,Unknown function,Enzymes of unknown specificity,Serine-glyoxylate cycle,Cytoplasm,,,,unresolved
SputW3181_1903,,5.6,5.4,0.0,0.97,0.02,0.02,integral membrane transglutaminase family protein with DUF3488 domain,Unknown function,General,,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_2471,,27.9,5.4,0.0,0.19,0.0,0.02,LambdaSo-like hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,,,,,unresolved
SputW3181_2492,,9.3,5.4,0.0,0.58,0.01,0.02,LambdaSo-like conserved hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_2500,,9.3,5.4,0.0,0.58,0.01,0.02,LambdaSo-like hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_2513,,16.7,5.4,0.0,0.32,0.01,0.02,LambdaSo-like hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_2518,,15.8,5.4,0.0,0.34,0.01,0.02,LambdaSo-like hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_3241,,5.6,5.4,0.0,0.97,0.02,0.02,2OG-Fe(II) oxygenase family protein,Unknown function,Enzymes of unknown specificity,Stress response - DNA damage,Cytoplasm,,,,unresolved
SputW3181_3310,,8.4,5.4,0.0,0.65,0.01,0.02,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3765,,4.7,5.4,0.0,1.16,0.03,0.02,Fic family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_3826,,5.6,5.4,0.0,0.97,0.02,0.02,inner membrane protein of unknown function DUF1212,Unknown function,General,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_2951,,4.7,4.1,0.0,0.87,0.03,0.03,arsenate detoxification system disulphide isomerase,Cellular processes,Detoxification,Detoxification - Arsenate,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_2953,,4.7,4.1,0.0,0.87,0.03,0.03,arsenate detoxification system protein with redox-active disulfide domain,Cellular processes,Detoxification,Detoxification - Arsenate,Cytoplasm,,,,unresolved
SputW3181_2094,,6.5,4.1,0.0,0.62,0.02,0.03,AraC family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_2350,,9.3,4.1,0.0,0.44,0.01,0.03,polysaccharide flippase,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Polysaccharide biosynthesis,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_3476,,7.4,4.1,0.0,0.54,0.02,0.03,putative amino acid efflux permease RhtB family,Transport and binding proteins,"Amino acids, peptides and amines",,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_3838,,6.5,4.1,0.0,0.62,0.02,0.03,10 TMS drug/metabolite efflux pump (DME) family,Transport and binding proteins,Unknown substrate,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_0265,,5.6,4.1,0.0,0.73,0.02,0.03,hypothetical membrane protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_0401,,4.7,4.1,0.0,0.87,0.03,0.03,Rad51 domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0745,,5.6,4.1,0.0,0.73,0.02,0.03,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_0777,,4.7,4.1,0.0,0.87,0.03,0.03,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1023,,13.0,4.1,0.0,0.31,0.01,0.03,membrane protein of unknown function DUF1624,Unknown function,General,,Inner Membrane (9 transmembrane spans),,,,unresolved
SputW3181_1480,,23.3,4.1,0.0,0.17,0.01,0.03,hypothetical protein,Unknown function,General,Cpx pathway envelope stress response (same operon),Cytoplasm,,,,unresolved
SputW3181_2498,,9.3,4.1,0.0,0.44,0.01,0.03,LambdaSo-like hypothetical protein,Unknown function,General,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_2517,,8.4,4.1,0.0,0.48,0.01,0.03,LambdaSo-like protein of unknown function DUF1317,Unknown function,General,Bacteriophage; LambdaSo-like,Cytoplasm,,,,unresolved
SputW3181_2935,,4.7,4.1,0.0,0.87,0.03,0.03,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0686,,22.3,2.7,0.0,0.12,0.01,0.05,HAE1 family effllux pump MFP component,Transport and binding proteins,Unknown substrate,,Periplasm,,,,unresolved
SputW3181_1878,,18.6,2.7,0.0,0.15,0.01,0.05,putative amino acid efflux permease RhtB family,Transport and binding proteins,"Amino acids, peptides and amines",,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_0618,,6.5,2.7,0.0,0.41,0.02,0.05,hypothetical inner membrane protein,Unknown function,General,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_1078,,10.2,2.7,0.0,0.26,0.01,0.05,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1572,,16.7,2.7,0.0,0.16,0.01,0.05,uncharacterized membrane protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_2769,,150.7,185.0,14.4,1.23,0.1,0.08,protein of unknown function DUF2789,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_2045,,76.3,74.3,6.4,0.97,0.08,0.09,conserved hypothetical lipoprotein,Unknown function,General,,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_0563,,1415.2,2989.1,281.8,2.11,0.2,0.09,conserved lysine rich protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_0835,,15.8,40.5,4.0,2.56,0.25,0.1,methyl-accepting chemotaxis sensory transducer,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_3830,,251.2,540.3,53.6,2.15,0.21,0.1,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3371,,93.0,93.2,10.4,1.0,0.11,0.11,polymorphic toxin IMM16 family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_2116,,18.6,35.1,4.0,1.89,0.22,0.11,"L,D transpeptidase",Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope stability,Periplasm,,,,unresolved
SputW3181_1373,,40.9,41.9,4.8,1.02,0.12,0.11,TetR family transcriptional repressor of RND efflux transporter,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_0223,,12.1,48.6,5.6,4.02,0.46,0.12,conserved periplasmic protein,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_0301,,13.0,27.0,3.2,2.07,0.25,0.12,acyltransferase family protein,Fatty acid and phospholipid metabolism,Biosynthesis,Fatty acid biosynthesis,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3263,,9.3,13.5,1.6,1.45,0.17,0.12,rhomboid protease,Protein fate,"Degradation of proteins, peptides, and glycopeptides",,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_1212,,13.0,13.5,1.6,1.04,0.12,0.12,bifunctional diguanylate cyclase/phosphodiesterase,Regulatory functions,Small molecule interactions,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_3827,,10.2,13.5,1.6,1.32,0.16,0.12,COG4775 family outer membrane protein,Unknown function,General,,Outer Membrane,,,,unresolved
SputW3181_2676,,118.2,233.7,28.8,1.98,0.24,0.12,polymorphic toxin NTF2 family immunity protein,Cellular processes,Toxin production and resistance,Polymorphic toxins and immunity,Cytoplasm,,,,unresolved
SputW3181_3737,,23.3,25.7,3.2,1.1,0.14,0.12,bifunctional diguanylate cyclase/phosphodiesterase LasD-like,Regulatory functions,Small molecule interactions,BpfA adhesion system,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1770,,34.4,77.0,9.6,2.24,0.28,0.12,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_0081,,64.2,94.6,12.0,1.47,0.19,0.13,ABC-type transporter ATPase component,Transport and binding proteins,Unknown substrate,,Cytoplasm,,,,unresolved
SputW3181_2955,,13.0,18.9,2.4,1.45,0.18,0.13,UPF0597 family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1777,,49.3,50.0,6.4,1.01,0.13,0.13,MutT/nudix family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1819,,36.3,50.0,6.4,1.38,0.18,0.13,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
