Table S1. List of Synechococcus 7002 genes displaying ≥2-fold change in relative mRNA abundance under all co-culture conditions (compared to the axenic control),,,,,,,,,,,,,
,,,,,,,,,,,,,
 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon
SYNPCC7002_A1734,mntA,14.03,35.74,28.25,2.56,2.00,0.79,ABC-type Zn/Mn uptake system ATPase component MntA,Transport and binding proteins,Cations and iron carrying compounds,,Cytoplasm,
SYNPCC7002_A2663,bfr,505.54,114.89,122.43,0.23,0.24,1.07,bacterioferritin Bfr,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Cytoplasm,
SYNPCC7002_A2662,bfd,1627.21,137.87,204.06,0.08,0.13,1.48,bacterioferritin-associated ferredoxin Bfd,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Cytoplasm,
SYNPCC7002_A0690,ictB,26.44,53.62,103.6,2.04,3.85,1.93,bicarbonate uptake permease IctB,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",,Inner Membrane (11 transmembrane span),
SYNPCC7002_A1448,,1.08,7.66,3.14,7.14,2.94,0.41,bifunctional ABC transport system permease and ATPase component,Transport and binding proteins,Unknown substrate,,Inner Membrane (5 transmembrane span),
SYNPCC7002_A1657,pma1,7.55,35.74,18.84,4.76,2.50,0.53,calcium export P-type ATPase Pma1,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (10 transmembrane span),
SYNPCC7002_D0005,nthT,3.78,7.66,25.11,2.04,6.67,3.28,cobalt transporter NthT,Transport and binding proteins,Cations and iron carrying compounds,Nitrogen assimilation - Aliphatic nitriles,Inner Membrane (6 transmembrane span),
SYNPCC7002_A2694,comGB,3.78,10.21,10.99,2.70,2.94,1.08,competence pilin export protein ComGB,Transport and binding proteins,"Nucleosides, purines and pyrimidines",DNA transformation,Inner Membrane (3 transmembrane span),
SYNPCC7002_A2149,,4.86,10.21,10.99,2.08,2.27,1.08,ECF-type uptake system permease component,Transport and binding proteins,Unknown substrate,,Inner Membrane (2 transmembrane span),
SYNPCC7002_A0338,gluRO,2.7,7.66,7.85,2.86,2.94,1.02,glutamate-gated potassium channel GluRO,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (4 transmembrane span),
SYNPCC7002_G0059,kdpB,1.62,58.72,43.95,33.33,25.00,0.75,high affinity ATP-driven K+ transport system subunit B KdpB,Transport and binding proteins,Cations and iron carrying compounds,Potassium homeostasis,Inner Membrane (7 transmembrane span),
SYNPCC7002_G0054,kdpD,7.01,2.55,1.57,0.36,0.22,0.61,high affinity ATP-driven K+ transport system subunit D KdpD,Transport and binding proteins,Cations and iron carrying compounds,Potassium homeostasis,Cytoplasm,
SYNPCC7002_A0470,sbtA,1107.11,3209.29,3465.82,2.94,3.13,1.08,high-affinity low-flux HCO3-: Na+ symporter SbtA,Transport and binding proteins,Oxoanions,CO2 fixation,Inner Membrane (10 transmembrane span),CcmR
SYNPCC7002_G0088,fecC,69.6,10.21,12.56,0.15,0.18,1.23,iron(III) dicitrate ABC transport system permease component FecC,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (8 transmembrane span),Fur
SYNPCC7002_A2799,pcxA,18.34,102.13,39.24,5.56,2.13,0.38,light-induced Na+-dependent proton extrusion protein PcxA,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (4 transmembrane span),
SYNPCC7002_A1483,,25.9,12.77,12.56,0.49,0.49,0.98,lipid ABC export system MFP subunit,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Lipid export,Inner Membrane (1 transmembrane span),
SYNPCC7002_G0011,porB,74.99,285.95,301.38,3.85,4.00,1.05,low-CO2 inducible bicarbonate porin PorB,Transport and binding proteins,Porins and secretins,CO2 fixation,Outer Membrane,CcmR
SYNPCC7002_A0087,,12.41,25.53,28.25,2.04,2.27,1.11,major facilitator superfamily sugar transporter,Transport and binding proteins,Carbohydrates,,Inner Membrane (13 transmembrane span),
SYNPCC7002_A1793,,19.96,89.36,70.63,4.55,3.57,0.79,major facilitator transporter,Transport and binding proteins,Unknown substrate,,Inner Membrane (12 transmembrane span),
SYNPCC7002_A2371,bicA,194.77,479.99,400.26,2.44,2.04,0.83,medium affinity high-flux Na+/bicarbonate symporter BicA,Transport and binding proteins,Oxoanions,CO2 fixation,Inner Membrane (11 transmembrane span),CcmR
SYNPCC7002_A0227,,22.66,81.7,47.09,3.57,2.08,0.58,monovalent cation:proton antiporter-1 (CPA1) family,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (13 transmembrane span),
SYNPCC7002_A2297,nhaS1,82.01,33.19,32.96,0.40,0.40,0.99,Na+/H+ antiporter NhaS1,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (12 transmembrane span),
SYNPCC7002_A0646,,7.01,15.32,14.13,2.17,2.00,0.92,outer membrane efflux secretin,Transport and binding proteins,Porins and secretins,,Outer Membrane,
SYNPCC7002_A0134,murJ,3.78,33.19,26.68,9.09,7.14,0.80,peptidoglycan lipid II flippase MurJ,Transport and binding proteins,General,Peptidoglycan biosynthesis,Inner Membrane (13 transmembrane span),
SYNPCC7002_G0089,,148.37,38.3,23.54,0.26,0.16,0.61,periplasmic MORN repeat-containing protein,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Periplasm,Fur
SYNPCC7002_A1607,mraY,9.71,25.53,20.41,2.63,2.08,0.80,phospho-MurNAc-pentapeptide translocase MraY,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Peptidoglycan biosynthesis,Inner Membrane (10 transmembrane span),
SYNPCC7002_A2597,,41.54,12.77,10.99,0.31,0.26,0.86,P-like pilus usher protein PapC-like,Transport and binding proteins,Porins and secretins,P-type pilus,Outer Membrane,
SYNPCC7002_A1034,,1099.56,477.44,458.34,0.43,0.42,0.96,porin OprB family,Transport and binding proteins,Porins and secretins,,Outer Membrane,
SYNPCC7002_A1047,secY,398.17,2073.14,960.64,5.26,2.44,0.46,preprotein translocase subunit SecY,Transport and binding proteins,Protein export,Protein export - Sec,Inner Membrane (10 transmembrane span),
SYNPCC7002_A2163,,34.53,15.32,17.27,0.44,0.50,1.13,putative small-conductance mechanosensitive channel,Transport and binding proteins,Unknown sustrate,,Inner Membrane (3 transmembrane span),
SYNPCC7002_A1461,rnd2a,11.87,66.38,42.38,5.56,3.57,0.64,RND type export system MFP component Rnd2a,Transport and binding proteins,Unknown substrate,,Inner Membrane (1 transmembrane span),
SYNPCC7002_A0587,rnd3b,70.14,1003.38,365.73,14.29,5.26,0.36,RND-type export system permease component heavy metal efflux (HME) family Rnd3b,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (12 transmembrane span),
SYNPCC7002_A1142,,36.15,285.95,86.33,7.69,2.38,0.30,sodium-coupled permease,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (13 transmembrane span),
SYNPCC7002_A2868,,2.16,7.66,4.71,3.57,2.17,0.61,sulfoacetate export translocase,Transport and binding proteins,Organic acids,,Inner Membrane (8 transmembrane span),
SYNPCC7002_G0020,sybT,97.65,2.55,7.85,0.03,0.08,3.07,synechobactin transporter SybT,Transport and binding proteins,Cations and iron carrying compounds,Iron homeostasis,Inner Membrane (12 transmembrane span),
SYNPCC7002_A2531,,2140.84,9030.43,5041.77,4.17,2.38,0.56,T5SS autotransporter,Transport and binding proteins,Porins and secretins,,Outer Membrane & Extracellular,
SYNPCC7002_G0103,fhuA,10.25,0.12,1.57,0.01,0.15,12.76,TonB-dependent ferrichrome receptor FhuA,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur
SYNPCC7002_G0138,schT,196.93,20.43,12.56,0.10,0.06,0.61,TonB-dependent hydroxamate siderophore receptor SchT,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur
SYNPCC7002_G0081,,23.2,0.12,1.57,0.01,0.07,12.76,TonB-dependent iron chelate receptor,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,
SYNPCC7002_G0006,,12.95,2.55,6.28,0.20,0.49,2.46,TonB-dependent siderophore receptor IutA family,Transport and binding proteins,Porins and secretins,Iron homeostasis,Outer Membrane,Fur
SYNPCC7002_A1149,,1.08,10.21,4.71,9.09,4.35,0.46,YiaAB transporter domain protein,Transport and binding proteins,Unknown substrate,,Inner Membrane (2 transmembrane span),
SYNPCC7002_A1239,,292.96,1756.56,787.97,5.88,2.70,0.45,4Fe-4S type iron-sulfur protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0832,,30.75,71.49,73.77,2.33,2.38,1.03,acetyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A2239,,1592.68,9482.33,8829.37,5.88,5.56,0.93,acyl-CoA dehydrogenase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A2218,,52.87,20.43,25.11,0.39,0.47,1.23,acyl-CoA thioester hydrolase YbgC/YbaW family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0394,,11.33,38.3,26.68,3.33,2.38,0.70,adenine nucleotide alpha hydrolase TIGR00268 family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A2219,,52.33,137.87,161.68,2.63,3.13,1.17,AIG2-like family protein of unknown funciton,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1550,,5.4,20.43,12.56,3.85,2.33,0.61,alpha/beta hydrolase fold protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0304,,8.63,372.76,98.89,50.00,11.11,0.27,apolipophorin family protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1872,,1.62,7.66,4.71,4.76,2.94,0.61,bacteriophage conserved hypothetical protein,Unknown function,General,Bacteriophage,,
SYNPCC7002_A1873,,1.08,5.11,3.14,4.76,2.94,0.61,bacteriophage conserved hypothetical protein,Unknown function,General,Bacteriophage,,
SYNPCC7002_A1887,,36.15,104.68,75.34,2.86,2.08,0.72,bacteriophage hypothetical protein,Unknown function,General,Bacteriophage,Cytoplasm,
SYNPCC7002_A2519,,21.58,74.04,53.37,3.45,2.50,0.72,bifunctional sterol desaturase/short chain dehydrogenase,Unknown function,Enzymes of unknown specificity,,Inner Membrane (3 transmembrane span),
SYNPCC7002_A0568,,81.47,7.66,20.41,0.09,0.25,2.66,CHRD domain protein,Unknown function,General,,Periplasm,
SYNPCC7002_A1570,,108.98,296.16,235.45,2.70,2.17,0.80,conserved hypothetical membrane protein,Unknown function,General,,Inner Membrane (2 transmembrane span),
SYNPCC7002_A2820,,1.08,10.21,6.28,9.09,5.88,0.61,conserved hypothetical membrane protein,Unknown function,General,,Inner Membrane (4 transmembrane span),
SYNPCC7002_A0017,,426.23,135.32,191.5,0.32,0.45,1.42,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0059,,228.22,783.81,522.7,3.45,2.27,0.67,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0078,,336.13,48.51,113.02,0.14,0.34,2.33,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0092,,25.9,74.04,62.79,2.86,2.44,0.85,conserved hypothetical protein,Unknown function,General,,Periplasm,
SYNPCC7002_A0107,,62.05,5.11,20.41,0.08,0.33,4.00,conserved hypothetical protein,Unknown function,General,Heat shock response,Cytoplasm,HrcA
SYNPCC7002_A0312,,707.32,168.51,116.16,0.24,0.16,0.69,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0653,,341.52,63.83,72.2,0.19,0.21,1.13,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0922,,91.18,413.61,235.45,4.55,2.56,0.57,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1209,,110.06,48.51,42.38,0.44,0.38,0.87,conserved hypothetical protein,Unknown function,General,,Periplasm,
SYNPCC7002_A1380,,15.11,0.12,6.28,0.01,0.41,51.05,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1580,,161.32,74.04,62.79,0.46,0.39,0.85,conserved hypothetical protein,Unknown function,General,,Inner Membrane Lipoprotein,
SYNPCC7002_A2419,,15.65,7.66,7.85,0.49,0.50,1.02,conserved hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_A2691,,186.14,91.91,92.61,0.49,0.50,1.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_C0015,,43.16,91.91,124,2.13,2.86,1.35,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_F0019,,333.43,112.34,160.11,0.34,0.48,1.43,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_F0049,,20.5,0.12,7.85,0.01,0.38,63.81,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_F0078,,8.63,0.12,3.14,0.01,0.36,25.52,conserved hypothetical protein,Unknown function,General,,Outer Membrane,
SYNPCC7002_G0048,,14.57,0.12,6.28,0.01,0.43,51.05,conserved hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0276,,18.34,76.59,117.72,4.17,6.25,1.54,conserved hypothetical protein (putative transposase or invertase),Unknown function,General,,Cytoplasm,
SYNPCC7002_A0303,chaB,6.47,38.3,21.98,5.88,3.45,0.57,conserved hypothetical protein ChaB,Unknown function,General,,Inner Membrane (2 transmembrane span),
SYNPCC7002_A0124,,8.63,35.74,17.27,4.17,2.00,0.48,conserved hypothetical protein with saccharopine dehydrogenase/reductase domain,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0760,ycf66,96.58,393.18,251.15,4.00,2.63,0.64,conserved hypothetical protein YCF66,Unknown function,General,,Inner Membrane (3 transmembrane span),
SYNPCC7002_A1462,,16.19,38.3,32.96,2.38,2.04,0.86,DedA family protein,Unknown function,General,,Inner Membrane (5 transmembrane span),
SYNPCC7002_A0057,,71.76,349.78,183.65,4.76,2.56,0.53,dioxygenase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A2848,sph,26.44,7.66,7.85,0.29,0.30,1.02,endonuclease/exonuclease/phosphatase,Unknown function,Enzymes of unknown specificity,,Extracellular,
SYNPCC7002_A0458,,7.55,20.43,32.96,2.70,4.35,1.61,FGGY family carbohydrate kinase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0927,,41.54,5.11,20.41,0.12,0.49,4.00,FHA domain containing protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1951,,184.52,81.7,54.94,0.44,0.30,0.67,FIG01178559: hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1377,,2.16,43.4,23.54,20.00,11.11,0.54,flavin-containing amine oxidoreductase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A2436,,10.79,0.12,4.71,0.01,0.44,38.28,GCN5-related N-acetyltransferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0944,hflX,45.86,314.04,138.13,6.67,3.03,0.44,GTP-binding protein HflX,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A1119,yqeG,16.73,112.34,47.09,6.67,2.78,0.42,HAD superfamily phosphatase YqeG,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0506,,8.09,43.4,17.27,5.26,2.13,0.40,haloacid dehalogenase-like hydrolase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A1628,,2.16,5.11,7.85,2.38,3.70,1.54,histone deacetylase/AcuC/AphA family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0660,,32.37,5.11,15.7,0.16,0.49,3.07,HNH endonuclease,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A2624,,29.13,165.95,128.71,5.56,4.35,0.78,hypothetical lipoprotein,Unknown function,General,,Inner Membrane Lipoprotein,
SYNPCC7002_A0156,,23.74,10.21,9.42,0.43,0.40,0.92,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0346,,33.45,191.48,193.07,5.88,5.88,1.01,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0376,,6.47,56.17,50.23,8.33,7.69,0.89,hypothetical protein,Unknown function,General,,Inner Membrane (5 transmembrane span),
SYNPCC7002_A0473,,15.11,257.87,69.07,16.67,4.55,0.27,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0669,,157.54,79.15,78.48,0.50,0.50,0.99,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A0701,,2.16,7.66,4.71,3.57,2.17,0.61,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1035,,125.17,30.64,39.24,0.24,0.31,1.28,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1148,,11.87,43.4,32.96,3.70,2.78,0.76,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1187,,6.47,33.19,14.13,5.00,2.17,0.43,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_A1221,,88.48,38.3,39.24,0.43,0.44,1.02,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1230,,34.53,0.12,15.7,0.00,0.45,127.62,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1231,,42.08,2.55,17.27,0.06,0.41,6.76,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),
SYNPCC7002_A1290,,44.78,0.12,1.57,0.00,0.04,12.76,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1306,,58.27,15.32,28.25,0.26,0.49,1.84,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1421,,92.26,214.46,196.21,2.33,2.13,0.91,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1450,,32.91,132.76,81.62,4.00,2.50,0.61,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_A1478,,233.62,51.06,94.18,0.22,0.40,1.84,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1479,,17.8,5.11,7.85,0.29,0.44,1.54,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_A1487,,52.33,20.43,18.84,0.39,0.36,0.92,hypothetical protein,Unknown function,General,,Periplasm,
SYNPCC7002_A1491,,8.63,0.12,1.57,0.01,0.18,12.76,hypothetical protein,Unknown function,General,,Periplasm,
SYNPCC7002_A1588,,258.43,112.34,111.45,0.43,0.43,0.99,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1700,,17.8,5.11,4.71,0.29,0.26,0.92,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1711,,213.65,61.28,67.5,0.29,0.32,1.10,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1712,,266.53,33.19,80.05,0.12,0.30,2.41,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1731,,15.65,7.66,7.85,0.49,0.50,1.02,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),
SYNPCC7002_A1760,,2.16,10.21,14.13,4.76,6.67,1.38,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1810,,122.47,45.96,42.38,0.38,0.35,0.92,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_A1927,,25.9,122.55,91.04,4.76,3.57,0.74,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A1946,,7.01,140.42,113.02,20.00,16.67,0.80,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2082,,41,10.21,14.13,0.25,0.34,1.38,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2109,,16.73,7.66,3.14,0.46,0.19,0.41,hypothetical protein,Unknown function,General,,Periplasm,
SYNPCC7002_A2130,,31.29,255.31,65.93,8.33,2.13,0.26,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2133,,243.87,91.91,80.05,0.38,0.33,0.87,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2237,,70.68,694.45,296.67,10.00,4.17,0.43,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2259,,17.8,222.12,39.24,12.50,2.22,0.18,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2260,,229.3,79.15,97.32,0.34,0.42,1.23,hypothetical protein,Unknown function,General,,Periplasm,
SYNPCC7002_A2439,,26.44,0.12,6.28,0.00,0.24,51.05,hypothetical protein,Unknown function,General,,Extracellular,
SYNPCC7002_A2532,,24.28,7.66,9.42,0.32,0.39,1.23,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2615,,77.15,12.77,23.54,0.17,0.30,1.84,hypothetical protein,Unknown function,General,,Periplasm,
SYNPCC7002_A2636,,56.65,20.43,12.56,0.36,0.22,0.61,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_A2651,,285.41,91.91,139.7,0.32,0.49,1.52,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2652,,0.54,15.32,6.28,25.00,11.11,0.41,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2657,,118.16,0.12,10.99,0.00,0.09,89.33,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2666,,5.4,89.36,31.39,16.67,5.88,0.35,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2681,,6.47,0.12,3.14,0.02,0.49,25.52,hypothetical protein,Unknown function,General,,Extracellular,
SYNPCC7002_A2777,,202.86,86.81,83.19,0.43,0.41,0.96,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2837,,19.42,0.12,3.14,0.01,0.16,25.52,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),
SYNPCC7002_A2849,,25.36,99.57,67.5,4.00,2.63,0.68,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_D0002,,61.51,0.12,26.68,0.00,0.43,216.95,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_E0003,,11.87,127.66,98.89,11.11,8.33,0.77,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_E0006,,0.12,10.21,9.42,100.00,100.00,0.92,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_E0014,,23.2,97.02,65.93,4.17,2.86,0.68,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_F0042,,23.2,5.11,9.42,0.22,0.41,1.84,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_F0043,,41.54,7.66,15.7,0.18,0.38,2.05,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_F0050,,3.78,7.66,7.85,2.04,2.08,1.02,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_F0061,,13.49,2.55,6.28,0.19,0.47,2.46,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_F0077,,9.71,35.74,23.54,3.70,2.44,0.66,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_F0091,,0.54,7.66,1.57,14.29,2.94,0.20,hypothetical protein,Unknown function,General,,Outer Membrane,
SYNPCC7002_F0107,,5.4,2.55,1.57,0.47,0.29,0.61,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_G0084,,45.86,0.12,7.85,0.00,0.17,63.81,hypothetical protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_G0111,,5.93,2.55,1.57,0.43,0.26,0.61,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),
SYNPCC7002_G0112,,11.87,2.55,3.14,0.22,0.26,1.23,hypothetical protein,Unknown function,General,,Outer Membrane,
SYNPCC7002_A1083,,8.63,40.85,20.41,4.76,2.38,0.50,LCCL domain-containing protein,Unknown function,General,,Extracellular,
SYNPCC7002_A1179,,586.47,250.21,226.03,0.43,0.39,0.90,lipoprotein,Unknown function,General,,Inner Membrane Lipoprotein,
SYNPCC7002_A0219,,57.73,148.08,116.16,2.56,2.00,0.78,lipoprotein of unknown function DUF192,Unknown function,General,,Inner Membrane Lipoprotein,
SYNPCC7002_A1982,,37.77,125.1,75.34,3.33,2.00,0.60,MAPEG family membrane protein,Unknown function,General,,Inner Membrane (4 transmembrane span),
SYNPCC7002_A2382,,8.63,25.53,17.27,2.94,2.00,0.68,membrane protein of unknown function DUF140,Unknown function,General,,Inner Membrane (5 transmembrane span),
SYNPCC7002_A0305,,40.46,114.89,100.46,2.86,2.50,0.87,membrane protein of unknown function DUF4079,Unknown function,General,,Inner Membrane (4 transmembrane span),
SYNPCC7002_A0063,,12.95,61.28,34.53,4.76,2.70,0.56,membrane protein UPF0182 family,Unknown function,General,,Inner Membrane (9 transmembrane span),
SYNPCC7002_A1474,sakR1,20.5,74.04,48.66,3.57,2.38,0.66,methylglyoxal reductase SakR1,Unknown function,Enzymes of unknown specificity,Oxidative stress,Cytoplasm,
SYNPCC7002_A1464,,15.65,5.11,7.85,0.33,0.50,1.54,methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A0934,,24.82,191.48,120.86,7.69,4.76,0.63,outer membrane protein,Unknown function,General,,Outer Membrane,
SYNPCC7002_A2859,,17.26,7.66,7.85,0.44,0.45,1.02,outer membrane protein with vWA domain,Unknown function,General,,Outer Membrane,
SYNPCC7002_A0741,,5.4,12.77,10.99,2.38,2.04,0.86,oxidoreductase aldo/keto reductase family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A2730,rfrC,206.1,676.58,1106.61,3.33,5.26,1.64,pentapeptide repeat protein RfrC,Unknown function,General,,Extracellular,
SYNPCC7002_A0723,,68.52,28.08,31.39,0.41,0.46,1.12,pentapeptide repeat-containing protein,Unknown function,General,,Inner Membrane (2 transmembrane span),
SYNPCC7002_A2514,,65.28,12.77,20.41,0.20,0.31,1.60,pentapeptide repeat-containing protein,Unknown function,General,,Extracellular,
SYNPCC7002_A0291,,12.41,35.74,25.11,2.86,2.04,0.70,PEP-utilizing protein,Unknown function,Enzymes of unknown specificity,,Inner Membrane (4 transmembrane span),
SYNPCC7002_A0039,,9.71,120,39.24,12.50,4.00,0.33,phenazine biosynthetic protein PhzF homolog,Unknown function,General,,Cytoplasm,
SYNPCC7002_G0129,,21.58,137.87,92.61,6.25,4.35,0.67,phosphoesterase-related protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,
SYNPCC7002_A2732,,470.47,114.89,178.94,0.24,0.38,1.56,phosphopeptide-binding protein,Unknown function,General,,Cytoplasm,
SYNPCC7002_A2847,,49.1,22.98,23.54,0.47,0.48,1.02,PLAT repeat-containing protein,Unknown function,General,,Periplasm,
SYNPCC7002_A1480,,10.79,2.55,4.71,0.24,0.44,1.84,protein of unknown function DUF1176,Unknown function,General,,Inner Membrane (1 transmembrane span),
