RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions
fig.6666666.52381.peg.2078,SY28_RS10455,Intracellular trafficking_ assembly_ and processing,Peptidases,,peptidase,,1,E,311.5920009,382.6534283,191.4725101,295.2393131
fig.6666666.52381.peg.2079,SY28_RS10460,Unknown function,General,,hypothetical protein,,0,,120.4120447,148.4154011,101.7967334,123.541393
fig.6666666.52381.peg.208,SY28_RS01035,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,,Mu-like phage hypothetical protein,,0,,65.50298579,25.32543272,49.06848683,46.63230178
fig.6666666.52381.peg.2080,SY28_RS10465,Unknown function,General,,hypothetical protein,,0,,97.21798094,83.94244125,49.73863789,76.96635336
fig.6666666.52381.peg.2081,SY28_RS10470,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppC,dppC,3,G,103.6288858,31.12379373,34.89893967,56.55053975
fig.6666666.52381.peg.2082,SY28_RS10475,Transport and binding proteins,Amino acids_ peptides and amines,,ABC-type transport system permease component,,0,,109.5385361,68.89979751,84.66491609,87.70108322
fig.6666666.52381.peg.2083,SY28_RS10480,Transport and binding proteins,Amino acids_ peptides and amines,,ABC-type transport system substrate-binding component,,3,G,194.3120414,197.4320332,144.7530156,178.8323634
fig.6666666.52381.peg.2094,SY28_RS10545,Transcription,Transcription factors,,ECF subfamily RNA polymerase sigma-70 factor,,4,H,65.85367346,224.1832201,171.3854188,153.8074375
fig.6666666.52381.peg.2095,SY28_RS10550,Regulatory functions,Protein interactions,anti-sigma factors,anti-sigma E factor,,1,E,12.796685,128.8920269,51.29525771,64.32798987
fig.6666666.52381.peg.2099,SY28_RS10570,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,phosphoglycerate kinase Pgk,pgk,3,G,194.4168422,184.4858624,131.883286,170.2619969
fig.6666666.52381.peg.21,SY28_RS00105,Unknown function,Enzymes of unknown specificity,,family 1 carbohydrate esterase,,3,G,91.63852301,37.12777702,18.45727697,49.07452567
fig.6666666.52381.peg.2100,SY28_RS10575,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,glyceraldehyde 3-phosphate dehydrogenase GapA,gapA,3,G,786.0852823,807.2413228,806.147417,799.824674
fig.6666666.52381.peg.2103,SY28_RS10590,Unknown function,Enzymes of unknown specificity,,HAD superfamily (subfamily IIIA) phosphatase,,3,G,115.9413692,109.5260816,116.9556491,114.1410333
fig.6666666.52381.peg.2104,SY28_RS10595,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus assembly protein PilB,pilB,3,G,47.84506537,97.58560179,70.91814944,72.1162722
fig.6666666.52381.peg.2105,SY28_RS10600,Intracellular trafficking_ assembly_ and processing,Peptidases,,M20 family peptidase,,2,F,249.8109731,211.7976165,285.8391944,249.1492613
fig.6666666.52381.peg.2106,SY28_RS10605,Unknown function,General,,PEGA domain-containing protein,,4,H,81.03186952,135.6250433,129.7611899,115.4727009
fig.6666666.52381.peg.2108,SY28_RS10615,Regulatory functions,DNA interactions,oxidative stress,hydrogen peroxide-responsive transcriptional regulator OxyR,oxyR,3,G,7.646021806,31.65800776,15.58289596,18.29564184
fig.6666666.52381.peg.2109,SY28_RS10620,Translation,tRNA and rRNA base modification,23S rRNA modification factors,23S rRNA (cytosine1962-C5)-methyltransferase RlmI,rlmI,3,G,3.282418788,7.05214147,13.94808366,8.094214639
fig.6666666.52381.peg.2110,SY28_RS10630,Unknown function,General,,hypothetical protein,,3,G,138.150714,106.7378376,139.2262805,128.0382773
fig.6666666.52381.peg.2113,SY28_RS10645,Unknown function,Enzymes of unknown specificity,chloride homeostasis,short form Mg-chelase associated protein with vWA domain,,4,H,70.91862486,139.2972928,145.1062243,118.440714
fig.6666666.52381.peg.2114,SY28_RS10650,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyllide a biosynthesis from protoporphyrin IX,magnesium chelatase subunit BchI,bchI,4,H,110.9076661,183.2486439,225.921071,173.359127
fig.6666666.52381.peg.212,SY28_RS01055,Mobile and extrachromosomal element functions,Selfish genetic elements,insertion sequence,IS1341 group transposase,,4,H,166.115691,187.4356512,244.3936131,199.3149851
fig.6666666.52381.peg.2120,SY28_RS10675,Transport and binding proteins,Cations and iron carrying compounds,iron complex uptake system fhuABCD,ABC-type transport system substrate-binding component,,4,H,14.6024847,41.03154322,3.463880227,19.69930271
fig.6666666.52381.peg.2128,SY28_RS10715,Transport and binding proteins,Cations and iron carrying compounds,iron complex uptake system fhuABCD,ABC-type transport system substrate-binding component,,4,H,5.084922256,54.74883567,22.56625598,27.4666713
fig.6666666.52381.peg.2130,SY28_RS10725,Unknown function,General,,hypothetical protein,,3,G,191.8680718,154.82246,144.5167763,163.7357694
fig.6666666.52381.peg.2131,SY28_RS10730,Amino acid metabolism,Phenylalanine metabolism,phenylacetate degradation to succinyl-CoA,ring-1_2-phenylacetyl-CoA epoxidase subunit PaaD,paaD,1,E,220.9004677,310.6720691,134.7609613,222.111166
fig.6666666.52381.peg.2132,SY28_RS10735,Intracellular trafficking_ assembly_ and processing,Peptidases,,family P01 peptidase,,3,G,28.47950644,66.79860094,33.20748985,42.82853241
fig.6666666.52381.peg.2133,SY28_RS10740,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis via diaminopimelate (DAP)_ succinylated branch,succinyl-diaminopimelate desuccinylase DapE,dapE,3,G,43.36701157,12.79198168,14.91029324,23.68976217
fig.6666666.52381.peg.2134,SY28_RS10745,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system substrate-binding component DppA,dppA,2,F,317.2899786,169.3395436,396.8358279,294.4884501
fig.6666666.52381.peg.2135,SY28_RS10750,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppB,dppB,3,G,52.29539103,5.749702254,22.93005862,26.9917173
fig.6666666.52381.peg.2136,SY28_RS10755,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppC,dppC,3,G,14.79393951,47.02476695,59.56617709,40.46162785
fig.6666666.52381.peg.2137,SY28_RS10760,Unknown function,Enzymes of unknown specificity,,short-chain dehydrogenase/reductase,,3,G,26.31745493,49.1169797,51.6985329,42.37765584
fig.6666666.52381.peg.2138,SY28_RS10765,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,sn-glycerol-phosphate uptake system UgpABCE,ABC-type sn-glycerol 3-phosphate utptake system substrate-binidng component UgpB,ugpB,3,G,51.58795072,45.10512372,47.42609702,48.03972382
fig.6666666.52381.peg.2139,SY28_RS10770,Unknown function,Enzymes of unknown specificity,,alpha/beta hydrolase,,4,H,81.55668162,136.515142,166.4363427,128.1693888
fig.6666666.52381.peg.2140,SY28_RS10775,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,,peptidylprolyl isomerase,ppiA,3,G,68.8470984,61.98382987,45.91969727,58.91687518
fig.6666666.52381.peg.2141,SY28_RS10780,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,biosynthesis of UDP-N-acetyl-D-mannosamine (UDP-mannAc),UDP-N-acetylglucosamine 2-epimerase WecB,wecB,3,G,108.789509,128.7253042,89.84918292,109.121332
fig.6666666.52381.peg.2143,SY28_RS10790,Defense and invasion systems,Detoxification and inactivation,,alkaline-shock protein,,2,F,258.7305599,136.2109662,185.7955354,193.5790205
fig.6666666.52381.peg.2144,SY28_RS10795,Unknown function,General,,DAK2 domain fusion protein YloV,,3,G,115.5255925,111.8175804,128.5152053,118.6194594
fig.6666666.52381.peg.2145,SY28_RS10800,Unknown function,General,,COG3584 family protein,,1,E,818.1474454,1007.546104,834.0803873,886.5913121
fig.6666666.52381.peg.2146,SY28_RS10805,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,lipoprotein outer membrane localization system lolABCDE,ABC-type lipoprotein export system permease component,lolC_ lolE,3,G,120.9702928,161.4741096,123.8754973,135.4399665
fig.6666666.52381.peg.2147,SY28_RS10810,Unknown function,General,,hypothetical protein,,3,G,208.5237838,148.0337084,46.15288498,134.2367924
fig.6666666.52381.peg.2148,SY28_RS10815,Unknown function,General,,hypothetical protein,,3,G,178.3397352,178.1994563,198.7432496,185.094147
fig.6666666.52381.peg.2150,SY28_RS10825,Unknown function,Enzymes of unknown specificity,,alcohol dehydrogenase,,3,G,52.02030113,47.66995361,63.36993827,54.35339767
fig.6666666.52381.peg.2151,SY28_RS10830,Amino acid metabolism,Arginine and proline metabolism,ornithine biosynthesis from glutamate_ acetylated branch,acetylglutamate kinase ArgB,argB,3,G,4.722841927,10.14683121,25.29070771,13.38679361
fig.6666666.52381.peg.2152,SY28_RS10840,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis,anthranilate phosphoribosyltransferase TrpD,trpD,3,G,26.08107209,59.51807557,29.44746638,38.34887135
fig.6666666.52381.peg.2153,SY28_RS10845,Unknown function,Enzymes of unknown specificity,,glycosyl transferase family 2,,3,G,19.86275808,17.80727438,20.03811396,19.2360488
fig.6666666.52381.peg.2155,SY28_RS10855,Unknown function,Enzymes of unknown specificity,,glycosyl transferase family 2,,3,G,30.3114569,6.656440141,12.89697392,16.62162365
fig.6666666.52381.peg.2156,SY28_RS10860,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis,anthranilate synthase amidotransferase component TrpG,trpG,3,G,68.1552381,39.60424085,11.45837196,39.73928364
fig.6666666.52381.peg.2158,SY28_RS10870,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis,anthranilate synthase aminase component TrpE,trpE,3,G,35.26905364,11.54410184,21.76605598,22.85973715
fig.6666666.52381.peg.2159,SY28_RS10875,Unknown function,Enzymes of unknown specificity,,putative hydrolase of the HAD superfamily,,3,G,28.14684034,16.53019609,4.964330815,16.54712241
fig.6666666.52381.peg.2160,SY28_RS10880,Unknown function,General,,DSBA oxidoreductase,,3,G,31.46254527,33.39645512,33.03892445,32.63264161
fig.6666666.52381.peg.2161,SY28_RS10885,Amino acid metabolism,Arginine and proline metabolism,ornithine biosynthesis from glutamate_ acetylated branch,N-acetyl-gamma-glutamyl-phosphate reductase ArgC,argC,4,H,49.06153013,60.95396727,106.5296304,72.18170928
fig.6666666.52381.peg.2162,SY28_RS10890,Unknown function,General,,hypothetical protein,,2,F,150.3528708,42.62802833,294.6850466,162.5553153
fig.6666666.52381.peg.2163,SY28_RS10895,Amino acid metabolism,Arginine and proline metabolism,arginine biosynthesis from ornithine_ carbamoyl-p_ and aspartate (urea cycle),ornithine carbamoyltransferase ArgF,argF,2,F,207.2528594,112.3030295,158.2643759,159.2734216
fig.6666666.52381.peg.2164,SY28_RS10900,Nucleic acid metabolism,General,deoxynucleoside degradation,purine-nucleoside phosphorylase DeoD,deoD,2,F,125.8268375,63.99874406,154.6683544,114.831312
fig.6666666.52381.peg.2165,SY28_RS10905,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,twitching motility protein PilT,pilT,3,G,8.665772772,4.977118862,27.24243645,13.62844269
fig.6666666.52381.peg.2167,SY28_RS10915,Translation,Ribosomal proteins: synthesis and modification,ribosomal protein modification factors,GNAT family acetyltransferase,,4,H,11.91804406,36.54340963,74.29485876,40.91877081
fig.6666666.52381.peg.2168,SY28_RS10920,Unknown function,General,,hypothetical protein,,3,G,9.905004812,17.01552511,43.31623177,23.4122539
fig.6666666.52381.peg.2169,SY28_RS10925,Metabolism of other amino acids and amines,D-Alanine metabolism,peptidoglycan biosynthesis,alanine racemase Alr,alr,3,G,11.04500053,11.9192207,48.85946047,23.94122723
fig.6666666.52381.peg.2170,SY28_RS10930,Unknown function,General,,hypothetical protein,,1,E,30.53001135,120.1358869,42.45262679,64.37284167
fig.6666666.52381.peg.2171,SY28_RS10935,Nucleic acid metabolism,Purine metabolism,,purine nucleosidase IunH,iunH,3,G,43.85283892,41.50383654,80.09769141,55.15145562
fig.6666666.52381.peg.2172,SY28_RS10940,Carbohydrate metabolism,Pentose phosphate pathway,,ribokinase RbsK,rbsK,3,G,49.98116615,91.48005069,75.86270773,72.44130819
fig.6666666.52381.peg.2173,SY28_RS10945,Unknown function,Enzymes of unknown specificity,,transglutaminase,,3,G,49.75500142,9.362474933,8.881294689,22.66625701
fig.6666666.52381.peg.2175,SY28_RS10955,Transport and binding proteins,Cations and iron carrying compounds,,Cu+-exporting ATPase CopA,copA,3,G,95.41729829,108.8376511,46.57489658,83.60994866
fig.6666666.52381.peg.2176,SY28_RS10960,Unknown function,General,,hypothetical protein,,1,E,360.1715972,424.6922175,226.7572852,337.2070333
fig.6666666.52381.peg.2177,SY28_RS10965,Transport and binding proteins,Cofactors and prosthetic groups,,heavy metal transport/detoxification protein,,3,G,914.9723658,509.8113388,545.0968705,656.6268584
fig.6666666.52381.peg.2178,SY28_RS10970,Unknown function,General,,hypothetical protein,,1,E,601.9973118,803.1052349,360.6295485,588.5773651
fig.6666666.52381.peg.2179,SY28_RS10975,Transport and binding proteins,Cations and iron carrying compounds,copper homeostasis system CopRS/CopABCD,Cu2+ exporting ATPase CopB,copB,3,G,57.24822848,71.80838421,28.56423647,52.54028305
fig.6666666.52381.peg.2183,SY28_RS10990,Unknown function,General,,hypothetical protein,,3,G,203.2596461,206.485418,66.48170008,158.7422547
fig.6666666.52381.peg.2184,SY28_RS10995,Unknown function,General,,hypothetical protein,,1,E,618.2189956,1039.183967,308.3177088,655.2402238
fig.6666666.52381.peg.2185,SY28_RS11000,Unknown function,General,,hypothetical protein,,3,G,694.526091,765.8437634,295.1334054,585.1677533
fig.6666666.52381.peg.2186,SY28_RS11005,Unknown function,Enzymes of unknown specificity,,copper oxidase,,3,G,915.5017179,1011.991448,344.2851211,757.2594291
fig.6666666.52381.peg.2187,SY28_RS11010,Unknown function,Enzymes of unknown specificity,,ferredoxin,,3,G,42.25996308,40.16008984,31.00093953,37.80699749
fig.6666666.52381.peg.2188,SY28_RS11015,Unknown function,General,,hypothetical protein,,3,G,1230.533878,1319.889849,497.904967,1016.109564
fig.6666666.52381.peg.2190,SY28_RS11025,Signal transduction,Two-component systems,,two component signal transduction system response regulator,,3,G,16.28533627,24.90076845,11.03392557,17.40667676
fig.6666666.52381.peg.2191,SY28_RS11030,Unknown function,General,,hypothetical protein,,3,G,83.73744127,40.21027043,54.13505064,59.36092078
fig.6666666.52381.peg.2192,SY28_RS11035,Unknown function,General,,hypothetical protein,,3,G,27.78336673,28.26107977,5.729185981,20.59121083
fig.6666666.52381.peg.2194,SY28_RS11045,Transport and binding proteins,Anions,,Cd2+/Zn2+-exporting ATPase ZntA,zntA,3,G,28.69636192,46.20067962,21.03634639,31.97779598
fig.6666666.52381.peg.2195,SY28_RS11055,Translation,Transfer RNA biogenesis,tRNA aminoacylation,prolyl-tRNA synthetase ProS,proS,3,G,164.1029592,135.3161329,118.0572381,139.1587767
fig.6666666.52381.peg.2197,SY28_RS11060,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Base excision repair,endonuclease III Nth,nth,3,G,71.32183536,25.73496482,31.034226,42.69700873
fig.6666666.52381.peg.2198,SY28_RS11065,Unknown function,General,,hypothetical protein,,2,F,566.6882033,305.5859231,461.5489098,444.6076787
fig.6666666.52381.peg.2199,SY28_RS11070,Regulatory functions,Protein interactions,,protein phosphatase,,3,G,71.12142472,44.49315075,26.99907585,47.53788377
fig.6666666.52381.peg.2200,SY28_RS11075,Unknown function,General,,hemerythrin-like metal-binding protein,,1,E,210.6480627,277.7133386,155.1560194,214.5058069
fig.6666666.52381.peg.2201,SY28_RS11080,Translation,tRNA and rRNA base modification,tRNA methyltransferase,tRNA (guanine-N(7)-)-methyltransferase TrmB,trmB,0,,54.65089002,50.93105694,54.40485872,53.32893523
fig.6666666.52381.peg.2202,SY28_RS11085,Unknown function,General,,hypothetical protein,,0,,93.0375128,90.51339385,86.82693999,90.12594888
fig.6666666.52381.peg.2203,SY28_RS11090,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,pyruvate dehydrogenase E1 component AceA,aceE,0,,313.1542607,307.711611,292.9927025,304.6195247
fig.6666666.52381.peg.2204,SY28_RS11095,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,pyruvate dehydrogenase E2 component PdhC,pdhC,1,E,149.0322979,165.8067212,103.1217431,139.3202541
fig.6666666.52381.peg.2205,SY28_RS11100,Nucleic acid metabolism,Pyrimidine metabolism,pyrimidine ribonucleotide biosynthesis from UMP,cytidylate kinase Cmk,cmk,0,,52.59593309,29.72769364,66.74732343,49.69031672
fig.6666666.52381.peg.2206,SY28_RS11105,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,shikimate pathway,3-phosphoshikimate 1-carboxyvinyltransferase AroA,aroA,0,,90.26966616,70.6377474,49.45183439,70.11974931
fig.6666666.52381.peg.2207,SY28_RS11110,Unknown function,General,,phosphoesterase RecJ domain-containing protein,,0,,72.90075879,92.54484817,83.62501948,83.02354215
fig.6666666.52381.peg.2211,SY28_RS11125,Unknown function,Enzymes of unknown specificity,,alcohol dehydrogenase,,4,H,21.16043265,31.24161987,70.18723746,40.86309666
fig.6666666.52381.peg.2214,SY28_RS11140,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated endonuclease/helicase Cas3,cas3,0,,17.12548902,38.08333869,60.25907005,38.48929925
fig.6666666.52381.peg.2215,SY28_RS11145,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cas5d,cas5d,0,,25.82468146,24.72677322,57.98335251,36.17826906
fig.6666666.52381.peg.2216,SY28_RS11150,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Csd1,csd1,4,H,11.50803705,54.44442302,105.0255581,56.99267273
fig.6666666.52381.peg.2217,SY28_RS11155,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Csd2,csd2,4,H,24.02126918,103.6911492,116.019261,81.24389313
fig.6666666.52381.peg.2218,SY28_RS11160,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cmr1,cmr1,4,H,20.46061116,83.74295324,55.78158416,53.32838285
fig.6666666.52381.peg.2219,SY28_RS11165,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cmr2,cmr2,4,H,42.40920065,81.00445833,106.1048545,76.50617116
fig.6666666.52381.peg.2220,SY28_RS11170,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cmr3,cmr3,0,,36.35744914,39.53196757,19.21660665,31.70200778
fig.6666666.52381.peg.2221,SY28_RS11175,Defense and invasion systems,Invasion response,CRISPR immunity,Cmr4 family CRISPR-associated ramp protein,cmr4,0,,17.71570479,40.09611452,48.27058933,35.36080288
fig.6666666.52381.peg.2222,SY28_RS11180,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cmr5,cmr5,2,F,29.93466836,19.46534967,70.7203784,40.04013214
fig.6666666.52381.peg.2223,SY28_RS11185,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cmr6,cmr6,0,,24.98238278,69.93770771,61.34577763,52.0886227
fig.6666666.52381.peg.2224,SY28_RS11190,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated exonuclease Cas4,cas4,0,,57.82331314,68.09622462,81.70553069,69.20835615
fig.6666666.52381.peg.2225,SY28_RS11195,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cas1,cas1,0,,50.44622578,18.17502762,3.853567885,24.15827376
fig.6666666.52381.peg.2226,SY28_RS11200,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cas2,cas2,0,,90.78101569,69.2501745,74.68254747,78.23791255
fig.6666666.52381.peg.2227,SY28_RS11205,Signal transduction,Two-component systems,copper homeostasis system CopRS/CopABCD,two component signal transduction system response regulator,copR,0,,37.98870776,21.80895074,35.05589769,31.61785206
fig.6666666.52381.peg.2228,SY28_RS11210,Transport and binding proteins,Amino acids_ peptides and amines,,amino acid transporter,,0,,50.30402781,40.99775975,68.8859552,53.39591425
fig.6666666.52381.peg.2230,SY28_RS11215,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus pilin protein PilA,pilA,1,E,541.7345557,766.7898667,289.1165135,532.5469786
fig.6666666.52381.peg.2235,SY28_RS11240,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus assembly protein PilB,pilB,0,,18.93215193,27.18875432,24.79207408,23.63766011
fig.6666666.52381.peg.2238,SY28_RS11255,Transport and binding proteins,Amino acids_ peptides and amines,polar amino acid transport system PA,ABC-type polar amino acid uptake system substrate-binding component,,0,,63.27172504,64.50961285,101.0480552,76.27646438
fig.6666666.52381.peg.2239,SY28_RS11260,Transport and binding proteins,Amino acids_ peptides and amines,polar amino acid transport system PA,ABC-type polar amino acid uptake system permease component,,0,,54.06841149,80.46390834,37.55525975,57.36252653
fig.6666666.52381.peg.2241,SY28_RS11270,Amino acid metabolism,Arginine and proline metabolism,polyamine biosynthesis,agmatinase SpeB,speB,0,,15.70807004,27.61432968,11.14015277,18.15418416
fig.6666666.52381.peg.2242,SY28_RS11275,Transport and binding proteins,Amino acids_ peptides and amines,L-amino acid transport system AapJMPQ,ABC-type L-amino acid uptake system ATPase component AapP,aapP,2,F,67.67361952,7.38801633,21.3122696,32.12463515
fig.6666666.52381.peg.2243,SY28_RS11280,Unknown function,Enzymes of unknown specificity,,aminotransferase,,0,,39.47023879,48.39813538,21.26386658,36.37741359
fig.6666666.52381.peg.2244,SY28_RS11290,Energy metabolism,Oxidative phosphorylation,,cytochrome P450,,0,,38.95614829,60.58093485,43.28964698,47.60891004
fig.6666666.52381.peg.2245,SY28_RS11295,Unknown function,General,,hypothetical protein,,0,,294.6558458,304.9660733,272.2421476,290.6213556
fig.6666666.52381.peg.2246,SY28_RS11300,Unknown function,General,,hypothetical protein,,0,,85.69174833,68.11119137,94.22816644,82.67703538
fig.6666666.52381.peg.2248,SY28_RS11310,Transport and binding proteins,Cofactors and prosthetic groups,,heavy metal-binding protein,,3,G,500.4172715,229.333217,157.3196477,295.6900454
fig.6666666.52381.peg.2249,SY28_RS11315,Unknown function,General,,COG1937 family protein of unknown function,,1,E,87.72963939,194.4142504,35.79967024,105.9811867
fig.6666666.52381.peg.2250,SY28_RS11320,Transport and binding proteins,Cations and iron carrying compounds,copper homeostasis system CopRS/CopABCD,Cu+-exporting ATPase CopA,copA,0,,47.27232363,47.45099433,55.6438006,50.12237285
fig.6666666.52381.peg.2251,SY28_RS11325,Unknown function,General,,protein of unknown function DUF305,,1,E,73.91308201,161.2320752,13.51733451,82.88749722
fig.6666666.52381.peg.2252,SY28_RS11330,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,,protein tyrosine phosphatase,,0,,25.38845349,28.92784315,23.34009883,25.88546516
fig.6666666.52381.peg.2253,SY28_RS11335,Carbohydrate metabolism,Starch and sucrose metabolism,sucrose degradation,alpha-glucosidase MalZ,malZ,0,,99.8298145,82.96282002,62.99870362,81.93044605
fig.6666666.52381.peg.2254,SY28_RS11340,Carbohydrate metabolism,Starch and sucrose metabolism,sucrose degradation,amylosucrase,,3,G,121.0708987,79.88012162,70.14685348,90.36595793
fig.6666666.52381.peg.2255,SY28_RS11345,Unknown function,General,,hypothetical protein,,0,,78.63531613,87.58497982,110.4297337,92.21667655
fig.6666666.52381.peg.2257,SY28_RS11355,Transport and binding proteins,Porins and secretins,,outer membrane protein,,4,H,14.756845,27.64352031,66.91157295,36.43731275
fig.6666666.52381.peg.2259,SY28_RS11370,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,phosphoribosylaminoimidazole-succinocarboxamide synthase PurC,purC,4,H,37.0829747,76.68969063,176.2410916,96.67125232
fig.6666666.52381.peg.226,SY28_RS14675,Intracellular trafficking_ assembly_ and processing,Peptidases,SOS response,S24 family peptidase,,0,,16.07048475,24.63786441,17.76826097,19.49220338
fig.6666666.52381.peg.2260,SY28_RS11375,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,phosphoribosylformylglycinamidine synthase PurS,purS,4,H,44.61750807,117.172467,84.06155115,81.95050873
fig.6666666.52381.peg.2261,SY28_RS11380,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,phosphoribosylformylglycinamidine synthase I PurQ,purQ,3,G,186.6828252,92.1244349,108.4441565,129.0838055
fig.6666666.52381.peg.2262,SY28_RS11385,Unknown function,Enzymes of unknown specificity,,putative hydrolase of the HAD superfamily,,1,E,86.01731612,186.941472,87.3247943,120.0945275
fig.6666666.52381.peg.2263,SY28_RS11390,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,phosphoribosylformylglycinamidine synthase II PurL,purL,0,,66.02759213,51.89729485,62.22614369,60.05034356
fig.6666666.52381.peg.2264,SY28_RS11395,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,amidophosphoribosyltransferase PurF,purF,3,G,107.8037567,79.37294203,24.97188822,70.71619566
fig.6666666.52381.peg.2265,SY28_RS11400,Energy metabolism,Nitrogen metabolism,,oxygen-insensitive NADPH nitroreductase,,0,,77.71217002,73.14849369,93.32623211,81.39563194
fig.6666666.52381.peg.2266,SY28_RS11405,Unknown function,General,,hypothetical protein,,2,F,61.83767867,18.39516228,135.5339917,71.92227754
fig.6666666.52381.peg.2267,SY28_RS11410,Regulatory functions,DNA interactions,,XRE family transcriptional regulator,,2,F,155.2644741,61.13602341,312.9334448,176.4446474
fig.6666666.52381.peg.2270,SY28_RS11420,Unknown function,General,,protein of unknown function DUF955,,0,,3.278898145,21.0494264,4.567544134,9.631956227
fig.6666666.52381.peg.2271,SY28_RS11425,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,,dihydroneopterin triphosphate pyrophosphohydrolase FolQ,folQ,4,H,46.26915637,52.35546187,97.002284,65.20896741
fig.6666666.52381.peg.2272,SY28_RS11430,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,,dihydropteridine reductase,,0,,15.51915313,15.27340262,14.79624778,15.19626785
fig.6666666.52381.peg.2273,SY28_RS11435,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP and PABA,GTP cyclohydrolase I FolE,folE,0,,26.60424618,65.49472886,73.41806131,55.17234545
fig.6666666.52381.peg.2274,SY28_RS11440,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly iscSUA-hscBA-fdx system,Fe-S cluster assembly scaffold IscU,iscU,3,G,59.16111782,54.09779046,7.475100445,40.24466958
fig.6666666.52381.peg.2275,SY28_RS11445,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,bifunctional cysteine desulfurase / selenocysteine lyase SufS,sufS,0,,30.50632706,26.26190371,32.74387276,29.83736784
fig.6666666.52381.peg.2279,SY28_RS11470,Unknown function,General,,hypothetical protein,,2,F,163.5838091,9.828462157,125.7877227,99.73333135
