RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions
N/A,tlr0690,Translation,Transfer RNA biogenesis,tRNA aminoacylation,phenylalanyl-tRNA synthetase alpha subunit PheS,pheS,3,G,3751.033362,3175.249188,2369.152073,3098.478207
N/A,tlr0691,Cell structure_ growth_ and death,Chromosome and assoicated proteins,None,CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein,,4,H,2011.863412,2149.29496,2248.976388,2136.711587
N/A,tlr0693,Carbohydrate metabolism,Citrate cycle (TCA cycle),citrate cycle_ first carbon oxidation,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase AcnB,acnB,3,G,12453.10281,12747.32415,11025.84984,12075.4256
N/A,tlr0694,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis,NAD(P) transhydrogenase alpha chain part 1 PntA,pntA,4,H,1347.203654,1633.269481,1947.559567,1642.677567
N/A,tlr0696,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis common pathway,NAD(P) transhydrogenase beta subunit PntB,pntB,3,G,1216.72407,1164.757286,1173.933252,1185.138203
N/A,tlr0699,Unknown function,General,None,hypothetical protein,,0,,255.5242997,234.5190042,252.6573238,247.5668759
N/A,tlr0700,None,None,None,None,None,4,H,897.5418978,1507.945015,2983.424209,1796.303708
N/A,tlr0701,None,None,None,None,None,4,H,314.6636538,407.54871,641.5666233,454.5929957
N/A,tlr0703,Signal transduction,Taxis,None,chemotaxis signal transduction system methyl-accepting receptor,,3,G,3649.7918,3574.289152,3528.430345,3584.170433
N/A,tlr0704,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,aspartate biosynthesis,L-asparagine amidopeptidase AnsA1,ansA1,4,H,4491.416882,5288.66929,6404.867363,5394.984512
N/A,tlr0705,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhK,ndhK,4,H,22630.39886,35098.70809,42312.65525,33347.25407
N/A,tlr0707,Unknown function,General,None,protein of unknown function DUF3007,,4,H,681.9630208,1464.261488,2030.296798,1392.173769
N/A,tlr0708,Carbohydrate metabolism,Starch and sucrose metabolism,maltose degradation,4-alpha-glucanotransferase MalQ,malQ,3,G,3017.307676,2366.334507,1767.049673,2383.563952
N/A,tlr0710,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,None,pyridoxal-phosphate-dependent aminotransferase DegT/DnrJ/EryC1/StrS family,,3,G,1065.271833,890.211122,810.0748209,921.8525918
N/A,tlr0711,Carbohydrate metabolism,Pyruvate metabolism,lactate oxidation,fermentative lactate dehydrogenase LdhA,ldhA,0,,299.0507924,318.0428872,296.3106658,304.4681151
N/A,tlr0712,Amino acid metabolism,Arginine and proline metabolism,arginine biosynthesis from ornithine_ carbamoyl-p_ and aspartate (urea cycle),argininosuccinate synthase ArgG,argG,3,G,8040.473674,7252.586072,5327.440751,6873.500166
N/A,tlr0714,Unknown function,General,None,pentapeptide repeat protein,,3,G,4465.056372,4407.074103,4167.876683,4346.669053
N/A,tlr0715,Translation,Transfer RNA biogenesis,CCA adding factors,CC-adding tRNA nucleotidyltransferase PcnB,pcnB,4,H,522.5104036,563.4744899,620.9399118,568.9749351
N/A,tlr0722,Unknown function,General,None,protein of unknown function DUF500,,2,F,9891.559091,8970.788275,9909.218986,9590.522117
N/A,tlr0723,Unknown function,General,None,DNA-binding protein YbaB/EbfC family,,3,G,21446.74963,17718.19355,13089.74788,17418.23036
N/A,tlr0724,Signal transduction,Two-component systems,osmoprotection,hyperosmotic stress-responsive two component signal transduction system response regulator LuxR subfamily,,4,H,1804.08433,2026.295078,2531.605818,2120.661742
N/A,tlr0725,Unknown function,General,None,FHA domain protein,,4,H,87.82308283,154.1701216,190.6931404,144.2287816
N/A,tlr0728,None,None,None,None,None,4,H,58.80225165,87.44139553,129.7054563,91.98303448
N/A,tlr0729,Unknown function,General,None,hypothetical protein,,3,G,14639.93091,12049.19577,8467.744283,11718.95699
N/A,tlr0731,Energy metabolism,Photosynthesis,photosystem I main subunits,photosystem I P700 chlorophyll a apoprotein A1 PsaA,psaA,1,E,475701.8878,628558.5731,476036.0177,526765.4929
N/A,tlr0732,Energy metabolism,Photosynthesis,photosystem I main subunits,photosystem I P700 chlorophyll a apoprotein A2 PsaB,psaB,1,E,302468.6771,373591.0172,290605.6414,322221.7785
N/A,tlr0733,Unknown function,General,None,membrane protein,,3,G,14242.05435,13784.07775,10549.93791,12858.69
N/A,tlr0737,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,biosynthesis of undecaprenyl phosphate (Und-P),undecaprenyl-diphosphatase UppP,uppP,3,G,1824.334415,1481.081844,997.4614678,1434.292575
N/A,tlr0738,Transcription,Transcription factors,RNA polymerase sigma factors,group 3 RNA polymerase sigma-70 subunit SigF,sigF,4,H,3421.610267,4256.795808,4864.033819,4180.813298
N/A,tlr0739,Signal transduction,General,circadian clock input_ redox state ETS,light-dependent circadian clock protein complex redox sensing component LdpA,ldpA,4,H,1379.352106,1871.901476,2544.844362,1932.032648
N/A,tlr0740,Unknown function,Enzymes of unknown specificity,None,ATPase-like protein Ycf45,ycf45,4,H,2463.760148,2866.7316,3446.781683,2925.75781
N/A,tlr0741,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,protoporphyrin IX biosynthesis from uroporphyrinogen III,uroporphyrinogen decarboxylase HemE,hemE,3,G,13419.41544,11111.69248,7628.696464,10719.93479
N/A,tlr0742,Unknown function,Enzymes of unknown specificity,None,NAD-dependent epimerase/dehydratase family protein,,1,E,2059.350632,2374.194579,2154.198685,2195.914632
N/A,tlr0743,Unknown function,General,None,protein of unknown function DUF55,,4,H,785.2511723,1063.121043,1490.437993,1112.936736
N/A,tlr0749,Unknown function,General,None,hypothetical cyanobacterial membrane protein in cluster with PxcA,,3,G,918.6424223,685.3756652,571.6046244,725.2075706
N/A,tlr0750,Translation,Transfer RNA biogenesis,tRNA aminoacylation,methionyl-tRNA synthetase MetG,metG,3,G,2874.484819,2441.201515,2014.204718,2443.297018
N/A,tlr0751,Unknown function,General,None,protein of unknown function DUF88,,4,H,3492.976979,4049.503592,4978.460708,4173.647093
N/A,tlr0754,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,lipopolysaccharide export LptABCDFG,lipopolysaccharde export component LptC,lptC,4,H,1096.362908,1150.910593,1219.848053,1155.707185
N/A,tlr0755,Unknown function,Enzymes of unknown specificity,None,2OG-Fe(II) oxygenase superfamily protein,,0,,340.2443253,336.8437626,363.0331489,346.707079
N/A,tlr0756,Unknown function,General,None,hypothetical protein,,0,,605.57152,605.3080344,574.9113631,595.2636392
N/A,tlr0757,Unknown function,General,None,hypothetical protein,,3,G,8295.978195,8611.585042,7057.028072,7988.197103
N/A,tlr0758,Cell structure_ growth_ and death,Cell division,None,cell division protein ZipN,zipN,3,G,1983.770463,1654.692309,1693.753999,1777.40559
N/A,tlr0764,Amino acid metabolism,Arginine and proline metabolism,proline biosynthesis from glutamate,glutamate-5-semialdehyde dehydrogenase ProA,proA,3,G,6103.058103,5361.994992,4460.100602,5308.384566
N/A,tlr0765,Energy metabolism,Carbon fixation in prokaryotes,reductive citrate cycle (Arnon-Buchanan cycle) ,phosphoenolpyruvate synthase PpsA,ppsA,4,H,1685.79136,2109.501643,2681.860127,2159.051043
N/A,tlr0766,Energy metabolism,Photosynthesis - antenna proteins,phycobilisome turnover,phycocyanin alpha phycocyanobilin lyase related protein NblB,nblB,4,H,2001.266191,2753.392678,3277.946603,2677.535157
N/A,tlr0767,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,cobalt-precorrin-5B (C1)-methyltransferase CbiD,cbiD,2,F,436.3713428,390.4528298,437.7244294,421.5162007
N/A,tlr0773,Unknown function,General,None,hypothetical protein,,4,H,226.5367368,263.1132324,432.5026892,307.3842195
N/A,tlr0776,None,None,None,None,None,0,,122.2338442,127.571242,148.8576815,132.8875892
N/A,tlr0777,Translation,Transfer RNA biogenesis,tRNA aminoacylation,prolyl-tRNA synthetase ProS,proS,3,G,6359.733544,6038.001877,5547.218942,5981.651454
N/A,tlr0778,Unknown function,Enzymes of unknown specificity,None,methyltransferase type 11,,4,H,1323.706398,1572.08228,1922.563788,1606.117489
N/A,tlr0779,Unknown function,General,None,hypothetical protein,,4,H,257.637243,258.1800108,426.2464469,314.0212336
N/A,tlr0781,Unknown function,General,None,hypothetical protein,,4,H,986.1019799,1123.562899,1124.139475,1077.934785
N/A,tlr0782,Carbohydrate metabolism,Starch and sucrose metabolism,glycogen metabolism,starch phosphorylase GlgP,glgP,3,G,19524.76669,17779.62834,14159.75945,17154.71816
N/A,tlr0783,Transport and binding proteins,Amino acids_ peptides and amines,murein amino sugar recycling,cell wall degradation product uptake permease AmpG,ampG,3,G,3458.646939,3191.615846,2402.112408,3017.458397
N/A,tlr0784,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,chorismate biosynthesis via shikimate,3-dehydroquinate synthase AroB,aroB,3,G,3286.459793,2750.877002,2588.049954,2875.128917
N/A,tlr0786,Unknown function,General,None,hypothetical protein,,3,G,23337.55029,20275.74304,19156.90678,20923.40004
N/A,tlr0796,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),plastoquinol—plastocyanin reductase cytochrome cn subunit PetB,petB,1,E,104279.5621,115856.7433,94898.82975,105011.7117
N/A,tlr0797,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),cytochrome b6-f complex subunit IV PetD,petD,1,E,26875.37785,28917.70008,24580.5926,26791.22351
N/A,tlr0800,Nucleic acid metabolism,DNA replication_ recombination_ and repair,recFOR recombination pathway,ATP-dependent DNA helicase RecQ,recQ,3,G,238.7875158,173.1075833,186.998977,199.6313587
N/A,tlr0801,Unknown function,General,None,hypothetical protein,,4,H,936.7168389,1138.376044,1475.361761,1183.484881
N/A,tlr0803,Unknown function,Enzymes of unknown specificity,None,CbbY family protein,,3,G,2372.607875,2218.42455,1527.342518,2039.458314
N/A,tlr0805,Unknown function,General,None,hypothetical protein,,3,G,15756.36744,12363.97313,12301.74952,13474.03003
N/A,tlr0806,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,None,lysophosphatidic acid acyltransferase,,4,H,939.2654083,1061.214711,1436.915012,1145.798377
N/A,tlr0809,Nucleic acid metabolism,General,None,nucleoside triphosphate pyrophosphohydrolase MazG,mazG,3,G,795.4375043,563.0463642,400.9831014,586.48899
N/A,tlr0816,Transport and binding proteins,Cations and iron carrying compounds,None,cation transporting ATPase,,4,H,349.2750305,479.9405919,544.5679204,457.9278476
N/A,tlr0818,Unknown function,Enzymes of unknown specificity,None,deoxyhypusine synthase,,3,G,26765.42134,24516.82402,18237.63093,23173.2921
N/A,tlr0821,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,None,peptidyl-prolyl cis-trans isomerase PpiB,ppiB,3,G,14383.4309,14550.87275,11910.39436,13614.89934
N/A,tlr0822,Unknown function,General,None,pentapeptide repeat protein,,1,E,2995.446617,3115.911849,2971.943364,3027.767277
N/A,tlr0823,Unknown function,Enzymes of unknown specificity,None,GTP-binding domain protein,,4,H,532.1610439,696.6365731,779.6650126,669.4875432
N/A,tlr0828,Unknown function,General,None,hypothetical protein,,3,G,1562.160221,1499.565054,1489.246715,1516.990663
N/A,tlr0829,Transport and binding proteins,Unknown substrate,None,small-conductance mechanosensitive channel,,0,,667.5789297,641.6640096,665.2332723,658.1587372
N/A,tlr0833,Regulatory functions,Protein interactions,ribosome activity modulation,light-repressed ribosomal subunit interface protein LrtA,lrtA,4,H,43853.28224,62077.04666,70130.11016,58686.81302
N/A,tlr0837,Unknown function,General,manganese homeostasis,pentapeptide repeat-containing protein RfrA,rfrA,3,G,1307.448555,1209.5942,988.571813,1168.538189
N/A,tlr0838,Prosthetic groups_ cofactors_ and carriers,Vitamin B6 metabolism,pyridoxal phosphate biosynthesis_ PdxA/PdxJ pathway,pyridoxine 5'-phosphate synthase PdxJ,pdxJ,3,G,9516.87698,7426.564323,5461.759994,7468.400432
N/A,tlr0841,Unknown function,General,None,protein of unknown function DUF3038,,3,G,1471.665548,1062.471659,769.4237034,1101.18697
N/A,tlr0842,Unknown function,General,None,hypothetical protein,,3,G,5853.033614,4677.130145,3652.047837,4727.403865
N/A,tlr0843,Energy metabolism,Carbon fixation in prokaryotes,None,zinc-dependent gamma carbonic anhydrase CagA,cagA,3,G,2651.967454,2506.82334,2534.401075,2564.39729
N/A,tlr0844,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,1-acylglycerol-3-phosphate biosynthesis_ PlsX/Y pathway,glycerol-3-phosphate acyltransferase PlsX,plsX,3,G,16036.05742,15567.1109,11847.45823,14483.54218
N/A,tlr0845,Fatty acid and lipid metabolism,Biosynthesis,fatty acid biosynthesis_ elongation,3-oxoacyl-[acyl-carrier-protein] synthase III FabH,fabH,1,E,1122.423287,1227.106173,1176.688939,1175.406133
N/A,tlr0846,Cell structure_ growth_ and death,Cell division,SMC-ScpA-ScpB complex,segregation and condensation protein ScpB,scpB,0,,84.79093324,70.11472073,109.5372627,88.14763891
N/A,tlr0849,Transport and binding proteins,Nucleosides_ purines and pyrimidines,competence-related DNA transformation transporter ,late competence development protein ComFB,comFB,3,G,5497.359162,4850.261452,4392.784504,4913.468373
N/A,tlr0850,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,leucine biosynthesis from pyruvate and acetyl-CoA,(R)-citramalate synthase CimA,cimA,3,G,2826.032946,2638.258857,2346.258358,2603.51672
N/A,tlr0851,Amino acid metabolism,Cysteine and methionine metabolism,cysteine biosynthesis from serine,serine O-acetyltransferase CysE,cysE,4,H,13215.11183,13775.04984,15885.64608,14291.93591
N/A,tlr0861,Translation,tRNA and rRNA base modification,tRNA modification factors,leucyl/phenylalanyl-tRNA--protein transferase Aat,aat,0,,173.069696,144.0382677,137.6179917,151.5753184
N/A,tlr0862,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,photosystem II repair,photosystem II repair protein Psb32,psb32,4,H,589.7253899,636.8572266,917.9702239,714.8509468
N/A,tlr0863,Unknown function,General,None,hypothetical protein,,3,G,566.4342748,325.4113056,278.3483158,390.064632
N/A,tlr0870,Unknown function,General,None,hypothetical protein,,4,H,88.07875581,140.1406152,179.7183811,135.9792507
N/A,tlr0872,Unknown function,General,None,hypothetical protein,,3,G,602.9479718,567.1078431,474.9031973,548.3196707
N/A,tlr0873,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,None,small heat shock molecular chaperone HspA,hspA,3,G,11596.16966,9586.142553,8716.539244,9966.28382
N/A,tlr0878,Translation,Ribosomal proteins: synthesis and modification,Ribosome biogeneses GTPases,ribosome biogenesis GTPase Der,der,3,G,2582.721379,2492.023631,2498.847209,2524.53074
N/A,tlr0882,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,chorismate from erythrose-4P,shikimate kinase AroK,aroK,1,E,1314.826397,1367.055959,1319.609611,1333.830656
N/A,tlr0883,Unknown function,General,None,membrane protein of unknown function DUF4126,,0,,288.5799998,272.7851791,312.656684,291.340621
N/A,tlr0884,Unknown function,General,None,pentapeptide repeat protein,,3,G,1532.526072,1300.405471,1153.053539,1328.661694
N/A,tlr0890,Transport and binding proteins,Unknown substrate,None,ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component,,0,,976.0420932,958.4072959,980.2204768,971.5566219
N/A,tlr0892,Transport and binding proteins,Unknown substrate,None,ABC-type nitrate/sulfonate/bicarbonate transport system ATPase component,,3,G,3715.668885,3348.541116,2856.053561,3306.754521
N/A,tlr0894,Unknown function,General,None,hypothetical protein,,3,G,524.1967415,444.6813644,359.9733256,442.9504772
N/A,tlr0896,Intracellular trafficking_ assembly_ and processing,Peptidases,None,membrane protein related to metalloendopeptidase,,2,F,4162.364603,3733.350523,4125.372626,4007.029251
N/A,tlr0897,Unknown function,General,None,hypothetical protein,,4,H,36480.06002,36398.84264,40186.77433,37688.55899
N/A,tlr0898,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,coenzyme A biosynthesis from pantothenate,dephospho-CoA kinase CoaE,coaE,4,H,158.6508866,207.6304076,390.9335226,252.4049389
N/A,tlr0900,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,cobaltochelatase subunit CobN,cobN,4,H,1589.05438,1607.081889,1653.213415,1616.449895
N/A,tlr0903,Unknown function,General,None,ABC-type export system membrane fusion component,,4,H,1400.914317,1568.303356,2194.175319,1721.130997
N/A,tlr0904,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase dehydrogenase subunit NdhF3,ndhF3,4,H,2217.696809,3823.355738,3659.863666,3233.638738
N/A,tlr0905,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhD3,ndhD3,4,H,2711.2536,4235.954687,3996.128413,3647.7789
N/A,tlr0906,Energy metabolism,Carbon fixation in prokaryotes,CO2 fixation,high-affinity CO2 hydration protein CupA,cupA,4,H,2917.875029,3704.62079,3458.30967,3360.268496
N/A,tlr0908,Metabolism of other amino acids and amines,Glutathione metabolism,glutathione biosynthesis,glutathione synthase GshB,gshB,4,H,1001.859542,1275.540338,1406.808166,1228.069349
N/A,tlr0909,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,leucine and isoleucine biosynthesis from pyruvate and acetyl-CoA,3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit LeuC,leuC,3,G,5813.076214,4385.851338,3402.400128,4533.775894
N/A,tlr0910,Unknown function,General,None,hypothetical protein,,3,G,4276.071956,3378.744325,3451.301703,3702.039328
N/A,tlr0911,Signal transduction,General,light sensory transduction,class II cyanobacteriochrome,,4,H,1659.594955,1641.171271,1900.430318,1733.732181
N/A,tlr0917,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis from cob(II)yrinate diamide,cob(I)alamin adenosyltransferase,,3,G,9977.205833,8360.035427,8581.064298,8972.768519
N/A,tlr0924,Regulatory functions,Small molecule interactions,Sensory transduction: light,blue light-activated diguanylate cyclase SesA,sesA,4,H,3302.544017,3524.955523,3996.038906,3607.846149
N/A,tlr0926,Transport and binding proteins,Cofactors and prosthetic groups,glutathione upake system GsiABCD,ABC-type glutathione uptake system ATPase component GsiA,gsiA,3,G,920.3232907,952.8655947,748.5283553,873.9057469
N/A,tlr0927,Energy metabolism,Sulfur metabolism,PAPS to APS,3'(2')_ 5'-bisphosphate nucleotidase CysQ,cysQ,3,G,2394.521112,2253.809176,1948.575316,2198.968535
N/A,tlr0928,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Sec protein export system,fused signal recognition particle receptor FtsY,ftsY,3,G,4439.051002,4266.693871,3956.834421,4220.859765
N/A,tlr0930,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis,bifunctional acetylornithine/N-succinyldiaminopimelate aminotransferase ArgD,argD,0,,217.0645407,185.0995312,198.2616561,200.1419093
N/A,tlr0936,Unknown function,General,None,hypothetical protein,,4,H,618.7152489,657.895122,956.6941997,744.4348569
N/A,tlr0937,Unknown function,General,None,YtxH-like protein,,3,G,977.8194155,949.7122523,812.8476518,913.4597732
N/A,tlr0938,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,rod shape-determining protein MreB,mreB,3,G,5672.65721,5449.220994,4431.529696,5184.4693
N/A,tlr0939,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,rod shape-determining protein MreC,mreC,4,H,1848.212762,2079.334768,2005.218626,1977.588719
N/A,tlr0940,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,rod shape-determining protein MreD,mreD,0,,374.839147,365.0992829,410.7022686,383.5468995
N/A,tlr0942,Translation,tRNA and rRNA base modification,23S rRNA modifcation,23S rRNA (uracil1939-C5)-methyltransferase RumA,rumA,3,G,701.5223209,598.3817539,541.7049171,613.869664
N/A,tlr0949,Unknown function,General,None,hypothetical protein,,3,G,2914.74944,2804.731232,2718.119388,2812.533353
N/A,tlr0951,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,dTDP-L-rhamnose biosynthesis from dTDP-4-dehydro-L-rhamnose,dTDP-4-dehydrorhamnose reductase RmlD,rmlD,3,G,490.9936757,499.8735064,398.9849966,463.2840596
N/A,tlr0953,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,twin-arginine protein export system TatABCE,sec-independent protein translocase protein TatC,tatC,4,H,1838.238964,2112.742882,2301.030756,2084.0042
N/A,tlr0954,Cell structure_ growth_ and death,Microcompartments,CO2 fixation: microcompartment,carboxysome major structural protein CcmK3,ccmK3,3,G,17470.87546,13004.10327,11339.85958,13938.27944
N/A,tlr0959,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),plastoquinol—plastocyanin reductase iron-sulfur subunit PetC,petC,1,E,49169.76895,58646.48028,46192.72932,51336.32618
N/A,tlr0960,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),plastoquinol—plastocyanin reductase cytochrome f subunit PetA,petA,1,E,48198.68776,56901.31017,52325.78686,52475.2616
N/A,tlr0961,Translation,tRNA and rRNA base modification,tRNA modification factors - methyltransferases,tRNA modification GTPase MnmE,mnmE,4,H,2224.083317,2968.238739,2898.814883,2697.045646
N/A,tlr0962,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,lipopolysaccharide biosynthesis,ABC-type export system hybrid permease / ATPase,,0,,1595.125546,1629.943147,1611.030588,1612.033093
N/A,tlr0963,Cell structure_ growth_ and death,Cell division,MinCDE system,cell division inhibitor minD,minD,3,G,1934.07596,1798.209366,1551.079821,1761.121715
N/A,tlr0965,Unknown function,General,None,hypothetical protein,,2,F,2464.837354,2373.647861,2724.832028,2521.105747
N/A,tlr0966,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Calvin-Benson cycle_ Embden-Meyerhof pathway,triosephosphate isomerase TpiA,tpiA,3,G,7594.573535,5128.294071,3498.300376,5407.055994
N/A,tlr0967,Unknown function,General,None,tetratricopeptide repeat domain protein,,4,H,29792.43548,39825.15208,60289.12907,43302.23888
N/A,tlr0969,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,membrane-bound lytic transglycosylase A MltA,mltA,4,H,1473.216358,1830.956786,2055.84657,1786.673238
N/A,tlr0973,Unknown function,Enzymes of unknown specificity,None,pectinesterase family protein,,2,F,3082.27744,2787.430977,3078.252116,2982.653511
N/A,tlr0974,Unknown function,General,None,VWA domain protein,,3,G,8922.400956,9012.717299,7979.601747,8638.24
N/A,tlr0975,Unknown function,General,None,uncharacterized protein,,3,G,4351.608545,4308.668609,4248.505341,4302.927498
N/A,tlr0976,Regulatory functions,Protein interactions,serine/threonine protein kinases,serine/threonine protein kinase,,4,H,1196.656517,1188.315718,1443.778953,1276.250396
N/A,tlr0977,Unknown function,General,None,hypothetical protein,,3,G,6897.65211,6373.445045,6275.060256,6515.385804
N/A,tlr0979,Energy metabolism,Oxidative phosphorylation,TCA cycle,succinate dehydrogenase cytochrome b556 subunit SdhC,sdhC,3,G,3487.652211,3239.938277,3055.21358,3260.934689
N/A,tlr0981,Energy metabolism,Nitrogen metabolism,urease,urease gamma subunit UreA,ureA,3,G,1996.887939,1611.77117,1655.803099,1754.820736
N/A,tlr0982,Amino acid metabolism,Glycine_ serine and threonine metabolism,threonine biosynthesis from homoserine,threonine synthase ThrCII,thrCII,3,G,26523.92732,24852.3499,18231.95557,23202.74426
N/A,tlr0984,Unknown function,Enzymes of unknown specificity,None,transglutaminase-like domain-containing protein,,4,H,2132.63834,2224.382231,2370.951977,2242.657516
N/A,tlr0996,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG,ispG,1,E,16801.25155,19207.58514,15889.61796,17299.48488
N/A,tlr0997,Unknown function,General,Cell cycle regulation,histidine triad nucleotide-binding protein,,1,E,12110.27484,12587.44694,11098.49679,11932.07286
N/A,tlr0998,Mobile and extrachromosomal element functions,Selfish genetic elements,group II intron,retron-type reverse transcriptase,,0,,319.0390476,315.7277169,314.7950311,316.5205985
N/A,tlr0999,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel4 transposase TnpA_ISTel4,tnpA_ISTel4,4,H,1006.892334,984.3662709,1251.921171,1081.059925
N/A,tlr1001,None,None,None,None,None,4,H,72.15577765,77.1293202,129.2212751,92.83545766
N/A,tlr1004,Unknown function,General,None,hypothetical protein,,4,H,244.8809416,467.773741,867.1390303,526.5979043
N/A,tlr1005,Unknown function,Enzymes of unknown specificity,None,GTPase of unknown function DUF697,,4,H,294.8469001,307.5554671,389.2510233,330.5511302
N/A,tlr1006,Unknown function,General,None,hypothetical protein,,4,H,4330.821821,5324.876164,5718.411822,5124.703269
N/A,tlr1007,Unknown function,General,None,hypothetical protein,,1,E,12116.1335,15054.55676,12937.26087,13369.31705
N/A,tlr1014,Unknown function,General,None,hypothetical protein,,2,F,843.8722328,663.458135,713.4432329,740.2578669
N/A,tlr1018,Regulatory functions,DNA interactions,zinc homeostasis,Zn(II)-responsive transcriptional repressor of zinc resistance SmtB,smtB,4,H,590.4004246,579.7549674,908.7729305,692.9761075
N/A,tlr1032,Unknown function,General,None,hypothetical protein,,4,H,2377.889734,2599.44496,2587.256221,2521.530305
N/A,tlr1036,Unknown function,General,None,beta-helix repeat protein,,2,F,3067.200286,2941.325797,3254.218999,3087.581694
N/A,tlr1038,Unknown function,General,None,hypothetical protein,,1,E,6070.943061,6566.147434,5658.641853,6098.577449
N/A,tlr1040,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,1-deoxy-D-xylulose-5-phosphate reductoisomerase Dxr,dxr,3,G,5372.968719,4701.573452,3358.815744,4477.785972
N/A,tlr1041,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,4-hydroxy-3-methylbut-2-enyl diphosphate reductase IspH,ispH,3,G,10465.88108,9886.050221,8627.491653,9659.807652
N/A,tlr1045,Intracellular trafficking_ assembly_ and processing,Peptidases,None,family S33 protease,,3,G,738.7813266,670.8715068,612.963385,674.2054062
N/A,tlr1046,Transport and binding proteins,Amino acids_ peptides and amines,glutamate salvage,Na:glutamate symporter GltS,gltS,3,G,843.8883834,825.4342417,685.1628354,784.8284868
N/A,tlr1047,Carbohydrate metabolism,Starch and sucrose metabolism,sucrose biosynthesis,sucrose-phosphate synthase SpsA,spsA,3,G,3003.747348,2491.178346,2278.477179,2591.134291
N/A,tlr1050,Energy metabolism,Photosynthesis,photosystem I biogenesis,iron starvation-induced chlorophyll a(b) binding protein IsiA,isiA,4,H,431.3063066,459.8878988,515.6695456,468.9545837
