RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_light,Clust name_light,ClustID_ox,Clust name_ox,LLLO-CC-M061814.14_AV,MLLO-CC-M061814.13_AV,HLLO-CC-TS040514.18_AV,Average_light_Conditions
fig.6666666.52381.peg.2447,SY28_RS12300,Nucleic acid metabolism,DNA replication_ recombination_ and repair,,ATP-dependent DNA helicase RecG,recG,4,C,1,E,37.69427354,28.02661676,9.912670497,25.21118693
fig.6666666.52381.peg.2448,SY28_RS12305,Unknown function,General,,M16 family peptidase-like protein,,4,C,1,E,58.19583197,90.24709734,103.7967338,84.07988769
fig.6666666.52381.peg.2449,SY28_RS12310,Intracellular trafficking_ assembly_ and processing,Peptidases,,M16 family peptidase,,4,C,1,E,24.68023305,33.16223173,65.62180308,41.15475596
fig.6666666.52381.peg.245,SY28_RS01215,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,phospho-N-acetylmuramoyl-pentapeptide-transferase MraY,mraY,0,,1,E,11.35724626,39.89106522,20.15138378,23.79989842
fig.6666666.52381.peg.2450,SY28_RS12315,Unknown function,General,,hypothetical protein,,0,,1,E,18.69831171,17.51453544,19.2313362,18.48139445
fig.6666666.52381.peg.2453,SY28_RS12340,Carbohydrate metabolism,Pentose and glucuronate interconversions,,2-deoxy-D-gluconate 3-dehydrogenase KduD,kduD,0,,1,E,16.43818252,10.69862122,9.370915908,12.16923988
fig.6666666.52381.peg.2455,SY28_RS12350,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,aldouronate uptake systeem LplABC?,ABC-type aldouronate uptake system substrate-binding component LplA,lplA,0,,1,E,51.00375005,36.90551258,43.26744041,43.72556768
fig.6666666.52381.peg.2459,SY28_RS12370,Regulatory functions,DNA interactions,,LacI family transcriptional regulator,,0,,1,E,80.3708149,54.33790558,71.16863699,68.62578582
fig.6666666.52381.peg.246,SY28_RS01220,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylmuramoylalanine--D-glutamate ligase MurD,murD,0,,1,E,48.15928118,47.16228511,25.58383432,40.30180021
fig.6666666.52381.peg.2460,SY28_RS12375,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system substrate-binding component,,4,C,4,H,290.2280666,156.0343818,124.0468893,190.1031126
fig.6666666.52381.peg.2461,SY28_RS12380,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system permease component,,0,,4,H,165.7519246,113.035677,118.0150441,132.2675486
fig.6666666.52381.peg.2462,SY28_RS12385,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system permease component,,0,,4,H,72.29535627,44.10019719,33.29669139,49.89741495
fig.6666666.52381.peg.2463,SY28_RS12395,Intracellular trafficking_ assembly_ and processing,Peptidases,,family S8 peptidase,,0,,4,H,58.05450234,26.91897791,18.37711676,34.450199
fig.6666666.52381.peg.2469,SY28_RS12425,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,2_3-bisphosphoglycerate-independent phosphoglycerate mutase ApgM,apgM,0,,3,G,79.57857846,98.10531492,120.7774972,99.48713018
fig.6666666.52381.peg.247,SY28_RS01225,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,peptidoglycan biosynthesis,lipid II translocation protein FtsW,ftsW,0,,1,E,43.97012759,34.91702045,30.32712082,36.40475629
fig.6666666.52381.peg.2471,SY28_RS12440,Defense and invasion systems,Detoxification and inactivation,carbon-monoxide dehydrogenase CoxLMS-CooF,type I carbon monoxide dehydrogenase medium subunit CoxM,coxM,1,D,4,H,24.09746614,149.9345544,66.56064469,80.19755507
fig.6666666.52381.peg.2472,SY28_RS12445,Defense and invasion systems,Detoxification and inactivation,carbon-monoxide dehydrogenase CoxLMS-CooF,type I carbon monoxide dehydrogenase small subunit CoxS,coxS,1,D,1,E,44.32473162,214.9006776,148.7082267,135.9778786
fig.6666666.52381.peg.2473,SY28_RS12450,Defense and invasion systems,Detoxification and inactivation,carbon-monoxide dehydrogenase CoxLMS-CooF,type I carbon monoxide dehydrogenase large subunit CoxL,coxL,3,A,4,H,52.53026459,211.8384923,81.80750943,115.3920888
fig.6666666.52381.peg.2474,SY28_RS12455,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,,type I carbon monoxide dehydrogenase accessory protein CoxG,coxG,0,,4,H,25.14059748,65.81471486,27.32289836,39.42607024
fig.6666666.52381.peg.2475,SY28_RS12460,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,xanthine dehydrogenase assembly,type I carbon monooxide dehydrogenase maturation factor CoxF,coxF,0,,4,H,73.12406256,102.4034848,70.27953249,81.93569327
fig.6666666.52381.peg.2476,SY28_RS12465,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,,type I carbon monoxide dehydrogenase accessory protein CoxD,coxD,0,,1,E,52.98671944,51.85403215,36.43314704,47.09129954
fig.6666666.52381.peg.2477,SY28_RS12470,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,,type I carbon monoxide dehydrogenase accessory protein CoxE,coxE,0,,1,E,34.56736513,10.7147543,26.09299744,23.79170562
fig.6666666.52381.peg.2478,SY28_RS12475,Amino acid metabolism,General,,aldehyde dehydrogenase,,3,A,1,E,93.34754782,155.1373725,88.93642256,112.473781
fig.6666666.52381.peg.2479,SY28_RS12480,Prosthetic groups_ cofactors_ and carriers,Pantothenate and CoA biosynthesis,coenzyme A biosynthesis from panthenate,pantetheine-phosphate adenylyltransferase CoaD,coaD,3,A,2,F,138.5922396,258.6939609,181.2498333,192.8453446
fig.6666666.52381.peg.248,SY28_RS01230,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase MurG,murG,0,,1,E,48.20171121,15.78986788,24.70110782,29.56422897
fig.6666666.52381.peg.2488,SY28_RS12520,Intracellular trafficking_ assembly_ and processing,Peptidases,,ATP-dependent protease Lon,lon,0,,3,G,41.27786495,46.08698606,77.68567113,55.01684071
fig.6666666.52381.peg.2489,SY28_RS12525,Unknown function,General,,hypothetical protein,,0,,1,E,23.17306231,33.69366091,28.56308952,28.47660425
fig.6666666.52381.peg.249,SY28_RS01235,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylmuramate--alanine ligase MurC,murC,0,,2,F,79.26513099,67.46582986,85.74901609,77.49332564
fig.6666666.52381.peg.2490,SY28_RS12530,Unknown function,General,,hypothetical protein,,0,,3,G,58.17632899,35.5598899,92.17158599,61.96926829
fig.6666666.52381.peg.2491,SY28_RS12535,Regulatory functions,DNA interactions,manganese homeostasis,Mn-responsive transcriptional regulator TroR,troR,0,,3,G,43.4777401,38.29619967,76.67118618,52.81504198
fig.6666666.52381.peg.2492,SY28_RS12540,Transport and binding proteins,Cations and iron carrying compounds,zinc/manganese/iron(II) uptake system TroABCD,ABC-type Mn-Zn-Fe uptake system substrate-binding component TroA,troA,0,,2,F,91.57779264,54.54455209,55.99887061,67.37373845
fig.6666666.52381.peg.2493,SY28_RS12545,Transport and binding proteins,Cations and iron carrying compounds,zinc/manganese/iron(II) uptake system TroABCD,ABC-type Mn-Zn-Fe uptake system ATPase component TroB,troB,0,,2,F,65.27613554,25.1913293,36.72266478,42.39670987
fig.6666666.52381.peg.2494,SY28_RS12550,Transport and binding proteins,Cations and iron carrying compounds,zinc/manganese/iron(II) uptake system TroABCD,ABC-type Mn-Zn-Fe uptake system permease component TroC,troC,0,,2,F,35.90559199,32.5791739,51.5605832,40.01511636
fig.6666666.52381.peg.2496,SY28_RS12560,Unknown function,General,,hypothetical protein,,0,,2,F,61.11454646,19.61233041,28.74480673,36.4905612
fig.6666666.52381.peg.2497,SY28_RS12565,Unknown function,General,,hypothetical protein,,4,C,1,E,599.2211133,585.2780867,434.9910781,539.8300927
fig.6666666.52381.peg.2498,SY28_RS12570,Amino acid metabolism,Arginine and proline metabolism,ornithine biosynthesis from glutamate_ acetylated branch,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase ArgJ,argJ,0,,2,F,40.76248137,43.65647446,39.01799888,41.14565157
fig.6666666.52381.peg.2499,SY28_RS12575,Unknown function,General,,hypothetical protein,,0,,2,F,20.34937526,18.52593515,17.1257308,18.66701374
fig.6666666.52381.peg.25,SY28_RS00125,Nucleic acid metabolism,Pyrimidine metabolism,uridine monophosphate biosynthesis from glutamine,carbamoyl-phosphate synthase small subunit CarA,carA,4,C,0,,337.0406375,256.6898351,211.7049806,268.4784844
fig.6666666.52381.peg.250,SY28_RS01240,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylmuramate dehydrogenase MurB,murB,4,C,1,E,145.3801847,96.38022212,86.80791714,109.5227746
fig.6666666.52381.peg.2500,SY28_RS12580,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication elongation factors_ Rnase H,ribonuclease HI RnhA,rnhA,4,C,4,H,110.8446664,92.23191701,126.695739,109.9241075
fig.6666666.52381.peg.2501,SY28_RS12585,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,reduction of oxidized methionine,peptide-methionine (S)-S-oxide reductase MsrA,msrA,4,C,2,F,113.4455376,140.5425729,167.2120595,140.4000567
fig.6666666.52381.peg.2502,SY28_RS12590,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,6-phosphofructokinase 1 PfkA,pfkA,3,A,2,F,254.7646194,284.2385887,221.1041743,253.3691275
fig.6666666.52381.peg.2504,SY28_RS12600,Intracellular trafficking_ assembly_ and processing,Peptidases,,peptidase M50,,4,C,1,E,57.98035512,71.23515925,60.61516496,63.27689311
fig.6666666.52381.peg.2506,SY28_RS12610,Regulatory functions,DNA interactions,,DeoR family transcriptional regulator,,4,C,1,E,15.64047469,8.160048171,15.94715588,13.24922625
fig.6666666.52381.peg.2507,SY28_RS12615,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated endonuclease/helicase Cas3,cas3,4,C,1,E,11.22075965,14.86271041,3.481584801,9.855018286
fig.6666666.52381.peg.2508,SY28_RS12620,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR system cascade subunit CasA,casA,4,C,1,E,23.76187699,21.28955224,24.49876032,23.18339652
fig.6666666.52381.peg.2509,SY28_RS12625,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR system cascade subunit CasB,casB,4,C,1,E,70.37507286,56.2323468,88.21933061,71.60891676
fig.6666666.52381.peg.251,SY28_RS01245,Cell structure_ growth_ and death,Cell division,chromosome partitioning proteins_ divisome,cell division protein FtsQ,ftsQ,4,C,0,,48.21606034,35.01579417,38.93439759,40.72208403
fig.6666666.52381.peg.2510,SY28_RS12630,Unknown function,General,,protein of unknown function DUF2939,,3,A,4,H,63.12056919,133.1010369,60.99546742,85.7390245
fig.6666666.52381.peg.2511,SY28_RS12635,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR system cascade subunit CasC,casC,4,C,2,F,73.61365949,109.8857729,65.74769467,83.08237568
fig.6666666.52381.peg.2512,SY28_RS12640,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR system cascade subunit CasD,casD,3,A,4,H,114.34439,112.9942117,19.71390842,82.3508367
fig.6666666.52381.peg.2513,SY28_RS12645,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR system cascade subunit CasE,casE,3,A,0,,77.3651612,104.0869658,40.89553979,74.11588893
fig.6666666.52381.peg.2515,SY28_RS12650,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cas1,cas1,4,C,4,H,77.11231504,39.81321401,37.09538886,51.34030597
fig.6666666.52381.peg.2516,SY28_RS12655,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cas2,cas2,3,A,4,H,87.2232207,108.5238697,29.11883206,74.95530748
fig.6666666.52381.peg.2518,SY28_RS12665,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,,succinyldiaminopimelate aminotransferase,,4,C,1,E,68.47382868,39.09345604,26.5574383,44.70824101
fig.6666666.52381.peg.2519,SY28_RS12670,Transport and binding proteins,Unknown substrate,,transporter,argK,4,C,0,,99.52021592,104.6442647,104.3955848,102.8533551
fig.6666666.52381.peg.252,SY28_RS01250,Cell structure_ growth_ and death,Cell division,chromosome partitioning proteins_ divisome,cell division protein FtsA,ftsA,4,C,3,G,210.9586485,181.8554816,205.2308615,199.3483305
fig.6666666.52381.peg.2520,SY28_RS12675,Defense and invasion systems,Detoxification and inactivation,,reactive intermediate imine deaminase RidA,ridA,4,C,3,G,285.621887,192.213026,189.7418706,222.5255945
fig.6666666.52381.peg.2521,SY28_RS12680,Unknown function,General,,hypothetical protein,,2,B,3,G,367.5442255,219.5543923,432.7207259,339.9397813
fig.6666666.52381.peg.2522,SY28_RS12685,Unknown function,Enzymes of unknown specificity,,acetyltransferase,,4,C,3,G,39.65140862,35.53248662,45.76991012,40.31793512
fig.6666666.52381.peg.2523,SY28_RS12690,Energy metabolism,Sulfur metabolism,thiosulfate to sulfite,thiosulfate/3-mercaptopyruvate sulfurtransferase SseA,sseA,1,D,3,G,61.74365329,84.28572183,122.3983365,89.47590386
fig.6666666.52381.peg.2524,SY28_RS12695,Unknown function,Enzymes of unknown specificity,,hydrolase,,4,C,3,G,94.77623646,53.55124293,26.56813842,58.29853927
fig.6666666.52381.peg.2526,SY28_RS12705,Unknown function,Enzymes of unknown specificity,,diguanylate cyclase,,4,C,3,G,51.50821753,17.20699036,9.427899476,26.04770246
fig.6666666.52381.peg.2528,SY28_RS12710,Nucleic acid metabolism,DNA replication_ recombination_ and repair,replication restart_ PriA/PriB primosome pathway,primosomal protein N' (replication factor Y) PriA,priA,4,C,3,G,18.95123743,9.572066181,8.738545645,12.42061642
fig.6666666.52381.peg.253,SY28_RS01255,Cell structure_ growth_ and death,Cell division,chromosome partitioning proteins_ divisome,cell division protein FtsZ,ftsZ,3,A,2,F,203.4872897,282.6274412,204.1422086,230.0856465
fig.6666666.52381.peg.2535,SY28_RS12745,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system substrate-binding component,,3,A,2,F,10.96815722,22.75191738,11.17309181,14.9643888
fig.6666666.52381.peg.254,SY28_RS01260,Nucleic acid metabolism,DNA replication_ recombination_ and repair,ruvABC Holliday junction complex,crossover junction endodeoxyribonuclease RuvC,ruvC,4,C,4,H,84.24297616,12.12561207,24.83397037,40.40085287
fig.6666666.52381.peg.2541,SY28_RS12765,Unknown function,Enzymes of unknown specificity,,FAD-binding dehydrogenase,,4,C,4,H,19.42040793,25.40084086,43.69617139,29.50580673
fig.6666666.52381.peg.2549,SY28_RS12795,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP and PABA,dihydropteroate synthase FolP,folP,2,B,3,G,81.59411456,84.83984437,168.8097613,111.7479067
fig.6666666.52381.peg.255,SY28_RS01265,Unknown function,General,,hypothetical protein,,4,C,0,,52.51259091,67.75037188,65.76410588,62.00902289
fig.6666666.52381.peg.2550,SY28_RS12800,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP and PABA,dihydroneopterin aldolase FolB,folB,4,C,3,G,59.93647386,43.24921284,99.29107679,67.49225449
fig.6666666.52381.peg.2551,SY28_RS12805,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP and PABA,bifunctional dihydrofolate synthase / folylpolyglutamate synthase FolC,folC,4,C,0,,64.48064412,56.89639403,56.09321159,59.15674991
fig.6666666.52381.peg.2552,SY28_RS12810,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP and PABA,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase FolK,folK,4,C,0,,186.0920918,117.5564015,142.942328,148.8636071
fig.6666666.52381.peg.2553,SY28_RS12815,Cell structure_ growth_ and death,Chromosome and associated proteins,chromosome partitioning proteins,chromosome partitioning protein ParB,parB,4,C,0,,19.61089724,13.1772982,1.786697599,11.52496435
fig.6666666.52381.peg.2554,SY28_RS12820,Cell structure_ growth_ and death,Chromosome and associated proteins,chromosome partitioning proteins,chromosome partitioning protein ParA,parA,4,C,4,H,21.79450512,54.56916187,26.84264641,34.40210447
fig.6666666.52381.peg.2555,SY28_RS12825,Unknown function,General,,hypothetical protein,,4,C,0,,17.2354401,27.22903602,34.5109581,26.32514474
fig.6666666.52381.peg.2556,SY28_RS12830,Unknown function,Enzymes of unknown specificity,,pullulanase,,4,C,4,H,85.37037808,115.4784689,118.2925026,106.3804499
fig.6666666.52381.peg.2557,SY28_RS12835,Nucleic acid metabolism,Purine metabolism,guanine ribonucleotide biosynthesis from IMP,guanylate kinase Gmk,gmk,4,C,4,H,116.2894622,122.3691293,118.0110345,118.8898753
fig.6666666.52381.peg.2558,SY28_RS12840,Transcription,RNA polymerase,RNA polymerase RpoABCEZ,DNA-directed RNA polymerase omega subunit RpoZ,rpoZ,2,B,3,G,683.0626559,670.2648679,867.3655055,740.2310098
fig.6666666.52381.peg.2559,SY28_RS12845,Regulatory functions,DNA interactions,arginine metabolism,arginine repressor,argR,4,C,0,,60.73365691,65.1470863,84.64225428,70.17433249
fig.6666666.52381.peg.256,SY28_RS01270,Unknown function,General,,hypothetical protein,,4,C,0,,23.88250939,42.42563886,80.78135023,49.02983283
fig.6666666.52381.peg.2560,SY28_RS12850,Nucleic acid metabolism,DNA replication_ recombination_ and repair,recFOR recombination pathway,DNA repair protein RecN,recN,4,C,0,,78.54952329,46.00135868,34.1318794,52.89425379
fig.6666666.52381.peg.2561,SY28_RS12855,Transport and binding proteins,Unknown substrate,,MarC family membrane protein,,4,C,0,,29.18384867,40.99905736,58.25602733,42.81297778
fig.6666666.52381.peg.2562,SY28_RS12860,Translation,Translation factors,translation elongation factor,elongation factor G FusA,fusA,3,A,4,H,35.31952457,105.7435812,29.00644847,56.68985141
fig.6666666.52381.peg.2563,SY28_RS12865,Unknown function,General,,hypothetical protein,,4,C,0,,105.3676947,95.85107997,86.22333305,95.8140359
fig.6666666.52381.peg.2565,SY28_RS12885,Regulatory functions,DNA interactions,,LacI family transcriptional regulator GalR,galR,4,C,0,,40.61513965,32.99245491,30.81037981,34.80599146
fig.6666666.52381.peg.2568,SY28_RS12900,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,Fe-S cluster assembly protein SufD,sufD,4,C,4,H,317.3592889,256.8328068,250.6116491,274.9345816
fig.6666666.52381.peg.2569,SY28_RS12901,Unknown function,General,,hypothetical protein,,4,C,4,H,165.286484,120.8907557,51.80253539,112.659925
fig.6666666.52381.peg.257,SY28_RS01275,Unknown function,General,,COG2832 family protein of unknown function,,1,D,3,G,299.5865641,384.2350918,527.2031926,403.6749495
fig.6666666.52381.peg.2570,SY28_RS12905,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,Fe-S cluster assembly protein SufB,sufB,3,A,4,H,249.5957892,311.0295066,136.1389527,232.2547495
fig.6666666.52381.peg.2571,SY28_RS12910,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,Fe-S cluster assembly ATPase SufC,sufC,4,C,4,H,387.342178,229.4098677,87.98922142,234.9137557
fig.6666666.52381.peg.2572,SY28_RS12915,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,menaquinone biosynthesis via futalosine,chorismate dehydratase MqnA,mqnA,1,D,3,G,50.0865058,34.86062576,43.8218491,42.92299356
fig.6666666.52381.peg.2573,SY28_RS12920,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,menaquinone biosynthesis via futalosine,aminodeoxyfutalosine synthase MqnE,mqnE,1,D,4,H,113.6847213,117.4251377,129.6427016,120.2508535
fig.6666666.52381.peg.2574,SY28_RS12930,Carbohydrate metabolism,Citrate cycle (TCA cycle),TCA cycle,citrate synthase GltA,gltA,4,C,2,F,1577.908286,855.9403686,771.1461547,1068.331603
fig.6666666.52381.peg.2575,SY28_RS12935,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,adenylyltransferase and sulfurtransferase MoeB,moeB,1,D,3,G,18.5730637,28.59911636,4.188180577,17.12012021
fig.6666666.52381.peg.2578,SY28_RS12950,Unknown function,Enzymes of unknown specificity,,redoxin,,4,C,3,G,108.251567,46.77543129,71.53295825,75.51998551
fig.6666666.52381.peg.2579,SY28_RS12955,Transport and binding proteins,Unknown substrate,,MFS superfamily transporter,,1,D,3,G,8.354071695,20.68145651,0.640064931,9.891864378
fig.6666666.52381.peg.258,SY28_RS01280,Transport and binding proteins,Unknown substrate,iron (III) transport system AfuABC,ABC-type uptake system substrate-binding component,,4,C,4,H,22.16703407,19.00412488,20.32491829,20.49869241
fig.6666666.52381.peg.2583,SY28_RS12975,Transport and binding proteins,Amino acids_ peptides and amines,spermidine/putrescine uptake system PotABCD,ABC-type spermidine/putrescine uptake system ATPase component PotA,potA,1,D,4,H,23.46008678,32.14380405,91.4543375,49.01940944
fig.6666666.52381.peg.2584,SY28_RS12980,Transport and binding proteins,Amino acids_ peptides and amines,spermidine/putrescine uptake system PotABCD,ABC-type spermidine/putrescine uptake system permease component I PotB,potB,4,C,1,E,17.44013638,23.61703457,13.41943235,18.15886776
fig.6666666.52381.peg.2585,SY28_RS12985,Transport and binding proteins,Amino acids_ peptides and amines,spermidine/putrescine uptake system PotABCD,ABC-type spermidine/putrescine uptake system permease component II PotC,potC,4,C,4,H,42.83831891,28.03685101,13.22362645,28.03293212
fig.6666666.52381.peg.2586,SY28_RS12990,Transport and binding proteins,Amino acids_ peptides and amines,spermidine/putrescine uptake system PotABCD,ABC-type spermidine/putrescine uptake system substrate-binding component PotD,potD,3,A,1,E,214.7399849,215.662382,134.7099481,188.3707717
fig.6666666.52381.peg.2587,SY28_RS12995,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,,cytochrome C biogenesis protein CcsB,,2,B,4,H,235.0856102,188.8873509,249.3111584,224.4280399
fig.6666666.52381.peg.2588,SY28_RS13000,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,,cytochrome C biogenesis protein CcsB,,4,C,2,F,162.4341782,122.7683748,102.0930654,129.0985395
fig.6666666.52381.peg.2589,SY28_RS13005,Regulatory functions,DNA interactions,,PadR family transcriptional regulator,,4,C,4,H,18.00993979,22.39406195,32.18014429,24.19471534
fig.6666666.52381.peg.259,SY28_RS01285,Unknown function,General,,hypothetical protein,,4,C,0,,57.83161404,29.43534083,62.77867585,50.01521024
fig.6666666.52381.peg.2593,SY28_RS13025,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,twin-arginine protein export system TatABCE,sec-independent protein translocase protein TatA,tatA,4,C,2,F,1536.469486,1518.147893,1324.95604,1459.857806
fig.6666666.52381.peg.2594,SY28_RS13030,Cell structure_ growth_ and death,Chromosome and associated proteins,MreBCD system,rod shape determining protein RodA,rodA,4,C,0,,113.1822378,36.69431645,39.30968193,63.06207872
fig.6666666.52381.peg.2595,SY28_RS13035,Intracellular trafficking_ assembly_ and processing,Peptidases,,PmbA protein,pmbA,1,D,4,H,63.77749299,105.692855,140.9112113,103.4605198
fig.6666666.52381.peg.2596,SY28_RS13040,Regulatory functions,Protein interactions,DNA gyrase modulation,peptidase C69,tldD,1,D,4,H,83.47746341,197.4269232,148.9952651,143.2998839
fig.6666666.52381.peg.2597,SY28_RS13045,Cell structure_ growth_ and death,Cell division,chromosome partitioning proteins_ divisome,N-acetylmuramoyl-L-alanine amidase AmiA,amiA,4,C,0,,23.46527653,31.84024479,33.67327488,29.65959874
fig.6666666.52381.peg.2598,SY28_RS13050,Defense and invasion systems,Restriction-modification systems,,restriction endonuclease subunit M,,4,C,0,,3.169763926,22.71460303,24.42294234,16.7691031
fig.6666666.52381.peg.2599,SY28_RS13055,Transport and binding proteins,Cations and iron carrying compounds,,sodium:calcium antiporter,yrbG,4,C,0,,56.19948764,27.6005296,31.61453832,38.47151852
fig.6666666.52381.peg.26,SY28_RS00130,Unknown function,General,,COG1598 family protein of unknown function,,0,,0,,143.3276598,124.6979999,103.9742135,123.9999577
fig.6666666.52381.peg.260,SY28_RS01290,Glycan biosynthesis and metabolism,Polysaccharide and lipopolysaccharide metabolism,polysaccharide metabolism,lipopolysaccharide biosynthesis protein,,4,C,0,,277.8101455,240.2236357,209.582484,242.5387551
fig.6666666.52381.peg.2600,SY28_RS13060,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication elongation factor_ DNA polymerase IIIl,DNA polymerase III delta subunit HolA,holA,4,C,0,,68.91763315,64.17096467,50.58610417,61.22490066
fig.6666666.52381.peg.2601,SY28_RS13065,Unknown function,General,,DUF4160 domain protein of unknown function,,4,C,0,,114.8495684,52.17713804,60.9654628,75.99738976
fig.6666666.52381.peg.2602,SY28_RS13080,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus assembly protein PilM,pilM,3,A,4,H,348.0939608,355.1924518,187.6199918,296.9688015
fig.6666666.52381.peg.2603,SY28_RS13085,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis from 2-oxoglutarate,homoisocitrate dehydrogenase,,4,C,0,,454.7579316,281.5733366,204.3387169,313.5566617
fig.6666666.52381.peg.2604,SY28_RS13090,Amino acid metabolism,Arginine and proline metabolism,arginine biosynthesis from ornithine_ carbamoyl-p_ and aspartate (urea cycle),argininosuccinate lyase ArgH,argH,4,C,2,F,41.6813344,54.46631172,29.36147221,41.83637278
fig.6666666.52381.peg.2609,SY28_RS13110,Unknown function,Enzymes of unknown specificity,,metal dependent phosphohydrolase,,4,C,0,,27.81090657,16.28187093,21.5709123,21.8878966
fig.6666666.52381.peg.261,SY28_RS01295,Glycan biosynthesis and metabolism,Polysaccharide and lipopolysaccharide metabolism,polysaccharide metabolism,O-antigen polymerase,,0,,0,,35.18411633,36.25136867,51.06463459,40.8333732
fig.6666666.52381.peg.2610,SY28_RS13115,Unknown function,General,,TPR repeat domain protein of unknown function,,0,,0,,18.78014243,8.002484588,2.826399777,9.869675599
fig.6666666.52381.peg.2612,SY28_RS13125,Nucleic acid metabolism,Pyrimidine metabolism,pyrimidine (uridine-5'-phosphate) de novo biosynthesis,ribose-phosphate pyrophosphokinase PrsA,prsA,0,,0,,33.31138077,39.20799431,39.82139028,37.44692179
fig.6666666.52381.peg.2613,SY28_RS13130,Amino acid metabolism,Cysteine and methionine metabolism,methylthioadenosine to methylthioribose-1-phosphate via MTR,bifunctional S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase MtnN,mtnN,0,,0,,29.2614366,26.31062532,23.51213173,26.36139788
fig.6666666.52381.peg.2615,SY28_RS13145,Energy metabolism,Oxidative phosphorylation,V-type ATPase AtpABCDEFGHIK,V/A-type H+-transporting ATPase subunit AtpD,atpD,1,D,3,G,478.2898487,554.8449667,805.5214205,612.885412
fig.6666666.52381.peg.2616,SY28_RS13150,Energy metabolism,Oxidative phosphorylation,V-type ATPase AtpABCDEFGHIK,V/A-type H+-transporting ATPase subunit AtpB,atpB,1,D,3,G,582.4869818,753.9679959,948.0537506,761.5029094
