gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
AKG35_RS07215,,AKG35_RS07215,PMT1354,Protein Homology,1439686.0,1441257.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360530.1,NAD(P)H-quinone oxidoreductase subunit N,WP_011130722.1,"PMT1354,PMT_1354,RG24_RS07245",1439686.0,1441257.0,+,CK_Pro_MIT9313_01354,ndhB,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00000606,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1007,COG1005,bactNOG03285,cyaNOG01012","COG: METABOLISM [C] Energy production and conversion,COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhB (chain 2 or N),"TIGR01770,PF00361,IPR001750,IPR010096","proton-translocating NADH-quinone oxidoreductase%2C chain N,Proton-conducting membrane transporter,NADH:quinone oxidoreductase/Mrp antiporter%2C membrane subunit,NAD(P)H-quinone oxidoreductase%2C subunit N/subunit 2","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
AKG35_RS07220,,AKG35_RS07220,PMT1355,Protein Homology,1441250.0,1441990.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825299.1,ABC transporter ATP-binding protein,WP_041384520.1,"PMT1355,PMT_1355,RG24_RS07250",1441286.0,1441990.0,+,CK_Pro_MIT9313_01355,ftsE,"GO:0051301,GO:0000917,GO:0005524",CK_00008063,D.10,Other,"COG1136,bactNOG01713,bactNOG98020,cyaNOG02139,cyaNOG01269","COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,"cell division,division septum assembly,cell division,division septum assembly,ATP binding",ATP-binding protein FtsE,"PF00005,PS00211,PS50893,IPR017871,IPR003439","ABC transporter,ABC transporters family signature.,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter%2C conserved site,ABC transporter-like",92,Cellular processes / Other
AKG35_RS07225,,AKG35_RS07225,PMT1356,Protein Homology,1441987.0,1442403.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825298.1,response regulator,WP_011130724.1,"PMT1356,PMT_1356,RG24_RS07255",1441987.0,1442403.0,+,CK_Pro_MIT9313_01356,PMT1356,GO:0000160,CK_00001765,O.1.2, response regulators (RR),"COG0784,COG2204","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",,,phosphorelay signal transduction system,two-component system response regulator RR class I (RRI)-CheY,"PF00072,PS50110,IPR001789,IPR011006","Response regulator receiver domain,Response regulatory domain profile.,Signal transduction response regulator%2C receiver domain,CheY-like superfamily",699,Signal transduction / Two-component systems
AKG35_RS07230,,AKG35_RS07230,PMT1357,Protein Homology,1442488.0,1443210.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130725.1,response regulator transcription factor,WP_011130725.1,"PMT1357,PMT_1357,RG24_RS07260",1442488.0,1443210.0,+,CK_Pro_MIT9313_01357,PMT1357,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",CK_00000002,O.1.2, response regulators (RR),"COG0745,bactNOG00757,cyaNOG00933","COG: TK,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",,,"phosphorelay signal transduction system,regulation of transcription%2C DNA-templated,phosphorelay signal transduction system,regulation of transcription%2C DNA-templated,phosphorelay response regulator activity,DNA binding",two-component system response regulator RR class I (RRI)-CheY,"PF00486,PF00072,PS50110,IPR001867,IPR001789","Transcriptional regulatory protein%2C C terminal,Response regulator receiver domain,Response regulatory domain profile.,OmpR/PhoB-type DNA-binding domain,Signal transduction response regulator%2C receiver domain",699,Signal transduction / Two-component systems
AKG35_RS07235,,AKG35_RS07235,PMT1358,Protein Homology,1444331.0,1445302.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130726.1,M23 family metallopeptidase,WP_011130726.1,"PMT1358,PMT_1358,RG24_RS07265",1444331.0,1445302.0,-,CK_Pro_MIT9313_01358,PMT1358,,CK_00000605,"C.3,L.4","Surface polysaccharides and lipopolysaccharides,Degradation of proteins%2C peptides%2C and glycopeptides","COG0739,COG4942,bactNOG03966,cyaNOG02384","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,,peptidase M23 family protein,"PF01551,IPR016047","Peptidase family M23,Peptidase M23","138,90","Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides"
AKG35_RS07240,,AKG35_RS07240,PMT1359,Protein Homology,1445353.0,1446111.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825294.1,biotin--[acetyl-CoA-carboxylase] ligase,WP_041384523.1,"PMT1359,PMT_1359,RG24_RS07270",1445353.0,1446135.0,-,CK_Pro_MIT9313_01359,birA,"GO:0006464,GO:0004077",CK_00000604,"B.10.1,N.1"," Biotin (b7), DNA interactions","COG0340,bactNOG26042,bactNOG99034,cyaNOG02908","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",6.3.4.15,biotin---[biotin carboxyl-carrier protein] ligase%3B birA (gene name)%3B HLCS (gene name)%3B HCS1 (gene name)%3B biotin-[acetyl-CoA carboxylase] synthetase%3B biotin-[acetyl coenzyme A carboxylase] synthetase%3B acetyl coenzyme A holocarboxylase synthetase%3B acetyl CoA holocarboxylase synthetase%3B biotin:apocarboxylase ligase%3B Biotin holoenzyme synthetase%3B biotin:apo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)] ligase (AMP-forming)%3B biotin---[acetyl-CoA-carboxylase] ligase,"cellular protein modification process,cellular protein modification process,biotin-[acetyl-CoA-carboxylase] ligase activity",biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase,"TIGR00121,PF03099,IPR004408,IPR004143","biotin--[acetyl-CoA-carboxylase] ligase,Biotin/lipoate A/B protein ligase family,Biotin--acetyl-CoA-carboxylase ligase,Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)%2C catalytic domain","261,77","Regulatory functions / DNA interactions,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Biotin"
AKG35_RS07245,,AKG35_RS07245,PMT1360,Protein Homology,1446098.0,1447294.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825293.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,WP_011130728.1,"PMT1360,PMT_1360,RG24_RS07275",1446098.0,1447294.0,-,CK_Pro_MIT9313_01360,PMT1360,"GO:0008483,GO:0030170",CK_00056717,"A,D.1.7","Amino acid biosynthesis,Trace metals","COG0436,bactNOG00044,cyaNOG01001","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.6.1.1,aspartate transaminase%3B glutamic-oxaloacetic transaminase%3B glutamic-aspartic transaminase%3B transaminase A%3B AAT%3B AspT%3B 2-oxoglutarate-glutamate aminotransferase%3B aspartate alpha-ketoglutarate transaminase%3B aspartate aminotransferase%3B aspartate-2-oxoglutarate transaminase%3B aspartic acid aminotransferase%3B aspartic aminotransferase%3B aspartyl aminotransferase%3B AST (ambiguous)%3B glutamate-oxalacetate aminotransferase%3B glutamate-oxalate transaminase%3B glutamic-aspartic aminotransferase%3B glutamic-oxalacetic transaminase%3B glutamic oxalic transaminase%3B GOT (enzyme) [ambiguous]%3B L-aspartate transaminase%3B L-aspartate-alpha-ketoglutarate transaminase%3B L-aspartate-2-ketoglutarate aminotransferase%3B L-aspartate-2-oxoglutarate aminotransferase%3B L-aspartate-2-oxoglutarate-transaminase%3B L-aspartic aminotransferase%3B oxaloacetate-aspartate aminotransferase%3B oxaloacetate transferase%3B aspartate:2-oxoglutarate aminotransferase%3B glutamate oxaloacetate transaminase,"transaminase activity,pyridoxal phosphate binding",aspartate transaminase,"PF00155,PS00105,IPR004839,IPR015424,IPR015421,IPR015422,IPR004838","Aminotransferase class I and II,Aminotransferases class-I pyridoxal-phosphate attachment site.,Aminotransferase%2C class I/classII,Pyridoxal phosphate-dependent transferase,Pyridoxal phosphate-dependent transferase%2C major domain,Pyridoxal phosphate-dependent transferase domain 1,Aminotransferases%2C class-I%2C pyridoxal-phosphate-binding site","70,71,73,74,75","Amino acid biosynthesis / Aromatic amino acid family,Amino acid biosynthesis / Aspartate family,Amino acid biosynthesis / Glutamate family,Amino acid biosynthesis / Pyruvate family,Amino acid biosynthesis / Serine family"
AKG35_RS07250,,AKG35_RS07250,PMT1361,Protein Homology,1447420.0,1448223.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011933789.1,PspA/IM30 family protein,WP_011130729.1,"PMT1361,PMT_1361,RG24_RS07280",1447420.0,1448223.0,-,CK_Pro_MIT9313_01361,vipp1,"GO:0044419,GO:0009535,GO:0009706",CK_00001408,"D.1.2,J","Light,Photosynthesis and respiration","COG1842,bactNOG06111,bactNOG24887,bactNOG18762,cyaNOG00480","COG: KT,bactNOG: T,bactNOG: T,bactNOG: T,cyaNOG: T",,,"interspecies interaction between organisms,interspecies interaction between organisms,chloroplast thylakoid membrane,chloroplast inner membrane",stress-induced protein assembly complex,"PF04012,IPR007157","PspA/IM30 family,PspA/IM30","164,95","Energy metabolism / Photosynthesis,Protein fate / Protein folding and stabilization"
AKG35_RS07255,,AKG35_RS07255,PMT1362,Protein Homology,1448290.0,1448832.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130730.1,DUF721 domain-containing protein,WP_011130730.1,"PMT1362,PMT_1362,RG24_RS07285",1448290.0,1448832.0,+,CK_Pro_MIT9313_01362,PMT1362,,CK_00000603,,,"COG5512,NOG310261,bactNOG50919,bactNOG41150,bactNOG101966,cyaNOG06063,cyaNOG03664,cyaNOG03518","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF05258,IPR007922","Dna[CI] antecedent%2C DciA,Protein of unknown function DUF721/UPF0232",156,Hypothetical proteins / Conserved
AKG35_RS07260,,AKG35_RS07260,PMT1363,Protein Homology,1448943.0,1450784.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130731.1,ArnT family glycosyltransferase,WP_011130731.1,"PMT1363,PMT_1363,RG24_RS07290",1448943.0,1450784.0,-,CK_Pro_MIT9313_01363,PMT1363,GO:0016740,CK_00008113,"C.3,E.6","Surface polysaccharides and lipopolysaccharides,Polysaccharides and glycoproteins biosynthesis",COG1807,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,2.4.1.-,,transferase activity,4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferase of PMT family,PF13231,Dolichyl-phosphate-mannose-protein mannosyltransferase,"105,90","Energy metabolism / Biosynthesis and degradation of polysaccharides,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides"
AKG35_RS07265,,AKG35_RS07265,PMT1364,Protein Homology,1450903.0,1451862.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130732.1,DMT family transporter,WP_011130732.1,"PMT1364,PMT_1364,RG24_RS07295",1450903.0,1451862.0,-,CK_Pro_MIT9313_01364,PMT1364,GO:0016021,CK_00000602,Q.9, Unknown substrate,"COG0697,bactNOG26584,bactNOG06114,bactNOG09091,bactNOG99769,cyaNOG00493","COG: GER,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: G,bactNOG: G,bactNOG: G,cyaNOG: G",,,integral component of membrane,eamA-like transporter family protein,"PF00892,IPR000620","EamA-like transporter family,EamA domain",141,Transport and binding proteins / Unknown substrate
sppA,sppA,AKG35_RS07270,PMT1365,Protein Homology,1451916.0,1452728.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130733.1,signal peptide peptidase SppA,WP_011130733.1,"PMT1365,PMT_1365,RG24_RS07300",1451916.0,1452728.0,+,CK_Pro_MIT9313_01365,sppA,"GO:0006508,GO:0008233",CK_00000601,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG0616,bactNOG00724,cyaNOG05755,cyaNOG00901,cyaNOG02295","COG: OU,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",3.4.21.-,,"proteolysis,proteolysis,peptidase activity",signal peptide peptidase SppA (protease IV),"TIGR00706,PF01343,IPR004635,IPR002142,IPR029045","signal peptide peptidase SppA%2C 36K type,Peptidase family S49,Peptidase S49%2C SppA,Peptidase S49,ClpP/crotonase-like domain superfamily",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
aroH,aroH,AKG35_RS07275,PMT1366,Protein Homology,1452725.0,1453111.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825285.1,chorismate mutase,WP_011130734.1,"PMT1366,PMT_1366,RG24_RS07305",1452725.0,1453111.0,+,CK_Pro_MIT9313_01366,aroH,"GO:0009073,GO:0004106",CK_00000600,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG4401,bactNOG37030,bactNOG50525,cyaNOG03401","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",5.4.99.5,chorismate mutase%3B hydroxyphenylpyruvate synthase,"aromatic amino acid family biosynthetic process,aromatic amino acid family biosynthetic process,chorismate mutase activity",chorismate mutase,"TIGR01796,PF07736,PS51167,IPR008243","chorismate mutase,Chorismate mutase type I,Chorismate mutase domain profile.,Chorismate mutase%2C AroH class",70,Amino acid biosynthesis / Aromatic amino acid family
AKG35_RS07280,,AKG35_RS07280,PMT1367,Protein Homology,1453238.0,1453828.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130735.1,DUF2808 domain-containing protein,WP_011130735.1,"PMT1367,PMT_1367,RG24_RS07310",1453238.0,1453828.0,+,CK_Pro_MIT9313_01367,PMT1367,,CK_00053268,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved lipoprotein (DUF2808),"PF10989,IPR021256","Protein of unknown function (DUF2808),Protein of unknown function DUF2808",156,Hypothetical proteins / Conserved
AKG35_RS07285,,AKG35_RS07285,PMT1369,Protein Homology,1454075.0,1454461.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130737.1,ribonuclease P protein component,WP_011130737.1,"PMT1369,PMT_1369,RG24_RS07315",1454075.0,1454461.0,+,CK_Pro_MIT9313_01369,rnpA,"GO:0001682,GO:0004526,GO:0000049",CK_00000599,P.4,RNA processing,"NOG47167,COG0594,bactNOG69978,cyaNOG07788,cyaNOG04004","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",3.1.26.5,ribonuclease P%3B RNase P,"tRNA 5'-leader removal,tRNA 5'-leader removal,ribonuclease P activity,tRNA binding",ribonuclease P protein component,"TIGR00188,PF00825,IPR000100","ribonuclease P protein component,Ribonuclease P,Ribonuclease P",166,Transcription / RNA processing
AKG35_RS07290,,AKG35_RS07290,PMT1370,Protein Homology,1454458.0,1454865.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130738.1,PH domain-containing protein,WP_011130738.1,"PMT1370,PMT_1370,RG24_RS07320",1454458.0,1454865.0,+,CK_Pro_MIT9313_01370,PMT1370,,CK_00000598,"D.1.9,R.1"," Other,Conserved hypothetical domains","NOG12260,bactNOG28197,cyaNOG03369,cyaNOG02607",cyaNOG: POORLY CHARACTERIZED [S] Function unknown,,,,bacterial PH domain-containing protein,"PF03703,IPR005182","Bacterial PH domain,Domain of unknown function DUF304",156,Hypothetical proteins / Conserved
yidC,yidC,AKG35_RS07295,PMT1371,Protein Homology,1454947.0,1456083.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006043472.1,membrane protein insertase YidC,WP_011130739.1,"PMT1371,PMT_1371,RG24_RS07325",1454947.0,1456083.0,+,CK_Pro_MIT9313_01371,ALB3,"GO:0051205,GO:0031224,GO:0016021",CK_00000597,"D.1.7,J.8","Trace metals,Photosystem II","COG0706,bactNOG03371,cyaNOG00865","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"protein insertion into membrane,protein insertion into membrane,intrinsic component of membrane,integral component of membrane",photosystem II assembly factor,"TIGR03592,PF02096,IPR028055,IPR001708","membrane protein insertase%2C YidC/Oxa1 family,60Kd inner membrane protein,Membrane insertase YidC/Oxa1%2C C-terminal,Membrane insertase YidC/ALB3/OXA1/COX18",164,Energy metabolism / Photosynthesis
AKG35_RS07300,,AKG35_RS07300,PMT1372,Protein Homology,1456080.0,1456610.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130740.1,YceD family protein,WP_011130740.1,"PMT1372,PMT_1372,RG24_RS07330",1456080.0,1456610.0,+,CK_Pro_MIT9313_01372,PMT1372,,CK_00001407,"D.1.9,R.2"," Other,Conserved hypothetical proteins","COG1399,bactNOG29390,bactNOG98967,bactNOG39226,cyaNOG02918","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF02620,IPR003772","Large ribosomal RNA subunit accumulation protein YceD,Large ribosomal RNA subunit accumulation protein YceD",156,Hypothetical proteins / Conserved
AKG35_RS07305,,AKG35_RS07305,PMT1373,Protein Homology,1456607.0,1458097.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130741.1,AAA family ATPase,WP_011130741.1,"PMT1373,PMT_1373,RG24_RS07335",1456607.0,1458097.0,+,CK_Pro_MIT9313_01373,ycf46,GO:0005524,CK_00000596,"J.2,N.5","CO2 fixation,Other","COG0464,bactNOG09330,bactNOG00958,cyaNOG00907","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,ATP binding,ATPase potentially involved in the regulation of CO2 uptake,"PF00004,IPR003959","ATPase family associated with various cellular activities (AAA),ATPase%2C AAA-type%2C core",164,Energy metabolism / Photosynthesis
serS,serS,AKG35_RS07310,PMT1374,Protein Homology,1458172.0,1459449.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825278.1,serine--tRNA ligase,WP_011130742.1,"PMT1374,PMT_1374,RG24_RS07340",1458172.0,1459449.0,+,CK_Pro_MIT9313_01374,serS,"GO:0006418,GO:0006434,GO:0004828,GO:0004812,GO:0005737",CK_00000595,K.1,tRNA aminoacylation,"COG0172,bactNOG01934,cyaNOG01142","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.11,serine---tRNA ligase%3B seryl-tRNA synthetase%3B SerRS%3B seryl-transfer ribonucleate synthetase%3B seryl-transfer RNA synthetase%3B seryl-transfer ribonucleic acid synthetase%3B serine translase,"tRNA aminoacylation for protein translation,seryl-tRNA aminoacylation,tRNA aminoacylation for protein translation,seryl-tRNA aminoacylation,serine-tRNA ligase activity,aminoacyl-tRNA ligase activity,tRNA aminoacylation for protein translation,seryl-tRNA aminoacylation,serine-tRNA ligase activity,aminoacyl-tRNA ligase activity,cytoplasm",serine--tRNA ligase,"TIGR00414,PF02403,PF00587,PS50862,IPR015866,IPR006195,IPR002317,IPR002314","serine--tRNA ligase,Seryl-tRNA synthetase N-terminal domain,tRNA synthetase class II core domain (G%2C H%2C P%2C S and T),Aminoacyl-transfer RNA synthetases class-II family profile.,Serine-tRNA synthetase%2C type1%2C N-terminal,Aminoacyl-tRNA synthetase%2C class II,Serine-tRNA ligase%2C type1,Aminoacyl-tRNA synthetase%2C class II (G/ P/ S/T)",137,Protein synthesis / tRNA aminoacylation
rseP,rseP,AKG35_RS07315,PMT1375,Protein Homology,1459469.0,1460551.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011130743.1,RIP metalloprotease RseP,WP_011130743.1,"PMT1375,PMT_1375,RG24_RS07345",1459469.0,1460551.0,+,CK_Pro_MIT9313_01375,rseP,"GO:0006508,GO:0004222",CK_00000594,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG0750,bactNOG01894,cyaNOG00823,cyaNOG06207","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",3.4.24.-,,"proteolysis,proteolysis,metalloendopeptidase activity",RIP metalloprotease RseP,"TIGR00054,PF13180,PF02163,PS50106,IPR004387,IPR001478,IPR008915","RIP metalloprotease RseP,PDZ domain,Peptidase family M50,PDZ domain profile.,Peptidase M50%2C putative membrane-associated zinc metallopeptidase,PDZ domain,Peptidase M50",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
rpsN,rpsN,AKG35_RS07320,PMT1376,Protein Homology,1460660.0,1460962.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824226.1,30S ribosomal protein S14,WP_011130744.1,"PMT1376,PMT_1376,RG24_RS07350",1460660.0,1460962.0,+,CK_Pro_MIT9313_01376,rpsN,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000593,K.2,Ribosomal proteins: synthesis and modification,"COG0199,bactNOG38490,cyaNOG06942,cyaNOG03375","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S14,"PF00253,PS00527,IPR001209,IPR018271","Ribosomal protein S14p/S29e,Ribosomal protein S14 signature.,Ribosomal protein S14,Ribosomal protein S14%2C conserved site",158,Protein synthesis / Ribosomal proteins: synthesis and modification
