gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
TX72_RS08465,,TX72_RS08465,SYNW1680,Protein Homology,1617169.0,1617507.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128542.1,MGMT family protein,WP_011128542.1,SYNW1680,1617169.0,1617507.0,-,CK_Syn_WH8102_01680,ybaZ,"GO:0006281,GO:0003908",CK_00001425,F.1,DNA replication%2C recombination%2C and repair,"COG3695,COG0350,bactNOG43637,cyaNOG03950","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",2.1.1.63,methylated-DNA---[protein]-cysteine S-methyltransferase%3B ada (gene name)%3B ogt (gene name)%3B MGT1 (gene name)%3B MGMT (gene name),"DNA repair,DNA repair,methylated-DNA-[protein]-cysteine S-methyltransferase activity",6-O-alkylguanine DNA alkyltransferase-like protein,"TIGR00589,PF01035,IPR014048","methylated-DNA--[protein]-cysteine S-methyltransferase,6-O-methylguanine DNA methyltransferase%2C DNA binding domain,Methylated-DNA-[protein]-cysteine S-methyltransferase%2C DNA binding",132,DNA metabolism / DNA replication%2C recombination%2C and repair
trmH,trmH,TX72_RS08470,SYNW1681,Protein Homology,1617506.0,1618195.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789353.1,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,WP_011128543.1,SYNW1681,1617506.0,1618195.0,+,CK_Syn_WH8102_01681,trmH,"GO:0006396,GO:0003723,GO:0009020,GO:0003723,GO:0008173,GO:0009020,GO:0005737",CK_00000696,K.3,tRNA and rRNA base modification,"COG0566,bactNOG21916,cyaNOG05717,cyaNOG04908","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.34,tRNA (guanosine18-2'-O)-methyltransferase%3B tRNA (Gm18) 2'-O-methyltransferase%3B tRNA (Gm18) methyltransferase%3B TrmH%3B SpoU,"RNA processing,RNA processing,RNA binding,tRNA (guanosine-2'-O-)-methyltransferase activity,RNA binding,RNA methyltransferase activity,tRNA (guanosine-2'-O-)-methyltransferase activity,RNA processing,RNA binding,tRNA (guanosine-2'-O-)-methyltransferase activity,RNA binding,RNA methyltransferase activity,tRNA (guanosine-2'-O-)-methyltransferase activity,cytoplasm",tRNA guanosine-2'-O-methyltransferase,"PF00588,PF12105,IPR001537,IPR022724","SpoU rRNA Methylase family,SpoU%2C rRNA methylase%2C C-terminal,tRNA/rRNA methyltransferase%2C SpoU type,RNA methyltransferase%2C SpoU/TrmH type%2C C-terminal",168,Protein synthesis / tRNA and rRNA base modification
TX72_RS08475,,TX72_RS08475,SYNW1682,Protein Homology,1618455.0,1618670.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128544.1,hypothetical protein,WP_011128544.1,SYNW1682,1618455.0,1618670.0,-,CK_Syn_WH8102_01682,SYNW1682,,CK_00045159,"D.1.5,R.2","Phosphorus,Conserved hypothetical proteins","NOG137415,bactNOG75150,cyaNOG08273","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
TX72_RS08480,,TX72_RS08480,SYNW1683,Protein Homology,1618691.0,1619512.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360354.1,ABC transporter permease,WP_042503731.1,SYNW1683,1618691.0,1619596.0,-,CK_Syn_WH8102_01683,dppC,"GO:0006810,GO:0016020",CK_00000695,Q.7, Sugars,"COG1173,bactNOG00493,cyaNOG01684","COG: EP,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,"transport,transport,membrane",ABC-type oligopeptide transporter%2C membrane component,"PF00528,PS50928,IPR000515","Binding-protein-dependent transport system inner membrane component,ABC transporter integral membrane type-1 domain profile.,ABC transporter type 1%2C transmembrane domain MetI-like",141,Transport and binding proteins / Unknown substrate
lepA,lepA,TX72_RS08490,SYNW1684,Protein Homology,1619854.0,1621674.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128546.1,translation elongation factor 4,WP_011128546.1,SYNW1684,1619854.0,1621674.0,-,CK_Syn_WH8102_01684,lepA,"GO:0005525,GO:0003924",CK_00000694,"C.5,D.1.9","Other, Other","COG0481,bactNOG00398,cyaNOG00416","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",3.6.5.-,,"GTP binding,GTPase activity",GTP-binding protein LepA,"TIGR00231,TIGR01393,PF06421,PF03144,PF00679,PF00009,PS00301,PS51722,IPR013842,IPR006297,IPR004161,IPR000795,IPR000640,IPR005225,IPR027518,IPR027417,IPR009000,IPR009022,IPR031157","small GTP-binding protein domain,elongation factor 4,GTP-binding protein LepA C-terminus,Elongation factor Tu domain 2,Elongation factor G C-terminus,Elongation factor Tu GTP binding domain,Translational (tr)-type guanine nucleotide-binding (G) domain signature.,Translational (tr)-type guanine nucleotide-binding (G) domain profile.,GTP-binding protein LepA%2C C-terminal,Elongation factor 4,Translation elongation factor EFTu-like%2C domain 2,Transcription factor%2C GTP-binding domain,Elongation factor EFG%2C domain V-like,Small GTP-binding protein domain,Translation factor GUF1 homologue%2C organellar chromatophore,P-loop containing nucleoside triphosphate hydrolase,Translation protein%2C beta-barrel domain superfamily,Elongation factor G%2C domain III,Tr-type G domain%2C conserved site",157,Unknown function / General
TX72_RS08495,,TX72_RS08495,SYNW1685,Protein Homology,1621758.0,1622084.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128547.1,DMT family transporter,WP_011128547.1,SYNW1685,1621758.0,1622084.0,+,CK_Syn_WH8102_01685,SYNW1685,GO:0016021,CK_00050087,,,,,,,integral component of membrane,small Multidrug Resistance family protein,"PF00893,IPR000390","Small Multidrug Resistance protein,Small multidrug resistance protein family","94,147","Cellular processes / Toxin production and resistance,Transport and binding proteins / Other"
TX72_RS08500,,TX72_RS08500,SYNW1686,Protein Homology,1622088.0,1623596.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128548.1,malate:quinone oxidoreductase,WP_011128548.1,SYNW1686,1622088.0,1623596.0,-,CK_Syn_WH8102_01686,mqoA,"GO:0006099,GO:0008924",CK_00001234,G.9,TCA cycle,"COG0579,bactNOG00089,cyaNOG05228","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.1.5.4,malate dehydrogenase (quinone)%3B FAD-dependent malate-vitamin K reductase%3B malate-vitamin K reductase%3B (S)-malate:(acceptor) oxidoreductase%3B L-malate-quinone oxidoreductase%3B malate:quinone oxidoreductase%3B malate quinone oxidoreductase%3B MQO%3B malate:quinone reductase%3B malate dehydrogenase (acceptor)%3B FAD-dependent malate dehydrogenase,"tricarboxylic acid cycle,tricarboxylic acid cycle,malate dehydrogenase (quinone) activity",malate:quinone oxidoreductase,"TIGR01320,PF06039,IPR006231","malate dehydrogenase (acceptor),Malate:quinone oxidoreductase (Mqo),Malate:quinone-oxidoreductase",120,Energy metabolism / TCA cycle
TX72_RS08505,,TX72_RS08505,SYNW1687,Protein Homology,1623675.0,1623920.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360360.1,NifU family protein,WP_011128549.1,SYNW1687,1623675.0,1623920.0,+,CK_Syn_WH8102_01687,SYNW1687,"GO:0016226,GO:0005506,GO:0051536",CK_00000693,"D.1.9,R.1"," Other,Conserved hypothetical domains","COG0694,bactNOG43935,bactNOG32525,cyaNOG03857","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"iron-sulfur cluster assembly,iron-sulfur cluster assembly,iron ion binding,iron-sulfur cluster binding",NifU-like protein,"PF01106,IPR001075","NifU-like domain,NIF system FeS cluster assembly%2C NifU%2C C-terminal",157,Unknown function / General
TX72_RS08510,,TX72_RS08510,SYNW1688,Protein Homology,1624182.0,1624880.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128550.1,DUF4079 domain-containing protein,WP_011128550.1,SYNW1688,1624182.0,1624880.0,-,CK_Syn_WH8102_01688,SYNW1688,GO:0016020,CK_00009126,R.2,Conserved hypothetical proteins,"NOG11149,COG0477,COG0861,bactNOG06762,cyaNOG00675","COG: POORLY CHARACTERIZED [S] Function unknown,COG: GEPR,COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,uncharacterized conserved membrane protein,"PF13301,IPR025067","Protein of unknown function (DUF4079),Protein of unknown function DUF4079",156,Hypothetical proteins / Conserved
TX72_RS08515,,TX72_RS08515,SYNW1689,Protein Homology,1624939.0,1626105.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128551.1,aminotransferase class V-fold PLP-dependent enzyme,WP_011128551.1,SYNW1689,1624939.0,1626105.0,+,CK_Syn_WH8102_01689,c-des,"GO:0008152,GO:0016829,GO:0030170",CK_00000692,"B.11,D.1.9","Other, Other","COG0520,bactNOG06167,bactNOG15749,cyaNOG01563","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,"metabolic process,metabolic process,lyase activity,pyridoxal phosphate binding",pyridoxal phosphate-dependent monomeric L-cysteine/cystine C-S-lyase,"PF00266,IPR000192,IPR015424,IPR015421,IPR015422","Aminotransferase class-V,Aminotransferase class V domain,Pyridoxal phosphate-dependent transferase,Pyridoxal phosphate-dependent transferase%2C major domain,Pyridoxal phosphate-dependent transferase domain 1",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other
TX72_RS08520,,TX72_RS08520,SYNW1690,Protein Homology,1626144.0,1627646.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128552.1,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,WP_011128552.1,SYNW1690,1626144.0,1627646.0,-,CK_Syn_WH8102_01690,murE,"GO:0009058,GO:0008360,GO:0051301,GO:0005524,GO:0016874,GO:0016881,GO:0005737",CK_00000691,C.2,Murein sacculus and peptidoglycan,"COG0769,bactNOG00801,cyaNOG01355","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",6.3.2.13,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate---2%2C6-diaminopimelate ligase%3B MurE synthetase [ambiguous]%3B UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-2%2C6-diamino-heptanedioate ligase (ADP-forming)%3B UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2%2C6-diaminopimelate synthetase%3B UDP-N-acetylmuramoylalanyl-D-glutamate---2%2C6-diaminopimelate ligase%3B UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-2%2C6-diaminoheptanedioate gamma-ligase (ADP-forming),"biosynthetic process,regulation of cell shape,cell division,biosynthetic process,regulation of cell shape,cell division,ATP binding,ligase activity,acid-amino acid ligase activity,biosynthetic process,regulation of cell shape,cell division,ATP binding,ligase activity,acid-amino acid ligase activity,cytoplasm", UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,"TIGR01085,PF01225,PF02875,PF08245,IPR000713,IPR004101,IPR013221,IPR005761","UDP-N-acetylmuramyl-tripeptide synthetase,Mur ligase family%2C catalytic domain,Mur ligase family%2C glutamate ligase domain,Mur ligase middle domain,Mur ligase%2C N-terminal catalytic domain,Mur ligase%2C C-terminal,Mur ligase%2C central,UDP-N-acetylmuramoylalanyl-D-glutamate-2%2C6-diaminopimelate ligase",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
TX72_RS13975,,TX72_RS13975,SYNW1691,GeneMarkS-2+,1627778.0,1628563.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011128553.1,SYNW1691,1627778.0,1628563.0,-,CK_Syn_WH8102_01691,SYNW1691,,CK_00005361,R.2,Conserved hypothetical proteins,COG3210,COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,,,,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
TX72_RS08535,,TX72_RS08535,SYNW1692,Protein Homology,1629289.0,1629567.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128554.1,glutaredoxin family protein,WP_011128554.1,SYNW1692,1629289.0,1629567.0,-,CK_Syn_WH8102_01692,nrdJ,,CK_00001233,M.1,2'-Deoxyribonucleotide metabolism,"COG0526,NOG315732,bactNOG72986,bactNOG87734,cyaNOG03924,cyaNOG07914","COG: OC,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,thioredoxin family protein,"PF05768,IPR008554","Glutaredoxin-like domain (DUF836),Glutaredoxin-like",123,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / 2'-Deoxyribonucleotide metabolism
yidD,yidD,TX72_RS08540,SYNW1693,Protein Homology,1629567.0,1629923.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006850575.1,membrane protein insertion efficiency factor YidD,WP_225867691.1,SYNW1693,1629567.0,1629767.0,-,CK_Syn_WH8102_01693,yidD,"GO:0015031,GO:0051205,GO:0032977,GO:0005887,GO:0005886,GO:0016020",CK_00000690,L.5,Other,"COG0759,bactNOG44118,cyaNOG07358,cyaNOG03869","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"protein transport,protein insertion into membrane,protein transport,protein insertion into membrane,membrane insertase activity,protein transport,protein insertion into membrane,membrane insertase activity,integral component of plasma membrane,plasma membrane,membrane",inner membrane protein insertion factor,"TIGR00278,PF01809,IPR002696","putative membrane protein insertion efficiency factor,Putative membrane protein insertion efficiency factor,Putative membrane protein insertion efficiency factor",133,Transcription / Other
rpsD,rpsD,TX72_RS08545,SYNW1694,Protein Homology,1629922.0,1630530.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817920.1,30S ribosomal protein S4,WP_011128556.1,SYNW1694,1629922.0,1630530.0,+,CK_Syn_WH8102_01694,rpsD,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000689,K.2,Ribosomal proteins: synthesis and modification,"COG0522,bactNOG01795,cyaNOG01579","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S4,"TIGR01017,PF00163,PF01479,PS00632,PS50889,IPR002942,IPR001912,IPR005709,IPR018079","ribosomal protein uS4,Ribosomal protein S4/S9 N-terminal domain,S4 domain,Ribosomal protein S4 signature.,S4 RNA-binding domain profile.,RNA-binding S4 domain,Ribosomal protein S4/S9%2C N-terminal,Ribosomal protein S4%2C bacterial-type,Ribosomal protein S4%2C conserved site",158,Protein synthesis / Ribosomal proteins: synthesis and modification
TX72_RS08555,,TX72_RS08555,SYNW1696,Protein Homology,1631083.0,1632147.0,+,,,COORDINATES: protein motif:HMM:NF012699.6,fatty acid desaturase,WP_042504374.1,SYNW1696,1631011.0,1632147.0,+,CK_Syn_WH8102_01696,desA3,"GO:0006629,GO:0006633,GO:0055114,GO:0016491",CK_00001343,"D.1.6,H.2","Temperature,Fatty acid metabolism","COG3239,bactNOG08374,cyaNOG06067","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",1.14.19.-,,"lipid metabolic process,fatty acid biosynthetic process,oxidation-reduction process,lipid metabolic process,fatty acid biosynthetic process,oxidation-reduction process,oxidoreductase activity",delta-12 fatty acid desaturase DesA3,"PF00487,IPR005804","Fatty acid desaturase,Fatty acid desaturase domain",121,Fatty acid and phospholipid metabolism / Other
TX72_RS08560,,TX72_RS08560,SYNW1697,Protein Homology,1632440.0,1633078.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128559.1,DUF4079 domain-containing protein,WP_011128559.1,SYNW1697,1632440.0,1633078.0,+,CK_Syn_WH8102_01697,SYNW1697,,CK_00000058,R.2,Conserved hypothetical proteins,"NOG45630,COG1823,bactNOG65547,cyaNOG06868","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved membrane protein,"PF13301,IPR025067","Protein of unknown function (DUF4079),Protein of unknown function DUF4079",156,Hypothetical proteins / Conserved
TX72_RS08570,,TX72_RS08570,SYNW1700,GeneMarkS-2+,1634344.0,1634613.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011128562.1,SYNW1700,1634344.0,1634613.0,-,CK_Syn_WH8102_01700,SYNW1700,GO:0016020,CK_00005364,R.2,Conserved hypothetical proteins,,,,,membrane,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
TX72_RS08575,,TX72_RS08575,SYNW1701,Protein Homology,1634638.0,1636290.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128563.1,mechanosensitive ion channel family protein,WP_011128563.1,SYNW1701,1634638.0,1636290.0,-,CK_Syn_WH8102_01701,mscS,"GO:0055085,GO:0005215,GO:0016020",CK_00002224,Q.7, Sugars,"COG0668,bactNOG10334,cyaNOG00425","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,"transmembrane transport,transmembrane transport,transporter activity,transmembrane transport,transporter activity,membrane",small-conductance mechanosensitive ion channel%2C MscS family,"PF00924,IPR006685","Mechanosensitive ion channel,Mechanosensitive ion channel MscS",141,Transport and binding proteins / Unknown substrate
TX72_RS08580,,TX72_RS08580,SYNW1702,Protein Homology,1636294.0,1636875.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128564.1,nucleoside triphosphate pyrophosphatase,WP_011128564.1,SYNW1702,1636294.0,1636875.0,-,CK_Syn_WH8102_01702,maf,"GO:0000917,GO:0030428,GO:0005737",CK_00048442,D.2,Cell division,,,,,"division septum assembly,division septum assembly,cell septum,cytoplasm",septum formation protein,"TIGR00172,PF02545,IPR003697","septum formation protein Maf,Maf-like protein,Nucleoside triphosphate pyrophosphatase Maf-like protein",93,Cellular processes / Cell division
TX72_RS08585,,TX72_RS08585,SYNW1703,Protein Homology,1636915.0,1637310.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128565.1,Npun_F0494 family protein,WP_011128565.1,SYNW1703,1636915.0,1637310.0,+,CK_Syn_WH8102_01703,SYNW1703,,CK_00001232,R.2,Conserved hypothetical proteins,"NOG14384,COG0480,bactNOG70673,bactNOG32628,cyaNOG07672,cyaNOG04363,cyaNOG03315","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,winged helix-turn-helix DNA-binding domain-containing protein,IPR011991,ArsR-like helix-turn-helix domain,156,Hypothetical proteins / Conserved
TX72_RS08590,,TX72_RS08590,SYNW1704,Protein Homology,1637328.0,1638797.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007100334.1,cobyric acid synthase,WP_042503744.1,SYNW1704,1637307.0,1638797.0,+,CK_Syn_WH8102_01704,cobQ,"GO:0009236,GO:0051921",CK_00000688,B.10.2,Cobalamin (b12),"COG1492,bactNOG03241,cyaNOG00121","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",6.3.5.10,adenosylcobyric acid synthase (glutamine-hydrolysing)%3B CobQ%3B cobyric acid synthase%3B 5'-deoxy-5'-adenosylcobyrinic-acid-a%2Cc-diamide:L-glutamine amido-ligase%3B Ado-cobyric acid synthase [glutamine hydrolyzing],"cobalamin biosynthetic process,cobalamin biosynthetic process,adenosylcobyric acid synthase (glutamine-hydrolyzing) activity",cobyric acid synthase,"TIGR00313,PF07685,PF01656,PS51274,IPR017929,IPR004459,IPR011698,IPR002586","cobyric acid synthase CobQ,CobB/CobQ-like glutamine amidotransferase domain,CobQ/CobB/MinD/ParA nucleotide binding domain,CobBQ-type GATase domain profile.,CobB/CobQ glutamine amidotransferase,Cobyric acid synthase CobQ,CobB/CobQ-like glutamine amidotransferase,CobQ/CobB/MinD/ParA nucleotide binding domain",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin
TX72_RS08595,,TX72_RS08595,SYNW1705,Protein Homology,1638794.0,1639033.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006851247.1,2Fe-2S iron-sulfur cluster-binding protein,WP_011128567.1,SYNW1705,1638794.0,1639033.0,+,CK_Syn_WH8102_01705,petF,"GO:0051537,GO:0009055,GO:0051536",CK_00000687,"D.1.1,G.2,J.10","Iron,Electron transport,Soluble electron carriers","COG0633,bactNOG42942,bactNOG69098,cyaNOG03683","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"2 iron%2C 2 sulfur cluster binding,electron transfer activity,iron-sulfur cluster binding",2Fe-2S ferredoxin,"PF00111,PS00197,PS51085,IPR006058,IPR001041,IPR012675","2Fe-2S iron-sulfur cluster binding domain,2Fe-2S ferredoxin-type iron-sulfur binding region signature.,2Fe-2S ferredoxin-type iron-sulfur binding domain profile.,2Fe-2S ferredoxin%2C iron-sulphur binding site,2Fe-2S ferredoxin-type iron-sulfur binding domain,Beta-grasp domain superfamily",105,Energy metabolism / Biosynthesis and degradation of polysaccharides
TX72_RS08600,,TX72_RS08600,SYNW1706,Protein Homology,1639030.0,1640241.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128568.1,chloride channel protein,WP_011128568.1,SYNW1706,1639030.0,1640241.0,+,CK_Syn_WH8102_01706,SYNW1706,"GO:0006821,GO:0055085,GO:0005247,GO:0016020",CK_00042867,Q.2,Anions,"COG0038,NOG78924,bactNOG75262,cyaNOG00661","COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"chloride transport,transmembrane transport,chloride transport,transmembrane transport,voltage-gated chloride channel activity,chloride transport,transmembrane transport,voltage-gated chloride channel activity,membrane",voltage-gated CLC-type chloride channel protein,"PF00654,IPR001807,IPR014743","Voltage gated chloride channel,Chloride channel%2C voltage gated,Chloride channel%2C core",143,Transport and binding proteins / Anions
cbbX,cbbX,TX72_RS08605,SYNW1707,Protein Homology,1640195.0,1641100.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128569.1,CbbX protein,WP_011128569.1,SYNW1707,1640195.0,1641100.0,-,CK_Syn_WH8102_01707,cbbX,GO:0005524,CK_00001587,J.2,CO2 fixation,"COG0464,bactNOG04397,cyaNOG02834","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,ATP binding,RuBisCo activase,"TIGR02880,PF00004,IPR027417,IPR000641,IPR000470,IPR003593,IPR003959","CbbX protein,ATPase family associated with various cellular activities (AAA),P-loop containing nucleoside triphosphate hydrolase,CbxX/CfxQ,CbxX/CfxQ%2C monofunctional,AAA+ ATPase domain,ATPase%2C AAA-type%2C core",164,Energy metabolism / Photosynthesis
TX72_RS08610,,TX72_RS08610,SYNW1708,Protein Homology,1641084.0,1641335.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128570.1,4a-hydroxytetrahydrobiopterin dehydratase,WP_011128570.1,SYNW1708,1641084.0,1641335.0,-,CK_Syn_WH8102_01708,raf,GO:0015977,CK_00001231,"D.4,J.2","Chaperones,CO2 fixation","COG2154,NOG40217,bactNOG50541,cyaNOG07368","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",,,carbon fixation,alpha-carboxysome RuBisCO assembly factor,"PF01329,IPR001533","Pterin 4 alpha carbinolamine dehydratase,Pterin 4 alpha carbinolamine dehydratase",164,Energy metabolism / Photosynthesis
