protein_id,path_id,main,sub,path,ecpath,Category,Membrane transport
WP_011132553.1,K01915,09140 Cellular Processes,09143 Cell growth and death,04217 Necroptosis [PATH:ko04217],"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",Env. Info/Cellular Process,
WP_011132553.1,K01915,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K01915  glnA, GLUL; glutamine synthetase [EC:6.3.1.2]",Env. Info/Cellular Process,
WP_011132556.1,K04757,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],K04757  rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1],Metabolism,
WP_011132556.1,K04757,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03021 Transcription machinery [BR:ko03021],K04757  rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1],Genetic Info,
WP_011132558.1,K06917,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K06917  selU, mnmH; tRNA 2-selenouridine synthase [EC:2.9.1.3]",Genetic Info,
WP_011132559.1,K08903,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K08903  psb28; photosystem II 13kDa protein,Photosynthesis/Carbon fixation,
WP_011132559.1,K08903,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K08903  psb28; photosystem II 13kDa protein,Photosynthesis/Carbon fixation,
WP_011132561.1,K03074,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03074  secF; preprotein translocase subunit SecF,Genetic Info,
WP_011132561.1,K03074,09130 Environmental Information Processing,09131 Membrane transport,03070 Bacterial secretion system [PATH:ko03070],K03074  secF; preprotein translocase subunit SecF,Membrane transport,Membrane transport
WP_011132561.1,K03074,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K03074  secF; preprotein translocase subunit SecF,Env. Info/Cellular Process,
WP_011132562.1,K03072,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03072  secD; preprotein translocase subunit SecD,Genetic Info,
WP_011132562.1,K03072,09130 Environmental Information Processing,09131 Membrane transport,03070 Bacterial secretion system [PATH:ko03070],K03072  secD; preprotein translocase subunit SecD,Membrane transport,Membrane transport
WP_011132562.1,K03072,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K03072  secD; preprotein translocase subunit SecD,Env. Info/Cellular Process,
WP_011132563.1,K00162,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K00162  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]",Energy/Carbohydrate/Glycan,
WP_011132563.1,K00162,09100 Metabolism,09101 Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],"K00162  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]",Energy/Carbohydrate/Glycan,
WP_011132563.1,K00162,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],"K00162  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]",Energy/Carbohydrate/Glycan,
WP_011132563.1,K00162,09130 Environmental Information Processing,09132 Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066],"K00162  PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]",Env. Info/Cellular Process,
WP_011132565.1,K00919,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900],K00919  ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],Metabolism,
WP_011132566.1,K02528,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K02528  ksgA; 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182],Genetic Info,
WP_011132568.1,K00783,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K00783  rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177],Genetic Info,
WP_011132569.1,K03503,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K03503  umuD; DNA polymerase V [EC:3.4.21.-],Metabolism,
WP_011132569.1,K03503,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03503  umuD; DNA polymerase V [EC:3.4.21.-],Genetic Info,
WP_011132570.1,K03502,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03502  umuC; DNA polymerase V,Genetic Info,
WP_011132572.1,K02316,09120 Genetic Information Processing,09124 Replication and repair,03030 DNA replication [PATH:ko03030],K02316  dnaG; DNA primase [EC:2.7.7.101],Genetic Info,
WP_011132572.1,K02316,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K02316  dnaG; DNA primase [EC:2.7.7.101],Genetic Info,
WP_011132575.1,K03550,09120 Genetic Information Processing,09124 Replication and repair,03440 Homologous recombination [PATH:ko03440],K03550  ruvA; holliday junction DNA helicase RuvA [EC:5.6.2.4],Genetic Info,
WP_011132575.1,K03550,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03550  ruvA; holliday junction DNA helicase RuvA [EC:5.6.2.4],Genetic Info,
WP_011132576.1,K02956,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02956  RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15",Genetic Info,
WP_011132576.1,K02956,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02956  RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15",Genetic Info,
WP_011132578.1,K02337,09120 Genetic Information Processing,09124 Replication and repair,03030 DNA replication [PATH:ko03030],K02337  dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],Genetic Info,
WP_011132578.1,K02337,09120 Genetic Information Processing,09124 Replication and repair,03430 Mismatch repair [PATH:ko03430],K02337  dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],Genetic Info,
WP_011132578.1,K02337,09120 Genetic Information Processing,09124 Replication and repair,03440 Homologous recombination [PATH:ko03440],K02337  dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],Genetic Info,
WP_011132578.1,K02337,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K02337  dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],Genetic Info,
WP_011132578.1,K02337,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K02337  dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7],Genetic Info,
WP_011132579.1,K02433,09120 Genetic Information Processing,09122 Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970],"K02433  gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]",Genetic Info,
WP_011132579.1,K02433,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03029 Mitochondrial biogenesis [BR:ko03029],"K02433  gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]",Genetic Info,
WP_011132581.1,K03218,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K03218  rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185],Genetic Info,
WP_011132582.1,K11145,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K11145  mrnC; mini-ribonuclease III [EC:3.1.26.-],Genetic Info,
WP_011132584.1,K01956,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],"K01956  carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]",AA/Nucleotide,
WP_011132584.1,K01956,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K01956  carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]",AA/Nucleotide,
WP_011132585.1,K00766,09100 Metabolism,09105 Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",K00766  trpD; anthranilate phosphoribosyltransferase [EC:2.4.2.18],AA/Nucleotide,
WP_011132587.1,K18889,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],"K18889  mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump",Membrane transport,Membrane transport
WP_011132587.1,K18889,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K18889  mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump",Membrane transport,Membrane transport
WP_011132588.1,K07304,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K07304  msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11],Metabolism,
WP_011132589.1,K06153,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00550 Peptidoglycan biosynthesis [PATH:ko00550],K06153  bacA; undecaprenyl-diphosphatase [EC:3.6.1.27],Energy/Carbohydrate/Glycan,
WP_011132589.1,K06153,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00552 Teichoic acid biosynthesis [PATH:ko00552],K06153  bacA; undecaprenyl-diphosphatase [EC:3.6.1.27],Energy/Carbohydrate/Glycan,
WP_011132589.1,K06153,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K06153  bacA; undecaprenyl-diphosphatase [EC:3.6.1.27],Metabolism,
WP_011132592.1,K15918,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K15918  GLYK; D-glycerate 3-kinase [EC:2.7.1.31],Energy/Carbohydrate/Glycan,
WP_011132592.1,K15918,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561],K15918  GLYK; D-glycerate 3-kinase [EC:2.7.1.31],Metabolism,
WP_011132592.1,K15918,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",K15918  GLYK; D-glycerate 3-kinase [EC:2.7.1.31],AA/Nucleotide,
WP_011132593.1,K07026,09100 Metabolism,09101 Carbohydrate metabolism,00051 Fructose and mannose metabolism [PATH:ko00051],K07026  E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70],Energy/Carbohydrate/Glycan,
WP_011132594.1,K00690,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500],K00690  E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7],Energy/Carbohydrate/Glycan,
WP_011132595.1,K13693,09180 Brite Hierarchies,09181 Protein families: metabolism,01003 Glycosyltransferases [BR:ko01003],K13693  gpgS; glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266],Metabolism,
WP_011132596.1,K01428,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K01428  ureC; urease subunit alpha [EC:3.5.1.5],AA/Nucleotide,
WP_011132596.1,K01428,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],K01428  ureC; urease subunit alpha [EC:3.5.1.5],AA/Nucleotide,
WP_011132596.1,K01428,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00791 Atrazine degradation [PATH:ko00791],K01428  ureC; urease subunit alpha [EC:3.5.1.5],Metabolism,
WP_011132597.1,K01429,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K01429  ureB; urease subunit beta [EC:3.5.1.5],AA/Nucleotide,
WP_011132597.1,K01429,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],K01429  ureB; urease subunit beta [EC:3.5.1.5],AA/Nucleotide,
WP_011132597.1,K01429,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00791 Atrazine degradation [PATH:ko00791],K01429  ureB; urease subunit beta [EC:3.5.1.5],Metabolism,
WP_011132598.1,K01430,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K01430  ureA; urease subunit gamma [EC:3.5.1.5],AA/Nucleotide,
WP_011132598.1,K01430,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],K01430  ureA; urease subunit gamma [EC:3.5.1.5],AA/Nucleotide,
WP_011132598.1,K01430,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00791 Atrazine degradation [PATH:ko00791],K01430  ureA; urease subunit gamma [EC:3.5.1.5],Metabolism,
WP_011132599.1,K03190,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,"K03190  ureD, ureH; urease accessory protein",Genetic Info,
WP_011132600.1,K03187,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K03187  ureE; urease accessory protein,Genetic Info,
WP_011132601.1,K03188,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K03188  ureF; urease accessory protein,Genetic Info,
WP_011132602.1,K03189,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K03189  ureG; urease accessory protein,Genetic Info,
WP_011132604.1,K11960,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],K11960  urtB; urea transport system permease protein,Membrane transport,Membrane transport
WP_011132604.1,K11960,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K11960  urtB; urea transport system permease protein,Membrane transport,Membrane transport
WP_011132605.1,K11961,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],K11961  urtC; urea transport system permease protein,Membrane transport,Membrane transport
WP_011132605.1,K11961,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K11961  urtC; urea transport system permease protein,Membrane transport,Membrane transport
WP_011132606.1,K11962,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],K11962  urtD; urea transport system ATP-binding protein,Membrane transport,Membrane transport
WP_011132606.1,K11962,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K11962  urtD; urea transport system ATP-binding protein,Membrane transport,Membrane transport
WP_011132607.1,K11963,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],K11963  urtE; urea transport system ATP-binding protein,Membrane transport,Membrane transport
WP_011132607.1,K11963,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K11963  urtE; urea transport system ATP-binding protein,Membrane transport,Membrane transport
WP_011132609.1,K25156,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K25156  evrA; viologen exporter family transport system ATP-binding protein,Membrane transport,Membrane transport
WP_011132610.1,K25155,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K25155  evrB; viologen exporter family transport system permease protein,Membrane transport,Membrane transport
WP_011132611.1,K25154,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K25154  evrC; viologen exporter family transport system permease protein,Membrane transport,Membrane transport
WP_011132614.1,K07090,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07090  K07090; uncharacterized protein,Uncharacterized,
WP_011132621.1,K00876,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],"K00876  udk, UCK; uridine kinase [EC:2.7.1.48]",AA/Nucleotide,
WP_011132621.1,K00876,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],"K00876  udk, UCK; uridine kinase [EC:2.7.1.48]",Metabolism,
WP_011132625.1,K05995,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K05995  pepE; dipeptidase E [EC:3.4.13.21],Metabolism,
WP_011132634.1,K01256,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],K01256  pepN; aminopeptidase N [EC:3.4.11.2],AA/Nucleotide,
WP_011132634.1,K01256,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01256  pepN; aminopeptidase N [EC:3.4.11.2],Metabolism,
WP_011132636.1,K08289,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K08289  purT; phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21],AA/Nucleotide,
WP_011132644.1,K07107,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K07107  ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-],Metabolism,
WP_011132646.1,K07448,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02048 Prokaryotic defense system [BR:ko02048],K07448  mrr; restriction system protein,Env. Info/Cellular Process,
WP_011132658.1,K07397,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K07397  yhfA; putative redox protein,Genetic Info,
WP_011132662.1,K09819,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K09819  ABC.MN.P; manganese/iron transport system permease protein,Membrane transport,Membrane transport
WP_011132663.1,K03711,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K03711  fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",Genetic Info,
WP_011132664.1,K09820,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K09820  ABC.MN.A; manganese/iron transport system ATP-binding protein,Membrane transport,Membrane transport
WP_011132681.1,K02033,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],K02033  ABC.PE.P; peptide/nickel transport system permease protein,Env. Info/Cellular Process,
WP_011132681.1,K02033,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02033  ABC.PE.P; peptide/nickel transport system permease protein,Membrane transport,Membrane transport
WP_011132682.1,K02035,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],K02035  ABC.PE.S; peptide/nickel transport system substrate-binding protein,Env. Info/Cellular Process,
WP_011132682.1,K02035,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02035  ABC.PE.S; peptide/nickel transport system substrate-binding protein,Membrane transport,Membrane transport
WP_011132684.1,K00003,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]",K00003  hom; homoserine dehydrogenase [EC:1.1.1.3],AA/Nucleotide,
WP_011132684.1,K00003,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K00003  hom; homoserine dehydrogenase [EC:1.1.1.3],AA/Nucleotide,
WP_011132684.1,K00003,09100 Metabolism,09105 Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300],K00003  hom; homoserine dehydrogenase [EC:1.1.1.3],AA/Nucleotide,
WP_011132685.1,K02426,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K02426  sufE; cysteine desulfuration protein SufE,Uncharacterized,
WP_011132686.1,K01934,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],K01934  MTHFS; 5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],Metabolism,
WP_011132687.1,K01159,09120 Genetic Information Processing,09124 Replication and repair,03440 Homologous recombination [PATH:ko03440],K01159  ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10],Genetic Info,
WP_011132687.1,K01159,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K01159  ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10],Genetic Info,
WP_011132688.1,K03405,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K03405  chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]",Metabolism,
WP_011132689.1,K02533,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K02533  lasT; tRNA/rRNA methyltransferase [EC:2.1.1.-],Genetic Info,
WP_011132691.1,K02640,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02640  petG; cytochrome b6-f complex subunit 5,Photosynthesis/Carbon fixation,
WP_011132691.1,K02640,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02640  petG; cytochrome b6-f complex subunit 5,Photosynthesis/Carbon fixation,
WP_011132692.1,K08316,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K08316  rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171],Genetic Info,
WP_011132693.1,K02501,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],K02501  hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10],AA/Nucleotide,
WP_011132694.1,K03671,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],K03671  trxA; thioredoxin 1,Genetic Info,
WP_011132695.1,K00088,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K00088  IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]",AA/Nucleotide,
WP_011132695.1,K00088,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],"K00088  IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]",Metabolism,
WP_011132695.1,K00088,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K00088  IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]",Env. Info/Cellular Process,
WP_011132696.1,K02469,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K02469  gyrA; DNA gyrase subunit A [EC:5.6.2.2],Genetic Info,
WP_011132696.1,K02469,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K02469  gyrA; DNA gyrase subunit A [EC:5.6.2.2],Genetic Info,
WP_011132697.1,K06443,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906],"K06443  lcyB, crtL1, crtY; lycopene beta-cyclase [EC:5.5.1.19]",Metabolism,
WP_011132698.1,K16149,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500],"K16149  K16149; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]",Energy/Carbohydrate/Glycan,
WP_011132699.1,K01649,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],"K01649  leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]",Energy/Carbohydrate/Glycan,
WP_011132699.1,K01649,09100 Metabolism,09105 Amino acid metabolism,"00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]","K01649  leuA, IMS; 2-isopropylmalate synthase [EC:2.3.3.13]",AA/Nucleotide,
WP_011132701.1,K07037,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K07037  pgpH; cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-],Metabolism,
WP_011132702.1,K01491,09100 Metabolism,09102 Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720],K01491  folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9],Photosynthesis/Carbon fixation,
WP_011132702.1,K01491,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],K01491  folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9],Metabolism,
WP_011132703.1,K13789,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900],"K13789  GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",Metabolism,
WP_011132703.1,K13789,09180 Brite Hierarchies,09181 Protein families: metabolism,01006 Prenyltransferases [BR:ko01006],"K13789  GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]",Metabolism,
WP_011132704.1,K09775,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09775  K09775; uncharacterized protein,Uncharacterized,
WP_011132705.1,K02224,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K02224  cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]",Metabolism,
WP_011132707.1,K00036,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],"K00036  G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]",Energy/Carbohydrate/Glycan,
WP_011132707.1,K00036,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],"K00036  G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]",AA/Nucleotide,
WP_011132707.1,K00036,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K00036  G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]",Env. Info/Cellular Process,
WP_011132708.1,K02641,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02641  petH; ferredoxin--NADP+ reductase [EC:1.18.1.2],Photosynthesis/Carbon fixation,
WP_011132708.1,K02641,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02641  petH; ferredoxin--NADP+ reductase [EC:1.18.1.2],Photosynthesis/Carbon fixation,
WP_011132710.1,K08479,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K08479  sasA; two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]",Env. Info/Cellular Process,
WP_011132710.1,K08479,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],"K08479  sasA; two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]",Metabolism,
WP_011132710.1,K08479,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02022 Two-component system [BR:ko02022],"K08479  sasA; two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]",Env. Info/Cellular Process,
