Synonym,Product,Expression 9313+1A3 ,Expression 9313+1A3 dil,Expression 9313+1A3 +.01,Expression 9313+1A3 dil+.01,qValue 9313+1A3  vs 9313+1A3 dil,fold change 9313/9313DIL,resolved_locus_tag,resolution_method
AMHOT1A3_single_00902,sensory box/GGDEF protein,175,115,175.01,115.01,0.913978332,1.521693766,,unresolved
AMHOT1A3_single_00903,PKD domain-containing protein,120,31,120.01,31.01,0.192910755,3.870041922,,unresolved
AMHOT1A3_single_00904,Fimh-like protein,83,20,83.01,20.01,1.0,4.148425787,,unresolved
AMHOT1A3_single_00905,hypothetical protein,61,28,61.01,28.01,1.0,2.17815066,,unresolved
AMHOT1A3_single_00908,ATP-dependent RNA helicase SrmB,89,38,89.01,38.01,1.0,2.34175217,,unresolved
AMHOT1A3_single_00909,lipoprotein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_00910,WD-40 repeat-containing protein,7,0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_00911,tRNA nucleotidyltransferase,33,28,33.01,28.01,0.56811314,1.178507676,,unresolved
AMHOT1A3_single_00912,ATPase and membrane protein,21,4,21.01,4.01,0.187434934,5.239401496,,unresolved
AMHOT1A3_single_00914,metal-dependent phosphohydrolase domain-containing protein,14,10,14.01,10.01,1.0,1.3996004,,unresolved
AMHOT1A3_single_00919,hypothetical protein,14,0,14.01,0.01,1.0,1401.0,,unresolved
AMHOT1A3_single_00922,DNA mismatch repair protein MutS,18,30,18.01,30.01,0.076036154,0.600133289,,unresolved
AMHOT1A3_single_00924,recombinase A,228,102,228.01,102.01,1.0,2.235173022,,unresolved
AMHOT1A3_single_00925,sodium ABC exporter ATP-binding protein,48,0,48.01,0.01,1.0,4801.0,,unresolved
AMHOT1A3_single_00926,Na+ efflux pump ABC transporter permease,15,17,15.01,17.01,0.259278768,0.882422105,,unresolved
AMHOT1A3_single_00928,Flagellar hook-length control protein FliK,18,0,18.01,0.01,1.0,1801.0,,unresolved
AMHOT1A3_single_00935,thiol:disulfide interchange protein DsbE,29,46,29.01,46.01,0.060205636,0.630515105,,unresolved
AMHOT1A3_single_00938,surface lipoprotein,33,59,33.01,59.01,0.042172873,0.559396712,,unresolved
AMHOT1A3_single_00939,UDP-glucose 4-epimerase,84,78,84.01,78.01,0.515239047,1.076913216,,unresolved
AMHOT1A3_single_00941,proton-dependent peptide transporter,74,70,74.01,70.01,0.577791172,1.057134695,,unresolved
AMHOT1A3_single_00946,hypothetical protein,70,66,70.01,66.01,0.462321124,1.060596879,,unresolved
AMHOT1A3_single_00948,glycosyltransferase,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_00951,late competence protein,14,0,14.01,0.01,1.0,1401.0,,unresolved
AMHOT1A3_single_00952,isocitrate dehydrogenase,229,53,229.01,53.01,0.127982231,4.320128278,,unresolved
AMHOT1A3_single_00954,SmpA/OmlA family lipoprotein,298,89,298.01,89.01,1.0,3.348050781,,unresolved
AMHOT1A3_single_00955,LOG family protein ygdH,157,43,157.01,43.01,0.227973955,3.650546385,,unresolved
AMHOT1A3_single_00956,diguanylate cyclase,151,33,151.01,33.01,0.10265942,4.574674341,,unresolved
AMHOT1A3_single_00961,acetyltransferase,782,476,782.01,476.01,0.789925427,1.642843638,,unresolved
AMHOT1A3_single_00962,hypothetical protein,12,0,12.01,0.01,1.0,1201.0,,unresolved
AMHOT1A3_single_00963,hypothetical protein,70,44,70.01,44.01,0.982809583,1.590774824,,unresolved
AMHOT1A3_single_00967,"2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase",87,39,87.01,39.01,1.0,2.23045373,,unresolved
AMHOT1A3_single_00968,"UTP-GlnB uridylyltransferase, GlnD",103,80,103.01,80.01,1.0,1.287464067,,unresolved
AMHOT1A3_single_00969,methionine aminopeptidase,261,110,261.01,110.01,1.0,2.372602491,,unresolved
AMHOT1A3_single_00973,uridylate kinase,160,88,160.01,88.01,1.0,1.818088854,,unresolved
AMHOT1A3_single_00974,ribosome recycling factor,144,84,144.01,84.01,1.0,1.71420069,,unresolved
AMHOT1A3_single_00978,membrane-associated zinc metalloprotease,107,36,107.01,36.01,0.810808071,2.971674535,,unresolved
AMHOT1A3_single_00979,OMP85 family outer membrane protein,82,76,82.01,76.01,1.0,1.078936982,,unresolved
AMHOT1A3_single_00980,OmpH family outer membrane protein,277,80,277.01,80.01,0.338101945,3.462192226,,unresolved
AMHOT1A3_single_00982,UDP-N-acetylglucosamine acyltransferase,138,188,138.01,188.01,0.251220512,0.734056699,,unresolved
AMHOT1A3_single_00985,DNA polymerase III subunit alpha,27,33,27.01,33.01,0.298513038,0.818236898,,unresolved
AMHOT1A3_single_00987,cell cycle protein MesJ,11,18,11.01,18.01,0.048152875,0.611327041,,unresolved
AMHOT1A3_single_00988,diguanylate cyclase,245,60,245.01,60.01,0.157218903,4.08281953,,unresolved
AMHOT1A3_single_00989,Kef-type K+ transport system membrane protein,44,10,44.01,10.01,0.70392529,4.396603397,,unresolved
AMHOT1A3_single_01001,flagellar protein FlgN,908,259,908.01,259.01,0.21745391,3.505694761,,unresolved
AMHOT1A3_single_01002,negative regulator of flagellin synthesis FlgM,1165,385,1165.01,385.01,0.326587559,3.025921405,,unresolved
AMHOT1A3_single_01003,flagellar basal body P-ring biosynthesis protein FlgA,145,51,145.01,51.01,1.0,2.842775926,,unresolved
AMHOT1A3_single_01005,chemotaxis protein methyltransferase CheR,151,45,151.01,45.01,0.718244975,3.355032215,,unresolved
AMHOT1A3_single_01006,flagellar basal-body rod protein FlgB,345,91,345.01,91.01,0.26266999,3.790902099,,unresolved
AMHOT1A3_single_01008,flagellar basal body rod modification protein,128,80,128.01,80.01,0.973438322,1.599925009,,unresolved
AMHOT1A3_single_01009,flagellar hook protein FlgE,220,47,220.01,47.01,0.066806835,4.680068071,,unresolved
AMHOT1A3_single_01012,flagellar basal body L-ring protein,146,27,146.01,27.01,0.142564487,5.405775639,,unresolved
AMHOT1A3_single_01015,flagellar hook-associated protein FlgK,52,20,52.01,20.01,1.0,2.5992004,,unresolved
AMHOT1A3_single_01017,signal peptide prediction,16,0,16.01,0.01,1.0,1601.0,,unresolved
AMHOT1A3_single_01023,flagellar protein FliS,393,0,393.01,0.01,1.0,39301.0,,unresolved
AMHOT1A3_single_01024,hypothetical protein,65,0,65.01,0.01,1.0,6501.0,,unresolved
AMHOT1A3_single_01025,hypothetical protein,27,39,27.01,39.01,0.193468896,0.692386568,,unresolved
AMHOT1A3_single_01026,NeuA protein,59,24,59.01,24.01,1.0,2.457725948,,unresolved
AMHOT1A3_single_01027,pseudaminic acid biosynthesis-associated protein PseG,14,14,14.01,14.01,0.393318035,1.0,,unresolved
AMHOT1A3_single_01029,hypothetical protein,55,75,55.01,75.01,0.195403333,0.733368884,,unresolved
AMHOT1A3_single_01030,3-oxoacyl-ACP synthase,225,53,225.01,53.01,0.151954277,4.244670817,,unresolved
AMHOT1A3_single_01033,DegT/DnrJ/EryC1/StrS aminotransferase,145,84,145.01,84.01,1.0,1.726104035,,unresolved
AMHOT1A3_single_01034,polysaccharide biosynthesis protein,306,65,306.01,65.01,0.065325773,4.707121981,,unresolved
AMHOT1A3_single_01036,polar flagellar protein FlaK,132,67,132.01,67.01,1.0,1.970004477,,unresolved
AMHOT1A3_single_01037,sensory box sensor histidine kinase in two-component regulatory system,177,42,177.01,42.01,0.165409914,4.21352059,,unresolved
AMHOT1A3_single_01039,flagellar hook-basal body protein,212,0,212.01,0.01,1.0,21201.0,,unresolved
AMHOT1A3_single_01040,flagellar MS-ring protein,97,17,97.01,17.01,0.068689174,5.703115814,,unresolved
AMHOT1A3_single_01041,flagellar motor switch protein G,103,146,103.01,146.01,0.227090228,0.705499623,,unresolved
AMHOT1A3_single_01043,flagellum-specific ATP synthase,33,22,33.01,22.01,0.94288788,1.499772831,,unresolved
AMHOT1A3_single_01044,flagellar biosynthesis chaperone,14,0,14.01,0.01,1.0,1401.0,,unresolved
AMHOT1A3_single_01046,flagellar basal body-associated protein FliL,246,75,246.01,75.01,0.632660354,3.279696041,,unresolved
AMHOT1A3_single_01047,flagellar motor switch protein FliM,117,48,117.01,48.01,1.0,2.437200583,,unresolved
AMHOT1A3_single_01048,flagellar motor switch protein,246,74,246.01,74.01,1.0,3.324010269,,unresolved
AMHOT1A3_single_01052,flagellar biosynthesis protein FliR,10,0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_01053,flagellar biosynthesis protein,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_01054,Peptidase M15,22,34,22.01,34.01,0.06518228,0.647162599,,unresolved
AMHOT1A3_single_01058,flagellar biosynthetic protein FlhG,588,271,588.01,271.01,0.557337359,2.169698535,,unresolved
AMHOT1A3_single_01061,chemotaxis protein cheZ,471,843,471.01,843.01,0.199803481,0.558724096,,unresolved
AMHOT1A3_single_01062,chemotaxis protein cheA,370,152,370.01,152.01,1.0,2.434116177,,unresolved
AMHOT1A3_single_01064,ParA family protein,85,32,85.01,32.01,1.0,2.655732584,,unresolved
AMHOT1A3_single_01066,chemotaxis protein CheW,807,238,807.01,238.01,0.238923621,3.390655855,,unresolved
AMHOT1A3_single_01067,DNA repair ATPase,61,0,61.01,0.01,1.0,6101.0,,unresolved
AMHOT1A3_single_01071,hypothetical protein,17,0,17.01,0.01,1.0,1701.0,,unresolved
AMHOT1A3_single_01073,chemotactic transducer PctC,15,0,15.01,0.01,1.0,1501.0,,unresolved
AMHOT1A3_single_01076,carbonic anhydrase,2102,1550,2102.01,1550.01,0.679733865,1.356126735,,unresolved
AMHOT1A3_single_01077,low affinity sulfate transporter,901,827,901.01,827.01,0.723420062,1.089478966,,unresolved
AMHOT1A3_single_01078,TonB-dependent receptor,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_01079,transcriptional regulator BetI,50,0,50.01,0.01,1.0,5001.0,,unresolved
AMHOT1A3_single_01080,peptidase M13 family protein,51,29,51.01,29.01,1.0,1.758359186,,unresolved
AMHOT1A3_single_01081,hypothetical protein,19,16,19.01,16.01,0.522379762,1.187382886,,unresolved
AMHOT1A3_single_01083,alanyl-tRNA synthetase,329,195,329.01,195.01,0.961012422,1.687144249,,unresolved
AMHOT1A3_single_01088,acyl-CoA thioester hydrolase,1685,0,1685.01,0.01,1.0,168501.0,,unresolved
AMHOT1A3_single_01091,oxaloacetate decarboxylase,79,17,79.01,17.01,0.155214288,4.644914756,,unresolved
AMHOT1A3_single_01092,oxaloacetate decarboxylase subunit beta,34,31,34.01,31.01,0.512985972,1.096742986,,unresolved
AMHOT1A3_single_01095,peptide ABC transporter membrane protein,10,0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_01097,peptide ABC transporter substrate-binding protein,27,24,27.01,24.01,0.530383183,1.124947938,,unresolved
AMHOT1A3_single_01100,phage shock protein B,1065,320,1065.01,320.01,0.280111935,3.328052248,,unresolved
AMHOT1A3_single_01102,phenylalanine 4-monooxygenase,122,0,122.01,0.01,1.0,12201.0,,unresolved
AMHOT1A3_single_01103,transcriptional regulatory protein tyrR,132,70,132.01,70.01,1.0,1.885587773,,unresolved
AMHOT1A3_single_01104,2-keto-4-pentenoate hydratase,167,0,167.01,0.01,1.0,16701.0,,unresolved
AMHOT1A3_single_01109,Late competence development protein ComFB,811,0,811.01,0.01,1.0,81101.0,,unresolved
AMHOT1A3_single_01110,"tryptophan 2,3-dioxygenase",27,14,27.01,14.01,1.0,1.927908637,,unresolved
AMHOT1A3_single_01111,OmpA-like protein,17,5,17.01,5.01,1.0,3.395209581,,unresolved
AMHOT1A3_single_01112,TonB-dependent receptor,1468,960,1468.01,960.01,0.964066777,1.529161155,,unresolved
AMHOT1A3_single_01113,prolyl 4-hydroxylase subunit alpha,28,37,28.01,37.01,0.227206981,0.75682248,,unresolved
AMHOT1A3_single_01114,hypothetical protein,833,1043,833.01,1043.01,0.47460329,0.798659649,,unresolved
AMHOT1A3_single_01116,PEP-CTERM system TPR-repeat lipoprotein,39,16,39.01,16.01,1.0,2.436602124,,unresolved
AMHOT1A3_single_01118,TonB system biopolymer transport component,831,478,831.01,478.01,0.992950551,1.738478275,,unresolved
AMHOT1A3_single_01119,MotA/TolQ/ExbB proton channel,505,275,505.01,275.01,0.974959455,1.836333224,,unresolved
AMHOT1A3_single_01120,TonB system biopolymer transport component,192,83,192.01,83.01,1.0,2.313094808,,unresolved
AMHOT1A3_single_01121,biopolymer transport protein,429,529,429.01,529.01,0.456825301,0.810967657,,unresolved
AMHOT1A3_single_01123,TPR domain-containing protein,587,368,587.01,368.01,0.946003261,1.595092525,,unresolved
AMHOT1A3_single_01125,thioesterase family protein,97,39,97.01,39.01,1.0,2.486798257,,unresolved
AMHOT1A3_single_01129,transporter,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_01130,LPS biosynthesis choline kinase,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_01132,ribosomal-protein-alanine N-acetyltransferase,46,56,46.01,56.01,0.287313074,0.821460453,,unresolved
AMHOT1A3_single_01134,hypothetical protein,24,40,24.01,40.01,0.101268706,0.600099975,,unresolved
AMHOT1A3_single_01135,putative amino-acid metabolite efflux pump,7,3,7.01,3.01,1.0,2.328903654,,unresolved
AMHOT1A3_single_01136,LysR family transcriptional regulator,16,0,16.01,0.01,1.0,1601.0,,unresolved
AMHOT1A3_single_01137,major facilitator superfamily MFS_1,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_01138,major facilitator superfamily MFS_1,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_01139,monooxygenase,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_01140,oxidoreductase,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_01141,zinc-containing alcohol dehydrogenase,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_01142,"1,4-alpha-glucan branching protein",3,0,3.01,0.01,1.0,301.0,,unresolved
AMHOT1A3_single_01143,efflux pump protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_01144,transcriptional regulator,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_01146,autolysin sensor kinase,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_01148,peptide chain release factor 3,24,47,24.01,47.01,0.02312357,0.510742395,,unresolved
AMHOT1A3_single_01149,arginyl-tRNA ligase,21,19,21.01,19.01,0.515116393,1.105207785,,unresolved
AMHOT1A3_single_01150,flavoprotein,110,86,110.01,86.01,0.633920143,1.279037321,,unresolved
AMHOT1A3_single_01151,sulfotransferase,22,36,22.01,36.01,0.084762876,0.611219106,,unresolved
AMHOT1A3_single_01155,hypothetical protein,17,18,17.01,18.01,0.356000326,0.944475292,,unresolved
AMHOT1A3_single_01158,diguanylate cyclase,15,3,15.01,3.01,1.0,4.986710963,,unresolved
AMHOT1A3_single_01159,diguanylate cyclase,10,0,10.01,0.01,1.0,1001.0,,unresolved
AMHOT1A3_single_01160,hypothetical protein,422,128,422.01,128.01,0.26389909,3.296695571,,unresolved
AMHOT1A3_single_01163,LysR family transcriptional regulator,7,0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_01164,NmrA family transcriptional regulator,8,4,8.01,4.01,1.0,1.997506234,,unresolved
AMHOT1A3_single_01168,N-ethylmaleimide reductase,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_01169,hypothetical protein,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_01172,2-dehydropantoate 2-reductase,9,4,9.01,4.01,1.0,2.246882793,,unresolved
AMHOT1A3_single_01173,hypothetical protein,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_01176,metallopeptidase,15,18,15.01,18.01,0.274648172,0.833425875,,unresolved
AMHOT1A3_single_01177,glutamate cysteine ligase,29,27,29.01,27.01,0.475754639,1.074046649,,unresolved
AMHOT1A3_single_01178,lipoprotein,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_01180,hypothetical protein,173,0,173.01,0.01,1.0,17301.0,,unresolved
AMHOT1A3_single_01183,N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase,53,26,53.01,26.01,1.0,2.038062284,,unresolved
AMHOT1A3_single_01184,chorismate synthase,43,20,43.01,20.01,1.0,2.149425287,,unresolved
AMHOT1A3_single_01185,major facilitator superfamily protein,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_01193,regulatory protein,63,26,63.01,26.01,1.0,2.422529796,,unresolved
AMHOT1A3_single_01196,AhpC/Tsa family antioxidant,93,33,93.01,33.01,1.0,2.817631021,,unresolved
AMHOT1A3_single_01201,3-ketoacyl-ACP reductase,12,0,12.01,0.01,1.0,1201.0,,unresolved
AMHOT1A3_single_01203,RNA chaperone/anti-terminator,721,351,721.01,351.01,1.0,2.054101023,,unresolved
AMHOT1A3_single_01206,Endonuclease III/Nth,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_01207,electron transport complex RsxE subunit,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_01210,electron transport complex protein RnfC,24,30,24.01,30.01,0.281619382,0.800066644,,unresolved
AMHOT1A3_single_01211,electron transport complex protein RnfB,29,31,29.01,31.01,0.299107908,0.935504676,,unresolved
AMHOT1A3_single_01215,MATE efflux family protein,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_01216,excinuclease ABC subunit B,56,34,56.01,34.01,1.0,1.646868568,,unresolved
AMHOT1A3_single_01217,LysR family transcriptional regulator,248,58,248.01,58.01,0.127398377,4.275297363,,unresolved
AMHOT1A3_single_01218,regulator protein,52,90,52.01,90.01,0.056514548,0.577824686,,unresolved
AMHOT1A3_single_01222,Glutamate carboxypeptidase II,127,83,127.01,83.01,1.0,1.53005662,,unresolved
AMHOT1A3_single_01223,transmembrane protein,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_01225,transporter,22,15,22.01,15.01,0.99431337,1.466355763,,unresolved
AMHOT1A3_single_01226,sulfate adenylyltransferase subunit 1,345,360,345.01,360.01,0.948125983,0.958334491,,unresolved
AMHOT1A3_single_01228,adenylylsulfate kinase,457,245,457.01,245.01,1.0,1.865270805,,unresolved
AMHOT1A3_single_01237,von Willebrand factor type A domain-containing protein,9,1,9.01,1.01,1.0,8.920792079,,unresolved
AMHOT1A3_single_01239,hypothetical protein,17,0,17.01,0.01,1.0,1701.0,,unresolved
AMHOT1A3_single_01240,ATPase family protein,35,57,35.01,57.01,0.088835132,0.614102789,,unresolved
AMHOT1A3_single_01242,multifunctional fatty acid oxidation complex subunit alpha,81,33,81.01,33.01,1.0,2.454104817,,unresolved
AMHOT1A3_single_01245,sensory box protein,15,24,15.01,24.01,0.089961209,0.625156185,,unresolved
AMHOT1A3_single_01249,Mg/Co transporter,45,65,45.01,65.01,0.162798345,0.692355022,,unresolved
AMHOT1A3_single_01251,signal recognition particle protein,96,100,96.01,100.01,0.58001026,0.960004,,unresolved
AMHOT1A3_single_01253,hypothetical protein,29,32,29.01,32.01,0.458453145,0.906279288,,unresolved
AMHOT1A3_single_01254,hypothetical protein,33,25,33.01,25.01,0.580193954,1.319872051,,unresolved
AMHOT1A3_single_01257,lipoprotein,25,11,25.01,11.01,1.0,2.271571299,,unresolved
AMHOT1A3_single_01258,RND family efflux transporter,17,2,17.01,2.01,1.0,8.462686567,,unresolved
AMHOT1A3_single_01260,ABC transporter ATP-binding protein/permease,8,4,8.01,4.01,1.0,1.997506234,,unresolved
AMHOT1A3_single_01263,30S ribosomal protein S16,873,411,873.01,411.01,1.0,2.124060242,,unresolved
AMHOT1A3_single_01266,50S ribosomal protein L19,76,123,76.01,123.01,0.070929408,0.617917243,,unresolved
AMHOT1A3_single_01268,enoyl-CoA hydratase/isomerase,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_01270,bifunctional chorismate mutase/prephenate dehydrogenase,58,48,58.01,48.01,0.590631424,1.20828994,,unresolved
AMHOT1A3_single_01271,Eukaryotic aspartyl protease,13,19,13.01,19.01,0.100257918,0.684376644,,unresolved
AMHOT1A3_single_01272,uroporphyrin-III C/tetrapyrrole (corrin/porphyrin) methyltransferase,22,25,22.01,25.01,0.259278768,0.880047981,,unresolved
AMHOT1A3_single_01273,acetyltransferase-like protein,3,0,3.01,0.01,1.0,301.0,,unresolved
AMHOT1A3_single_01275,diguanylate cyclase,31,43,31.01,43.01,0.176122785,0.720995117,,unresolved
AMHOT1A3_single_01277,chemotaxis protein CheY/response regulator receiver domain-containing protein,395,117,395.01,117.01,0.250791375,3.375865311,,unresolved
AMHOT1A3_single_01282,diguanylate cyclase/phosphodiesterase,13,9,13.01,9.01,1.0,1.443951165,,unresolved
AMHOT1A3_single_01285,hypothetical protein,107,119,107.01,119.01,0.347627605,0.899168137,,unresolved
AMHOT1A3_single_01288,hypothetical protein,3,0,3.01,0.01,1.0,301.0,,unresolved
AMHOT1A3_single_01289,aspartyl-tRNA ligase,64,54,64.01,54.01,0.833252189,1.185150898,,unresolved
AMHOT1A3_single_01295,tolQ protein,73,0,73.01,0.01,1.0,7301.0,,unresolved
AMHOT1A3_single_01296,Biopolymer transport protein,54,0,54.01,0.01,1.0,5401.0,,unresolved
AMHOT1A3_single_01300,Outer membrane protein assembly factor BamD,220,48,220.01,48.01,0.139560932,4.582586961,,unresolved
AMHOT1A3_single_01303,quinolinate synthetase,105,153,105.01,153.01,0.216564602,0.686295013,,unresolved
AMHOT1A3_single_01306,hypothetical protein,48,26,48.01,26.01,1.0,1.845828527,,unresolved
AMHOT1A3_single_01308,hypothetical protein,170,0,170.01,0.01,1.0,17001.0,,unresolved
AMHOT1A3_single_01313,phosphate-selective porin,5,1,5.01,1.01,1.0,4.96039604,,unresolved
AMHOT1A3_single_01314,multi-sensor hybrid histidine kinase,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_01315,glyoxalase family protein,190,103,190.01,103.01,1.0,1.844578196,,unresolved
AMHOT1A3_single_01316,aspartate-semialdehyde dehydrogenase,71,93,71.01,93.01,0.230762701,0.763466294,,unresolved
AMHOT1A3_single_01318,signal transduction protein,36,0,36.01,0.01,1.0,3601.0,,unresolved
AMHOT1A3_single_01323,transporter,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_01325,transcriptional regulator,44,0,44.01,0.01,1.0,4401.0,,unresolved
AMHOT1A3_single_01326,TonB-dependent receptor,20,0,20.01,0.01,1.0,2001.0,,unresolved
AMHOT1A3_single_01327,N-acetyltransferase,12,23,12.01,23.01,0.065783137,0.52194698,,unresolved
AMHOT1A3_single_01329,multidrug resistance protein,128,49,128.01,49.01,1.0,2.611915936,,unresolved
AMHOT1A3_single_01330,diguanylate cyclase,13,0,13.01,0.01,1.0,1301.0,,unresolved
AMHOT1A3_single_01331,hypothetical protein,60,67,60.01,67.01,0.344397312,0.895537979,,unresolved
AMHOT1A3_single_01334,hypothetical protein,24,0,24.01,0.01,1.0,2401.0,,unresolved
AMHOT1A3_single_01335,asparaginyl-tRNA ligase,101,67,101.01,67.01,1.0,1.507386957,,unresolved
AMHOT1A3_single_01339,CN5-related N-acetyltransferase,29,46,29.01,46.01,0.088870128,0.630515105,,unresolved
AMHOT1A3_single_01342,adenosylmethionine--8-amino-7-oxononanoate aminotransferase,30,55,30.01,55.01,0.038892397,0.545537175,,unresolved
AMHOT1A3_single_01343,biotin synthase,123,145,123.01,145.01,0.466147126,0.848286325,,unresolved
AMHOT1A3_single_01349,hemin transport system permease transmembrane protein,16,0,16.01,0.01,1.0,1601.0,,unresolved
AMHOT1A3_single_01350,vitamin B12-transporter ATPase,24,0,24.01,0.01,1.0,2401.0,,unresolved
AMHOT1A3_single_01353,response regulator,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_01354,TrkA domain-containing protein,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_01355,potassium uptake protein integral membrane component KtrB,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_01356,hypothetical protein,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_01372,Zn-dependent enzyme from deacylase/carboxypeptidase superfamily protein,69,30,69.01,30.01,1.0,2.299566811,,unresolved
AMHOT1A3_single_01380,ABC transporter permease,26,8,26.01,8.01,1.0,3.247191011,,unresolved
AMHOT1A3_single_01381,sugar nucleotide epimerase,75,67,75.01,67.01,0.528141875,1.119385166,,unresolved
AMHOT1A3_single_01383,membrane protein,5,5,5.01,5.01,1.0,1.0,,unresolved
AMHOT1A3_single_01384,sensor histidine kinase,29,0,29.01,0.01,1.0,2901.0,,unresolved
AMHOT1A3_single_01386,"propeptide, pepSY amd peptidase M4",280,555,280.01,555.01,0.022173399,0.504513432,,unresolved
AMHOT1A3_single_01388,YciI-like protein,58,70,58.01,70.01,0.210638692,0.828595915,,unresolved
AMHOT1A3_single_01389,tryptophan synthase subunit alpha,28,25,28.01,25.01,0.489352014,1.119952019,,unresolved
AMHOT1A3_single_01391,bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase,59,62,59.01,62.01,0.421630284,0.951620706,,unresolved
AMHOT1A3_single_01394,anthranilate synthase component I,26,5,26.01,5.01,0.255108662,5.191616766,,unresolved
AMHOT1A3_single_01397,chromosome segregation and condensation protein ScpA,25,14,25.01,14.01,1.0,1.785153462,,unresolved
AMHOT1A3_single_01398,transcriptional regulator,203,77,203.01,77.01,1.0,2.636151149,,unresolved
AMHOT1A3_single_01400,"2,5-diketo-D-gluconate reductase B",63,19,63.01,19.01,1.0,3.314571278,,unresolved
AMHOT1A3_single_01401,acetyltransferase,82,0,82.01,0.01,1.0,8201.0,,unresolved
AMHOT1A3_single_01402,hypothetical protein,126,60,126.01,60.01,1.0,2.099816697,,unresolved
AMHOT1A3_single_01404,hypothetical protein,14,9,14.01,9.01,1.0,1.554938957,,unresolved
AMHOT1A3_single_01409,NAD kinase,75,37,75.01,37.01,1.0,2.026749527,,unresolved
AMHOT1A3_single_01411,iron-containing alcohol dehydrogenase,73,41,73.01,41.01,1.0,1.780297488,,unresolved
AMHOT1A3_single_01412,3-hydroxybutyrate dehydrogenase,14,20,14.01,20.01,0.111087701,0.700149925,,unresolved
AMHOT1A3_single_01413,poly (3-hydroxybutyrate) depolymerase,18,4,18.01,4.01,0.651125551,4.49127182,,unresolved
AMHOT1A3_single_01414,homoserine O-acetyltransferase,12,9,12.01,9.01,1.0,1.332963374,,unresolved
AMHOT1A3_single_01415,GntP family permease,17,0,17.01,0.01,1.0,1701.0,,unresolved
AMHOT1A3_single_01416,TonB-dependent receptor,19,19,19.01,19.01,0.428862061,1.0,,unresolved
AMHOT1A3_single_01417,LuxR family response regulator,114,0,114.01,0.01,1.0,11401.0,,unresolved
AMHOT1A3_single_01418,Na+/proline symporter PutP-like domain/sensory histidine kinase and receiver domain-containing protein,10,15,10.01,15.01,0.109769742,0.666888741,,unresolved
AMHOT1A3_single_01419,heat shock protein GrpE,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_01421,molecular chaperone DnaJ,22,0,22.01,0.01,1.0,2201.0,,unresolved
AMHOT1A3_single_01422,cytochrome c,62,42,62.01,42.01,0.964065623,1.476077124,,unresolved
AMHOT1A3_single_01423,hypothetical protein,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_01424,hypothetical protein,30,25,30.01,25.01,0.588415593,1.199920032,,unresolved
AMHOT1A3_single_01426,Propionyl CoA synthase,66,14,66.01,14.01,0.145982889,4.711634547,,unresolved
