gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
rimP,rimP,P9301_RS17020,P9301_16821,Protein Homology,1414063.0,1414530.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863602.1,ribosome maturation factor RimP,WP_011863602.1,P9301_16821,1414063.0,1414530.0,+,CK_Pro_MIT9301_16821,rimP,GO:0042274,CK_00001064,K.2,Ribosomal proteins: synthesis and modification,"COG0779,bactNOG100082,bactNOG100157,bactNOG92539,cyaNOG03185","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,ribosomal small subunit biogenesis,ribosome maturation factor RimP,"PF02576,IPR003728,IPR028989,IPR035956","RimP N-terminal domain,Ribosome maturation factor RimP,Ribosome maturation factor RimP%2C N-terminal,RimP%2C N-terminal domain superfamily",158,Protein synthesis / Ribosomal proteins: synthesis and modification
nusA,nusA,P9301_RS17025,P9301_16831,Protein Homology,1414567.0,1415970.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819107.1,transcription termination factor NusA,WP_011863603.1,P9301_16831,1414567.0,1415970.0,+,CK_Pro_MIT9301_16831,nusA,"GO:0006353,GO:0031554,GO:0003715,GO:0003723,GO:0003700",CK_00001065,P.3,Transcription factors,"COG0195,bactNOG01962,cyaNOG00785","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"DNA-templated transcription%2C termination,regulation of DNA-templated transcription%2C termination,DNA-templated transcription%2C termination,regulation of DNA-templated transcription%2C termination,obsolete transcription termination factor activity,RNA binding,DNA-binding transcription factor activity",transcription termination factor NusA,"TIGR01953,PF00013,PF13184,PF08529,PS50084,IPR004088,IPR025249,IPR013735,IPR010213","transcription termination factor NusA,KH domain,NusA-like KH domain,NusA N-terminal domain,Type-1 KH domain profile.,K Homology domain%2C type 1,KH domain%2C NusA-like,Transcription factor NusA%2C N-terminal,Transcription termination factor NusA",165,Transcription / Transcription factors
P9301_RS17030,,P9301_RS17030,P9301_16841,Protein Homology,1415967.0,1416239.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819108.1,YlxR family protein,WP_011863604.1,P9301_16841,1415967.0,1416239.0,+,CK_Pro_MIT9301_16841,,,CK_00001066,,,"COG2740,NOG258347,bactNOG100493,bactNOG99217,bactNOG90169,cyaNOG03737","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,,conserved hypothetical protein,"PF04296,IPR007393","Protein of unknown function (DUF448),Domain of unknown function DUF448",156,Hypothetical proteins / Conserved
infB,infB,P9301_RS17035,P9301_16851,Protein Homology,1416296.0,1419640.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863605.1,translation initiation factor IF-2,WP_011863605.1,P9301_16851,1416296.0,1419640.0,+,CK_Pro_MIT9301_16851,infB,"GO:0006413,GO:0005525,GO:0003924,GO:0003743,GO:0005737,GO:0005622",CK_00001067,K.4,Translation factors,"COG0532,bactNOG01732,cyaNOG01973","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translational initiation,translational initiation,GTP binding,GTPase activity,translation initiation factor activity,translational initiation,GTP binding,GTPase activity,translation initiation factor activity,cytoplasm,intracellular",translation initiation factor IF-2,"TIGR00231,TIGR00487,PF03144,PF04760,PF00009,PF11987,PS01176,IPR004161,IPR006847,IPR000795,IPR000178,IPR005225,IPR023115,IPR027417,IPR009000,IPR036925,IPR015760","small GTP-binding protein domain,translation initiation factor IF-2,Elongation factor Tu domain 2,Translation initiation factor IF-2%2C N-terminal region,Elongation factor Tu GTP binding domain,Translation-initiation factor 2,Initiation factor 2 signature.,Translation elongation factor EFTu-like%2C domain 2,Translation initiation factor IF-2%2C N-terminal,Transcription factor%2C GTP-binding domain,Translation initiation factor aIF-2%2C bacterial-like,Small GTP-binding protein domain,Translation initiation factor IF- 2%2C domain 3,P-loop containing nucleoside triphosphate hydrolase,Translation protein%2C beta-barrel domain superfamily,Translation initiation factor IF-2%2C domain 3 superfamily,Translation initiation factor IF- 2",169,Protein synthesis / Translation factors
P9301_RS17040,,P9301_RS17040,P9301_16861,Protein Homology,1419657.0,1419893.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863606.1,DUF3493 domain-containing protein,WP_011863606.1,P9301_16861,1419657.0,1419893.0,-,CK_Pro_MIT9301_16861,,GO:0016020,CK_00001863,R.2,Conserved hypothetical proteins,"COG0531,COG0493,COG0477,bactNOG38298,cyaNOG04366","COG: METABOLISM [E] Amino acid transport and metabolism,COG: ER,COG: GEPR,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,uncharacterized conserved membrane protein,"PF11998,IPR021883","Low psii accumulation1 / Rep27,Protein LOW PSII ACCUMULATION 1-like",156,Hypothetical proteins / Conserved
P9301_RS17050,,P9301_RS17050,P9301_16871,GeneMarkS-2+,1420120.0,1420440.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011863607.1,P9301_16871,1420120.0,1420440.0,+,CK_Pro_MIT9301_16871,,,CK_00002664,,,"COG1807,bactNOG22791,bactNOG87759,bactNOG92747,bactNOG85132,bactNOG06389,cyaNOG02846","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,,dolichyl-phosphate-mannose-mannosyltransferase family protein,PF13231,Dolichyl-phosphate-mannose-protein mannosyltransferase,703,Unknown function / Enzymes of unknown specificity
P9301_RS17055,,P9301_RS17055,P9301_16881,Protein Homology,1420499.0,1421590.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019475398.1,glycosyltransferase family 2 protein,WP_011863608.1,P9301_16881,1420499.0,1421590.0,+,CK_Pro_MIT9301_16881,wcaA,,CK_00047626,,,,,,,,Glycosyltransferase,"PF00535,PF07021,IPR001173,IPR010743","Glycosyl transferase family 2,Methionine biosynthesis protein MetW,Glycosyltransferase 2-like,Methionine biosynthesis MetW",,
P9301_RS17060,,P9301_RS17060,P9301_16891,Protein Homology,1421697.0,1423316.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819112.1,photosystem II high light acclimation radical SAM protein,WP_011863609.1,P9301_16891,1421697.0,1423316.0,+,CK_Pro_MIT9301_16891,,"GO:0003824,GO:0051536",CK_00000483,R.3,Enzymes of unknown specificity,"COG1032,bactNOG04569,bactNOG04097,bactNOG13075,bactNOG17765,bactNOG38655,bactNOG06646,cyaNOG01264","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"catalytic activity,iron-sulfur cluster binding",radical SAM superfamily protein,"PF04055,IPR007197,IPR006638,IPR023404","Radical SAM superfamily,Radical SAM,Elp3/MiaB/NifB,Radical SAM%2C alpha/beta horseshoe",703,Unknown function / Enzymes of unknown specificity
P9301_RS17070,,P9301_RS17070,P9301_16911,Protein Homology,1423677.0,1424903.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377134.1,LL-diaminopimelate aminotransferase,WP_011863611.1,P9301_16911,1423677.0,1424903.0,-,CK_Pro_MIT9301_16911,,"GO:0009089,GO:0010285,GO:0030170",CK_00000486,A.2,Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),"COG0436,bactNOG00044,cyaNOG00083","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.6.1.83,LL-diaminopimelate aminotransferase%3B LL-diaminopimelate transaminase%3B LL-DAP aminotransferase%3B LL-DAP-AT,"lysine biosynthetic process via diaminopimelate,lysine biosynthetic process via diaminopimelate,L%2CL-diaminopimelate aminotransferase activity,pyridoxal phosphate binding",LL-diaminopimelate aminotransferase,"TIGR03542,PF00155,IPR019942,IPR004839","LL-diaminopimelate aminotransferase,Aminotransferase class I and II,LL-diaminopimelate aminotransferase/aminotransferase ALD1,Aminotransferase%2C class I/classII",71,Amino acid biosynthesis / Aspartate family
P9301_RS17075,,P9301_RS17075,P9301_16921,Protein Homology,1425201.0,1427009.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008398.1,Rne/Rng family ribonuclease,WP_011863612.1,P9301_16921,1425201.0,1427009.0,+,CK_Pro_MIT9301_16921,rne,"GO:0006401,GO:0006402,GO:0000967,GO:0008033,GO:0051289,GO:0006364,GO:0006396,GO:0090305,GO:0090501,GO:0090502,GO:0004540,GO:0003723,GO:0003676,GO:0016787,GO:0004518,GO:0004519,GO:0004521,GO:0046872,GO:0000287,GO:0005515,GO:0008270,GO:0008995,GO:0016020",CK_00000487,P.1,Degradation of RNA,"COG1530,bactNOG01042,cyaNOG01388","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",3.1.26.12,ribonuclease E%3B endoribonuclease E%3B RNase E%3B Rne protein,"RNA catabolic process,mRNA catabolic process,rRNA 5'-end processing,tRNA processing,protein homotetramerization,rRNA processing,RNA processing,nucleic acid phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis%2C endonucleolytic,RNA catabolic process,mRNA catabolic process,rRNA 5'-end processing,tRNA processing,protein homotetramerization,rRNA processing,RNA processing,nucleic acid phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis%2C endonucleolytic,ribonuclease activity,RNA binding,nucleic acid binding,hydrolase activity,nuclease activity,endonuclease activity,endoribonuclease activity,metal ion binding,magnesium ion binding,protein binding,zinc ion binding,ribonuclease E activity,RNA catabolic process,mRNA catabolic process,rRNA 5'-end processing,tRNA processing,protein homotetramerization,rRNA processing,RNA processing,nucleic acid phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis%2C endonucleolytic,ribonuclease activity,RNA binding,nucleic acid binding,hydrolase activity,nuclease activity,endonuclease activity,endoribonuclease activity,metal ion binding,magnesium ion binding,protein binding,zinc ion binding,ribonuclease E activity,membrane",ribonuclease E,"TIGR00757,PF10150,PF00575,PS50126,IPR019307,IPR003029,IPR004659","ribonuclease%2C Rne/Rng family,Ribonuclease E/G family,S1 RNA binding domain,S1 domain profile.,RNA-binding protein AU-1/Ribonuclease E/G,S1 domain,Ribonuclease E/G",134,Transcription / Degradation of RNA
P9301_RS17080,,P9301_RS17080,P9301_16931,Protein Homology,1426966.0,1427583.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863613.1,ribonuclease HII,WP_011863613.1,P9301_16931,1426966.0,1427583.0,+,CK_Pro_MIT9301_16931,rnhB,"GO:0090502,GO:0006401,GO:0090305,GO:0003676,GO:0003723,GO:0004523,GO:0004518,GO:0004519,GO:0016787,GO:0030145,GO:0046872",CK_00000488,P.1,Degradation of RNA,"COG0164,bactNOG23257,cyaNOG02851","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",3.1.26.4,ribonuclease H%3B endoribonuclease H (calf thymus)%3B RNase H%3B RNA*DNA hybrid ribonucleotidohydrolase%3B hybrid ribonuclease%3B hybridase%3B hybridase (ribonuclease H)%3B ribonuclease H%3B hybrid nuclease%3B calf thymus ribonuclease H,"RNA phosphodiester bond hydrolysis%2C endonucleolytic,RNA catabolic process,nucleic acid phosphodiester bond hydrolysis,RNA phosphodiester bond hydrolysis%2C endonucleolytic,RNA catabolic process,nucleic acid phosphodiester bond hydrolysis,nucleic acid binding,RNA binding,RNA-DNA hybrid ribonuclease activity,nuclease activity,endonuclease activity,hydrolase activity,manganese ion binding,metal ion binding",ribonuclease HII,"PF01351,IPR001352,IPR022898,IPR024567,IPR036397,IPR012337","Ribonuclease HII,Ribonuclease HII/HIII,Ribonuclease HII,Ribonuclease HII/HIII domain,Ribonuclease H superfamily,Ribonuclease H-like superfamily",134,Transcription / Degradation of RNA
P9301_RS17085,,P9301_RS17085,P9301_16941,Protein Homology,1427569.0,1428087.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377137.1,DUF1997 domain-containing protein,WP_011863614.1,P9301_16941,1427569.0,1428087.0,-,CK_Pro_MIT9301_16941,,,CK_00000489,,,"NOG08782,COG0480,COG0538,COG2134,bactNOG20496,cyaNOG02857,cyaNOG02771","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: METABOLISM [C] Energy production and conversion,COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF09366,IPR018971","Protein of unknown function (DUF1997),Protein of unknown function DUF1997",156,Hypothetical proteins / Conserved
pheA,pheA,P9301_RS17090,P9301_16951,Protein Homology,1428139.0,1428984.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008401.1,prephenate dehydratase,WP_011863615.1,P9301_16951,1428139.0,1428984.0,+,CK_Pro_MIT9301_16951,pheA,"GO:0009094,GO:0008152,GO:0004664,GO:0016597",CK_00000490,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG0077,bactNOG01699,cyaNOG01385,cyaNOG04764","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.2.1.51,prephenate dehydratase%3B prephenate hydro-lyase (decarboxylating),"L-phenylalanine biosynthetic process,metabolic process,L-phenylalanine biosynthetic process,metabolic process,prephenate dehydratase activity,amino acid binding",prephenate dehydratase,"PF00800,PF01842,PS00858,PS51671,PS51171,IPR018528,IPR002912,IPR001086","Prephenate dehydratase,ACT domain,Prephenate dehydratase signature 2.,ACT domain profile.,Prephenate dehydratase domain profile.,Prephenate dehydratase%2C conserved site,ACT domain,Prephenate dehydratase",70,Amino acid biosynthesis / Aromatic amino acid family
P9301_RS17095,,P9301_RS17095,P9301_16961,Protein Homology,1428986.0,1429918.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806901.1,methyltransferase domain-containing protein,WP_011863616.1,P9301_16961,1428986.0,1429918.0,-,CK_Pro_MIT9301_16961,APG1,"GO:0010236,GO:0051741",CK_00000491,B.2, Plastoquinone%2C menaquinone and ubiquinone,"COG0500,COG2227,COG2226,bactNOG06579,bactNOG04603,bactNOG41853,bactNOG38901,bactNOG02368,cyaNOG00940,cyaNOG01584","COG: QR,COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",2.1.1.295,2-methyl-6-phytyl-1%2C4-hydroquinone methyltransferase%3B VTE3 (gene name)%3B 2-methyl-6-solanyl-1%2C4-hydroquinone methyltransferase%3B MPBQ/MSBQ methyltransferase%3B MPBQ/MSBQ MT,"plastoquinone biosynthetic process,plastoquinone biosynthetic process,2-methyl-6-phytyl-1%2C4-benzoquinone methyltransferase activity",2-methyl-6-phytylbenzoquinone methyltransferase,"PF08241,PS51581,IPR013216,IPR025774","Methyltransferase domain,SAM-dependent methyltransferase gamma-tocopherol (gTMT)-type family profile.,Methyltransferase type 11,SAM-dependent methyltransferase gTMT-type",81,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Menaquinone and ubiquinone
P9301_RS17100,,P9301_RS17100,P9301_16971,Protein Homology,1429919.0,1430575.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008403.1,LON peptidase substrate-binding domain-containing protein,WP_011863617.1,P9301_16971,1429919.0,1430575.0,-,CK_Pro_MIT9301_16971,,"GO:0006508,GO:0004176",CK_00000492,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG2802,COG0466,bactNOG98906,bactNOG35080,bactNOG98228,bactNOG38788,bactNOG92981,bactNOG100675,bactNOG44829,bactNOG44941,cyaNOG00716","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"proteolysis,proteolysis,ATP-dependent peptidase activity",ATP-dependent protease,"PF02190,IPR003111","ATP-dependent protease La (LON) substrate-binding domain,Lon%2C substrate-binding domain",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
rpsJ,rpsJ,P9301_RS17105,P9301_16981,Protein Homology,1430632.0,1430952.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128995.1,30S ribosomal protein S10,WP_002807536.1,P9301_16981,1430632.0,1430952.0,-,CK_Pro_MIT9301_16981,rpsJ,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000493,K.2,Ribosomal proteins: synthesis and modification,"COG0051,bactNOG29565,bactNOG65322,cyaNOG09123,cyaNOG03083,cyaNOG06863","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S10,"TIGR01049,PF00338,IPR027486,IPR001848","ribosomal protein uS10,Ribosomal protein S10p/S20e,Ribosomal protein S10 domain,Ribosomal protein S10",158,Protein synthesis / Ribosomal proteins: synthesis and modification
tuf,tuf,P9301_RS17110,P9301_16991,Protein Homology,1431051.0,1432250.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125813.1,elongation factor Tu,WP_002806605.1,P9301_16991,1431051.0,1432250.0,-,CK_Pro_MIT9301_16991,tuf,"GO:0006412,GO:0006414,GO:0005525,GO:0003746,GO:0003924",CK_00000494,K.4,Translation factors,"COG0050,bactNOG00268,cyaNOG00344,cyaNOG06520,cyaNOG09105","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",3.6.5.3,Transferred to 3.6.5.3,"translation,translational elongation,translation,translational elongation,GTP binding,translation elongation factor activity,GTPase activity",elongation factor EF-Tu,"TIGR00231,TIGR00485,PF00009,PF03144,PF03143,PS00301,IPR000795,IPR004161,IPR004160,IPR004541,IPR005225","small GTP-binding protein domain,translation elongation factor Tu,Elongation factor Tu GTP binding domain,Elongation factor Tu domain 2,Elongation factor Tu C-terminal domain,Translational (tr)-type guanine nucleotide-binding (G) domain signature.,Transcription factor%2C GTP-binding domain,Translation elongation factor EFTu-like%2C domain 2,Translation elongation factor EFTu/EF1A%2C C-terminal,Translation elongation factor EFTu/EF1A%2C bacterial/organelle,Small GTP-binding protein domain",169,Protein synthesis / Translation factors
fusA,fusA,P9301_RS17115,P9301_17001,Protein Homology,1432296.0,1434371.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377143.1,elongation factor G,WP_011863618.1,P9301_17001,1432296.0,1434371.0,-,CK_Pro_MIT9301_17001,fusA,GO:0003746,CK_00000495,K.4,Translation factors,"COG0480,bactNOG01098,cyaNOG01015","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",3.6.5.3,Transferred to 3.6.5.3,translation elongation factor activity,elongation factor G,"TIGR00484,TIGR00231,PF14492,PF03144,PF03764,PF00009,PF00679,PS00301,IPR009022,IPR004161,IPR000795,IPR005517,IPR000640,IPR004540,IPR005225","translation elongation factor G,small GTP-binding protein domain,Elongation Factor G%2C domain II,Elongation factor Tu domain 2,Elongation factor G%2C domain IV,Elongation factor Tu GTP binding domain,Elongation factor G C-terminus,Translational (tr)-type guanine nucleotide-binding (G) domain signature.,Elongation factor G%2C domain III,Translation elongation factor EFTu-like%2C domain 2,Transcription factor%2C GTP-binding domain,Translation elongation factor EFG/EF2%2C domain IV,Elongation factor EFG%2C domain V-like,Translation elongation factor EFG/EF2,Small GTP-binding protein domain",169,Protein synthesis / Translation factors
rpsG,rpsG,P9301_RS17120,P9301_17011,Protein Homology,1434469.0,1434939.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011430158.1,30S ribosomal protein S7,WP_002806267.1,P9301_17011,1434469.0,1434939.0,-,CK_Pro_MIT9301_17011,rpsG,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000496,K.2,Ribosomal proteins: synthesis and modification,"COG0049,bactNOG17945,cyaNOG01866","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S7,"TIGR01029,PF00177,PS00052,IPR020606,IPR023798,IPR005717","ribosomal protein uS7,Ribosomal protein S7p/S5e,Ribosomal protein S7 signature.,Ribosomal protein S7%2C conserved site,Ribosomal protein S7 domain,Ribosomal protein S7%2C bacterial/organellar-type",158,Protein synthesis / Ribosomal proteins: synthesis and modification
rpsL,rpsL,P9301_RS17125,P9301_17021,Protein Homology,1434965.0,1435339.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377145.1,30S ribosomal protein S12,WP_011863619.1,P9301_17021,1434965.0,1435339.0,-,CK_Pro_MIT9301_17021,rpsL,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000497,K.2,Ribosomal proteins: synthesis and modification,"COG0048,bactNOG17823,cyaNOG02661,cyaNOG06219","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S12,"TIGR00981,PF00164,PS00055,IPR005679,IPR006032","ribosomal protein uS12,Ribosomal protein S12/S23,Ribosomal protein S12 signature.,Ribosomal protein S12%2C bacterial-type,Ribosomal protein S12/S23",158,Protein synthesis / Ribosomal proteins: synthesis and modification
