baseMean,log2FoldChange (positive means more highly expressed in UV treatment),lfcSE,stat,pvalue,padj,gene
2389.247779,0.419529485,0.15293985,2.743101192,0.006086193,0.019466307,MIT0604_00619
424.1033128,-0.205549853,0.208348102,-0.986569357,0.323853799,0.479687935,MIT0604_00620
370.8393682,-0.513770969,0.151511227,-3.39097622,6.96E-04,0.00306584,MIT0604_00621
807.1670992,0.537918576,0.090690329,5.931377491,3.00E-09,4.07E-08,MIT0604_00622
394.6255884,0.302462814,0.144308473,2.095946324,0.036086953,0.086600225,MIT0604_00623
873.7579755,0.483395578,0.137317517,3.520276122,4.31E-04,0.002019353,MIT0604_00625
467.6267597,0.927228529,0.266978415,3.473046795,5.15E-04,0.002351243,MIT0604_00626
1267.86645,0.445876648,0.125255338,3.559741696,3.71E-04,0.001767179,MIT0604_00627
1497.17438,0.246078794,0.175735785,1.400277089,0.161430359,0.283889987,MIT0604_00628
203.9974674,0.431811086,0.151040079,2.858917244,0.004250897,0.01443049,MIT0604_00629
397.3379055,-0.740022086,0.14101709,-5.247747524,1.54E-07,1.61E-06,MIT0604_00630
915.5164269,-0.984034925,0.132942225,-7.401974215,1.34E-13,2.92E-12,MIT0604_00631
2967.988751,-0.984671017,0.151888397,-6.48285869,9.00E-11,1.56E-09,MIT0604_00632
1819.294641,0.02663316,0.089691641,0.296941386,0.766511259,0.846761224,MIT0604_00633
355.0977295,-0.258722985,0.201401407,-1.284613592,0.198927347,0.331329763,MIT0604_00634
5313.649697,-0.095972844,0.086038155,-1.115468406,0.26464975,0.414807073,MIT0604_00635
1525.440875,0.079687998,0.093365244,0.853508165,0.393377562,0.541047666,MIT0604_00636
18632.86998,0.120006525,0.133688075,0.897660657,0.36936649,0.519519949,MIT0604_00637
1104.319919,0.628194967,0.093821108,6.695667765,2.15E-11,4.11E-10,MIT0604_00638
3128.475741,0.663656422,0.133434532,4.973648198,6.57E-07,6.23E-06,MIT0604_00639
4212.429606,0.194317073,0.123769465,1.569992026,0.116416966,0.217432053,MIT0604_00640
2146.291655,0.100813161,0.152416826,0.661430656,0.508336172,0.645912909,MIT0604_00641
860.1677585,-0.085763907,0.198607523,-0.431826075,0.665867827,0.774449683,MIT0604_00642
136.2087223,-0.224225034,0.192957213,-1.162045359,0.245217041,0.390629791,MIT0604_00643
339.5771248,-0.115427112,0.135366591,-0.852700147,0.393825609,0.541047666,MIT0604_00644
860.7807667,-0.410484203,0.172172604,-2.384143552,0.017118923,0.047036826,MIT0604_00645
2833.198557,-0.073881901,0.08694023,-0.849801071,0.395435694,0.542168028,MIT0604_00646
280.9660007,0.158264983,0.178396073,0.887155084,0.374995411,0.523969697,MIT0604_00647
288.5023892,0.432131669,0.171668351,2.51724716,0.011827583,0.034341931,MIT0604_00648
1661.276317,-0.404850686,0.184190247,-2.198002836,0.027948904,0.07046414,MIT0604_00649
1602.11442,-0.198442075,0.220780474,-0.898820768,0.368748136,0.519495825,MIT0604_00650
598.2315177,-0.439486499,0.151234679,-2.905990223,0.003660929,0.012854068,MIT0604_00651
749.4481044,0.158228416,0.102466,1.54420409,0.122538898,0.226796677,MIT0604_00652
1502.858339,0.049403415,0.105501753,0.468271034,0.63959078,0.751143044,MIT0604_00653
1929.180858,0.409006251,0.117480403,3.48148492,4.99E-04,0.002298919,MIT0604_00654
1044.599804,0.448644096,0.145811687,3.076873375,0.002091841,0.008018725,MIT0604_00655
4514.380882,0.097526833,0.116996932,0.833584533,0.404515144,0.55166056,MIT0604_00656
1990.722661,0.361964713,0.093825758,3.857839452,1.14E-04,6.19E-04,MIT0604_00657
1197.154013,0.27532227,0.104128845,2.644053818,0.008191963,0.025028281,MIT0604_00658
880.7269177,0.106213189,0.08929791,1.189425251,0.234272369,0.377009072,MIT0604_00659
310.0396059,-0.196266382,0.138429959,-1.417802792,0.156248349,0.276439386,MIT0604_00660
1604.52981,-0.078063533,0.121696594,-0.641460292,0.521223671,0.655511064,MIT0604_00661
324.4783786,-0.254353173,0.13573812,-1.873852186,0.060950801,0.130100407,MIT0604_00662
736.5037653,0.206970368,0.114599824,1.806026919,0.070914135,0.146939649,MIT0604_00663
1110.956764,0.096448737,0.134541655,0.716868967,0.473454952,0.616123513,MIT0604_00664
3316.619189,0.101058493,0.136416491,0.740808471,0.458809578,0.600884969,MIT0604_00665
329.8396451,0.061869835,0.202034269,0.306234358,0.759426214,0.841204253,MIT0604_00666
1884.603668,-0.062542257,0.081996743,-0.762740748,0.445618024,0.589644535,MIT0604_00667
210.7700694,0.472365107,0.148798055,3.174538175,0.001500751,0.005976728,MIT0604_00668
969.6071452,0.075345354,0.114541672,0.657798624,0.510667539,0.647668186,MIT0604_00669
987.976701,0.831727635,0.115228024,7.218102029,5.27E-13,1.12E-11,MIT0604_00670
1341.809048,0.435397326,0.120213112,3.621878835,2.92E-04,0.001428851,MIT0604_00671
485.5373006,0.217476728,0.106054123,2.050620218,0.040303946,0.094721214,MIT0604_00672
200.3259494,-0.153878896,0.192815366,-0.798063448,0.424833672,0.568748021,MIT0604_00673
1527.851525,-0.09521377,0.174681339,-0.545071217,0.585704537,0.70947484,MIT0604_00674
3706.577622,0.414652531,0.084686236,4.896339116,9.76E-07,9.04E-06,MIT0604_00675
150.1896314,0.329076156,0.229587448,1.43333688,0.151761587,0.270135626,MIT0604_00676
790.5489961,-0.570220279,0.126145085,-4.520352746,6.17E-06,4.68E-05,MIT0604_00677
1173.149913,0.613324529,0.138103826,4.441039383,8.95E-06,6.52E-05,MIT0604_00678
871.5560357,0.34995856,0.126238128,2.772209683,0.005567716,0.018061988,MIT0604_00679
52.7650148,-0.037481809,0.373615184,-0.100321963,0.920088722,0.948349251,MIT0604_00680
96.50078595,-0.362139083,0.394889041,-0.917065417,0.359108362,0.513334369,MIT0604_00681
231.3470404,-0.454679587,0.176595189,-2.574699743,0.010032714,0.029980971,MIT0604_00682
184.6245724,-0.637497573,0.456516247,-1.396440055,0.16258202,0.285180288,MIT0604_00683
217476.2793,-0.221567974,0.130506129,-1.697759142,0.08955323,0.176948557,MIT0604_00684
231.4481494,0.17301282,0.190250221,0.90939616,0.363141048,0.51556701,MIT0604_00685
288.7306885,-0.012774955,0.184808058,-0.069125529,0.944889701,0.960982453,MIT0604_00686
133.2460286,0.279672804,0.350639279,0.797608315,0.425097824,0.568748021,MIT0604_00687
1152.414902,-0.108134629,0.142296721,-0.759923547,0.447300285,0.590460141,MIT0604_00688
326.6361651,0.407478721,0.156125556,2.609942484,0.009055745,0.027462384,MIT0604_00689
985.6918581,0.520199815,0.122333607,4.252305049,2.12E-05,1.41E-04,MIT0604_00690
58.94878831,-0.052123976,0.305491798,-0.170623162,0.864520085,0.912460122,MIT0604_00691
766.106198,-0.317644277,0.113646711,-2.795015136,0.005189729,0.01711286,MIT0604_00692
229.8283471,-0.691154959,0.184860848,-3.738784968,1.85E-04,9.44E-04,MIT0604_00693
893.0193178,0.428548224,0.097113652,4.412852505,1.02E-05,7.30E-05,MIT0604_00694
530.6001641,-0.192004008,0.138690184,-1.384409498,0.166233102,0.289353028,MIT0604_00695
411.7065029,0.013994835,0.154120864,0.090804287,0.927648104,0.950874145,MIT0604_00696
483.849827,0.180523895,0.110028155,1.640706374,0.100858381,0.194954775,MIT0604_00697
1256.706661,0.040801478,0.099226612,0.411194913,0.680929618,0.785717547,MIT0604_00698
9000.137727,-0.254049502,0.117459035,-2.162877472,0.030550605,0.07634912,MIT0604_00699
2505.119085,-0.070139589,0.09224323,-0.76037655,0.447029536,0.590460141,MIT0604_00700
3038.228951,-0.247645058,0.097465627,-2.540845075,0.011058491,0.032570836,MIT0604_00701
441.3648468,-0.197941554,0.129326474,-1.530557101,0.125878891,0.231513108,MIT0604_00702
1207.550311,0.192433469,0.157400053,1.222575632,0.221490022,0.360405464,MIT0604_00703
46.90466704,0.997577165,0.540551946,1.845478816,0.064967917,0.136820295,MIT0604_00704
1280.230615,-0.519345246,0.128357106,-4.046096571,5.21E-05,3.19E-04,MIT0604_00705
1160.332254,-0.019782638,0.135983414,-0.145478313,0.884333237,0.923586804,MIT0604_00706
1648.297377,-0.034587302,0.087667191,-0.39452961,0.693190071,0.794045929,MIT0604_00707
383.4902876,-0.622626418,0.274588553,-2.267488612,0.023360394,0.060301042,MIT0604_00708
563.0906012,-0.318566851,0.159288269,-1.999939179,0.045506832,0.103848924,MIT0604_00709
391.3025881,-0.04423929,0.137753436,-0.321148362,0.748097963,0.831607781,MIT0604_00710
130.8067519,-0.258552063,0.286382963,-0.90281929,0.366621812,0.518141378,MIT0604_00711
107.8114533,0.452294796,0.26204583,1.726014093,0.084344877,0.169268592,MIT0604_00712
189.2330429,-0.015243739,0.182345757,-0.08359799,0.933376065,0.954832986,MIT0604_00713
192.295204,-0.139763011,0.187718062,-0.744536831,0.456551768,0.599077864,MIT0604_00714
10286.69209,1.050478805,0.246412052,4.263098316,2.02E-05,1.36E-04,MIT0604_00715
22778.68989,0.968156107,0.169753341,5.703311069,1.18E-08,1.48E-07,MIT0604_00716
12070.99497,1.192724719,0.223248726,5.342582426,9.16E-08,9.77E-07,MIT0604_00717
8689.176709,1.072508015,0.226060819,4.744333931,2.09E-06,1.79E-05,MIT0604_00718
15012.73472,0.911052624,0.195112441,4.66937229,3.02E-06,2.49E-05,MIT0604_00719
29639.78801,0.84779476,0.167103268,5.073478033,3.91E-07,3.90E-06,MIT0604_00720
283.2341283,2.153164408,0.327749412,6.569544695,5.05E-11,9.14E-10,MIT0604_00721
516.5860169,1.981841244,0.261206357,7.587262691,3.27E-14,7.51E-13,MIT0604_00722
409.9143162,2.222838097,0.246580031,9.014671972,1.97E-19,6.32E-18,MIT0604_00723
1345.925146,-0.208405185,0.22198035,-0.938845192,0.347810232,0.503869459,MIT0604_00724
2073.010619,3.834105159,0.179732442,21.33229324,5.69E-101,8.97E-99,MIT0604_00725
1510.823694,5.386955154,0.162580682,33.13404214,9.62E-241,6.56E-238,MIT0604_00726
223.2747075,0.142317587,0.239001859,0.595466445,0.551531723,0.68232117,MIT0604_00728
101.0787017,-0.075624783,0.243971362,-0.309974017,0.756580715,0.838849949,MIT0604_00729
56.58606548,-0.073585991,0.327639669,-0.224594265,0.822294927,0.887315611,MIT0604_00730
85.17137395,0.08068281,0.273141157,0.295388696,0.767696968,0.847613642,MIT0604_00731
56.35108261,0.184228898,0.298902328,0.616351499,0.537662556,0.669054865,MIT0604_00732
1273.377805,2.25745255,0.145862974,15.47652897,5.00E-54,5.11E-52,MIT0604_00733
59.03557318,-0.134038009,0.327638336,-0.409103559,0.682463665,0.786450511,MIT0604_00734
66.71789511,0.755742225,0.315199864,2.397660373,0.016500156,0.045725466,MIT0604_00735
79.6862195,0.63502178,0.310943718,2.042240259,0.041127705,0.095995908,MIT0604_00736
10.9897427,0.385864044,0.806588752,0.478390063,0.632372605,0.744374193,MIT0604_00737
49.67593142,1.554397985,0.331771657,4.685143987,2.80E-06,2.34E-05,MIT0604_00738
156.9665758,0.402589911,0.277199279,1.452348336,0.146404774,0.262610115,MIT0604_00739
634.6239832,0.053014376,0.25024593,0.211849103,0.832224759,0.89411894,MIT0604_00740
773.7961353,0.253677258,0.233553694,1.086162474,0.277407117,0.428891516,MIT0604_00741
2163.892007,0.134757277,0.073326471,1.837771215,0.066096125,0.138625786,MIT0604_00742
904.1223709,0.204788081,0.088574077,2.312054371,0.020774687,0.055172424,MIT0604_00743
539.5705084,-0.019240213,0.206308299,-0.093259518,0.925697392,0.950603283,MIT0604_00744
2572.921385,0.194561624,0.071471063,2.722243336,0.006484038,0.02064203,MIT0604_00745
470.6909631,1.739352207,0.195297991,8.906144896,5.28E-19,1.61E-17,MIT0604_00746
6024.73118,0.566010746,0.250926012,2.255687804,0.02409019,0.061950526,MIT0604_00747
560.6879042,-0.182103434,0.136094935,-1.338061806,0.18087629,0.308544805,MIT0604_00748
10251.17751,0.032702967,0.131692875,0.248327537,0.803880995,0.874502329,MIT0604_00749
131.1712317,0.041664169,0.225502137,0.184761747,0.853415913,0.90618694,MIT0604_00750
1203.138287,-0.058176051,0.128617566,-0.452318088,0.651039847,0.761966019,MIT0604_00751
310.0255688,0.043146414,0.126909662,0.339977375,0.733873566,0.821636954,MIT0604_00752
370.7373285,0.353211733,0.18029669,1.95905833,0.050105956,0.112217606,MIT0604_00753
156.5251248,0.611363212,0.184924242,3.306019831,9.46E-04,0.00399403,MIT0604_00754
528.0517534,0.419084046,0.132223628,3.1695095,0.001526965,0.006069098,MIT0604_00755
314.3083949,0.345737702,0.275699841,1.25403664,0.209828688,0.344995441,MIT0604_00756
171.6133125,0.086182896,0.232670952,0.37040677,0.71107943,0.809104832,MIT0604_00757
119.1581728,0.073211744,0.220940781,0.331363652,0.740369817,0.826806882,MIT0604_00758
130.424812,-0.258431767,0.252134593,-1.024975446,0.305374773,0.458031997,MIT0604_00759
115.757307,0.233925767,0.201685026,1.159856891,0.246107077,0.391438373,MIT0604_00760
306.1744017,0.760494341,0.182218041,4.173540328,3.00E-05,1.94E-04,MIT0604_00761
787.4623974,0.943410418,0.099332516,9.497498463,2.15E-21,7.59E-20,MIT0604_00762
118.1222559,0.693521534,0.180879089,3.834171972,1.26E-04,6.72E-04,MIT0604_00763
1011.314024,0.007718913,0.120164858,0.064236029,0.948782289,0.9633717,MIT0604_00764
605.8428332,0.363386024,0.136079732,2.670390498,0.007576308,0.023569456,MIT0604_00765
724.7233056,-0.264732893,0.153554776,-1.724029036,0.084702601,0.169820005,MIT0604_00766
399.1755126,0.452444401,0.143348796,3.156248347,0.001598127,0.006327595,MIT0604_00767
445.5461403,0.160196416,0.165556913,0.967621425,0.333233473,0.489683359,MIT0604_00768
542.6332823,0.36660151,0.173780776,2.109563088,0.034896007,0.084435137,MIT0604_00769
773.5772105,0.194125137,0.113267167,1.713869452,0.086552705,0.172515469,MIT0604_00770
888.4494412,0.283742993,0.107753288,2.633265287,0.008456826,0.025798992,MIT0604_00771
334.7122936,0.825622698,0.151796508,5.439009809,5.36E-08,5.96E-07,MIT0604_00772
342.8796842,1.05425455,0.184159877,5.724670138,1.04E-08,1.32E-07,MIT0604_00773
23.01863444,1.632560802,0.866781167,1.883475166,0.059636002,0.127693406,MIT0604_00774
463.0235819,-0.867755274,0.135227458,-6.417004987,1.39E-10,2.37E-09,MIT0604_00775
44.41751389,-1.531855377,0.317014279,-4.832133695,1.35E-06,1.23E-05,MIT0604_00776
52.68473388,0.458472736,0.353767675,1.295971249,0.19498539,0.327697121,MIT0604_00777
13696.80542,4.722896427,0.180833201,26.11741876,2.31E-150,5.26E-148,MIT0604_00778
7852.792302,4.699455437,0.176277429,26.65942807,1.39E-156,3.56E-154,MIT0604_00779
7651.722451,4.608429149,0.184665119,24.9556016,1.86E-137,3.45E-135,MIT0604_00780
453.6314468,0.147178394,0.155187268,0.948392197,0.34292983,0.499272662,MIT0604_00781
155.8625414,0.104028783,0.324230126,0.320848602,0.748325126,0.831607781,MIT0604_00782
435.1468395,-0.242354923,0.199275062,-1.216182901,0.223915256,0.363196932,MIT0604_00783
161.3431726,0.062267215,0.329757399,0.188827349,0.850228136,0.904582638,MIT0604_00784
15039.89919,4.317132096,0.165811524,26.03638149,1.92E-149,3.93E-147,MIT0604_00785
16829.14266,4.358876928,0.132882101,32.80258886,5.41E-236,2.77E-233,MIT0604_00786
254.3026115,0.192803558,0.238447603,0.808578302,0.418757749,0.563945469,MIT0604_00787
498.5658046,-0.194617584,0.184459256,-1.055070852,0.291392922,0.442165538,MIT0604_00788
35.9447922,0.151358305,0.577256321,0.262202941,0.793164986,0.86823996,MIT0604_00789
166.8990981,-0.85940682,0.354771671,-2.422422334,0.015417421,0.043414671,MIT0604_00790
277.1212476,-0.98048383,0.16076238,-6.098963153,1.07E-09,1.53E-08,MIT0604_00791
141.8714379,-0.198801778,0.19159648,-1.037606631,0.29945323,0.451717584,MIT0604_00792
173.0066034,0.003974112,0.169308333,0.023472631,0.981273269,0.986574844,MIT0604_00793
111.5352885,0.038249912,0.223277173,0.171311343,0.863978962,0.912460122,MIT0604_00794
524.8401605,0.694557931,0.129503728,5.363227324,8.17E-08,8.76E-07,MIT0604_00795
6.679699802,-0.065106743,0.822481129,-0.07915895,0.936906195,0.95653216,MIT0604_00796
279.3657561,-0.618203689,0.150298109,-4.113183398,3.90E-05,2.44E-04,MIT0604_00797
379.1863676,-0.41948088,0.117271132,-3.57701739,3.48E-04,0.001666062,MIT0604_00798
253.5089168,0.212127819,0.199840135,1.061487568,0.28846838,0.440667742,MIT0604_00799
178.1139083,0.210666049,0.330138923,0.638113336,0.523399906,0.656494858,MIT0604_00800
50.3347281,-0.338352167,0.397797159,-0.850564564,0.395011281,0.542168028,MIT0604_00801
330.3906169,-1.072247754,0.154902139,-6.922097768,4.45E-12,8.93E-11,MIT0604_00802
534.3609653,-0.860457185,0.158225396,-5.43817367,5.38E-08,5.96E-07,MIT0604_00803
162.3471471,0.994222495,0.199595359,4.981190455,6.32E-07,6.04E-06,MIT0604_00804
680.6852693,0.212070965,0.196882326,1.077145774,0.281415146,0.433125417,MIT0604_00805
168.7792809,0.14659799,0.261535197,0.560528723,0.575118854,0.699921696,MIT0604_00806
68.99289527,-0.116916645,0.287062315,-0.407286637,0.683797476,0.786809126,MIT0604_00807
185.0498151,-0.504424732,0.276491825,-1.824374848,0.068095422,0.14223605,MIT0604_00808
166.9269985,-0.50219964,0.248724209,-2.019102373,0.04347658,0.100108616,MIT0604_00809
643.1966352,-0.616082995,0.158546211,-3.885826029,1.02E-04,5.58E-04,MIT0604_00810
165.4580136,0.206702114,0.163607983,1.263398708,0.206445928,0.34080227,MIT0604_00811
127.3747707,0.12535236,0.186064334,0.673704398,0.500499265,0.639526839,MIT0604_00812
427.5973578,-0.419205066,0.127559514,-3.286348887,0.001014952,0.004240014,MIT0604_00813
628.1722772,-0.253519701,0.116262541,-2.180579384,0.029214541,0.073376891,MIT0604_00814
620.1055603,-0.480416718,0.119936479,-4.005592967,6.19E-05,3.69E-04,MIT0604_00815
343.862941,-0.118321346,0.13200634,-0.896330781,0.370076124,0.519935364,MIT0604_00816
99.64141882,-0.637133505,0.228408716,-2.789444799,0.00527985,0.017320276,MIT0604_00817
1007.776181,-1.018775792,0.121347535,-8.395521136,4.64E-17,1.27E-15,MIT0604_00818
701.902606,-0.158725236,0.139523965,-1.137619879,0.255279242,0.403518617,MIT0604_00819
97.96365266,-0.511054007,0.294927427,-1.732812756,0.083128955,0.167815553,MIT0604_00820
467.6488729,-0.485127533,0.156830071,-3.093332348,0.001979223,0.007615546,MIT0604_00821
244.0031939,-0.46438723,0.225736398,-2.057210247,0.039666006,0.093436496,MIT0604_00822
312.2182276,0.162646539,0.182422893,0.891590614,0.372612403,0.521868657,MIT0604_00823
193.6294267,-0.129061936,0.36492421,-0.353667782,0.72358787,0.816079543,MIT0604_00824
556.4879273,-0.403198403,0.175994697,-2.290969045,0.021965204,0.057131859,MIT0604_00825
1510.921102,-0.990788933,0.102880662,-9.630468051,5.95E-22,2.34E-20,MIT0604_00826
329.0873884,-0.502036112,0.164789721,-3.046525646,0.002315027,0.008711141,MIT0604_00827
66.12508084,0.010578633,0.241076215,0.043880864,0.964999369,0.97500183,MIT0604_00828
114.1764117,0.391931424,0.502984891,0.779211127,0.435855357,0.579347997,MIT0604_00829
1093.851962,0.307130213,0.161597768,1.900584501,0.057356457,0.123900419,MIT0604_00830
202.5407613,-0.770724725,0.281651825,-2.736444988,0.006210698,0.019833539,MIT0604_00831
121.7247517,0.020082653,0.320513754,0.062657695,0.950039085,0.964169563,MIT0604_00832
70.15155249,0.044474186,0.269702914,0.16490065,0.869022181,0.915066051,MIT0604_00833
397.3572879,0.313064571,0.212728119,1.471665206,0.141111308,0.254497663,MIT0604_00834
155.0035341,0.358249098,0.44425056,0.806412259,0.420005181,0.56518625,MIT0604_00835
282.2725255,0.394059087,0.362439214,1.087241865,0.276929933,0.428801493,MIT0604_00836
140.8240759,0.221257384,0.377783698,0.585672131,0.558095865,0.685727633,MIT0604_00837
172.1574177,0.962977575,0.186305532,5.168808276,2.36E-07,2.41E-06,MIT0604_00838
253.997541,-0.062078888,0.178705892,-0.347380197,0.728305709,0.817486336,MIT0604_00839
823.7652939,-0.517914885,0.168776219,-3.068648456,0.002150295,0.008172491,MIT0604_00840
745.9016776,0.359749569,0.570188482,0.630930964,0.528085665,0.661156793,MIT0604_00841
1191.223659,-0.150523789,0.142167732,-1.058776045,0.289701786,0.441722296,MIT0604_00842
10981.42621,-0.248063369,0.155725729,-1.592950436,0.11117131,0.208969396,MIT0604_00843
412.6953739,-0.110883732,0.147300694,-0.75277128,0.451587368,0.594469031,MIT0604_00844
233.6557992,-0.611196849,0.252849522,-2.417235536,0.015638894,0.043816008,MIT0604_00845
782.0472201,-0.281403957,0.094523431,-2.977081485,0.002910067,0.01056189,MIT0604_00846
959.5789718,0.513918414,0.19172883,2.680444112,0.007352454,0.022977822,MIT0604_00847
675.9414249,-0.151581587,0.130434176,-1.162130907,0.245182295,0.390629791,MIT0604_00848
916.6915719,-0.12658442,0.135173871,-0.936456276,0.349038315,0.505290969,MIT0604_00849
361.53905,-0.204106509,0.154071551,-1.324751441,0.185253605,0.314179064,MIT0604_00850
1440.261068,0.281323806,0.122235911,2.301482474,0.021364375,0.056139763,MIT0604_00851
2198.007243,0.99070225,0.084464397,11.72922895,9.03E-32,6.16E-30,MIT0604_00852
5038.828236,-0.348462323,0.172575402,-2.019188824,0.043467597,0.100108616,MIT0604_00853
2163.768402,-0.8472729,0.110778577,-7.648346144,2.04E-14,4.79E-13,MIT0604_00854
1303.981013,-0.757135088,0.122286535,-6.191483711,5.96E-10,9.10E-09,MIT0604_00855
1570.937579,-0.213457005,0.106140018,-2.011088833,0.044316075,0.101759117,MIT0604_00856
291.7633922,-0.153248217,0.186899362,-0.819950458,0.41224435,0.557742356,MIT0604_00857
2358.398266,0.040522028,0.163291445,0.248157691,0.8040124,0.874502329,MIT0604_00858
1900.166882,0.060234986,0.142777185,0.42188103,0.673111857,0.779241016,MIT0604_00859
9648.194497,0.03849809,0.126817497,0.303570805,0.761454897,0.842995226,MIT0604_00860
87.71973796,0.703170215,0.218629578,3.216262968,0.001298718,0.005264307,MIT0604_00861
3290.065402,0.307813749,0.120360379,2.557434202,0.01054475,0.031259911,MIT0604_00862
526.398866,0.154203048,0.140282672,1.099230905,0.271667362,0.422613329,MIT0604_00863
333.4494539,0.420787874,0.131987143,3.188097461,0.001432123,0.005770777,MIT0604_00864
1348.502515,0.281969806,0.099840953,2.82418984,0.00474003,0.015751366,MIT0604_00865
976.9138851,-0.145345292,0.128599405,-1.130217449,0.258384609,0.40685638,MIT0604_00866
7267.661901,0.386477192,0.104636706,3.693514522,2.21E-04,0.001106961,MIT0604_00867
2021.878151,0.691467572,0.099214614,6.969412523,3.18E-12,6.45E-11,MIT0604_00868
4491.732019,0.105811495,0.179668975,0.588924687,0.555911797,0.683454323,MIT0604_00869
1350.611972,-0.119775392,0.162352835,-0.737747464,0.460667923,0.602933018,MIT0604_00870
457.9231084,-0.155412056,0.15596096,-0.996480503,0.319016736,0.474928915,MIT0604_00871
305.3019047,0.166990564,0.158984904,1.050354845,0.293554998,0.4444579,MIT0604_00872
145.3680488,0.363038794,0.211628913,1.715449882,0.086262777,0.172105169,MIT0604_00873
3033.482218,0.065636168,0.134804608,0.486898547,0.626330229,0.741097097,MIT0604_00874
1101.53914,-0.053124291,0.14501109,-0.366346403,0.714106608,0.8104812,MIT0604_00875
348.5717786,-0.283218028,0.130971609,-2.162438333,0.030584406,0.07634912,MIT0604_00876
1390.568422,0.090526382,0.103814734,0.87199937,0.383208721,0.531815764,MIT0604_00877
1076.920638,0.418987324,0.122898172,3.409223389,6.51E-04,0.002880306,MIT0604_00878
750.167311,0.509495072,0.110547285,4.608842901,4.05E-06,3.20E-05,MIT0604_00879
695.2692769,-0.078449003,0.117218904,-0.669252149,0.503334646,0.641547957,MIT0604_00880
878.8911497,-0.025558952,0.100723485,-0.253753651,0.799685883,0.871649096,MIT0604_00881
16470.92981,-0.276487264,0.141081901,-1.959764241,0.050023353,0.112155315,MIT0604_00882
3420.184119,-1.888907404,0.633866544,-2.979976497,0.002882705,0.010481167,MIT0604_00883
800.7908869,0.0897766,0.115055273,0.780291056,0.435219576,0.5788788,MIT0604_00884
600.5136429,-0.264806981,0.153386575,-1.726402597,0.084275009,0.169268592,MIT0604_00885
2484.393652,7.10E-04,0.075450632,0.009407743,0.992493818,0.995411487,MIT0604_00886
5482.836099,0.417958279,0.090762356,4.604973874,4.13E-06,3.25E-05,MIT0604_00887
1018.670426,-0.274956659,0.087837655,-3.130282337,0.001746384,0.006848367,MIT0604_00888
380.8805903,-0.164298789,0.151218954,-1.086496008,0.277259606,0.428891516,MIT0604_00889
354.1938007,-0.151202947,0.143148774,-1.056264346,0.29084746,0.441739652,MIT0604_00890
505.2535155,-0.020802432,0.145364299,-0.143105507,0.886206856,0.924534547,MIT0604_00891
1531.525479,-0.063851799,0.108224266,-0.589995215,0.555193857,0.682981866,MIT0604_00892
251.5947576,-0.817307132,0.185246351,-4.412001251,1.02E-05,7.30E-05,MIT0604_00893
357.7430574,-0.464838691,0.16043047,-2.89744641,0.00376214,0.01304023,MIT0604_00894
591.7912331,-0.200656655,0.146326751,-1.371291675,0.17028405,0.294977644,MIT0604_00895
1602.375866,0.352051352,0.101967293,3.452590937,5.55E-04,0.002497926,MIT0604_00896
2011.027663,0.017515197,0.136682007,0.128145594,0.898033755,0.93348189,MIT0604_00897
608.7902958,-0.009530977,0.127203703,-0.074926882,0.940272888,0.958156667,MIT0604_00898
684.1894628,-0.01442036,0.14633186,-0.098545593,0.92149907,0.94932491,MIT0604_00899
138.4808893,0.39924234,0.243464061,1.639840966,0.101038238,0.195118182,MIT0604_00900
280.7189172,0.440835443,0.190886192,2.309415042,0.020920561,0.055472006,MIT0604_00901
297.7308803,-0.205336889,0.125102101,-1.641354441,0.100723861,0.194878775,MIT0604_00902
524.5133309,0.266497489,0.120369001,2.214004338,0.026828481,0.06805192,MIT0604_00903
570.8777322,0.17607074,0.144969193,1.214539008,0.224541964,0.363925099,MIT0604_00904
374.0312643,-0.058369333,0.200696407,-0.290833968,0.771178305,0.85088833,MIT0604_00905
4103.783728,-0.188133202,0.116152495,-1.619708658,0.105294875,0.201437953,MIT0604_00906
1126.301813,-0.87700707,0.244068903,-3.593276574,3.27E-04,0.001572798,MIT0604_00907
3057.485535,-0.546911618,0.28326673,-1.930730155,0.053516432,0.11723433,MIT0604_00908
91.43414449,-0.021403021,0.25989183,-0.082353573,0.934365554,0.955059382,MIT0604_00909
160.2826371,-0.391688104,0.234464706,-1.670563177,0.094807991,0.185359945,MIT0604_00910
1712.044169,-0.456106817,0.176813904,-2.579586824,0.009891859,0.029646611,MIT0604_00911
580.3348992,-0.448994194,0.107025837,-4.195194402,2.73E-05,1.78E-04,MIT0604_00912
221.8652923,-0.341260862,0.218384841,-1.5626582,0.118133011,0.219834794,MIT0604_00913
186.1499715,0.213220065,0.18170874,1.173416672,0.240628755,0.38511889,MIT0604_00914
20.10426534,-1.186135331,0.457428754,-2.593049347,0.009512912,0.028678838,MIT0604_00915
907.1351325,-0.025747457,0.131961988,-0.195112683,0.845304734,0.901687749,MIT0604_00916
66.60274585,-1.35814861,0.327382314,-4.148509409,3.35E-05,2.15E-04,MIT0604_00917
75.37650224,0.085997569,0.326769643,0.263174902,0.792415774,0.867883943,MIT0604_00918
240.62234,-0.844925975,0.158240545,-5.339503698,9.32E-08,9.89E-07,MIT0604_00919
80.02678608,-1.455919222,0.36955443,-3.93966113,8.16E-05,4.67E-04,MIT0604_00920
80.05681642,-0.244599078,0.25966064,-0.941995208,0.346195093,0.502953411,MIT0604_00921
