gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
EZ55_RS10535,,EZ55_RS10535,ALTBGP6_02128,Protein Homology,2441615,2442307,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949607.1,tRNA-uridine aminocarboxypropyltransferase,WP_014949607.1,"GO:0006400,GO:0016432",,tRNA-uridine aminocarboxypropyltransferase activity|0016432||IEA,tRNA modification|0006400||IEA,,ALTBGP6_02128,2.5.1.25
pgsA,pgsA,EZ55_RS10555,ALTBGP6_02132,Protein Homology,2442942,2443514,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979382.1,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,WP_014949608.1,"GO:0008654,GO:0008444,GO:0016020",membrane|0016020||IEA,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity|0008444||IEA,phospholipid biosynthetic process|0008654||IEA,,ALTBGP6_02132,2.7.8.5
uvrC,uvrC,EZ55_RS10560,ALTBGP6_02133,Protein Homology,2443638,2445455,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016956775.1,excinuclease ABC subunit UvrC,WP_156078393.1,"GO:0006289,GO:0009381,GO:0009380",excinuclease repair complex|0009380||IEA,excinuclease ABC activity|0009381||IEA,nucleotide-excision repair|0006289||IEA,,ALTBGP6_02133,
uvrY,uvrY,EZ55_RS10565,ALTBGP6_02134,Protein Homology,2445487,2446131,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998468.1,UvrY/SirA/GacA family response regulator transcription factor,WP_156078394.1,"GO:0000160,GO:0006355,GO:0003677",,DNA binding|0003677||IEA,"phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,ALTBGP6_02134,
EZ55_RS10570,,EZ55_RS10570,ALTBGP6_02135,Protein Homology,2446312,2447040,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976647.1,pirin family protein,WP_156078395.1,"GO:0008127,GO:0046872",,"quercetin 2%2C3-dioxygenase activity|0008127||IEA,metal ion binding|0046872||IEA",,,ALTBGP6_02135,1.13.11.24
EZ55_RS10575,,EZ55_RS10575,ALTBGP6_02136,Protein Homology,2447248,2448711,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949612.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,WP_156078396.1,"GO:0009058,GO:0030170",,pyridoxal phosphate binding|0030170||IEA,biosynthetic process|0009058||IEA,,ALTBGP6_02136,
ovoA,ovoA,EZ55_RS10580,ALTBGP6_02137,Protein Homology,2448847,2450949,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949613.1,5-histidylcysteine sulfoxide synthase,WP_156078397.1,,,,,,ALTBGP6_02137,
EZ55_RS10585,,EZ55_RS10585,ALTBGP6_02138,Protein Homology,2451387,2451788,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949614.1,hypothetical protein,WP_014949614.1,,,,,,ALTBGP6_02138,
EZ55_RS10600,,EZ55_RS10600,ALTBGP6_02141,Protein Homology,2452613,2453503,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979388.1,DODA-type extradiol aromatic ring-opening family dioxygenase,WP_156078398.1,"GO:0008270,GO:0016701,GO:0046872,GO:0051213",,"zinc ion binding|0008270||IEA,oxidoreductase activity%2C acting on single donors with incorporation of molecular oxygen|0016701||IEA,metal ion binding|0046872||IEA,dioxygenase activity|0051213||IEA",,,ALTBGP6_02141,1.13.11.-
EZ55_RS10605,,EZ55_RS10605,ALTBGP6_02142,Protein Homology,2453680,2454129,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949616.1,DoxX family protein,WP_014949616.1,GO:0005886,plasma membrane|0005886||IEA,,,,ALTBGP6_02142,
EZ55_RS10610,,EZ55_RS10610,ALTBGP6_02143,Protein Homology,2454324,2455229,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998474.1,LysR family transcriptional regulator,WP_156078399.1,,,,,,ALTBGP6_02143,
EZ55_RS10615,,EZ55_RS10615,ALTBGP6_02144,Protein Homology,2455412,2456878,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998475.1,DUF3360 family protein,WP_039227656.1,,,,,,ALTBGP6_02144,
EZ55_RS10625,,EZ55_RS10625,ALTBGP6_02146,Protein Homology,2457353,2458018,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067308.1,Bax inhibitor-1/YccA family protein,WP_014949619.1,,,,,,ALTBGP6_02146,
tusD,tusD,EZ55_RS10630,ALTBGP6_02147,Protein Homology,2458074,2458463,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976653.1,sulfurtransferase complex subunit TusD,WP_014976653.1,"GO:0008033,GO:0016783,GO:0005737",cytoplasm|0005737||IEA,sulfurtransferase activity|0016783||IEA,tRNA processing|0008033||IEA,,ALTBGP6_02147,
EZ55_RS10635,,EZ55_RS10635,ALTBGP6_02148,Protein Homology,2458463,2458831,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979391.1,DsrE family protein,WP_014949621.1,,,,,,ALTBGP6_02148,
EZ55_RS10640,,EZ55_RS10640,ALTBGP6_02149,Protein Homology,2458831,2459151,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976655.1,hypothetical protein,WP_156078400.1,,,,,,ALTBGP6_02149,
EZ55_RS10645,,EZ55_RS10645,ALTBGP6_02150,Protein Homology,2459148,2459495,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998482.1,TusE/DsrC/DsvC family sulfur relay protein,WP_014976656.1,,,,,,ALTBGP6_02150,
EZ55_RS10650,,EZ55_RS10650,ALTBGP6_02151,Protein Homology,2459766,2460203,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976659.1,host attachment protein,WP_014979395.1,,,,,,ALTBGP6_02151,
EZ55_RS10655,,EZ55_RS10655,ALTBGP6_02152,Protein Homology,2460280,2460993,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976660.1,SOS response-associated peptidase family protein,WP_156078401.1,"GO:0006974,GO:0003697",,single-stranded DNA binding|0003697||IEA,DNA damage response|0006974||IEA,,ALTBGP6_02152,
EZ55_RS10660,,EZ55_RS10660,ALTBGP6_02153,Protein Homology,2461138,2463102,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976661.1,alpha/beta hydrolase family protein,WP_156078402.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,,ALTBGP6_02153,3.-.-.-
EZ55_RS10665,,EZ55_RS10665,ALTBGP6_02154,Protein Homology,2463168,2466101,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979398.1,TonB-dependent receptor plug domain-containing protein,WP_156078403.1,"GO:0015891,GO:0055085,GO:0015267,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA",channel activity|0015267||IEA,"siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,ALTBGP6_02154,
serS,serS,EZ55_RS10670,ALTBGP6_02155,Protein Homology,2466595,2467896,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949630.1,serine--tRNA ligase,WP_014949630.1,"GO:0006434,GO:0000166,GO:0004828,GO:0005524",,"nucleotide binding|0000166||IEA,serine-tRNA ligase activity|0004828||IEA,ATP binding|0005524||IEA",seryl-tRNA aminoacylation|0006434||IEA,,ALTBGP6_02155,6.1.1.11
crcB,crcB,EZ55_RS10675,ALTBGP6_02156,Protein Homology,2467907,2468290,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518601.1,fluoride efflux transporter CrcB,WP_014949631.1,"GO:1903424,GO:1903425,GO:0016020",membrane|0016020||IEA,fluoride transmembrane transporter activity|1903425||IEA,fluoride transmembrane transport|1903424||IEA,,ALTBGP6_02156,
EZ55_RS10680,,EZ55_RS10680,ALTBGP6_02157,Protein Homology,2468363,2469670,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976663.1,replication-associated recombination protein A,WP_156078404.1,"GO:0006260,GO:0005524",,ATP binding|0005524||IEA,DNA replication|0006260||IEA,,ALTBGP6_02157,
lolA,lolA,EZ55_RS10685,ALTBGP6_02158,Protein Homology,2469657,2470481,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949633.1,outer membrane lipoprotein chaperone LolA,WP_156078405.1,"GO:0042953,GO:0042597",periplasmic space|0042597||IEA,,lipoprotein transport|0042953||IEA,,ALTBGP6_02158,
EZ55_RS10690,,EZ55_RS10690,ALTBGP6_02159,Protein Homology,2470498,2473293,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949634.1,DNA translocase FtsK,WP_156078406.1,"GO:0007059,GO:0051301,GO:0003677,GO:0005524,GO:0015616",,"DNA binding|0003677||IEA,ATP binding|0005524||IEA,DNA translocase activity|0015616||IEA","chromosome segregation|0007059||IEA,cell division|0051301||IEA",,ALTBGP6_02159,
lrp,lrp,EZ55_RS10695,ALTBGP6_02160,Protein Homology,2473578,2474063,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008845165.1,leucine-responsive transcriptional regulator Lrp,WP_014949635.1,,,,,,ALTBGP6_02160,
ald,ald,EZ55_RS10700,ALTBGP6_02162,Protein Homology,2474249,2475382,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949636.1,alanine dehydrogenase,WP_049588668.1,"GO:0042853,GO:0000286",,alanine dehydrogenase activity|0000286||IEA,L-alanine catabolic process|0042853||IEA,,ALTBGP6_02162,1.4.1.1
pyrF,pyrF,EZ55_RS10705,ALTBGP6_02163,Protein Homology,2475498,2476196,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949637.1,orotidine-5'-phosphate decarboxylase,WP_039234640.1,"GO:0006207,GO:0044205,GO:0004590",,orotidine-5'-phosphate decarboxylase activity|0004590||IEA,"'de novo' pyrimidine nucleobase biosynthetic process|0006207||IEA,'de novo' UMP biosynthetic process|0044205||IEA",,ALTBGP6_02163,4.1.1.23
lapB,lapB,EZ55_RS10710,ALTBGP6_02164,Protein Homology,2476203,2477372,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067322.1,lipopolysaccharide assembly protein LapB,WP_014949638.1,,,,,,ALTBGP6_02164,
EZ55_RS10715,,EZ55_RS10715,ALTBGP6_02165,Protein Homology,2477372,2477629,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949639.1,LapA family protein,WP_014949639.1,"GO:0008653,GO:0005886",plasma membrane|0005886||IEA,,lipopolysaccharide metabolic process|0008653||IEA,,ALTBGP6_02165,
EZ55_RS10720,,EZ55_RS10720,ALTBGP6_02167,Protein Homology,2477759,2480101,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067324.1,PilZ domain-containing protein,WP_156078407.1,GO:0035438,,cyclic-di-GMP binding|0035438||IEA,,,ALTBGP6_02167,
ihfB,ihfB,EZ55_RS10725,ALTBGP6_02168,Protein Homology,2480308,2480595,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011043150.1,integration host factor subunit beta,WP_014949641.1,"GO:0006310,GO:0006355,GO:0006417,GO:0075713,GO:0003677,GO:0005694",chromosome|0005694||IEA,DNA binding|0003677||IEA,"DNA recombination|0006310||IEA,regulation of DNA-templated transcription|0006355||IEA,regulation of translation|0006417||IEA,establishment of integrated proviral latency|0075713||IEA",,ALTBGP6_02168,
rpsA,rpsA,EZ55_RS10730,ALTBGP6_02169,Protein Homology,2480672,2482342,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949642.1,30S ribosomal protein S1,WP_014949642.1,"GO:0006412,GO:0003723,GO:0003735,GO:0005840",ribosome|0005840||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA",translation|0006412||IEA,,ALTBGP6_02169,
cmk,cmk,EZ55_RS10735,ALTBGP6_02170,Protein Homology,2482461,2483132,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067326.1,(d)CMP kinase,WP_014949643.1,"GO:0015949,GO:0005524,GO:0036431",,"ATP binding|0005524||IEA,dCMP kinase activity|0036431||IEA",nucleobase-containing small molecule interconversion|0015949||IEA,,ALTBGP6_02170,2.7.4.25
aroA,aroA,EZ55_RS10740,ALTBGP6_02171,Protein Homology,2483316,2484599,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976669.1,3-phosphoshikimate 1-carboxyvinyltransferase,WP_156078408.1,"GO:0009073,GO:0003866",,3-phosphoshikimate 1-carboxyvinyltransferase activity|0003866||IEA,aromatic amino acid family biosynthetic process|0009073||IEA,,ALTBGP6_02171,2.5.1.19
serC,serC,EZ55_RS10745,ALTBGP6_02172,Protein Homology,2484601,2485686,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784171.1,3-phosphoserine/phosphohydroxythreonine transaminase,WP_014949645.1,"GO:0006564,GO:0003824,GO:0004648",,"catalytic activity|0003824||IEA,O-phospho-L-serine:2-oxoglutarate aminotransferase activity|0004648||IEA",L-serine biosynthetic process|0006564||IEA,,ALTBGP6_02172,2.6.1.52
gyrA,gyrA,EZ55_RS10750,ALTBGP6_02173,Protein Homology,2485832,2488546,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998502.1,DNA topoisomerase (ATP-hydrolyzing) subunit A,WP_156078409.1,"GO:0006265,GO:0003916,GO:0003918,GO:0009330",DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) complex|0009330||IEA,"DNA topoisomerase activity|0003916||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA",DNA topological change|0006265||IEA,,ALTBGP6_02173,5.6.2.2
ubiG,ubiG,EZ55_RS10755,ALTBGP6_02174,Protein Homology,2488849,2489553,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979406.1,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,WP_156078410.1,"GO:0006744,GO:0061542",,3-demethylubiquinol 3-O-methyltransferase activity|0061542||IEA,ubiquinone biosynthetic process|0006744||IEA,,ALTBGP6_02174,"2.1.1.222,2.1.1.64"
nrdA,nrdA,EZ55_RS10760,ALTBGP6_02175,Protein Homology,2490103,2492424,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784174.1,class 1a ribonucleoside-diphosphate reductase subunit alpha,WP_014949648.1,"GO:0006260,GO:0004748,GO:0005524",,"ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA,ATP binding|0005524||IEA",DNA replication|0006260||IEA,,ALTBGP6_02175,
nrdB,nrdB,EZ55_RS10765,ALTBGP6_02176,Protein Homology,2492547,2493677,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018981838.1,class Ia ribonucleoside-diphosphate reductase subunit beta,WP_014949649.1,"GO:0009263,GO:0016491",,oxidoreductase activity|0016491||IEA,deoxyribonucleotide biosynthetic process|0009263||IEA,,ALTBGP6_02176,1.17.4.1
yfaE,yfaE,EZ55_RS10770,ALTBGP6_02177,Protein Homology,2493690,2493962,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518617.1,class I ribonucleotide reductase maintenance protein YfaE,WP_014949650.1,GO:0051537,,2 iron%2C 2 sulfur cluster binding|0051537||IEA,,,ALTBGP6_02177,
EZ55_RS10775,,EZ55_RS10775,ALTBGP6_02178,Protein Homology,2494077,2494814,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949651.1,SDR family oxidoreductase,WP_156078411.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,ALTBGP6_02178,1.-.-.-
EZ55_RS10780,,EZ55_RS10780,ALTBGP6_02179,Protein Homology,2494897,2495139,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976673.1,DUF2164 domain-containing protein,WP_014949652.1,,,,,,ALTBGP6_02179,
EZ55_RS10785,,EZ55_RS10785,ALTBGP6_02180,Protein Homology,2495466,2495777,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949653.1,hypothetical protein,WP_014949653.1,,,,,,ALTBGP6_02180,
EZ55_RS10790,,EZ55_RS10790,ALTBGP6_02181,Protein Homology,2496108,2497205,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949654.1,NADH:flavin oxidoreductase,WP_014949654.1,,,,,,ALTBGP6_02181,
EZ55_RS10795,,EZ55_RS10795,ALTBGP6_02182,Protein Homology,2497243,2499576,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976676.1,sensor domain-containing phosphodiesterase,WP_156078412.1,"GO:0000160,GO:0007165,GO:0005515,GO:0071111",,"protein binding|0005515||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,ALTBGP6_02182,3.1.4.52
EZ55_RS10800,,EZ55_RS10800,ALTBGP6_02183,Protein Homology,2499642,2500826,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949656.1,diguanylate cyclase,WP_014949656.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,ALTBGP6_02183,2.7.7.65
EZ55_RS10805,,EZ55_RS10805,ALTBGP6_02184,Protein Homology,2500997,2501872,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976678.1,DMT family transporter,WP_039227637.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ALTBGP6_02184,
purC,purC,EZ55_RS10810,ALTBGP6_02185,Protein Homology,2502061,2502774,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949658.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase,WP_014949658.1,"GO:0006164,GO:0004639",,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity|0004639||IEA,purine nucleotide biosynthetic process|0006164||IEA,,ALTBGP6_02185,6.3.2.6
bamC,bamC,EZ55_RS10815,ALTBGP6_02186,Protein Homology,2502787,2503890,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011575264.1,outer membrane protein assembly factor BamC,WP_049588660.1,,,,,,ALTBGP6_02186,
dapA,dapA,EZ55_RS10820,ALTBGP6_02187,Protein Homology,2503903,2504787,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949660.1,4-hydroxy-tetrahydrodipicolinate synthase,WP_014949660.1,"GO:0009089,GO:0008840",,4-hydroxy-tetrahydrodipicolinate synthase activity|0008840||IEA,lysine biosynthetic process via diaminopimelate|0009089||IEA,,ALTBGP6_02187,4.3.3.7
EZ55_RS10825,,EZ55_RS10825,ALTBGP6_02188,Protein Homology,2504966,2505529,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949661.1,glycine cleavage system protein R,WP_156078413.1,,,,,,ALTBGP6_02188,
EZ55_RS10835,,EZ55_RS10835,ALTBGP6_02190,Protein Homology,2505988,2507232,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008983434.1,tyrosine-type recombinase/integrase,WP_156078414.1,"GO:0006310,GO:0009009",,site-specific recombinase activity|0009009||IEA,DNA recombination|0006310||IEA,,ALTBGP6_02190,
EZ55_RS10840,,EZ55_RS10840,ALTBGP6_02191,Protein Homology,2507229,2509046,+,,,COORDINATES: protein motif:HMM:NF012798.6,tyrosine-type recombinase/integrase,WP_156078415.1,"GO:0006310,GO:0015074,GO:0003677",,DNA binding|0003677||IEA,"DNA recombination|0006310||IEA,DNA integration|0015074||IEA",,ALTBGP6_02191,
EZ55_RS10845,,EZ55_RS10845,ALTBGP6_02192,GeneMarkS-2+,2509056,2511113,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,site-specific integrase,WP_156078416.1,,,,,,ALTBGP6_02192,
EZ55_RS10850,,EZ55_RS10850,ALTBGP6_02193,GeneMarkS-2+,2511106,2511573,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156078417.1,,,,,,ALTBGP6_02193,
bcp,bcp,EZ55_RS10855,ALTBGP6_02194,Protein Homology,2511681,2512145,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018981844.1,thioredoxin-dependent thiol peroxidase,WP_197040341.1,"GO:0016209,GO:0016491",,"antioxidant activity|0016209||IEA,oxidoreductase activity|0016491||IEA",,,ALTBGP6_02194,1.11.1.24
EZ55_RS10860,,EZ55_RS10860,ALTBGP6_02195,GeneMarkS-2+,2512472,2513017,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156078419.1,,,,,,ALTBGP6_02195,
EZ55_RS10865,,EZ55_RS10865,ALTBGP6_02196,Protein Homology,2513118,2513987,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_004586273.1,DUF2971 domain-containing protein,WP_231513076.1,,,,,,ALTBGP6_02196,
EZ55_RS10870,,EZ55_RS10870,ALTBGP6_02197,GeneMarkS-2+,2514169,2515326,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156078420.1,,,,,,ALTBGP6_02197,
EZ55_RS10875,,EZ55_RS10875,ALTBGP6_02198,GeneMarkS-2+,2515518,2516453,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156078421.1,,,,,,ALTBGP6_02198,
EZ55_RS10880,,EZ55_RS10880,ALTBGP6_02199,Protein Homology,2516454,2518550,-,,,COORDINATES: protein motif:HMM:NF048797.1,ORC-CDC6 family AAA ATPase,WP_156078422.1,,,,,,ALTBGP6_02199,
EZ55_RS10885,,EZ55_RS10885,ALTBGP6_02200,Protein Homology,2518559,2519536,-,,,COORDINATES: protein motif:HMM:NF049258.1,phosphoribosyltransferase-like protein,WP_156078423.1,,,,,,ALTBGP6_02200,
EZ55_RS10890,,EZ55_RS10890,ALTBGP6_02201,Protein Homology,2519533,2520939,-,,,COORDINATES: protein motif:HMM:NF013704.7,DNA methyltransferase,WP_156078424.1,"GO:0003677,GO:0008170",,"DNA binding|0003677||IEA,N-methyltransferase activity|0008170||IEA",,,ALTBGP6_02201,
EZ55_RS10895,,EZ55_RS10895,ALTBGP6_02202,Protein Homology,2521117,2521410,-,,,COORDINATES: protein motif:HMM:NF013677.6,transposase,WP_197040342.1,"GO:0006313,GO:0003677,GO:0004803",,"DNA binding|0003677||IEA,transposase activity|0004803||IEA",DNA transposition|0006313||IEA,,ALTBGP6_02202,
EZ55_RS10900,,EZ55_RS10900,ALTBGP6_02203,Protein Homology,2521537,2521797,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019442186.1,helix-turn-helix domain-containing protein,WP_231513077.1,GO:0003677,,DNA binding|0003677||IEA,,,ALTBGP6_02203,
EZ55_RS10910,,EZ55_RS10910,ALTBGP6_02204,Protein Homology,2522208,2523281,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998517.1,AI-2E family transporter,WP_014949663.1,"GO:0055085,GO:1905887,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,"transmembrane transport|0055085||IEA,autoinducer AI-2 transmembrane transport|1905887||IEA",,ALTBGP6_02204,
bepA,bepA,EZ55_RS10915,ALTBGP6_02205,Protein Homology,2523626,2525089,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979415.1,beta-barrel assembly-enhancing protease,WP_014949664.1,,,,,,ALTBGP6_02205,3.4.24.-
EZ55_RS10920,,EZ55_RS10920,ALTBGP6_02206,Protein Homology,2525107,2525619,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979416.1,TlpA family protein disulfide reductase,WP_156078426.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,ALTBGP6_02206,
arsC,arsC,EZ55_RS10925,ALTBGP6_02207,Protein Homology,2525838,2526191,+,This arsenate reductase requires both glutathione and glutaredoxin to convert arsenate to arsenite%2C after which the efflux transporter formed by ArsA and ArsB can extrude the arsenite from the cell%2C providing resistance.,,COORDINATES: similar to AA sequence:RefSeq:WP_006086336.1,arsenate reductase (glutaredoxin),WP_061485948.1,"GO:0046685,GO:0008794",,arsenate reductase (glutaredoxin) activity|0008794||IEA,response to arsenic-containing substance|0046685||IEA,,ALTBGP6_02207,1.20.4.1
wrbA,wrbA,EZ55_RS10930,ALTBGP6_02208,Protein Homology,2526191,2526781,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949667.1,NAD(P)H:quinone oxidoreductase,WP_061485949.1,"GO:0003955,GO:0010181",,"NAD(P)H dehydrogenase (quinone) activity|0003955||IEA,FMN binding|0010181||IEA",,,ALTBGP6_02208,1.6.5.2
EZ55_RS10935,,EZ55_RS10935,ALTBGP6_02209,Protein Homology,2526858,2527280,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976684.1,DUF2069 domain-containing protein,WP_039220793.1,,,,,,ALTBGP6_02209,
EZ55_RS10940,,EZ55_RS10940,ALTBGP6_02210,Protein Homology,2527324,2529291,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979420.1,hypothetical protein,WP_156078427.1,,,,,,ALTBGP6_02210,
hda,hda,EZ55_RS10945,ALTBGP6_02211,Protein Homology,2529423,2530160,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949670.1,DnaA regulatory inactivator Hda,WP_014949670.1,"GO:0032297,GO:0016818",,hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides|0016818||IEA,negative regulation of DNA-templated DNA replication initiation|0032297||IEA,,ALTBGP6_02211,
EZ55_RS10950,,EZ55_RS10950,ALTBGP6_02212,Protein Homology,2530167,2531618,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949671.1,DUF2066 domain-containing protein,WP_075178002.1,,,,,,ALTBGP6_02212,
purM,purM,EZ55_RS10955,ALTBGP6_02213,Protein Homology,2531923,2532963,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518637.1,phosphoribosylformylglycinamidine cyclo-ligase,WP_014976688.1,"GO:0006189,GO:0004641",,phosphoribosylformylglycinamidine cyclo-ligase activity|0004641||IEA,'de novo' IMP biosynthetic process|0006189||IEA,,ALTBGP6_02213,6.3.3.1
purN,purN,EZ55_RS10960,ALTBGP6_02214,Protein Homology,2532960,2533610,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949673.1,phosphoribosylglycinamide formyltransferase,WP_156078428.1,"GO:0006189,GO:0004644",,phosphoribosylglycinamide formyltransferase activity|0004644||IEA,'de novo' IMP biosynthetic process|0006189||IEA,,ALTBGP6_02214,2.1.2.2
EZ55_RS10965,,EZ55_RS10965,ALTBGP6_02215,Protein Homology,2533570,2534331,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518639.1,DUF3108 domain-containing protein,WP_231506486.1,,,,,,ALTBGP6_02215,
fadE,fadE,EZ55_RS10970,ALTBGP6_02216,Protein Homology,2534718,2537180,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998529.1,acyl-CoA dehydrogenase FadE,WP_014976690.1,"GO:0033539,GO:0003995,GO:0050660",,"acyl-CoA dehydrogenase activity|0003995||IEA,flavin adenine dinucleotide binding|0050660||IEA",fatty acid beta-oxidation using acyl-CoA dehydrogenase|0033539||IEA,,ALTBGP6_02216,"1.3.8.7,1.3.8.8"
EZ55_RS10975,,EZ55_RS10975,ALTBGP6_02217,Protein Homology,2537164,2537877,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979426.1,CAP domain-containing protein,WP_014976691.1,,,,,,ALTBGP6_02217,
