ID,start,end,em_Preferred_name,em_BRITE,em_CAZy,em_COG_cat,em_GOs,em_KEGG_Module,em_KEGG_Pathway,em_KEGG_ko,em_PFAMs,em_Preferred_name,em_desc,product,uniprot_entry_name,uniprot_protein_name,uniprot_gene_name
2626312822,874235,874939,,"ko00000,ko00001,ko00002,ko01000",,S,,M00572,"ko00780,ko01100,map00780,map01100",ko:K19560,,,Alternative locus ID,hypothetical protein,A3PEV7_PROM0,Biotin synthesis protein bioK,P9301_16591
2626312823,874932,875702,,"ko00000,ko00001,ko00002,ko01000",,S,,M00572,"ko00780,ko01100,map00780,map01100",ko:K02169,"Methyltransf_11,Methyltransf_23",,Alternative locus ID,Ubiquinone/menaquinone biosynthesis C-methylase UbiE,A3PEV8_PROM0,Methylase,P9301_16601
2626312824,875666,876364,bioD,"ko00000,ko00001,ko00002,ko01000",,H,"GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0004141,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016882,GO:0017076,GO:0017144,GO:0018130,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032787,GO:0034641,GO:0035639,GO:0036094,GO:0042364,GO:0043167,GO:0043168,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576","M00123,M00573,M00577","ko00780,ko01100,map00780,map01100",ko:K01935,AAA_26,bioD,"Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring",dethiobiotin synthase,A3PEV9_PROM0,ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase),bioD P9301_16611
2626312825,876365,877666,bioA,"ko00000,ko00001,ko00002,ko01000,ko01007",,H,,"M00123,M00573,M00577","ko00280,ko00410,ko00640,ko00780,ko01100,map00280,map00410,map00640,map00780,map01100","ko:K00822,ko:K00833",Aminotran_3,bioA,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,adenosylmethionine-8-amino-7-oxononanoate transaminase,A3PEW0_PROM0,"Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)",bioA P9301_16621
2626312826,877675,877932,,,,S,,,,,DUF3143,,Alternative locus ID,Protein of unknown function (DUF3143),A3PEW1_PROM0,DUF3143 domain-containing protein,P9301_16631
2626312827,877949,878389,,,,O,,,,,DnaJ,,Alternative locus ID,DnaJ domain,A3PEW2_PROM0,DnaJ-like protein,P9301_16641
2626312828,878479,879192,rsmG,"ko00000,ko01000,ko03009,ko03036",,J,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036265,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070043,GO:0070475,GO:0070476,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",,,ko:K03501,GidB,rsmG,Specifically methylates the N7 position of a guanine in 16S rRNA,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,RSMG_PROM0,Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.-) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase),rsmG P9301_16651
2626312829,879195,880388,,ko00000,,S,,,,ko:K07079,Aldo_ket_red,,aldo keto reductase family,Predicted oxidoreductase of the aldo/keto reductase family,A3PEW4_PROM0,Aldo/keto reductase family,P9301_16661
2626312830,880399,880758,fer,ko00000,,C,,,,ko:K05337,Fer4_13,fer,Alternative locus ID,Ferredoxin,A3PEW5_PROM0,Ferredoxin,fer P9301_16671
2626312831,880768,881160,ycf35,,,S,,,,,DUF1257,ycf35,Alternative locus ID,Protein of unknown function (DUF1257),A3PEW6_PROM0,DUF1257 domain-containing protein,P9301_16681
2626312832,881147,881362,,,,S,,,,,DUF2997,,Alternative locus ID,Protein of unknown function (DUF2997),A3PEW7_PROM0,DUF2997 domain-containing protein,P9301_16691
2626312833,881511,882278,,,,C,,,,,"HEAT_2,HEAT_PBS",,Alternative locus ID,HEAT repeats,A3PEW8_PROM0,HEAT repeat,P9301_16701
2626312834,882509,883552,rlmN,"ko00000,ko01000,ko03009",,J,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0070040,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140101,GO:0140102,GO:1901360",,,ko:K06941,"Fer4_12,Fer4_14,Radical_SAM",rlmN,Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs,23S rRNA m(2)A-2503 methyltransferase (EC 2.1.1.192),RLMN_PROM0,Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase),rlmN P9301_16721
2626312835,883582,883734,,,,,,,,,,,,hypothetical protein,A3PEX1_PROM0,Possible high light inducible protein,hli3 P9301_16731
2626312836,883789,887889,rpoC2,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",,K,"GO:0000428,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006213,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009116,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016757,GO:0016763,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0055086,GO:0061695,GO:0071704,GO:0072527,GO:0090304,GO:0097159,GO:0097659,GO:0097747,GO:0140098,GO:1901135,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1901657,GO:1902494,GO:1990234",M00183,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",ko:K03046,"RNA_pol_Rpb1_3,RNA_pol_Rpb1_4,RNA_pol_Rpb1_5",rpoC2,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,DNA-directed RNA polymerase subunit beta' (EC 2.7.7.6),RPOC2_PROM0,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),rpoC2 P9301_16741
2626312837,887923,889827,rpoC1,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",,K,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097159,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576",M00183,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",ko:K03046,"RNA_pol_Rpb1_1,RNA_pol_Rpb1_2,RNA_pol_Rpb1_3",rpoC1,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,DNA-directed RNA polymerase gamma chain (EC 2.7.7.6),RPOC1_PROM0,DNA-directed RNA polymerase subunit gamma (RNAP subunit gamma) (EC 2.7.7.6) (RNA polymerase subunit gamma) (Transcriptase subunit gamma),rpoC1 P9301_16751
2626312838,889868,893161,rpoB,"br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400",,K,"GO:0000428,GO:0001882,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0032549,GO:0032774,GO:0032991,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0036094,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902494,GO:1990234",M00183,"ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020",ko:K03043,"RNA_pol_Rpb2_1,RNA_pol_Rpb2_2,RNA_pol_Rpb2_3,RNA_pol_Rpb2_45,RNA_pol_Rpb2_6,RNA_pol_Rpb2_7",rpoB,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,DNA-directed RNA polymerase subunit beta (EC 2.7.7.6),RPOB_PROM0,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),rpoB P9301_16761
2626312839,893397,894191,dtd3,"ko00000,ko01000",,L,"GO:0002161,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005488,GO:0006139,GO:0006259,GO:0006308,GO:0006399,GO:0006450,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016888,GO:0016893,GO:0019439,GO:0034641,GO:0034655,GO:0034660,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0046872,GO:0051499,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0090305,GO:0106074,GO:0140097,GO:0140098,GO:0140101,GO:1901360,GO:1901361,GO:1901575",,,ko:K03424,TatD_DNase,dtd3,Catalyzes the hydrolysis of D-tyrosyl-tRNA(Tyr),"hydrolase, TatD family",A3PEX5_PROM0,D-aminoacyl-tRNA deacylase (EC 3.1.1.96),tatD dtd3 P9301_16771
2626312840,894209,894502,rpsT,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0019843,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",M00178,"ko03010,map03010",ko:K02968,Ribosomal_S20p,rpsT,Binds directly to 16S ribosomal RNA,SSU ribosomal protein S20P,RS20_PROM0,Small ribosomal subunit protein bS20 (30S ribosomal protein S20),rpsT rps20 P9301_16781
2626312841,894624,895910,hisD,"ko00000,ko00001,ko00002,ko01000",,E,"GO:0000105,GO:0000166,GO:0003674,GO:0003824,GO:0004399,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0036094,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046872,GO:0046914,GO:0048037,GO:0050662,GO:0051287,GO:0052803,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",M00026,"ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230",ko:K00013,Histidinol_dh,hisD,Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine,histidinol dehydrogenase (EC 1.1.1.23),A3PEX7_PROM0,Histidinol dehydrogenase (HDH) (EC 1.1.1.23),hisD P9301_16791
2626312842,895907,896620,rpiA,"ko00000,ko00001,ko00002,ko01000",,G,"GO:0003674,GO:0003824,GO:0004751,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006014,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009117,GO:0009987,GO:0016853,GO:0016860,GO:0016861,GO:0019321,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0044237,GO:0044238,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046496,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564","M00004,M00007,M00165,M00167,M00580","ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230",ko:K01807,Rib_5-P_isom_A,rpiA,Catalyzes the reversible conversion of ribose-5- phosphate to ribulose 5-phosphate,ribose-5-phosphate isomerase (EC 5.3.1.6),A3PEX8_PROM0,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),rpiA P9301_16801
2626312843,896669,897799,hhoA,,,O,"GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005515,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0042802,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564",,,,"PDZ_2,Trypsin_2",hhoA,trypsin family Chymotrypsin serine protease,"Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain",A3PEX9_PROM0,Trypsin-like serine protease,P9301_16811
2626312844,897959,898426,rimP,"ko00000,ko03009",,J,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0022613,GO:0042254,GO:0042274,GO:0044085,GO:0044424,GO:0044464,GO:0071840",,,ko:K09748,DUF150,rimP,Required for maturation of 30S ribosomal subunits,Ribosome maturation factor RimP,RIMP_PROM0,Ribosome maturation factor RimP,rimP P9301_16821
2626312845,898463,899866,nusA,"ko00000,ko03009,ko03021",,K,,,,ko:K02600,"KH_5,NusA_N",nusA,Participates in both transcription termination and antitermination,NusA antitermination factor,A3PEY1_PROM0,Transcription termination/antitermination protein NusA,nusA P9301_16831
2626312846,899863,900135,,ko00000,,K,,,,ko:K07742,DUF448,,nucleic-acid-binding protein implicated in transcription termination,"Predicted RNA-binding protein YlxR, DUF448 family",A3PEY2_PROM0,Predicted nucleic-acid-binding protein implicated in transcription termination,P9301_16841
2626312847,900192,903536,infB,"ko00000,ko03012,ko03029",,J,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,,ko:K02519,"GTP_EFTU,IF-2,IF2_N",infB,One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex,bacterial translation initiation factor 2 (bIF-2),IF2_PROM0,Translation initiation factor IF-2,infB P9301_16851
2626312848,903553,903789,,,,S,,,,,DUF3493,,Alternative locus ID,Protein of unknown function (DUF3493),A3PEY4_PROM0,DUF3493 domain-containing protein,P9301_16861
2626312849,903844,903915,,,,,,,,,,,,,,,
2626312850,904016,904336,,,,M,,,,,PMT_2,,"COG1807 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family Cell envelope biogenesis, outer membrane",hypothetical protein,A3PEY5_PROM0,Uncharacterized protein,P9301_16871
2626312851,904395,905486,,,,M,,,,,"Glycos_transf_2,Methyltransf_12,Methyltransf_23,Methyltransf_25",,Family 2,Glycosyl transferase family 2,A3PEY6_PROM0,"Glycosyl transferase, family 2",P9301_16881
2626312852,905593,907212,,,,C,,,,,Radical_SAM,,Alternative locus ID,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",A3PEY7_PROM0,Fe-S oxidoreductase,P9301_16891
2626312853,907228,907542,clpS,ko00000,,S,"GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0019538,GO:0030163,GO:0043170,GO:0044238,GO:0071704,GO:1901564,GO:1901565,GO:1901575",,,ko:K06891,ClpS,clpS,Involved in the modulation of the specificity of the ClpAP-mediated ATP-dependent protein degradation,ATP-dependent Clp protease adapter protein ClpS,A3PEY8_PROM0,Adaptor protein ClpS core domain-containing protein,P9301_16901
2626312854,907573,908799,dapL,"ko00000,ko00001,ko00002,ko01000,ko01007",,E,"GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0010285,GO:0016053,GO:0016740,GO:0016769,GO:0019752,GO:0019842,GO:0030170,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046451,GO:0048037,GO:0050662,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",M00527,"ko00300,ko01100,ko01110,ko01130,ko01230,map00300,map01100,map01110,map01130,map01230",ko:K10206,Aminotran_1_2,dapL,"Involved in the synthesis of meso-diaminopimelate (m-DAP or DL-DAP), required for both lysine and peptidoglycan biosynthesis. Catalyzes the direct conversion of tetrahydrodipicolinate to LL-diaminopimelate",LL-diaminopimelate aminotransferase apoenzyme (EC 2.6.1.83),DAPAT_PROM0,LL-diaminopimelate aminotransferase (DAP-AT) (DAP-aminotransferase) (LL-DAP-aminotransferase) (EC 2.6.1.83),dapL P9301_16911
2626312855,909097,910905,rne,"ko00000,ko00001,ko00002,ko01000,ko03009,ko03019",,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043167,GO:0043169,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0097159,GO:0140098,GO:1901360,GO:1901363",M00394,"ko03018,map03018",ko:K08300,RNase_E_G,rne,Cytoplasmic axial filament protein CafA and Ribonuclease G Ribonuclease E,"ribonuclease, Rne/Rng family",A3PEZ0_PROM0,S1 RNA binding domain:Ribonuclease E and G,rne P9301_16921
2626312856,910862,911479,rnhB,"ko00000,ko00001,ko01000,ko03032",,L,"GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901363",,"ko03030,map03030",ko:K03470,RNase_HII,rnhB,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,RNase HII (EC 3.1.26.4),RNH2_PROM0,Ribonuclease HII (RNase HII) (EC 3.1.26.4),rnhB P9301_16931
2626312857,911465,911983,,,,S,,,,,DUF1997,,Alternative locus ID,Protein of unknown function (DUF1997),A3PEZ2_PROM0,Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B,P9301_16941
2626312858,912035,912880,pheA,"ko00000,ko00001,ko00002,ko01000",,E,,M00024,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",ko:K04518,"ACT,PDT",pheA,Prephenate dehydratase,prephenate dehydratase (EC 4.2.1.51),A3PEZ3_PROM0,Prephenate dehydratase (PDT) (EC 4.2.1.51),pheA P9301_16951
2626312859,912882,913814,,"ko00000,ko00001,ko00002,ko01000",,H,"GO:0003674,GO:0003824,GO:0006766,GO:0006775,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0009058,GO:0009110,GO:0009987,GO:0010189,GO:0016740,GO:0016741,GO:0018130,GO:0032259,GO:0042360,GO:0042362,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046483,GO:0051741,GO:0071704,GO:0102550,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617",M00112,"ko00130,ko01100,ko01110,map00130,map01100,map01110",ko:K18534,Methyltransf_11,,Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family,"2-methyl-6-solanesyl-1,4-benzoquinol methyltransferase (EC 2.1.1.-)",A3PEZ4_PROM0,SAM (And some other nucleotide) binding motif,P9301_16961
2626312860,913815,914471,lon,"ko00000,ko00001,ko01000,ko01002",,S,,,"ko04112,map04112",ko:K01338,LON_substr_bdg,lon,to the N-terminal domain of Lon protease,"Uncharacterized protein, similar to the N-terminal domain of Lon protease",A3PEZ5_PROM0,ATP-dependent protease La (LON) domain-containing protein (EC 3.4.21.53),P9301_16971
2626312861,914528,914848,rpsJ,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","M00178,M00179","ko03010,map03010",ko:K02946,Ribosomal_S10,rpsJ,Involved in the binding of tRNA to the ribosomes,SSU ribosomal protein S10P,RS10_PROM0,Small ribosomal subunit protein uS10 (30S ribosomal protein S10),rpsJ rps10 P9301_16981
2626312862,914947,916146,tuf,"ko00000,ko03012,ko03029,ko04147",,J,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003746,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006412,GO:0006414,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0043043,GO:0043167,GO:0043168,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044464,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576",,,ko:K02358,"GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3",tuf,This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis,translation elongation factor 1A (EF-1A/EF-Tu),EFTU_PROM0,Elongation factor Tu (EF-Tu),tuf P9301_16991
