filename,locus_tag,type,start,end,strand,gene,product,db_xref,EC_number,KO,KEGG_KM,KEGG_manual,antiSMASH,BioV_transp,blast_phytohormones,blast_vibrioferrin,blast_DMSP,dbCAN_CAZy,Species,recommended_name,systematic_name,synonyms,Unnamed: 0,main,sub,path,ecpath,path_id,signal_product,SignalP,EC_number1,EC_number2,category_x,N Enzyme name,EC numbers,Unnamed: 3,_merge,EC_number_pattern,category_y,enzyme name,category,is_signal
28108.53,IHCOGGJP_02212,CDS,2514743,2515201,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,LIPO,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_02213,CDS,2515427,2515813,+,,putative protein.1,,,K01821,,,,,,,,,Alteromonas macleodii 1A3,,,,7654.0,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00362 Benzoate degradation [PATH:ko00362],"K01821  praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]",K01821,putative protein.1,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02214,CDS,2516581,2517735,-,,IS110 family transposase ISSpi3,,,K07486,,,,,,,,,Alteromonas macleodii 1A3,,,,57048.0,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K07486  K07486; transposase,K07486,IS110 family transposase ISSpi3,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02215,CDS,2517870,2518184,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02216,CDS,2518729,2519142,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02217,CDS,2519591,2520640,-,,IS110 family transposase ISShwo5,,,K07486,,,,,,,,,Alteromonas macleodii 1A3,,,,57048.0,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K07486  K07486; transposase,K07486,IS110 family transposase ISShwo5,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02218,CDS,2520842,2521123,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02219,CDS,2521246,2521500,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02220,CDS,2521642,2522058,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02221,CDS,2522048,2522173,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02222,CDS,2522190,2522555,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02223,CDS,2522670,2523080,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02224,CDS,2523123,2523563,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02225,CDS,2524199,2524651,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02226,CDS,2524599,2524817,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02227,CDS,2524814,2525083,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02228,CDS,2525179,2525412,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02229,CDS,2525476,2526330,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,LIPO,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_02230,CDS,2526357,2526725,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02231,CDS,2526740,2527117,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02232,CDS,2527107,2527898,+,yddE,putative isomerase YddE,COG:COG0384,5.1.-.-,K06998,,,,,,,,,Alteromonas macleodii 1A3,,,,7397.0,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00405 Phenazine biosynthesis [PATH:ko00405],"K06998  phzF; trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]",K06998,putative isomerase YddE,OTHER,5.1.-.-,5.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02234,CDS,2529827,2530591,-,,Crotonyl-CoA hydratase,COG:COG1024,4.2.1.150,,,,,,,,,,Alteromonas macleodii 1A3,short-chain-enoyl-CoA hydratase,short-chain-(3S)-3-hydroxyacyl-CoA hydro-lyase,chromodomain Y-like protein;CDYL;Mr-Crt;crotonase;3-hydroxybutyryl-CoA dehydratase;Mrub_2284;L-3-hydroxyacyl-CoA hydro-lyase;More;3-hydroxyacyl-CoA dehydratase;crt;Msed_0399;crotonyl-CoA hydratase;CaCRT,,,,,,,Crotonyl-CoA hydratase,OTHER,4.2.1.-,4.2.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02235,CDS,2530703,2531287,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02236,CDS,2531494,2533989,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,LIPO,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_02237,CDS,2534167,2534721,+,btuE,Thioredoxin/glutathione peroxidase BtuE,,1.11.1.15,K00432,,,,,,,,,Alteromonas macleodii 1A3,peroxiredoxin,,,2804.0,09100 Metabolism,09103 Lipid metabolism,00590 Arachidonic acid metabolism [PATH:ko00590],"K00432  gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]",K00432,Thioredoxin_glutathione peroxidase BtuE,SP,1.11.1.-,1.11.-.-,,,,,left_only,,ROS,glutathione peroxidase ,ROS,Is Signal
28108.53,IHCOGGJP_02238,CDS,2534892,2535494,-,azoR,FMN-dependent NADH-azoreductase,COG:COG1182,1.7.1.17,K01118,,,,,,,,,Alteromonas macleodii 1A3,FMN-dependent NADH-azoreductase,"N,N-dimethyl-1,4-phenylenediamine, anthranilate:NAD+ oxidoreductase",azoreductase;NADH-azoreductase;FMN-dependent methyl red reductase;AzoRo;azo-dye reductase;AzoA;FMN-dependent-NADH azoreductase;AzrA;FMN dependent azoreductase;FMN-dependent NADH-azo compound oxidoreductase;AZO;AzoR;AzrG;AzoR1;acpD;indigo reductase;flavin-containing oxygen-insensitive azoreductase;FMN-dependent NADH-azo reductase,55353.0,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K01118  acpD, azoR; FMN-dependent NADH-azoreductase [EC:1.7.1.17]",K01118,FMN-dependent NADH-azoreductase,OTHER,1.7.1.-,1.7.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02239,CDS,2535734,2538199,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,LIPO,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_02240,CDS,2538310,2539551,-,mgl,L-methionine gamma-lyase,COG:COG0626,4.4.1.11,K01740,,,,,,,,,Alteromonas macleodii 1A3,methionine gamma-lyase,L-methionine methanethiol-lyase (deaminating; 2-oxobutanoate-forming),"rMETase;L-methioninase;L-methionine-gamma-lyase;L-methionase;MdeA;lyase, methionine;MGL2;L-methionine-alpha-deamino-gamma-mercaptomethane lyase;METase;methionine dethiomethylase;TvMGL1;fer1MgL2;MegL;L-methionine gamma-lyase 1;methioninase;TvMGL2;EhMGL2;CalE6;YtjE;methionine alpha,gamma-lyase;L-methionine gamma-lyase;methionine lyase;L-methionine-alpha-deamino-gamma-mercaptomethane-lyase;MGL1;sav7062;EhMGL1;MGL;methionine-gamma-lyase;Fn1419",3487.0,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K01740  metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49],K01740,L-methionine gamma-lyase,OTHER,4.4.1.-,4.4.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02241,CDS,2539649,2540284,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02242,CDS,2540526,2541308,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02245,CDS,2545205,2545456,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02246,CDS,2545531,2546727,-,,IS4 family transposase ISShfr1,COG:COG3385,,K07495,,,,,,,,,Alteromonas macleodii 1A3,,,,57056.0,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K07495  K07495; putative transposase,K07495,IS4 family transposase ISShfr1,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02247,CDS,2546927,2547385,-,,hypothetical protein,,,K09768,,,,,,,,,Alteromonas macleodii 1A3,,,,58066.0,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09768  K09768; uncharacterized protein,K09768,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02248,CDS,2547411,2548172,-,baiA,3-alpha-hydroxycholanate dehydrogenase (NADP(+)),,1.1.1.392,,,,,,,,,,Alteromonas macleodii 1A3,3alpha-hydroxycholanate dehydrogenase (NADP+),lithocholate:NADP+ 3-oxidoreductase,3alpha-HSDH;alpha-hydroxy-cholanate dehydrogenase,,,,,,,3-alpha-hydroxycholanate dehydrogenase _NADP____,OTHER,1.1.1.-,1.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02249,CDS,2548249,2549016,-,bacC,Dihydroanticapsin 7-dehydrogenase,,1.1.1.385,K00059,"M00572_Pimeloyl-ACP_biosynthesis,_BioC-BioH_pathway,_malonyl-ACP_=>_pimeloyl-ACP",,,,,,,,Alteromonas macleodii 1A3,dihydroanticapsin dehydrogenase,L-dihydroanticapsin:NAD+ oxidoreductase,BacC;BSU37720;ywfD,2260.0,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061],"K00059  fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]",K00059,Dihydroanticapsin 7-dehydrogenase,OTHER,1.1.1.-,1.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02250,CDS,2549093,2550895,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02251,CDS,2551038,2552027,+,cdhR,HTH-type transcriptional regulator CdhR,COG:COG4977,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,HTH-type transcriptional regulator CdhR,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02252,CDS,2552290,2554536,+,btuB_17,Vitamin B12 transporter BtuB,,,K02014,,,,,,,,,Alteromonas macleodii 1A3,,,,48086.0,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02014  TC.FEV.OM; iron complex outermembrane recepter protein,K02014,Vitamin B12 transporter BtuB,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_02253,CDS,2554631,2554987,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02255,CDS,2557350,2560484,-,ttgB,Toluene efflux pump membrane transporter TtgB,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,Toluene efflux pump membrane transporter TtgB,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02256,CDS,2560481,2561716,-,mdtA_7,Multidrug resistance protein MdtA,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,Multidrug resistance protein MdtA,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02257,CDS,2562097,2562405,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02258,CDS,2562526,2563452,-,etfA,Electron transfer flavoprotein subunit alpha,COG:COG2025,,K03522,,,,,,,,,Alteromonas macleodii 1A3,,,,50837.0,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K03522  fixB, etfA; electron transfer flavoprotein alpha subunit",K03522,Electron transfer flavoprotein subunit alpha,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02259,CDS,2563449,2564201,-,etfB,Electron transfer flavoprotein subunit beta,,,K03521,,,,,,,,,Alteromonas macleodii 1A3,,,,56711.0,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99982 Energy metabolism,"K03521  fixA, etfB; electron transfer flavoprotein beta subunit",K03521,Electron transfer flavoprotein subunit beta,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02260,CDS,2564573,2566222,+,,Electron transfer flavoprotein-ubiquinone oxidoreductase,COG:COG0644,1.5.5.1,K00311,,,,,,,,,Alteromonas macleodii 1A3,electron-transferring-flavoprotein dehydrogenase,electron-transferring-flavoprotein:ubiquinone oxidoreductase,"Electron-transferring-flavoprotein dehydrogenase;let-721;ETF:quinone oxidoreductase;ETF-ubiquinone oxidoreductase;electron transfer flavoprotein dehydrogenase;ETF:ubiquinone oxidoreductase;electron-transfer flavoprotein-ubiquinone oxidoreductase;ETFDH1;ETF dehydrogenase;EtfA2;electron-transfer flavoprotein-2,3-dimethoxy-5-methyl-1,4-benzoquinone oxidoreductase;electron transfer flavoprotein ubiquinone oxidoreductase;ETF:QO;electron-transfer flavoprotein:ubiquinone oxidoreductase;ETFDH2;ETFQO;ETFDH;electron transfer flavoprotein-ubiquinone oxidoreductase;ETF-QO;electron transfer flavoprotein:ubiquinone oxidoreductase;BCAS0609;electron-transferring flavoprotein dehydrogenase;electron transfer flavoprotein: ubiquinone oxidoreductase;electron transfer flavoprotein;electron flavoprotein reductase;electron transfer flavoprotein Q oxidoreductase;BCAL1468",55325.0,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K00311  ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1],K00311,Electron transfer flavoprotein-ubiquinone oxidoreductase,OTHER,1.5.5.-,1.5.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02261,CDS,2566345,2566743,+,stpA,DNA-binding protein StpA,COG:COG2916,,K03746,,,,,,,,,Alteromonas macleodii 1A3,,,,45720.0,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03746  hns; DNA-binding protein H-NS,K03746,DNA-binding protein StpA,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02262,CDS,2566826,2567605,+,ybfF,Esterase YbfF,COG:COG0596,3.1.-.-,K01175,,,,,,,,,Alteromonas macleodii 1A3,,,,56113.0,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K01175  ybfF; esterase [EC:3.1.-.-],K01175,Esterase YbfF,OTHER,3.1.-.-,3.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02263,CDS,2567730,2567948,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02264,CDS,2567975,2568499,+,fldA,Flavodoxin,COG:COG0716,,K03839,,,,,,,,,Alteromonas macleodii 1A3,,,,56664.0,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99982 Energy metabolism,"K03839  fldA, nifF, isiB; flavodoxin I",K03839,Flavodoxin,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02265,CDS,2568598,2570604,-,,hypothetical protein,,,K03406,,,,,,,,,Alteromonas macleodii 1A3,,,,11140.0,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],K03406  mcp; methyl-accepting chemotaxis protein,K03406,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02266,CDS,2570920,2571348,+,fur,Ferric uptake regulation protein,COG:COG0735,,K03711,,,,,,,,,Alteromonas macleodii 1A3,,,,39887.0,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K03711  fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",K03711,Ferric uptake regulation protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02268,CDS,2572262,2573209,-,pxpC,5-oxoprolinase subunit C,COG:COG1984,3.5.2.9,,,,,,,,,,Alteromonas macleodii 1A3,5-oxoprolinase (ATP-hydrolysing),5-oxo-L-proline amidohydrolase (ATP-hydrolysing),L-pyroglutamate hydrolase;FGSG_04902;OPase;SSO1667;pyroglutamic hydrolase;ATP-dependent 5-oxoprolinase;FgOXP2;pxpB;pyroglutamate hydrolase;OXP1;PA4511;PxpA;5-oxoprolinase;pyroglutamase;5-oxo-L-prolinase;5OPase;pyroglutamase (ATP-hydrolysing);FgOXP1;pxpA3;prokaryotic 5-oxoprolinase;oplA;OPLAH;oxoprolinase;5-OPase;pxpC;FGSG_10203,,,,,,,5-oxoprolinase subunit C,OTHER,3.5.2.-,3.5.-.-,Other enzymes relevant to N cycling,"Acting on carbon-nitrogen bonds, other than peptide bonds",3.5.x.x,,both,3.5.-.-,,,Other enzymes relevant to N cycling,Not Signal
28108.53,IHCOGGJP_02269,CDS,2573206,2573946,-,pxpB,5-oxoprolinase subunit B,COG:COG2049,3.5.2.9,,,,,,,,,,Alteromonas macleodii 1A3,5-oxoprolinase (ATP-hydrolysing),5-oxo-L-proline amidohydrolase (ATP-hydrolysing),L-pyroglutamate hydrolase;FGSG_04902;OPase;SSO1667;pyroglutamic hydrolase;ATP-dependent 5-oxoprolinase;FgOXP2;pxpB;pyroglutamate hydrolase;OXP1;PA4511;PxpA;5-oxoprolinase;pyroglutamase;5-oxo-L-prolinase;5OPase;pyroglutamase (ATP-hydrolysing);FgOXP1;pxpA3;prokaryotic 5-oxoprolinase;oplA;OPLAH;oxoprolinase;5-OPase;pxpC;FGSG_10203,,,,,,,5-oxoprolinase subunit B,OTHER,3.5.2.-,3.5.-.-,Other enzymes relevant to N cycling,"Acting on carbon-nitrogen bonds, other than peptide bonds",3.5.x.x,,both,3.5.-.-,,,Other enzymes relevant to N cycling,Not Signal
28108.53,IHCOGGJP_02270,CDS,2574082,2574819,-,pxpA3,5-oxoprolinase subunit A 3,COG:COG1540,3.5.2.9,K07160,,,,,,,,,Alteromonas macleodii 1A3,5-oxoprolinase (ATP-hydrolysing),5-oxo-L-proline amidohydrolase (ATP-hydrolysing),L-pyroglutamate hydrolase;FGSG_04902;OPase;SSO1667;pyroglutamic hydrolase;ATP-dependent 5-oxoprolinase;FgOXP2;pxpB;pyroglutamate hydrolase;OXP1;PA4511;PxpA;5-oxoprolinase;pyroglutamase;5-oxo-L-prolinase;5OPase;pyroglutamase (ATP-hydrolysing);FgOXP1;pxpA3;prokaryotic 5-oxoprolinase;oplA;OPLAH;oxoprolinase;5-OPase;pxpC;FGSG_10203,4523.0,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],K07160  pxpA; 5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9],K07160,5-oxoprolinase subunit A 3,OTHER,3.5.2.-,3.5.-.-,Other enzymes relevant to N cycling,"Acting on carbon-nitrogen bonds, other than peptide bonds",3.5.x.x,,both,3.5.-.-,,,Other enzymes relevant to N cycling,Not Signal
28108.53,IHCOGGJP_02271,CDS,2574852,2575769,+,cvfB,Conserved virulence factor B,COG:COG2996,,K00243,,,,,,,,,Alteromonas macleodii 1A3,,,,58093.0,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K00243  K00243; uncharacterized protein,K00243,Conserved virulence factor B,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02272,CDS,2575854,2576246,+,yhfA,Protein YhfA,COG:COG1765,,K07397,,,,,,,,,Alteromonas macleodii 1A3,,,,56993.0,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K07397  yhfA; putative redox protein,K07397,Protein YhfA,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02273,CDS,2576460,2577593,+,mdtA_8,Multidrug resistance protein MdtA,,,K03585,,,,,,,,,Alteromonas macleodii 1A3,,,,34438.0,09160 Human Diseases,09175 Drug resistance: antimicrobial,01501 beta-Lactam resistance [PATH:ko01501],"K03585  acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",K03585,Multidrug resistance protein MdtA,LIPO,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_02274,CDS,2577619,2581002,+,czcA_5,Cobalt-zinc-cadmium resistance protein CzcA,,,K03296,,,,"2.A.6.3.14|[ethidiumbromide,sodiumdodecylsulfate,ciprofloxacin,ampicillin,cefoperazone,cefoxitin,imipenem,metronidazole]",,,,,Alteromonas macleodii 1A3,,,,57083.0,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99977 Transport,"K03296  TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",K03296,Cobalt-zinc-cadmium resistance protein CzcA,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02275,CDS,2580999,2584178,+,swrC_2,Swarming motility protein SwrC,COG:COG0841,,,,,,"2.A.6.3.14|[ethidiumbromide,sodiumdodecylsulfate,ciprofloxacin,ampicillin,cefoperazone,cefoxitin,imipenem,metronidazole]",,,,,Alteromonas macleodii 1A3,,,,,,,,,,Swarming motility protein SwrC,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02276,CDS,2584304,2584648,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_02277,CDS,2585066,2585860,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02279,CDS,2587355,2587954,+,yfbR,5'-deoxynucleotidase YfbR,COG:COG1896,3.1.3.89,K08722,,,,,,,,,Alteromonas macleodii 1A3,5'-deoxynucleotidase,2'-deoxyribonucleoside 5'-monophosphate phosphohydrolase,YBR242W;YfbR;YGL101W;YB92;YGK1;deoxyribonucleoside 5'-monophosphatase,2998.0,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K08722  yfbR; 5'-deoxynucleotidase [EC:3.1.3.89],K08722,5_-deoxynucleotidase YfbR,OTHER,3.1.3.-,3.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02280,CDS,2588031,2589374,+,,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,,,K01129,,,,,,,,,Alteromonas macleodii 1A3,,,,2996.0,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K01129  dgt; dGTPase [EC:3.1.5.1],K01129,Deoxyguanosinetriphosphate triphosphohydrolase-like protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02281,CDS,2589527,2590534,+,msrP,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,COG:COG2041,1.8.5.-,K07147,,,,,,,,,Alteromonas macleodii 1A3,,,,55380.0,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K07147  msrP; methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-],K07147,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,TAT,1.8.5.-,1.8.-.-,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_02282,CDS,2590630,2591289,+,msrQ,Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,COG:COG2717,,K17247,,,,5.B.7.1.1|[electron],,,,,Alteromonas macleodii 1A3,,,,56974.0,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K17247  msrQ; methionine sulfoxide reductase heme-binding subunit,K17247,Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02283,CDS,2591312,2591743,-,yqaA,Inner membrane protein YqaA,COG:COG1238,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,Inner membrane protein YqaA,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02284,CDS,2592039,2592449,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_02285,CDS,2592687,2593340,+,,hypothetical protein,,,K09858,,,,,,,,,Alteromonas macleodii 1A3,,,,57818.0,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K09858  K09858; SEC-C motif domain protein,K09858,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
