gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
MASE_RS07320,,MASE_RS07320,MASE_07340,Protein Homology,1708491,1709696,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949102.1,outer membrane beta-barrel protein,WP_014949102.1,,,,,,MASE_07340,
MASE_RS07325,,MASE_RS07325,MASE_07345,Protein Homology,1709708,1710241,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013754504.1,polysaccharide biosynthesis/export family protein,WP_039227210.1,"GO:0000271,GO:0015774,GO:0015159",,polysaccharide transmembrane transporter activity|0015159||IEA,"polysaccharide biosynthetic process|0000271||IEA,polysaccharide transport|0015774||IEA",,MASE_07345,
MASE_RS07330,,MASE_RS07330,MASE_07350,Protein Homology,1710266,1712482,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949104.1,GumC family protein,WP_014949104.1,GO:0000271,,,polysaccharide biosynthetic process|0000271||IEA,,MASE_07350,2.7.10.-
MASE_RS07335,,MASE_RS07335,MASE_07355,Protein Homology,1712492,1713223,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998051.1,tyrosine-protein phosphatase,WP_041693445.1,"GO:0004725,GO:0030145",,"protein tyrosine phosphatase activity|0004725||IEA,manganese ion binding|0030145||IEA",,,MASE_07355,3.1.3.48
MASE_RS07340,,MASE_RS07340,MASE_07360,Protein Homology,1713223,1713987,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976226.1,VpsP family polysaccharide biosynthesis protein,WP_014949106.1,,,,,,MASE_07360,
MASE_RS07345,,MASE_RS07345,MASE_07365,Protein Homology,1714000,1714410,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979008.1,hypothetical protein,WP_014949107.1,,,,,,MASE_07365,
MASE_RS07350,,MASE_RS07350,MASE_07370,Protein Homology,1714461,1715870,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949108.1,O-antigen ligase family protein,WP_014949108.1,"GO:0009103,GO:0008754,GO:0008755,GO:0005886",plasma membrane|0005886||IEA,"O-antigen ligase activity|0008754||IEA,O antigen polymerase activity|0008755||IEA",lipopolysaccharide biosynthetic process|0009103||IEA,,MASE_07370,
MASE_RS07355,,MASE_RS07355,MASE_07375,Protein Homology,1715918,1716487,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976229.1,hypothetical protein,WP_014949109.1,,,,,,MASE_07375,
MASE_RS07360,,MASE_RS07360,MASE_07380,Protein Homology,1716607,1718544,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998054.1,bifunctional diguanylate cyclase/phosphodiesterase,WP_014949110.1,"GO:0007165,GO:0005525,GO:0046872,GO:0052621,GO:0071111",,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA",signal transduction|0007165||IEA,,MASE_07380,"2.7.7.65,3.1.4.52"
MASE_RS07365,,MASE_RS07365,MASE_07385,Protein Homology,1718544,1719272,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998055.1,transglutaminase-like cysteine peptidase,WP_014949111.1,,,,,,MASE_07385,
MASE_RS07370,,MASE_RS07370,MASE_07390,Protein Homology,1719606,1720745,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998056.1,glycosyltransferase,WP_014949112.1,"GO:0009101,GO:0016757",,glycosyltransferase activity|0016757||IEA,glycoprotein biosynthetic process|0009101||IEA,,MASE_07390,2.4.-.-
MASE_RS07375,,MASE_RS07375,MASE_07395,Protein Homology,1721186,1722088,+,,,COORDINATES: protein motif:HMM:NF016800.6,O-antigen ligase family protein,WP_232362827.1,,,,,,MASE_07395,
MASE_RS07380,,MASE_RS07380,MASE_07400,Protein Homology,1722088,1723194,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949114.1,glycosyltransferase family 4 protein,WP_014949114.1,"GO:0009101,GO:0016757",,glycosyltransferase activity|0016757||IEA,glycoprotein biosynthetic process|0009101||IEA,,MASE_07400,2.4.-.-
MASE_RS07385,,MASE_RS07385,MASE_07405,Protein Homology,1723204,1724163,+,,,COORDINATES: protein motif:HMM:NF013884.7,acyltransferase family protein,WP_014949115.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,MASE_07405,2.3.1.-
MASE_RS07390,,MASE_RS07390,MASE_07410,Protein Homology,1724219,1725079,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949116.1,glycosyltransferase family 2 protein,WP_014949116.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,,MASE_07410,2.4.-.-
MASE_RS07395,,MASE_RS07395,MASE_07415,Protein Homology,1725130,1726113,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979017.1,glycosyltransferase family protein,WP_041693448.1,,,,,,MASE_07415,
MASE_RS07400,,MASE_RS07400,MASE_07420,Protein Homology,1726133,1727062,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949118.1,glycosyltransferase family 2 protein,WP_148275219.1,"GO:0009101,GO:0016757",,glycosyltransferase activity|0016757||IEA,glycoprotein biosynthetic process|0009101||IEA,,MASE_07420,2.4.-.-
MASE_RS07405,,MASE_RS07405,MASE_07425,Protein Homology,1727108,1728568,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949119.1,oligosaccharide flippase family protein,WP_014949119.1,,,,,,MASE_07425,
MASE_RS07415,,MASE_RS07415,MASE_07430,Protein Homology,1728734,1729342,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949120.1,hypothetical protein,WP_014949120.1,,,,,,MASE_07430,
MASE_RS07425,,MASE_RS07425,MASE_07440,Protein Homology,1729809,1730636,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949122.1,polysaccharide pyruvyl transferase family protein,WP_014949122.1,GO:0016740,,transferase activity|0016740||IEA,,,MASE_07440,2.-.-.-
MASE_RS07430,,MASE_RS07430,MASE_07445,Protein Homology,1730785,1733262,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949123.1,right-handed parallel beta-helix repeat-containing protein,WP_014949123.1,,,,,,MASE_07445,
MASE_RS07435,,MASE_RS07435,MASE_07450,Protein Homology,1733593,1734690,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998062.1,glycosyltransferase,WP_014949124.1,,,,,,MASE_07450,2.4.-.-
MASE_RS07440,,MASE_RS07440,MASE_07455,Protein Homology,1734763,1735626,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949125.1,glycosyltransferase family 2 protein,WP_014949125.1,,,,,,MASE_07455,2.4.-.-
MASE_RS07445,,MASE_RS07445,MASE_07460,Protein Homology,1735799,1736383,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949126.1,serine O-acetyltransferase,WP_014949126.1,"GO:0006535,GO:0009001",,serine O-acetyltransferase activity|0009001||IEA,cysteine biosynthetic process from serine|0006535||IEA,,MASE_07460,2.3.1.30
MASE_RS07450,,MASE_RS07450,MASE_07465,Protein Homology,1736519,1738363,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949127.1,acyltransferase family protein,WP_014949127.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,MASE_07465,2.3.1.-
pheS,pheS,MASE_RS07455,MASE_07470,Protein Homology,1738649,1739629,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018981378.1,phenylalanine--tRNA ligase subunit alpha,WP_012518127.1,"GO:0006432,GO:0000166,GO:0004826,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"nucleotide binding|0000166||IEA,phenylalanine-tRNA ligase activity|0004826||IEA,ATP binding|0005524||IEA",phenylalanyl-tRNA aminoacylation|0006432||IEA,,MASE_07470,6.1.1.20
pheT,pheT,MASE_RS07460,MASE_07475,Protein Homology,1739644,1742031,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518128.1,phenylalanine--tRNA ligase subunit beta,WP_014949128.1,"GO:0006432,GO:0000287,GO:0004826,GO:0005524",,"magnesium ion binding|0000287||IEA,phenylalanine-tRNA ligase activity|0004826||IEA,ATP binding|0005524||IEA",phenylalanyl-tRNA aminoacylation|0006432||IEA,,MASE_07475,6.1.1.20
ihfA,ihfA,MASE_RS07465,MASE_07480,Protein Homology,1742035,1742334,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949129.1,integration host factor subunit alpha,WP_014949129.1,"GO:0006310,GO:0006355,GO:0003677",,DNA binding|0003677||IEA,"DNA recombination|0006310||IEA,regulation of DNA-templated transcription|0006355||IEA",,MASE_07480,
MASE_RS07470,,MASE_RS07470,MASE_07485,Protein Homology,1742449,1742994,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976248.1,hypothetical protein,WP_014949130.1,,,,,,MASE_07485,
ybaK,ybaK,MASE_RS07475,MASE_07490,Protein Homology,1743023,1743493,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976249.1,Cys-tRNA(Pro) deacylase,WP_014949131.1,"GO:0043039,GO:0002161",,aminoacyl-tRNA deacylase activity|0002161||IEA,tRNA aminoacylation|0043039||IEA,,MASE_07490,
MASE_RS07480,,MASE_RS07480,MASE_07495,Protein Homology,1743490,1745892,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976250.1,penicillin acylase family protein,WP_014949132.1,"GO:0016787,GO:0016811",,"hydrolase activity|0016787||IEA,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds%2C in linear amides|0016811||IEA",,,MASE_07495,3.5.1.-
nagZ,nagZ,MASE_RS07485,MASE_07500,Protein Homology,1745991,1747001,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066917.1,beta-N-acetylhexosaminidase,WP_014949133.1,"GO:0005975,GO:0004553",,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,carbohydrate metabolic process|0005975||IEA,,MASE_07500,3.2.1.52
MASE_RS07490,,MASE_RS07490,MASE_07505,Protein Homology,1747048,1747563,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066918.1,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,WP_014949134.1,"GO:0009236,GO:0008817",,corrinoid adenosyltransferase activity|0008817||IEA,cobalamin biosynthetic process|0009236||IEA,,MASE_07505,2.5.1.17
MASE_RS07495,,MASE_RS07495,MASE_07510,Protein Homology,1747646,1749397,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976253.1,CsiV family protein,WP_014949135.1,,,,,,MASE_07510,
mfd,mfd,MASE_RS07500,MASE_07515,Protein Homology,1749399,1752896,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998075.1,transcription-repair coupling factor,WP_014949136.1,"GO:0006281,GO:0003676,GO:0003684,GO:0005524",,"nucleic acid binding|0003676||IEA,damaged DNA binding|0003684||IEA,ATP binding|0005524||IEA",DNA repair|0006281||IEA,,MASE_07515,3.6.1.-
MASE_RS07505,,MASE_RS07505,MASE_07520,Protein Homology,1752955,1753557,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998076.1,PilZ domain-containing protein,WP_014949137.1,GO:0035438,,cyclic-di-GMP binding|0035438||IEA,,,MASE_07520,
MASE_RS07510,,MASE_RS07510,MASE_07525,Protein Homology,1753750,1755060,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949138.1,lipoprotein-releasing ABC transporter permease subunit,WP_014949138.1,"GO:0042953,GO:0005886",plasma membrane|0005886||IEA,,lipoprotein transport|0042953||IEA,,MASE_07525,
MASE_RS07515,,MASE_RS07515,MASE_07530,Protein Homology,1755138,1755701,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979052.1,phosphoribosyltransferase,WP_014949139.1,"GO:0006144,GO:0106130",,purine phosphoribosyltransferase activity|0106130||IEA,purine nucleobase metabolic process|0006144||IEA,,MASE_07530,2.4.2.-
MASE_RS07520,,MASE_RS07520,MASE_07535,Protein Homology,1755726,1757168,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949140.1,sensor histidine kinase,WP_014949140.1,"GO:0007165,GO:0000155,GO:0000156,GO:0004673,GO:0005524",,"phosphorelay sensor kinase activity|0000155||IEA,phosphorelay response regulator activity|0000156||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA",signal transduction|0007165||IEA,,MASE_07535,2.7.13.3
MASE_RS07525,,MASE_RS07525,MASE_07540,Protein Homology,1757165,1758340,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949141.1,FIST signal transduction protein,WP_014949141.1,GO:0007165,,,signal transduction|0007165||IEA,,MASE_07540,
MASE_RS07530,,MASE_RS07530,MASE_07545,Protein Homology,1758452,1759093,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998080.1,energy-coupling factor ABC transporter permease,WP_014949142.1,"GO:0000041,GO:0016020",membrane|0016020||IEA,,transition metal ion transport|0000041||IEA,,MASE_07545,
xthA,xthA,MASE_RS07535,MASE_07550,Protein Homology,1759137,1759946,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998081.1,exodeoxyribonuclease III,WP_014949143.1,"GO:0006281,GO:0003677,GO:0004519,GO:0008311",,"DNA binding|0003677||IEA,endonuclease activity|0004519||IEA,double-stranded DNA 3'-5' DNA exonuclease activity|0008311||IEA",DNA repair|0006281||IEA,,MASE_07550,3.1.11.2
MASE_RS07540,,MASE_RS07540,MASE_07555,Protein Homology,1760129,1760848,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949144.1,heme oxygenase-like domain-containing protein,WP_014949144.1,"GO:0016491,GO:0046872",,"oxidoreductase activity|0016491||IEA,metal ion binding|0046872||IEA",,,MASE_07555,1.-.-.-
MASE_RS07545,,MASE_RS07545,MASE_07560,Protein Homology,1761167,1761562,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979057.1,DUF2750 domain-containing protein,WP_014949145.1,,,,,,MASE_07560,
MASE_RS07550,,MASE_RS07550,MASE_07565,Protein Homology,1761579,1761971,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949146.1,SufE family protein,WP_014949146.1,,,,,,MASE_07565,
MASE_RS07555,,MASE_RS07555,MASE_07570,Protein Homology,1761993,1763282,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976261.1,glycosyltransferase,WP_014949147.1,,,,,,MASE_07570,2.4.-.-
MASE_RS07560,,MASE_RS07560,MASE_07575,Protein Homology,1763772,1764617,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518148.1,HDOD domain-containing protein,WP_014976262.1,,,,,,MASE_07575,
MASE_RS07565,,MASE_RS07565,MASE_07580,Protein Homology,1764657,1765472,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979060.1,acyl-CoA thioesterase,WP_014949149.1,GO:0016790,,thiolester hydrolase activity|0016790||IEA,,,MASE_07580,3.1.2.-
MASE_RS07570,,MASE_RS07570,MASE_07585,Protein Homology,1765642,1766964,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998088.1,spinster family MFS transporter,WP_014949150.1,"GO:0006869,GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,"lipid transport|0006869||IEA,transmembrane transport|0055085||IEA",,MASE_07585,
MASE_RS07575,,MASE_RS07575,MASE_07590,Protein Homology,1767036,1767848,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979062.1,alpha/beta fold hydrolase,WP_014949151.1,,,,,,MASE_07590,
glgC,glgC,MASE_RS07580,MASE_07595,Protein Homology,1767918,1769204,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976266.1,glucose-1-phosphate adenylyltransferase,WP_014949152.1,"GO:0005978,GO:0008878",,glucose-1-phosphate adenylyltransferase activity|0008878||IEA,glycogen biosynthetic process|0005978||IEA,,MASE_07595,2.7.7.27
MASE_RS07585,,MASE_RS07585,MASE_07600,Protein Homology,1769957,1770502,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949153.1,SRPBCC family protein,WP_014949153.1,,,,,,MASE_07600,
MASE_RS07590,,MASE_RS07590,MASE_07605,Protein Homology,1770579,1771733,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979064.1,MFS transporter,WP_014949154.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,MASE_07605,
MASE_RS07595,,MASE_RS07595,MASE_07610,Protein Homology,1771740,1772717,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066936.1,transposase,WP_041693454.1,,,,,,MASE_07610,
MASE_RS07600,,MASE_RS07600,MASE_07615,Protein Homology,1773032,1773928,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976270.1,hydroxymethylglutaryl-CoA lyase,WP_014949156.1,,,,,,MASE_07615,
MASE_RS07605,,MASE_RS07605,MASE_07620,Protein Homology,1773933,1775951,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979067.1,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,WP_014949157.1,"GO:0004075,GO:0005524,GO:0016421,GO:0046872",,"biotin carboxylase activity|0004075||IEA,ATP binding|0005524||IEA,CoA carboxylase activity|0016421||IEA,metal ion binding|0046872||IEA",,,MASE_07620,6.4.-.-
MASE_RS07610,,MASE_RS07610,MASE_07625,Protein Homology,1775941,1776741,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949158.1,enoyl-CoA hydratase/isomerase family protein,WP_014949158.1,,,,,,MASE_07625,
MASE_RS07615,,MASE_RS07615,MASE_07630,Protein Homology,1776753,1778360,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066939.1,carboxyl transferase domain-containing protein,WP_014949159.1,,,,,,MASE_07630,
MASE_RS07620,,MASE_RS07620,MASE_07635,Protein Homology,1778618,1779787,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518161.1,isovaleryl-CoA dehydrogenase,WP_014949160.1,,,,,,MASE_07635,
MASE_RS07625,,MASE_RS07625,MASE_07640,Protein Homology,1779784,1780191,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949161.1,MerR family transcriptional regulator,WP_014949161.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,MASE_07640,
MASE_RS07630,,MASE_RS07630,MASE_07645,Protein Homology,1780544,1781719,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979071.1,thiolase family protein,WP_014949162.1,"GO:0016746,GO:0016747",,"acyltransferase activity|0016746||IEA,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA",,,MASE_07645,2.3.1.-
MASE_RS07635,,MASE_RS07635,MASE_07650,Protein Homology,1781821,1782963,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949163.1,alpha/beta hydrolase family protein,WP_014949163.1,GO:0016787,,hydrolase activity|0016787||IEA,,,MASE_07650,3.-.-.-
kynU,kynU,MASE_RS07640,MASE_07655,Protein Homology,1782953,1784188,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976274.1,kynureninase,WP_014949164.1,"GO:0006569,GO:0009435,GO:0030170,GO:0030429,GO:0005737",cytoplasm|0005737||IEA,"pyridoxal phosphate binding|0030170||IEA,kynureninase activity|0030429||IEA","L-tryptophan catabolic process|0006569||IEA,NAD+ biosynthetic process|0009435||IEA",,MASE_07655,3.7.1.3
MASE_RS07645,,MASE_RS07645,MASE_07660,Protein Homology,1784321,1785724,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976275.1,diguanylate cyclase,WP_014949165.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,MASE_07660,2.7.7.65
MASE_RS07650,,MASE_RS07650,MASE_07665,Protein Homology,1785744,1787399,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949166.1,FapA family protein,WP_014949166.1,,,,,,MASE_07665,
sbcB,sbcB,MASE_RS07655,MASE_07670,Protein Homology,1787527,1788957,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998103.1,exodeoxyribonuclease I,WP_014949167.1,"GO:0006281,GO:0000175,GO:0003676,GO:0008310",,"3'-5'-RNA exonuclease activity|0000175||IEA,nucleic acid binding|0003676||IEA,single-stranded DNA 3'-5' DNA exonuclease activity|0008310||IEA",DNA repair|0006281||IEA,,MASE_07670,3.1.11.1
MASE_RS07660,,MASE_RS07660,MASE_07675,Protein Homology,1789200,1792982,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976277.1,ATP-binding protein,WP_014949168.1,,,,,,MASE_07675,
MASE_RS07665,,MASE_RS07665,MASE_07680,Protein Homology,1793131,1794198,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979078.1,isoaspartyl peptidase/L-asparaginase family protein,WP_014949169.1,"GO:0006508,GO:0004067,GO:0008798",,"asparaginase activity|0004067||IEA,beta-aspartyl-peptidase activity|0008798||IEA",proteolysis|0006508||IEA,,MASE_07680,3.5.1.-
MASE_RS07670,,MASE_RS07670,MASE_07685,Protein Homology,1794379,1794798,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518171.1,CBS domain-containing protein,WP_014949170.1,,,,,,MASE_07685,
MASE_RS07675,,MASE_RS07675,MASE_07690,Protein Homology,1794978,1797296,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979079.1,phytase,WP_014949171.1,GO:0016158,,inositol hexakisphosphate 3-phosphatase activity|0016158||IEA,,,MASE_07690,
MASE_RS07680,,MASE_RS07680,MASE_07695,Protein Homology,1797441,1800146,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067021.1,TonB-dependent receptor,WP_014949172.1,"GO:0006810,GO:0022857,GO:0019867",outer membrane|0019867||IEA,transmembrane transporter activity|0022857||IEA,transport|0006810||IEA,,MASE_07695,
MASE_RS07685,,MASE_RS07685,MASE_07700,Protein Homology,1800521,1801432,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979081.1,diguanylate cyclase domain-containing protein,WP_014949173.1,,,,,,MASE_07700,2.7.7.65
MASE_RS07690,,MASE_RS07690,MASE_07705,Protein Homology,1801521,1802804,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979082.1,AraC family transcriptional regulator,WP_014949174.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,MASE_07705,
MASE_RS07695,,MASE_RS07695,MASE_07710,Protein Homology,1803196,1804542,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998111.1,Na+/H+ antiporter NhaC family protein,WP_014949175.1,GO:0016020,membrane|0016020||IEA,,,,MASE_07710,
hrpA,hrpA,MASE_RS07700,MASE_07715,Protein Homology,1804643,1808638,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998112.1,ATP-dependent RNA helicase HrpA,WP_014949176.1,"GO:0003676,GO:0003724,GO:0005524",,"nucleic acid binding|0003676||IEA,RNA helicase activity|0003724||IEA,ATP binding|0005524||IEA",,,MASE_07715,3.6.4.13
MASE_RS07705,,MASE_RS07705,MASE_07720,Protein Homology,1808896,1809198,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067025.1,PilZ domain-containing protein,WP_014949177.1,GO:0035438,,cyclic-di-GMP binding|0035438||IEA,,,MASE_07720,
MASE_RS07710,,MASE_RS07710,MASE_07725,Protein Homology,1809483,1809740,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979085.1,DUF2061 domain-containing protein,WP_041693724.1,,,,,,MASE_07725,
MASE_RS07715,,MASE_RS07715,MASE_07730,Protein Homology,1809841,1811034,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976294.1,class I SAM-dependent rRNA methyltransferase,WP_014949179.1,"GO:0006364,GO:0008168,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA",rRNA processing|0006364||IEA,,MASE_07730,2.1.1.-
MASE_RS07720,,MASE_RS07720,MASE_07735,Protein Homology,1811292,1812269,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976295.1,NAD(P)H-quinone oxidoreductase,WP_014949180.1,"GO:0003960,GO:0048038,GO:0070402",,"quinone reductase (NADPH) activity|0003960||IEA,quinone binding|0048038||IEA,NADPH binding|0070402||IEA",,,MASE_07735,1.6.5.5
rnhA,rnhA,MASE_RS07725,MASE_07740,Protein Homology,1812341,1812811,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949181.1,ribonuclease HI,WP_014949181.1,"GO:0003676,GO:0004523",,"nucleic acid binding|0003676||IEA,RNA-DNA hybrid ribonuclease activity|0004523||IEA",,,MASE_07740,3.1.26.4
dnaQ,dnaQ,MASE_RS07730,MASE_07745,Protein Homology,1812923,1813642,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976297.1,DNA polymerase III subunit epsilon,WP_014949182.1,"GO:0006260,GO:0003677,GO:0003887",,"DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA",DNA replication|0006260||IEA,,MASE_07745,2.7.7.7
MASE_RS07735,,MASE_RS07735,MASE_07750,Protein Homology,1813679,1815187,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949183.1,TIGR03503 family protein,WP_014949183.1,,,,,,MASE_07750,
MASE_RS07760,,MASE_RS07760,MASE_07755,Protein Homology,1816118,1817671,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949184.1,EAL domain-containing protein,WP_014949184.1,"GO:0007165,GO:0071111,GO:0005886",plasma membrane|0005886||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA,signal transduction|0007165||IEA,,MASE_07755,3.1.4.52
lolD,lolD,MASE_RS07765,MASE_07760,Protein Homology,1817773,1818483,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976300.1,lipoprotein-releasing ABC transporter ATP-binding protein LolD,WP_014949185.1,"GO:0042953,GO:0005524,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,ATP binding|0005524||IEA,lipoprotein transport|0042953||IEA,,MASE_07760,7.6.2.-
MASE_RS07770,,MASE_RS07770,MASE_07765,Protein Homology,1818470,1819696,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976301.1,lipoprotein-releasing ABC transporter permease subunit,WP_014949186.1,"GO:0042953,GO:0005886",plasma membrane|0005886||IEA,,lipoprotein transport|0042953||IEA,,MASE_07765,
MASE_RS07775,,MASE_RS07775,MASE_07770,Protein Homology,1819964,1821310,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979094.1,dicarboxylate/amino acid:cation symporter,WP_014949187.1,"GO:0015293,GO:0022857,GO:0016020",membrane|0016020||IEA,"symporter activity|0015293||IEA,transmembrane transporter activity|0022857||IEA",,,MASE_07770,
MASE_RS07780,,MASE_RS07780,MASE_07775,Protein Homology,1821425,1823974,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949188.1,beta strand repeat-containing protein,WP_014949188.1,,,,,,MASE_07775,
astB,astB,MASE_RS07785,MASE_07780,Protein Homology,1824053,1825393,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998124.1,N-succinylarginine dihydrolase,WP_014949189.1,"GO:0006527,GO:0009015",,N-succinylarginine dihydrolase activity|0009015||IEA,L-arginine catabolic process|0006527||IEA,,MASE_07780,3.5.3.23
