seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,ec_numbers
NZ_JNAX01000014.1,EV03_RS06390,,EV03_RS06390,EV03_1483,Protein Homology,41209.0,42978.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294736.1,DEAD/DEAH box helicase,WP_036906556.1,"GO:0003676,GO:0005524",,"nucleic acid binding|0003676||IEA,ATP binding|0005524||IEA",,EV03_1483,1148796.0,1150565.0,+,CK_Pro_PAC1_01483,crhR,"GO:0000027,GO:0070417,GO:0008026,GO:0003676,GO:0003723,GO:0004004,GO:0005524",CK_00000055,"D.1.6,P.5","Temperature,Other","COG0513,bactNOG00065,cyaNOG00112,cyaNOG00664","COG: LKJ,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",3.6.4.13,RNA helicase%3B CSFV NS3 helicase%3B DBP2%3B DbpA%3B DDX17%3B DDX25%3B DDX3%3B DDX3X%3B DDX3Y%3B DDX4%3B DDX5%3B DEAD-box protein DED1%3B DEAD-box RNA helicase%3B DEAH-box protein 2%3B DEAH-box RNA helicase%3B DED1%3B Dex(H/D) RNA helicase%3B EhDEAD1%3B EhDEAD1 RNA helicase%3B eIF4A helicase%3B KOKV helicase%3B Mtr4p%3B nonstructural protein 3 helicase%3B NPH-II%3B RHA%3B RNA helicase A%3B RNA helicase DDX3%3B RNA helicase Hera%3B RNA-dependent ATPase%3B TGBp1 NTPase/helicase domain%3B VRH1%3B GRTH/DDX25,"ribosomal large subunit assembly,cellular response to cold,ribosomal large subunit assembly,cellular response to cold,helicase activity,nucleic acid binding,RNA binding,RNA helicase activity,ATP binding",cyanobacterial RNA helicase,"PF03880,PF00270,PF00271,PS00039,PS51194,PS51192,PS51195,IPR000629,IPR005580,IPR011545,IPR001650,IPR014001,IPR014014","DbpA RNA binding domain,DEAD/DEAH box helicase,Helicase conserved C-terminal domain,DEAD-box subfamily ATP-dependent helicases signature.,Superfamilies 1 and 2 helicase C-terminal domain profile.,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.,DEAD-box RNA helicase Q motif profile.,ATP-dependent RNA helicase DEAD-box%2C conserved site,DEAD box helicase DbpA/CsdA%2C RNA-binding domain,DEAD/DEAH box helicase domain,Helicase%2C C-terminal,Helicase superfamily 1/2%2C ATP-binding domain,RNA helicase%2C DEAD-box type%2C Q motif",133,Transcription / Other,
NZ_JNAX01000014.1,EV03_RS06395,,EV03_RS06395,EV03_1484,Protein Homology,43041.0,43265.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824062.1,hypothetical protein,WP_241434814.1,,,,,EV03_1484,1150628.0,1150852.0,+,CK_Pro_PAC1_01484,,,CK_00042431,"D.1.9,R.2"," Other,Conserved hypothetical proteins","NOG132767,bactNOG71852,cyaNOG08168","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved secreted protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000014.1,EV03_RS06400,,EV03_RS06400,EV03_1485,Protein Homology,43287.0,45077.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294738.1,ABC transporter ATP-binding protein,WP_036906562.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,EV03_1485,1150874.0,1152664.0,+,CK_Pro_PAC1_01485,,"GO:0006810,GO:0055085,GO:0005524,GO:0016887,GO:0042626,GO:0016021",CK_00056761,Q.7, Sugars,"COG1132,bactNOG00025,cyaNOG00659","COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,"transport,transmembrane transport,transport,transmembrane transport,ATP binding,ATPase activity,ATPase-coupled transmembrane transporter activity,transport,transmembrane transport,ATP binding,ATPase activity,ATPase-coupled transmembrane transporter activity,integral component of membrane",ABC transporter,"PF00005,PF00664,PS50893,PS50929,IPR017871,IPR003439,IPR011527","ABC transporter,ABC transporter transmembrane region,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter integral membrane type-1 fused domain profile.,ABC transporter%2C conserved site,ABC transporter-like,ABC transporter type 1%2C transmembrane domain",141,Transport and binding proteins / Unknown substrate,7.-.-.-
NZ_JNAX01000014.1,psbP,psbP,EV03_RS06405,EV03_1486,Protein Homology,45079.0,45624.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824064.1,photosystem II reaction center PsbP,WP_036906565.1,,,,,EV03_1486,1152666.0,1153211.0,-,CK_Pro_PAC1_01486,cyanoP,"GO:0015979,GO:0005509,GO:0009523,GO:0019898,GO:0009654",CK_00000750,J.8,Photosystem II,"NOG08775,COG1226,bactNOG24385,cyaNOG02964","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"photosynthesis,photosynthesis,calcium ion binding,photosynthesis,calcium ion binding,photosystem II,extrinsic component of membrane,photosystem II oxygen evolving complex",photosystem II protein CyanoP,"PF01789,PS51257,IPR002683","PsbP,Prokaryotic membrane lipoprotein lipid attachment site profile.,PsbP%2C C-terminal",164,Energy metabolism / Photosynthesis,
NZ_JNAX01000014.1,recR,recR,EV03_RS06410,EV03_1487,Protein Homology,45744.0,46343.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011933428.1,recombination mediator RecR,WP_071813352.1,"GO:0006281,GO:0006310,GO:0003677,GO:0046872",,"DNA binding|0003677||IEA,metal ion binding|0046872||IEA","DNA repair|0006281||IEA,DNA recombination|0006310||IEA",EV03_1487,1153382.0,1153930.0,+,CK_Pro_PAC1_01487,recR,"GO:0006310,GO:0006281,GO:0003677",CK_00000751,F.1.4,Homologous recombination,"COG0353,bactNOG00814,cyaNOG01433","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,"DNA recombination,DNA repair,DNA recombination,DNA repair,DNA binding",recombination protein RecR,"TIGR00615,PF02132,PF13662,PS50880,IPR023628,IPR000093,IPR006171","recombination protein RecR,RecR protein,Toprim domain,Toprim domain profile.,Recombination protein RecR%2C C4-type zinc finger,DNA recombination protein RecR,TOPRIM domain",132,DNA metabolism / DNA replication%2C recombination%2C and repair,
NZ_JNAX01000014.1,lipA,lipA,EV03_RS06415,EV03_1488,Protein Homology,46355.0,47278.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294741.1,lipoyl synthase,WP_036906567.1,"GO:0009107,GO:0016992,GO:0051539,GO:1904047",,"lipoate synthase activity|0016992||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA",lipoate biosynthetic process|0009107||IEA,EV03_1488,1153942.0,1154865.0,+,CK_Pro_PAC1_01488,lipA1,GO:0016992,CK_00000031,B.1,Lipoic acid,"COG0320,bactNOG00299,cyaNOG00179","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.8.1.8,lipoyl synthase%3B lipA (gene name)%3B LS%3B lipoate synthase%3B protein 6-N-(octanoyl)lysine:sulfur sulfurtransferase%3B protein N6-(octanoyl)lysine:sulfur sulfurtransferase%3B protein N6-(octanoyl)lysine:sulfur-(sulfur carrier) sulfurtransferase,lipoate synthase activity,lipoyl synthase,"TIGR00510,PF04055,IPR007197,IPR003698","lipoyl synthase,Radical SAM superfamily,Radical SAM,Lipoyl synthase",80,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Lipoate,2.8.1.8
NZ_JNAX01000014.1,EV03_RS06420,,EV03_RS06420,EV03_1489,Protein Homology,47297.0,47797.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294742.1,hypothetical protein,WP_036906568.1,,,,,EV03_1489,1154884.0,1155384.0,-,CK_Pro_PAC1_01489,,,CK_00000752,,,"NOG40635,bactNOG64676,cyaNOG06958","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000014.1,EV03_RS06425,,EV03_RS06425,EV03_1490,Protein Homology,47794.0,48753.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824068.1,rhodanese-related sulfurtransferase,WP_036906569.1,,,,,EV03_1490,1155381.0,1156340.0,-,CK_Pro_PAC1_01490,,,CK_00000754,,,"COG1054,bactNOG03032,bactNOG11843,cyaNOG00196","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,rhodanese-like domain protein,"PF00581,PS50206,IPR001763","Rhodanese-like domain,Rhodanese domain profile.,Rhodanese-like domain",157,Unknown function / General,
NZ_JNAX01000014.1,bioB,bioB,EV03_RS06430,EV03_1491,Protein Homology,48766.0,49803.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824069.1,biotin synthase BioB,WP_036906570.1,"GO:0009102,GO:0004076,GO:0051536,GO:1904047",,"biotin synthase activity|0004076||IEA,iron-sulfur cluster binding|0051536||IEA,S-adenosyl-L-methionine binding|1904047||IEA",biotin biosynthetic process|0009102||IEA,EV03_1491,1156353.0,1157369.0,-,CK_Pro_PAC1_01491,bioB,"GO:0009102,GO:0004076,GO:0051537,GO:0051539,GO:0004076,GO:0003824,GO:0051536",CK_00000755,B.10.1, Biotin (b7),"COG0502,bactNOG00152,cyaNOG05536,cyaNOG02262","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.8.1.6,biotin synthase%3B dethiobiotin:sulfur sulfurtransferase,"biotin biosynthetic process,biotin biosynthetic process,biotin synthase activity,2 iron%2C 2 sulfur cluster binding,4 iron%2C 4 sulfur cluster binding,biotin synthase activity,catalytic activity,iron-sulfur cluster binding",biotin synthase,"TIGR00433,PF06968,PF04055,IPR002684,IPR010722,IPR007197","biotin synthase,Biotin and Thiamin Synthesis associated domain,Radical SAM superfamily,Biotin synthase/Biotin biosynthesis bifunctional protein BioAB,Biotin and thiamin synthesis-associated domain,Radical SAM",77,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Biotin,2.8.1.6
NZ_JNAX01000014.1,EV03_RS06435,,EV03_RS06435,EV03_1492,Protein Homology,49897.0,50667.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294745.1,isoprenyl transferase,WP_036906571.1,GO:0016765,,transferase activity%2C transferring alkyl or aryl (other than methyl) groups|0016765||IEA,,EV03_1492,1157484.0,1158176.0,-,CK_Pro_PAC1_01492,uppS,"GO:0009252,GO:0008834,GO:0016765,GO:0005737",CK_00000756,,,"COG0020,bactNOG00824,cyaNOG01877,cyaNOG05474","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.5.1.31,ditrans%2Cpolycis-undecaprenyl-diphosphate synthase [(2E%2C6E)-farnesyl-diphosphate specific]%3B di-trans%2Cpoly-cis-undecaprenyl-diphosphate synthase%3B undecaprenyl-diphosphate synthase%3B bactoprenyl-diphosphate synthase%3B UPP synthetase%3B undecaprenyl diphosphate synthetase%3B undecaprenyl pyrophosphate synthetase%3B di-trans%2Cpoly-cis-decaprenylcistransferase,"peptidoglycan biosynthetic process,peptidoglycan biosynthetic process,di-trans%2Cpoly-cis-decaprenylcistransferase activity,transferase activity%2C transferring alkyl or aryl (other than methyl) groups,peptidoglycan biosynthetic process,di-trans%2Cpoly-cis-decaprenylcistransferase activity,transferase activity%2C transferring alkyl or aryl (other than methyl) groups,cytoplasm",di-trans%2Cpoly-cis-decaprenylcistransferase,"TIGR00055,PF01255,PS01066,IPR018520,IPR001441","di-trans%2Cpoly-cis-decaprenylcistransferase,Putative undecaprenyl diphosphate synthase,Undecaprenyl pyrophosphate synthase family signature.,Di-trans-poly-cis-decaprenylcistransferase-like%2C conserved site,Decaprenyl diphosphate synthase-like",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,
NZ_JNAX01000014.1,cdaA,cdaA,EV03_RS06440,EV03_1493,Protein Homology,50664.0,51566.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294746.1,diadenylate cyclase CdaA,WP_036906572.1,"GO:0006171,GO:0004016",,adenylate cyclase activity|0004016||IEA,cAMP biosynthetic process|0006171||IEA,EV03_1493,1158251.0,1159108.0,-,CK_Pro_PAC1_01493,disA,GO:0006171,CK_00000757,O.2,Phosphotransferase systems (PTS),"COG1624,bactNOG25504,bactNOG13678,bactNOG20896,cyaNOG06908,cyaNOG00384,cyaNOG06469","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",2.7.7.85,diadenylate cyclase%3B cyclic-di-AMP synthase%3B dacA (gene name)%3B disA (gene name),cAMP biosynthetic process,diadenylate cyclase,"TIGR00159,PF02457,PS51794,IPR003390,IPR014046,IPR034701","TIGR00159 family protein,DisA bacterial checkpoint controller nucleotide-binding,Diadenylate cyclase (DAC) domain profile.,DNA integrity scanning protein%2C DisA%2C N-terminal,Diadenylate cyclase,Diadenylate cyclase CdaA",700,Signal transduction / PTS,2.7.7.85
NZ_JNAX01000014.1,lysA,lysA,EV03_RS06445,EV03_1494,Protein Homology,51596.0,52960.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294747.1,diaminopimelate decarboxylase,WP_036906573.1,"GO:0009089,GO:0008836",,diaminopimelate decarboxylase activity|0008836||IEA,lysine biosynthetic process via diaminopimelate|0009089||IEA,EV03_1494,1159183.0,1160547.0,-,CK_Pro_PAC1_01494,lysA,"GO:0009089,GO:0008652,GO:0009085,GO:0008836,GO:0030170,GO:0042803,GO:0016829,GO:0016831",CK_00000758,A.2,Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),"COG0019,bactNOG00011,cyaNOG00750","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.1.1.20,diaminopimelate decarboxylase%3B diaminopimelic acid decarboxylase%3B meso-diaminopimelate decarboxylase%3B DAP-decarboxylase%3B meso-2%2C6-diaminoheptanedioate carboxy-lyase,"lysine biosynthetic process via diaminopimelate,cellular amino acid biosynthetic process,lysine biosynthetic process,lysine biosynthetic process via diaminopimelate,cellular amino acid biosynthetic process,lysine biosynthetic process,diaminopimelate decarboxylase activity,pyridoxal phosphate binding,protein homodimerization activity,lyase activity,carboxy-lyase activity",diaminopimelate decarboxylase,"TIGR01048,PF00278,PF02784,PS00879,IPR022657,IPR022643,IPR002986,IPR022644","diaminopimelate decarboxylase,Pyridoxal-dependent decarboxylase%2C C-terminal sheet domain,Pyridoxal-dependent decarboxylase%2C pyridoxal binding domain,Orn/DAP/Arg decarboxylases family 2 signature 2.,Orn/DAP/Arg decarboxylase 2%2C conserved site,Orn/DAP/Arg decarboxylase 2%2C C-terminal,Diaminopimelate decarboxylase%2C LysA,Orn/DAP/Arg decarboxylase 2%2C N-terminal",71,Amino acid biosynthesis / Aspartate family,4.1.1.20
NZ_JNAX01000014.1,rimI,rimI,EV03_RS06450,EV03_1495,Protein Homology,53054.0,53518.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294748.1,ribosomal protein S18-alanine N-acetyltransferase,WP_036906574.1,"GO:0036211,GO:0042254,GO:0008999",,protein-N-terminal-alanine acetyltransferase activity|0008999||IEA,"protein modification process|0036211||IEA,ribosome biogenesis|0042254||IEA",EV03_1495,1160641.0,1161105.0,+,CK_Pro_PAC1_01495,rimI,"GO:0006474,GO:0008080,GO:0016407",CK_00001242,K.2,Ribosomal proteins: synthesis and modification,"COG0456,bactNOG43676,bactNOG36763,bactNOG98762,bactNOG31762,bactNOG42305,cyaNOG03058","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",2.3.1.128,Transferred to 2.3.1.266 and 2.3.1.267,"N-terminal protein amino acid acetylation,N-terminal protein amino acid acetylation,N-acetyltransferase activity,acetyltransferase activity",ribosomal-protein-alanine acetyltransferase,"TIGR01575,PF00583,PS51186,IPR000182,IPR006464","ribosomal-protein-alanine acetyltransferase,Acetyltransferase (GNAT) family,Gcn5-related N-acetyltransferase (GNAT) domain profile.,GNAT domain,N-acetyltransferase RimI/Ard1",158,Protein synthesis / Ribosomal proteins: synthesis and modification,2.3.1.266
NZ_JNAX01000014.1,EV03_RS06455,,EV03_RS06455,EV03_1496,Protein Homology,53699.0,56266.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294749.1,ATP-dependent Clp protease ATP-binding subunit,WP_036906575.1,,,,,EV03_1496,1161286.0,1163853.0,+,CK_Pro_PAC1_01496,clpC,"GO:0019538,GO:0051082,GO:0005515,GO:0005524",CK_00008035,"D.1.9,L.3"," Other,Protein folding and stabilization","COG0542,bactNOG01756,cyaNOG01253","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,"protein metabolic process,protein metabolic process,unfolded protein binding,protein binding,ATP binding",ATP-dependent Clp protease ATP-binding subunit ClpC,"PF00004,PF10431,PF02861,PF02151,PF07724,PS00871,PS00870,PS50151,IPR028299,IPR003593,IPR001943,IPR003959,IPR019489,IPR004176,IPR018368,IPR001270,IPR027417","ATPase family associated with various cellular activities (AAA),C-terminal%2C D2-small domain%2C of ClpB protein,Clp amino terminal domain%2C pathogenicity island component,UvrB/uvrC motif,AAA domain (Cdc48 subfamily),Chaperonins clpA/B signature 2.,Chaperonins clpA/B signature 1.,UVR domain profile.,ClpA/B%2C conserved site 2,AAA+ ATPase domain,UVR domain,ATPase%2C AAA-type%2C core,Clp ATPase%2C C-terminal,Clp%2C N-terminal,ClpA/B%2C conserved site 1,ClpA/B family,P-loop containing nucleoside triphosphate hydrolase",95,Protein fate / Protein folding and stabilization,
NZ_JNAX01000014.1,EV03_RS06460,,EV03_RS06460,EV03_1497,Protein Homology,56287.0,57405.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294750.1,iron-containing alcohol dehydrogenase,WP_036906576.1,"GO:0016491,GO:0046872",,"oxidoreductase activity|0016491||IEA,metal ion binding|0046872||IEA",,EV03_1497,1163874.0,1164992.0,+,CK_Pro_PAC1_01497,gldA,"GO:0055114,GO:0016491,GO:0046872",CK_00000157,H.3,Glycerolipid metabolism,"COG0371,bactNOG08778,bactNOG05520,cyaNOG00793","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.1.1.6,glycerol dehydrogenase%3B glycerin dehydrogenase%3B NAD+-linked glycerol dehydrogenase,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity,metal ion binding",glycerol dehydrogenase,"PF00465,PS00913,IPR018211,IPR001670","Iron-containing alcohol dehydrogenase,Iron-containing alcohol dehydrogenases signature 1.,Alcohol dehydrogenase%2C iron-type%2C conserved site,Alcohol dehydrogenase%2C iron-type/glycerol dehydrogenase GldA",121,Fatty acid and phospholipid metabolism / Other,1.1.1.1
NZ_JNAX01000014.1,EV03_RS06465,,EV03_RS06465,EV03_1498,Protein Homology,57411.0,58319.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294751.1,alpha/beta fold hydrolase,WP_080725195.1,,,,,EV03_1498,1164998.0,1165906.0,+,CK_Pro_PAC1_01498,,,CK_00000759,"D.1.9,R.3"," Other,Enzymes of unknown specificity","COG0596,bactNOG08648,bactNOG08313,bactNOG11340,bactNOG13938,bactNOG44855,bactNOG29609,cyaNOG01120","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,esterase family protein,"PF12697,IPR000073,IPR029058","Alpha/beta hydrolase family,Alpha/beta hydrolase fold-1,Alpha/Beta hydrolase fold",703,Unknown function / Enzymes of unknown specificity,
NZ_JNAX01000014.1,EV03_RS06470,,EV03_RS06470,EV03_1499,Protein Homology,58321.0,58953.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824077.1,hypothetical protein,WP_036906578.1,,,,,EV03_1499,1165908.0,1166540.0,+,CK_Pro_PAC1_01499,,,CK_00001436,"D.1.9,R.2"," Other,Conserved hypothetical proteins","NOG13403,COG3839,COG0279,bactNOG37074,cyaNOG03372","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [G] Carbohydrate transport and metabolism,COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF11209,IPR021373","Protein of unknown function (DUF2993),Protein of unknown function DUF2993",156,Hypothetical proteins / Conserved,
NZ_JNAX01000014.1,EV03_RS06475,,EV03_RS06475,EV03_1500,Protein Homology,58959.0,59846.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294753.1,phosphatidate cytidylyltransferase,WP_036906579.1,"GO:0016024,GO:0004605",,phosphatidate cytidylyltransferase activity|0004605||IEA,CDP-diacylglycerol biosynthetic process|0016024||IEA,EV03_1500,1166546.0,1167433.0,-,CK_Pro_PAC1_01500,cdsA,"GO:0016772,GO:0016020",CK_00000760,"C.3,H","Surface polysaccharides and lipopolysaccharides,Fatty acid%2C phospholipid and sterol metabolism","COG0575,bactNOG01796,bactNOG30584,cyaNOG00426","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.7.7.41,phosphatidate cytidylyltransferase%3B CDP diglyceride pyrophosphorylase%3B CDP-diacylglycerol synthase%3B CDP-diacylglyceride synthetase%3B cytidine diphosphoglyceride pyrophosphorylase%3B phosphatidate cytidyltransferase%3B phosphatidic acid cytidylyltransferase%3B CTP:1%2C2-diacylglycerophosphate-cytidyl transferase%3B CTP-diacylglycerol synthetase%3B DAG synthetase%3B CDP-DG,"transferase activity%2C transferring phosphorus-containing groups,transferase activity%2C transferring phosphorus-containing groups,membrane",cytidine diphosphate-diacylglycerol (CDP-DG) synthase,"PF01148,PS01315,IPR000374","Cytidylyltransferase family,Phosphatidate cytidylyltransferase signature.,Phosphatidate cytidylyltransferase",176,Fatty acid and phospholipid metabolism / Biosynthesis,2.7.7.41
NZ_JNAX01000014.1,EV03_RS06480,,EV03_RS06480,EV03_1501,Protein Homology,59946.0,61340.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294754.1,lysine decarboxylase,WP_036906580.1,,,,,EV03_1501,1167533.0,1168927.0,-,CK_Pro_PAC1_01501,cadA,GO:0003824,CK_00000761,A.2,Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),"COG1982,bactNOG03057,cyaNOG00508","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.1.1.18,lysine decarboxylase%3B L-lysine carboxy-lyase,catalytic activity,lysine decarboxylase,"PF01276,PF03711,IPR000310,IPR008286","Orn/Lys/Arg decarboxylase%2C major domain,Orn/Lys/Arg decarboxylase%2C C-terminal domain,Orn/Lys/Arg decarboxylase%2C major domain,Orn/Lys/Arg decarboxylase%2C C-terminal",71,Amino acid biosynthesis / Aspartate family,
NZ_JNAX01000014.1,EV03_RS06485,,EV03_RS06485,EV03_1502,Protein Homology,61441.0,63087.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294755.1,ABC1 kinase family protein,WP_036906582.1,"GO:0006468,GO:0004672,GO:0005524",,"protein kinase activity|0004672||IEA,ATP binding|0005524||IEA",protein phosphorylation|0006468||IEA,EV03_1502,1169028.0,1170674.0,+,CK_Pro_PAC1_01502,,GO:0016772,CK_00009006,R.2,Conserved hypothetical proteins,"COG0661,bactNOG01128,cyaNOG00698","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,transferase activity%2C transferring phosphorus-containing groups,ABC1 family protein,"PF03109,IPR004147,IPR011009","ABC1 family,UbiB domain,Protein kinase-like domain superfamily",185,Unclassified / Role category not yet assigned,2.7.-.-
