gene,dark-tolerant_cluster,parental_cluster,same_periodicity_pattern
cds-WP_011294967.1,9,9,TRUE
cds-WP_011294968.1,1,1,TRUE
cds-WP_011294968.1-2,1,1,TRUE
cds-WP_011294968.1-3,1,15,FALSE
cds-WP_011294968.1-6,1,5,FALSE
cds-WP_011294977.1,1,15,FALSE
cds-WP_011294985.1,12,3,FALSE
cds-WP_011294986.1,6,6,TRUE
cds-WP_011294991.1,1,1,TRUE
cds-WP_011294995.1,13,12,FALSE
cds-WP_011295001.1,4,10,FALSE
cds-WP_011295008.1,7,7,TRUE
cds-WP_011295014.1,6,15,FALSE
cds-WP_011295015.1,1,1,TRUE
cds-WP_011295020.1,10,7,FALSE
cds-WP_011295030.1,1,15,FALSE
cds-WP_011295033.1,9,7,FALSE
cds-WP_011295036.1,4,8,FALSE
cds-WP_011295037.1,6,4,FALSE
cds-WP_011295043.1,7,7,TRUE
cds-WP_011295044.1,6,4,FALSE
cds-WP_011295045.1,1,15,FALSE
cds-WP_011295047.1,2,8,FALSE
cds-WP_011295049.1,4,8,FALSE
cds-WP_011295052.1,5,2,FALSE
cds-WP_011295053.1,4,4,TRUE
cds-WP_011295054.1,4,8,FALSE
cds-WP_011295057.1,15,15,TRUE
cds-WP_011295061.1,5,5,TRUE
cds-WP_011295062.1,6,4,FALSE
cds-WP_011295066.1,4,8,FALSE
cds-WP_011295070.1,12,15,FALSE
cds-WP_011295071.1,12,7,FALSE
cds-WP_011295074.1,2,2,TRUE
cds-WP_011295078.1,6,9,FALSE
cds-WP_011295095.1,10,2,FALSE
cds-WP_011295102.1,6,12,FALSE
cds-WP_011295106.1,6,4,FALSE
cds-WP_011295109.1,13,13,TRUE
cds-WP_011295110.1,8,8,TRUE
cds-WP_011295111.1,9,9,TRUE
cds-WP_011295117.1,2,4,FALSE
cds-WP_011295118.1,1,1,TRUE
cds-WP_011295120.1,10,8,FALSE
cds-WP_011295122.1,1,1,TRUE
cds-WP_011295124.1,1,1,TRUE
cds-WP_011295131.1,7,7,TRUE
cds-WP_011295134.1,4,7,FALSE
cds-WP_011295135.1,12,4,FALSE
cds-WP_011295136.1,8,7,FALSE
cds-WP_011295140.1,2,2,TRUE
cds-WP_011295141.1,4,4,TRUE
cds-WP_011295153.1,4,8,FALSE
cds-WP_011295157.1,10,7,FALSE
cds-WP_011295161.1,2,8,FALSE
cds-WP_011295163.1,3,11,FALSE
cds-WP_011295167.1,2,2,TRUE
cds-WP_011295172.1,6,12,FALSE
cds-WP_011295174.1,6,14,FALSE
cds-WP_011295175.1,10,2,FALSE
cds-WP_011295176.1,1,15,FALSE
cds-WP_011295182.1,5,1,FALSE
cds-WP_011295183.1,1,14,FALSE
cds-WP_011295194.1,1,5,FALSE
cds-WP_011295200.1,10,15,FALSE
cds-WP_011295203.1,1,5,FALSE
cds-WP_011295206.1,7,9,FALSE
cds-WP_011295215.1,4,4,TRUE
cds-WP_011295223.1,10,7,FALSE
cds-WP_011295225.1,6,12,FALSE
cds-WP_011295226.1,7,9,FALSE
cds-WP_011295227.1,15,9,FALSE
cds-WP_011295228.1,15,9,FALSE
cds-WP_011295229.1,14,11,FALSE
cds-WP_011295231.1,1,1,TRUE
cds-WP_011295232.1,4,8,FALSE
cds-WP_011295233.1,4,4,TRUE
cds-WP_011295234.1,6,12,FALSE
cds-WP_011295235.1,13,3,FALSE
cds-WP_011295236.1,6,13,FALSE
cds-WP_011295238.1,13,13,TRUE
cds-WP_011295239.1,10,9,FALSE
cds-WP_011295240.1,9,9,TRUE
cds-WP_011295241.1,7,7,TRUE
cds-WP_011295242.1,15,6,FALSE
cds-WP_011295243.1,15,8,FALSE
cds-WP_011295244.1,1,5,FALSE
cds-WP_011295245.1,11,3,FALSE
cds-WP_011295246.1,14,3,FALSE
cds-WP_011295247.1,5,8,FALSE
cds-WP_011295248.1,1,2,FALSE
cds-WP_011295249.1,11,14,FALSE
cds-WP_011295250.1,4,4,TRUE
cds-WP_011295251.1,9,9,TRUE
cds-WP_011295252.1,1,3,FALSE
cds-WP_011295253.1,3,13,FALSE
cds-WP_011295254.1,12,13,FALSE
cds-WP_011295256.1,13,13,TRUE
cds-WP_011295257.1,6,13,FALSE
cds-WP_011295258.1,13,11,FALSE
cds-WP_011295259.1,7,9,FALSE
cds-WP_011295260.1,15,15,TRUE
cds-WP_011295261.1,15,9,FALSE
cds-WP_011295262.1,9,9,TRUE
cds-WP_011295263.1,5,11,FALSE
cds-WP_011295264.1,11,11,TRUE
cds-WP_011295265.1,13,13,TRUE
cds-WP_011295266.1,4,12,FALSE
cds-WP_011295267.1,4,4,TRUE
cds-WP_011295268.1,9,9,TRUE
cds-WP_011295269.1,14,11,FALSE
cds-WP_011295270.1,6,13,FALSE
cds-WP_011295271.1,9,7,FALSE
cds-WP_011295272.1,10,2,FALSE
cds-WP_011295273.1,15,9,FALSE
cds-WP_011295274.1,15,9,FALSE
cds-WP_011295275.1,7,10,FALSE
cds-WP_011295276.1,13,3,FALSE
cds-WP_011295277.1,6,2,FALSE
cds-WP_011295278.1,1,15,FALSE
cds-WP_011295279.1,11,13,FALSE
cds-WP_011295280.1,3,12,FALSE
cds-WP_011295281.1,12,12,TRUE
cds-WP_011295282.1,12,12,TRUE
cds-WP_011295283.1,15,9,FALSE
cds-WP_011295284.1,1,2,FALSE
cds-WP_011295285.1,3,13,FALSE
cds-WP_011295288.1,5,5,TRUE
cds-WP_011295289.1,5,11,FALSE
cds-WP_011295290.1,8,4,FALSE
cds-WP_011295291.1,6,15,FALSE
cds-WP_011295292.1,1,15,FALSE
cds-WP_011295293.1,1,15,FALSE
cds-WP_011295294.1,9,9,TRUE
cds-WP_011295297.1,6,6,TRUE
cds-WP_011295298.1,13,3,FALSE
cds-WP_011295300.1,7,9,FALSE
cds-WP_011295301.1,7,7,TRUE
cds-WP_011295302.1,13,12,FALSE
cds-WP_011295303.1,12,12,TRUE
cds-WP_011295304.1,3,12,FALSE
cds-WP_011295305.1,4,12,FALSE
cds-WP_011295306.1,12,12,TRUE
cds-WP_011295307.1,6,13,FALSE
cds-WP_011295308.1,15,15,TRUE
cds-WP_011295309.1,9,9,TRUE
cds-WP_011295310.1,11,11,TRUE
cds-WP_011295311.1,14,3,FALSE
cds-WP_011295312.1,9,9,TRUE
cds-WP_011295313.1,14,11,FALSE
cds-WP_011295314.1,1,15,FALSE
cds-WP_011295315.1,1,15,FALSE
cds-WP_011295316.1,5,11,FALSE
cds-WP_011295317.1,5,11,FALSE
cds-WP_011295318.1,11,3,FALSE
cds-WP_011295319.1,10,10,TRUE
cds-WP_011295321.1,4,7,FALSE
cds-WP_011295322.1,10,8,FALSE
cds-WP_011295323.1,4,8,FALSE
cds-WP_011295324.1,1,1,TRUE
cds-WP_011295325.1,1,11,FALSE
cds-WP_011295326.1,5,11,FALSE
cds-WP_011295327.1,5,11,FALSE
cds-WP_011295328.1,5,11,FALSE
cds-WP_011295329.1,5,11,FALSE
cds-WP_011295330.1,5,11,FALSE
cds-WP_011295331.1,1,11,FALSE
cds-WP_011295332.1,5,11,FALSE
cds-WP_011295333.1,8,8,TRUE
cds-WP_011295334.1,15,15,TRUE
cds-WP_011295335.1,2,2,TRUE
cds-WP_011295337.1,1,5,FALSE
cds-WP_011295338.1,1,5,FALSE
cds-WP_011295339.1,12,12,TRUE
cds-WP_011295340.1,9,9,TRUE
cds-WP_011295341.1,6,6,TRUE
cds-WP_011295342.1,2,10,FALSE
cds-WP_011295343.1,7,7,TRUE
cds-WP_011295344.1,4,4,TRUE
cds-WP_011295345.1,4,8,FALSE
cds-WP_011295347.1,4,8,FALSE
cds-WP_011295348.1,6,6,TRUE
cds-WP_011295349.1,8,7,FALSE
cds-WP_011295351.1,1,15,FALSE
cds-WP_011295352.1,1,5,FALSE
cds-WP_011295353.1,1,14,FALSE
cds-WP_011295354.1,1,14,FALSE
cds-WP_011295355.1,13,13,TRUE
cds-WP_011295356.1,1,8,FALSE
cds-WP_011295357.1,15,9,FALSE
cds-WP_011295358.1,15,2,FALSE
cds-WP_011295359.1,15,9,FALSE
cds-WP_011295360.1,15,9,FALSE
cds-WP_011295361.1,15,9,FALSE
cds-WP_011295362.1,14,6,FALSE
cds-WP_011295363.1,14,3,FALSE
cds-WP_011295364.1,6,3,FALSE
cds-WP_011295365.1,1,11,FALSE
cds-WP_011295366.1,11,11,TRUE
cds-WP_011295367.1,11,3,FALSE
cds-WP_011295368.1,1,6,FALSE
cds-WP_011295369.1,15,11,FALSE
cds-WP_011295370.1,9,10,FALSE
cds-WP_011295372.1,14,11,FALSE
cds-WP_011295373.1,15,15,TRUE
cds-WP_011295374.1,7,9,FALSE
cds-WP_011295375.1,10,9,FALSE
cds-WP_011295376.1,8,2,FALSE
cds-WP_011295377.1,2,12,FALSE
cds-WP_011295378.1,10,10,TRUE
cds-WP_011295379.1,1,3,FALSE
cds-WP_011295380.1,10,7,FALSE
cds-WP_011295381.1,7,9,FALSE
cds-WP_011295382.1,7,7,TRUE
cds-WP_011295383.1,7,7,TRUE
cds-WP_011295384.1,14,3,FALSE
cds-WP_011295386.1,5,14,FALSE
cds-WP_011295387.1,1,1,TRUE
cds-WP_011295389.1,8,8,TRUE
cds-WP_011295390.1,8,8,TRUE
cds-WP_011295391.1,2,8,FALSE
cds-WP_011295392.1,2,2,TRUE
cds-WP_011295393.1,1,1,TRUE
cds-WP_011295394.1,6,8,FALSE
cds-WP_011295395.1,6,8,FALSE
cds-WP_011295396.1,8,8,TRUE
cds-WP_011295397.1,8,8,TRUE
cds-WP_011295398.1,8,8,TRUE
cds-WP_011295399.1,2,8,FALSE
cds-WP_011295400.1,2,8,FALSE
cds-WP_011295402.1,1,1,TRUE
cds-WP_011295403.1,2,2,TRUE
cds-WP_011295404.1,14,3,FALSE
cds-WP_011295405.1,3,3,TRUE
cds-WP_011295406.1,3,3,TRUE
cds-WP_011295407.1,6,6,TRUE
cds-WP_011295408.1,14,3,FALSE
cds-WP_011295410.1,3,3,TRUE
cds-WP_011295411.1,13,13,TRUE
cds-WP_011295412.1,8,8,TRUE
cds-WP_011295413.1,2,8,FALSE
cds-WP_011295414.1,13,13,TRUE
cds-WP_011295415.1,14,3,FALSE
cds-WP_011295416.1,3,12,FALSE
cds-WP_011295417.1,14,3,FALSE
cds-WP_011295418.1,5,11,FALSE
cds-WP_011295419.1,5,11,FALSE
cds-WP_011295420.1,5,11,FALSE
cds-WP_011295421.1,14,11,FALSE
cds-WP_011295422.1,6,6,TRUE
cds-WP_011295423.1,6,12,FALSE
cds-WP_011295424.1,10,7,FALSE
cds-WP_011295425.1,11,13,FALSE
cds-WP_011295426.1,13,13,TRUE
cds-WP_011295427.1,13,13,TRUE
cds-WP_011295428.1,13,13,TRUE
cds-WP_011295429.1,13,3,FALSE
cds-WP_011295430.1,15,15,TRUE
cds-WP_011295431.1,12,12,TRUE
cds-WP_011295432.1,6,12,FALSE
cds-WP_011295433.1,5,11,FALSE
cds-WP_011295434.1,5,3,FALSE
cds-WP_011295435.1,14,3,FALSE
cds-WP_011295437.1,6,4,FALSE
cds-WP_011295438.1,3,3,TRUE
cds-WP_011295439.1,6,14,FALSE
cds-WP_011295440.1,2,15,FALSE
cds-WP_011295441.1,5,11,FALSE
cds-WP_011295442.1,4,12,FALSE
cds-WP_011295443.1,15,15,TRUE
cds-WP_011295444.1,5,11,FALSE
cds-WP_011295445.1,14,11,FALSE
cds-WP_011295446.1,14,11,FALSE
cds-WP_011295447.1,14,11,FALSE
cds-WP_011295448.1,11,13,FALSE
cds-WP_011295449.1,1,11,FALSE
cds-WP_011295450.1,1,11,FALSE
cds-WP_011295451.1,14,11,FALSE
cds-WP_011295452.1,11,11,TRUE
cds-WP_011295454.1,11,3,FALSE
cds-WP_011295455.1,1,11,FALSE
cds-WP_011295456.1,5,11,FALSE
cds-WP_011295457.1,5,11,FALSE
cds-WP_011295458.1,1,11,FALSE
cds-WP_011295459.1,1,11,FALSE
cds-WP_011295460.1,1,11,FALSE
cds-WP_011295461.1,1,11,FALSE
cds-WP_011295462.1,5,11,FALSE
cds-WP_011295463.1,5,11,FALSE
cds-WP_011295464.1,5,11,FALSE
cds-WP_011295465.1,1,11,FALSE
cds-WP_011295466.1,1,11,FALSE
cds-WP_011295467.1,5,11,FALSE
cds-WP_011295468.1,5,11,FALSE
cds-WP_011295469.1,5,11,FALSE
cds-WP_011295470.1,5,11,FALSE
cds-WP_011295471.1,14,11,FALSE
cds-WP_011295472.1,14,11,FALSE
cds-WP_011295473.1,14,11,FALSE
cds-WP_011295474.1,15,11,FALSE
cds-WP_011295475.1,15,15,TRUE
cds-WP_011295477.1,6,7,FALSE
cds-WP_011295478.1,10,10,TRUE
cds-WP_011295479.1,6,4,FALSE
cds-WP_011295480.1,4,7,FALSE
cds-WP_011295481.1,2,9,FALSE
cds-WP_011295482.1,11,3,FALSE
cds-WP_011295483.1,7,9,FALSE
cds-WP_011295484.1,2,2,TRUE
cds-WP_011295485.1,7,9,FALSE
cds-WP_011295486.1,8,7,FALSE
cds-WP_011295487.1,13,6,FALSE
cds-WP_011295488.1,3,3,TRUE
cds-WP_011295491.1,7,7,TRUE
cds-WP_011295492.1,2,13,FALSE
cds-WP_011295493.1,12,13,FALSE
cds-WP_011295494.1,13,13,TRUE
cds-WP_011295495.1,5,5,TRUE
cds-WP_011295496.1,13,4,FALSE
cds-WP_011295497.1,13,6,FALSE
cds-WP_011295498.1,13,13,TRUE
cds-WP_011295499.1,10,7,FALSE
cds-WP_011295500.1,10,7,FALSE
cds-WP_011295501.1,6,4,FALSE
cds-WP_011295502.1,12,6,FALSE
cds-WP_011295504.1,3,3,TRUE
cds-WP_011295505.1,1,1,TRUE
cds-WP_011295506.1,13,12,FALSE
cds-WP_011295507.1,2,8,FALSE
cds-WP_011295508.1,9,9,TRUE
cds-WP_011295509.1,2,8,FALSE
cds-WP_011295510.1,6,12,FALSE
cds-WP_011295511.1,4,8,FALSE
cds-WP_011295512.1,4,2,FALSE
cds-WP_011295513.1,3,3,TRUE
cds-WP_011295514.1,11,11,TRUE
cds-WP_011295515.1,12,3,FALSE
cds-WP_011295516.1,14,13,FALSE
cds-WP_011295517.1,1,5,FALSE
cds-WP_011295518.1,5,5,TRUE
cds-WP_011295519.1,13,3,FALSE
cds-WP_011295520.1,15,9,FALSE
cds-WP_011295521.1,6,3,FALSE
cds-WP_011295522.1,9,9,TRUE
cds-WP_011295523.1,4,4,TRUE
cds-WP_011295524.1,6,12,FALSE
cds-WP_011295525.1,1,5,FALSE
cds-WP_011295526.1,5,11,FALSE
cds-WP_011295527.1,3,13,FALSE
cds-WP_011295528.1,13,3,FALSE
cds-WP_011295529.1,3,3,TRUE
cds-WP_011295530.1,11,3,FALSE
cds-WP_011295531.1,14,11,FALSE
cds-WP_011295532.1,9,9,TRUE
cds-WP_011295533.1,7,9,FALSE
cds-WP_011295534.1,2,2,TRUE
cds-WP_011295535.1,2,6,FALSE
cds-WP_011295536.1,9,11,FALSE
cds-WP_011295537.1,6,3,FALSE
cds-WP_011295538.1,3,3,TRUE
cds-WP_011295540.1,3,3,TRUE
cds-WP_011295542.1,10,15,FALSE
cds-WP_011295543.1,15,5,FALSE
cds-WP_011295544.1,10,14,FALSE
cds-WP_011295545.1,14,3,FALSE
cds-WP_011295546.1,14,11,FALSE
cds-WP_011295548.1,2,4,FALSE
cds-WP_011295549.1,14,3,FALSE
cds-WP_011295550.1,1,3,FALSE
cds-WP_011295551.1,5,5,TRUE
cds-WP_011295552.1,10,15,FALSE
cds-WP_011295553.1,5,11,FALSE
cds-WP_011295554.1,12,2,FALSE
cds-WP_011295555.1,10,9,FALSE
cds-WP_011295556.1,7,9,FALSE
cds-WP_011295557.1,7,9,FALSE
cds-WP_011295558.1,2,8,FALSE
cds-WP_011295559.1,12,6,FALSE
cds-WP_011295560.1,4,6,FALSE
cds-WP_011295561.1,15,13,FALSE
cds-WP_011295562.1,3,12,FALSE
cds-WP_011295563.1,12,12,TRUE
cds-WP_011295564.1,13,12,FALSE
cds-WP_011295565.1,3,3,TRUE
cds-WP_011295566.1,3,14,FALSE
cds-WP_011295567.1,3,3,TRUE
cds-WP_011295568.1,14,3,FALSE
cds-WP_011295569.1,11,3,FALSE
cds-WP_011295570.1,1,15,FALSE
cds-WP_011295571.1,1,15,FALSE
cds-WP_011295572.1,7,9,FALSE
cds-WP_011295573.1,2,2,TRUE
cds-WP_011295574.1,1,14,FALSE
cds-WP_011295575.1,7,8,FALSE
cds-WP_011295576.1,8,2,FALSE
cds-WP_011295577.1,3,12,FALSE
cds-WP_011295578.1,9,9,TRUE
cds-WP_011295580.1,13,12,FALSE
cds-WP_011295581.1,3,12,FALSE
cds-WP_011295582.1,9,9,TRUE
cds-WP_011295583.1,14,3,FALSE
cds-WP_011295584.1,3,13,FALSE
cds-WP_011295585.1,14,3,FALSE
cds-WP_011295586.1,3,3,TRUE
cds-WP_011295587.1,15,15,TRUE
cds-WP_011295588.1,14,13,FALSE
cds-WP_011295589.1,7,9,FALSE
cds-WP_011295590.1,5,11,FALSE
cds-WP_011295591.1,2,2,TRUE
cds-WP_011295592.1,10,6,FALSE
cds-WP_011295593.1,15,11,FALSE
cds-WP_011295595.1,10,10,TRUE
cds-WP_011295596.1,14,13,FALSE
cds-WP_011295597.1,9,15,FALSE
cds-WP_011295599.1,7,7,TRUE
cds-WP_011295600.1,7,7,TRUE
cds-WP_011295601.1,11,3,FALSE
cds-WP_011295602.1,1,3,FALSE
cds-WP_011295604.1,11,11,TRUE
cds-WP_011295605.1,2,8,FALSE
cds-WP_011295606.1,9,7,FALSE
cds-WP_011295607.1,14,13,FALSE
cds-WP_011295608.1,13,13,TRUE
cds-WP_011295609.1,3,13,FALSE
cds-WP_011295610.1,4,7,FALSE
cds-WP_011295611.1,1,14,FALSE
cds-WP_011295612.1,7,9,FALSE
cds-WP_011295613.1,5,5,TRUE
cds-WP_011295614.1,5,14,FALSE
cds-WP_011295615.1,5,11,FALSE
cds-WP_011295616.1,11,11,TRUE
cds-WP_011295617.1,15,8,FALSE
cds-WP_011295618.1,13,12,FALSE
cds-WP_011295619.1,14,6,FALSE
cds-WP_011295620.1,4,4,TRUE
cds-WP_011295621.1,7,10,FALSE
cds-WP_011295622.1,11,11,TRUE
cds-WP_011295623.1,5,14,FALSE
cds-WP_011295624.1,7,10,FALSE
cds-WP_011295625.1,7,10,FALSE
cds-WP_011295626.1,10,6,FALSE
cds-WP_011295627.1,9,9,TRUE
cds-WP_011295628.1,3,3,TRUE
cds-WP_011295629.1,10,7,FALSE
cds-WP_011295630.1,8,8,TRUE
cds-WP_011295631.1,8,8,TRUE
cds-WP_011295632.1,8,8,TRUE
cds-WP_011295633.1,14,3,FALSE
cds-WP_011295634.1,5,11,FALSE
cds-WP_011295635.1,7,7,TRUE
cds-WP_011295636.1,7,7,TRUE
cds-WP_011295637.1,7,7,TRUE
cds-WP_011295638.1,7,8,FALSE
cds-WP_011295639.1,8,8,TRUE
cds-WP_011295640.1,4,2,FALSE
cds-WP_011295641.1,8,2,FALSE
cds-WP_011295642.1,1,1,TRUE
cds-WP_011295644.1,2,2,TRUE
cds-WP_011295645.1,2,2,TRUE
cds-WP_011295647.1,11,8,FALSE
cds-WP_011295648.1,6,12,FALSE
cds-WP_011295649.1,4,10,FALSE
cds-WP_011295650.1,4,15,FALSE
cds-WP_011295651.1,15,13,FALSE
cds-WP_011295652.1,13,13,TRUE
cds-WP_011295653.1,2,2,TRUE
cds-WP_011295654.1,7,9,FALSE
cds-WP_011295655.1,1,5,FALSE
cds-WP_011295656.1,1,15,FALSE
cds-WP_011295657.1,15,11,FALSE
cds-WP_011295658.1,9,15,FALSE
cds-WP_011295659.1,11,3,FALSE
cds-WP_011295660.1,6,13,FALSE
cds-WP_011295661.1,1,14,FALSE
cds-WP_011295662.1,9,9,TRUE
cds-WP_011295663.1,2,9,FALSE
cds-WP_011295664.1,10,8,FALSE
cds-WP_011295665.1,1,1,TRUE
cds-WP_011295666.1,1,1,TRUE
cds-WP_011295667.1,7,9,FALSE
cds-WP_011295668.1,13,3,FALSE
cds-WP_011295669.1,13,3,FALSE
cds-WP_011295670.1,3,3,TRUE
cds-WP_011822907.1,10,7,FALSE
cds-WP_011822909.1,4,6,FALSE
cds-WP_011823158.1,6,3,FALSE
cds-WP_011823357.1,7,7,TRUE
cds-WP_011823448.1,3,3,TRUE
cds-WP_011823820.1,4,4,TRUE
cds-WP_011824203.1,1,15,FALSE
cds-WP_036905851.1,8,7,FALSE
cds-WP_038655547.1,1,1,TRUE
cds-WP_041710885.1,6,6,TRUE
cds-WP_041710887.1,4,8,FALSE
cds-WP_041710890.1,4,7,FALSE
cds-WP_041710892.1,4,8,FALSE
cds-WP_041710897.1,7,9,FALSE
cds-WP_041710910.1,8,6,FALSE
cds-WP_041710927.1,3,13,FALSE
cds-WP_041710934.1,14,13,FALSE
cds-WP_041710949.1,15,5,FALSE
cds-WP_041710958.1,9,7,FALSE
cds-WP_041710972.1,13,3,FALSE
cds-WP_041710981.1,5,7,FALSE
cds-WP_041710989.1,10,7,FALSE
cds-WP_041710997.1,6,8,FALSE
cds-WP_041711000.1,1,1,TRUE
cds-WP_041711006.1,7,7,TRUE
cds-WP_041711012.1,3,3,TRUE
cds-WP_041711022.1,10,8,FALSE
cds-WP_041711024.1,9,9,TRUE
cds-WP_041711028.1,11,11,TRUE
cds-WP_041711031.1,13,3,FALSE
cds-WP_041711032.1,7,9,FALSE
cds-WP_041711035.1,10,7,FALSE
cds-WP_041711039.1,8,8,TRUE
cds-WP_041711042.1,10,7,FALSE
cds-WP_041711057.1,2,4,FALSE
cds-WP_041711064.1,5,5,TRUE
cds-WP_041711075.1,2,8,FALSE
cds-WP_041711076.1,6,8,FALSE
cds-WP_041711084.1,15,9,FALSE
cds-WP_041711119.1,5,11,FALSE
cds-WP_041711130.1,15,13,FALSE
cds-WP_041711143.1,9,9,TRUE
cds-WP_041711150.1,5,15,FALSE
cds-WP_041711155.1,2,6,FALSE
cds-WP_041711157.1,4,4,TRUE
cds-WP_041711160.1,15,9,FALSE
cds-WP_041711182.1,15,15,TRUE
cds-WP_041711191.1,7,8,FALSE
cds-WP_041711193.1,6,2,FALSE
cds-WP_041711196.1,10,9,FALSE
cds-WP_041711201.1,7,8,FALSE
cds-WP_041711204.1,2,10,FALSE
cds-WP_041711218.1,10,9,FALSE
cds-WP_041711257.1,13,13,TRUE
cds-WP_041711263.1,13,13,TRUE
cds-WP_041711271.1,2,14,FALSE
cds-WP_049752675.1,6,9,FALSE
cds-WP_049752676.1,15,13,FALSE
cds-WP_049752677.1,5,3,FALSE
cds-WP_049752679.1,9,9,TRUE
cds-WP_049752681.1,4,6,FALSE
cds-WP_049752684.1,14,15,FALSE
cds-WP_049752686.1,3,11,FALSE
cds-WP_049752687.1,2,4,FALSE
cds-WP_049752690.1,6,7,FALSE
cds-WP_049752693.1,13,13,TRUE
cds-WP_049752694.1,14,11,FALSE
cds-WP_049752697.1,15,15,TRUE
cds-WP_049752699.1,10,7,FALSE
cds-WP_071813611.1,6,12,FALSE
cds-WP_071813621.1,14,13,FALSE
cds-WP_071813622.1,7,7,TRUE
cds-WP_071813624.1,9,9,TRUE
cds-WP_071813626.1,6,6,TRUE
cds-WP_071813629.1,7,7,TRUE
cds-WP_071813635.1,14,11,FALSE
cds-WP_071813637.1,3,13,FALSE
cds-WP_071813642.1,8,8,TRUE
cds-WP_071813652.1,1,1,TRUE
cds-WP_080502527.1,4,15,FALSE
cds-WP_080502528.1,5,14,FALSE
cds-WP_080502529.1,9,9,TRUE
cds-WP_080502530.1,6,12,FALSE
cds-WP_080502531.1,6,15,FALSE
cds-WP_080502532.1,13,3,FALSE
cds-WP_080502533.1,12,12,TRUE
cds-WP_080502534.1,2,2,TRUE
cds-WP_080502535.1,10,10,TRUE
cds-WP_080502536.1,10,5,FALSE
cds-WP_080502537.1,9,9,TRUE
cds-WP_080502539.1,7,8,FALSE
cds-WP_080502540.1,10,7,FALSE
cds-WP_080502541.1,6,4,FALSE
fig|1218.94.peg.102,2,1,FALSE
fig|1218.94.peg.1037,5,14,FALSE
fig|1218.94.peg.104,13,13,TRUE
fig|1218.94.peg.1042,4,8,FALSE
fig|1218.94.peg.1045,6,12,FALSE
fig|1218.94.peg.1046,11,15,FALSE
fig|1218.94.peg.105,13,11,FALSE
fig|1218.94.peg.1063,11,5,FALSE
fig|1218.94.peg.1065,10,7,FALSE
fig|1218.94.peg.1078,1,1,TRUE
fig|1218.94.peg.109,3,3,TRUE
fig|1218.94.peg.1091,7,7,TRUE
fig|1218.94.peg.1093,1,15,FALSE
fig|1218.94.peg.1095,10,9,FALSE
fig|1218.94.peg.1096,4,10,FALSE
fig|1218.94.peg.1097,1,1,TRUE
fig|1218.94.peg.1102,1,5,FALSE
fig|1218.94.peg.1109,1,1,TRUE
fig|1218.94.peg.1110,1,1,TRUE
fig|1218.94.peg.1111,1,1,TRUE
fig|1218.94.peg.1113,13,3,FALSE
fig|1218.94.peg.1138,6,4,FALSE
fig|1218.94.peg.1139,4,4,TRUE
fig|1218.94.peg.1141,6,15,FALSE
fig|1218.94.peg.1142,6,4,FALSE
fig|1218.94.peg.1146,2,4,FALSE
fig|1218.94.peg.1154,5,13,FALSE
fig|1218.94.peg.1157,6,13,FALSE
fig|1218.94.peg.1158,5,12,FALSE
fig|1218.94.peg.1160,12,6,FALSE
fig|1218.94.peg.1167,4,10,FALSE
fig|1218.94.peg.1175,8,8,TRUE
fig|1218.94.peg.1187,6,9,FALSE
fig|1218.94.peg.1191,1,5,FALSE
fig|1218.94.peg.1192,4,10,FALSE
fig|1218.94.peg.1196,14,5,FALSE
fig|1218.94.peg.1198,4,8,FALSE
fig|1218.94.peg.1211,7,7,TRUE
fig|1218.94.peg.1227,15,15,TRUE
fig|1218.94.peg.1232,2,8,FALSE
fig|1218.94.peg.1233,2,4,FALSE
fig|1218.94.peg.1236,10,15,FALSE
fig|1218.94.peg.1237,6,4,FALSE
fig|1218.94.peg.1241,6,7,FALSE
fig|1218.94.peg.1247,15,15,TRUE
fig|1218.94.peg.1256,4,10,FALSE
fig|1218.94.peg.1261,3,13,FALSE
fig|1218.94.peg.1262,1,15,FALSE
fig|1218.94.peg.1263,1,1,TRUE
fig|1218.94.peg.1271,6,15,FALSE
fig|1218.94.peg.1272,4,8,FALSE
fig|1218.94.peg.1276,10,7,FALSE
fig|1218.94.peg.1281,1,1,TRUE
fig|1218.94.peg.1283,4,12,FALSE
fig|1218.94.peg.1285,8,9,FALSE
fig|1218.94.peg.1303,15,13,FALSE
fig|1218.94.peg.131,1,15,FALSE
fig|1218.94.peg.1311,1,1,TRUE
fig|1218.94.peg.1313,1,5,FALSE
fig|1218.94.peg.1314,2,2,TRUE
fig|1218.94.peg.1321,4,12,FALSE
fig|1218.94.peg.1327,10,7,FALSE
fig|1218.94.peg.1328,5,1,FALSE
fig|1218.94.peg.1329,5,1,FALSE
fig|1218.94.peg.1336,6,2,FALSE
fig|1218.94.peg.1337,15,9,FALSE
fig|1218.94.peg.1344,7,7,TRUE
fig|1218.94.peg.1345,10,9,FALSE
fig|1218.94.peg.1350,9,7,FALSE
fig|1218.94.peg.1352,10,7,FALSE
fig|1218.94.peg.1355,2,8,FALSE
fig|1218.94.peg.1356,5,1,FALSE
fig|1218.94.peg.1360,15,7,FALSE
fig|1218.94.peg.1363,15,2,FALSE
fig|1218.94.peg.1365,7,7,TRUE
fig|1218.94.peg.1366,8,7,FALSE
fig|1218.94.peg.1367,1,1,TRUE
fig|1218.94.peg.1369,13,13,TRUE
fig|1218.94.peg.1370,2,4,FALSE
fig|1218.94.peg.1371,12,13,FALSE
fig|1218.94.peg.1377,10,9,FALSE
