gene,dark-tolerant_cluster,parental_cluster,same_periodicity_pattern,resolved_locus_tag,resolution_method
cds-WP_011294309.1,4,4,True,PMN2A_1676,heuristic_multi:gene
cds-WP_011294310.1,4,4,True,PMN2A_1677,heuristic_multi:gene
cds-WP_011294311.1,6,12,False,PMN2A_1678,heuristic_multi:gene
cds-WP_011294312.1,4,4,True,PMN2A_1679,heuristic_multi:gene
cds-WP_011294313.1,7,8,False,PMN2A_1680,heuristic_multi:gene
cds-WP_011294314.1,14,12,False,PMN2A_1681,heuristic_multi:gene
cds-WP_011294315.1,12,12,True,PMN2A_1682,heuristic_multi:gene
cds-WP_011294317.1,3,3,True,PMN2A_1683,heuristic_multi:gene
cds-WP_011294318.1,4,2,False,PMN2A_1684,heuristic_multi:gene
cds-WP_011294319.1,9,9,True,PMN2A_1685,heuristic_multi:gene
cds-WP_011294320.1,2,12,False,PMN2A_1686,heuristic_multi:gene
cds-WP_011294321.1,14,13,False,PMN2A_1687,heuristic_multi:gene
cds-WP_011294322.1,11,3,False,PMN2A_1688,heuristic_multi:gene
cds-WP_011294324.1,4,10,False,PMN2A_1690,heuristic_multi:gene
cds-WP_011294326.1,5,11,False,PMN2A_1692,heuristic_multi:gene
cds-WP_011294327.1,3,3,True,PMN2A_1693,heuristic_multi:gene
cds-WP_011294328.1,14,3,False,PMN2A_1694,heuristic_multi:gene
cds-WP_011294329.1,15,15,True,PMN2A_1695,heuristic_multi:gene
cds-WP_011294332.1,9,9,True,PMN2A_1698,heuristic_multi:gene
cds-WP_011294333.1,13,3,False,PMN2A_1699,heuristic_multi:gene
cds-WP_011294334.1,2,11,False,PMN2A_1700,heuristic_multi:gene
cds-WP_011294336.1,13,3,False,PMN2A_1702,heuristic_multi:gene
cds-WP_011294337.1,13,3,False,PMN2A_1703,heuristic_multi:gene
cds-WP_011294338.1,5,6,False,PMN2A_1704,heuristic_multi:gene
cds-WP_011294339.1,13,3,False,PMN2A_1705,heuristic_multi:gene
cds-WP_011294340.1,3,3,True,PMN2A_1706,heuristic_multi:gene
cds-WP_011294341.1,12,13,False,PMN2A_1707,heuristic_multi:gene
cds-WP_011294342.1,12,13,False,PMN2A_1708,heuristic_multi:gene
cds-WP_011294343.1,13,3,False,PMN2A_1709,heuristic_multi:gene
cds-WP_011294344.1,4,4,True,PMN2A_1710,heuristic_multi:gene
cds-WP_011294345.1,4,4,True,PMN2A_1711,heuristic_multi:gene
cds-WP_011294346.1,6,7,False,PMN2A_1712,heuristic_multi:gene
cds-WP_011294347.1,12,4,False,PMN2A_1713,heuristic_multi:gene
cds-WP_011294348.1,5,1,False,PMN2A_1714,multi:gene
cds-WP_011294349.1,6,12,False,PMN2A_1715,multi:gene
cds-WP_011294350.1,1,1,True,PMN2A_1716,heuristic_multi:gene
cds-WP_011294351.1,1,1,True,PMN2A_1718,multi:gene
cds-WP_011294351.1-2,1,15,False,PMN2A_0602,multi:gene
cds-WP_011294352.1,12,12,True,PMN2A_1719,heuristic_multi:gene
cds-WP_011294353.1,12,14,False,PMN2A_1720,heuristic_multi:gene
cds-WP_011294354.1,4,8,False,PMN2A_1721,heuristic_multi:gene
cds-WP_011294355.1,4,4,True,PMN2A_1722,heuristic_multi:gene
cds-WP_011294356.1,4,4,True,PMN2A_1723,heuristic_multi:gene
cds-WP_011294357.1,10,10,True,PMN2A_1724,heuristic_multi:gene
cds-WP_011294358.1,10,2,False,PMN2A_1725,multi:gene
cds-WP_011294359.1,15,7,False,PMN2A_1726,heuristic_multi:gene
cds-WP_011294360.1,2,8,False,PMN2A_1727,heuristic_multi:gene
cds-WP_011294361.1,2,7,False,PMN2A_1728,heuristic_multi:gene
cds-WP_011294362.1,2,7,False,PMN2A_1729,heuristic_multi:gene
cds-WP_011294363.1,8,7,False,PMN2A_1730,heuristic_multi:gene
cds-WP_011294364.1,8,8,True,PMN2A_1731,multi:gene
cds-WP_011294366.1,6,6,True,PMN2A_1733,heuristic_multi:gene
cds-WP_011294367.1,6,13,False,PMN2A_1734,heuristic_multi:gene
cds-WP_011294368.1,6,11,False,PMN2A_1735,heuristic_multi:gene
cds-WP_011294369.1,10,10,True,PMN2A_1736,heuristic_multi:gene
cds-WP_011294370.1,12,12,True,PMN2A_1737,heuristic_multi:gene
cds-WP_011294371.1,5,15,False,PMN2A_1738,heuristic_multi:gene
cds-WP_011294372.1,10,7,False,PMN2A_1739,heuristic_multi:gene
cds-WP_011294373.1,10,7,False,PMN2A_1740,heuristic_multi:gene
cds-WP_011294374.1,10,7,False,PMN2A_1741,heuristic_multi:gene
cds-WP_011294375.1,8,8,True,PMN2A_1742,heuristic_multi:gene
cds-WP_011294376.1,2,8,False,PMN2A_1743,heuristic_multi:gene
cds-WP_011294377.1,5,11,False,PMN2A_1744,heuristic_multi:gene
cds-WP_011294378.1,13,11,False,PMN2A_1745,heuristic_multi:gene
cds-WP_011294379.1,3,13,False,PMN2A_1746,heuristic_multi:gene
cds-WP_011294380.1,10,8,False,PMN2A_1747,heuristic_multi:gene
cds-WP_011294381.1,2,8,False,PMN2A_1748,heuristic_multi:gene
cds-WP_011294382.1,5,11,False,PMN2A_1749,heuristic_multi:gene
cds-WP_011294383.1,14,4,False,PMN2A_1750,heuristic_multi:gene
cds-WP_011294384.1,2,15,False,PMN2A_1751,heuristic_multi:gene
cds-WP_011294385.1,15,15,True,PMN2A_1752,heuristic_multi:gene
cds-WP_011294387.1,5,11,False,PMN2A_1754,heuristic_multi:gene
cds-WP_011294388.1,10,7,False,PMN2A_1755,multi:gene
cds-WP_011294389.1,5,1,False,PMN2A_1756,heuristic_multi:gene
cds-WP_011294390.1,1,1,True,PMN2A_1757,heuristic_multi:gene
cds-WP_011294391.1,11,14,False,PMN2A_1758,heuristic_multi:gene
cds-WP_011294392.1,14,11,False,PMN2A_1759,heuristic_multi:gene
cds-WP_011294393.1,14,11,False,PMN2A_1760,heuristic_multi:gene
cds-WP_011294394.1,9,1,False,PMN2A_1761,heuristic_multi:gene
cds-WP_011294395.1,12,12,True,PMN2A_1762,heuristic_multi:gene
cds-WP_011294396.1,9,9,True,PMN2A_1763,heuristic_multi:gene
cds-WP_011294397.1,15,15,True,PMN2A_1764,heuristic_multi:gene
cds-WP_011294398.1,8,2,False,PMN2A_1765,multi:gene
cds-WP_011294399.1,15,9,False,PMN2A_1766,heuristic_multi:gene
cds-WP_011294400.1,9,9,True,PMN2A_1767,heuristic_multi:gene
cds-WP_011294401.1,10,10,True,PMN2A_1768,heuristic_multi:gene
cds-WP_011294402.1,10,7,False,PMN2A_1769,heuristic_multi:gene
cds-WP_011294403.1,8,8,True,PMN2A_1770,heuristic_multi:gene
cds-WP_011294404.1,10,8,False,PMN2A_1771,heuristic_multi:gene
cds-WP_011294405.1,10,7,False,PMN2A_1772,heuristic_multi:gene
cds-WP_011294406.1,9,9,True,PMN2A_1773,heuristic_multi:gene
cds-WP_011294407.1,10,7,False,PMN2A_1774,heuristic_multi:gene
cds-WP_011294408.1,7,7,True,PMN2A_1775,heuristic_multi:gene
cds-WP_011294409.1,10,7,False,PMN2A_1776,heuristic_multi:gene
cds-WP_011294410.1,10,9,False,PMN2A_1777,heuristic_multi:gene
cds-WP_011294411.1,7,9,False,PMN2A_1778,heuristic_multi:gene
cds-WP_011294412.1,7,9,False,PMN2A_1779,heuristic_multi:gene
cds-WP_011294413.1,7,9,False,PMN2A_1780,heuristic_multi:gene
cds-WP_011294414.1,9,9,True,PMN2A_1781,heuristic_multi:gene
cds-WP_011294415.1,6,4,False,PMN2A_1782,heuristic_multi:gene
cds-WP_011294416.1,5,15,False,PMN2A_1783,heuristic_multi:gene
cds-WP_011294418.1,13,13,True,PMN2A_1785,heuristic_multi:gene
cds-WP_011294419.1,11,13,False,PMN2A_1786,heuristic_multi:gene
cds-WP_011294420.1,9,7,False,PMN2A_1787,heuristic_multi:gene
cds-WP_011294421.1,7,7,True,PMN2A_1788,multi:gene
cds-WP_011294422.1,13,13,True,PMN2A_1789,heuristic_multi:gene
cds-WP_011294424.1,14,3,False,PMN2A_1791,heuristic_multi:gene
cds-WP_011294425.1,14,3,False,PMN2A_1792,heuristic_multi:gene
cds-WP_011294426.1,3,3,True,PMN2A_1793,multi:gene
cds-WP_011294427.1,3,3,True,PMN2A_1794,heuristic_multi:gene
cds-WP_011294428.1,8,2,False,PMN2A_1795,heuristic_multi:gene
cds-WP_011294429.1,2,2,True,PMN2A_1796,heuristic_multi:gene
cds-WP_011294430.1,11,11,True,PMN2A_1797,heuristic_multi:gene
cds-WP_011294431.1,13,3,False,PMN2A_1798,heuristic_multi:gene
cds-WP_011294432.1,2,12,False,PMN2A_1799,heuristic_multi:gene
cds-WP_011294433.1,13,3,False,PMN2A_1800,heuristic_multi:gene
cds-WP_011294434.1,13,3,False,PMN2A_1801,heuristic_multi:gene
cds-WP_011294435.1,5,3,False,PMN2A_1802,heuristic_multi:gene
cds-WP_011294436.1,5,5,True,PMN2A_1803,heuristic_multi:gene
cds-WP_011294437.1,5,1,False,PMN2A_1804,multi:gene
cds-WP_011294438.1,10,7,False,PMN2A_1805,heuristic_multi:gene
cds-WP_011294439.1,11,3,False,PMN2A_1806,heuristic_multi:gene
cds-WP_011294440.1,3,3,True,PMN2A_1808,heuristic_multi:gene
cds-WP_011294441.1,5,11,False,PMN2A_1809,heuristic_multi:gene
cds-WP_011294442.1,10,7,False,PMN2A_1810,heuristic_multi:gene
cds-WP_011294443.1,7,7,True,PMN2A_1811,heuristic_multi:gene
cds-WP_011294444.1,9,7,False,PMN2A_1812,heuristic_multi:gene
cds-WP_011294445.1,9,9,True,PMN2A_1813,heuristic_multi:gene
cds-WP_011294446.1,9,9,True,PMN2A_1814,heuristic_multi:gene
cds-WP_011294447.1,15,9,False,PMN2A_1815,heuristic_multi:gene
cds-WP_011294449.1,10,2,False,PMN2A_1817,heuristic_multi:gene
cds-WP_011294450.1,14,14,True,PMN2A_1818,heuristic_multi:gene
cds-WP_011294451.1,14,11,False,PMN2A_1819,heuristic_multi:gene
cds-WP_011294452.1,1,1,True,PMN2A_1820,heuristic_multi:gene
cds-WP_011294453.1,1,1,True,PMN2A_1821,multi:gene
cds-WP_011294454.1,4,8,False,PMN2A_1822,heuristic_multi:gene
cds-WP_011294455.1,4,4,True,PMN2A_1823,heuristic_multi:gene
cds-WP_011294456.1,4,4,True,PMN2A_1824,heuristic_multi:gene
cds-WP_011294457.1,6,12,False,PMN2A_1825,heuristic_multi:gene
cds-WP_011294458.1,4,10,False,PMN2A_1826,heuristic_multi:gene
cds-WP_011294459.1,13,13,True,PMN2A_1827,heuristic_multi:gene
cds-WP_011294460.1,13,13,True,PMN2A_1828,heuristic_multi:gene
cds-WP_011294461.1,4,4,True,PMN2A_1829,heuristic_multi:gene
cds-WP_011294462.1,7,7,True,PMN2A_1830,heuristic_multi:gene
cds-WP_011294463.1,1,1,True,PMN2A_1831,heuristic_multi:gene
cds-WP_011294464.1,1,1,True,PMN2A_1832,heuristic_multi:gene
cds-WP_011294465.1,1,1,True,PMN2A_1833,heuristic_multi:gene
cds-WP_011294466.1,6,6,True,PMN2A_1834,heuristic_multi:gene
cds-WP_011294467.1,9,9,True,PMN2A_1835,heuristic_multi:gene
cds-WP_011294468.1,5,14,False,PMN2A_1836,heuristic_multi:gene
cds-WP_011294469.1,4,15,False,PMN2A_1837,heuristic_multi:gene
cds-WP_011294470.1,2,2,True,PMN2A_1838,heuristic_multi:gene
cds-WP_011294471.1,3,3,True,PMN2A_1839,heuristic_multi:gene
cds-WP_011294472.1,13,3,False,PMN2A_1840,heuristic_multi:gene
cds-WP_011294473.1,14,1,False,PMN2A_1841,heuristic_multi:gene
cds-WP_011294474.1,1,5,False,PMN2A_1842,heuristic_multi:gene
cds-WP_011294475.1,5,1,False,PMN2A_1843,heuristic_multi:gene
cds-WP_011294476.1,13,4,False,PMN2A_1844,heuristic_multi:gene
cds-WP_011294477.1,7,9,False,PMN2A_1845,heuristic_multi:gene
cds-WP_011294478.1,9,9,True,PMN2A_1846,heuristic_multi:gene
cds-WP_011294479.1,3,13,False,PMN2A_1847,heuristic_multi:gene
cds-WP_011294480.1,10,6,False,PMN2A_1848,heuristic_multi:gene
cds-WP_011294481.1,4,8,False,PMN2A_1849,heuristic_multi:gene
cds-WP_011294482.1,4,8,False,PMN2A_1850,heuristic_multi:gene
cds-WP_011294483.1,10,9,False,PMN2A_1851,heuristic_multi:gene
cds-WP_011294484.1,6,7,False,PMN2A_1852,heuristic_multi:gene
cds-WP_011294485.1,9,9,True,PMN2A_1853,heuristic_multi:gene
cds-WP_011294486.1,9,7,False,PMN2A_1854,heuristic_multi:gene
cds-WP_011294487.1,10,7,False,PMN2A_1855,heuristic_multi:gene
cds-WP_011294488.1,7,9,False,PMN2A_1856,heuristic_multi:gene
cds-WP_011294489.1,15,10,False,PMN2A_1857,heuristic_multi:gene
cds-WP_011294490.1,15,11,False,PMN2A_1858,heuristic_multi:gene
cds-WP_011294491.1,15,15,True,PMN2A_1859,heuristic_multi:gene
cds-WP_011294492.1,15,15,True,PMN2A_1860,heuristic_multi:gene
cds-WP_011294494.1,2,13,False,PMN2A_1862,heuristic_multi:gene
cds-WP_011294495.1,5,14,False,PMN2A_1863,heuristic_multi:gene
cds-WP_011294496.1,3,3,True,PMN2A_1864,heuristic_multi:gene
cds-WP_011294497.1,3,3,True,PMN2A_1865,heuristic_multi:gene
cds-WP_011294498.1,10,13,False,PMN2A_1866,multi:gene
cds-WP_011294499.1,3,3,True,PMN2A_1867,heuristic_multi:gene
cds-WP_011294501.1,4,4,True,PMN2A_1869,heuristic_multi:gene
cds-WP_011294502.1,4,8,False,PMN2A_1870,heuristic_multi:gene
cds-WP_011294503.1,13,12,False,PMN2A_1871,heuristic_multi:gene
cds-WP_011294504.1,6,4,False,PMN2A_1872,heuristic_multi:gene
cds-WP_011294505.1,4,10,False,PMN2A_1873,heuristic_multi:gene
cds-WP_011294506.1,4,10,False,PMN2A_1874,heuristic_multi:gene
cds-WP_011294507.1,4,10,False,PMN2A_1875,heuristic_multi:gene
cds-WP_011294508.1,5,14,False,PMN2A_1876,heuristic_multi:gene
cds-WP_011294509.1,14,3,False,PMN2A_1877,heuristic_multi:gene
cds-WP_011294510.1,5,11,False,PMN2A_1879,heuristic_multi:gene
cds-WP_011294511.1,1,14,False,PMN2A_1880,heuristic_multi:gene
cds-WP_011294512.1,1,14,False,PMN2A_1881,heuristic_multi:gene
cds-WP_011294513.1,1,14,False,PMN2A_1882,heuristic_multi:gene
cds-WP_011294514.1,5,14,False,PMN2A_1883,heuristic_multi:gene
cds-WP_011294515.1,5,14,False,PMN2A_1884,heuristic_multi:gene
cds-WP_011294516.1,5,14,False,PMN2A_1885,heuristic_multi:gene
cds-WP_011294517.1,13,13,True,PMN2A_1886,heuristic_multi:gene
cds-WP_011294518.1,13,13,True,PMN2A_1887,heuristic_multi:gene
cds-WP_011294519.1,14,13,False,PMN2A_1888,heuristic_multi:gene
cds-WP_011294521.1,14,13,False,PMN2A_1890,heuristic_multi:gene
cds-WP_011294522.1,11,3,False,PMN2A_1891,heuristic_multi:gene
cds-WP_011294523.1,3,13,False,PMN2A_1892,heuristic_multi:gene
cds-WP_011294524.1,5,12,False,PMN2A_1893,heuristic_multi:gene
cds-WP_011294525.1,12,12,True,PMN2A_1894,heuristic_multi:gene
cds-WP_011294526.1,12,4,False,PMN2A_0427,heuristic_multi:gene
cds-WP_011294527.1,8,8,True,PMN2A_0428,heuristic_multi:gene
cds-WP_011294528.1,15,1,False,PMN2A_0429,heuristic_multi:gene
cds-WP_011294530.1,9,15,False,PMN2A_0431,heuristic_multi:gene
cds-WP_011294531.1,13,14,False,PMN2A_0432,heuristic_multi:gene
cds-WP_011294532.1,5,5,True,PMN2A_RS10545,heuristic_multi:gene
cds-WP_011294533.1,5,5,True,PMN2A_0434,heuristic_multi:gene
cds-WP_011294534.1,12,12,True,PMN2A_0435,heuristic_multi:gene
cds-WP_011294535.1,5,11,False,PMN2A_0436,heuristic_multi:gene
cds-WP_011294536.1,8,2,False,PMN2A_0437,heuristic_multi:gene
cds-WP_011294537.1,4,8,False,PMN2A_0438,multi:gene
cds-WP_011294538.1,12,4,False,PMN2A_0439,heuristic_multi:gene
cds-WP_011294539.1,1,8,False,PMN2A_0440,heuristic_multi:gene
cds-WP_011294540.1,14,6,False,PMN2A_0441,heuristic_multi:gene
cds-WP_011294541.1,6,4,False,PMN2A_0442,heuristic_multi:gene
cds-WP_011294542.1,8,8,True,PMN2A_0443,multi:gene
cds-WP_011294543.1,8,8,True,PMN2A_0444,heuristic_multi:gene
cds-WP_011294544.1,14,13,False,PMN2A_0445,heuristic_multi:gene
cds-WP_011294545.1,4,4,True,PMN2A_0446,heuristic_multi:gene
cds-WP_011294546.1,12,12,True,PMN2A_0447,heuristic_multi:gene
cds-WP_011294548.1,15,2,False,PMN2A_0449,heuristic_multi:gene
cds-WP_011294549.1,6,9,False,PMN2A_0450,heuristic_multi:gene
cds-WP_011294551.1,2,2,True,PMN2A_0452,heuristic_multi:gene
cds-WP_011294554.1,6,6,True,PMN2A_0456,heuristic_multi:gene
cds-WP_011294555.1,4,4,True,PMN2A_0457,heuristic_multi:gene
cds-WP_011294557.1,3,3,True,PMN2A_0459,heuristic_multi:gene
cds-WP_011294558.1,3,13,False,PMN2A_0460,heuristic_multi:gene
cds-WP_011294559.1,6,6,True,PMN2A_0461,heuristic_multi:gene
cds-WP_011294560.1,4,6,False,PMN2A_0462,heuristic_multi:gene
cds-WP_011294561.1,8,10,False,PMN2A_0463,heuristic_multi:gene
cds-WP_011294562.1,5,11,False,PMN2A_0464,heuristic_multi:gene
cds-WP_011294563.1,5,13,False,PMN2A_0465,multi:gene
cds-WP_011294564.1,6,12,False,PMN2A_0466,heuristic_multi:gene
cds-WP_011294565.1,11,15,False,PMN2A_0467,multi:gene
cds-WP_011294566.1,5,11,False,PMN2A_0468,heuristic_multi:gene
cds-WP_011294567.1,2,2,True,PMN2A_0469,heuristic_multi:gene
cds-WP_011294568.1,6,4,False,PMN2A_0470,heuristic_multi:gene
cds-WP_011294569.1,12,4,False,PMN2A_0471,heuristic_multi:gene
cds-WP_011294570.1,7,9,False,PMN2A_0472,heuristic_multi:gene
cds-WP_011294571.1,7,9,False,PMN2A_0473,heuristic_multi:gene
cds-WP_011294573.1,6,7,False,PMN2A_0475,heuristic_multi:gene
cds-WP_011294574.1,1,1,True,PMN2A_0476,heuristic_multi:gene
cds-WP_011294575.1,7,9,False,PMN2A_0477,heuristic_multi:gene
cds-WP_011294576.1,4,8,False,PMN2A_0478,heuristic_multi:gene
cds-WP_011294577.1,10,7,False,PMN2A_0479,heuristic_multi:gene
cds-WP_011294578.1,8,7,False,PMN2A_0480,heuristic_multi:gene
cds-WP_011294579.1,8,8,True,PMN2A_0481,heuristic_multi:gene
cds-WP_011294580.1,8,8,True,PMN2A_0482,heuristic_multi:gene
cds-WP_011294581.1,6,8,False,PMN2A_0483,heuristic_multi:gene
cds-WP_011294582.1,4,4,True,PMN2A_0484,heuristic_multi:gene
cds-WP_011294583.1,4,8,False,PMN2A_0485,heuristic_multi:gene
cds-WP_011294584.1,6,10,False,PMN2A_0486,heuristic_multi:gene
cds-WP_011294585.1,12,6,False,PMN2A_0487,heuristic_multi:gene
cds-WP_011294586.1,9,7,False,PMN2A_0488,heuristic_multi:gene
cds-WP_011294587.1,2,9,False,PMN2A_0489,heuristic_multi:gene
cds-WP_011294588.1,15,9,False,PMN2A_0490,heuristic_multi:gene
cds-WP_011294589.1,1,1,True,PMN2A_0491,heuristic_multi:gene
cds-WP_011294590.1,7,7,True,PMN2A_0492,heuristic_multi:gene
cds-WP_011294591.1,2,1,False,PMN2A_0493,heuristic_multi:gene
cds-WP_011294593.1,6,4,False,PMN2A_0495,heuristic_multi:gene
cds-WP_011294594.1,8,9,False,PMN2A_0496,heuristic_multi:gene
cds-WP_011294595.1,6,4,False,PMN2A_0497,heuristic_multi:gene
cds-WP_011294596.1,6,10,False,PMN2A_0498,heuristic_multi:gene
cds-WP_011294597.1,6,4,False,PMN2A_0499,heuristic_multi:gene
cds-WP_011294598.1,6,12,False,PMN2A_0500,heuristic_multi:gene
cds-WP_011294599.1,4,10,False,PMN2A_0501,heuristic_multi:gene
cds-WP_011294600.1,12,6,False,PMN2A_0502,multi:gene
cds-WP_011294601.1,12,12,True,PMN2A_0503,heuristic_multi:gene
cds-WP_011294602.1,6,4,False,PMN2A_0504,heuristic_multi:gene
cds-WP_011294603.1,8,7,False,PMN2A_0505,heuristic_multi:gene
cds-WP_011294605.1,1,15,False,PMN2A_0507,multi:gene
cds-WP_011294605.1-2,15,1,False,PMN2A_0551,multi:gene
cds-WP_011294606.1,1,15,False,PMN2A_0508,heuristic_multi:gene
cds-WP_011294607.1,8,2,False,PMN2A_0510,heuristic_multi:gene
cds-WP_011294608.1,2,8,False,PMN2A_0511,heuristic_multi:gene
cds-WP_011294609.1,2,8,False,PMN2A_0512,heuristic_multi:gene
cds-WP_011294610.1,10,2,False,PMN2A_0513,heuristic_multi:gene
cds-WP_011294612.1,4,8,False,PMN2A_0515,heuristic_multi:gene
cds-WP_011294613.1,6,7,False,PMN2A_0516,heuristic_multi:gene
cds-WP_011294614.1,15,2,False,PMN2A_0517,heuristic_multi:gene
cds-WP_011294615.1,4,7,False,PMN2A_0518,heuristic_multi:gene
cds-WP_011294616.1,10,7,False,PMN2A_0519,heuristic_multi:gene
cds-WP_011294617.1,10,8,False,PMN2A_0520,heuristic_multi:gene
cds-WP_011294618.1,2,2,True,PMN2A_0521,heuristic_multi:gene
cds-WP_011294619.1,10,7,False,PMN2A_0522,multi:gene
cds-WP_011294620.1,8,8,True,PMN2A_0523,heuristic_multi:gene
cds-WP_011294621.1,2,2,True,PMN2A_0524,heuristic_multi:gene
cds-WP_011294623.1,13,13,True,PMN2A_0526,heuristic_multi:gene
cds-WP_011294624.1,5,5,True,PMN2A_0527,heuristic_multi:gene
cds-WP_011294625.1,1,5,False,PMN2A_0528,heuristic_multi:gene
cds-WP_011294626.1,9,9,True,PMN2A_0529,heuristic_multi:gene
cds-WP_011294627.1,2,9,False,PMN2A_0530,multi:gene
cds-WP_011294628.1,4,7,False,PMN2A_0531,multi:gene
cds-WP_011294629.1,2,15,False,PMN2A_0532,heuristic_multi:gene
cds-WP_011294630.1,10,7,False,PMN2A_0533,heuristic_multi:gene
cds-WP_011294633.1,1,15,False,PMN2A_0536,heuristic_multi:gene
cds-WP_011294634.1,14,11,False,PMN2A_0537,heuristic_multi:gene
cds-WP_011294635.1,6,4,False,PMN2A_0538,heuristic_multi:gene
cds-WP_011294636.1,1,15,False,PMN2A_0539,heuristic_multi:gene
cds-WP_011294637.1,6,14,False,PMN2A_0540,multi:gene
cds-WP_011294638.1,10,7,False,PMN2A_0541,heuristic_multi:gene
cds-WP_011294639.1,6,12,False,PMN2A_0542,heuristic_multi:gene
cds-WP_011294640.1,6,4,False,PMN2A_0543,heuristic_multi:gene
cds-WP_011294641.1,2,2,True,PMN2A_0544,heuristic_multi:gene
cds-WP_011294642.1,4,8,False,PMN2A_0545,heuristic_multi:gene
cds-WP_011294643.1,4,7,False,PMN2A_0546,heuristic_multi:gene
cds-WP_011294644.1,12,12,True,PMN2A_0547,heuristic_multi:gene
cds-WP_011294646.1,6,8,False,PMN2A_0549,heuristic_multi:gene
cds-WP_011294647.1,4,7,False,PMN2A_0550,heuristic_multi:gene
cds-WP_011294649.1,13,13,True,PMN2A_0554,heuristic_multi:gene
cds-WP_011294651.1,14,11,False,PMN2A_0556,heuristic_multi:gene
cds-WP_011294652.1,14,14,True,PMN2A_0557,heuristic_multi:gene
cds-WP_011294653.1,2,8,False,PMN2A_0559,heuristic_multi:gene
cds-WP_011294654.1,2,8,False,PMN2A_0560,heuristic_multi:gene
cds-WP_011294657.1,10,9,False,PMN2A_0563,heuristic_multi:gene
cds-WP_011294659.1,4,8,False,PMN2A_0565,multi:gene
cds-WP_011294660.1,4,7,False,PMN2A_0566,heuristic_multi:gene
cds-WP_011294661.1,3,11,False,PMN2A_0567,heuristic_multi:gene
cds-WP_011294662.1,12,12,True,PMN2A_0568,heuristic_multi:gene
cds-WP_011294663.1,1,1,True,PMN2A_0569,multi:gene
cds-WP_011294665.1,9,9,True,PMN2A_0571,heuristic_multi:gene
cds-WP_011294666.1,4,4,True,PMN2A_0572,heuristic_multi:gene
cds-WP_011294669.1,2,7,False,PMN2A_0575,multi:gene
cds-WP_011294670.1,1,1,True,PMN2A_0579,heuristic_multi:gene
cds-WP_011294671.1,1,1,True,PMN2A_0580,heuristic_multi:gene
cds-WP_011294672.1,10,9,False,PMN2A_0581,heuristic_multi:gene
cds-WP_011294673.1,3,13,False,PMN2A_0582,heuristic_multi:gene
cds-WP_011294675.1,13,6,False,PMN2A_0584,heuristic_multi:gene
cds-WP_011294676.1,15,15,True,PMN2A_0585,heuristic_multi:gene
cds-WP_011294679.1,14,12,False,PMN2A_0588,heuristic_multi:gene
cds-WP_011294680.1,1,1,True,PMN2A_0589,multi:gene
cds-WP_011294682.1,9,9,True,PMN2A_0591,multi:gene
cds-WP_011294683.1,1,15,False,PMN2A_0592,heuristic_multi:gene
cds-WP_011294684.1,15,9,False,PMN2A_0593,heuristic_multi:gene
cds-WP_011294685.1,15,9,False,PMN2A_0594,heuristic_multi:gene
cds-WP_011294686.1,13,13,True,PMN2A_0595,heuristic_multi:gene
cds-WP_011294688.1,15,10,False,PMN2A_0597,heuristic_multi:gene
cds-WP_011294689.1,6,6,True,PMN2A_0598,heuristic_multi:gene
cds-WP_011294690.1,4,10,False,PMN2A_0599,multi:gene
cds-WP_011294691.1,9,9,True,PMN2A_0600,heuristic_multi:gene
cds-WP_011294692.1,10,7,False,PMN2A_0601,heuristic_multi:gene
cds-WP_011294694.1,4,7,False,PMN2A_0605,heuristic_multi:gene
cds-WP_011294695.1,4,8,False,PMN2A_0606,heuristic_multi:gene
cds-WP_011294696.1,6,10,False,PMN2A_0607,heuristic_multi:gene
cds-WP_011294699.1,6,10,False,PMN2A_0610,heuristic_multi:gene
cds-WP_011294700.1,2,8,False,PMN2A_0611,heuristic_multi:gene
cds-WP_011294701.1,7,7,True,PMN2A_0612,heuristic_multi:gene
cds-WP_011294702.1,9,9,True,PMN2A_0613,heuristic_multi:gene
cds-WP_011294703.1,9,9,True,PMN2A_0614,heuristic_multi:gene
cds-WP_011294704.1,15,9,False,PMN2A_0615,heuristic_multi:gene
cds-WP_011294705.1,10,9,False,PMN2A_0616,heuristic_multi:gene
cds-WP_011294706.1,10,9,False,PMN2A_0617,heuristic_multi:gene
cds-WP_011294707.1,1,15,False,PMN2A_0618,heuristic_multi:gene
cds-WP_011294709.1,10,7,False,PMN2A_0620,heuristic_multi:gene
cds-WP_011294710.1,13,13,True,PMN2A_0621,heuristic_multi:gene
cds-WP_011294712.1,1,1,True,PMN2A_0623,heuristic_multi:gene
cds-WP_011294713.1,6,8,False,PMN2A_0624,multi:gene
cds-WP_011294714.1,11,11,True,PMN2A_0625,heuristic_multi:gene
cds-WP_011294716.1,12,14,False,PMN2A_0627,multi:gene
cds-WP_011294718.1,3,3,True,PMN2A_0629,heuristic_multi:gene
cds-WP_011294721.1,13,3,False,PMN2A_0632,heuristic_multi:gene
cds-WP_011294722.1,13,3,False,PMN2A_0633,heuristic_multi:gene
cds-WP_011294723.1,5,11,False,PMN2A_0634,multi:gene
cds-WP_011294724.1,14,13,False,PMN2A_0635,heuristic_multi:gene
cds-WP_011294725.1,14,6,False,PMN2A_0636,heuristic_multi:gene
cds-WP_011294727.1,14,11,False,PMN2A_0638,heuristic_multi:gene
cds-WP_011294728.1,5,11,False,PMN2A_0639,heuristic_multi:gene
