gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
SYNC_RS09455,,SYNC_RS09455,sync_2054,Protein Homology,1827571.0,1828377.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619969.1,lipopolysaccharide assembly protein LapB,WP_237699199.1,,,,,sync_2054,1827472.0,1828377.0,+,CK_Syn_CC9311_02054,Pitt,,CK_00001840,"J.8,L.5","Photosystem II,Other","COG0457,NOG74703,NOG238201,NOG146665,NOG149979,NOG294919,bactNOG15254,bactNOG95525,cyaNOG00905","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [I] Lipid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,photosystem II assembly factor,"PS50293,IPR013026,IPR011990","TPR repeat region circular profile.,Tetratricopeptide repeat-containing domain,Tetratricopeptide-like helical domain superfamily","164,189","Energy metabolism / Photosynthesis,Protein fate / Other"
SYNC_RS09460,,SYNC_RS09460,sync_2055,Protein Homology,1828343.0,1828648.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619970.1,hypothetical protein,WP_011619970.1,,,,,sync_2055,1828343.0,1828648.0,-,CK_Syn_CC9311_02055,sync_2055,,CK_00001908,,,"NOG138138,bactNOG74436,cyaNOG07924","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
xth,xth,SYNC_RS09465,sync_2056,Protein Homology,1828709.0,1829533.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619971.1,exodeoxyribonuclease III,WP_011619971.1,"GO:0006281,GO:0008311",,double-stranded DNA 3'-5' DNA exonuclease activity|0008311||IEA,DNA repair|0006281||IEA,sync_2056,1828709.0,1829533.0,+,CK_Syn_CC9311_02056,xthA,"GO:0006281,GO:0004529,GO:0008853,GO:0004518,GO:0003677,GO:0004519,GO:0005622",CK_00000144,"D.1.7,F.1.1","Trace metals,Base excision repair","COG0708,bactNOG07222,bactNOG02939,cyaNOG00444","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",3.1.11.2,Transferred to 3.1.11.2,"DNA repair,DNA repair,exodeoxyribonuclease activity,exodeoxyribonuclease III activity,nuclease activity,DNA binding,endonuclease activity,DNA repair,exodeoxyribonuclease activity,exodeoxyribonuclease III activity,nuclease activity,DNA binding,endonuclease activity,intracellular",exodeoxyribonuclease III,"TIGR00195,TIGR00633,PF03372,PS00726,PS51435,IPR004808,IPR005135,IPR020847","exodeoxyribonuclease III,exodeoxyribonuclease III (xth),Endonuclease/Exonuclease/phosphatase family,AP endonucleases family 1 signature 1.,AP endonucleases family 1 profile.,AP endonuclease 1,Endonuclease/exonuclease/phosphatase,AP endonuclease 1%2C binding site",132,DNA metabolism / DNA replication%2C recombination%2C and repair
SYNC_RS09470,,SYNC_RS09470,sync_2057,Protein Homology,1829571.0,1831085.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619972.1,FAD-linked oxidase C-terminal domain-containing protein,WP_049750350.1,"GO:0003824,GO:0050660",,"catalytic activity|0003824||IEA,flavin adenine dinucleotide binding|0050660||IEA",,sync_2057,1829571.0,1831088.0,-,CK_Syn_CC9311_02057,glcD1,"GO:0009441,GO:0050660,GO:0003824,GO:0008891,GO:0016491,GO:0009339",CK_00001417,G.3,Glycolate pathway,"COG0277,bactNOG00033,cyaNOG01199","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion","1.1.3.15,1.1.99.14","(S)-2-hydroxy-acid oxidase%3B hydroxy-acid oxidase A%3B hydroxy-acid oxidase B%3B glycolate oxidase%3B L-2-hydroxy acid oxidase%3B hydroxyacid oxidase A%3B L-alpha-hydroxy acid oxidase,glycolate dehydrogenase%3B glycolate oxidoreductase%3B glycolic acid dehydrogenase%3B glycolate:(acceptor) 2-oxidoreductase","glycolate metabolic process,glycolate metabolic process,flavin adenine dinucleotide binding,catalytic activity,glycolate oxidase activity,oxidoreductase activity,glycolate metabolic process,flavin adenine dinucleotide binding,catalytic activity,glycolate oxidase activity,oxidoreductase activity,glycolate oxidase complex",glycolate oxidase,"PF01565,PF02913,PS51387,IPR016166,IPR006094,IPR004113","FAD binding domain,FAD linked oxidases%2C C-terminal domain,PCMH-type FAD-binding domain profile.,FAD-binding domain%2C PCMH-type,FAD linked oxidase%2C N-terminal,FAD-linked oxidase%2C C-terminal",164,Energy metabolism / Photosynthesis
hemL,hemL,SYNC_RS09475,sync_2058,Protein Homology,1831180.0,1832481.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011933719.1,glutamate-1-semialdehyde 2%2C1-aminomutase,WP_041426648.1,"GO:0033014,GO:0042286",,glutamate-1-semialdehyde 2%2C1-aminomutase activity|0042286||IEA,tetrapyrrole biosynthetic process|0033014||IEA,sync_2058,1831165.0,1832481.0,+,CK_Syn_CC9311_02058,hemL,"GO:0006779,GO:0033014,GO:0042286,GO:0008483,GO:0030170,GO:0042286,GO:0005737",CK_00000098,"B.10.2,B.5.2,B.5.3","Cobalamin (b12),Chlorophylls and porphyrins,Hemes and phycobilins","COG0001,bactNOG06647,bactNOG00962,cyaNOG02201","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",5.4.3.8,glutamate-1-semialdehyde 2%2C1-aminomutase%3B glutamate-1-semialdehyde aminotransferase,"porphyrin-containing compound biosynthetic process,tetrapyrrole biosynthetic process,porphyrin-containing compound biosynthetic process,tetrapyrrole biosynthetic process,glutamate-1-semialdehyde 2%2C1-aminomutase activity,transaminase activity,pyridoxal phosphate binding,glutamate-1-semialdehyde 2%2C1-aminomutase activity,porphyrin-containing compound biosynthetic process,tetrapyrrole biosynthetic process,glutamate-1-semialdehyde 2%2C1-aminomutase activity,transaminase activity,pyridoxal phosphate binding,glutamate-1-semialdehyde 2%2C1-aminomutase activity,cytoplasm",glutamate-1-semialdehyde-2%2C1-aminomutase,"TIGR00713,PF00202,PS00600,IPR005814,IPR004639","glutamate-1-semialdehyde-2%2C1-aminomutase,Aminotransferase class-III,Aminotransferases class-III pyridoxal-phosphate attachment site.,Aminotransferase class-III,Tetrapyrrole biosynthesis%2C glutamate-1-semialdehyde aminotransferase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin
SYNC_RS09480,,SYNC_RS09480,sync_2059,Protein Homology,1832631.0,1833719.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853437.1,carbohydrate porin,WP_237699200.1,"GO:0008643,GO:0015288,GO:0016020",membrane|0016020||IEA,porin activity|0015288||IEA,carbohydrate transport|0008643||IEA,sync_2059,1832673.0,1833719.0,+,CK_Syn_CC9311_02059,sync_2059,"GO:0006810,GO:0016853,GO:0042286,GO:0008483,GO:0016740,GO:0005215,GO:0016021",CK_00002231,,,COG3659,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,5.4.3.8,glutamate-1-semialdehyde 2%2C1-aminomutase%3B glutamate-1-semialdehyde aminotransferase,"transport,transport,isomerase activity,glutamate-1-semialdehyde 2%2C1-aminomutase activity,transaminase activity,transferase activity,transporter activity,transport,isomerase activity,glutamate-1-semialdehyde 2%2C1-aminomutase activity,transaminase activity,transferase activity,transporter activity,integral component of membrane",glutamate-1-semialdehyde aminotransferase domainprotein,"PF04966,IPR007049","Carbohydrate-selective porin%2C OprB family,Carbohydrate-selective porin OprB","141,703","Transport and binding proteins / Unknown substrate,Unknown function / Enzymes of unknown specificity"
SYNC_RS09485,,SYNC_RS09485,sync_2060,Protein Homology,1833726.0,1834682.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619975.1,DUF481 domain-containing protein,WP_011619975.1,,,,,sync_2060,1833726.0,1834682.0,+,CK_Syn_CC9311_02060,sync_2060,,CK_00002011,,,"COG1629,NOG271162,COG2931,NOG41845,bactNOG85761,bactNOG86206,cyaNOG06954","COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF04338,IPR007433","Protein of unknown function%2C DUF481,Protein of unknown function DUF481",156,Hypothetical proteins / Conserved
SYNC_RS09490,,SYNC_RS09490,sync_2061,Protein Homology,1834906.0,1835400.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006043551.1,YajQ family cyclic di-GMP-binding protein,WP_011619976.1,,,,,sync_2061,1834906.0,1835400.0,-,CK_Syn_CC9311_02061,yajQ,"GO:0006974,GO:0000049,GO:0005515,GO:0005524,GO:0005525,GO:0000166",CK_00000636,O.3,Other,"COG1666,bactNOG30514,cyaNOG02593,cyaNOG05089","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"cellular response to DNA damage stimulus,cellular response to DNA damage stimulus,tRNA binding,protein binding,ATP binding,GTP binding,nucleotide binding",cyclic-di-GMP-binding protein,"PF04461,IPR007551,IPR035570,IPR036183,IPR035571","Protein of unknown function (DUF520),Protein of unknown function DUF520,UPF0234%2C N-terminal,YajQ-like superfamily,UPF0234-like%2C C-terminal",710,Signal transduction / Other
SYNC_RS09495,,SYNC_RS09495,sync_2062,Protein Homology,1835716.0,1835958.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619977.1,hypothetical protein,WP_011619977.1,,,,,sync_2062,1835716.0,1835958.0,+,CK_Syn_CC9311_02062,sync_2062,,CK_00001856,,,COG0840,COG: NT,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS09500,,SYNC_RS09500,sync_2063,GeneMarkS-2+,1836002.0,1836316.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_237699201.1,,,,,sync_2063,1836002.0,1836328.0,-,CK_Syn_CC9311_02063,sync_2063,,CK_00043749,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS09505,,SYNC_RS09505,sync_2064,Protein Homology,1836538.0,1836882.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853442.1,hypothetical protein,WP_041427065.1,,,,,sync_2064,1836538.0,1836882.0,-,CK_Syn_CC9311_02064,sync_2064,,CK_00008655,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
SYNC_RS09510,,SYNC_RS09510,sync_2065,Protein Homology,1837134.0,1837373.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619980.1,hypothetical protein,WP_011619980.1,,,,,sync_2065,1837134.0,1837373.0,-,CK_Syn_CC9311_02065,sync_2065,,CK_00001923,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS15045,,SYNC_RS15045,sync_2068,Protein Homology,1838554.0,1838760.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619983.1,hypothetical protein,WP_011619983.1,,,,,sync_2068,1838554.0,1838760.0,-,CK_Syn_CC9311_02068,sync_2068,,CK_00001913,D.1.5,Phosphorus,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS09520,,SYNC_RS09520,sync_2069,Protein Homology,1838981.0,1839217.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619984.1,hypothetical protein,WP_011619984.1,,,,,sync_2069,1838981.0,1839217.0,+,CK_Syn_CC9311_02069,sync_2069,,CK_00002318,"D.1.9,R.2"," Other,Conserved hypothetical proteins",,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS09525,,SYNC_RS09525,sync_2071,Protein Homology,1839630.0,1839818.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619986.1,hypothetical protein,WP_237699202.1,,,,,sync_2071,1839606.0,1839818.0,+,CK_Syn_CC9311_02071,sync_2071,,CK_00003328,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved membrane protein,,,,
SYNC_RS09530,,SYNC_RS09530,sync_2072,Protein Homology,1839841.0,1840200.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619987.1,hypothetical protein,WP_237699203.1,,,,,sync_2072,1839829.0,1840200.0,+,CK_Syn_CC9311_02072,sync_2072,,CK_00002005,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS09535,,SYNC_RS09535,sync_2073,Protein Homology,1840446.0,1840775.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619988.1,DUF3104 domain-containing protein,WP_011619988.1,,,,,sync_2073,1840446.0,1840775.0,-,CK_Syn_CC9311_02073,sync_2073,,CK_00035937,R.2,Conserved hypothetical proteins,"NOG124702,bactNOG80858,cyaNOG08930","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein (DUF3104),"PF11302,IPR021453","Protein of unknown function (DUF3104),Protein of unknown function DUF3104",156,Hypothetical proteins / Conserved
SYNC_RS09540,,SYNC_RS09540,sync_2074,Protein Homology,1840998.0,1841183.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011932845.1,chlorophyll a/b-binding protein,WP_011619989.1,,,,,sync_2074,1840998.0,1841183.0,+,CK_Syn_CC9311_02074,hli,"GO:0009644,GO:0016020",CK_00008659,"D.1.2,J","Light,Photosynthesis and respiration",,,,,"response to high light intensity,response to high light intensity,membrane",high light inducible protein,"PF00504,IPR022796,IPR023329","Chlorophyll A-B binding protein,Chlorophyll A-B binding protein,Chlorophyll a/b binding domain superfamily",149,Cellular processes / Adaptations to atypical conditions
SYNC_RS09545,,SYNC_RS09545,sync_2075,Protein Homology,1841229.0,1841375.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620137.1,chlorophyll a/b-binding protein,WP_011619990.1,,,,,sync_2075,1841229.0,1841375.0,+,CK_Syn_CC9311_02075,hli,"GO:0009644,GO:0016020",CK_00000050,"D.1.2,D.1.7,J","Light,Trace metals,Photosynthesis and respiration","NOG145532,NOG268047,NOG294429,bactNOG79436,bactNOG80779,bactNOG76256,cyaNOG04638,cyaNOG08508","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",4.99.1.1,protoporphyrin ferrochelatase%3B ferro-protoporphyrin chelatase%3B iron chelatase (ambiguous)%3B heme synthetase (ambiguous)%3B heme synthase (ambiguous)%3B protoheme ferro-lyase%3B ferrochelatase (ambiguous),"response to high light intensity,response to high light intensity,membrane",high light inducible protein,"PF00504,IPR022796,IPR023329","Chlorophyll A-B binding protein,Chlorophyll A-B binding protein,Chlorophyll a/b binding domain superfamily",149,Cellular processes / Adaptations to atypical conditions
SYNC_RS13875,,SYNC_RS13875,sync_2077,Protein Homology,1842037.0,1842525.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619992.1,DUF2808 domain-containing protein,WP_237699204.1,,,,,sync_2077,1842037.0,1842573.0,-,CK_Syn_CC9311_02077,sync_2077,,CK_00046436,R.2,Conserved hypothetical proteins,,,,,,protein of unknown function (DUF2808),"PF10989,IPR021256","Protein of unknown function (DUF2808),Protein of unknown function DUF2808",156,Hypothetical proteins / Conserved
SYNC_RS09560,,SYNC_RS09560,sync_2080,Protein Homology,1844047.0,1845489.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619995.1,aldehyde dehydrogenase family protein,WP_011619995.1,,,,,sync_2080,1844047.0,1845489.0,-,CK_Syn_CC9311_02080,sync_2080,"GO:0008152,GO:0055114,GO:0016491",CK_00057089,,,"COG1012,bactNOG03225,cyaNOG00094","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"metabolic process,oxidation-reduction process,metabolic process,oxidation-reduction process,oxidoreductase activity",aldehyde dehydrogenase family protein,"PF00171,PS00687,IPR015590,IPR029510","Aldehyde dehydrogenase family,Aldehyde dehydrogenases glutamic acid active site.,Aldehyde dehydrogenase domain,Aldehyde dehydrogenase%2C glutamic acid active site","118,74","Energy metabolism / Pyruvate dehydrogenase,Amino acid biosynthesis / Pyruvate family"
SYNC_RS09565,,SYNC_RS09565,sync_2082,GeneMarkS-2+,1845803.0,1845994.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011619997.1,,,,,sync_2082,1845803.0,1845994.0,-,CK_Syn_CC9311_02082,sync_2082,,CK_00051434,,,,,,,,conserved hypothetical protein,,,856,Not Found
SYNC_RS09575,,SYNC_RS09575,sync_2084,Protein Homology,1846325.0,1847155.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619998.1,helix-turn-helix domain-containing protein,WP_011619998.1,GO:0003677,,DNA binding|0003677||IEA,,sync_2084,1846325.0,1847155.0,+,CK_Syn_CC9311_02084,sync_2084,,CK_00001219,,,"NOG14854,COG2188,COG2963,COG0760,bactNOG20813,cyaNOG02732","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,PS51257,Prokaryotic membrane lipoprotein lipid attachment site profile.,141,Transport and binding proteins / Unknown substrate
SYNC_RS09580,,SYNC_RS09580,sync_2085,Protein Homology,1847157.0,1847390.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010304355.1,hypothetical protein,WP_041427068.1,,,,,sync_2085,1847157.0,1847411.0,-,CK_Syn_CC9311_02085,sync_2085,GO:0016020,CK_00056424,R.2,Conserved hypothetical proteins,,,,,membrane,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
rsmI,rsmI,SYNC_RS09585,sync_2086,Protein Homology,1847411.0,1848277.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620000.1,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,WP_011620000.1,"GO:0000451,GO:0008649,GO:0008757",,"rRNA methyltransferase activity|0008649||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA",rRNA 2'-O-methylation|0000451||IEA,sync_2086,1847411.0,1848277.0,-,CK_Syn_CC9311_02086,rsmI,"GO:0006412,GO:0006450,GO:0032259,GO:0008168",CK_00000590,K.2,Ribosomal proteins: synthesis and modification,"COG0313,bactNOG01399,cyaNOG01152","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"translation,regulation of translational fidelity,methylation,translation,regulation of translational fidelity,methylation,methyltransferase activity",2-O-methyltransferase,"TIGR00096,PF00590,PS01296,IPR008189,IPR000878,IPR018063","16S rRNA (cytidine(1402)-2'-O)-methyltransferase,Tetrapyrrole (Corrin/Porphyrin) Methylases,RsmI AdoMet-dependent methyltransferase protein family signature.,rRNA small subunit methyltransferase I,Tetrapyrrole methylase,SAM-dependent methyltransferase RsmI%2C conserved site",168,Protein synthesis / tRNA and rRNA base modification
SYNC_RS09590,,SYNC_RS09590,sync_2087,Protein Homology,1848301.0,1849218.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620001.1,3'(2')%2C5'-bisphosphate nucleotidase CysQ,WP_011620001.1,,,,,sync_2087,1848301.0,1849218.0,+,CK_Syn_CC9311_02087,cysQ,GO:0046854,CK_00000591,E.7,Sulfur metabolism,"COG1218,bactNOG10935,bactNOG08319,bactNOG15911,bactNOG24044,cyaNOG00350,cyaNOG02320","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",3.1.3.7,3'(2')%2C5'-bisphosphate nucleotidase%3B phosphoadenylate 3'-nucleotidase%3B 3'-phosphoadenylylsulfate 3'-phosphatase%3B 3'(2')%2C5'-bisphosphonucleoside 3'(2')-phosphohydrolase,phosphatidylinositol phosphorylation,3'(2')%2C 5'-bisphosphate nucleotidase,"PF00459,PS00629,PS00630,IPR000760,IPR020583,IPR020550","Inositol monophosphatase family,Inositol monophosphatase family signature 1.,Inositol monophosphatase family signature 2.,Inositol monophosphatase-like,Inositol monophosphatase%2C metal-binding site,Inositol monophosphatase%2C conserved site",106,Central intermediary metabolism / Sulfur metabolism
SYNC_RS09595,,SYNC_RS09595,sync_2088,Protein Homology,1849236.0,1851401.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825274.1,polyribonucleotide nucleotidyltransferase,WP_011620002.1,"GO:0006396,GO:0006402,GO:0003723,GO:0004654",,"RNA binding|0003723||IEA,polyribonucleotide nucleotidyltransferase activity|0004654||IEA","RNA processing|0006396||IEA,mRNA catabolic process|0006402||IEA",sync_2088,1849236.0,1851401.0,-,CK_Syn_CC9311_02088,pnp,"GO:0006402,GO:0006396,GO:0004654,GO:0003723,GO:0003676,GO:0000175",CK_00000592,P.1,Degradation of RNA,"COG1185,bactNOG01337,cyaNOG01971","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.7.7.8,polyribonucleotide nucleotidyltransferase%3B polynucleotide phosphorylase%3B PNPase (ambiguous)%3B nucleoside diphosphate:polynucleotidyl transferase%3B polyribonucleotide phosphorylase,"mRNA catabolic process,RNA processing,mRNA catabolic process,RNA processing,polyribonucleotide nucleotidyltransferase activity,RNA binding,nucleic acid binding,3'-5'-exoribonuclease activity",polyribonucleotide nucleotidyltransferase,"TIGR03591,PF01138,PF00575,PF00013,PF03725,PF03726,PS50084,PS50126,IPR012162,IPR001247,IPR003029,IPR004088,IPR015847,IPR015848,IPR004087,IPR022967,IPR020568,IPR012340,IPR036612,IPR036345,IPR036456,IPR027408","polyribonucleotide nucleotidyltransferase,3' exoribonuclease family%2C domain 1,S1 RNA binding domain,KH domain,3' exoribonuclease family%2C domain 2,Polyribonucleotide nucleotidyltransferase%2C RNA binding domain,Type-1 KH domain profile.,S1 domain profile.,Polyribonucleotide nucleotidyltransferase,Exoribonuclease%2C phosphorolytic domain 1,S1 domain,K Homology domain%2C type 1,Exoribonuclease%2C phosphorolytic domain 2,Polyribonucleotide nucleotidyltransferase%2C RNA-binding domain,K Homology domain,RNA-binding domain%2C S1,Ribosomal protein S5 domain 2-type fold,Nucleic acid-binding%2C OB-fold,K Homology domain%2C type 1 superfamily,Exoribonuclease%2C PH domain 2 superfamily,Polyribonucleotide nucleotidyltransferase%2C RNA-binding domain superfamily,PNPase/RNase PH domain superfamily",134,Transcription / Degradation of RNA
rpsN,rpsN,SYNC_RS09600,sync_2089,Protein Homology,1851576.0,1851878.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824226.1,30S ribosomal protein S14,WP_011620003.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,sync_2089,1851576.0,1851878.0,-,CK_Syn_CC9311_02089,rpsN,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000593,K.2,Ribosomal proteins: synthesis and modification,"COG0199,bactNOG38490,cyaNOG06942,cyaNOG03375","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S14,"PF00253,PS00527,IPR001209,IPR018271","Ribosomal protein S14p/S29e,Ribosomal protein S14 signature.,Ribosomal protein S14,Ribosomal protein S14%2C conserved site",158,Protein synthesis / Ribosomal proteins: synthesis and modification
