gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
SY28_RS06195,,SY28_RS06195,SY28_06195,Protein Homology,24473,25693,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013761.1,efflux RND transporter periplasmic adaptor subunit,WP_027886802.1,"GO:0055085,GO:0022857,GO:0042802,GO:0016020",membrane|0016020||IEA,"transmembrane transporter activity|0022857||IEA,identical protein binding|0042802||IEA",transmembrane transport|0055085||IEA,,SY28_06195,
SY28_RS06200,,SY28_RS06200,SY28_06200,Protein Homology,25693,26694,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013760.1,TolC family protein,WP_027886801.1,"GO:0055085,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,transmembrane transport|0055085||IEA,,SY28_06200,
SY28_RS06205,,SY28_RS06205,SY28_06205,Protein Homology,26691,28019,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013759.1,TolC family protein,WP_051349790.1,"GO:0055085,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,transmembrane transport|0055085||IEA,,SY28_06205,
SY28_RS06210,,SY28_RS06210,SY28_06210,Protein Homology,28012,28488,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586921.1,MarR family winged helix-turn-helix transcriptional regulator,WP_223299568.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,SY28_06210,
SY28_RS06215,,SY28_RS06215,SY28_06215,Protein Homology,28593,28958,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586922.1,hypothetical protein,WP_027886798.1,,,,,,SY28_06215,
SY28_RS06220,,SY28_RS06220,SY28_06220,Protein Homology,29136,29609,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013756.1,GreA/GreB family elongation factor,WP_027886797.1,"GO:0006354,GO:0032784,GO:0003677,GO:0070063",,"DNA binding|0003677||IEA,RNA polymerase binding|0070063||IEA","DNA-templated transcription elongation|0006354||IEA,regulation of DNA-templated transcription elongation|0032784||IEA",,SY28_06220,
lysS,lysS,SY28_RS06225,SY28_06225,Protein Homology,29714,31222,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013755.1,lysine--tRNA ligase,WP_027886796.1,"GO:0006430,GO:0004824,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"lysine-tRNA ligase activity|0004824||IEA,ATP binding|0005524||IEA",lysyl-tRNA aminoacylation|0006430||IEA,,SY28_06225,6.1.1.6
SY28_RS06250,,SY28_RS06250,SY28_06250,Protein Homology,715,2058,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014509765.1,MBL fold metallo-hydrolase,WP_013013467.1,,,,,,SY28_06250,
SY28_RS06255,,SY28_RS06255,SY28_06255,Protein Homology,2081,2878,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013468.1,hypothetical protein,WP_043982540.1,,,,,,SY28_06255,
SY28_RS06260,,SY28_RS06260,SY28_06260,Protein Homology,3041,4531,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013469.1,leucyl aminopeptidase,WP_024050091.1,"GO:0006508,GO:0030145,GO:0070006",,"manganese ion binding|0030145||IEA,metalloaminopeptidase activity|0070006||IEA",proteolysis|0006508||IEA,,SY28_06260,3.4.11.1
SY28_RS06265,,SY28_RS06265,SY28_06265,Protein Homology,4630,5070,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013470.1,Fur family transcriptional regulator,WP_013013470.1,"GO:0006355,GO:0003677,GO:0003700,GO:0046872",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,metal ion binding|0046872||IEA",regulation of DNA-templated transcription|0006355||IEA,,SY28_06265,
SY28_RS06270,,SY28_RS06270,SY28_06270,Protein Homology,5375,5599,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586516.1,hypothetical protein,WP_131455676.1,,,,,,SY28_06270,
SY28_RS06275,,SY28_RS06275,SY28_06275,Protein Homology,5676,5966,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013472.1,hypothetical protein,WP_013013472.1,,,,,,SY28_06275,
SY28_RS06280,,SY28_RS06280,SY28_06280,Protein Homology,6341,6733,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586517.1,inorganic diphosphatase,WP_015586517.1,"GO:0006796,GO:0000287,GO:0004427,GO:0005737",cytoplasm|0005737||IEA,"magnesium ion binding|0000287||IEA,inorganic diphosphate phosphatase activity|0004427||IEA",phosphate-containing compound metabolic process|0006796||IEA,,SY28_06280,
thrS,thrS,SY28_RS06285,SY28_06285,Protein Homology,6790,8748,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013474.1,threonine--tRNA ligase,WP_043982542.1,"GO:0006435,GO:0004829,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"threonine-tRNA ligase activity|0004829||IEA,ATP binding|0005524||IEA",threonyl-tRNA aminoacylation|0006435||IEA,,SY28_06285,6.1.1.3
SY28_RS06290,,SY28_RS06290,SY28_06290,Protein Homology,8977,10194,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013476.1,MFS transporter,WP_027887804.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,SY28_06290,
SY28_RS06295,,SY28_RS06295,SY28_06295,Protein Homology,10178,11164,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013704312.1,tetratricopeptide repeat protein,WP_223299556.1,GO:0005515,,protein binding|0005515||IEA,,,SY28_06295,
sixA,sixA,SY28_RS06300,SY28_06300,Protein Homology,11284,11757,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013478.1,phosphohistidine phosphatase SixA,WP_027887806.1,"GO:0036211,GO:0101006,GO:0005737",cytoplasm|0005737||IEA,protein histidine phosphatase activity|0101006||IEA,protein modification process|0036211||IEA,,SY28_06300,
SY28_RS06305,,SY28_RS06305,SY28_06305,Protein Homology,11760,13268,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013479.1,Ppx/GppA phosphatase family protein,WP_036196969.1,,,,,,SY28_06305,
SY28_RS06310,,SY28_RS06310,SY28_06310,Protein Homology,13577,15463,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013480.1,polyphosphate kinase,WP_036196971.1,"GO:0006799,GO:0005524,GO:0008976,GO:0046872,GO:0009358",polyphosphate kinase complex|0009358||IEA,"ATP binding|0005524||IEA,polyphosphate kinase activity|0008976||IEA,metal ion binding|0046872||IEA",polyphosphate biosynthetic process|0006799||IEA,,SY28_06310,2.7.4.1
SY28_RS06315,,SY28_RS06315,SY28_06315,Protein Homology,15473,16450,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013481.1,ABC transporter ATP-binding protein,WP_027887809.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,SY28_06315,7.-.-.-
SY28_RS06320,,SY28_RS06320,SY28_06320,Protein Homology,16482,17963,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013482.1,ABC transporter permease,WP_027887810.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020",membrane|0016020||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,,SY28_06320,
SY28_RS06325,,SY28_RS06325,SY28_06325,Protein Homology,18150,19112,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013483.1,ABC transporter substrate-binding protein,WP_027887811.1,"GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,ABC-type transporter activity|0140359||IEA,,,SY28_06325,
SY28_RS06330,,SY28_RS06330,SY28_06330,Protein Homology,19217,19936,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013484.1,glycosyltransferase family 2 protein,WP_027887812.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,,SY28_06330,2.4.-.-
surE,surE,SY28_RS06335,SY28_06335,Protein Homology,20038,20772,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013485.1,5'/3'-nucleotidase SurE,WP_027887813.1,"GO:0008253,GO:0008254",,"5'-nucleotidase activity|0008253||IEA,3'-nucleotidase activity|0008254||IEA",,,SY28_06335,"3.1.3.5,3.1.3.6"
ychF,ychF,SY28_RS06340,SY28_06340,Protein Homology,20775,21893,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013486.1,redox-regulated ATPase YchF,WP_043982550.1,"GO:0005524,GO:0005525,GO:0016887",,"ATP binding|0005524||IEA,GTP binding|0005525||IEA,ATP hydrolysis activity|0016887||IEA",,,SY28_06340,
SY28_RS06345,,SY28_RS06345,SY28_06345,Protein Homology,22102,22344,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018110292.1,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,WP_043982553.1,"GO:0001558,GO:0003677,GO:0003700,GO:0097351",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,toxin sequestering activity|0097351||IEA",regulation of cell growth|0001558||IEA,,SY28_06345,
SY28_RS06350,,SY28_RS06350,SY28_06350,Protein Homology,22373,22888,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013488.1,DJ-1/PfpI family protein,WP_043982555.1,,,,,,SY28_06350,
SY28_RS06355,,SY28_RS06355,SY28_06355,Protein Homology,22920,24428,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013489.1,S10 family peptidase,WP_027887815.1,"GO:0006508,GO:0004185",,serine-type carboxypeptidase activity|0004185||IEA,proteolysis|0006508||IEA,,SY28_06355,3.4.16.-
SY28_RS06360,,SY28_RS06360,SY28_06360,Protein Homology,24497,25213,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586522.1,hypothetical protein,WP_027887816.1,,,,,,SY28_06360,
SY28_RS06365,,SY28_RS06365,SY28_06365,Protein Homology,25273,26544,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013491.1,S41 family peptidase,WP_027887817.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,,SY28_06365,3.4.21.-
SY28_RS06370,,SY28_RS06370,SY28_06370,Protein Homology,26568,26972,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013492.1,acyl-CoA thioesterase,WP_027887818.1,"GO:0016787,GO:0016790",,"hydrolase activity|0016787||IEA,thiolester hydrolase activity|0016790||IEA",,,SY28_06370,3.1.2.-
SY28_RS06375,,SY28_RS06375,SY28_06375,Protein Homology,27011,28780,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013493.1,M3 family oligoendopeptidase,WP_027887819.1,"GO:0006508,GO:0004222,GO:0008270",,"metalloendopeptidase activity|0004222||IEA,zinc ion binding|0008270||IEA",proteolysis|0006508||IEA,,SY28_06375,3.4.-.-
SY28_RS06380,,SY28_RS06380,SY28_06380,Protein Homology,28849,29043,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013494.1,hypothetical protein,WP_027887820.1,,,,,,SY28_06380,
SY28_RS06385,,SY28_RS06385,SY28_06385,Protein Homology,29081,29833,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013495.1,DUF4097 family beta strand repeat-containing protein,WP_027887821.1,,,,,,SY28_06385,
SY28_RS06390,,SY28_RS06390,SY28_06390,Protein Homology,29855,30298,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013496.1,SHOCT-like domain-containing protein,WP_027887822.1,,,,,,SY28_06390,
SY28_RS06395,,SY28_RS06395,SY28_06395,Protein Homology,30316,30651,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013497.1,hypothetical protein,WP_027887823.1,,,,,,SY28_06395,
SY28_RS06400,,SY28_RS06400,SY28_06400,Protein Homology,30670,31065,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013498.1,DUF2089 domain-containing protein,WP_027887824.1,,,,,,SY28_06400,
SY28_RS06405,,SY28_RS06405,SY28_06405,Protein Homology,31062,31555,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018112177.1,enoyl-CoA hydratase/isomerase family protein,WP_043982561.1,GO:0016829,,lyase activity|0016829||IEA,,,SY28_06405,
SY28_RS06410,,SY28_RS06410,SY28_06410,Protein Homology,3,1664,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013785.1,acyl-CoA carboxylase subunit beta,WP_027886825.1,"GO:0006633,GO:0003989,GO:0016874,GO:0009317",acetyl-CoA carboxylase complex|0009317||IEA,"acetyl-CoA carboxylase activity|0003989||IEA,ligase activity|0016874||IEA",fatty acid biosynthetic process|0006633||IEA,,SY28_06410,
SY28_RS06415,,SY28_RS06415,SY28_06415,Protein Homology,1811,3019,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013786.1,S8 family peptidase,WP_027886826.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,,SY28_06415,3.4.-.-
SY28_RS06420,,SY28_RS06420,SY28_06420,Protein Homology,3080,4255,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013787.1,vWA domain-containing protein,WP_027886827.1,GO:0009297,,,pilus assembly|0009297||IEA,,SY28_06420,
SY28_RS06425,,SY28_RS06425,SY28_06425,Protein Homology,4252,5148,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013788.1,AAA family ATPase,WP_027886828.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,,SY28_06425,
SY28_RS06430,,SY28_RS06430,SY28_06430,Protein Homology,5213,6049,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013789.1,FAD binding domain-containing protein,WP_027886829.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,SY28_06430,1.-.-.-
SY28_RS06435,,SY28_RS06435,SY28_06435,Protein Homology,6072,8438,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013790.1,xanthine dehydrogenase family protein molybdopterin-binding subunit,WP_027886830.1,GO:0043546,,molybdopterin cofactor binding|0043546||IEA,,,SY28_06435,1.-.-.-
SY28_RS06440,,SY28_RS06440,SY28_06440,Protein Homology,8531,9031,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013791.1,(2Fe-2S)-binding protein,WP_027886831.1,"GO:0046872,GO:0051536,GO:0051537",,"metal ion binding|0046872||IEA,iron-sulfur cluster binding|0051536||IEA,2 iron%2C 2 sulfur cluster binding|0051537||IEA",,,SY28_06440,
SY28_RS06445,,SY28_RS06445,SY28_06445,Protein Homology,9214,10299,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013792.1,XdhC family protein,WP_027886832.1,GO:0070403,,NAD+ binding|0070403||IEA,,,SY28_06445,
SY28_RS06460,,SY28_RS06460,SY28_06460,Protein Homology,10845,11438,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014510872.1,class II aldolase/adducin family protein,WP_027886838.1,,,,,,SY28_06460,
SY28_RS06465,,SY28_RS06465,SY28_06465,Protein Homology,11450,11668,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013794.1,hypothetical protein,WP_027886839.1,,,,,,SY28_06465,
SY28_RS06470,,SY28_RS06470,SY28_06470,Protein Homology,11677,12549,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016328471.1,alpha/beta fold hydrolase,WP_027886840.1,,,,,,SY28_06470,
lpdA,lpdA,SY28_RS06475,SY28_06475,Protein Homology,12743,14125,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013796.1,dihydrolipoyl dehydrogenase,WP_027886841.1,"GO:0004148,GO:0050660",,"dihydrolipoyl dehydrogenase (NADH) activity|0004148||IEA,flavin adenine dinucleotide binding|0050660||IEA",,,SY28_06475,1.8.1.4
odhB,odhB,SY28_RS06480,SY28_06480,Protein Homology,14140,15318,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013797.1,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,WP_027886842.1,"GO:0006099,GO:0004149,GO:0045252",oxoglutarate dehydrogenase complex|0045252||IEA,dihydrolipoyllysine-residue succinyltransferase activity|0004149||IEA,tricarboxylic acid cycle|0006099||IEA,,SY28_06480,2.3.1.61
SY28_RS06485,,SY28_RS06485,SY28_06485,Protein Homology,15363,18068,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013798.1,2-oxoglutarate dehydrogenase E1 component,WP_043982573.1,"GO:0006099,GO:0004591,GO:0030976",,"oxoglutarate dehydrogenase (succinyl-transferring) activity|0004591||IEA,thiamine pyrophosphate binding|0030976||IEA",tricarboxylic acid cycle|0006099||IEA,,SY28_06485,1.2.4.2
SY28_RS06490,,SY28_RS06490,SY28_06490,Protein Homology,18140,18424,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013799.1,4a-hydroxytetrahydrobiopterin dehydratase,WP_027886844.1,"GO:0006729,GO:0008124",,4-alpha-hydroxytetrahydrobiopterin dehydratase activity|0008124||IEA,tetrahydrobiopterin biosynthetic process|0006729||IEA,,SY28_06490,4.2.1.96
metE,metE,SY28_RS06495,SY28_06495,Protein Homology,18592,20886,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013703946.1,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,WP_027886845.1,"GO:0008652,GO:0009086,GO:0003871,GO:0008270",,"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity|0003871||IEA,zinc ion binding|0008270||IEA","amino acid biosynthetic process|0008652||IEA,methionine biosynthetic process|0009086||IEA",,SY28_06495,2.1.1.14
rplM,rplM,SY28_RS06500,SY28_06500,Protein Homology,21098,21538,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013800.1,50S ribosomal protein L13,WP_036196831.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06500,
rpsI,rpsI,SY28_RS06505,SY28_06505,Protein Homology,21538,21924,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018110534.1,30S ribosomal protein S9,WP_027886847.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06505,
SY28_RS06510,,SY28_RS06510,SY28_06510,Protein Homology,21983,22453,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013802.1,DinB family protein,WP_027886848.1,GO:0046872,,metal ion binding|0046872||IEA,,,SY28_06510,
SY28_RS06515,,SY28_RS06515,SY28_06515,Protein Homology,22502,23170,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013803.1,response regulator transcription factor,WP_027886849.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,SY28_06515,
SY28_RS06520,,SY28_RS06520,SY28_06520,Protein Homology,23180,24139,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013804.1,sensor histidine kinase,WP_027886850.1,"GO:0000160,GO:0007165,GO:0000155,GO:0004673,GO:0005524",,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,SY28_06520,2.7.13.3
phoU,phoU,SY28_RS06525,SY28_06525,Protein Homology,24162,24824,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013805.1,phosphate signaling complex protein PhoU,WP_027886851.1,"GO:0006817,GO:0030643,GO:0045936",,,"phosphate ion transport|0006817||IEA,intracellular phosphate ion homeostasis|0030643||IEA,negative regulation of phosphate metabolic process|0045936||IEA",,SY28_06525,
efp,efp,SY28_RS06530,SY28_06530,Protein Homology,24952,25506,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011173195.1,elongation factor P,WP_027886852.1,"GO:0006414,GO:0003746,GO:0005737",cytoplasm|0005737||IEA,translation elongation factor activity|0003746||IEA,translational elongation|0006414||IEA,,SY28_06530,
accB,accB,SY28_RS06535,SY28_06535,Protein Homology,25652,26146,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013807.1,acetyl-CoA carboxylase biotin carboxyl carrier protein,WP_027886853.1,"GO:0006633,GO:0003989,GO:0009317",acetyl-CoA carboxylase complex|0009317||IEA,acetyl-CoA carboxylase activity|0003989||IEA,fatty acid biosynthetic process|0006633||IEA,,SY28_06535,6.4.1.2
accC,accC,SY28_RS06540,SY28_06540,Protein Homology,26171,27514,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013808.1,acetyl-CoA carboxylase biotin carboxylase subunit,WP_027886854.1,"GO:0004075,GO:0016874,GO:0009317",acetyl-CoA carboxylase complex|0009317||IEA,"biotin carboxylase activity|0004075||IEA,ligase activity|0016874||IEA",,,SY28_06540,6.3.4.14
pdxS,pdxS,SY28_RS06545,SY28_06545,Protein Homology,27599,28480,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003044682.1,pyridoxal 5'-phosphate synthase lyase subunit PdxS,WP_027886855.1,"GO:0042823,GO:0003824",,catalytic activity|0003824||IEA,pyridoxal phosphate biosynthetic process|0042823||IEA,,SY28_06545,
SY28_RS06550,,SY28_RS06550,SY28_06550,Protein Homology,28592,28948,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013810.1,hypothetical protein,WP_027886856.1,,,,,,SY28_06550,
pdxT,pdxT,SY28_RS06555,SY28_06555,Protein Homology,29052,29639,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013811.1,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,WP_027886857.1,"GO:0042823,GO:0004359,GO:0016884",,"glutaminase activity|0004359||IEA,carbon-nitrogen ligase activity%2C with glutamine as amido-N-donor|0016884||IEA",pyridoxal phosphate biosynthetic process|0042823||IEA,,SY28_06555,"3.5.1.2,4.3.3.6"
smpB,smpB,SY28_RS06560,SY28_06560,Protein Homology,29761,30192,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013812.1,SsrA-binding protein SmpB,WP_027886858.1,GO:0003723,,RNA binding|0003723||IEA,,,SY28_06560,
SY28_RS14900,,SY28_RS14900,SY28_RS14900,Protein Homology,1,70,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019550494.1,EF-Tu C-terminal domain-related protein,WP_198525954.1,,,,,,,
rpsJ,rpsJ,SY28_RS06570,SY28_06570,Protein Homology,83,397,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014868.1,30S ribosomal protein S10,WP_013014868.1,"GO:0006412,GO:0003723,GO:0003735,GO:0005840",ribosome|0005840||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA",translation|0006412||IEA,,SY28_06570,
rplC,rplC,SY28_RS06575,SY28_06575,Protein Homology,397,1041,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014867.1,50S ribosomal protein L3,WP_027888538.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06575,
rplD,rplD,SY28_RS06580,SY28_06580,Protein Homology,1041,1661,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014866.1,50S ribosomal protein L4,WP_027888539.1,"GO:0006412,GO:0003735,GO:0022625",cytosolic large ribosomal subunit|0022625||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06580,
SY28_RS06585,,SY28_RS06585,SY28_06585,Protein Homology,1661,1951,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008633421.1,50S ribosomal protein L23,WP_013014865.1,,,,,,SY28_06585,
rplB,rplB,SY28_RS06590,SY28_06590,Protein Homology,2137,2964,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014864.1,50S ribosomal protein L2,WP_027888540.1,"GO:0006412,GO:0003723,GO:0003735,GO:0016740,GO:0015934",large ribosomal subunit|0015934||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA,transferase activity|0016740||IEA",translation|0006412||IEA,,SY28_06590,
rpsS,rpsS,SY28_RS06595,SY28_06595,Protein Homology,2974,3252,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014863.1,30S ribosomal protein S19,WP_013014863.1,"GO:0006412,GO:0003735,GO:0015935",small ribosomal subunit|0015935||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06595,
rplV,rplV,SY28_RS15730,SY28_06600,Protein Homology,3374,3760,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013458246.1,50S ribosomal protein L22,WP_223299656.1,"GO:0006412,GO:0003735,GO:0015934",large ribosomal subunit|0015934||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06600,
rpsC,rpsC,SY28_RS06605,SY28_06605,Protein Homology,3753,4514,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014861.1,30S ribosomal protein S3,WP_027888542.1,"GO:0006412,GO:0003735",,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06605,
rplP,rplP,SY28_RS06610,SY28_06610,Protein Homology,4517,4942,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011228846.1,50S ribosomal protein L16,WP_027888543.1,"GO:0006412,GO:0003735,GO:0019843",,"structural constituent of ribosome|0003735||IEA,rRNA binding|0019843||IEA",translation|0006412||IEA,,SY28_06610,
rpmC,rpmC,SY28_RS06615,SY28_06615,Protein Homology,4920,5144,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014859.1,50S ribosomal protein L29,WP_027888544.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06615,
rpsQ,rpsQ,SY28_RS06620,SY28_06620,Protein Homology,5159,5452,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014858.1,30S ribosomal protein S17,WP_027888545.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06620,
rplN,rplN,SY28_RS06625,SY28_06625,Protein Homology,5449,5817,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003043914.1,50S ribosomal protein L14,WP_013014857.1,"GO:0006412,GO:0003735,GO:0015934",large ribosomal subunit|0015934||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06625,
rplX,rplX,SY28_RS06630,SY28_06630,Protein Homology,6022,6351,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014856.1,50S ribosomal protein L24,WP_013014856.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06630,
rplE,rplE,SY28_RS06635,SY28_06635,Protein Homology,6363,6911,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003043918.1,50S ribosomal protein L5,WP_013014855.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06635,
rpsN,rpsN,SY28_RS06640,SY28_06640,Protein Homology,6969,7238,+,,,COORDINATES: protein motif:HMM:NF006477.0,30S ribosomal protein S14,WP_013014854.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_06640,
