Accession,KO,Name,MW,Localization,Score,LTPE26_Supernatant,LTPE397_Supernatant,LTPE403_Supernatant,number of replicates where found in Supernatant (out of 3 replicates) - proteins in the >50 kDa supernatant size fraction,LTPE26_Lysate,LTPE397_Lysate,LTPE403_Lysate,number of replicates where found in Lysate (out of 3 replicates) -  proteins present in crude cell lysates,Amino Acid Metabolism,Carbohydrate Metabolism,Energy Metabolism,Lipid Metabolism,Metabolism of Cofactors and Vitamins,Metabolism of Other Amino Acids,Nucleotide Metabolism,Signal Transduction,Other,Unknown,resolved_locus_tag,resolution_method
WP_069945171,K16087,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein",84176.6372,OuterMembrane,10.0,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039236704,K16088,"TC.FEV.OM1, fhuE, fpvA, fptA; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid",77251.368,OuterMembrane,10.0,yes,no,yes,2,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943497,K16088,"TC.FEV.OM1, fhuE, fpvA, fptA; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid",77236.3564,OuterMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039233483,K16090,fiu; catecholate siderophore receptor,77449.7346,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039234925,K16090,fiu; catecholate siderophore receptor,79626.4471,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_049585922,K16090,fiu; catecholate siderophore receptor,77013.2637,OuterMembrane,10.0,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,EZ55_01368,multi:Accession
WP_069945088,K16090,fiu; catecholate siderophore receptor,79702.5454,OuterMembrane,10.0,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_020745975,K16091,fecA; Fe(3+) dicitrate transport protein,79082.1709,OuterMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_02117,multi:Accession
OES34636,K16092,btuB; vitamin B12 transporter,69550.9483,OuterMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039231786,K16092,btuB; vitamin B12 transporter,70807.434,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039233272,K16171,faaH; fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2],36651.2296,Unknown,2.0,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039232092,K16872,E2.3.1.207; beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207],40836.1913,Cytoplasmic,9.26,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943791,K18139,"oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system",54844.7421,OuterMembrane,10.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
OES32132,K19416,yccA; modulator of FtsH protease,22790.069,CytoplasmicMembrane,10.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039234922,K19611,"fepA, pfeA, iroN, pirA; ferric enterobactin receptor",82935.0517,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069945085,K19611,"fepA, pfeA, iroN, pirA; ferric enterobactin receptor",82807.9087,OuterMembrane,9.95,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014978661,K19784,"chrR, NQR; chromate reductase, NAD(P)H dehydrogenase (quinone)",20169.3683,Cytoplasmic,9.97,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944979,K20541,bcsB; cellulose synthase operon protein B,84167.2686,Unknown,4.72,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039230080,K20920,vpsM; polysaccharide biosynthesis protein VpsM,45184.6343,OuterMembrane,9.52,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943977,K20978,hsbA; HptB-dependent secretion and biofilm anti anti-sigma factor,11456.0871,Cytoplasmic,8.96,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
OES34755,K20988,vpsN; polysaccharide biosynthesis/export protein VpsN,16942.2978,Unknown,2.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014949268,K24119,ahpC; NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26],20591.3233,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014947810,K24138,prx3; glutaredoxin/glutathione-dependent peroxiredoxin [EC:1.11.1.25 1.11.1.27],16853.1896,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014975439,K26288,E3.2.1.218; alpha-3'-ketoglucosidase [EC:3.2.1.218],28183.8587,Unknown,2.5,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_00344,multi:Accession
OES25321,Unknown,Hypothetical,9953.1247,Cytoplasmic,8.96,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
OES32669,Unknown,Hypothetical,6604.5708,CytoplasmicMembrane,9.82,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_01968,multi:Accession
OES35508,Unknown,Hypothetical,5259.9505,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014947811,Unknown,Hypothetical,29942.971,Unknown,4.9,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014948463,Unknown,Hypothetical,12550.5943,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,EZ55_00933,multi:Accession
WP_014948528,Unknown,Hypothetical,14508.5534,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_00984,multi:Accession
WP_014949580,Unknown,Hypothetical,12924.5176,Unknown,2.0,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_02122,multi:Accession
WP_014949750,Unknown,Hypothetical,12255.0002,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014950289,Unknown,Hypothetical,16675.9818,Unknown,2.5,no,yes,yes,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,EZ55_02884,multi:Accession
WP_014950617,Unknown,Hypothetical,12524.2985,Unknown,2.0,yes,yes,yes,3,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,EZ55_03280,multi:Accession
WP_014976749,Unknown,Hypothetical,12283.054,Unknown,2.5,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_02307,multi:Accession
WP_014977392,Unknown,Hypothetical,18156.7952,Unknown,2.0,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_03361,multi:Accession
WP_014977423,Unknown,Hypothetical,6652.0247,CytoplasmicMembrane,9.82,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_03413,multi:Accession
WP_014977490,Unknown,Hypothetical,29927.9358,Unknown,2.5,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_03513,multi:Accession
WP_014978448,Unknown,Hypothetical,35524.0156,Unknown,4.9,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_00867,multi:Accession
WP_039230548,Unknown,Hypothetical,59789.8347,Unknown,2.0,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039231185,Unknown,Hypothetical,47971.6923,OuterMembrane,9.49,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039231698,Unknown,Hypothetical,62320.677,OuterMembrane,9.52,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943700,Unknown,Hypothetical,62391.6198,Extracellular,9.64,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943822,Unknown,Hypothetical,33072.8819,Unknown,2.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069943980,Unknown,Hypothetical,21565.5736,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945065,Unknown,Hypothetical,38349.0354,Unknown,2.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_069945492,Unknown,Hypothetical,69500.0085,Cytoplasmic,8.96,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
OES24335,Unknown,Hypothetical,36956.5988,CytoplasmicMembrane,10.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
OES26602,Unknown,Hypothetical,12063.5211,Cytoplasmic,9.26,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
OES27478,Unknown,Hypothetical,20592.7479,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
OES27513,Unknown,Hypothetical,42665.5356,Cytoplasmic,8.96,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
OES29788,Unknown,Hypothetical,32482.1761,Cytoplasmic,8.96,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
OES31610,Unknown,Hypothetical,27847.9507,Cytoplasmic,9.26,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
OES31694,Unknown,Hypothetical,27596.7681,Unknown,5.81,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
OES35451,Unknown,Hypothetical,47642.4538,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014947721,Unknown,Hypothetical,21921.856,Periplasmic,10.0,yes,no,no,1,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_00033,multi:Accession
WP_014947754,Unknown,Hypothetical,25804.4642,Unknown,2.0,no,yes,no,1,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,EZ55_00076,multi:Accession
WP_014947774,Unknown,Hypothetical,99226.6724,CytoplasmicMembrane,7.88,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_00097,multi:Accession
WP_014947886,Unknown,Hypothetical,100520.5865,OuterMembrane,10.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_00212,multi:Accession
WP_014948252,Unknown,Hypothetical,20341.8474,Unknown,2.5,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,EZ55_00699,multi:Accession
WP_014948287,Unknown,Hypothetical,28580.7744,Unknown,4.9,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,EZ55_00735,multi:Accession
WP_014948444,Unknown,Hypothetical,21145.1108,Unknown,2.5,no,yes,yes,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014948461,Unknown,Hypothetical,30669.2748,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014948465,Unknown,Hypothetical,11889.0169,Unknown,2.5,yes,yes,yes,3,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_00935,multi:Accession
WP_014948527,Unknown,Hypothetical,66017.3663,Periplasmic,9.76,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014948536,Unknown,Hypothetical,14137.2833,Unknown,2.0,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,yes,EZ55_00992,multi:Accession
WP_014948542,Unknown,Hypothetical,13394.0386,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014948585,Unknown,Hypothetical,25194.7392,Unknown,2.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014948666,Unknown,Hypothetical,89120.3887,OuterMembrane,9.52,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014948702,Unknown,Hypothetical,28524.2181,Unknown,4.9,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,EZ55_01152,multi:Accession
WP_014948751,Unknown,Hypothetical,20415.9142,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_01207,multi:Accession
WP_014948778,Unknown,Hypothetical,50446.8731,Extracellular,9.78,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014948879,Unknown,Hypothetical,20688.4385,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,EZ55_01359,multi:Accession
WP_014948974,Unknown,Hypothetical,17075.3727,Periplasmic,10.0,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014949030,Unknown,Hypothetical,30514.4839,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,EZ55_01552,multi:Accession
WP_014949040,Unknown,Hypothetical,11499.165,Unknown,2.0,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,yes,EZ55_01564,multi:Accession
WP_014949154,Unknown,Hypothetical,41200.5153,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014949222,Unknown,Hypothetical,22289.281,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_01764,multi:Accession
WP_014949261,Unknown,Hypothetical,28973.1208,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014949272,Unknown,Hypothetical,54703.6243,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014949483,Unknown,Hypothetical,21702.5447,OuterMembrane,9.52,no,no,yes,1,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014949501,Unknown,Hypothetical,33273.4284,Cytoplasmic,8.96,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,EZ55_02037,multi:Accession
WP_014949548,Unknown,Hypothetical,75038.754,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014949583,Unknown,Hypothetical,17648.2481,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014949594,Unknown,Hypothetical,8729.0985,CytoplasmicMembrane,9.82,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_02137,multi:Accession
WP_014949729,Unknown,Hypothetical,81660.3262,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,EZ55_02282,multi:Accession
WP_014949733,Unknown,Hypothetical,11778.3634,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_02287,multi:Accession
WP_014949811,Unknown,Hypothetical,13148.9826,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_02369,multi:Accession
WP_014949919,Unknown,Hypothetical,16064.5472,Cytoplasmic,8.96,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,EZ55_02491,multi:Accession
WP_014949994,Unknown,Hypothetical,13124.756,Unknown,2.0,yes,yes,no,2,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_02569,multi:Accession
WP_014950022,Unknown,Hypothetical,20017.8345,Unknown,2.5,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_02597,multi:Accession
WP_014950165,Unknown,Hypothetical,22177.7019,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014950255,Unknown,Hypothetical,10335.4656,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_02849,multi:Accession
WP_014950439,Unknown,Hypothetical,28575.6582,Cytoplasmic,8.96,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014950720,Unknown,Hypothetical,27408.1344,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,EZ55_03396,multi:Accession
WP_014950727,Unknown,Hypothetical,20567.6301,Unknown,2.0,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_03403,multi:Accession
WP_014950763,Unknown,Hypothetical,19591.1691,Cytoplasmic,8.96,yes,no,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,EZ55_03442,multi:Accession
WP_014950810,Unknown,Hypothetical,31486.3291,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_03491,multi:Accession
WP_014950922,Unknown,Hypothetical,10298.6721,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014950936,Unknown,Hypothetical,57484.1676,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014951017,Unknown,Hypothetical,30492.4494,Unknown,2.5,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014951126,Unknown,Hypothetical,38940.5696,Unknown,4.74,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014951139,Unknown,Hypothetical,107825.8903,OuterMembrane,9.52,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_03830,multi:Accession
WP_014951178,Unknown,Hypothetical,19213.7683,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014951189,Unknown,Hypothetical,21289.5862,Cytoplasmic,8.96,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014951192,Unknown,Hypothetical,20426.0548,Unknown,2.5,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,yes,EZ55_03880,multi:Accession
WP_014951247,Unknown,Hypothetical,105495.2597,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014975316,Unknown,Hypothetical,13683.6998,Cytoplasmic,9.26,yes,yes,yes,3,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_00132,multi:Accession
WP_014975676,Unknown,Hypothetical,43983.1108,Cytoplasmic,8.96,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014975710,Unknown,Hypothetical,25420.0137,Unknown,2.5,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014975717,Unknown,Hypothetical,27585.0237,Unknown,2.5,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014976267,Unknown,Hypothetical,20276.2202,CytoplasmicMembrane,9.82,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014976692,Unknown,Hypothetical,23484.233,Cytoplasmic,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,EZ55_02226,multi:Accession
WP_014976724,Unknown,Hypothetical,84629.9389,Unknown,2.5,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014976988,Unknown,Hypothetical,97808.1677,Cytoplasmic,8.96,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014977469,Unknown,Hypothetical,24608.927,Periplasmic,9.83,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_03485,multi:Accession
WP_014977470,Unknown,Hypothetical,117813.1567,OuterMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,EZ55_03486,multi:Accession
WP_014977785,Unknown,Hypothetical,20594.7559,Unknown,4.9,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014977829,Unknown,Hypothetical,32757.4809,Cytoplasmic,9.97,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014977887,Unknown,Hypothetical,78905.7312,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,EZ55_00078,multi:Accession
WP_014978074,Unknown,Hypothetical,41523.8699,Unknown,5.41,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014978492,Unknown,Hypothetical,29555.2559,Unknown,4.9,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_00943,multi:Accession
WP_014979895,Unknown,Hypothetical,19878.0635,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_014980757,Unknown,Hypothetical,94978.4656,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,EZ55_04077,multi:Accession
WP_020745270,Unknown,Hypothetical,110011.9205,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039224958,Unknown,Hypothetical,61790.7996,Extracellular,9.64,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,EZ55_00941,multi:Accession
WP_039227766,Unknown,Hypothetical,88935.8987,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039228102,Unknown,Hypothetical,14568.9729,Periplasmic,9.84,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039228695,Unknown,Hypothetical,29760.6765,Unknown,2.5,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,yes,EZ55_03960,multi:Accession
WP_039228728,Unknown,Hypothetical,51249.5418,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039228733,Unknown,Hypothetical,20593.636,Unknown,2.5,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039229701,Unknown,Hypothetical,86562.6747,Extracellular,9.65,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039230245,Unknown,Hypothetical,17433.8313,Unknown,2.0,yes,no,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039230329,Unknown,Hypothetical,17043.3127,Periplasmic,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039231033,Unknown,Hypothetical,110001.8846,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039231090,Unknown,Hypothetical,113695.4385,CytoplasmicMembrane,10.0,yes,no,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039231296,Unknown,Hypothetical,41674.2092,Unknown,2.5,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039231418,Unknown,Hypothetical,19965.1416,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039231670,Unknown,Hypothetical,40828.3978,Unknown,2.0,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039231768,Unknown,Hypothetical,43168.7429,OuterMembrane,9.52,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039232089,Unknown,Hypothetical,62683.4379,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039232401,Unknown,Hypothetical,38816.528,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039232584,Unknown,Hypothetical,59906.1595,Extracellular,9.64,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039232598,Unknown,Hypothetical,84774.1789,OuterMembrane,10.0,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039232654,Unknown,Hypothetical,98017.0648,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039232884,Unknown,Hypothetical,112135.3063,OuterMembrane,9.52,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039232899,Unknown,Hypothetical,88924.8754,Unknown,2.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233042,Unknown,Hypothetical,74994.7441,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233045,Unknown,Hypothetical,51163.4848,Unknown,2.5,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233067,Unknown,Hypothetical,63983.0026,OuterMembrane,9.52,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233246,Unknown,Hypothetical,77796.7787,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233250,Unknown,Hypothetical,15817.1424,Cytoplasmic,9.97,yes,no,yes,2,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233370,Unknown,Hypothetical,70566.3797,CytoplasmicMembrane,9.86,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233464,Unknown,Hypothetical,15708.935,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,yes,EZ55_01352,multi:Accession
WP_039233477,Unknown,Hypothetical,46534.8476,OuterMembrane,9.52,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233597,Unknown,Hypothetical,51282.4071,Cytoplasmic,9.97,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
WP_039233691,Unknown,Hypothetical,49955.2294,Unknown,2.5,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,yes,,unresolved
