GeneID,logFC,logCPM,PValue,FDR,GeneName,Chr,Start,End,locus_tag,Product,KEGG,GO_Biological_Process,GO_Cellular_Component,GO_Molecular_Function,COG,resolved_locus_tag,resolution_method
gene-NATL1_16561,-0.192041085,5.981917198,0.303033819,0.626910316,NATL1_16561,CP000553.1,1349223,1349798,NATL1_16561,conserved hypothetical protein,-,-,-,-,-,NATL1_16561,tier1:GeneID
gene-NATL1_19941,-0.216432189,6.277937076,0.303235316,0.626910316,rpsQ,CP000553.1,1642713,1642979,NATL1_19941,30S Ribosomal protein S17,K02961,GO:0006412:translation,GO:0005840:ribosome,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome,"gnl|CDD|223264;COG0186, RpsQ, Ribosomal protein S17 [Translation, ribosomal structure and biogenesis].",NATL1_19941,tier1:GeneID
gene-NATL1_11731,0.490089613,1.917667107,0.303824804,0.626999618,NATL1_11731,CP000553.1,1041565,1041699,NATL1_11731,Hypothetical protein,-,-,-,-,-,NATL1_11731,tier1:GeneID
gene-NATL1_00811,0.919646851,0.037809048,0.303865848,0.626999618,NATL1_00811,CP000553.1,83362,83481,NATL1_00811,Hypothetical protein,-,-,-,-,-,NATL1_00811,tier1:GeneID
gene-NATL1_11111,-0.777207591,0.115394721,0.304118618,0.626999618,NATL1_11111,CP000553.1,1009413,1009667,NATL1_11111,Hypothetical protein,-,-,-,-,-,NATL1_11111,tier1:GeneID
gene-NATL1_20671,-0.211545808,4.994979666,0.304536838,0.627284251,ruvB,CP000553.1,1711963,1713033,NATL1_20671,Holliday junction DNA helicase RuvB,K03551,GO:0006310:DNA recombination;GO:0006281:DNA repair;GO:0009432:SOS response,-,GO:0005524:ATP binding;GO:0003677:DNA binding;GO:0009378:four-way junction helicase activity,"gnl|CDD|225164;COG2255, RuvB, Holliday junction resolvasome, helicase subunit [DNA replication, recombination, and repair].",NATL1_20671,tier1:GeneID
gene-NATL1_08401,0.288279645,3.190955773,0.305100756,0.627868191,NATL1_08401,CP000553.1,772766,772969,NATL1_08401,conserved hypothetical protein,-,-,-,-,-,NATL1_08401,tier1:GeneID
gene-NATL1_15911,-0.192839364,6.354697111,0.305726703,0.628578593,dxr,CP000553.1,1301178,1302416,NATL1_15911,1-deoxy-D-xylulose 5-phosphate reductoisomerase,K00099,"GO:0019288:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;GO:0016114:terpenoid biosynthetic process",-,GO:0030604:1-deoxy-D-xylulose-5-phosphate reductoisomerase activity;GO:0046872:metal ion binding;GO:0070402:NADPH binding,"gnl|CDD|223814;COG0743, Dxr, 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Lipid metabolism].",NATL1_15911,tier1:GeneID
gene-NATL1_04461,-0.867606427,0.153152038,0.306301126,0.629181855,NATL1_04461,CP000553.1,408182,408823,NATL1_04461,Predicted enzyme with a TIM-barrel fold,-,-,-,-,"gnl|CDD|223402;COG0325, COG0325, Predicted enzyme with a TIM-barrel fold [General function prediction only].",NATL1_04461,tier1:GeneID
gene-NATL1_03701,0.174140026,6.478068686,0.306815017,0.629659782,NATL1_03701,CP000553.1,343444,344229,NATL1_03701,possible ABC transporter%2C ATP binding component,K02065,-,-,-,"gnl|CDD|224052;COG1127, Ttg2A, ABC-type transport system involved in resistance to organic solvents, ATPase component [Secondary metabolites biosynthesis, transport, and catabolism].",NATL1_03701,tier1:GeneID
gene-NATL1_19041,0.241885062,4.161790223,0.308479241,0.63249544,NATL1_19041,CP000553.1,1566359,1567054,NATL1_19041,ABC transporter%2C ATP binding domain%2C possibly Mn transport,-,-,-,-,"gnl|CDD|224046;COG1121, ZnuC, ABC-type Mn/Zn transport systems, ATPase component [Inorganic ion transport and metabolism].",NATL1_19041,tier1:GeneID
gene-NATL1_04881,0.278418699,3.948031141,0.308988373,0.632959714,salX,CP000553.1,443423,444130,NATL1_04881,possible ABC transporter%2C ATP binding protein,-,GO:0055085:transmembrane transport,GO:0005886:plasma membrane,GO:0005524:ATP binding;GO:0016887:ATPase activity;GO:0022857:transmembrane transporter activity,"gnl|CDD|224059;COG1136, SalX, ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].",NATL1_04881,tier1:GeneID
gene-NATL1_15301,-0.515264217,1.392191385,0.310305762,0.634834959,lasT,CP000553.1,1244915,1245652,NATL1_15301,probable tRNA/rRNA methyltransferase,-,-,-,-,"gnl|CDD|223639;COG0565, LasT, rRNA methylase [Translation, ribosomal structure and biogenesis].",NATL1_15301,tier1:GeneID
gene-NATL1_21491,0.172557374,6.158802877,0.310470871,0.634834959,NATL1_21491,CP000553.1,1806570,1806992,NATL1_21491,conserved hypothetical protein,-,-,-,-,-,NATL1_21491,tier1:GeneID
gene-NATL1_00661,0.223371197,4.310060401,0.310871432,0.635074029,NATL1_00661,CP000553.1,73317,73907,NATL1_00661,Hypothetical protein,-,-,-,-,-,NATL1_00661,tier1:GeneID
gene-NATL1_01591,-0.363400336,3.463234023,0.311416732,0.635093876,NATL1_01591,CP000553.1,155444,155722,NATL1_01591,conserved hypothetical protein,-,-,-,-,-,NATL1_01591,tier1:GeneID
gene-NATL1_02791,-0.199853781,7.601068532,0.311448448,0.635093876,rplA,CP000553.1,258078,258785,NATL1_02791,50S ribosomal protein L1,K02863,GO:0006417:regulation of translation;GO:0006412:translation,GO:0015934:large ribosomal subunit,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome;GO:0000049:tRNA binding,"gnl|CDD|223159;COG0081, RplA, Ribosomal protein L1 [Translation, ribosomal structure and biogenesis].",NATL1_02791,tier1:GeneID
gene-NATL1_03181,-0.244949699,4.723360562,0.312131521,0.635902245,NATL1_03181,CP000553.1,296730,297341,NATL1_03181,conserved hypothetical protein,-,-,-,-,-,NATL1_03181,tier1:GeneID
gene-NATL1_13401,-0.280580255,3.521743539,0.312412894,0.635902245,NATL1_13401,CP000553.1,1119212,1119643,NATL1_13401,Hypothetical protein,-,-,-,-,-,NATL1_13401,tier1:GeneID
gene-NATL1_07851,0.395346785,1.842689478,0.313238205,0.637003034,NATL1_07851,CP000553.1,717451,718626,NATL1_07851,ABC-transporter%2C membrane spanning component,-,-,-,-,"gnl|CDD|223650;COG0577, SalY, ABC-type antimicrobial peptide transport system, permease component [Defense mechanisms].",NATL1_07851,tier1:GeneID
gene-NATL1_16591,0.223977929,6.913892355,0.315188189,0.640386892,NATL1_16591,CP000553.1,1350412,1350822,NATL1_16591,conserved hypothetical protein,-,-,-,-,-,NATL1_16591,tier1:GeneID
gene-NATL1_19751,-0.268658282,4.028243623,0.315544506,0.640529601,prfA,CP000553.1,1631087,1632184,NATL1_19751,peptide chain release factor RF-1,-,-,GO:0005737:cytoplasm,"GO:0016149:translation release factor activity, codon specific","gnl|CDD|223294;COG0216, PrfA, Protein chain release factor A [Translation, ribosomal structure and biogenesis].",NATL1_19751,tier1:GeneID
gene-NATL1_19231,0.425267196,1.85766653,0.317009759,0.641583849,ureD,CP000553.1,1582486,1583409,NATL1_19231,urease accessory protein UreD,-,GO:0006807:nitrogen compound metabolic process,GO:0005737:cytoplasm,GO:0016151:nickel cation binding,"gnl|CDD|223899;COG0829, UreH, Urease accessory protein UreH [Posttranslational modification, protein turnover, chaperones].",NATL1_19231,tier1:GeneID
gene-NATL1_21361,-0.200700886,6.561205146,0.317010415,0.641583849,NATL1_21361,CP000553.1,1792732,1793880,NATL1_21361,SqdX,-,-,-,-,"gnl|CDD|223515;COG0438, RfaG, Glycosyltransferase [Cell envelope biogenesis, outer membrane].",NATL1_21361,tier1:GeneID
gene-NATL1_07121,0.201437347,4.741631977,0.317169341,0.641583849,NATL1_07121,CP000553.1,654667,656310,NATL1_07121,Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site,-,-,-,-,"gnl|CDD|225186;COG2303, BetA, Choline dehydrogenase and related flavoproteins [Amino acid transport and metabolism].",NATL1_07121,tier1:GeneID
gene-NATL1_15111,0.19631949,5.655899712,0.317210059,0.641583849,NATL1_15111,CP000553.1,1224258,1225565,NATL1_15111,Putative glucose 6-phosphate dehydrogenase effector OpcA,-,-,-,-,"gnl|CDD|225963;COG3429, COG3429, Glucose-6-P dehydrogenase subunit [Carbohydrate transport and metabolism].",NATL1_15111,tier1:GeneID
gene-NATL1_05191,0.19103048,5.573586992,0.318214262,0.642785928,tatC,CP000553.1,472370,473089,NATL1_05191,protein secretion component%2C Tat family,K03118,GO:0065002:intracellular protein transmembrane transport;GO:0043953:protein transport by the Tat complex,GO:0005887:integral component of plasma membrane;GO:0033281:TAT protein transport complex,GO:0009977:proton motive force dependent protein transmembrane transporter activity,"gnl|CDD|223876;COG0805, TatC, Sec-independent protein secretion pathway component TatC [Intracellular trafficking and secretion].",NATL1_05191,tier1:GeneID
gene-NATL1_13371,-0.374002199,2.236306623,0.318523517,0.642785928,NATL1_13371,CP000553.1,1117970,1118173,NATL1_13371,Hypothetical protein,-,-,-,-,-,NATL1_13371,tier1:GeneID
gene-NATL1_11401,-0.491245054,1.862949756,0.318665646,0.642785928,NATL1_11401,CP000553.1,1020919,1021164,NATL1_11401,Hypothetical protein,-,-,-,-,-,NATL1_RS05380,tier1:GeneID
gene-NATL1_12721,0.879220787,-0.092410839,0.318999528,0.642880237,NATL1_12721,CP000553.1,1088763,1088972,NATL1_12721,Hypothetical protein,-,-,-,-,-,NATL1_12721,tier1:GeneID
gene-NATL1_04141,-0.459432948,1.697601176,0.321606605,0.647551429,minC,CP000553.1,379235,379879,NATL1_04141,possible septum site-determining protein,-,GO:0000902:cell morphogenesis;GO:0000917:division septum assembly;GO:1901891:regulation of cell septum assembly,-,-,"gnl|CDD|223919;COG0850, MinC, Septum formation inhibitor [Cell division and chromosome partitioning].",NATL1_04141,tier1:GeneID
gene-NATL1_12501,-0.328710993,4.096778035,0.323214579,0.649701226,NATL1_12501,CP000553.1,1079512,1079715,NATL1_12501,Hypothetical protein,-,-,-,-,-,NATL1_12501,tier1:GeneID
gene-NATL1_18831,-0.274428229,3.217532378,0.323481212,0.649701226,hli3,CP000553.1,1540080,1540232,NATL1_18831,possible high light inducible protein,-,-,-,-,-,NATL1_18831,tier1:GeneID
gene-NATL1_07921,-0.285140886,3.485051106,0.323544827,0.649701226,recG,CP000553.1,723288,725828,NATL1_07921,ATP-dependent DNA helicase recG,K03655,-,-,-,"gnl|CDD|224121;COG1200, RecG, RecG-like helicase [DNA replication, recombination, and repair / Transcription].",NATL1_07921,tier1:GeneID
gene-NATL1_01331,-0.248118867,3.674515303,0.324832608,0.650307478,dap2,CP000553.1,128762,130696,NATL1_01331,Esterase/lipase/thioesterase family active site,-,-,-,-,"gnl|CDD|224423;COG1506, DAP2, Dipeptidyl aminopeptidases/acylaminoacyl-peptidases [Amino acid transport and metabolism].",NATL1_01331,tier1:GeneID
gene-NATL1_18921,-0.189524963,6.954067988,0.324930036,0.650307478,NATL1_18921,CP000553.1,1554519,1555070,NATL1_18921,DUF150,-,GO:0042274:ribosomal small subunit biogenesis,GO:0005737:cytoplasm,-,"gnl|CDD|223850;COG0779, COG0779, Uncharacterized protein conserved in bacteria [Function unknown].",NATL1_18921,tier1:GeneID
gene-NATL1_05241,0.173616721,10.39359174,0.32530843,0.650307478,psaF,CP000553.1,476154,476711,NATL1_05241,Photosystem I PsaF protein (subunit III),K02694,GO:0015979:photosynthesis,GO:0016021:integral component of membrane;GO:0009538:photosystem I reaction center;GO:0042651:thylakoid membrane,-,-,NATL1_05241,tier1:GeneID
gene-NATL1_15431,-0.307160021,3.326150677,0.325440037,0.650307478,NATL1_15431,CP000553.1,1257194,1258036,NATL1_15431,possible pfkB family carbohydrate kinase,K00852,-,-,-,"gnl|CDD|223598;COG0524, RbsK, Sugar kinases, ribokinase family [Carbohydrate transport and metabolism].",NATL1_15431,tier1:GeneID
gene-NATL1_07771,0.403879794,1.83640785,0.325582769,0.650307478,NATL1_07771,CP000553.1,710036,711589,NATL1_07771,GTPase SAR1 and related small G proteins,-,-,-,-,"gnl|CDD|224025;COG1100, COG1100, GTPase SAR1 and related small G proteins [General function prediction only].",NATL1_07771,tier1:GeneID
gene-NATL1_02001,-0.167422289,9.383657979,0.325870732,0.650307478,rpaA,CP000553.1,185406,186203,NATL1_02001,two-component response regulator,K10697,-,-,-,"gnl|CDD|223816;COG0745, OmpR, Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain [Signal transduction mechanisms / Transcription].",NATL1_02001,tier1:GeneID
gene-NATL1_21991,1.436773506,-0.769743086,0.325879853,0.650307478,NATL1_21991,CP000553.1,1862856,1863410,NATL1_21991,conserved hypothetical protein,-,-,-,-,-,NATL1_21991,tier1:GeneID
gene-NATL1_03431,0.178508673,5.305921589,0.328429835,0.65436696,NATL1_03431,CP000553.1,318277,318810,NATL1_03431,Predicted membrane protein,-,-,-,-,"gnl|CDD|225168;COG2259, COG2259, Predicted membrane protein [Function unknown].",NATL1_03431,tier1:GeneID
gene-NATL1_16471,-0.169681468,10.56738842,0.328498643,0.65436696,NATL1_16471,CP000553.1,1342170,1342616,NATL1_16471,Conserved hypothetical protein,-,-,-,-,-,NATL1_16471,tier1:GeneID
gene-NATL1_08241,-1.407889532,-0.769085835,0.329456506,0.655392705,NATL1_08241,CP000553.1,757741,758226,NATL1_08241,Hypothetical protein,-,-,-,-,-,NATL1_08241,tier1:GeneID
gene-NATL1_17031,0.210633036,10.61334928,0.329599011,0.655392705,NATL1_17031,CP000553.1,1387183,1387920,NATL1_17031,Integral membrane protein%2C interacts with FtsH,-,-,-,-,"gnl|CDD|223742;COG0670, COG0670, Integral membrane protein, interacts with FtsH [General function prediction only].",NATL1_17031,tier1:GeneID
gene-NATL1_09351,-0.161339789,6.258351989,0.330847741,0.657292007,NATL1_09351,CP000553.1,864918,865358,NATL1_09351,conserved hypothetical protein,-,-,-,-,-,NATL1_09351,tier1:GeneID
gene-NATL1_06791,0.401507563,1.820305287,0.331359842,0.65729994,NATL1_06791,CP000553.1,626379,627113,NATL1_06791,conserved hypothetical protein,-,-,-,-,-,NATL1_06791,tier1:GeneID
gene-NATL1_06851,-0.499000997,1.058763444,0.331438871,0.65729994,NATL1_06851,CP000553.1,631680,632018,NATL1_06851,Hypothetical protein,-,-,-,-,-,NATL1_06851,tier1:GeneID
gene-NATL1_01401,1.437842729,-0.514053138,0.333179443,0.660167056,NATL1_01401,CP000553.1,137688,137858,NATL1_01401,membrane protein,-,-,-,-,-,NATL1_01401,tier1:GeneID
gene-NATL1_13051,-0.735924705,0.806938748,0.333505752,0.660229335,NATL1_13051,CP000553.1,1102281,1102472,NATL1_13051,Hypothetical protein,-,-,-,-,-,,unresolved
gene-NATL1_20891,0.286762982,3.263841662,0.333882881,0.660392023,miaA,CP000553.1,1731361,1732260,NATL1_20891,tRNA delta-2-isopentenylpyrophosphate (IPP) transferase,K00791,GO:0008033:tRNA processing,-,GO:0005524:ATP binding;GO:0052381:tRNA dimethylallyltransferase activity,"gnl|CDD|223401;COG0324, MiaA, tRNA delta(2)-isopentenylpyrophosphate transferase [Translation, ribosomal structure and biogenesis].",NATL1_20891,tier1:GeneID
gene-NATL1_21871,0.189561902,5.616287481,0.334367028,0.660757349,aroE,CP000553.1,1848441,1849376,NATL1_21871,Shikimate / quinate 5-dehydrogenase,K00014,-,-,-,"gnl|CDD|223247;COG0169, AroE, Shikimate 5-dehydrogenase [Amino acid transport and metabolism].",NATL1_21871,tier1:GeneID
gene-NATL1_18811,0.2302754,3.793164257,0.334657809,0.660757349,putP,CP000553.1,1537222,1538973,NATL1_18811,Sodium:solute symporter family%2C possible glucose transporter,-,-,-,-,"gnl|CDD|223664;COG0591, PutP, Na+/proline symporter [Amino acid transport and metabolism / General function prediction only].",NATL1_18811,tier1:GeneID
gene-NATL1_13011,-1.384724851,-0.768279075,0.336190444,0.663198593,NATL1_13011,CP000553.1,1100432,1100731,NATL1_13011,Hypothetical protein,-,-,-,-,-,NATL1_13011,tier1:GeneID
gene-NATL1_10141,-0.579287946,1.30530739,0.337702538,0.665595055,NATL1_10141,CP000553.1,939996,941270,NATL1_10141,probable ribonuclease II,-,-,-,-,"gnl|CDD|223631;COG0557, VacB, Exoribonuclease R [Transcription].",NATL1_10141,tier1:GeneID
gene-NATL1_18221,-1.00515579,0.080764399,0.338454902,0.666208522,NATL1_18221,CP000553.1,1487675,1488076,NATL1_18221,Hypothetical protein,-,-,-,-,"gnl|CDD|223683;COG0610, COG0610, Type I site-specific restriction-modification system, R (restriction) subunit and related helicases [Defense mechanisms].",NATL1_18221,tier1:GeneID
gene-NATL1_14531,0.209166894,7.89632603,0.338608887,0.666208522,NATL1_14531,CP000553.1,1166707,1166904,NATL1_14531,Hypothetical protein,-,-,-,-,-,NATL1_14531,tier1:GeneID
gene-NATL1_09561,-0.465662596,1.651931113,0.339473501,0.667261788,NATL1_09561,CP000553.1,879852,881501,NATL1_09561,Hypothetical protein,-,-,-,-,"gnl|CDD|224720;COG1807, ArnT, 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family [Cell envelope biogenesis, outer membrane].",NATL1_09561,tier1:GeneID
gene-NATL1_17061,0.309321724,3.138425256,0.339740258,0.667261788,ffh,CP000553.1,1389431,1390894,NATL1_17061,signal recognition particle protein (SRP54),K03106,GO:0006614:SRP-dependent cotranslational protein targeting to membrane,GO:0048500:signal recognition particle,GO:0008312:7S RNA binding;GO:0005525:GTP binding;GO:0003924:GTPase activity,"gnl|CDD|223615;COG0541, Ffh, Signal recognition particle GTPase [Intracellular trafficking and secretion].",NATL1_17061,tier1:GeneID
gene-NATL1_01421,0.258840037,3.344277074,0.340301238,0.667296249,NATL1_01421,CP000553.1,139659,141863,NATL1_01421,Hypothetical protein,-,-,-,-,"gnl|CDD|225165;COG2256, MGS1, ATPase related to the helicase subunit of the Holliday junction resolvase [DNA replication, recombination, and repair].",NATL1_01421,tier1:GeneID
gene-NATL1_01951,0.21288031,4.477480842,0.34035387,0.667296249,NATL1_01951,CP000553.1,181234,182202,NATL1_01951,O-acetylserine (thiol)-lyase A,K01738,GO:0006535:cysteine biosynthetic process from serine,GO:0005737:cytoplasm,GO:0004124:cysteine synthase activity;GO:0080146:L-cysteine desulfhydrase activity;GO:0030170:pyridoxal phosphate binding,"gnl|CDD|223110;COG0031, CysK, Cysteine synthase [Amino acid transport and metabolism].",NATL1_01951,tier1:GeneID
gene-NATL1_tRNAMetVIMSS1309196,-0.653066131,1.40888061,0.341266548,0.668500262,NATL1_tRNAMetVIMSS1309196,CP000553.1,825916,825992,NATL1_tRNAMetVIMSS1309196,tRNA-Met,K14230,-,-,-,-,,unresolved
gene-NATL1_02541,0.343731836,2.385543681,0.341931046,0.669216443,grxC,CP000553.1,235154,235444,NATL1_02541,Glutaredoxin,-,GO:0045454:cell redox homeostasis;GO:0034599:cellular response to oxidative stress,GO:0005623:cell,GO:0009055:electron transfer activity;GO:0004362:glutathione-disulfide reductase activity;GO:0015035:protein disulfide oxidoreductase activity,"gnl|CDD|223767;COG0695, GrxC, Glutaredoxin and related proteins [Posttranslational modification, protein turnover, chaperones].",NATL1_02541,tier1:GeneID
gene-NATL1_22001,0.170169718,6.299252831,0.342801216,0.670333557,thrC,CP000553.1,1863437,1864543,NATL1_22001,Threonine synthase: Pyridoxal-5'-phosphate-dependent enzymes%2C beta family,K01733,GO:0009088:threonine biosynthetic process,GO:0005737:cytoplasm,GO:0030170:pyridoxal phosphate binding;GO:0004795:threonine synthase activity,"gnl|CDD|223572;COG0498, ThrC, Threonine synthase [Amino acid transport and metabolism].",NATL1_22001,tier1:GeneID
gene-NATL1_15281,0.174399911,4.918028179,0.343121369,0.670374124,petG,CP000553.1,1244348,1244467,NATL1_15281,Cytochrome b6/f complex%2C subunit V,K02640,-,-,-,-,NATL1_15281,tier1:GeneID
gene-NATL1_08191,-0.261993224,3.22175002,0.344580502,0.672088362,NATL1_08191,CP000553.1,753353,754006,NATL1_08191,phosphoribosylformylglycinamidine synthase,K01952,GO:0006189:'de novo' IMP biosynthetic process;GO:0006541:glutamine metabolic process,GO:0005737:cytoplasm,GO:0005524:ATP binding;GO:0004359:glutaminase activity;GO:0004642:phosphoribosylformylglycinamidine synthase activity,"gnl|CDD|223125;COG0047, PurL, Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain [Nucleotide transport and metabolism].",NATL1_08191,tier1:GeneID
gene-NATL1_17961,-0.624718097,0.331627902,0.344599124,0.672088362,NATL1_17961,CP000553.1,1471673,1472044,NATL1_17961,Hypothetical protein,-,-,-,-,-,NATL1_17961,tier1:GeneID
gene-NATL1_15981,-0.166353639,5.511155734,0.345434905,0.673132073,NATL1_15981,CP000553.1,1307657,1309033,NATL1_15981,putative thioredoxin reductase,K00384,GO:0045454:cell redox homeostasis;GO:0042744:hydrogen peroxide catabolic process;GO:0043085:positive regulation of catalytic activity;GO:0010380:regulation of chlorophyll biosynthetic process;GO:0010581:regulation of starch biosynthetic process;GO:0019430:removal of superoxide radicals,GO:0009507:chloroplast;GO:0009570:chloroplast stroma,"GO:0008047:enzyme activator activity;GO:0016671:oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor;GO:0004791:thioredoxin-disulfide reductase activity","gnl|CDD|223566;COG0492, TrxB, Thioredoxin reductase [Posttranslational modification, protein turnover, chaperones].",NATL1_15981,tier1:GeneID
gene-NATL1_04361,1.484966966,-0.765083412,0.346652185,0.674871103,NATL1_04361,CP000553.1,401412,401537,NATL1_04361,Hypothetical protein,-,-,-,-,-,NATL1_04361,tier1:GeneID
gene-NATL1_10811,-0.781489654,0.427576305,0.346930165,0.674871103,NATL1_10811,CP000553.1,992486,992668,NATL1_10811,Hypothetical protein,-,-,-,-,-,NATL1_10811,tier1:GeneID
gene-NATL1_10321,-0.513912712,1.367890016,0.347474629,0.675343484,NATL1_10321,CP000553.1,951825,952235,NATL1_10321,Hypothetical protein,-,-,-,-,-,NATL1_10321,tier1:GeneID
gene-NATL1_14151,0.200243781,4.387554685,0.34891731,0.677559287,NATL1_14151,CP000553.1,1148721,1149113,NATL1_14151,Hypothetical protein,-,-,-,-,-,NATL1_14151,tier1:GeneID
gene-NATL1_13641,0.87764635,0.001632203,0.349948885,0.678778601,NATL1_13641,CP000553.1,1128288,1128482,NATL1_13641,Hypothetical protein,-,-,-,-,-,NATL1_13641,tier1:GeneID
gene-NATL1_04241,0.30974896,3.141712809,0.350151534,0.678778601,NATL1_04241,CP000553.1,394304,395683,NATL1_04241,Putative aldehyde dehydrogenase,K00128,-,-,-,"gnl|CDD|223944;COG1012, PutA, NAD-dependent aldehyde dehydrogenases [Energy production and conversion].",NATL1_04241,tier1:GeneID
gene-NATL1_10401,0.8072263,0.856230891,0.350554893,0.678972669,NATL1_10401,CP000553.1,958451,958798,NATL1_10401,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225030;COG2119, COG2119, Predicted membrane protein [Function unknown].",NATL1_10401,tier1:GeneID
gene-NATL1_04101,0.293463944,3.0319321,0.352243284,0.681382969,sua5,CP000553.1,376919,377518,NATL1_04101,Putative translation factor (SUA5),-,-,-,-,"gnl|CDD|223088;COG0009, SUA5, Putative translation factor (SUA5) [Translation, ribosomal structure and biogenesis].",NATL1_04101,tier1:GeneID
gene-NATL1_01231,-0.252242383,3.174915983,0.352407985,0.681382969,NATL1_01231,CP000553.1,120436,121713,NATL1_01231,cyanobacteria-specific protein,-,-,-,-,"gnl|CDD|223834;COG0763, LpxB, Lipid A disaccharide synthetase [Cell envelope biogenesis, outer membrane].",NATL1_01231,tier1:GeneID
gene-NATL1_15621,-0.922511,-0.18581995,0.353505995,0.682737958,NATL1_15621,CP000553.1,1269316,1269573,NATL1_15621,conserved hypothetical protein,-,-,-,-,-,NATL1_15621,tier1:GeneID
gene-NATL1_01501,-0.274207735,3.442832216,0.353718638,0.682737958,trkG,CP000553.1,147720,149105,NATL1_01501,possible sodium transporter%2C Trk family,-,-,-,-,"gnl|CDD|223246;COG0168, TrkG, Trk-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].",NATL1_01501,tier1:GeneID
gene-NATL1_18131,0.35828056,3.789392297,0.355060128,0.684210936,NATL1_18131,CP000553.1,1478064,1478231,NATL1_18131,Hypothetical protein,-,-,-,-,-,NATL1_18131,tier1:GeneID
gene-NATL1_20731,0.327606689,2.381714532,0.355092947,0.684210936,mreC,CP000553.1,1716932,1717687,NATL1_20731,putative rod shape-determining protein,-,-,-,-,"gnl|CDD|224705;COG1792, MreC, Cell shape-determining protein [Cell envelope biogenesis, outer membrane].",NATL1_20731,tier1:GeneID
gene-NATL1_05181,0.349819224,2.245800395,0.355510747,0.684426968,NATL1_05181,CP000553.1,472042,472404,NATL1_05181,conserved hypothetical protein,K03118,-,-,-,-,NATL1_05181,tier1:GeneID
gene-NATL1_21471,0.399481239,2.180617783,0.35612528,0.684876261,NATL1_21471,CP000553.1,1805313,1805846,NATL1_21471,possible Viral (Superfamily 1) RNA helicase,-,-,-,-,-,NATL1_21471,tier1:GeneID
gene-NATL1_tRNAValVIMSS1309212,0.304570626,3.680046122,0.356626614,0.684876261,NATL1_tRNAValVIMSS1309212,CP000553.1,1464793,1464864,NATL1_tRNAValVIMSS1309212,tRNA-Val,K14237,-,-,-,-,,unresolved
gene-NATL1_05471,-0.256186667,4.885466152,0.356661778,0.684876261,NATL1_05471,CP000553.1,495530,496558,NATL1_05471,Putative GTPases (G3E family),-,-,-,-,"gnl|CDD|223597;COG0523, COG0523, Putative GTPases (G3E family) [General function prediction only].",NATL1_05471,tier1:GeneID
gene-NATL1_00791,0.370387239,1.595479549,0.358029051,0.686912636,NATL1_00791,CP000553.1,82661,82825,NATL1_00791,Hypothetical protein,-,-,-,-,-,NATL1_00791,tier1:GeneID
gene-NATL1_02311,-0.246135248,3.851425682,0.359656696,0.689074842,ndhG,CP000553.1,214318,214920,NATL1_02311,putative NADH Dehydrogenase (complex I) subunit (chain 6),K05578,-,GO:0016021:integral component of membrane;GO:0070118:organellar chromatophore thylakoid membrane;GO:0009536:plastid,GO:0008137:NADH dehydrogenase (ubiquinone) activity;GO:0048038:quinone binding,"gnl|CDD|223909;COG0839, NuoJ, NADH:ubiquinone oxidoreductase subunit 6 (chain J) [Energy production and conversion].",NATL1_02311,tier1:GeneID
gene-NATL1_18741,0.278156231,2.913114596,0.360005769,0.689074842,gidB,CP000553.1,1533091,1533837,NATL1_18741,putative glucose inhibited division protein B,-,-,GO:0005737:cytoplasm,GO:0070043:rRNA (guanine-N7-)-methyltransferase activity,"gnl|CDD|223434;COG0357, GidB, Predicted S-adenosylmethionine-dependent methyltransferase involved in bacterial cell division [Cell envelope biogenesis, outer membrane].",NATL1_18741,tier1:GeneID
gene-NATL1_14821,0.1576067,6.528096507,0.360079305,0.689074842,psbP,CP000553.1,1193650,1194195,NATL1_14821,photosystem II oxygen evolving complex protein PsbP,K02717,-,-,-,-,NATL1_14821,tier1:GeneID
gene-NATL1_13861,0.478188915,1.329240026,0.360514379,0.68931827,NATL1_13861,CP000553.1,1138775,1138948,NATL1_13861,Hypothetical protein,-,-,-,-,-,NATL1_13861,tier1:GeneID
gene-NATL1_16951,0.99206507,-0.334023575,0.36206084,0.691387185,thiS,CP000553.1,1381584,1381799,NATL1_16951,DUF170,K03154,-,-,-,"gnl|CDD|225015;COG2104, ThiS, Sulfur transfer protein involved in thiamine biosynthesis [Coenzyme metabolism].",NATL1_16951,tier1:GeneID
gene-NATL1_13901,1.014313506,-0.015071389,0.36221401,0.691387185,NATL1_13901,CP000553.1,1140175,1140321,NATL1_13901,Hypothetical protein,-,-,-,-,-,NATL1_13901,tier1:GeneID
