GeneID,logFC,logCPM,PValue,FDR,GeneName,Chr,Start,End,locus_tag,Product,KEGG,GO_Biological_Process,GO_Cellular_Component,GO_Molecular_Function,COG,resolved_locus_tag,resolution_method
gene-PMM0979,-1.545922598,-0.507016533,0.463347163,0.867333282,PMM0979,BX548174.1,936046,936336,PMM0979,hypothetical,-,-,-,-,-,PMM0979,tier1:GeneID
gene-PMM1813,-0.47609894,1.49473936,0.463400632,0.867333282,PMM1813,BX548174.1,326727,326924,PMM1813,Conserved hypothetical protein,-,-,-,-,-,PMM1813,tier1:GeneID
gene-PMM1708,-0.377796903,1.875374679,0.463553335,0.867333282,PMM1708,BX548174.1,1646439,1646717,PMM1708,conserved hypothetical protein,-,-,-,-,-,PMM1708,tier1:GeneID
gene-PMM0922,-1.559756126,-0.508992765,0.463823675,0.867333282,PMM0922,BX548174.1,883973,884227,PMM0922,conserved hypothetical protein,-,-,-,-,-,PMM0922,tier1:GeneID
gene-PMM2015,-0.297572965,2.348258918,0.465733524,0.869488821,PMM2015,BX548174.1,1364812,1365033,PMM2015,Hypothetical protein,-,-,-,-,-,PMM2015,tier1:GeneID
gene-PMM1339,-0.168599674,5.429308214,0.466018534,0.869488821,purC,BX548174.1,1289714,1290442,PMM1339,SAICAR synthetase,K01923,GO:0006189:'de novo' IMP biosynthetic process;GO:0009236:cobalamin biosynthetic process,-,GO:0005524:ATP binding;GO:0004639:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,"gnl|CDD|223230;COG0152, PurC, Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase [Nucleotide transport and metabolism].",PMM1339,tier1:GeneID
gene-PMM0158,-0.2919653,3.124195837,0.4662538,0.869488821,ndhG,BX548174.1,153804,154403,PMM0158,putative NADH Dehydrogenase (complex I) subunit (chain 6),K05578,-,GO:0016021:integral component of membrane;GO:0070118:organellar chromatophore thylakoid membrane;GO:0009536:plastid,GO:0008137:NADH dehydrogenase (ubiquinone) activity;GO:0048038:quinone binding,"gnl|CDD|223909;COG0839, NuoJ, NADH:ubiquinone oxidoreductase subunit 6 (chain J) [Energy production and conversion].",PMM0158,tier1:GeneID
gene-PMM1160,-0.509642938,1.531103366,0.467280707,0.870608763,cobB,BX548174.1,1110791,1112320,PMM1160,Cobyric acid synthase CobB,K02232,GO:0009236:cobalamin biosynthetic process;GO:0006541:glutamine metabolic process,-,GO:0015420:cobalamin-transporting ATPase activity,"gnl|CDD|224409;COG1492, CobQ, Cobyric acid synthase [Coenzyme metabolism].",PMM1160,tier1:GeneID
gene-PMM0053,0.386903496,2.60624288,0.467977785,0.871100832,PMM0053,BX548174.1,56663,57787,PMM0053,Putative RNA methylase family UPF0020,-,-,-,-,"gnl|CDD|223194;COG0116, COG0116, Predicted N6-adenine-specific DNA methylase [DNA replication, recombination, and repair].",PMM0053,tier1:GeneID
gene-PMM0081,-0.232827227,3.749673141,0.468397999,0.871100832,cysH,BX548174.1,85958,86680,PMM0081,Phosphoadenosine phosphosulfate reductase,K00390,-,-,-,"gnl|CDD|223253;COG0175, CysH, 3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase and related enzymes [Amino acid transport and metabolism / Coenzyme metabolism].",PMM0081,tier1:GeneID
gene-RNA_7,-0.332629351,2.753030654,0.470267531,0.873781892,tRNA-Pro1,BX548174.1,914442,914515,RNA_7,tRNA-Pro,K14232,-,-,-,-,PMM0236,tier1:GeneID
gene-PMM0571,0.446594877,1.380604165,0.471391718,0.87448568,PMM0571,BX548174.1,538582,538902,PMM0571,conserved hypothetical protein,-,-,-,-,-,PMM0571,tier1:GeneID
gene-PMM0432,0.417987519,1.723818581,0.471878676,0.87448568,PMM0432,BX548174.1,410784,411218,PMM0432,conserved hypothetical protein,-,-,-,-,-,PMM0432,tier1:GeneID
gene-RNA_23,0.425352085,1.746239514,0.471931058,0.87448568,tRNA-Ser2,BX548174.1,1115986,1116070,RNA_23,tRNA-Ser,K14233,-,-,-,-,PMM0236,tier1:GeneID
gene-PMM1212,0.176243661,4.794608941,0.473825026,0.875752218,PMM1212,BX548174.1,1161772,1162464,PMM1212,conserved hypothetical protein,-,-,-,-,"gnl|CDD|226975;COG4627, COG4627, Uncharacterized protein conserved in bacteria [Function unknown].",PMM1212,tier1:GeneID
gene-PMM1598,-0.799033369,-0.013262136,0.474371521,0.875752218,PMM1598,BX548174.1,1527047,1527901,PMM1598,conserved hypothetical protein,-,-,-,-,"gnl|CDD|224928;COG2017, GalM, Galactose mutarotase and related enzymes [Carbohydrate transport and metabolism].",PMM1598,tier1:GeneID
gene-PMM0620,0.339419916,2.087940457,0.474437659,0.875752218,PMM0620,BX548174.1,591679,592401,PMM0620,conserved hypothetical protein,-,-,-,-,-,PMM0620,tier1:GeneID
gene-PMM1040,-0.367493581,2.516925827,0.475484751,0.875752218,PMM1040,BX548174.1,983874,984734,PMM1040,Transglutaminase-like superfamily,-,-,-,-,"gnl|CDD|224224;COG1305, COG1305, Transglutaminase-like enzymes, putative cysteine proteases [Amino acid transport and metabolism].",PMM1040,tier1:GeneID
gene-PMM0897,-0.173447399,5.556718973,0.475526499,0.875752218,dnaK,BX548174.1,858920,860917,PMM0897,Molecular chaperone DnaK%2C heat shock protein hsp70,K04043,GO:0006457:protein folding,-,GO:0005524:ATP binding;GO:0051082:unfolded protein binding,"gnl|CDD|223520;COG0443, DnaK, Molecular chaperone [Posttranslational modification, protein turnover, chaperones].",PMM0897,tier1:GeneID
gene-PMM0962,-0.131852392,7.333298392,0.476077386,0.875752218,PMM0962,BX548174.1,920161,921387,PMM0962,possible Vng0271c,-,-,-,-,-,PMM0962,tier1:GeneID
gene-PMM1905,0.299507183,2.267097251,0.476297775,0.875752218,PMM1905,BX548174.1,814929,815084,PMM1905,Conserved hypothetical protein,-,-,-,-,-,PMM1905,tier1:GeneID
gene-PMM0416,-0.151307331,5.695329636,0.476383181,0.875752218,PMM0416,BX548174.1,394729,395523,PMM0416,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225136;COG2226, UbiE, Methylase involved in ubiquinone/menaquinone biosynthesis [Coenzyme metabolism].",PMM0416,tier1:GeneID
gene-PMM1577,0.214688979,4.0424276,0.476824303,0.875752218,trpE,BX548174.1,1506880,1508400,PMM1577,Anthranilate synthase component I and chorismate binding enzyme,K01657,GO:0000162:tryptophan biosynthetic process,-,GO:0004049:anthranilate synthase activity;GO:0046872:metal ion binding,"gnl|CDD|223225;COG0147, TrpE, Anthranilate/para-aminobenzoate synthases component I [Amino acid transport and metabolism / Coenzyme metabolism].",PMM1577,tier1:GeneID
gene-PMM0794,-0.162842201,4.815269273,0.477511456,0.875752218,PMM0794,BX548174.1,754730,755272,PMM0794,conserved hypothetical protein,-,-,-,-,-,PMM0794,tier1:GeneID
gene-PMM0637,-0.163518821,5.917694272,0.477591687,0.875752218,fur,BX548174.1,605813,606265,PMM0637,Ferric uptake regulator family,-,-,-,-,"gnl|CDD|223806;COG0735, Fur, Fe2+/Zn2+ uptake regulation proteins [Inorganic ion transport and metabolism].",PMM0637,tier1:GeneID
gene-PMM0149,-0.137097709,8.064401753,0.477761005,0.875752218,ndhF,BX548174.1,144716,146728,PMM0149,putative NADH Dehydrogenase (complex I) subunit (chain 5),K05577,GO:0042773:ATP synthesis coupled electron transport,GO:0016021:integral component of membrane;GO:0070118:organellar chromatophore thylakoid membrane;GO:0009536:plastid,GO:0008137:NADH dehydrogenase (ubiquinone) activity;GO:0048038:quinone binding,"gnl|CDD|223941;COG1009, NuoL, NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit [Energy production and conversion / Inorganic ion transport and metabolism].",PMM0149,tier1:GeneID
gene-PMM0454,0.165272113,4.471092169,0.47889936,0.87584367,ispD,BX548174.1,433458,434129,PMM0454,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,K00991,"GO:0019288:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;GO:0016114:terpenoid biosynthetic process",-,GO:0050518:2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity,"gnl|CDD|224132;COG1211, IspD, 4-diphosphocytidyl-2-methyl-D-erithritol synthase [Lipid metabolism].",PMM0454,tier1:GeneID
gene-PMM1298,0.142246407,5.688012131,0.479163431,0.87584367,lpdA,BX548174.1,1248616,1250055,PMM1298,putative dihydrolipoamide dehydrogenase,K00382,GO:0045454:cell redox homeostasis;GO:0006096:glycolytic process,GO:0005886:plasma membrane,GO:0004148:dihydrolipoyl dehydrogenase activity;GO:0009055:electron transfer activity;GO:0050660:flavin adenine dinucleotide binding,"gnl|CDD|224169;COG1249, Lpd, Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes [Energy production and conversion].",PMM1298,tier1:GeneID
gene-PMM1366,-0.559118466,0.858241498,0.480013198,0.87584367,PMM1366,BX548174.1,1313442,1314173,PMM1366,DUF209,-,-,-,-,"gnl|CDD|224655;COG1741, COG1741, Pirin-related protein [General function prediction only].",PMM1366,tier1:GeneID
gene-PMM1520,-0.383997241,1.744665882,0.480445668,0.87584367,psaI,BX548174.1,1460235,1460348,PMM1520,photosystem I subunit VIII (PsaI),K02696,-,-,-,-,PMM1520,tier1:GeneID
gene-PMM1601,0.1487204,7.577889747,0.480597826,0.87584367,PMM1601,BX548174.1,1530381,1532927,PMM1601,phosphorylase,K00688,GO:0005980:glycogen catabolic process,GO:0005737:cytoplasm,GO:0008184:glycogen phosphorylase activity;GO:0102250:linear malto-oligosaccharide phosphorylase activity;GO:0030170:pyridoxal phosphate binding;GO:0102499:SHG alpha-glucan phosphorylase activity,"gnl|CDD|223136;COG0058, GlgP, Glucan phosphorylase [Carbohydrate transport and metabolism].",PMM1601,tier1:GeneID
gene-PMM1395,0.802994677,0.047460503,0.480822318,0.87584367,PMM1395,BX548174.1,1344028,1344420,PMM1395,hypothetical,-,-,-,-,-,PMM1395,tier1:GeneID
gene-PMM0326,-0.132497349,9.503224551,0.48116608,0.87584367,petD,BX548174.1,310505,310987,PMM0326,PetD protein (subunit IV of the Cytochrome b6f complex),K02637,GO:0009767:photosynthetic electron transport chain,GO:0016021:integral component of membrane;GO:0042651:thylakoid membrane,"GO:0045158:electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity;GO:0045156:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity","gnl|CDD|224209;COG1290, QcrB, Cytochrome b subunit of the bc complex [Energy production and conversion].",PMM0326,tier1:GeneID
gene-PMM0973,-0.686662312,0.91741722,0.481242212,0.87584367,urtD,BX548174.1,930252,931007,PMM0973,putative ATP binding subunit of urea ABC transport system,K11962,-,-,-,"gnl|CDD|227019;COG4674, COG4674, Uncharacterized ABC-type transport system, ATPase component [General function prediction only].",PMM0973,tier1:GeneID
gene-PMM0963,-0.134471598,6.641123199,0.484163563,0.879896897,ureC,BX548174.1,921384,923093,PMM0963,Urease alpha subunit,K01428,GO:0043419:urea catabolic process,GO:0005737:cytoplasm,GO:0016151:nickel cation binding;GO:0009039:urease activity,"gnl|CDD|223875;COG0804, UreC, Urea amidohydrolase (urease) alpha subunit [Amino acid transport and metabolism].",PMM0963,tier1:GeneID
gene-PMM0096,-0.200000318,4.566084413,0.484938994,0.879896897,PMM0096,BX548174.1,98735,99532,PMM0096,inositol monophosphate family protein,K01092,-,-,-,"gnl|CDD|223559;COG0483, SuhB, Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family [Carbohydrate transport and metabolism].",PMM0096,tier1:GeneID
gene-PMM1638,-0.194196429,3.948976005,0.485135629,0.879896897,cysE,BX548174.1,1565573,1566307,PMM1638,Serine acetyltransferase,K00640,GO:0006535:cysteine biosynthetic process from serine,GO:0005737:cytoplasm,GO:0009001:serine O-acetyltransferase activity,"gnl|CDD|223975;COG1045, CysE, Serine acetyltransferase [Amino acid transport and metabolism].",PMM1638,tier1:GeneID
gene-PMM0665,0.241028574,3.143264782,0.485871858,0.879896897,hsp33,BX548174.1,634282,635184,PMM0665,Hsp33 protein,-,GO:0006457:protein folding,GO:0005737:cytoplasm,GO:0051082:unfolded protein binding,"gnl|CDD|224200;COG1281, COG1281, Disulfide bond chaperones of the HSP33 family [Posttranslational modification, protein turnover, chaperones].",PMM0665,tier1:GeneID
gene-PMM0969,0.242145752,3.230045423,0.486630554,0.879896897,ureG,BX548174.1,925858,926463,PMM0969,urease accessory protein UreG,-,GO:0006807:nitrogen compound metabolic process,GO:0005737:cytoplasm,GO:0005525:GTP binding;GO:0003924:GTPase activity;GO:0016151:nickel cation binding,"gnl|CDD|223455;COG0378, HypB, Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase [Posttranslational modification, protein turnover, chaperones / Transcription].",PMM0969,tier1:GeneID
gene-RNA_5,0.203961085,5.408458989,0.486846816,0.879896897,tRNA-Leu2,BX548174.1,538180,538265,RNA_5,tRNA-Leu,K14228,-,-,-,-,PMM0236,tier1:GeneID
gene-PMM0501,-0.45745748,1.775986225,0.4869039,0.879896897,PMM0501,BX548174.1,475395,475577,PMM0501,conserved hypothetical protein,-,-,-,-,-,PMM0501,tier1:GeneID
gene-PMM0170,-0.176514749,4.830534488,0.486972737,0.879896897,PMM0170,BX548174.1,163827,164975,PMM0170,NifS-like aminotransferase class-V,K04487,-,-,-,"gnl|CDD|224029;COG1104, NifS, Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes [Amino acid transport and metabolism].",PMM0170,tier1:GeneID
gene-PMM1664,-0.288300355,2.411490563,0.487768215,0.879896897,thiG,BX548174.1,1595645,1596442,PMM1664,thiamin biosynthesis protein,K03149,GO:0009228:thiamine biosynthetic process;GO:0009229:thiamine diphosphate biosynthetic process,GO:0005737:cytoplasm,GO:0016783:sulfurtransferase activity,"gnl|CDD|224933;COG2022, ThiG, Uncharacterized enzyme of thiazole biosynthesis [Nucleotide transport and metabolism].",PMM1664,tier1:GeneID
gene-PMM0610,0.488714368,1.409260982,0.488160491,0.879896897,murF,BX548174.1,580028,581398,PMM0610,Cytoplasmic peptidoglycan synthetase,K01929,-,-,-,"gnl|CDD|223841;COG0770, MurF, UDP-N-acetylmuramyl pentapeptide synthase [Cell envelope biogenesis, outer membrane].",PMM0610,tier1:GeneID
gene-PMM0031,-0.313054215,2.551760872,0.488452274,0.879896897,PMM0031,BX548174.1,30526,30930,PMM0031,HNH endonuclease:HNH nuclease,-,-,-,-,"gnl|CDD|224321;COG1403, McrA, Restriction endonuclease [Defense mechanisms].",PMM0031,tier1:GeneID
gene-PMM0159,0.168357264,6.840706839,0.488640098,0.879896897,ndhI,BX548174.1,154417,155043,PMM0159,putative NADH Dehydrogenase subunit,K05580,"GO:0019684:photosynthesis, light reaction",GO:0042651:thylakoid membrane,"GO:0051539:4 iron, 4 sulfur cluster binding;GO:0005506:iron ion binding;GO:0008137:NADH dehydrogenase (ubiquinone) activity;GO:0048038:quinone binding","gnl|CDD|224066;COG1143, NuoI, Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I) [Energy production and conversion].",PMM0159,tier1:GeneID
gene-PMM0131,-0.130997148,6.150245688,0.489080945,0.879914793,PMM0131,BX548174.1,127740,130037,PMM0131,putative P-type ATPase transporter for copper,-,-,-,-,"gnl|CDD|225127;COG2217, ZntA, Cation transport ATPase [Inorganic ion transport and metabolism].",PMM0131,tier1:GeneID
gene-PMM1336,-0.196256796,4.153982594,0.490335902,0.881396049,PMM1336,BX548174.1,1286221,1286679,PMM1336,Putative (3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase,K02372,GO:0006633:fatty acid biosynthetic process;GO:0009245:lipid A biosynthetic process,GO:0005737:cytoplasm,GO:0008659:(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity;GO:0047451:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,"gnl|CDD|223835;COG0764, FabA, 3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases [Lipid metabolism].",PMM1336,tier1:GeneID
gene-PMM0841,-0.954613637,0.046378874,0.491231662,0.882229598,fmt,BX548174.1,799312,800298,PMM0841,putative Methionyl-tRNA formyltransferase,K00604,-,-,GO:0004479:methionyl-tRNA formyltransferase activity,"gnl|CDD|223301;COG0223, Fmt, Methionyl-tRNA formyltransferase [Translation, ribosomal structure and biogenesis].",PMM0841,tier1:GeneID
gene-PMM1461,0.185632708,4.049875127,0.492446501,0.883137848,PMM1461,BX548174.1,1395377,1395787,PMM1461,conserved hypothetical protein,K09457,GO:0008616:queuosine biosynthetic process,GO:0005737:cytoplasm,"GO:0046857:oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor;GO:0033739:preQ1 synthase activity","gnl|CDD|223851;COG0780, COG0780, Enzyme related to GTP cyclohydrolase I [General function prediction only].",PMM1461,tier1:GeneID
gene-PMM0295,-0.193617317,4.397965684,0.492602355,0.883137848,rub,BX548174.1,284199,284627,PMM0295,probable rubredoxin,-,-,-,-,"gnl|CDD|224687;COG1773, COG1773, Rubredoxin [Energy production and conversion].",PMM0295,tier1:GeneID
gene-PMM1689,0.151495621,6.48859529,0.495207943,0.886651797,pyrG,BX548174.1,1623197,1624807,PMM1689,Glutamine amidotransferase class-I:CTP synthase,K01937,GO:0044210:'de novo' CTP biosynthetic process;GO:0006541:glutamine metabolic process,-,GO:0005524:ATP binding;GO:0003883:CTP synthase activity;GO:0046872:metal ion binding,"gnl|CDD|223578;COG0504, PyrG, CTP synthase (UTP-ammonia lyase) [Nucleotide transport and metabolism].",PMM1689,tier1:GeneID
gene-PMM0261,-0.23231441,3.523656867,0.495430803,0.886651797,PMM0261,BX548174.1,250057,251637,PMM0261,conserved hypothetical protein,-,-,-,-,"gnl|CDD|223800;COG0728, MviN, Uncharacterized membrane protein, putative virulence factor [General function prediction only].",PMM0261,tier1:GeneID
gene-PMM1539,-0.341423523,2.210720207,0.496941698,0.888577012,adk,BX548174.1,1477055,1477609,PMM1539,Adenylate kinase,K00939,GO:0044209:AMP salvage,GO:0005737:cytoplasm,GO:0004017:adenylate kinase activity;GO:0005524:ATP binding,"gnl|CDD|223637;COG0563, Adk, Adenylate kinase and related kinases [Nucleotide transport and metabolism].",PMM1539,tier1:GeneID
gene-PMM0554,0.153458771,4.789816899,0.498272667,0.890177416,PMM0554,BX548174.1,524862,525128,PMM0554,putative carboxysome peptide A,-,-,-,-,"gnl|CDD|226942;COG4576, CcmL, Carbon dioxide concentrating mechanism/carboxysome shell protein [Secondary metabolites biosynthesis, transport, and catabolism / Energy production and conversion].",PMM0554,tier1:GeneID
gene-PMM1172,-0.943283601,0.210913971,0.499285652,0.890555043,PMM1172,BX548174.1,1121694,1122428,PMM1172,conserved hypothetical protein,-,-,-,-,-,PMM1172,tier1:GeneID
gene-PMM0508,0.130814486,6.5406843,0.499832867,0.890555043,proS,BX548174.1,480062,481864,PMM0508,Prolyl-tRNA synthetase,K01881,GO:0006433:prolyl-tRNA aminoacylation,GO:0005737:cytoplasm,GO:0002161:aminoacyl-tRNA editing activity;GO:0005524:ATP binding;GO:0004827:proline-tRNA ligase activity,"gnl|CDD|223519;COG0442, ProS, Prolyl-tRNA synthetase [Translation, ribosomal structure and biogenesis].",PMM0508,tier1:GeneID
gene-PMM0800,-0.167396025,4.369548408,0.500012107,0.890555043,PMM0800,BX548174.1,760044,760232,PMM0800,conserved hypothetical protein,-,-,-,-,-,PMM0800,tier1:GeneID
gene-PMM0755,-0.423105513,1.554224486,0.500228518,0.890555043,PMM0755,BX548174.1,714889,715962,PMM0755,possible Adenylate cyclase,-,-,-,-,-,PMM0755,tier1:GeneID
gene-PMM0875,0.168341392,4.784716534,0.501819035,0.892608423,PMM0875,BX548174.1,831846,832238,PMM0875,conserved hypothetical protein,-,-,-,-,"gnl|CDD|226177;COG3651, COG3651, Uncharacterized protein conserved in bacteria [Function unknown].",PMM0875,tier1:GeneID
gene-PMM1097,-0.524122088,1.214654277,0.503322266,0.893809684,recR,BX548174.1,1041721,1042320,PMM1097,RecR protein,K06187,GO:0006310:DNA recombination;GO:0006281:DNA repair,-,GO:0003677:DNA binding;GO:0046872:metal ion binding,"gnl|CDD|223430;COG0353, RecR, Recombinational DNA repair protein (RecF pathway) [DNA replication, recombination, and repair].",PMM1097,tier1:GeneID
gene-PMM1053,-0.822661713,-0.005935211,0.504029401,0.893809684,PMM1053,BX548174.1,995404,995961,PMM1053,conserved hypothetical protein,-,-,-,-,"gnl|CDD|223290;COG0212, COG0212, 5-formyltetrahydrofolate cyclo-ligase [Coenzyme metabolism].",PMM1053,tier1:GeneID
gene-PMM1058,0.193076571,5.402134416,0.504382155,0.893809684,petG,BX548174.1,998989,999108,PMM1058,Cytochrome b6/f complex%2C subunit V,K02640,GO:0017004:cytochrome complex assembly;GO:0015979:photosynthesis,GO:0009512:cytochrome b6f complex;GO:0016021:integral component of membrane;GO:0042651:thylakoid membrane,"GO:0045158:electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity",-,PMM1058,tier1:GeneID
gene-PMM0565,-0.15455906,6.785089129,0.504940592,0.893809684,dnaA,BX548174.1,531716,533107,PMM0565,chromosomal replication initiator protein DnaA,K02313,GO:0006270:DNA replication initiation;GO:0006275:regulation of DNA replication,GO:0005737:cytoplasm,GO:0005524:ATP binding;GO:0003688:DNA replication origin binding,"gnl|CDD|223666;COG0593, DnaA, ATPase involved in DNA replication initiation [DNA replication, recombination, and repair].",PMM0565,tier1:GeneID
gene-PMM1910,-0.710942626,0.397868753,0.505155451,0.893809684,PMM1910,BX548174.1,817042,817191,PMM1910,Conserved hypothetical protein,-,-,-,-,-,PMM1910,tier1:GeneID
gene-PMM1505,0.358586999,1.713077639,0.505180598,0.893809684,PMM1505,BX548174.1,1444352,1445287,PMM1505,SAM (and some other nucleotide) binding motif,K18534,GO:0010189:vitamin E biosynthetic process,-,"GO:0102550:2-methyl-6-geranylgeranyl-1,4-benzoquinol methyltransferase activity;GO:0051741:2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity","gnl|CDD|223574;COG0500, SmtA, SAM-dependent methyltransferases [Secondary metabolites biosynthesis, transport, and catabolism / General function prediction only].",PMM1505,tier1:GeneID
gene-PMM1250,-0.192825513,3.989255518,0.506447396,0.893809684,PMM1250,BX548174.1,1202291,1202683,PMM1250,conserved hypothetical protein,-,-,-,-,-,PMM1250,tier1:GeneID
gene-PMM0063,0.128222463,7.695192723,0.506608984,0.893809684,PMM0063,BX548174.1,67870,68802,PMM0063,conserved hypothetical protein,-,-,GO:0009507:chloroplast,-,-,PMM0063,tier1:GeneID
gene-PMM1469,-0.663481164,0.103294322,0.507167108,0.893809684,PMM1469,BX548174.1,1404423,1405139,PMM1469,conserved hypothetical,K19560,-,-,-,-,PMM1469,tier1:GeneID
gene-PMM1142,-0.173778415,5.574784337,0.507366779,0.893809684,dxr,BX548174.1,1094783,1095997,PMM1142,1-deoxy-D-xylulose 5-phosphate reductoisomerase,K00099,"GO:0019288:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;GO:0016114:terpenoid biosynthetic process",-,GO:0030604:1-deoxy-D-xylulose-5-phosphate reductoisomerase activity;GO:0046872:metal ion binding;GO:0070402:NADPH binding,"gnl|CDD|223814;COG0743, Dxr, 1-deoxy-D-xylulose 5-phosphate reductoisomerase [Lipid metabolism].",PMM1142,tier1:GeneID
gene-PMM1057,0.23977832,3.244938137,0.5074938,0.893809684,cytM,BX548174.1,998550,998954,PMM1057,cytochrome cM,-,-,-,-,-,PMM1057,tier1:GeneID
gene-PMM1693,0.998401097,0.111319187,0.507799439,0.893809684,PMM1693,BX548174.1,1627492,1628319,PMM1693,Aminotransferases class-IV,K02619,-,-,-,"gnl|CDD|223193;COG0115, IlvE, Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase [Amino acid transport and metabolism / Coenzyme metabolism].",PMM1693,tier1:GeneID
gene-PMM0789,1.208312741,-0.132602152,0.508184644,0.893809684,PMM0789,BX548174.1,750969,751463,PMM0789,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225090;COG2179, COG2179, Predicted hydrolase of the HAD superfamily [General function prediction only].",PMM0789,tier1:GeneID
gene-PMM1987,-0.341649854,2.319852258,0.509235898,0.894177138,PMM1987,BX548174.1,1323531,1323686,PMM1987,Conserved hypothetical protein,-,-,-,-,-,PMM1987,tier1:GeneID
gene-PMM0361,-1.601603988,-0.507385564,0.509269349,0.894177138,PMM0361,BX548174.1,344527,344904,PMM0361,possible Phosphoenolpyruvate carboxykinase,-,-,-,-,-,PMM0361,tier1:GeneID
gene-PMM0750,-0.627194436,1.079725195,0.510639464,0.895812531,PMM0750,BX548174.1,711460,712182,PMM0750,ABC transporter%2C ATP-binding component,-,-,-,-,"gnl|CDD|224059;COG1136, SalX, ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].",PMM0750,tier1:GeneID
gene-PMM0472,0.155242984,5.496266967,0.51184562,0.896690043,PMM0472,BX548174.1,447410,448609,PMM0472,putative Na+/H+ antiporter%2C CPA1 family,-,-,-,-,"gnl|CDD|223104;COG0025, NhaP, NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].",PMM0472,tier1:GeneID
gene-PMM0429,-0.266643192,2.675298546,0.512418331,0.896690043,PMM0429,BX548174.1,408980,409210,PMM0429,conserved hypothetical protein,-,-,-,-,-,PMM0429,tier1:GeneID
gene-PMM1207,0.462795233,1.511723536,0.512573635,0.896690043,PMM1207,BX548174.1,1156082,1157035,PMM1207,Putative fucose synthetase,K02377,GO:0042351:'de novo' GDP-L-fucose biosynthetic process,-,GO:0050662:coenzyme binding;GO:0050577:GDP-L-fucose synthase activity;GO:0016853:isomerase activity,"gnl|CDD|223528;COG0451, WcaG, Nucleoside-diphosphate-sugar epimerases [Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism].",PMM1207,tier1:GeneID
gene-PMM0608,0.177712255,4.741971088,0.512896166,0.896690043,menB,BX548174.1,577662,578519,PMM0608,Napthoate synthase,K01661,GO:0009234:menaquinone biosynthetic process,-,"GO:0008935:1,4-dihydroxy-2-naphthoyl-CoA synthase activity","gnl|CDD|223524;COG0447, MenB, Dihydroxynaphthoic acid synthase [Coenzyme metabolism].",PMM0608,tier1:GeneID
gene-PMM1292,0.366337876,2.065783472,0.513823514,0.89754287,PMM1292,BX548174.1,1243947,1245437,PMM1292,possible apolipoprotein n-acyltransferase,-,GO:0042158:lipoprotein biosynthetic process,GO:0016021:integral component of membrane;GO:0005886:plasma membrane,GO:0016410:N-acyltransferase activity,"gnl|CDD|223885;COG0815, Lnt, Apolipoprotein N-acyltransferase [Cell envelope biogenesis, outer membrane].",PMM1292,tier1:GeneID
gene-PMM1982,-0.515675822,1.150023264,0.514272109,0.897558673,PMM1982,BX548174.1,1320587,1320766,PMM1982,Conserved hypothetical protein,-,-,-,-,-,PMM1982,tier1:GeneID
gene-PMM0676,-0.15113457,4.621583325,0.514761078,0.897644852,gcpE,BX548174.1,643694,644911,PMM0676,GcpE protein,K03526,"GO:0019288:isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;GO:0016114:terpenoid biosynthetic process",-,"GO:0051539:4 iron, 4 sulfur cluster binding;GO:0046429:4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity;GO:0005506:iron ion binding","gnl|CDD|223891;COG0821, gcpE, 1-hydroxy-2-methyl-2-(e)-butenyl 4-diphosphate synthase [Lipid metabolism].",PMM0676,tier1:GeneID
