GENE,t=0h,t=3h,t=6h,t=12h,t=24h,t=48h,Cyanate,Urea,ANNOTATION,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,locus_tag
PMM0906,-0.056461571,-0.014465283,-0.562003886,*-1.43766422555525,*-1.17531682777119,-1.735964221,*-0.607325435225925,-0.01148703,psaK Photosystem I PsaK protein (subunit X),,,,,,,,,PMM0906
PMM0907,0.166496031,-0.703163957,-0.722682429,*-1.25421942834971,-0.971279335,-0.766158955,-0.158276332,-0.218172543,Dxs 1-deoxy-D-xylulose 5-phosphate synthase,,,,,,,,,PMM0907
PMM0908,-0.415041841,0.586762827,**1.67068894183321,*1.17919103577121,0.24995756,0.402092172,0.04022071,-0.305852188,ilvA threonine dehydratase,,,,,,,,,PMM0908
PMM0909,-1.25512493,-0.177459249,0.535202054,0.600317543,0.297659651,0.380482348,0.350269746,-0.409896179,conserved hypothetical protein,,,,,,,,,PMM0909
PMM0910,-0.009393383,0.144401983,0.53272156,-0.150454232,0.254802234,0.811677221,-0.048103466,0.193437336,conserved hypothetical membrane protein,,,,,,,,,PMM0910
PMM0911,0.193687925,0.614515903,0.894703445,*1.13421154749602,-0.075585264,-0.253333599,-0.34056182,-0.438003454,conserved hypothetical protein,,,,,,,,,PMM0911
PMM0912,0.099945797,0.191974837,0.05133996,-0.602239517,-0.429787057,-0.475484608,-0.051256186,0.002691777,pykF Pyruvate kinase,,,,,,,,,PMM0912
PMM0913,-0.267851556,0.194714389,-0.169169035,-0.571841982,-0.115382386,0.020103419,0.215236626,0.137095051,possible ABC transporter,,,,,,,,hli4 possible high light inducible protein,PMM0913
PMM0914,0.54086945,-0.910292933,0.113368415,-1.908829876,1.116816858,-0.735647624,2.469693185,2.50927027,conserved hypothetical protein,,,,,,,,,PMM0914
PMM0915,-0.468773516,-0.722126993,0.401060546,0.346930223,-0.385006158,-0.534151576,-0.127649349,-0.028618194,putative lipoprotein signal peptidase,,,,,,,,,PMM0915
PMM0916,-0.24208779,-0.34230897,-0.037961567,-0.431472697,-0.536287736,0.309857923,0.206813708,0.003740525,conserved hypothetical protein,,,,,,,,,PMM0916
PMM0917,-0.945432716,0.344385271,0.296751428,0.286222294,-0.428672442,-0.40732392,0.470053155,0.280262652,Pyridoxal-dependent decarboxylase family protein,,,,,,,,,PMM0917
PMM0918,0.246914337,0.611835567,**1.40612392912520,0.971284878,0.326775039,-0.065335164,0.575283375,0.586878665,putative cytidine/deoxycytidylate deaminase,,,,,,,,,PMM0918
PMM0919,-0.150870781,0.130375554,0.162693137,0.367800397,-0.340531496,0.07473205,-0.808588591,-0.704378056,"spt, agt serine:pyruvate/alanine:glyoxylateaminotransferase",,,,,,,,,PMM0919
PMM0920,0.509219432,**3.75973171772578,**5.06051169137151,**4.14177961834331,**3.92174594063168,**3.79888923224975,**1.39901265866978,-0.195371878,"glnA Glutamine synthetase, glutamate--ammonia ligase",,,,,,,,,PMM0920
PMM0921,-0.609599749,1.093247927,0.827307239,0.528577883,-0.295090835,0.674219072,0.215735268,0.304129248,SAM (and some other nucleotide) bindingmotif:Generic methyl-transferase,,,,,,,,,PMM0921
PMM0922,0.249588202,-0.066952748,0.533074946,1.193852729,-0.044332101,0.637803286,0.04035399,-0.034143071,conserved hypothetical protein,,,,,,,,,PMM0922
PMM0923,-0.035827455,-0.480419061,-0.688914752,-0.836507518,-0.875861003,-0.595016521,-0.216832663,0.106967498,conserved hypothetical protein,,,,,,,,,PMM0923
PMM0924,-0.42998892,-0.74266087,**-1.03439007862157,-1.030240767,-0.931515032,-1.504185705,-0.096095763,-0.106357977,conserved hypothetical protein,,,,,,,,,PMM0924
PMM0925,-1.147183137,-0.059884662,-0.626434772,-0.308267093,-0.620175137,-0.58739098,-0.003245987,0.177554122,conserved hypothetical protein,,,,,,,,,PMM0925
PMM0926,0.140913387,0.37500885,0.176642396,0.011083396,-0.082151429,0.3841185,-0.099832724,0.202775771,psb28 possible Photosystem II reaction center Psb28protein,,,,,,,,,PMM0926
PMM0927,-0.127826479,-0.622190134,-1.109735307,0.59755122,-0.635531664,-1.221599752,0.916730841,0.999911177,conserved hypothetical protein,,,,,,,,,PMM0927
PMM0928,-1.026213919,-1.116527559,-0.230071199,-0.318060487,-0.777783669,-1.657022431,0.204270698,-0.012584428,secF preprotein translocase subunit,,,,,,,,,PMM0928
PMM0929,0.082513825,-0.490555442,-0.930364525,-1.091716149,*-1.32051912742862,-0.880507781,-0.280563267,-0.046512345,secD preprotein translocase subunit,,,,,,,,,PMM0929
PMM0930,0.162895099,-0.048672478,-0.485611451,-0.818685721,*-0.881280826608329,-0.533925795,0.000642356,0.200981878,pdhB Pyruvate dehydrogenase E1 beta subunit,,,,,,,,,PMM0930
PMM0931,-0.705102534,-0.509448983,-0.175339092,0.497046969,0.3099502,0.18849222,0.420423569,0.091493401,conserved hypothetical protein,,,,,,,,,PMM0931
PMM0932,-0.543490217,0.484573833,0.227150733,0.288672967,-0.578508413,-0.115832641,-0.096402806,-0.111467328,ispE Putative4-diphosphocytidyl-2C-methyl-D-erythritol kinase (CMK),,,,,,,,,PMM0932
PMM0933,-0.809166233,-0.747904901,-0.248748385,0.345975227,-0.289045375,-0.701110267,0.471944565,0.736117907,"putative rRNA(adenine-N6,N6)-dimethyltransferase",,,,,,,,,PMM0933
PMM0934,-0.184052407,-0.247691319,0.143052427,0.899143923,0.320293959,1.162487244,-0.289001331,0.149672903,conserved hypothetical protein,,,,,,,,,PMM0934
PMM0935,-0.6983245,0.053202797,0.141313368,-0.492231924,-2.268445612,-0.440513695,0.505528448,-0.013620443,conserved hypothetical protein,,,,,,,,,PMM0935
PMM0936,0.47403575,-0.970043566,0.311916925,0.917140899,1.140770694,*2.02632483387103,0.253006793,0.582492819,putative SOS mutagenesis protein UmuD,,,,,,,,,PMM0936
PMM0937,-0.154092832,-0.13720882,0.473254679,0.107796811,0.037467807,0.294052339,0.72767558,0.911230668,umuC putative UmuC protein,,,,,,,,,PMM0937
PMM0938,-1.064912717,0.159665889,0.628370571,0.328707616,0.347115816,0.027434366,0.674625337,0.748005315,possible Serine hydroxymethyltransferase,,,,,,,,,PMM0938
PMM0939,-0.857967009,-0.730436786,0.247819962,0.368292695,-0.420345148,-0.322551624,0.201863159,-0.135989732,CHC2 zinc finger:Toprim domain,,,,,,,,,PMM0939
PMM0940,-0.691546943,-0.410462314,-0.232767283,-0.71538775,-1.159709655,-0.636283153,1.039367661,0.363263911,"Integral membrane protein, DUF6",,,,,,,,,PMM0940
PMM0941,0.109397936,0.258033395,0.691181682,0.703612802,0.926440875,0.522719854,-0.180747118,0.098531198,possible cAMP phosphodiesterases class-II,,,,,,,,,PMM0941
PMM0942,-0.737309692,-0.022405257,-0.125362387,0.50373577,-0.028074386,0.233697804,-0.084383774,0.082671308,ruvA putative holliday junction DNA helicase RuvA,,,,,,,,,PMM0942
PMM0943,-0.133579242,-0.416790057,-0.137947499,-0.41705772,-0.332250069,-0.088554822,-0.247177919,0.216308617,"rps15, rpsO 30S Ribosomal protein S15",,,,,,,,,PMM0943
PMM0944,-0.563700965,-0.342977555,-0.339463331,-0.459937146,-0.13224208,-0.417438089,0.046273905,-0.250574304,conserved hypothetical protein,,,,,,,,,PMM0944
PMM0945,-0.0410874,-0.013585958,0.847165022,*1.15359388232297,0.144639554,-0.140531529,0.20823253,-0.023953202,"dnaE DNA polymerase III, alpha subunit",,,,,,,,,PMM0945
PMM0946,-0.768222977,-0.516858315,-0.735206761,-0.004296219,-0.145400969,0.004688995,0.119675783,-0.424249362,gatA Glutamyl-tRNA(Gln) amidotransferase A subunit,,,,,,,,,PMM0946
PMM0947,-0.470992308,-0.085857812,0.150176646,0.776441192,-0.313705877,0.827496212,0.145384088,0.357526253,conserved hypothetical protein,,,,,,,,,PMM0947
PMM0948,-0.864122383,-0.610637535,0.630384905,0.827839617,0.252507467,-0.104629498,-0.457964066,-0.805935516,tRNA/rRNA methyltransferase (SpoU):RNAmethyltransferase TrmH...,,,,,,,,,PMM0948
PMM0949,-1.350702341,-0.309262322,-0.46000639,0.250944464,-0.030843226,-0.61433173,-0.550914124,-0.559816385,conserved hypothetical protein,,,,,,,,,PMM0949
PMM0950,-0.227321345,0.046352929,0.478018534,0.694875074,-0.015801149,-0.153305323,-0.2313002,0.126806584,unnamed product,,,,,,,,,PMM0950
PMM0951,-0.361240011,-0.436578058,-0.698151587,-0.568481684,-0.372271812,-0.637842746,0.403990419,-0.287274368,"carA, pyrA carbamoyl-phosphate synthase small chain",,,,,,,,,PMM0951
PMM0952,-0.534102509,0.27502706,-0.462173486,0.117713924,-0.345851758,-0.963902741,-0.148079567,-0.338995856,trpD/G putative Anthranilate synthase component II,,,,,,,,,PMM0952
PMM0953,-0.293733385,0.301356935,0.136690019,0.461718559,-0.197647859,-0.450212537,-0.308820003,-0.359649308,conserved hypothetical protein,,,,,,,,,PMM0953
PMM0954,-0.425244133,0.19328609,0.316584057,0.156801793,-0.118982225,-0.583410514,0.443689844,0.359074237,"ABC transporter, multidrug efflux family",,,,,,,,,PMM0954
PMM0955,0.436201107,0.244493413,-0.160319562,-0.437391653,-0.111158634,-0.482543887,0.265974552,0.19532908,msrA Peptide methionine sulfoxide reductase,,,,,,,,,PMM0955
PMM0956,-0.544633094,0.255427555,0.571204492,0.372721056,-0.835843103,-1.191145,1.040674199,0.694675445,Bacitracin resistance protein BacA,,,,,,,,,PMM0956
PMM0957,-0.526885059,0.189291462,0.6724937,*1.32725186065011,0.790661044,0.894154038,-0.470165147,-0.319080657,possible GRAM domain,,,,,,,,,PMM0957
PMM0958,-0.50501107,**4.82035296700195,**6.01862436906552,**4.65281152432864,**3.52673979635244,**4.00909578350767,0.762798229,-0.601113495,conserved hypothetical,,,,,,,,,PMM0958
PMM0959,-0.582791564,-0.185438319,-0.038452137,0.27673374,-0.60465467,-0.755704349,0.698513973,0.341922238,conserved hypothetical protein,,,,,,,,,PMM0959
PMM0960,0.391068694,-0.116729617,0.367391712,0.968657643,0.045614577,0.392219384,0.065471401,-0.186084371,conserved hypothetical protein,,,,,,,,,PMM0960
PMM0961,0.02082556,0.032253219,0.917990429,*1.12283628885809,0.657924526,0.838716536,0.206165709,0.314243497,Glycoside hydrolase family 13,,,,,,,,,PMM0961
PMM0962,-0.512017963,-0.014963137,-0.074946552,-0.381815729,-1.027247875,-0.341779735,-0.252544678,-0.469997926,possible Vng0271c,,,,,,,,,PMM0962
PMM0963,0.036989762,0.418075292,0.069580424,-0.018844327,0.130043529,0.63756763,0.067793401,-0.123278586,ureC Urease alpha subunit,,,,,,,,,PMM0963
PMM0964,-0.301792943,0.452231913,0.912417913,**1.32778315629641,0.683407688,0.608392413,0.120833317,-0.116052334,ureB Urease beta subunit,,,,,,,,,PMM0964
PMM0965,0.27295992,1.135729397,**1.90550104081613,**1.50168063569990,*1.08386889785390,1.243182442,0.061648448,-0.028778292,ureA Urease gamma subunit,,,,,,,,,PMM0965
PMM0966,-0.210981958,0.263157756,0.619389551,-3.082907367,-0.520424581,-3.171026598,0.546743824,0.15062394,ureD urease accessory protein UreD,,,,,,,,,PMM0966
PMM0967,-0.795965021,-0.043974497,-6.04E-05,0.358014784,-0.047945795,-1.35589418,0.132789885,-0.131875318,ureE urease accessory protein UreE,,,,,,,,,PMM0967
PMM0968,-1.49559766,-0.033327546,0.582891296,0.716767806,0.096262343,0.100912187,0.149186974,-0.478559288,ureF urease accessory protein UreF,,,,,,,,,PMM0968
PMM0969,-0.545153027,0.243208235,0.628258636,*1.21799783854879,0.801503554,-0.098280398,0.007568739,-0.385586127,ureG urease accessory protein UreG,,,,,,,,,PMM0969
PMM0970,0.77958576,**3.90870782237566,**5.37087883412763,**3.75015994971883,**3.86942338221993,**3.83476617831050,*0.905388640964646,-0.161692929,"urtA putative urea ABC transporter, substrate bindingprotein",,,,,,,,,PMM0970
PMM0971,-0.587202129,1.584842403,**2.33634514566438,*1.25303331253527,0.89713493,0.837361867,0.451163303,-0.380920577,urtB putative urea ABC transporter,,,,,,,,,PMM0971
PMM0972,-0.328046202,-0.053365781,0.473844962,-0.126638336,0.30287296,-0.21081773,0.239371503,-0.410380416,urtC putative membrane protein of urea ABC transportsystem,,,,,,,,,PMM0972
PMM0973,-0.463805564,0.441723649,0.642414235,0.018974269,0.345724139,0.253360475,0.778950105,0.471098726,urtD putative ATP binding subunit of urea ABCtransport system,,,,,,,,,PMM0973
PMM0974,0.488677358,0.777664686,0.662247233,0.872009404,0.476789054,0.0483818,0.096797388,0.338402348,urtE Putative ATP-binding subunit of urea ABCtransport system,,,,,,,,,PMM0974
PMM0975,-1.457988122,0.04935984,0.759028275,1.406804737,1.725839572,2.345723756,0.31301085,-0.128532414,conserved hypothetical protein,,,,,,,,,PMM0975
PMM0976,-0.807848747,-0.238257834,-0.108643723,0.601851149,-0.09226549,-1.365745985,1.633681006,1.354391909,putative multidrug efflux ABC transporter,,,,,,,,,PMM0976
PMM0977,0.009948944,-0.630860034,-0.97914662,-0.583656249,-0.62402981,-2.040959266,0.507247029,1.007319064,putative multidrug efflux ABC transporter,,,,,,,,,PMM0977
PMM0978,-0.880916221,-1.035462292,0.0333635,-0.478148549,-1.770550762,-3.800513575,-0.233923056,-0.404579201,"conserved membrane protein, multidrug effluxassociated",,,,,,,,,PMM0978
PMM0979,-0.53154067,-0.506375826,0.154380684,0.883524642,-0.084943962,0.309340507,-0.542436614,-0.45193135,hypothetical,,,,,,,,,PMM0979
PMM0980,-0.482350889,-0.740818191,-0.249998461,*1.60513302910549,0.254721791,0.320962909,0.468888463,0.639281633,hypothetical,,,,,,,,,PMM0980
PMM0981,-0.703110074,0.519308627,0.295387739,-0.49797693,-0.989783246,0.159407668,-0.123672775,-0.244321059,conserved hypothetical protein,,,,,,,,,PMM0981
PMM0982,*0.76634983810593,0.640890056,0.746417838,0.384414592,0.489407048,1.044433765,0.619212867,*0.905744487030475,HNH endonuclease:HNH nuclease,,,,,,,,,PMM0982
PMM0983,-0.590189521,-0.338549211,-0.010612376,-0.045345518,-0.258995585,-0.020941474,-0.374184227,-0.103351479,possible ATP synthase protein 8,,,,,,,,,PMM0983
PMM0984,-0.8424398,0.175357384,0.284864648,-0.104014617,0.24458581,0.228904006,-0.297081013,-0.411924212,possible Josephin,,,,,,,,,PMM0984
PMM0985,-0.086864646,0.332490389,0.343196972,1.271387994,-0.087439936,0.397219396,-0.83806255,-0.400411455,putative PURINE PHOSPHORIBOSYLTRANSFERASE relatedprotein,,,,,,,,,PMM0985
PMM0986,-0.982580998,-0.850119918,0.235972859,1.289632831,-0.2691087,-0.336859345,1.229282552,0.662244062,conserved hypothetical,,,,,,,,,PMM0986
PMM0987,-0.338462538,-0.365177454,-0.771644551,-0.453860037,**-1.20000366688896,0.226255615,-0.366286632,0.042583419,"rps21, rpsU 30S Ribosomal protein S21",,,,,,,,,PMM0987
PMM0988,-0.630498828,0.167898015,0.30926879,0.193652121,*1.18077855736900,1.60730424,-0.218648657,0.131150667,Helix-hairpin-helix DNA-binding motif class 1,,,,,,,,,PMM0988
PMM0989,-0.588346559,0.020810809,0.468077537,0.067137426,-1.323028016,-0.855951445,-1.247305157,0.432612513,ATP/GTP-binding site motif A (P-loop),,,,,,,,,PMM0989
PMM0990,-0.091417234,-0.077209116,0.413584691,-0.885577184,-0.474292789,-0.722291179,1.197116074,0.26543942,conserved hypothetical protein,,,,,,,,,PMM0990
PMM0991,-1.564046706,-2.306734168,-0.397707959,-1.072970265,-0.453279062,-1.51541894,-1.036237525,-0.650379018,possible Paired amphipathic helix repeat,,,,,,,,,PMM0991
PMM0992,-0.751281494,-0.4901291,-0.934522668,-0.699014076,-1.384665088,-0.325424654,-0.370432556,-0.104140137,conserved hypotheticcal protein,,,,,,,,,PMM0992
PMM0993,0.108248654,0.423068828,-0.101592251,-0.943783209,-1.095719892,-0.873318372,-0.44045619,0.04458742,conserved hypothetical protein,,,,,,,,,PMM0993
PMM0994,-1.786942,-1.144718582,-1.273955388,-1.315066876,-0.985342366,-0.649987956,0.429102424,0.535941885,GCN5-related N-acetyltransferase,,,,,,,,,PMM0994
PMM0995,-0.757270375,-0.549603432,-0.554012429,-0.723614681,-1.385158766,-2.747643578,-0.680716711,-0.203760888,hypothetical,,,,,,,,,PMM0995
PMM0996,-0.098193676,1.057954869,**1.33470492845919,*1.20124773442206,0.744368821,1.713188854,-0.13364712,0.487153977,conserved hypothetical protein,,,,,,,,,PMM0996
PMM0997,0.323829379,0.970243324,*0.91282471570118,0.277037277,0.743995112,**2.39881338409661,0.395012619,0.620401287,possible Protein of unknown function DUF67,,,,,,,,,PMM0997
PMM0998,-0.159644936,0.097828405,0.447293,0.348307619,0.846345899,1.446565708,0.388438946,0.383163032,conserved hypothetical protein,,,,,,,,,PMM0998
PMM0999,-0.332547969,-0.189857677,0.600814278,0.23646149,-0.495367151,-0.057759181,-0.162689343,-0.192239661,hypothetical,,,,,,,,,PMM0999
PMM1000,-0.762176394,-0.660326174,-0.161320893,-0.016934868,-2.025077619,-0.214544863,0.319939886,0.116140062,conserved hypothetical protein,,,,,,,,,PMM1000
PMM1001,-0.027022928,0.877789536,0.573861894,0.28133348,-0.229950628,0.096460259,0.304118711,0.304788116,conserved hypothetical protein,,,,,,,,,PMM1001
PMM1002,-0.592210328,-0.67096591,-0.140460211,-0.315879142,-0.557372072,-0.727798284,0.209621469,0.115273647,pepN probable aminopeptidase N,,,,,,,,,PMM1002
PMM1003,-0.354796589,-0.512525787,0.029727912,-1.429228884,-1.02528851,-0.884385576,-0.754345285,-0.166385957,possible Photosystem II reaction centre N prot,,,,,,,,,PMM1003
PMM1004,-0.381952795,-0.899248244,-0.507215643,0.178588541,-0.304248684,-0.407416111,-0.315214489,-0.471459337,purT GAR transformylase 2,,,,,,,,,PMM1004
PMM1005,0.205188366,0.173608675,0.271286416,0.600502748,0.151963326,0.666363398,-0.236188605,-0.092606777,possible Legume lectins alpha domain,,,,,,,,,PMM1005
PMM1006,-0.252705413,0.88173375,0.032035675,0.021651669,-0.499090361,-0.431007541,0.138951255,-0.155764964,Glutathione peroxidase,,,,,,,,,PMM1006
PMM1007,0.023386988,-0.142543041,0.377762934,1.087681376,0.140958567,0.783457038,-0.151995878,0.116838231,unnamed,,,,,,,,,PMM1007
PMM1008,-0.413474638,-0.554050191,-1.392830705,-0.167605534,0.188467674,-0.103020282,0.456094446,-0.052872624,hypothetical,,,,,,,,,PMM1008
PMM1009,-0.623164134,-0.195655632,-0.336635043,0.091914909,-0.060245865,-0.154823516,0.000537069,0.246268821,putative nitrogen regulation protein NifR3 familyhomolog,,,,,,,,,PMM1009
PMM1010,-0.463851728,0.324555388,0.236518495,0.452820769,-0.706840711,-4.085303854,-0.268420606,0.357839575,conserved hypothetical protein,,,,,,,,,PMM1010
PMM1011,0.311382961,0.038163296,-0.033356875,-0.704349474,**-1.08122824004496,-0.971424539,-0.762685805,*-0.71689792273984,hypothetical,,,,,,,,,PMM1011
PMM1012,0.067830725,0.325826967,0.510699581,0.600291622,0.197650556,-0.185559864,0.775782646,0.484941999,4-hydroxybenzoyl-CoA thioesterase family activesite,,,,,,,,,PMM1012
PMM1013,-0.345694339,-0.031134544,1.000414733,**1.57405773100063,0.761487521,0.89091152,0.635451719,0.675657668,conserved hypothetical,,,,,,,,,PMM1013
PMM1014,-0.421225295,0.047933698,0.184365489,0.579828614,-0.690386385,-0.289249705,0.316069989,0.646592838,conserved hypothetical protein,,,,,,,,,PMM1014
PMM1015,0.134674463,0.55445063,0.181965597,-0.302083559,-0.10368229,0.833983867,-0.095044751,0.455133765,conserved hypothetical protein,,,,,,,,,PMM1015
PMM1016,-0.371540759,-0.133004611,1.043307931,1.960838287,1.040465446,0.843472567,-0.317407156,1.312963051,possible Virion host shutoff protein,,,,,,,,,PMM1016
PMM1017,-0.140676941,0.089589622,-1.127179526,-0.763794403,-0.090027641,-0.697283215,0.810259306,0.716614964,conserved hypothetical,,,,,,,,,PMM1017
PMM1018,-1.014191436,0.042952126,-0.765521127,-1.602010935,-0.475545471,-0.338088612,0.15151052,0.276186048,hypothetical,,,,,,,,,PMM1018
PMM1019,-0.633304919,0.407304768,0.645012379,0.792031375,0.170728985,1.229045809,0.929643535,0.146573851,possible Integrin alpha cytoplasmic region,,,,,,,,,PMM1019
PMM1020,-1.240795584,0.029932157,0.541544375,-0.476880042,-0.576954773,-0.15708449,0.929588578,0.856504324,conserved hypothetical protein,,,,,,,,,PMM1020
PMM1021,0.116864661,0.132374505,-0.522340691,-0.013003207,-1.128691721,-0.827842846,0.022749761,0.312982237,possible Gram-negative pili assembly chaperone,,,,,,,,,PMM1021
PMM1022,-0.064318664,-0.408744082,-0.514701834,-0.421949229,-0.095382497,0.292398739,-0.186562891,-0.018615729,conserved hypothetical,,,,,,,,,PMM1022
PMM1023,-1.080519347,-3.090274493,0.242378464,-1.004180026,-1.189769887,-0.753246783,-1.157537412,-1.343589516,"possible lactate/malate dehydrogenase, alpha/b",,,,,,,,,PMM1023
PMM1024,-1.096907375,-0.217386119,1.295051627,1.449370338,0.56779995,0.558537344,-0.660133707,0.031462639,hypothetical,,,,,,,,,PMM1024
PMM1025,0.09359771,-0.506497504,0.637931147,0.416909407,-0.897053488,-0.29719272,0.903140806,0.644307597,putative stress-induced protein OsmC,,,,,,,,,PMM1025
PMM1026,-0.369338588,0.652411513,0.011843816,-0.554982894,-0.161156297,-0.139397602,-0.061231669,0.065466866,conserved hypothetical protein,,,,,,,,,PMM1026
PMM1027,-2.176953693,-0.062269667,-0.995563584,-1.899696458,-2.415516654,-1.418638518,0.277988289,0.674355358,possible Inward rectifier potassium channel,,,,,,,,,PMM1027
PMM1028,*0.938454659555945,0.654816356,-0.768020066,**-3.70085513829970,*-1.61826451175101,-1.480512826,0.378705152,**1.05873351777093,conserved hypothetical,,,,,,,,,PMM1028
PMM1029,-0.4259436,-1.968637308,-1.101641459,-1.349117223,-0.146126055,-1.002055417,0.346861326,-0.533092872,"ABC transporter component, possibly Mn transport",,,,,,,,,PMM1029
PMM1030,0.186614908,0.046867989,0.06258657,-0.185639876,-0.005084536,0.468489321,-0.022155145,0.020819842,Ferric uptake regulator family,,,,,,,,,PMM1030
PMM1031,-0.107461645,-0.186698407,0.677813972,0.310013066,-0.240614573,-0.285165546,0.204712532,0.013114519,"ABC transporter, ATP binding domain, possibly Mntransport",,,,,,,,,PMM1031
PMM1032,-0.973151519,-0.131648065,-0.339939589,0.678844925,0.841482939,1.343900524,0.232731393,0.085995016,"ABC transporter, substrate binding protein,possibly Mn.",,,,,,,,,PMM1032
PMM1033,-0.206624954,0.050949564,-0.107609387,0.4699361,-0.549173945,-0.363989309,0.03894936,-0.024194263,Cobalamin synthesis protein/P47K,,,,,,,,,PMM1033
PMM1034,0.827856117,-0.119896977,-0.261803069,-0.927094225,-0.829712649,-0.95517458,0.532690646,0.430121072,G-protein beta WD-40 repeats,,,,,,,,,PMM1034
PMM1035,-0.194757939,-0.763704794,-0.711447996,-0.20736341,-0.079433401,-1.314867574,0.159378956,-0.274210825,"possible DNA gyrase/topoisomerase IV, subunit",,,,,,,,,PMM1035
PMM1036,-3.320328489,0.088179872,4.783718864,1.675610643,-0.360360132,-2.251760237,1.592617168,1.275257796,hypothetical,,,,,,,,,PMM1036
PMM1037,-0.903026205,1.620987964,**2.58772697105066,**2.15249680026762,0.764191508,0.909460636,0.470936534,-0.4808589,conserved hypothetical,,,,,,,,,PMM1037
PMM1038,-0.287757881,0.537470793,*1.63705799001025,*1.43783556223672,0.710464219,0.770825898,0.671882772,0.066424044,conserved hypothetical protein,,,,,,,,,PMM1038
PMM1039,-0.463391922,0.339330608,0.67800843,0.465894894,0.235546639,-0.1451703,0.282057124,-0.193332786,conserved hypothetical protein,,,,,,,,,PMM1039
PMM1040,0.030349338,0.209900565,0.891575643,-0.081932092,0.001518018,0.079733818,0.375755086,-0.013739629,Transglutaminase-like superfamily,,,,,,,,,PMM1040
PMM1041,-0.469940648,1.890051508,**3.49777318942726,**4.10958629684253,*1.54760197816747,*2.08219916148806,0.911948745,0.339473395,conserved hypothetical protein,,,,,,,,,PMM1041
PMM1042,-0.026047017,0.118370999,-0.811980034,-0.586219923,-0.777554503,-0.752414602,-0.104395255,0.094972012,conserved hpothetical protein,,,,,,,,,PMM1042
PMM1043,-0.587037042,-0.78139149,-1.392526734,-0.088551031,-0.071687686,-2.612266326,0.569334753,-1.468407368,possible Borrelia lipoprotein,,,,,,,,,PMM1043
PMM1044,-1.144704792,-0.345385133,-0.447052155,-0.097309566,-0.195539801,-3.732390764,-0.062735832,-0.300951317,rbsK possible pfkB family carbohydrate kinase,,,,,,,,,PMM1044
PMM1045,0.296757547,0.48182197,1.172540154,1.304754542,0.981189852,*2.05037268979344,0.849780439,1.375838501,conserved hypothetical,,,,,,,,,PMM1045
PMM1046,-0.483040565,0.398479155,0.224164099,-1.061038677,-2.268684487,-0.470903273,0.758015967,-1.345137557,"possible multidrug efflux transporter, MFSfamily",,,,,,,,,PMM1046
PMM1047,-1.028566911,-0.299755274,0.574004435,-0.927496141,-0.958810069,-2.163820919,0.096835542,0.334185138,conserved hypothetical protein,,,,,,,,,PMM1047
PMM1048,-0.118308824,0.035749808,0.783253478,-0.412092498,-0.061314353,-0.71116347,0.265129336,0.078461332,"putative ABC transporter, oligopeptides",,,,,,,,,PMM1048
PMM1049,-2.229372897,-0.418452524,0.277992402,0.821800543,0.462947237,0.045109527,0.073320978,0.396278158,"ABC transporter, substrate binding protein,possibly oligopeptides",,,,,,,,,PMM1049
PMM1050,-1.006549952,-0.115762864,1.203283949,**1.95922676320072,1.299694508,0.431582009,0.970547022,-0.486648787,conserved hypothetical protein,,,,,,,,,PMM1050
PMM1051,-0.152942118,0.081008688,-0.643991584,-0.940096487,-0.860733747,-0.36933134,0.406474497,0.442546926,"thrA,hom Homoserine dehydrogenase:ACT domain",,,,,,,,,PMM1051
PMM1052,-0.001203818,0.712459803,-0.062526032,-0.092159093,-0.780887993,-0.227787086,1.179713345,0.83325818,conserved hypothetical protein,,,,,,,,,PMM1052
PMM1053,0.188490811,-0.225472867,0.380398505,-1.083922477,-0.262362162,-0.143579195,0.360855762,-0.129780561,conserved hypothetical protein,,,,,,,,,PMM1053
PMM1054,0.687728673,-0.449605461,-0.403877808,-1.098733555,-0.785163246,-0.383759706,0.334612902,0.797409046,ruvC Crossover junction endodeoxyribonuclease RuvC,,,,,,,,,PMM1054
PMM1055,-0.415176834,0.248044657,-0.69389891,**-1.36917789613286,**-1.62297612149446,-1.178884613,-0.169748353,0.112261314,"chlI Protoporphyrin IX Magnesium chelatase, ChlIsubunit",,,,,,,,,PMM1055
PMM1056,-0.520999703,-0.415966684,0.451897928,-1.152349501,-1.248298638,0.002356211,1.870832536,1.327810067,probable tRNA/rRNA methyltransferase,,,,,,,,,PMM1056
PMM1057,-0.957192634,0.103371784,0.278244546,0.463083677,0.142210693,0.097456591,-0.017790259,-0.327807144,cytM cytochrome cM,,,,,,,,,PMM1057
PMM1058,-0.27512683,-0.288887166,-0.2970009,-0.407975748,-0.241875497,-0.233960489,-0.235316818,-0.061469833,"petG Cytochrome b6/f complex, subunit V",,,,,,,,,PMM1058
PMM1059,-0.332887374,-0.672763301,-0.882977079,-0.793890639,-1.683104392,0.816316262,0.745086793,0.539574947,conserved hypothetical protein,,,,,,,,,PMM1059
PMM1060,-0.382670406,-0.524656139,-1.085455927,**-1.58318270866774,-0.86176702,0.718857012,0.032757673,-0.297920527,Glutamine amidotransferase class-I,,,,,,,,,PMM1060
