Group,Gene Function,Gene NO.,Gene Locus,logFC-15min_vs_CT30m,logFC-1h_vs_CT30m,logFC-3h_vs_CT30m,logFC-5h_vs_CT30m,logFC-7h_vs_CT30m,Pvalue-15min_vs_CT30m,Pvalue-1h_vs_CT30m,Pvalue-3h_vs_CT30m,Pvalue-5h_vs_CT30m,Pvalue-7h_vs_CT30m,resolved_locus_tag,resolution_method
Group 3,aldolase,gene351,SYNWH7803_RS01755,-0.543601930825257,-1.53424835351363,-0.271667820250291,-0.0923811009349391,0.261734119540683,0.503118920860491,0.0994743656038978,0.769259992886204,0.949189242077257,0.768941309121401,SynWH7803_0356,tier1:Gene Locus
Group 3,GTP cyclohydrolase I,gene665,SYNWH7803_RS03325,-0.293852692260897,0.126877792752051,-0.211563323129279,-0.093261563518292,-0.498811051804888,0.655149497007756,0.84844315113695,0.748868329854819,0.888982208559097,0.452508463381906,SynWH7803_0658,tier1:Gene Locus
Group 3,hypothetical protein,gene156,SYNWH7803_RS00785,-0.508406953431688,0.14044143725082,-0.0997217186712797,-0.0936560930298456,-0.282465088778314,0.461233613313282,0.852426628091453,0.89566207793517,0.895995857077999,0.721046997987578,SynWH7803_0164,tier1:Gene Locus
Group 3,thymidylate synthase (FAD),gene318,SYNWH7803_RS01590,0.276263108227095,-0.0788152692498414,0.322968196629446,-0.0944069365175491,0.0170111396652009,0.68017144333896,0.918384243411963,0.63643892404043,0.900373299188205,0.987407266284046,SynWH7803_0323,tier1:Gene Locus
Group 3,hypothetical protein,gene843,SYNWH7803_RS04215,1.04480444459103,0.297911942862565,0.648396508711732,-0.0946493310591366,0.364191258282187,0.119484872036876,0.660230957430692,0.333742480623515,0.892585348331481,0.593461861430172,SynWH7803_0841,tier1:Gene Locus
Group 3,acetyl-CoA carboxylase biotin carboxyl carrier protein,gene32,SYNWH7803_RS00180,1.02758581662235,0.595729529228221,1.07473655249173,-0.0946493310591366,-0.142387133325456,0.125804155572995,0.379669371312216,0.1105091965742,0.892585348331481,0.858092875400491,SynWH7803_0033,tier1:Gene Locus
Group 3,hypothetical protein,gene1157,SYNWH7803_RS05775,-0.130256994222822,0.0148591712524219,-0.140151398162064,-0.0947502104060854,0.200765482066974,0.853327139123405,1.0,0.844467055427603,0.903944474237914,0.776169712846947,SynWH7803_1170,tier1:Gene Locus
Group 3,hypothetical protein,gene109,SYNWH7803_RS00550,-0.503180051645052,0.054753768486555,-0.413762536706123,-0.0951033057005236,-0.808475105724342,0.453700773231006,0.945103672886265,0.539557594154865,0.897135371989841,0.255192519655681,SynWH7803_0117,tier1:Gene Locus
Group 3,3-dehydroquinate dehydratase,gene555,SYNWH7803_RS02775,0.169081909869931,0.295714108007353,-0.167296367630231,-0.0960328018853039,0.647829154260749,0.834025763509742,0.694839198309301,0.865755890155733,0.923898920398735,0.407584644250832,SynWH7803_0549,tier1:Gene Locus
Group 3,chromate transporter,gene1174,SYNWH7803_RS05855,-0.0625808317709378,-0.738919980943034,-0.0126835361240346,-0.098081092562,0.422365191774801,0.946578339593749,0.325361687425111,1.0,0.908721162293809,0.584995763194282,SynWH7803_1187,tier1:Gene Locus
Group 3,transcriptional repressor,gene1379,SYNWH7803_RS06855,-0.736032041206616,-0.403741974949242,-0.937981016496137,-0.0981183154767069,-0.0523516491788939,0.272342796527721,0.556148760326033,0.171754919194341,0.884263562434755,0.946620201199602,SynWH7803_1392,tier1:Gene Locus
Group 3,DUF1230 domain-containing protein,gene1414,SYNWH7803_RS07030,0.0619635598880947,0.209726931958922,-0.0371904632963106,-0.099391915164619,0.904813031321904,0.943390522105624,0.790388333256454,0.9784765139443,0.898591934295524,0.207221301556536,SynWH7803_1426,tier1:Gene Locus
Group 3,,gene197,rnpB,0.360416995503333,0.435020834632694,0.615019326787148,-0.101994487317801,1.49171210605426,0.581711973403039,0.506385563446633,0.34836977325851,0.876036270602227,0.0253755171283133,,unresolved
Group 3,glutamate 5-kinase,gene1141,SYNWH7803_RS05695,-0.343162483614765,-0.403427555421924,-0.270804994507124,-0.102648832766539,-0.0699153174412876,0.61875051273333,0.566108477312186,0.693690492012982,0.892367357422378,0.938446470142622,SynWH7803_1154,tier1:Gene Locus
Group 3,excinuclease ABC subunit UvrA,gene2523,SYNWH7803_RS12520,0.843975881072904,0.714253937137403,0.505781049873976,-0.103330603170558,-0.346847859640441,0.203217639796698,0.284460221186522,0.447854408605878,0.883839157402636,0.607491879639474,SynWH7803_2529,tier1:Gene Locus
Group 3,hypothetical protein,gene470,SYNWH7803_RS02345,0.536553460148017,0.257713345720822,0.493138087550306,-0.103847346034912,-0.247556111838904,0.419273200182862,0.705597493720002,0.457860825793247,0.878200580238721,0.726136733789333,SynWH7803_0471,tier1:Gene Locus
Group 3,"phycobilisome linker polypeptide, C-phycoerythrin-associated",gene500,SYNWH7803_RS02495,0.973787072632752,-0.120070175549745,0.608322061443644,-0.103986899659297,-0.54219476545441,0.140005476964381,0.854944026780161,0.354180267341927,0.874241350750037,0.409733144530827,SynWH7803_0502,tier1:Gene Locus
Group 3,tRNA-Pro,gene383,SYNWH7803_RS01915,-0.730556860686492,0.0803937702556614,-0.450126737844296,-0.104538771561079,0.681443126697795,0.410206772563661,1.0,0.672305981655374,1.0,0.503000489399398,,unresolved
Group 3,UPF0016 domain-containing protein,gene1092,SYNWH7803_RS05450,1.06967761970077,0.186559981425121,0.303558231639278,-0.104538771561079,0.100533388045222,0.168059017446808,0.917981859097417,0.795105887002779,1.0,1.0,SynWH7803_1107,tier1:Gene Locus
Group 3,hypothetical protein,gene1650,SYNWH7803_RS08205,-0.638736517515686,0.378498757803653,-0.0832215303961824,-0.104702511006728,0.362120874678076,0.419932950957223,0.676811009904115,0.936149745664451,1.0,0.757100121173121,SynWH7803_1664,tier1:Gene Locus
Group 3,glycosyltransferase,gene707,SYNWH7803_RS03535,0.264797539061409,0.792453081987983,-0.0947387076327243,-0.104811956022343,0.513833156878737,0.764980309056453,0.299162464675285,1.0,0.936149745664451,0.558635876463914,SynWH7803_0700,tier1:Gene Locus
Group 3,RNA pseudouridine synthase,gene2300,SYNWH7803_RS11415,-0.759641992104818,-0.395481736594872,-0.861091499764541,-0.104994873948657,1.01600686387117,0.307018904704245,0.663922274218814,0.257503889604792,0.955637735329858,0.182183646674424,SynWH7803_2308,tier1:Gene Locus
Group 3,hypothetical protein,gene36,SYNWH7803_RS00200,-0.846439152674241,-0.827793624078748,-0.220605026135681,-0.105061548023888,-1.03109271783411,0.25284626329592,0.325787270968969,0.803433846779025,0.925514070880224,0.231619943143215,SynWH7803_0037,tier1:Gene Locus
Group 3,hypothetical protein,gene117,SYNWH7803_RS00590,-1.8523080482765,-1.17358809765247,-1.24124776397459,-0.105229943030649,-0.294036138157161,0.0092643990539829,0.110875686767657,0.0836743158920474,0.895995857077999,0.721046997987578,SynWH7803_0124,tier1:Gene Locus
Group 3,sugar transporter,gene1918,SYNWH7803_RS09525,0.417249329702647,0.44541130822912,0.348133162834088,-0.105239760430325,0.0189297972003205,0.539685523753817,0.527250759534912,0.614163279898776,0.903574519397977,0.979948457379656,SynWH7803_1931,tier1:Gene Locus
Group 3,phosphoadenylyl-sulfate reductase,gene2160,SYNWH7803_RS10720,-0.244704435427283,0.267895321166824,0.0708564744756414,-0.105279662469024,-0.313301528530681,0.71960669999317,0.699885843734906,0.929053452413411,0.879236461413265,0.673042846317722,SynWH7803_2174,tier1:Gene Locus
Group 3,aminoglycoside phosphotransferase family protein,gene1389,SYNWH7803_RS06905,0.256334443086503,0.570968787143002,0.0024657701618519,-0.106260697121997,0.0017813598196914,0.69906211469483,0.390159717111646,1.0,0.878759995656598,1.0,SynWH7803_1402,tier1:Gene Locus
Group 3,carboxysome shell carbonic anhydrase,gene688,SYNWH7803_RS03440,-0.547754546463386,-0.137265312326027,-0.354247953965809,-0.107756773293075,-0.876591289282431,0.408321842552108,0.840799511646425,0.596106502123475,0.872084980775002,0.196523277298251,SynWH7803_0681,tier1:Gene Locus
Group 3,malate:quinone oxidoreductase,gene609,SYNWH7803_RS03045,0.281975489579531,-0.186031125473776,-0.0570612662363264,-0.10784559325009,-0.0150098899515434,0.676922348568578,0.792617031937652,0.950516996612367,0.882474129014448,1.0,SynWH7803_0602,tier1:Gene Locus
Group 3,DevB secretion protein,gene2251,SYNWH7803_RS11175,-0.133530579252837,-0.0973448668085042,-0.49899424622545,-0.108635175179461,-0.181602704354249,0.844779231580098,0.890415874993222,0.460322383133184,0.877047790977157,0.796519678203396,SynWH7803_2259,tier1:Gene Locus
Group 3,hypothetical protein,gene1769,SYNWH7803_RS08795,-0.52507350958234,-0.189761269761368,0.182943720214011,-0.108692826069188,0.180380177149854,0.434996902463482,0.78026780803988,0.79032940825375,0.882898208480155,0.797428691437044,SynWH7803_1784,tier1:Gene Locus
Group 3,aldehyde oxygenase (deformylating),gene661,SYNWH7803_RS03305,0.0663620577872146,0.163137162239954,0.008917445321917,-0.108896087048807,-0.506800400309283,0.920755105798759,0.806381184741221,0.9902438763345,0.871846952341371,0.445785716272726,SynWH7803_0654,tier1:Gene Locus
Group 3,glucose-6-phosphate dehydrogenase,gene1547,SYNWH7803_RS07695,-0.346123972625828,-0.684467402428194,-0.46360461605787,-0.109316766643488,-0.265007930953817,0.603245173569623,0.311722740430595,0.489449072322257,0.876575197080263,0.701006617407228,SynWH7803_1561,tier1:Gene Locus
Group 3,DUF3177 domain-containing protein,gene328,SYNWH7803_RS01640,0.678579522895536,0.572964006525778,0.990176511596937,-0.109331240702954,0.012393112599998,0.320108743089053,0.420631309965119,0.148254974143316,0.889482483546575,1.0,SynWH7803_0333,tier1:Gene Locus
Group 3,polyphosphate kinase 1,gene2494,SYNWH7803_RS12375,-0.618541281389264,-0.452550803792602,-0.691616185318508,-0.110930628666453,-0.270640834918875,0.353713604256291,0.507555690958211,0.302330410059451,0.870236169884938,0.694141167606026,SynWH7803_2500,tier1:Gene Locus
Group 3,membrane protein,gene1877,SYNWH7803_RS09330,0.155150201624173,0.0032668913245316,0.0614984752698842,-0.111857084976321,-0.0221108023656269,0.814936867018395,1.0,0.929603122981566,0.867082558562142,0.975731677022271,SynWH7803_1891,tier1:Gene Locus
Group 3,DUF502 domain-containing protein,gene8,SYNWH7803_RS00060,0.164242130501977,0.290832132976154,0.554624879447977,-0.112266776202066,-0.661897543306407,0.80624882767257,0.664170810804072,0.404731963324282,0.866899851220064,0.326344693682907,SynWH7803_0009,tier1:Gene Locus
Group 3,hypothetical protein,gene1500,SYNWH7803_RS07460,0.565411952257232,0.236059465973206,1.06681499158506,-0.112425558171997,0.214965838337847,0.40429360494371,0.738840904506558,0.116688310329402,0.887081590197607,0.776330418583888,SynWH7803_1515,tier1:Gene Locus
Group 3,protein translocase subunit SecF,gene1345,SYNWH7803_RS06680,0.607712726782207,0.555262394073213,0.842570505595734,-0.11304392663417,-0.591535347173527,0.364213712894466,0.419803649377057,0.210220543311454,0.881687214209949,0.409224351891122,SynWH7803_1361,tier1:Gene Locus
Group 3,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",gene2334,SYNWH7803_RS11580,-0.204303987345164,-0.272331118124447,-0.503878710888199,-0.113789145884165,0.0715573141510675,0.758088615861408,0.686206315894954,0.449240301172826,0.868885656463625,0.919047188280547,SynWH7803_2342,tier1:Gene Locus
Group 3,hypothetical protein,gene1163,SYNWH7803_RS12795,-1.20313320765509,0.323114025152576,-0.944218096859087,-0.114292880164916,0.365631272176353,0.0986947092911347,0.694839198309301,0.241368212641483,0.922211860320827,0.667389811265261,SynWH7803_1176,tier1:Gene Locus
Group 3,excinuclease ABC subunit UvrC,gene1258,SYNWH7803_RS06250,-1.0986127519948,-0.344192834393051,-0.808661893210927,-0.114940090029199,0.534051640295333,0.103092774516578,0.623372186819195,0.237811435582139,0.876154804476099,0.429100112265412,SynWH7803_1269,tier1:Gene Locus
Group 3,hypothetical protein,gene1539,SYNWH7803_RS07655,-0.909992916947068,-0.430135871187828,-0.424255055648455,-0.115269555783783,0.059651937909154,0.182343633648066,0.536446437177096,0.542452969140318,0.87456202393738,0.943841593119723,SynWH7803_1554,tier1:Gene Locus
Group 3,hypothetical protein,gene982,SYNWH7803_RS04900,0.257420446128341,0.0844307144527746,-0.222145254375381,-0.115387855192435,-0.141554290303777,0.701650930234064,0.903549003669914,0.743162600769685,0.868569060059326,0.847150899346944,SynWH7803_0996,tier1:Gene Locus
Group 3,isoprenyl transferase,gene1516,SYNWH7803_RS07540,-0.405259957275651,-0.0450732819593226,-0.16454189459659,-0.115875079361925,-0.378136211127546,0.556307923089661,0.951925400603474,0.819516986189286,0.888103895731497,0.610714711363994,SynWH7803_1531,tier1:Gene Locus
Group 3,DegT/DnrJ/EryC1/StrS family aminotransferase,gene257,SYNWH7803_RS01285,0.103407270208893,-0.0735031648316146,-0.185978761508549,-0.116347554592579,-0.0554494389889571,0.878134846220709,0.922734879925233,0.786755034085522,0.864703491878772,0.945632191127369,SynWH7803_0263,tier1:Gene Locus
Group 3,HAD family hydrolase,gene435,SYNWH7803_RS02170,-0.0951632432480796,0.0105902711482896,-0.66852501581609,-0.116638524597275,-0.719022426799753,0.897395006694585,1.0,0.367428344807686,0.874319013757033,0.364258433024707,SynWH7803_0438,tier1:Gene Locus
Group 3,DUF21 domain-containing protein,gene1994,SYNWH7803_RS09905,-0.0243772670755493,0.154879951645493,0.332511225309217,-0.11797537767229,0.157127880577685,0.98049339685266,0.82769046825711,0.623277488365153,0.872922693826054,0.835143062512361,SynWH7803_2006,tier1:Gene Locus
Group 3,RluA family pseudouridine synthase,gene2340,SYNWH7803_RS11610,-0.762940126310254,0.136617521191757,-0.396916395232939,-0.118165938004179,-0.0311429699180111,0.281199886813725,0.866725139490403,0.592825982915754,0.914626777936142,1.0,SynWH7803_2348,tier1:Gene Locus
Group 3,photosystem II reaction center protein PsbZ,gene85,SYNWH7803_RS00450,-0.519811422514001,-0.0805278775134299,0.0027996848972329,-0.118165938004179,-0.200615688368903,0.475102378103552,0.942563314582191,1.0,0.914626777936142,0.851625622475313,SynWH7803_0087,tier1:Gene Locus
Group 3,DUF697 domain-containing protein,gene790,SYNWH7803_RS03950,0.473623679610529,0.186377620343063,0.157670641337817,-0.118811648961115,-0.469386112625649,0.476898376566394,0.786184422985864,0.819461736785522,0.867992150910001,0.503177027813239,SynWH7803_0783,tier1:Gene Locus
Group 3,hypothetical protein,gene1649,SYNWH7803_RS08200,-0.233432197195843,-0.500995794008221,-0.652136783151209,-0.118859977991183,0.186976819636744,0.734417411551892,0.500544902634549,0.368586089062323,0.878027628452534,0.812019499829944,SynWH7803_1663,tier1:Gene Locus
Group 3,hemolysin D,gene2459,SYNWH7803_RS12205,-0.967468482282328,0.0122672597544259,-0.317924480562964,-0.119077900823021,-0.382810525936529,0.145799704077236,0.990045178939254,0.634479949794274,0.858509083648383,0.568428798992793,SynWH7803_2467,tier1:Gene Locus
Group 3,hypothetical protein,gene1800,SYNWH7803_RS08945,0.792366459256788,0.394431761530808,0.703378081441998,-0.120054922850073,0.311839094989218,0.235695496010216,0.558768108617194,0.29543017315608,0.864645819545292,0.660772566362394,SynWH7803_1816,tier1:Gene Locus
Group 3,"putative bicarbonate transporter, IctB family",gene325,SYNWH7803_RS01625,0.405850514595811,0.183336444155754,0.524809922874383,-0.12027100665639,0.329677063551563,0.558280560820411,0.814693128608163,0.464026948874191,0.888603861427693,0.659432090807038,SynWH7803_0330,tier1:Gene Locus
Group 3,glutaredoxin 3,gene2314,SYNWH7803_RS11485,-0.181479268255529,-0.793305416129814,-0.439111321415216,-0.12027100665639,-0.353502101340091,0.789399162938525,0.29615447699062,0.542797244172527,0.888603861427693,0.642762936232139,SynWH7803_2322,tier1:Gene Locus
Group 3,hypothetical protein,gene499,SYNWH7803_RS02490,0.457732221752793,-0.163006993033653,0.323001766030018,-0.120968800254156,-0.540380827435873,0.484926273191213,0.803818006237716,0.62203729917383,0.853826604891138,0.411246080182746,SynWH7803_0501,tier1:Gene Locus
Group 3,NAD/FAD-dependent oxidoreductase,gene815,SYNWH7803_RS04075,-0.379014353482889,-0.10886387227367,-0.0684684215205992,-0.122011502777626,0.281940695670538,0.592762642928561,0.924405992645983,0.937025628886123,0.901428491194648,0.698384907016514,SynWH7803_0809,tier1:Gene Locus
Group 3,glycine/betaine ABC transporter substrate-binding protein,gene359,SYNWH7803_RS01795,-1.29353010210982,-0.678602948367384,-1.37399068026293,-0.122123873389939,-0.0256120523681872,0.0617007175940864,0.32850803102458,0.0532400625327981,0.872282897479058,0.983819804880203,SynWH7803_0364,tier1:Gene Locus
Group 3,glycosyltransferase family 1 protein,gene582,SYNWH7803_RS02910,0.248485600259644,0.0835045535214597,0.150879953713264,-0.122123873389939,-0.221306366739847,0.713328242373577,0.914450872433993,0.830929206490069,0.872282897479058,0.762405602231644,SynWH7803_0574,tier1:Gene Locus
Group 3,hypothetical protein,gene1666,SYNWH7803_RS08285,-1.16196169041931,-0.349689159321282,-0.583496391210457,-0.122564527009564,0.911834033674341,0.158170437092508,0.777730011982851,0.494848162391078,0.93107537483274,0.290499408436865,SynWH7803_1683,tier1:Gene Locus
Group 3,fructose-bisphosphate aldolase,gene2137,SYNWH7803_RS10605,-0.300678760238945,-0.995191867389131,-0.0613428799360949,-0.123619001235634,-0.742326869888756,0.657876727684726,0.150797806429645,0.938369186716419,0.86420985841699,0.301723080798849,SynWH7803_2152,tier1:Gene Locus
Group 3,amidase,gene58,SYNWH7803_RS00315,-0.0312271415276758,0.155677278920473,0.430519680252325,-0.123827191737101,0.529639784630156,0.97172884889064,0.844157847703242,0.541259449152063,0.882798925574404,0.455717508779477,SynWH7803_0060,tier1:Gene Locus
Group 3,molybdenum cofactor biosynthesis protein MoeB,gene445,SYNWH7803_RS02220,0.255663600537683,0.21219215379265,0.0222352612564588,-0.124569809458332,0.157783130846053,0.713658178576659,0.779213273952866,0.985780152508505,0.878179430728629,0.835947721365455,SynWH7803_0448,tier1:Gene Locus
Group 3,photosystem I reaction centre PsaF protein,gene1830,SYNWH7803_RS09095,0.678626746220017,-0.116574102897736,0.155779729068804,-0.126144051182893,-0.375655577578952,0.301522370645331,0.859081644528594,0.812111738861424,0.847595192587326,0.567306172114077,SynWH7803_1844,tier1:Gene Locus
Group 3,ArsC family transcriptional regulator,gene633,SYNWH7803_RS03165,0.0412109510337861,-0.180443104749074,-0.22240264265227,-0.126427356820307,-0.755947705834699,0.953610907235732,0.791536913584011,0.745083092229193,0.853658250291022,0.26703287812059,SynWH7803_0626,tier1:Gene Locus
Group 3,4-hydroxy-tetrahydrodipicolinate synthase,gene71,SYNWH7803_RS00380,-0.0119442212919227,-0.0948231828269364,0.355325639181855,-0.126428774555232,-0.286918553267591,0.990196977844903,0.892665841990137,0.601684863689758,0.867712382294578,0.68009158018878,SynWH7803_0073,tier1:Gene Locus
Group 3,solanesyl diphosphate synthase,gene1022,SYNWH7803_RS05100,-0.0964667650151821,0.0174419233701241,-0.184768422207857,-0.128695824530388,-0.286271249985108,0.884517453967385,0.979997624665729,0.782840837511617,0.85042018847131,0.670408853225414,SynWH7803_1038,tier1:Gene Locus
Group 3,phycocyanobilin:ferredoxin oxidoreductase,gene1318,SYNWH7803_RS06545,-0.0445133998281138,0.299191943609583,-0.501810423066666,-0.129972354446075,0.266657922380013,0.968930347575592,0.692883949326139,0.491483059972044,0.864681327421756,0.725938317107089,SynWH7803_1335,tier1:Gene Locus
Group 3,Crp/Fnr family transcriptional regulator,gene1030,SYNWH7803_RS05140,0.143152507725996,0.299191943609583,0.0917643263705448,-0.129972354446075,-0.0040662969683055,0.840679598616775,0.692883949326139,0.934689576379249,0.864681327421756,1.0,SynWH7803_1046,tier1:Gene Locus
Group 3,site-2 protease family protein,gene668,SYNWH7803_RS03340,0.332902696790965,-0.0887174071079598,0.21870750479777,-0.1299876345016,-0.287759886590288,0.615704985994281,0.898193431918725,0.744439992717564,0.852523303216811,0.675656978308192,SynWH7803_0661,tier1:Gene Locus
Group 3,aromatic ring-hydroxylating dioxygenase subunit alpha,gene2257,SYNWH7803_RS11205,0.68909205045373,-0.285631929779989,0.202527759001695,-0.130917812374464,-0.329070883336361,0.3016367576797,0.676638544436726,0.767684413803625,0.85574370834248,0.646264325003256,SynWH7803_2265,tier1:Gene Locus
Group 3,Ppx/GppA family phosphatase,gene1842,SYNWH7803_RS09155,0.0769001506666312,-0.190073029052827,-0.324480188290592,-0.131022344883023,-0.333781652148395,0.909750225924279,0.778515890189949,0.628365678089458,0.846142246395773,0.624539350739542,SynWH7803_1855,tier1:Gene Locus
Group 3,indole-3-glycerol-phosphate synthase,gene1722,SYNWH7803_RS08575,0.888320745388274,0.708526740269168,0.790602207443793,-0.131264628845937,-0.0985243860511523,0.18485163235951,0.291990404078563,0.238124879811968,0.851424923431282,0.89768042096785,SynWH7803_1743,tier1:Gene Locus
Group 3,heavy metal translocating P-type ATPase,gene2237,SYNWH7803_RS11105,0.374776298962187,0.0625684120783996,0.614120221636572,-0.131984431432829,0.244584337572455,0.570935749587477,0.93330659579247,0.355028258974416,0.846999304103658,0.719933671186655,SynWH7803_2245,tier1:Gene Locus
Group 3,hypothetical protein,gene1652,SYNWH7803_RS08215,-0.250758738986501,-0.396263434033384,-0.650355756609145,-0.132096135707825,-0.210069057530398,0.730303886604299,0.598386345573613,0.367825997107168,0.881095201828285,0.813769165546871,SynWH7803_1666,tier1:Gene Locus
Group 3,aspartoacylase,gene2076,SYNWH7803_RS10315,-0.805378070639833,-0.70939063906474,-0.409475833239593,-0.132360948220819,-0.111136760879963,0.235060450851852,0.30947174295396,0.552205861739356,0.853859274996301,0.898240099164133,SynWH7803_2088,tier1:Gene Locus
Group 3,polysaccharide/polyol phosphate ABC transporter ATP-binding protein,gene129,SYNWH7803_RS00650,-0.374044435272655,-0.320523275662681,-0.113780754794992,-0.132598610743603,0.0237034357548292,0.588814038322404,0.66620467841834,0.880348567646504,0.860242918172247,1.0,SynWH7803_0136,tier1:Gene Locus
Group 3,DUF2854 domain-containing protein,gene622,SYNWH7803_RS03110,0.845470553342701,0.287124840559985,0.696893985127187,-0.132598610743603,-0.0389398281408055,0.214609244042874,0.680575878454862,0.309140212767735,0.860242918172247,0.97793655170897,SynWH7803_0615,tier1:Gene Locus
Group 3,peptidyl-prolyl cis-trans isomerase,gene2347,SYNWH7803_RS11645,-0.329685113412563,-0.922598790526324,-0.526046327174286,-0.133618942212536,0.464103214771694,0.643347478113449,0.218309246681841,0.500122100444975,0.877428938095036,0.535894858335577,SynWH7803_2355,tier1:Gene Locus
Group 3,1-deoxy-D-xylulose-5-phosphate reductoisomerase,gene1609,SYNWH7803_RS08000,0.850915145187902,0.437882227782603,0.934138734725163,-0.133835369607441,-0.0790879314787471,0.203778766332559,0.516857017028897,0.164812249963872,0.849744168942128,0.922613120004927,SynWH7803_1622,tier1:Gene Locus
Group 3,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,gene290,SYNWH7803_RS01450,0.914430188098254,0.532795344415769,0.620004502369692,-0.134792616209851,-0.267955839796467,0.168110792772988,0.425208027484853,0.350954183875141,0.844601000321734,0.696677235124555,SynWH7803_0296,tier1:Gene Locus
Group 3,hypothetical protein,gene1639,SYNWH7803_RS08150,0.279622684907053,-0.668046058483873,-0.29610649963952,-0.135998100970193,-0.0934627241183469,0.673846962470038,0.330661175805638,0.665393503465513,0.850816494754962,0.903481603320094,SynWH7803_1653,tier1:Gene Locus
Group 3,TatD family deoxyribonuclease,gene2051,SYNWH7803_RS10190,0.649598114264656,0.563142716292319,0.495385677297312,-0.137504992773282,-0.0415781119341322,0.330952989456701,0.404063351611743,0.464414438280314,0.852925394295438,0.957010191628654,SynWH7803_2063,tier1:Gene Locus
Group 3,DUF2499 domain-containing protein,gene1214,SYNWH7803_RS06050,0.363161514685728,0.166015916401296,0.0102992506184107,-0.138534251365029,0.319352751981844,0.606250708381964,0.834178534159107,1.0,0.857620240802946,0.688962399449525,SynWH7803_1226,tier1:Gene Locus
Group 3,hypothetical protein,gene634,SYNWH7803_RS03170,-0.229298955243599,-0.168121699516437,-0.583836691868558,-0.139491424351365,-0.133611497247061,0.730246075078629,0.811829912006049,0.387588485158301,0.843494864726761,0.863696876584716,SynWH7803_0627,tier1:Gene Locus
Group 3,phosphate ABC transporter substrate-binding protein PstS,gene1029,SYNWH7803_RS05135,-0.520251309235126,-0.219242138507681,-0.342279035510738,-0.140354938998065,-0.610531282195374,0.430075315256768,0.741659847759941,0.606110394948561,0.834512915106138,0.359218007859501,SynWH7803_1045,tier1:Gene Locus
Group 3,pentapeptide repeat-containing protein,gene1073,SYNWH7803_RS05360,0.818914449288127,0.223969105298367,0.927454252458598,-0.140908181372065,-0.233605957768223,0.219012953348552,0.742411540603956,0.167078373770657,0.836579939224562,0.740497851969129,SynWH7803_1088,tier1:Gene Locus
Group 3,non-canonical purine NTP pyrophosphatase,gene683,SYNWH7803_RS03415,-0.0241191831174045,-0.0556305474026974,-0.375165589777625,-0.14433267097782,-0.214946917693206,0.973164331398136,0.951925400603474,0.603295621822395,0.856418462682867,0.769136632875955,SynWH7803_0676,tier1:Gene Locus
Group 3,threonine synthase,gene2527,SYNWH7803_RS12540,0.585779248379909,0.546277559364906,0.722410010682241,-0.144653270607278,-0.757261030839871,0.377716411995061,0.416116387797689,0.280960847832118,0.83297047649547,0.273936986080827,SynWH7803_2533,tier1:Gene Locus
Group 3,DUF938 domain-containing protein,gene1450,SYNWH7803_RS07215,0.0024272957152607,0.573904811457253,-0.094631377326344,-0.145038380745666,0.641812324736419,1.0,0.526982887080294,0.933711020672468,0.921709956411171,0.488686774430141,SynWH7803_1462,tier1:Gene Locus
Group 3,DEAD/DEAH box helicase,gene2029,SYNWH7803_RS10080,-0.725963150519074,-0.382559402841685,-0.445999103572229,-0.145432768767757,-0.0947854991175762,0.275990333275261,0.571920156005378,0.509072706107368,0.831461137677259,0.891078713483572,SynWH7803_2040,tier1:Gene Locus
Group 3,hypothetical protein,gene837,SYNWH7803_RS04185,0.815778192297654,0.187460647005178,0.652134675521532,-0.145616580554528,-0.0909428228969156,0.239881821113663,0.810446340221173,0.374329704056128,0.896145091470686,0.956734604511263,SynWH7803_0832,tier1:Gene Locus
Group 3,transporter,gene1919,SYNWH7803_RS09530,-0.149348559219075,-0.249503745209382,0.389504069036492,-0.145616580554528,-0.481808023471889,0.835947721365455,0.783418263163276,0.614230382367938,0.896145091470686,0.586412707453538,SynWH7803_1932,tier1:Gene Locus
Group 3,acetate--CoA ligase,gene1024,SYNWH7803_RS05110,0.515996167855607,-0.11553458395068,0.485870505499866,-0.145665820817811,-0.0787780161186487,0.434237481941266,0.863889717724921,0.462636627157258,0.829393617502339,0.913672705944174,SynWH7803_1040,tier1:Gene Locus
Group 3,tetracycline resistance MFS efflux pump,gene2493,SYNWH7803_RS12370,0.454111197732405,0.485871836536674,0.683439814668432,-0.145681109914933,0.207128807925216,0.514060837209063,0.499284806946589,0.33844120905834,0.853445900424242,0.799730509435515,SynWH7803_2499,tier1:Gene Locus
Group 3,DNA-binding response regulator,gene168,SYNWH7803_RS00845,-0.307797954557351,0.298019964642357,0.233102670756675,-0.145961399862816,-0.48335153464644,0.641542185748219,0.655547958607533,0.724714396382707,0.828403381471464,0.472794696655484,SynWH7803_0176,tier1:Gene Locus
Group 3,"L,D-transpeptidase",gene614,SYNWH7803_RS03070,0.961478819459596,-0.617270197126813,1.20472033078975,-0.149322092938837,0.961591749115084,0.168342127846214,0.438288209450926,0.0912927923978003,0.887265932882388,0.193207607472917,SynWH7803_0607,tier1:Gene Locus
