gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2785713972	106	100	1	106	1	106	3.8e-73	249	KO:K06891	ATP-dependent Clp protease adaptor protein ClpS		
2785713973	758	100	1	758	1	758	0.0e+00	1680	KO:K03694	ATP-dependent Clp protease ATP-binding subunit ClpA		
2785713974	72	100	1	72	1	72	7.8e-46	167	KO:K02518	translation initiation factor IF-1		
2785713975	240	100	1	240	1	240	0.0e+00	577	KO:K21420	leucyl-tRNA---protein transferase [EC:2.3.2.29]	EC:2.3.2.29	
2785713976	256	100	1	256	1	256	0.0e+00	606	KO:K00684	leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	EC:2.3.2.6	
2785713977	321	100	1	321	1	321	0.0e+00	734	KO:K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	EC:1.8.1.9	
2785713978	149	100	1	149	1	149	7.2e-108	352	KO:K09899	uncharacterized protein		
2785713979	621	100	1	621	1	621	0.0e+00	1400	KO:K04773	protease IV [EC:3.4.21.-]	EC:3.4.21.-	
2785713981	203	98.52	1	203	1	203	0.0e+00	453	KO:K15977	putative oxidoreductase		
2785713984	335	100	1	335	1	335	0.0e+00	766	KO:K01424	L-asparaginase [EC:3.5.1.1]	EC:3.5.1.1	
2785713985	320	100	1	320	1	320	0.0e+00	762	KO:K03644	lipoyl synthase [EC:2.8.1.8]	EC:2.8.1.8	
2785713986	223	100	1	223	1	223	0.0e+00	518	KO:K03801	lipoyl(octanoyl) transferase [EC:2.3.1.181]	EC:2.3.1.181	
2785713987	87	100	1	87	1	87	4.4e-57	201	KO:K09158	uncharacterized protein		
2785713988	394	100	1	394	1	394	0.0e+00	890	KO:K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	EC:3.4.16.4	
2785713989	340	100	1	340	1	340	0.0e+00	775	KO:K03642	peptidoglycan lytic transglycosylase [EC:4.2.2.29]	EC:4.2.2.29	
2785713990	371	100	1	371	1	371	0.0e+00	836	KO:K05837	rod shape determining protein RodA		
2785713991	637	100	1	637	1	637	0.0e+00	1460	KO:K05515	penicillin-binding protein 2 [EC:3.4.16.4]	EC:3.4.16.4	
2785713992	145	100	1	145	1	145	1.3e-104	342	KO:K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	EC:2.1.1.177	
2785713993	105	100	1	105	1	105	1.1e-70	242	KO:K09710	ribosome-associated protein		
2785713994	221	100	1	221	1	221	0.0e+00	519	KO:K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	EC:2.7.7.18	
2785713995	342	100	1	342	1	342	0.0e+00	786	KO:K02340	DNA polymerase III subunit delta [EC:2.7.7.7]	EC:2.7.7.7	
2785713996	178	100	1	178	1	178	2.8e-120	390	KO:K03643	LPS-assembly lipoprotein		
2785713997	867	100	1	867	1	867	0.0e+00	2030	KO:K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	EC:6.1.1.4	
2785714003	97	100	1	97	1	97	4.5e-63	219	KO:K07574	RNA-binding protein		
2785714004	209	100	1	209	1	209	0.0e+00	481	KO:K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	EC:2.1.1.166	
2785714005	648	100	1	648	1	648	0.0e+00	1460	KO:K03798	cell division protease FtsH [EC:3.4.24.-]	EC:3.4.24.-	
2785714006	274	100	1	274	1	274	0.0e+00	613	KO:K00796	dihydropteroate synthase [EC:2.5.1.15]	EC:2.5.1.15	
2785714007	447	100	1	447	1	447	0.0e+00	1010	KO:K03431	phosphoglucosamine mutase [EC:5.4.2.10]	EC:5.4.2.10	
2785714008	247	100	1	247	1	247	0.0e+00	557	KO:K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1]	EC:5.3.1.1	
2785714009	137	100	1	137	1	137	6.4e-91	303	KO:K03075	preprotein translocase subunit SecG		
2785714011	764	100	1	764	1	764	0.0e+00	1680	KO:K21024	c-di-GMP phosphodiesterase [EC:3.1.4.52]	EC:3.1.4.52	
2785714014	451	100	1	451	1	451	0.0e+00	1050	KO:K00262	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	EC:1.4.1.4	
2785714015	542	100	1	542	1	542	0.0e+00	1220	KO:K07029	diacylglycerol kinase (ATP) [EC:2.7.1.107]	EC:2.7.1.107	
2785714018	276	61.96	1	276	1	272	2.2e-117	392	KO:K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]	EC:3.1.3.104	
2785714020	348	100	1	348	1	348	0.0e+00	825	KO:K03168	DNA topoisomerase I [EC:5.6.2.1]	EC:5.6.2.1	
2785714021	504	100	1	504	1	504	0.0e+00	1100	KO:K03307	solute:Na+ symporter, SSS family		
2785714022	369	100	1	369	1	369	0.0e+00	837	KO:K00931	glutamate 5-kinase [EC:2.7.2.11]	EC:2.7.2.11	
2785714023	415	100	1	415	1	415	0.0e+00	920	KO:K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	EC:1.2.1.41	
2785714024	316	100	1	316	1	316	0.0e+00	722	KO:K16052	MscS family membrane protein		
2785714026	703	100	1	703	1	703	0.0e+00	1550	KO:K00962	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	EC:2.7.7.8	
2785714027	97	100	1	97	1	97	3.0e-65	225	KO:K09948	uncharacterized protein		
2785714034	116	100	1	116	1	116	1.2e-83	280	KO:K07484	transposase		
2785714036	405	100	1	405	1	405	0.0e+00	934	KO:K07493	putative transposase		
2785714037	105	100	1	105	1	105	5.5e-69	237	KO:K19163	toxin CcdB		
2785714038	81	100	1	81	1	81	3.0e-51	184	KO:K19164	antitoxin CcdA		
2785714039	325	100	1	325	1	325	0.0e+00	771	KO:K07491	REP-associated tyrosine transposase		
2785714048	343	100	1	343	1	343	0.0e+00	791	KO:K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	EC:3.4.16.4	
2785714058	348	100	1	348	1	348	0.0e+00	792	KO:K06987	uncharacterized protein		
2785714060	230	100	1	230	1	230	0.0e+00	528	KO:K03832	periplasmic protein TonB		
2785714063	135	100	1	135	1	135	3.9e-96	317	KO:K01489	cytidine deaminase [EC:3.5.4.5]	EC:3.5.4.5	
2785714064	300	100	1	300	1	300	0.0e+00	691	KO:K05803	lipoprotein NlpI		
2785714066	245	100	1	245	1	245	0.0e+00	572	KO:K06203	CysZ protein		
2785714067	1179	100	1	1179	1	1179	0.0e+00	2590	KO:K03529	chromosome segregation protein		
2785714068	525	100	1	525	1	525	0.0e+00	1210	KO:K03528	cell division protein ZipA		
2785714069	678	100	1	678	1	678	0.0e+00	1520	KO:K01972	DNA ligase (NAD+) [EC:6.5.1.2]	EC:6.5.1.2	
2785714070	175	100	1	175	1	175	0.0e+00	427	KO:K09928	uncharacterized protein		
2785714071	864	100	1	864	1	864	0.0e+00	1980	KO:K02238	competence protein ComEC		
2785714072	582	100	1	582	1	582	0.0e+00	1280	KO:K11085	ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]	EC:7.5.2.6	
2785714073	343	100	1	343	1	343	0.0e+00	791	KO:K00912	tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]	EC:2.7.1.130	
2785714074	64	100	1	64	1	64	3.4e-38	145	KO:K09791	uncharacterized protein		
2785714075	249	100	1	249	1	249	0.0e+00	565	KO:K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	EC:2.7.7.38	
2785714077	270	100	1	270	1	270	0.0e+00	612	KO:K02030	polar amino acid transport system substrate-binding protein		
2785714078	486	100	1	486	1	486	0.0e+00	1130	KO:K14441	ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	EC:2.8.4.4	
2785714081	258	100	1	258	1	258	0.0e+00	589	KO:K22132	tRNA threonylcarbamoyladenosine dehydratase		
2785714082	321	100	1	321	1	321	0.0e+00	770	KO:K07393	glutathionyl-hydroquinone reductase [EC:1.8.5.7]	EC:1.8.5.7	
2785714083	287	100	1	287	1	287	0.0e+00	653	KO:K06911	quercetin 2,3-dioxygenase [EC:1.13.11.24]	EC:1.13.11.24	
2785714085	486	100	1	486	1	486	0.0e+00	1110	KO:K01840	phosphomannomutase [EC:5.4.2.8]	EC:5.4.2.8	
2785714088	425	100	1	425	1	425	0.0e+00	999	KO:K01647	citrate synthase [EC:2.3.3.1]	EC:2.3.3.1	
2785714089	124	100	1	124	1	124	2.3e-85	285	KO:K00241	succinate dehydrogenase cytochrome b subunit		
2785714090	115	100	1	115	1	115	1.1e-76	260	KO:K00242	succinate dehydrogenase membrane anchor subunit		
2785714091	590	100	1	590	1	590	0.0e+00	1380	KO:K00239	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	EC:1.3.5.1	
2785714092	236	100	1	236	1	236	0.0e+00	559	KO:K00240	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]	EC:1.3.5.1	
2785714093	939	100	1	939	1	939	0.0e+00	2190	KO:K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	EC:1.2.4.2	
2785714094	503	100	1	503	1	503	0.0e+00	1100	KO:K00658	2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	EC:2.3.1.61	
2785714095	388	100	1	388	1	388	0.0e+00	874	KO:K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	EC:6.2.1.5	
2785714096	290	100	1	290	1	290	0.0e+00	668	KO:K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	EC:6.2.1.5	
2785714097	953	100	1	953	1	953	0.0e+00	2180	KO:K02014	iron complex outermembrane recepter protein		
2785714098	506	100	1	506	1	506	0.0e+00	1180	KO:K14266	tryptophan 7-halogenase [EC:1.14.19.9]	EC:1.14.19.9	
2785714099	1019	100	1	1019	1	1019	0.0e+00	2320	KO:K02014	iron complex outermembrane recepter protein		
2785714100	1443	100	1	1443	1	1443	0.0e+00	3360	KO:K01200	pullulanase [EC:3.2.1.41]	EC:3.2.1.41	
2785714105	646	100	1	646	1	646	0.0e+00	1530	KO:K21575	neopullulanase [EC:3.2.1.135]	EC:3.2.1.135	
2785714106	493	100	1	493	1	493	0.0e+00	1110	KO:K16211	maltose/moltooligosaccharide transporter		
2785714109	555	100	1	555	1	555	0.0e+00	1320	KO:K01886	glutaminyl-tRNA synthetase [EC:6.1.1.18]	EC:6.1.1.18	
2785714112	840	100	1	840	1	840	0.0e+00	1960	KO:K07116	acyl-homoserine-lactone acylase [EC:3.5.1.97]	EC:3.5.1.97	
2785714113	348	100	1	348	1	348	0.0e+00	772	KO:K04774	serine protease SohB [EC:3.4.21.-]	EC:3.4.21.-	
2785714117	248	100	1	248	1	248	0.0e+00	576	KO:K06219	tRNA 5-carboxymethoxyuridine methyltransferase [EC:2.1.1.-]	EC:2.1.1.-	
2785714118	346	100	1	346	1	346	0.0e+00	797	KO:K03778	D-lactate dehydrogenase [EC:1.1.1.28]	EC:1.1.1.28	
2785714119	161	100	1	161	1	161	4.8e-117	379	KO:K00432	glutathione peroxidase [EC:1.11.1.9]	EC:1.11.1.9	
2785714120	291	87.63	1	291	1	291	0.0e+00	592	KO:K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	EC:1.1.1.31	
2785714124	282	100	1	282	1	282	0.0e+00	655	KO:K00563	23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]	EC:2.1.1.187	
2785714125	508	100	1	508	1	508	0.0e+00	1150	KO:K07014	uncharacterized protein		
2785714126	72	100	1	72	1	72	1.2e-43	161	KO:K09904	uncharacterized protein		
2785714127	368	100	1	368	1	368	0.0e+00	831	KO:K06899	nucleoid-associated protein		
2785714133	357	100	1	357	1	357	0.0e+00	830	KO:K02478	two-component system, LytTR family, sensor kinase [EC:2.7.13.3]	EC:2.7.13.3	
2785714134	275	100	1	275	1	275	0.0e+00	624	KO:K02477	two-component system, LytTR family, response regulator		
2785714135	334	100	1	334	1	334	0.0e+00	754	KO:K00850	6-phosphofructokinase 1 [EC:2.7.1.11]	EC:2.7.1.11	
2785714138	405	100	1	405	1	405	0.0e+00	934	KO:K07493	putative transposase		
2785714142	331	100	1	331	1	331	0.0e+00	775	KO:K07146	UPF0176 protein		
2785714143	80	100	1	80	1	80	3.5e-55	195	KO:K02183	calmodulin		
2785714144	386	100	1	386	1	386	0.0e+00	889	KO:K07482	transposase, IS30 family		
2785714147	335	100	1	335	1	335	0.0e+00	744	KO:K00344	NADPH:quinone reductase [EC:1.6.5.5]	EC:1.6.5.5	
2785714150	339	100	1	339	1	339	0.0e+00	763	KO:K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	EC:6.1.1.2	
2785714153	217	100	1	217	1	217	0.0e+00	490	KO:K01029	3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	EC:2.8.3.5	
2785714154	235	100	1	235	1	235	0.0e+00	540	KO:K01028	3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	EC:2.8.3.5	
2785714155	294	100	1	294	1	294	0.0e+00	666	KO:K17737	LysR family transcriptional regulator, carnitine catabolism transcriptional activator		
2785714158	324	100	1	324	1	324	0.0e+00	731	KO:K13634	LysR family transcriptional regulator, cys regulon transcriptional activator		
2785714159	457	100	1	457	1	457	0.0e+00	1030	KO:K01752	L-serine dehydratase [EC:4.3.1.17]	EC:4.3.1.17	
2785714161	479	100	1	479	1	479	0.0e+00	1090	KO:K01665	para-aminobenzoate synthetase component I [EC:2.6.1.85]	EC:2.6.1.85	
2785714162	509	100	1	509	1	509	0.0e+00	1160	KO:K01676	fumarate hydratase, class I [EC:4.2.1.2]	EC:4.2.1.2	
2785714163	429	100	1	429	1	429	0.0e+00	957	KO:K09760	DNA recombination protein RmuC		
2785714164	1322	100	1	1322	1	1322	0.0e+00	2970	KO:K14647	minor extracellular serine protease Vpr [EC:3.4.21.-]	EC:3.4.21.-	
2785714165	395	100	1	395	1	395	0.0e+00	908	KO:K00166	2-oxoisovalerate dehydrogenase E1 component subunit alpha [EC:1.2.4.4]	EC:1.2.4.4	
2785714166	325	100	1	325	1	325	0.0e+00	753	KO:K00167	2-oxoisovalerate dehydrogenase E1 component subunit beta [EC:1.2.4.4]	EC:1.2.4.4	
2785714167	566	100	1	566	1	566	0.0e+00	1260	KO:K09699	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	EC:2.3.1.168	
2785714168	292	100	1	292	1	292	0.0e+00	687	KO:K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	EC:2.1.1.266	
2785714169	626	100	1	626	1	626	0.0e+00	1440	KO:K08282	non-specific serine/threonine protein kinase [EC:2.7.11.1]	EC:2.7.11.1	
2785714170	286	100	1	286	1	286	0.0e+00	658	KO:K10805	acyl-CoA thioesterase II [EC:3.1.2.-]	EC:3.1.2.-	
2785714173	373	100	1	373	1	373	0.0e+00	864	KO:K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	EC:2.6.1.44	
2785714173	373	100	1	373	1	373	0.0e+00	864	KO:K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	EC:2.6.1.45	
2785714173	373	100	1	373	1	373	0.0e+00	864	KO:K00830	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	EC:2.6.1.51	
2785714174	243	100	1	243	1	243	0.0e+00	525	KO:K09807	uncharacterized protein		
2785714175	151	100	1	151	1	151	3.2e-104	342	KO:K08968	L-methionine (R)-S-oxide reductase [EC:1.8.4.14]	EC:1.8.4.14	
2785714177	222	100	1	222	1	222	0.0e+00	502	KO:K03607	ProP effector		
2785714178	680	100	1	680	1	680	0.0e+00	1530	KO:K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	EC:3.4.21.102	
2785714179	444	100	1	444	1	444	0.0e+00	988	KO:K03308	neurotransmitter:Na+ symporter, NSS family		
2785714180	491	100	1	491	1	491	0.0e+00	1100	KO:K03315	Na+:H+ antiporter, NhaC family		
2785714181	869	100	1	869	1	869	0.0e+00	2010	KO:K01256	aminopeptidase N [EC:3.4.11.2]	EC:3.4.11.2	
2785714186	772	100	1	772	1	772	0.0e+00	1710	KO:K07003	uncharacterized protein		
2785714187	1612	100	1	1612	1	1612	0.0e+00	3680	KO:K15371	glutamate dehydrogenase [EC:1.4.1.2]	EC:1.4.1.2	
2785714188	335	100	1	335	1	335	0.0e+00	764	KO:K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]	EC:1.3.5.2	
2785714189	698	100	1	698	1	698	0.0e+00	1610	KO:K12297	23S rRNA (guanine2069-N7)-methyltransferase / 23S rRNA (guanine2445-N2)-methyltransferase [EC:2.1.1.264 2.1.1.173]	EC:2.1.1.173	
2785714189	698	100	1	698	1	698	0.0e+00	1610	KO:K12297	23S rRNA (guanine2069-N7)-methyltransferase / 23S rRNA (guanine2445-N2)-methyltransferase [EC:2.1.1.264 2.1.1.173]	EC:2.1.1.264	
2785714191	646	100	1	646	1	646	0.0e+00	1450	KO:K15738	ABC transport system ATP-binding/permease protein		
2785714193	58	100	1	58	1	58	4.8e-37	141	KO:K03812	ribosome modulation factor		
2785714194	172	100	1	172	1	172	5.0e-127	409	KO:K01716	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	EC:4.2.1.59	
2785714194	172	100	1	172	1	172	5.0e-127	409	KO:K01716	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	EC:5.3.3.14	
2785714196	544	100	1	544	1	544	0.0e+00	1300	KO:K01669	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	EC:4.1.99.3	
2785714197	435	100	1	435	1	435	0.0e+00	1050	KO:K25656	cryptochrome		
2785714198	474	100	1	474	1	474	0.0e+00	1150	KO:K01669	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	EC:4.1.99.3	
2785714199	512	100	1	512	1	512	0.0e+00	1220	KO:K06876	(6-4)DNA photolyase [EC:4.1.99.13]	EC:4.1.99.13	
2785714205	485	100	1	485	1	485	0.0e+00	1090	KO:K07240	chromate transporter		
2785714208	707	100	1	707	1	707	0.0e+00	1620	KO:K16091	Fe(3+) dicitrate transport protein		
2785714211	458	97.82	1	458	1	458	0.0e+00	1030	KO:K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	EC:3.1.2.6	
2785714214	118	100	1	118	1	118	6.0e-76	258	KO:K00901	diacylglycerol kinase (ATP) [EC:2.7.1.107]	EC:2.7.1.107	
2785714215	140	100	1	140	1	140	8.8e-96	317	KO:K06149	universal stress protein A		
2785714216	158	89.34	33	154	1	122	2.7e-74	258	KO:K17223	L-cysteine S-thiosulfotransferase [EC:2.8.5.2]	EC:2.8.5.2	
2785714219	158	100	1	158	1	158	4.3e-111	362	KO:K03594	bacterioferritin [EC:1.16.3.1]	EC:1.16.3.1	
2785714220	155	100	1	155	1	155	2.8e-110	359	KO:K03594	bacterioferritin [EC:1.16.3.1]	EC:1.16.3.1	
2785714222	477	100	1	477	1	477	0.0e+00	1120	KO:K00404	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]	EC:7.1.1.9	
2785714223	201	100	1	201	1	201	0.0e+00	474	KO:K00405	cytochrome c oxidase cbb3-type subunit II		
2785714224	53	100	1	53	1	53	7.7e-31	123	KO:K00407	cytochrome c oxidase cbb3-type subunit IV		
2785714225	317	100	1	317	1	317	0.0e+00	753	KO:K00406	cytochrome c oxidase cbb3-type subunit III		
2785714226	159	100	1	159	1	159	1.2e-114	372	KO:K09926	uncharacterized protein		
2785714227	822	100	1	822	1	822	0.0e+00	1840	KO:K01533	P-type Cu2+ transporter [EC:7.2.2.9]	EC:7.2.2.9	
2785714229	219	100	1	219	1	219	0.0e+00	503	KO:K09792	uncharacterized protein		
2785714230	245	100	1	245	1	245	0.0e+00	562	KO:K01420	CRP/FNR family transcriptional regulator, anaerobic regulatory protein		
2785714231	442	90.72	1	442	1	442	0.0e+00	936	KO:K07495	putative transposase		
2785714232	307	100	1	307	1	307	0.0e+00	705	KO:K14055	universal stress protein E		
2785714233	317	100	1	317	1	317	0.0e+00	735	KO:K14058	tRNA 2-thiocytidine biosynthesis protein TtcA		
2785714234	340	100	1	340	1	340	0.0e+00	770	KO:K07001	NTE family protein		
2785714236	263	100	1	263	1	263	0.0e+00	597	KO:K03796	Bax protein		
2785714238	208	100	1	208	1	208	0.0e+00	465	KO:K05835	threonine efflux protein		
2785714239	241	100	1	241	1	241	0.0e+00	564	KO:K12410	NAD-dependent protein deacetylase/lipoamidase [EC:2.3.1.286 2.3.1.313]	EC:2.3.1.286	
2785714239	241	100	1	241	1	241	0.0e+00	564	KO:K12410	NAD-dependent protein deacetylase/lipoamidase [EC:2.3.1.286 2.3.1.313]	EC:2.3.1.313	
2785714240	276	100	1	276	1	276	0.0e+00	643	KO:K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	EC:2.8.1.1	
2785714240	276	100	1	276	1	276	0.0e+00	643	KO:K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	EC:2.8.1.2	
2785714241	165	100	1	165	1	165	7.6e-113	368	KO:K11065	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	EC:1.11.1.24	
2785714242	230	100	1	230	1	230	0.0e+00	539	KO:K05812	tRNA-uridine aminocarboxypropyltransferase [EC:2.5.1.25]	EC:2.5.1.25	
2785714246	190	100	1	190	1	190	0.0e+00	442	KO:K00995	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	EC:2.7.8.5	
2785714247	605	100	1	605	1	605	0.0e+00	1380	KO:K03703	excinuclease ABC subunit C		
2785714248	214	100	1	214	1	214	0.0e+00	482	KO:K07689	two-component system, NarL family, invasion response regulator UvrY		
2785714249	241	100	1	241	1	241	0.0e+00	562	KO:K06911	quercetin 2,3-dioxygenase [EC:1.13.11.24]	EC:1.13.11.24	
2785714250	487	100	1	487	1	487	0.0e+00	1100	KO:K14155	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	EC:4.4.1.13	
2785714256	149	100	1	149	1	149	1.0e-100	332	KO:K15977	putative oxidoreductase		
2785714260	221	100	1	221	1	221	0.0e+00	483	KO:K19416	modulator of FtsH protease		
2785714261	129	100	1	129	1	129	2.0e-88	295	KO:K07235	tRNA 2-thiouridine synthesizing protein D [EC:2.8.1.-]	EC:2.8.1.-	
2785714262	122	100	1	122	1	122	4.2e-83	279	KO:K07236	tRNA 2-thiouridine synthesizing protein C		
2785714264	115	100	1	115	1	115	5.9e-80	269	KO:K11179	tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]	EC:2.8.1.-	
2785714267	968	100	1	968	1	968	0.0e+00	2230	KO:K02014	iron complex outermembrane recepter protein		
2785714268	433	100	1	433	1	433	0.0e+00	981	KO:K01875	seryl-tRNA synthetase [EC:6.1.1.11]	EC:6.1.1.11	
2785714269	127	100	1	127	1	127	1.4e-87	292	KO:K06199	fluoride exporter		
2785714270	435	100	1	435	1	435	0.0e+00	987	KO:K07478	putative ATPase		
2785714271	274	100	1	274	1	274	0.0e+00	604	KO:K03634	outer membrane lipoprotein carrier protein		
2785714272	929	100	1	929	1	929	0.0e+00	2100	KO:K03466	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family		
2785714273	161	100	1	161	1	161	2.9e-109	357	KO:K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein		
2785714275	377	100	1	377	1	377	0.0e+00	850	KO:K00259	alanine dehydrogenase [EC:1.4.1.1]	EC:1.4.1.1	
2785714276	232	100	1	232	1	232	0.0e+00	517	KO:K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	EC:4.1.1.23	
2785714277	389	100	1	389	1	389	0.0e+00	901	KO:K19804	lipopolysaccharide assembly protein B		
2785714278	86	100	1	86	1	86	8.5e-50	180	KO:K08992	lipopolysaccharide assembly protein A		
2785714281	95	100	1	95	1	95	9.5e-62	215	KO:K05788	integration host factor subunit beta		
2785714282	556	100	1	556	1	556	0.0e+00	1240	KO:K02945	small subunit ribosomal protein S1		
2785714283	223	100	1	223	1	223	0.0e+00	496	KO:K00945	CMP/dCMP kinase [EC:2.7.4.25]	EC:2.7.4.25	
2785714284	427	100	1	427	1	427	0.0e+00	965	KO:K00800	3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]	EC:2.5.1.19	
2785714285	361	100	1	361	1	361	0.0e+00	830	KO:K00831	phosphoserine aminotransferase [EC:2.6.1.52]	EC:2.6.1.52	
2785714286	904	100	1	904	1	904	0.0e+00	2020	KO:K02469	DNA gyrase subunit A [EC:5.6.2.2]	EC:5.6.2.2	
2785714287	234	100	1	234	1	234	0.0e+00	541	KO:K00568	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	EC:2.1.1.222	
2785714287	234	100	1	234	1	234	0.0e+00	541	KO:K00568	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	EC:2.1.1.64	
2785714288	773	100	1	773	1	773	0.0e+00	1780	KO:K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	EC:1.17.4.1	
2785714289	376	100	1	376	1	376	0.0e+00	870	KO:K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	EC:1.17.4.1	
2785714290	90	100	1	90	1	90	4.2e-62	216	KO:K11107	ferredoxin		
2785714298	237	100	1	237	1	237	0.0e+00	541	KO:K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	EC:6.3.2.6	
2785714299	367	100	1	367	1	367	0.0e+00	827	KO:K07287	outer membrane protein assembly factor BamC		
2785714300	294	100	1	294	1	294	0.0e+00	666	KO:K01714	4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	EC:4.3.3.7	
2785714301	187	100	1	187	1	187	7.2e-130	419	KO:K03567	glycine cleavage system transcriptional repressor		
2785714302	154	100	1	154	1	154	5.2e-110	359	KO:K03564	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	EC:1.11.1.24	
2785714303	357	100	1	357	1	357	0.0e+00	796	KO:K03548	putative permease		
2785714304	487	100	1	487	1	487	0.0e+00	1080	KO:K01423	beta-barrel assembly-enhancing protease [EC:3.4.-.-]	EC:3.4.-	
2785714306	117	100	1	117	1	117	6.4e-77	261	KO:K00537	arsenate reductase (glutaredoxin) [EC:1.20.4.1]	EC:1.20.4.1	
2785714307	196	100	1	196	1	196	0.0e+00	442	KO:K03809	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	EC:1.6.5.2	
2785714310	245	100	1	245	1	245	0.0e+00	553	KO:K10763	DnaA-homolog protein		
2785714311	483	100	1	483	1	483	0.0e+00	1080	KO:K09938	uncharacterized protein		
2785714312	346	100	1	346	1	346	0.0e+00	798	KO:K01933	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]	EC:6.3.3.1	
