gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2785714147	335	164	279	1	99	5.1e-19	66.5	pfam00107	ADH_zinc_N	129
2785714148	252	12	206	1	193	6.1e-53	177.1	pfam00106	adh_short	195
2785714149	323	31	90	1	60	1.9e-17	60.9	pfam00126	HTH_1	60
2785714149	323	115	321	2	207	4.8e-33	112.3	pfam03466	LysR_substrate	209
2785714150	339	5	292	3	291	3.2e-54	182.1	pfam00579	tRNA-synt_1b	292
2785714152	441	25	196	1	164	2.6e-46	155.3	pfam00270	DEAD	167
2785714152	441	232	341	4	110	3.9e-29	99.1	pfam00271	Helicase_C	110
2785714153	217	4	201	2	216	2.1e-50	169.1	pfam01144	CoA_trans	217
2785714154	235	8	219	3	216	1.1e-73	245.1	pfam01144	CoA_trans	217
2785714155	294	5	64	2	60	2.7e-22	76.5	pfam00126	HTH_1	60
2785714155	294	89	294	5	207	6.2e-35	118.4	pfam03466	LysR_substrate	209
2785714157	234	124	234	2	108	2.9e-11	41.8	pfam02518	HATPase_c	111
2785714158	324	3	64	1	59	3.9e-14	50.3	pfam00126	HTH_1	60
2785714158	324	90	296	4	206	2.4e-42	142.6	pfam03466	LysR_substrate	209
2785714159	457	3	157	1	154	2.9e-58	194.5	pfam03315	SDH_beta	155
2785714159	457	188	451	2	260	1.6e-93	311	pfam03313	SDH_alpha	260
2785714160	190	28	159	2	118	5.0e-16	56.9	pfam00293	NUDIX	134
2785714161	479	31	177	7	135	2.1e-20	71.3	pfam04715	Anth_synt_I_N	140
2785714161	479	212	466	2	257	2.5e-90	300.5	pfam00425	Chorismate_bind	257
2785714162	509	10	286	2	269	7.0e-96	318.6	pfam05681	Fumerase	270
2785714162	509	289	492	1	204	1.1e-90	300.5	pfam05683	Fumerase_C	205
2785714163	429	119	417	2	290	3.2e-108	359.2	pfam02646	RmuC	291
2785714164	1322	61	167	4	79	1.5e-07	30	pfam05922	Inhibitor_I9	82
2785714164	1322	191	664	1	288	1.3e-47	160.5	pfam00082	Peptidase_S8	288
2785714164	1322	438	530	1	95	8.0e-16	55.9	pfam02225	PA	95
2785714164	1322	1084	1201	8	75	3.0e-10	38.8	pfam17963	Big_9	89
2785714165	395	56	355	3	295	3.6e-100	332.7	pfam00676	E1_dh	300
2785714166	325	2	181	2	173	1.0e-46	156.7	pfam02779	Transket_pyr	174
2785714166	325	195	314	1	121	5.5e-37	124.4	pfam02780	Transketolase_C	124
2785714167	566	3	76	2	72	3.4e-18	63.2	pfam00364	Biotin_lipoyl	73
2785714167	566	120	193	2	72	5.4e-18	62.6	pfam00364	Biotin_lipoyl	73
2785714167	566	259	294	1	36	2.1e-17	61	pfam02817	E3_binding	36
2785714167	566	331	563	3	232	3.0e-80	266.9	pfam00198	2-oxoacid_dh	232
2785714168	292	33	289	1	239	1.3e-53	179.8	pfam04378	RsmJ	245
2785714169	626	45	308	1	198	8.3e-16	56.1	pfam00069	Pkinase	263
2785714170	286	22	107	4	83	1.4e-21	74.5	pfam13622	4HBT_3	83
2785714170	286	147	280	11	132	1.7e-35	119.7	pfam02551	Acyl_CoA_thio	132
2785714171	174	87	122	1	35	1.4e-10	38.4	pfam00132	Hexapep	36
2785714173	373	25	358	33	342	8.1e-26	88.8	pfam00266	Aminotran_5	371
2785714174	243	44	239	1	205	6.7e-40	135.5	pfam04402	SIMPL	205
2785714175	151	25	148	7	129	3.7e-10	38.1	pfam13185	GAF_2	136
2785714177	222	7	116	2	108	1.2e-40	135.9	pfam04352	ProQ	109
2785714177	222	166	216	2	50	5.7e-24	81.2	pfam17516	ProQ_C	51
2785714178	680	48	234	4	188	5.7e-59	197.4	pfam17804	TSP_NTD	188
2785714178	680	238	322	6	81	2.2e-12	45.2	pfam00595	PDZ	81
2785714178	680	364	534	2	163	2.4e-49	165.1	pfam03572	Peptidase_S41	165
2785714178	680	538	671	2	154	1.6e-39	133.4	pfam11818	DUF3340	155
2785714179	444	131	444	177	481	8.7e-25	85.3	pfam00209	SNF	524
2785714180	491	166	473	1	303	3.4e-63	211.6	pfam03553	Na_H_antiporter	303
2785714181	869	11	185	9	186	1.1e-13	49.7	pfam17900	Peptidase_M1_N	186
2785714181	869	224	439	1	216	5.0e-60	200.7	pfam01433	Peptidase_M1	218
2785714181	869	443	546	1	94	5.0e-16	56.9	pfam11940	DUF3458	95
2785714181	869	550	865	4	320	2.0e-103	344	pfam17432	DUF3458_C	320
2785714182	80	9	79	3	71	3.2e-18	63.4	pfam11197	DUF2835	71
2785714183	686	11	686	3	540	0.0e+00	526.4	pfam06980	DUF1302	541
2785714184	455	84	450	2	368	0.0e+00	537.4	pfam07044	DUF1329	368
2785714185	348	24	154	17	140	2.9e-11	41.1	pfam14870	PSII_BNR	303
2785714186	772	129	412	68	332	4.7e-11	40.1	pfam03176	MMPL	333
2785714186	772	439	766	31	300	3.0e-16	57.2	pfam03176	MMPL	333
2785714187	1612	34	177	1	144	1.5e-51	171.9	pfam21075	GDH_ACT1	144
2785714187	1612	343	402	2	60	3.6e-24	82.4	pfam21073	GDH_HM1	60
2785714187	1612	406	495	1	90	2.4e-33	112.5	pfam21076	GDH_ACT2	90
2785714187	1612	501	545	1	45	4.5e-12	43.7	pfam21079	GDH_HM2	45
2785714187	1612	550	631	2	79	1.1e-28	96.7	pfam21077	GDH_ACT3	80
2785714187	1612	647	712	1	66	3.3e-30	102	pfam21078	GDH_HM3	66
2785714187	1612	727	1223	2	496	0.0e+00	901	pfam05088	Bac_GDH_CD	497
2785714187	1612	1267	1605	2	338	4.5e-129	428.4	pfam21074	GDH_C	339
2785714188	335	44	335	4	286	2.2e-86	287.6	pfam01180	DHO_dh	291
2785714189	698	3	59	1	54	2.8e-14	50.8	pfam22020	RlmL_1st	55
2785714189	698	67	154	3	84	3.6e-13	47.7	pfam02926	THUMP	84
2785714189	698	163	373	1	196	9.7e-47	157.1	pfam01170	UPF0020	197
2785714189	698	425	662	43	232	2.6e-23	80.6	pfam10672	Methyltrans_SAM	286
2785714190	77	2	77	1	77	1.1e-15	55.6	pfam05768	Glrx-like	77
2785714191	646	19	185	1	137	5.1e-24	83.4	pfam00005	ABC_tran	137
2785714191	646	224	305	1	75	2.1e-13	48.1	pfam12848	ABC_tran_Xtn	85
2785714191	646	335	469	2	137	6.1e-25	86.4	pfam00005	ABC_tran	137
2785714191	646	570	639	1	68	2.1e-18	64.3	pfam16326	ABC_tran_CTD	69
2785714192	585	1	582	6	609	8.9e-77	256.9	pfam11949	DUF3466	609
2785714193	58	1	54	1	54	1.1e-30	103.6	pfam04957	RMF	54
2785714194	172	29	159	1	137	1.1e-52	175.3	pfam07977	FabA	138
2785714196	544	11	139	1	122	4.5e-15	53.9	pfam00875	DNA_photolyase	164
2785714196	544	307	509	3	201	5.0e-59	197.1	pfam03441	FAD_binding_7	203
2785714197	435	17	185	2	161	4.8e-30	102.6	pfam00875	DNA_photolyase	164
2785714197	435	288	435	3	150	6.6e-45	150.9	pfam03441	FAD_binding_7	203
2785714198	474	6	168	1	158	5.4e-44	148	pfam00875	DNA_photolyase	164
2785714198	474	271	471	2	203	2.8e-92	305.6	pfam03441	FAD_binding_7	203
2785714199	512	5	227	1	224	1.6e-84	281.1	pfam04244	DPRP	224
2785714200	119	18	117	2	99	2.1e-20	70.8	pfam10011	DUF2254	368
2785714201	992	9	173	1	165	7.2e-30	102	pfam13700	DUF4158	165
2785714201	992	581	971	1	389	2.7e-125	416.1	pfam01526	DDE_Tnp_Tn3	389
2785714202	349	7	117	1	111	3.0e-26	90.3	pfam11740	KfrA_N	113
2785714203	335	127	315	6	167	2.2e-14	51.6	pfam00589	Phage_integrase	172
2785714204	302	33	155	2	120	1.5e-35	119.6	pfam07485	DUF1529	121
2785714204	302	184	300	2	120	2.3e-40	135.1	pfam07485	DUF1529	121
2785714205	485	37	202	4	166	2.1e-42	142.9	pfam02417	Chromate_transp	166
2785714205	485	276	473	2	166	5.5e-36	122.1	pfam02417	Chromate_transp	166
2785714206	309	18	153	1	94	2.4e-08	32	pfam20229	ChrB_N	159
2785714206	309	177	305	1	129	6.2e-47	157.3	pfam09828	ChrB_C	132
2785714207	977	7	171	1	164	2.3e-42	142.6	pfam13700	DUF4158	165
2785714207	977	580	969	2	389	0.0e+00	458	pfam01526	DDE_Tnp_Tn3	389
2785714208	707	62	166	8	101	3.6e-10	38.3	pfam07715	Plug	107
2785714208	707	177	677	15	436	5.5e-38	129.9	pfam00593	TonB_dep_Rec_b-barrel	436
2785714209	992	9	173	1	164	1.4e-29	101	pfam13700	DUF4158	165
2785714209	992	581	971	1	389	2.7e-125	416.1	pfam01526	DDE_Tnp_Tn3	389
2785714210	304	3	254	123	367	2.1e-61	205.7	pfam10011	DUF2254	368
2785714211	458	8	180	4	196	1.7e-11	42.4	pfam00753	Lactamase_B	196
2785714211	458	258	342	4	89	1.5e-09	36.1	pfam00581	Rhodanese	102
2785714211	458	364	457	10	101	9.0e-12	43.3	pfam00581	Rhodanese	102
2785714212	398	181	384	4	169	8.8e-19	65.9	pfam00589	Phage_integrase	172
2785714214	118	16	117	2	102	1.2e-33	112.9	pfam01219	DAGK_prokar	102
2785714215	140	3	139	2	141	9.5e-27	92.2	pfam00582	Usp	141
2785714216	158	33	133	2	87	1.6e-05	24.1	pfam00034	Cytochrom_C	90
2785714217	543	109	471	67	368	1.9e-90	301.6	pfam01645	Glu_synthase	369
2785714218	523	6	352	2	365	1.5e-39	133.8	pfam00999	Na_H_Exchanger	375
2785714218	523	387	503	1	115	7.8e-20	69.3	pfam02254	TrkA_N	116
2785714219	158	8	144	2	135	2.3e-34	116.3	pfam00210	Ferritin	142
2785714220	155	8	145	2	141	1.0e-36	123.9	pfam00210	Ferritin	142
2785714222	477	14	445	1	435	7.3e-119	395.4	pfam00115	COX1	436
2785714223	201	5	184	1	177	1.5e-82	274.2	pfam02433	FixO	219
2785714224	53	3	45	7	49	1.4e-13	48.5	pfam05545	FixQ	49
2785714225	317	36	83	2	47	6.5e-24	81.4	pfam14715	FixP_N	48
2785714225	317	148	224	3	68	3.9e-12	44.3	pfam13442	Cytochrome_CBB3	68
2785714225	317	235	311	4	68	2.1e-10	38.8	pfam13442	Cytochrome_CBB3	68
2785714226	159	7	148	1	149	1.6e-40	136.5	pfam05751	FixH	150
2785714227	822	5	91	1	84	1.4e-25	87.8	pfam12156	ATPase-cat_bd	86
2785714227	822	97	158	2	61	3.5e-13	47.7	pfam00403	HMA	62
2785714227	822	310	489	6	180	4.0e-50	167.8	pfam00122	E1-E2_ATPase	181
2785714227	822	505	731	1	191	2.9e-23	81.2	pfam00702	Hydrolase	191
2785714228	76	2	45	1	44	1.6e-20	70.5	pfam03597	FixS	44
2785714229	219	8	212	2	198	6.3e-54	180.8	pfam13386	DsbD_2	199
2785714230	245	40	126	3	85	1.0e-14	52.2	pfam00027	cNMP_binding	89
2785714230	245	159	233	1	68	4.4e-17	59.8	pfam13545	HTH_Crp_2	70
2785714231	442	17	109	3	95	5.1e-26	88.7	pfam13006	Nterm_IS4	95
2785714231	442	124	352	3	200	6.1e-22	76.3	pfam01609	DDE_Tnp_1	200
2785714232	307	3	144	3	141	8.8e-19	66.4	pfam00582	Usp	141
2785714232	307	154	297	33	141	4.5e-15	54.4	pfam00582	Usp	141
2785714233	317	50	220	1	160	1.5e-16	58.6	pfam01171	ATP_bind_3	182
2785714234	340	5	165	1	188	2.3e-27	94.4	pfam01734	Patatin	191
2785714235	215	22	167	1	146	3.2e-43	145.1	pfam11205	DUF2987	146
2785714236	263	122	257	7	90	2.8e-13	48.6	pfam01832	Glucosaminidase	123
2785714238	208	15	208	2	191	2.5e-30	103.4	pfam01810	LysE	193
2785714239	241	15	187	1	180	3.7e-50	168.3	pfam02146	SIR2	180
2785714240	276	23	126	46	101	1.1e-06	27	pfam00581	Rhodanese	102
2785714240	276	154	267	8	101	8.5e-13	46.6	pfam00581	Rhodanese	102
2785714241	165	19	161	2	148	1.8e-36	123.1	pfam08534	Redoxin	148
2785714242	230	22	209	3	194	2.7e-52	175.3	pfam03942	DTW	195
2785714246	190	2	171	1	152	4.6e-37	125.7	pfam01066	CDP-OH_P_transf	152
2785714247	605	16	92	2	78	1.2e-10	39.5	pfam01541	GIY-YIG	78
2785714247	605	203	238	2	35	3.0e-12	43.9	pfam02151	UVR	36
2785714247	605	250	366	1	115	2.4e-35	118.9	pfam22920	UvrC_RNaseH	116
2785714247	605	381	537	2	159	5.3e-52	173.8	pfam08459	UvrC_RNaseH_dom	159
2785714247	605	550	605	3	55	2.3e-09	35.6	pfam14520	HHH_5	57
2785714248	214	4	116	1	110	1.9e-29	100	pfam00072	Response_reg	111
2785714248	214	147	203	2	57	1.7e-16	57.5	pfam00196	GerE	57
2785714249	241	3	118	8	108	6.0e-35	117.5	pfam02678	Pirin	108
2785714249	241	149	239	1	86	4.5e-18	63.2	pfam17954	Pirin_C_2	86
2785714250	487	59	483	36	361	1.9e-26	91	pfam00155	Aminotran_1_2	361
2785714251	703	25	161	7	127	5.3e-08	31.3	pfam12867	DinB_2	128
2785714251	703	212	452	22	254	5.1e-25	86.5	pfam03781	FGE-sulfatase	255
2785714251	703	504	625	1	98	1.2e-07	30.3	pfam08242	Methyltransf_12	98
2785714255	296	14	292	3	246	5.6e-30	102.3	pfam02900	LigB	269
2785714256	149	17	105	3	85	6.9e-25	85.5	pfam07681	DoxX	85
2785714257	301	4	63	1	60	1.1e-21	74.6	pfam00126	HTH_1	60
2785714257	301	87	294	3	206	2.0e-38	129.8	pfam03466	LysR_substrate	209
2785714258	488	1	483	6	502	0.0e+00	707.8	pfam11840	DUF3360	503
2785714260	221	19	214	1	207	1.0e-52	176.9	pfam01027	Bax1-I	207
2785714261	129	2	129	4	116	1.8e-14	51.9	pfam02635	DsrE	116
2785714262	122	2	122	3	116	7.4e-17	59.6	pfam02635	DsrE	116
2785714264	115	9	115	2	107	1.5e-43	145.6	pfam04358	DsrC	107
2785714265	145	7	144	1	138	9.2e-25	85.8	pfam10116	Host_attach	138
2785714266	237	1	219	71	208	1.9e-10	38.6	pfam02586	SRAP	214
2785714267	968	52	168	3	107	7.5e-21	72.6	pfam07715	Plug	107
2785714267	968	499	938	103	435	1.9e-31	108.4	pfam00593	TonB_dep_Rec_b-barrel	436
2785714268	433	1	107	1	108	3.1e-31	105.8	pfam02403	Seryl_tRNA_N	108
2785714268	433	219	405	6	179	6.0e-41	138.4	pfam00587	tRNA-synt_2b	179
2785714269	127	9	122	2	102	7.6e-28	94.9	pfam02537	CRCB	103
2785714270	435	48	160	1	127	2.1e-18	65	pfam00004	AAA	131
2785714270	435	181	257	3	81	1.2e-23	81.1	pfam16193	AAA_assoc_2	81
2785714270	435	258	425	1	163	3.7e-62	207.1	pfam12002	MgsA_C	167
2785714271	274	81	263	2	164	7.1e-37	124.6	pfam03548	LolA	165
2785714272	929	7	179	3	171	1.1e-38	130.6	pfam13491	FtsK_4TM	171
2785714272	929	435	535	1	101	5.7e-32	107.9	pfam17854	FtsK_alpha	101
2785714272	929	542	756	2	221	6.8e-82	272.1	pfam01580	FtsK_SpoIIIE	221
2785714272	929	862	924	2	62	2.4e-26	89.2	pfam09397	FtsK_gamma	63
2785714273	161	9	56	1	48	7.4e-22	74.7	pfam13412	HTH_24	48
2785714273	161	75	149	1	73	3.4e-21	72.9	pfam01037	AsnC_trans_reg	73
2785714275	377	4	137	1	136	3.0e-52	174.4	pfam05222	AlaDh_PNT_N	136
2785714275	377	141	353	1	214	1.2e-89	297.3	pfam01262	AlaDh_PNT_C	214
2785714276	232	4	226	1	220	1.6e-70	235.4	pfam00215	OMPdecase	221
2785714277	389	186	248	4	60	2.4e-04	19.4	pfam13432	TPR_16	65
2785714277	389	355	382	1	27	2.3e-09	34.8	pfam18073	Rubredoxin_2	28
2785714278	86	24	86	1	62	7.7e-19	65.4	pfam06305	LapA_dom	64
2785714281	95	1	91	1	89	1.3e-31	106.6	pfam00216	Bac_DNA_binding	90
2785714282	556	17	87	3	73	3.8e-07	28.4	pfam00575	S1	74
2785714282	556	102	171	5	74	4.5e-10	37.7	pfam00575	S1	74
2785714282	556	188	260	2	74	2.8e-22	76.9	pfam00575	S1	74
2785714282	556	273	347	3	74	8.1e-20	69	pfam00575	S1	74
2785714282	556	360	434	2	74	2.7e-22	76.9	pfam00575	S1	74
2785714282	556	447	520	3	74	1.2e-13	49.2	pfam00575	S1	74
2785714283	223	7	221	1	210	2.9e-79	263.6	pfam02224	Cytidylate_kin	211
2785714284	427	6	421	2	415	0.0e+00	491	pfam00275	EPSP_synthase	417
2785714285	361	4	349	1	370	1.7e-52	176.6	pfam00266	Aminotran_5	371
2785714286	904	32	506	1	432	0.0e+00	549.3	pfam00521	DNA_topoisoIV	432
2785714286	904	537	584	1	48	3.9e-10	37	pfam03989	DNA_gyraseA_C	48
2785714286	904	587	637	1	48	6.6e-11	39.4	pfam03989	DNA_gyraseA_C	48
2785714286	904	643	688	2	47	3.8e-10	37	pfam03989	DNA_gyraseA_C	48
2785714286	904	691	708	1	17	4.3e-02	11.3	pfam03989	DNA_gyraseA_C	48
2785714286	904	727	758	20	46	3.3e-06	24.4	pfam03989	DNA_gyraseA_C	48
2785714286	904	762	809	3	47	2.2e-13	47.4	pfam03989	DNA_gyraseA_C	48
2785714286	904	812	859	2	47	5.1e-12	43	pfam03989	DNA_gyraseA_C	48
2785714287	234	10	200	23	159	1.7e-24	84.3	pfam13489	Methyltransf_23	164
2785714288	773	5	92	2	88	1.1e-14	52.7	pfam03477	ATP-cone	88
2785714288	773	141	220	1	76	2.4e-15	54.3	pfam00317	Ribonuc_red_lgN	77
2785714288	773	223	732	1	523	0.0e+00	456.7	pfam02867	Ribonuc_red_lgC	523
2785714289	376	27	332	8	281	3.4e-52	175.5	pfam00268	Ribonuc_red_sm	281
2785714290	90	10	81	13	77	8.5e-14	49.2	pfam00111	Fer2	77
2785714291	245	7	200	1	193	1.1e-60	202.5	pfam00106	adh_short	195
2785714292	80	4	77	1	74	7.1e-28	94.5	pfam09932	DUF2164	74
2785714294	365	5	352	2	341	2.2e-67	225.7	pfam00724	Oxidored_FMN	342
2785714295	777	26	157	2	132	1.3e-14	52.9	pfam01590	GAF	133
2785714295	777	196	339	2	136	2.4e-16	58.1	pfam13185	GAF_2	136
2785714295	777	351	508	1	161	1.7e-49	165.7	pfam00990	GGDEF	161
2785714295	777	527	764	2	236	2.0e-76	254.4	pfam00563	EAL	236
2785714296	394	41	117	3	59	5.0e-08	31	pfam13675	PilJ	114
2785714296	394	233	390	1	161	2.3e-45	152.2	pfam00990	GGDEF	161
2785714297	288	2	143	4	135	4.9e-10	37.6	pfam00892	EamA	136
2785714297	288	152	287	7	135	3.5e-17	60.8	pfam00892	EamA	136
2785714298	237	6	233	2	232	5.7e-85	282.7	pfam01259	SAICAR_synt	233
2785714299	367	33	360	1	323	9.0e-96	318.5	pfam06804	Lipoprotein_18	323
2785714300	294	1	289	2	288	1.5e-95	317.2	pfam00701	DHDPS	289
2785714301	187	4	79	1	74	1.4e-17	61.3	pfam13740	ACT_6	76
2785714302	154	6	135	2	123	3.2e-41	138.1	pfam00578	AhpC-TSA	124
2785714303	357	18	346	3	326	1.4e-67	226.2	pfam01594	AI-2E_transport	327
2785714304	487	72	262	4	185	1.9e-35	120.3	pfam01435	Peptidase_M48	186
2785714304	487	381	415	3	32	3.2e-03	15.5	pfam13176	TPR_7	36
2785714305	170	34	148	12	123	3.8e-11	41	pfam00578	AhpC-TSA	124
2785714306	117	7	116	2	79	6.1e-22	75.7	pfam03960	ArsC	79
2785714307	196	3	141	9	138	7.3e-11	39.8	pfam03358	FMN_red	152
2785714308	140	11	114	1	103	2.3e-33	112.4	pfam09842	DUF2069	104
2785714310	245	178	242	1	64	3.1e-18	63.5	pfam22688	Hda_lid	65
2785714311	483	39	268	1	188	1.7e-59	199	pfam09839	DUF2066	232
2785714312	346	47	165	15	112	3.0e-24	83.6	pfam00586	AIRS	112
2785714312	346	177	343	1	151	1.6e-42	143.3	pfam02769	AIRS_C	156
2785714313	216	6	186	2	181	4.5e-63	210.2	pfam00551	Formyl_trans_N	181
2785714314	253	21	250	2	226	8.6e-15	53.1	pfam11306	DUF3108	234
2785714315	820	122	234	21	113	3.9e-18	63.8	pfam02771	Acyl-CoA_dh_N	113
2785714315	820	361	510	1	144	4.9e-13	47.4	pfam00441	Acyl-CoA_dh_1	150
2785714315	820	515	797	1	284	4.4e-114	378.9	pfam09317	ACDH_C	284
2785714317	211	4	117	1	110	1.1e-18	65.4	pfam00072	Response_reg	111
2785714317	211	149	205	3	56	2.8e-18	63.3	pfam00196	GerE	57
2785714318	243	60	158	1	97	5.2e-14	50.7	pfam13649	Methyltransf_25	97
2785714319	332	12	331	2	315	0.0e+00	493.5	pfam08003	Methyltransf_9	315
2785714320	290	43	171	1	116	1.5e-07	29.4	pfam00485	PRK	196
2785714321	269	6	81	1	66	5.6e-11	40.6	pfam08282	Hydrolase_3	255
2785714321	269	152	234	182	224	1.8e-07	29.1	pfam08282	Hydrolase_3	255
2785714323	584	87	350	18	252	4.0e-17	60.6	pfam00128	Alpha-amylase	347
2785714324	237	21	207	3	177	1.2e-39	134.2	pfam13419	HAD_2	178
2785714325	404	6	166	1	160	1.3e-47	159.4	pfam03453	MoeA_N	160
2785714325	404	179	316	1	143	2.1e-25	87	pfam00994	MoCF_biosynth	144
2785714325	404	330	402	3	72	8.4e-18	62.3	pfam03454	MoeA_C	72
2785714326	457	19	178	1	161	8.3e-31	104.8	pfam01554	MatE	161
2785714326	457	245	406	1	161	2.2e-34	116.4	pfam01554	MatE	161
2785714327	239	10	212	2	158	8.0e-20	69.6	pfam12804	NTP_transf_3	160
2785714329	278	29	181	1	129	5.5e-13	47.5	pfam00004	AAA	131
2785714330	321	8	300	3	293	1.1e-79	265.8	pfam00291	PALP	295
2785714333	111	1	110	21	116	1.4e-14	52.2	pfam20383	DUF6678	122
2785714344	136	7	116	1	112	7.7e-27	92.7	pfam04134	DCC1-like	113
2785714346	127	90	127	2	39	4.6e-14	50	pfam06689	zf-C4_ClpX	39
2785714348	150	3	141	1	138	4.9e-57	189.5	pfam11695	DUF3291	139
2785714351	284	93	277	1	161	1.0e-23	82.4	pfam08840	BAAT_C	210
2785714352	122	11	103	2	88	1.2e-12	46.3	pfam04237	YjbR	88
2785714353	125	9	117	2	108	8.7e-38	126.6	pfam12487	DUF3703	109
2785714354	263	8	259	1	281	3.2e-53	179	pfam02567	PhzC-PhzF	281
2785714355	585	66	580	2	512	0.0e+00	495.7	pfam01019	G_glu_transpept	512
2785714356	254	7	252	2	246	2.1e-46	156.3	pfam00378	ECH_1	251
2785714357	196	44	190	3	141	2.3e-08	32.3	pfam01694	Rhomboid	143
2785714358	831	374	544	188	353	2.4e-21	73.8	pfam00930	DPPIV_N	354
2785714358	831	630	831	8	210	3.0e-43	145.7	pfam00326	Peptidase_S9	213
2785714359	184	28	136	6	108	1.5e-27	93.2	pfam00255	GSHPx	108
2785714360	200	2	197	1	196	3.0e-50	168.6	pfam02525	Flavodoxin_2	198
2785714361	821	38	158	1	119	2.8e-23	80.7	pfam14344	DUF4397	119
2785714361	821	253	369	1	119	1.2e-26	91.6	pfam14344	DUF4397	119
2785714361	821	468	578	2	117	4.3e-30	103	pfam07452	CHRD	117
2785714361	821	586	698	2	117	7.0e-28	95.8	pfam07452	CHRD	117
2785714361	821	706	816	6	117	2.1e-26	91	pfam07452	CHRD	117
2785714362	413	7	411	2	380	6.4e-101	335.6	pfam01053	Cys_Met_Meta_PP	381
2785714363	211	43	167	3	128	2.6e-17	60.9	pfam01553	Acyltransferase	132
2785714364	260	1	246	1	256	2.7e-74	248.5	pfam05742	TANGO2	257
2785714365	396	26	392	2	361	1.3e-74	249.5	pfam00155	Aminotran_1_2	361
2785714366	721	22	719	1	698	0.0e+00	834.1	pfam10459	Peptidase_S46	698
2785714368	152	17	146	1	129	8.4e-51	169	pfam02639	DUF188	130
2785714369	253	16	252	1	235	4.2e-64	214.3	pfam13561	adh_short_C2	236
2785714370	255	16	254	6	235	4.0e-68	227.4	pfam13561	adh_short_C2	236
2785714371	600	3	34	3	32	2.4e-09	35	pfam12418	AcylCoA_DH_N	32
2785714371	600	36	157	5	113	6.7e-06	24.4	pfam02771	Acyl-CoA_dh_N	113
2785714371	600	161	271	2	94	3.6e-12	44.3	pfam02770	Acyl-CoA_dh_M	97
2785714371	600	284	457	2	145	3.1e-18	64.3	pfam00441	Acyl-CoA_dh_1	150
2785714371	600	468	596	5	121	2.1e-23	80.7	pfam12806	Acyl-CoA_dh_C	124
2785714372	329	31	186	27	145	1.3e-12	45.8	pfam01965	DJ-1_PfpI	165
2785714372	329	246	325	1	79	1.2e-24	84.3	pfam12833	HTH_18	80
2785714373	748	49	160	2	107	2.8e-15	54.7	pfam07715	Plug	107
2785714373	748	249	687	22	384	7.6e-40	136	pfam00593	TonB_dep_Rec_b-barrel	436
2785714375	720	47	449	1	412	2.9e-109	363.5	pfam02897	Peptidase_S9_N	414
2785714375	720	505	720	3	210	7.1e-61	203.3	pfam00326	Peptidase_S9	213
2785714376	1044	10	1026	3	1020	0.0e+00	571.1	pfam00873	ACR_tran	1021
2785714377	411	183	298	2	101	1.8e-14	52.3	pfam13437	HlyD_3	106
2785714378	102	7	88	13	82	3.8e-08	31.5	pfam02922	CBM_48	83
2785714379	308	3	170	1	178	4.8e-42	141.7	pfam01012	ETF	181
2785714379	308	189	269	1	81	1.7e-36	122	pfam00766	ETF_alpha	81
2785714380	250	25	207	9	180	7.5e-41	137.9	pfam01012	ETF	181
2785714381	549	12	68	1	40	1.8e-05	22.9	pfam13450	NAD_binding_8	68
2785714381	549	212	304	1	96	3.6e-41	137.6	pfam21162	ETFQO_UQ-bd	96
2785714381	549	446	547	1	103	1.8e-52	173.8	pfam05187	ETF_QO	104
2785714382	132	1	79	1	78	8.5e-26	87.7	pfam22470	Histone_HNS_N	79
2785714382	132	92	131	1	38	3.2e-11	40.8	pfam00816	Histone_HNS	38
2785714383	259	15	244	1	245	4.4e-22	76.9	pfam00561	Abhydrolase_1	245
2785714384	72	17	67	1	51	7.3e-20	68.7	pfam10981	DUF2788	51
2785714385	174	6	160	1	143	4.0e-28	96.3	pfam00258	Flavodoxin_1	143
2785714386	668	336	388	2	53	7.1e-11	40.2	pfam00672	HAMP	53
2785714386	668	461	635	3	169	4.7e-41	138.4	pfam00015	MCPsignal	172
2785714387	142	9	129	1	121	1.3e-48	162.1	pfam01475	FUR	121
2785714388	442	17	109	3	95	8.0e-25	84.9	pfam13006	Nterm_IS4	95
2785714388	442	124	352	3	200	6.3e-23	79.5	pfam01609	DDE_Tnp_1	200
2785714389	288	30	260	1	223	1.4e-49	166.9	pfam01063	Aminotran_4	223
2785714390	315	25	290	2	260	5.8e-73	243.7	pfam02626	CT_A_B	261
2785714391	246	8	220	2	192	2.8e-53	178.5	pfam02682	CT_C_D	202
2785714392	245	1	245	1	237	9.3e-88	291.8	pfam03746	LamB_YcsF	239
2785714393	305	15	92	1	61	2.2e-10	38.4	pfam13509	S1_2	61
2785714393	305	246	303	1	58	1.9e-22	76.8	pfam17783	CvfB_WH	58
2785714394	130	27	126	1	99	8.4e-22	75.5	pfam02566	OsmC	100
2785714395	377	77	294	16	213	4.4e-25	86.1	pfam16576	HlyD_D23	214
2785714396	1127	3	582	2	489	0.0e+00	464.2	pfam00873	ACR_tran	1021
2785714396	1127	817	1113	97	302	2.2e-10	38	pfam03176	MMPL	333
2785714397	1059	47	1034	2	1020	0.0e+00	611.6	pfam00873	ACR_tran	1021
2785714398	114	47	114	2	56	8.8e-06	23.9	pfam12514	DUF3718	66
