Gene or region,New gene name,Function,Fourier,FDR,Peak,Peak R value,Cluster,Cluster membership score,"Cyanobase categories, main",Cyanobase sub-categories,Normalized,StdDev Norm,Normalized.1,StdDev Norm.1,Normalized.2,StdDev Norm.2,Normalized.3,StdDev Norm.3,Normalized.4,StdDev Norm.4,Normalized.5,StdDev Norm.5,Normalized.6,StdDev Norm.6,Normalized.7,StdDev Norm.7,Normalized.8,StdDev Norm.8,Normalized.9,StdDev Norm.9,Normalized.10,StdDev Norm.10,Normalized.11,StdDev Norm.11,Normalized.12,StdDev Norm.12,Normalized.13,StdDev Norm.13,Normalized.14,StdDev Norm.14,Normalized.15,StdDev Norm.15,Normalized.16,StdDev Norm.16,Normalized.17,StdDev Norm.17,Normalized.18,StdDev Norm.18,Normalized.19,StdDev Norm.19,Normalized.20,StdDev Norm.20,Normalized.21,StdDev Norm.21,Normalized.22,StdDev Norm.22,Normalized.23,StdDev Norm.23,Normalized.24,StdDev Norm.24,resolved_locus_tag,resolution_method
PMMIG_PMM0404_PMM0405,,hypothetical; pdhC Dihydrolipoamide acetyltransferase component (E2)of pyruvate de,10.27762468,0.149415468,21.6,0.586349558,,,,,0.996478,0.45610955,0.69921887,0.0373916,0.85970557,0.2345114,0.8026075,0.01534706,0.86223316,0.18221755,0.8836306,0.106569566,1.2147665,0.18528882,1.2909278,0.04816527,1.0899231,0.28314844,0.95767784,0.17135715,1.1461649,0.34162363,0.88295496,0.03155603,1.0277228,0.15074351,0.9194352,0.08083518,1.0954765,0.27651024,1.0169479,0.2215268,1.2964625,0.44433564,1.0069863,0.1045794,1.3632007,0.29765183,1.2681743,0.40235317,1.3157701,0.5296007,1.1272359,0.051871557,0.93743384,0.1972378,0.98781806,0.23109369,0.9763915,0.021191878,,unresolved
PMMIG_PMM0404_PMM0405,,hypothetical; pdhC Dihydrolipoamide acetyltransferase component (E2)of pyruvate de,10.51594462,0.134073047,3.6,0.615309126,,,,,1.2503793,0.38444322,1.0316963,0.030481072,0.876479,0.055853892,0.81624675,0.09699787,0.9617745,0.015880097,0.9435878,0.058981422,0.9785382,0.03748732,1.0364721,0.1426953,1.0927724,0.19349232,1.012692,0.11542425,1.1538428,0.13942693,1.0061623,0.027499564,1.1958195,0.24328484,0.98227763,0.09491384,1.0585362,0.10043051,0.8775651,0.07557135,0.96813565,0.19962503,0.9188143,0.10331302,1.0135169,0.29513192,1.0105805,0.21064742,1.2067614,0.20617534,1.104285,0.29464138,0.9705988,0.12277155,1.0264966,0.15477951,1.1630055,0.119735286,,unresolved
PMMIG_PMM0407_PMM0408,,cysK1 O-acetylserine (thiol)-lyase A; possible Cystathionine gamma-synthase,3.453643945,0.811945594,6.8,0.196521614,,,,,1.0076314,0.001659322,0.9780829,0.011780581,1.0083973,0.14102146,1.016736,0.009074505,1.0793256,0.052873436,0.9050755,0.1019403,1.0337994,0.005093046,0.95921385,0.032311752,1.1002749,0.2858296,1.1006225,0.0577334,0.9667737,0.00663152,1.1324136,0.14419934,0.9239047,0.020729981,1.1608995,0.17607525,0.9618633,0.04410049,1.0155377,0.09085969,1.0333557,0.12416063,0.958438,0.07279021,1.1026499,0.08896024,0.90701574,0.091320165,0.88551956,0.11747828,0.98748565,0.15412822,1.0248858,0.16645133,1.0538756,0.16906786,1.0731125,0.38290483,,unresolved
PMMIG_PMM0407_PMM0408,,cysK1 O-acetylserine (thiol)-lyase A; possible Cystathionine gamma-synthase,3.600160412,0.799047052,9.4,0.205054638,,,,,1.2058365,0.10791945,1.0585603,0.09259875,1.1532316,0.22683024,0.9751958,0.044773098,0.9676036,0.15811911,1.0067215,0.08896851,0.9465238,0.36290497,0.88704973,0.16633359,0.9933003,0.028174477,0.7999574,0.034312528,1.3284893,0.3209154,0.99204654,0.26390004,1.0241977,0.44544682,0.80763566,0.015240396,1.1525035,0.24180785,0.7877365,0.08352193,0.9439865,0.21749622,1.3525121,0.3366571,0.9040887,0.15701735,0.8911911,0.21891597,1.1871338,0.44592348,1.0341917,0.094997436,0.77913934,0.21772748,1.0008572,0.21842654,1.2300667,0.43161517,,unresolved
PMMIG_PMM0409_PMM0410,,"metB putative Cystathionine gamma-synthase; rpsD,rps4 30S ribosomal protein S4",11.9413185,0.061550976,2.8,0.702431895,,,,,0.9220282,0.014258462,0.9298867,0.015470377,1.01345,0.24575786,0.5405638,0.3231577,0.75703067,0.058916036,0.98719305,0.04394416,1.3074071,0.48289806,1.2240969,0.08305361,1.2699698,0.14280617,1.0920804,0.12643504,1.3859533,0.08115325,1.3387417,0.078838415,1.1210829,0.21426596,1.0104939,0.22099678,0.933417,0.09980891,0.4575809,0.11973585,0.54186696,0.24164385,0.59256953,0.010553385,0.8160561,0.023238238,1.3099384,0.09452923,1.1680182,0.0413525,1.0252396,0.045637585,0.98871404,0.12691355,1.287993,0.56665045,0.9778076,0.09613789,,unresolved
PMMIG_PMM0409_PMM0410,,"metB putative Cystathionine gamma-synthase; rpsD,rps4 30S ribosomal protein S4",13.81890927,0.012225476,3.4,0.809990024,,,,,1.1230696,0.25680277,1.2637609,0.36886406,0.70060927,0.33306783,0.5749623,0.07058825,0.3764218,0.04653223,0.809123,0.32328844,1.1224494,0.23640826,1.0135245,0.060707472,1.0207915,0.32468456,1.2178724,0.1433331,1.6921535,0.07229662,1.6169276,0.5923587,0.98442453,0.23218825,0.70632935,0.39885023,0.5155927,0.14286304,0.39376336,0.13007742,0.2621851,0.064587824,0.39433885,0.039192747,0.69606084,0.3519427,1.2149918,0.007664107,1.1752264,0.079869516,1.4722877,0.10839044,0.9993419,0.15790324,1.2572432,0.36390415,0.81193835,0.42028832,,unresolved
PMMIG_PMM0410_PMM0411,,"rpsD,rps4 30S ribosomal protein S4; conserved hypothetical protein",15.2168126,0.000946746,3.0,0.894258036,,,,,1.4143605,0.43359956,0.7598108,0.1241198,0.56754386,0.041305654,0.29068735,0.13043638,0.37804508,0.102099776,0.55055976,0.16638336,0.8329261,0.23432629,1.4394813,0.27860335,1.4710588,0.92897177,1.4302315,0.4623795,2.359935,0.4437358,1.8636686,1.3820038,1.004325,0.7451577,0.8584558,0.53743905,0.71101636,0.3575233,0.8042444,0.024526268,0.5057629,0.20164907,0.6043185,0.117827296,0.95239365,0.40063718,1.2904274,0.478661,1.8893881,0.44797504,1.5907686,0.004543105,1.0160484,0.4016431,1.2180173,0.34843698,1.4212092,0.5669753,,unresolved
PMMIG_PMM0410_PMM0411,,"rpsD,rps4 30S ribosomal protein S4; conserved hypothetical protein",14.99846565,0.002454642,2.6,0.882332232,,,,,1.0874964,0.1252976,0.8083757,0.2455223,0.46948647,0.061615057,0.41982988,0.10031319,0.3082062,0.06255452,0.5661853,0.16963209,0.9284736,0.48455516,1.2432628,0.7525187,1.5968661,0.60665023,1.3084521,0.76877326,1.7615719,0.2742572,1.5847948,0.3916073,1.2189608,0.8245712,0.85430783,0.54140544,0.7097006,0.28882554,0.75977254,0.32706776,0.46105236,0.13922861,0.6292046,0.11477442,0.9822912,0.29716113,1.3509647,0.22791612,1.9024643,0.1451794,1.7566422,0.5703253,0.86169016,0.13379696,1.658016,0.20804916,1.1984019,0.06928404,,unresolved
PMMIG_PMM0413_PMM0414,,murE UDP-N-acetylmuramyl-tripeptide synthetase; putative short chain dehydrogenase,5.789172832,0.573013245,3.6,0.33847385,,,,,1.1444471,0.012650287,0.8773788,0.1470737,0.90217406,0.130819,0.87302583,0.009357587,0.8202395,0.08281409,1.0360014,0.052315485,0.9856563,0.019700538,1.0692395,0.05901832,0.8692432,0.17436908,0.9668511,0.23761408,0.84876364,0.13377312,1.1436343,0.22192222,1.0651112,0.02081268,1.0250993,0.03182505,0.9254753,0.053879607,1.1568012,0.0510413,0.9911185,0.21572833,0.9633463,0.11408433,0.996611,0.053336766,0.96700376,0.081875674,1.3369218,0.37044096,1.3246297,0.4264977,1.1219035,0.26291856,0.9866685,0.002864177,1.3445429,0.010207911,,unresolved
PMMIG_PMM0413_PMM0414,,murE UDP-N-acetylmuramyl-tripeptide synthetase; putative short chain dehydrogenase,9.308874358,0.220672478,2.6,0.547884483,,,,,1.253809,0.36567098,0.79928476,0.376269,0.914545,0.12790287,0.87082386,0.3620025,1.1854101,0.27731907,0.9142924,0.056919992,0.97484225,0.07458953,1.2607261,0.4502527,1.0079716,0.1443887,0.9459752,0.001841777,1.566399,0.8390654,0.8390498,0.20290424,1.0092406,0.22978689,0.8083634,0.06945885,1.0295154,0.19015886,0.9180717,0.06961516,0.9589888,0.327234,0.7809156,0.118620045,0.9580758,0.6329809,1.1879398,0.07727357,1.4711078,0.8419465,0.95656425,0.16335416,1.0135723,0.071573526,1.4562666,0.45804664,1.3538641,0.64865506,,unresolved
PMMIG_PMM0415_PMM0416,,putative L-cysteine/cystine lyase; SAM (and some other nucleotide) bindingmotif:Generic methyl-...,6.417172902,0.505263158,0.8,0.376669326,,,,,1.1359825,0.41344932,0.65959024,0.42719674,0.24861453,0.44963437,0.36336416,0.081865765,0.4041985,0.04372107,1.1746517,0.41403082,1.3167021,0.8300376,1.402988,0.018328005,0.5287344,0.4785089,0.7103451,0.21231575,1.0947765,0.020414338,1.0501626,0.01946495,1.3306003,0.56521994,1.1139575,0.38153216,0.7963726,0.2744019,0.81603897,0.12509076,0.92803365,0.49554545,1.0178388,0.25192645,1.7208909,0.0711206,1.3952559,0.54359543,1.101887,0.24493662,0.95328146,0.3130141,1.0494995,0.011249121,0.9796801,0.15384978,1.229301,0.7311099,,unresolved
PMMIG_PMM0416_PMM0417,,SAM (and some other nucleotide) bindingmotif:Generic methyl-...; hypothetical,11.35570512,0.085354806,18.8,0.645826545,,,,,0.764539,0.66560155,0.64027435,0.23311116,1.164175,0.15180485,1.2391205,0.34564534,1.558656,0.00830989,1.2178569,0.34378013,1.0692806,0.4407478,0.9398693,0.2608675,0.9546199,0.1212696,0.9482913,0.041629113,1.0507864,0.08071743,0.9267906,0.09821339,0.7699603,0.318652,0.8300427,0.011723915,1.1056792,0.5111768,1.0702734,0.36433226,1.0901431,0.16286807,1.0320413,0.2327573,1.2472662,0.018626217,0.87247413,0.10987317,1.1791137,0.012177871,1.1374654,0.11650564,0.770021,0.03386781,0.84642094,0.23747943,0.87994486,0.034743633,,unresolved
PMMIG_PMM0416_PMM0417,,SAM (and some other nucleotide) bindingmotif:Generic methyl-...; hypothetical,16.03097873,0.000457666,20.0,0.908858678,,,,,0.7553709,0.056457266,0.8556601,9e-05,0.7809839,0.2680211,0.8035346,0.25385255,0.8318679,0.2652054,1.1871946,0.13024656,1.162701,0.058794674,1.2592758,0.10368053,1.0974568,0.07177152,0.916351,0.03324261,0.96722794,0.03445951,0.8946382,0.02950578,0.84466046,0.09674889,0.9001462,0.06290861,1.0041924,0.046153624,1.0452385,0.02719579,1.1249242,0.13853627,1.1543779,0.035048634,1.3001586,0.11645253,1.1648597,0.10173372,1.1007371,0.03027663,1.0247192,0.024916297,0.9194533,0.000166,0.99603045,0.006499806,0.9356867,0.03067702,,unresolved
PMMIG_PMM0418_PMM0419,,NifU-like protein; mqo putative malate/quinone oxidoreductase,11.92608693,0.062216216,20.0,0.676173214,,,,,1.8558304,0.014089934,0.64208454,0.1550987,0.7537497,0.020533793,0.65739554,0.24179728,0.73769116,0.45558074,1.5541819,0.08282889,1.5797403,0.283636,1.679874,0.048372455,1.0815846,0.27151248,0.8996701,0.3158438,0.82804316,0.1988097,0.83324206,0.1901393,0.90209395,0.084733985,0.6141712,0.29846102,0.81379914,0.001988916,1.2155758,0.006028696,1.3201061,0.03825557,1.5774734,0.009788826,1.62714,0.07054579,1.3588243,0.2604838,1.293906,0.24773006,1.0165516,0.39030653,0.61833084,0.012945681,0.91111434,0.040062644,0.99999,0.006302766,,unresolved
PMMIG_PMM0418_PMM0419,,NifU-like protein; mqo putative malate/quinone oxidoreductase,10.35303063,0.14404708,20.8,0.587813924,,,,,1.0328184,0.4563041,0.6334695,0.117192194,0.74292684,0.37165874,0.63056624,0.11137681,0.9461582,0.14308874,1.0909313,0.039179444,1.5201211,0.13134217,1.5711688,0.41005856,0.8346117,0.34276924,0.8925055,0.29267487,0.89600015,0.48570117,0.8444166,0.23616844,1.0158364,0.37407422,0.6851256,0.040347073,0.98084533,0.41343677,1.1310097,0.4437953,0.9949617,0.66283005,0.96991086,0.006815537,1.6274762,0.8405028,1.5119226,0.13581243,1.155149,0.8096546,0.93627536,0.010453731,0.8103049,0.27727887,0.8078696,0.18495701,1.2232616,0.22202508,,unresolved
PMMIG_PMM0419_PMM0420,,mqo putative malate/quinone oxidoreductase; lepA GTP-binding protein LepA,8.050466153,0.336336109,19.8,0.45650843,,,,,0.7837425,0.42887706,0.7977257,0.015498841,0.65561885,0.07453632,0.7756174,0.21729301,0.9130991,0.12981528,0.94157594,0.11522552,1.0746106,0.37575954,1.0597824,0.26404047,1.0481333,0.01638424,0.8112535,0.08765967,0.9836716,0.21126638,0.9096455,0.14316168,1.0225507,0.11463866,1.0578598,0.5989499,1.2810705,0.37893814,0.8817859,0.18460178,1.2217062,0.3699592,1.1938646,0.22687553,1.3555707,0.029970624,1.0154711,0.045032505,1.3040297,0.011502024,0.94276613,0.025266558,0.7786236,0.029306645,1.1341457,0.08254288,0.9301243,0.45870462,,unresolved
PMMIG_PMM0419_PMM0420,,mqo putative malate/quinone oxidoreductase; lepA GTP-binding protein LepA,3.129562686,0.843911007,23.6,0.181619167,,,,,1.1064622,0.2886654,0.9387148,0.012410292,0.991495,0.0662392,0.918491,0.0790538,1.1142529,0.008210947,1.1308012,0.060484745,0.98671097,0.016309002,0.8981486,0.1135661,0.99088,0.08640729,0.972618,0.003692115,1.1348298,0.5848597,0.87492204,0.1689658,1.0060142,0.01768476,0.95369434,0.28949627,0.95587564,0.3244922,0.8992628,0.07283649,1.16461,0.009607912,0.99131036,0.039403297,1.0318651,0.22268955,0.93655545,0.12046807,1.4395937,0.1267207,1.1362152,0.11749871,0.9682653,0.06537022,1.03268,0.12742378,1.235688,0.34669507,,unresolved
PMMIG_PMM0420_PMM0421,,"lepA GTP-binding protein LepA; putative ABC transporter, oligopeptides",4.246625469,0.736213235,10.6,0.244004528,,,,,1.2696348,0.4987523,1.0096693,0.001690933,0.9872833,0.3335999,1.0229884,0.27634183,1.141009,0.055320762,0.92612517,0.05557631,0.9870495,0.041013177,1.124998,0.135005,0.98899955,0.0781894,1.0063269,0.29922533,1.1986265,0.008029708,1.0119036,0.055740338,1.0872765,0.10133966,1.0774497,0.31103337,1.0413225,0.2332825,0.8717784,0.08340974,0.9208757,0.113212205,1.2357155,0.15512839,0.9765082,0.07621595,0.83243144,0.027145773,0.8830694,0.1511496,1.0000702,0.2996263,0.8249731,0.088120356,0.9378978,0.17500861,0.9197858,0.06127297,,unresolved
PMMIG_PMM0420_PMM0421,,"lepA GTP-binding protein LepA; putative ABC transporter, oligopeptides",4.750522817,0.686010688,21.4,0.270636283,,,,,1.1286542,0.15342961,0.86862504,0.01309312,0.91899455,0.14693287,1.0931376,0.52650684,0.89840615,0.20709865,0.958793,0.055282783,1.0129507,0.01651294,0.90046537,0.015986502,0.9256207,0.103876136,0.89720124,0.120239794,0.9895539,0.02298352,1.0813781,0.062108733,0.84822696,0.104185045,0.9496776,0.2670668,1.0984148,0.28703716,1.1719675,0.1356178,0.86383796,0.08925713,1.2466016,0.14959806,1.5007252,0.7874508,1.1461641,0.3737244,1.2438492,0.07687075,1.064858,0.14680672,0.7818588,0.03248729,1.0153526,0.33143812,1.0034788,0.06583661,,unresolved
PMMIG_PMM0422_PMM0423,,tRNA/rRNA methyltransferase (SpoU); conserved hypothetical protein,13.18532189,0.022049287,5.8,0.755880965,,,,,1.0931236,0.19232686,1.0685272,0.3279963,0.9008125,0.19438723,0.645994,0.102568924,0.41405797,0.24893472,0.6841134,0.12847511,0.8560396,0.15427193,1.0515819,0.069594264,0.9906467,0.15366808,0.9972773,0.006287761,1.2253917,0.021447266,1.3442358,0.04731185,1.1787726,0.34246922,1.3167686,0.29970843,1.1672952,0.0917634,1.0566218,0.08503001,0.7828003,0.23314373,0.69520247,0.13050428,0.90612864,0.13917391,1.0405017,0.08088623,1.1023786,0.010661965,1.0945929,0.036898963,0.9825616,0.021331014,1.0570406,0.12760283,1.1987329,0.4106019,,unresolved
PMMIG_PMM0422_PMM0423,,tRNA/rRNA methyltransferase (SpoU); conserved hypothetical protein,15.64581649,0.000311526,16.6,0.90720734,,,,,0.7597664,0.33264378,0.7790244,0.007556335,1.5718,0.098743945,1.4753436,0.53579944,1.8047366,0.006460133,1.7157472,0.040293302,1.6099166,0.10014813,1.1114227,0.17256458,0.6907108,0.10845506,0.80603176,0.049943022,0.7758213,0.10007385,0.69708586,0.10174743,0.81250477,0.23056889,0.96750873,0.14814474,1.2273393,0.14498426,1.3712204,0.3089352,1.4673933,0.14462428,1.237745,0.26923972,1.5784373,0.4581129,0.99366874,0.025736053,0.83682793,0.2185321,0.6612696,0.14299199,0.40187237,0.064596124,0.5689126,0.06295962,0.80225056,0.058477473,,unresolved
PMMIG_PMM0424_PMM0425,,conserved hypothetical protein; conserved hypothetical protein,5.802877715,0.572015915,1.0,0.340799697,,,,,0.99405247,0.16094874,0.742107,0.03879496,0.8247851,0.09794844,0.8099239,0.077087775,0.71530825,0.07913823,1.0027821,0.02317157,1.2250447,0.34622952,1.1499352,0.011238211,1.0387583,0.066220716,0.85243,0.07452245,0.8963593,0.12398586,1.0522922,0.019034553,1.4124281,0.31407353,0.82508844,0.032015394,0.95783883,0.3119433,1.0919853,0.09638095,1.1353471,0.2738954,0.9925747,0.053971115,1.0181255,0.07403094,1.0139719,0.10490541,1.0973784,0.33517802,1.1023552,0.030247865,1.0268615,0.11390693,0.9294043,0.3258443,1.1752408,0.11690466,,unresolved
PMMIG_PMM0424_PMM0425,,conserved hypothetical protein; conserved hypothetical protein,1.091235421,0.979609484,17.2,0.062833953,,,,,1.825841,2.3373964,0.849545,0.001928226,1.2689694,0.00893715,0.86756134,0.05797166,1.5823575,2.0303295,1.0377998,0.15468527,1.3596907,0.79043067,1.2426863,0.43748108,1.1788237,1.1193641,0.8444224,0.51867986,1.803383,2.4617279,1.0054411,0.093987584,1.5773119,1.0600402,0.8329523,0.08117719,1.8089086,3.0453794,0.88717484,0.28518486,1.7520783,1.90323,1.1270149,0.4714045,1.5310408,1.4293684,0.9833489,0.8484135,1.7930064,3.966718,1.2975264,0.91943043,1.078052,0.29943365,1.3537612,0.7384314,1.5883337,1.088748,,unresolved
PMMIG_PMM0425_PMM0426,,conserved hypothetical protein; Sun protein (Fmu protein),13.28587139,0.020423001,17.8,0.760838732,,,,,1.0293307,0.120802514,0.8478672,0.08397024,0.8795583,0.010685924,0.97135955,0.015218081,1.2219676,0.37520617,1.8072411,0.1946958,2.0506003,0.34799206,1.432602,0.1744154,0.83497614,0.026138306,0.8253949,0.014607633,0.9073652,0.15769644,1.0022221,0.15642105,1.0135858,0.19567582,1.0558692,0.25174078,1.2753586,0.06793395,1.1471769,0.14447507,1.2886931,0.01892158,1.4646522,0.099651955,1.5398962,0.21604744,0.9674229,0.0517205,1.2057483,0.12902223,0.8779109,0.029186798,0.8067362,0.010189606,0.8083939,0.048930023,0.9708276,0.034235306,,unresolved
PMMIG_PMM0425_PMM0426,,conserved hypothetical protein; Sun protein (Fmu protein),9.610954449,0.19681258,17.8,0.550992516,,,,,1.0373907,0.15946367,0.99242806,0.00138503,0.9670974,0.0730954,0.93636894,0.047074784,1.0718787,0.23392618,1.0412267,0.049027294,1.242621,0.18578933,1.10413,0.09701884,0.8486113,0.020894809,1.0509304,0.06412467,0.93992394,0.059245788,1.0447674,0.007057292,0.90609807,0.09890324,0.94420046,0.12360136,1.0459228,0.08028476,1.1816752,0.110901825,0.9197376,0.080145195,1.04172,0.16934097,1.0488168,0.059593096,1.0393788,0.027391454,1.067993,0.23233747,0.91149706,0.036549333,0.96135,0.11129971,0.98734844,0.04682169,0.89874214,0.052172415,,unresolved
PMMIG_PMM0429_PMM0430,,conserved hypothetical protein; hisF Imidazole glycerol phosphate synthase subunitHisF (cyclase),16.15702572,0.000518135,5.4,0.929507191,,,,,1.5919355,0.2701209,1.424458,0.4977444,0.6689444,0.14521696,0.48360366,0.068671644,0.32223344,0.0876905,0.572841,0.0944908,0.6883381,0.07942009,0.85706854,0.3176158,0.848887,0.4521981,1.1150455,0.09353416,1.7289762,0.033976857,1.8499309,0.3364018,1.3912274,0.74831504,1.0695639,0.43102038,1.0080327,0.030845135,0.7509952,0.14732546,0.5597643,0.012938602,0.48173642,0.044764914,0.68842,0.12416263,0.8371075,0.14046696,1.0771483,0.031154484,1.3624774,0.15466708,1.1267715,0.047006853,1.6646174,0.2979437,1.2526047,0.38372454,,unresolved
PMMIG_PMM0429_PMM0430,,conserved hypothetical protein; hisF Imidazole glycerol phosphate synthase subunitHisF (cyclase),12.38691463,0.044610092,23.8,0.721299101,,,,,0.81131953,0.2147753,0.6497912,0.22880514,0.38757083,0.13131677,0.6584279,0.3299025,0.48661602,0.5576162,0.8202718,0.08438625,1.4139442,0.33513924,1.5416915,0.002990476,1.1296244,0.009285809,1.1917251,0.14220567,1.5166719,0.30692503,1.1385106,0.11205048,0.92826504,0.15892503,0.6250974,0.07952359,1.1587662,0.13474335,0.9597594,0.07517792,0.83243865,0.12160403,0.92547506,0.1079813,0.9673569,0.050134007,1.3366446,0.041777458,1.5071229,0.14782001,1.4535011,0.1792673,0.8089531,0.1579061,0.9683406,0.0449996,0.96753824,0.04425933,,unresolved
PMMIG_PMM0432_PMM0433,,conserved hypothetical protein; BirA putative Biotin--acetyl-CoA-carboxylase ligase,8.161613143,0.325924514,2.6,0.480154075,,,,,0.93890494,0.066859804,0.9350111,0.15698616,1.1886995,0.107453965,0.84132606,0.012120921,1.0364118,0.42142257,0.91032344,0.05724133,0.9228135,0.04690618,1.1472076,0.52741396,1.0263735,0.19346195,1.0822625,0.10194991,1.1291913,0.31082144,1.1091202,0.007880682,1.0519,0.23232059,1.1884149,0.24359551,1.0158247,0.18203174,0.8805046,0.03801351,0.994322,0.17659439,0.9674632,0.12183871,1.1420412,0.24394262,0.94410217,0.23332988,1.2321265,0.29900134,1.2693936,0.16897084,0.86636466,0.08255096,1.0025988,0.14898336,0.9568667,0.21291837,,unresolved
PMMIG_PMM0432_PMM0433,,conserved hypothetical protein; BirA putative Biotin--acetyl-CoA-carboxylase ligase,13.5383739,0.016158114,4.4,0.785608403,,,,,1.2817752,0.09181231,0.8698125,0.27087846,0.61701566,0.17311509,0.58213365,0.001462356,0.480557,0.08623319,0.6774598,0.319928,0.83789355,0.08332996,0.9992894,0.755574,1.0559429,0.29515898,1.1059284,0.1795249,1.1623322,0.11182579,1.547581,0.16926588,1.337616,1.0396892,1.1388898,0.35965165,1.3353311,0.027849933,0.89267886,0.30421153,0.79347,0.04250251,0.7616532,0.14234139,0.9069125,0.0930445,1.0903184,0.08992102,1.2671201,0.23759048,1.3914008,0.13519385,0.9999541,0.0135411,1.2395841,0.005349895,1.19314,0.97992325,,unresolved
PMMIG_PMM0435_PMM0436,,ndhB putative NADH dehydrogenase (complex I) subunit(chain 2); topA Prokaryotic DNA topoisomerase,12.2812969,0.048916762,22.2,0.703820213,,,,,0.61187756,0.20593724,0.5626455,0.1737057,0.5488693,0.033029377,0.7398157,0.4325698,0.5147676,0.27945742,1.0664885,0.63405496,1.1480548,0.36468253,1.2534487,0.5004297,1.0200433,0.4674457,1.013181,0.20103033,1.1020087,0.090523854,1.0069218,0.016358586,0.70723385,0.56577253,0.7434165,0.2871021,0.98603505,0.26949453,1.3965678,0.32452872,1.1856836,0.3721575,1.1973947,0.3492092,1.3805627,0.09908421,1.4020358,0.13375007,1.2303114,0.06329756,1.179195,0.27073094,0.8559553,0.24516627,0.9197841,0.040686358,0.90287733,0.35434204,,unresolved
PMMIG_PMM0435_PMM0436,,ndhB putative NADH dehydrogenase (complex I) subunit(chain 2); topA Prokaryotic DNA topoisomerase,14.52054629,0.005657093,1.8,0.855167791,,,,,0.98342466,0.035064414,0.8410857,0.04846218,0.8447884,0.15149571,0.76606995,0.19278353,0.71742225,0.003404239,0.8180106,0.07509385,1.4062793,0.16838111,1.1377108,0.12855072,1.1727791,0.06584878,1.2296963,0.16869672,1.2851802,0.09814589,1.2237155,0.008095451,0.9641754,0.23702888,0.7899372,0.008119566,0.770882,0.21074918,0.91566545,0.24351595,0.8000283,0.039644275,0.83638954,0.11574113,1.0243932,0.36959267,0.9475317,0.06080818,1.1390014,0.018510122,1.2795043,0.4254465,1.0498574,0.044943433,1.0628973,0.07609321,0.99132067,0.22443001,,unresolved
PMMIG_PMM0441_PMM0442,,Aldo/keto reductase family; ribE Putative Riboflavin synthase alpha chain,2.511670127,0.896321839,2.4,0.14793528,,,,,0.8757524,0.00542665,1.1192496,0.22851215,1.0768213,0.21656631,1.0130315,0.09612752,0.95339686,0.22547929,1.1848067,0.03453302,1.0276923,0.11822735,1.0181228,0.001534567,0.85684276,0.0,1.0826604,0.09093921,1.0153936,0.13188773,0.99068815,0.120844245,1.1749796,0.02814339,0.8687972,0.17363027,0.946871,0.017603474,0.9050274,0.002526154,0.9970043,0.06853913,0.9290623,0.097878836,0.98204446,0.08860754,0.94541436,0.069336765,1.0530294,0.02628087,1.1407036,0.016493818,1.0391551,0.03046195,0.9431779,0.053960163,0.9394992,0.14044178,,unresolved
PMMIG_PMM0441_PMM0442,,Aldo/keto reductase family; ribE Putative Riboflavin synthase alpha chain,5.666643569,0.586537196,17.2,0.326363423,,,,,0.90586245,0.17848068,1.1321518,0.18031302,1.3268139,0.110441945,1.0052633,0.19579244,1.210924,0.01371462,1.3430834,0.25315404,0.99078554,0.20707798,1.0925288,0.09971939,0.9725445,0.025331348,1.043445,0.0745453,1.0116475,0.19904728,1.0620197,0.04887073,0.9271295,0.024174426,1.1185975,0.27889007,0.9209152,0.11198884,0.94417864,0.0724021,0.8407686,0.022110416,1.2261233,0.052994657,1.1171468,0.09721411,0.9121823,0.063219145,1.0094734,0.0938825,1.0599309,0.10838557,0.9457406,0.066631176,0.9069583,0.10983736,0.9035769,0.0733555,,unresolved
PMMIG_PMM0443_PMM0444,,"conserved hypothetical protein; ctaE Cytochrome c oxidase, subunit III",3.189737086,0.837613603,9.0,0.181254406,,,,,1.0212307,0.025173657,1.041813,0.18105544,0.7880943,0.08239544,1.3268061,0.25380358,1.1230317,0.30006412,1.0176291,0.12459003,0.89132327,0.1610129,0.92552423,0.031752206,0.98228544,0.004839321,1.1484845,0.039746344,1.0054756,0.05699671,1.144999,0.050184626,1.0249361,0.18614596,0.96439594,0.0673715,0.9979332,0.04246252,0.99753934,0.3136338,0.9882652,0.06118617,1.0057337,0.09169837,0.98456615,0.016654912,0.9573837,0.10318022,0.95820135,0.21784665,0.95614207,0.08681427,1.2032752,0.1412169,1.1181164,0.31619486,0.98722714,0.003492759,,unresolved
PMMIG_PMM0443_PMM0444,,"conserved hypothetical protein; ctaE Cytochrome c oxidase, subunit III",15.93916596,0.000423729,18.6,0.907463736,,,,,0.7398904,0.17778575,0.44977447,0.16101082,0.9146517,0.11762625,1.0626036,0.26657087,1.2518659,0.46076924,3.4814627,0.45047858,1.6322329,1.498284,1.8297309,0.1250358,1.1835583,0.28849554,1.0148343,0.09534705,0.9491623,0.23559332,0.56264126,0.05123001,0.41454068,0.09081065,0.5746142,0.12287264,0.94096917,0.26007617,2.3641326,0.19284087,2.9627132,1.5514665,2.7244873,0.21375185,1.9741418,0.112749256,1.1656612,0.17217016,1.4640126,0.34646928,1.0037289,0.08303843,0.54272485,0.106583506,0.55269146,0.002539675,0.46087596,0.029411418,,unresolved
