cds_fna_id	old_locus_tag	product
lcl|CP000111.1_cds_Pmt9312_0545_571	PMT9312_0545	light-independent protochlorophyllide reductase, N subunit
lcl|CP000111.1_cds_Pmt9312_0546_572	PMT9312_0546	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0547_573	PMT9312_0547	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0548_574	PMT9312_0548	HAM1 family protein
lcl|CP000111.1_cds_Pmt9312_0549_575	PMT9312_0549	carboxysome shell protein CsoS1
lcl|CP000111.1_cds_Pmt9312_0550_576	PMT9312_0550	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit
lcl|CP000111.1_cds_Pmt9312_0551_577	PMT9312_0551	ribulose 1,5-bisphosphate carboxylase small subunit
lcl|CP000111.1_cds_Pmt9312_0552_578	PMT9312_0552	carboxysome shell protein CsoS2
lcl|CP000111.1_cds_Pmt9312_0553_579	PMT9312_0553	carboxysome shell protein CsoS3
lcl|CP000111.1_cds_Pmt9312_0554_580	PMT9312_0554	putative carboxysome peptide A
lcl|CP000111.1_cds_Pmt9312_0555_581	PMT9312_0555	putative carboxysome peptide B
lcl|CP000111.1_cds_Pmt9312_0556_582	PMT9312_0556	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0557_583	PMT9312_0557	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0558_584	PMT9312_0558	endoribonuclease L-PSP
lcl|CP000111.1_cds_Pmt9312_0559_585	PMT9312_0559	Hydroxyacylglutathione hydrolase
lcl|CP000111.1_cds_Pmt9312_0560_586	PMT9312_0560	ATP phosphoribosyltransferase (homohexameric)
lcl|CP000111.1_cds_Pmt9312_0561_587	PMT9312_0561	ATPase
lcl|CP000111.1_cds_Pmt9312_0562_588	PMT9312_0562	acetyltransferase-like protein
lcl|CP000111.1_cds_Pmt9312_0563_589	PMT9312_0563	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0564_590	PMT9312_0564	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0565_591	PMT9312_0565	chromosomal replication initiator protein DnaA
lcl|CP000111.1_cds_Pmt9312_0566_592	PMT9312_0566	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0567_593	PMT9312_0567	NADPH-glutathione reductase
lcl|CP000111.1_cds_Pmt9312_0568_594	PMT9312_0568	K+-dependent Na+/Ca+ exchanger related-protein
lcl|CP000111.1_cds_Pmt9312_0569_595	PMT9312_0569	dihydroorotase
lcl|CP000111.1_cds_Pmt9312_0570_596	PMT9312_0570	NADH dehydrogenase subunit NdhL (ndhL)
lcl|CP000111.1_cds_Pmt9312_0571_597	PMT9312_0571	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0572_598	PMT9312_0572	tryptophan synthase, alpha chain
lcl|CP000111.1_cds_Pmt9312_0573_599	PMT9312_0573	Transcriptional regulator AbrB
lcl|CP000111.1_cds_Pmt9312_0574_600	PMT9312_0574	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0575_601	PMT9312_0575	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0576_602	PMT9312_0576	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0577_603	PMT9312_0577	putative type II alternative sigma factor, sigma70 family
lcl|CP000111.1_cds_Pmt9312_0578_604	PMT9312_0578	phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphatase
lcl|CP000111.1_cds_Pmt9312_0579_605	PMT9312_0579	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0580_606	PMT9312_0580	ATPase
lcl|CP000111.1_cds_Pmt9312_0581_607	PMT9312_0581	plastocyanin
lcl|CP000111.1_cds_Pmt9312_0582_608	PMT9312_0582	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0583_609	PMT9312_0583	uroporphyrinogen decarboxylase
lcl|CP000111.1_cds_Pmt9312_0584_610	PMT9312_0584	glycogen branching enzyme
lcl|CP000111.1_cds_Pmt9312_0585_611	PMT9312_0585	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0586_612	PMT9312_0586	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0587_613	PMT9312_0587	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0588_614	PMT9312_0588	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83111.1_615	PMT9312_1835	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0589_616	PMT9312_0589	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0590_617	PMT9312_0590	glutamate-5-semialdehyde dehydrogenase
lcl|CP000111.1_cds_Pmt9312_0591_618	PMT9312_0591	Dihydroneopterin aldolase
lcl|CP000111.1_cds_Pmt9312_0592_619	PMT9312_0592	lipase family protein
lcl|CP000111.1_cds_Pmt9312_0593_620	PMT9312_0593	oligopeptidase A, Metallo peptidase, MEROPS family M03A
lcl|CP000111.1_cds_Pmt9312_0594_621	PMT9312_0594	NADH dehydrogenase subunit M
lcl|CP000111.1_cds_Pmt9312_0595_622	PMT9312_0595	homoserine kinase
lcl|CP000111.1_cds_Pmt9312_0596_623	PMT9312_0596	glucokinase
lcl|CP000111.1_cds_Pmt9312_0597_624	PMT9312_0597	threonyl-tRNA synthetase / Ser-tRNA(Thr) hydrolase
lcl|CP000111.1_cds_Pmt9312_0598_625	PMT9312_0598	tryptophanyl-tRNA synthetase
lcl|CP000111.1_cds_Pmt9312_0599_626	PMT9312_0599	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0600_627	PMT9312_0600	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0601_628	PMT9312_0601	ABC transporter, substrate binding protein, possibly Mn
lcl|CP000111.1_cds_Pmt9312_0602_629	PMT9312_0602	ATPase
lcl|CP000111.1_cds_Pmt9312_0603_630	PMT9312_0603	ABC transporter component, possibly Mn transport
lcl|CP000111.1_cds_Pmt9312_0604_631	PMT9312_0604	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0605_632	PMT9312_0605	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0606_633	PMT9312_0606	signal peptidase I, Serine peptidase, MEROPS family S26A
lcl|CP000111.1_cds_Pmt9312_0607_634	PMT9312_0607	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
lcl|CP000111.1_cds_Pmt9312_0608_635	PMT9312_0608	1,4-Dihydroxy-2-naphthoate synthase
lcl|CP000111.1_cds_Pmt9312_0609_636	PMT9312_0609	Glycogen/starch synthase, ADP-glucose type
lcl|CP000111.1_cds_Pmt9312_0610_637	PMT9312_0610	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
lcl|CP000111.1_cds_Pmt9312_0611_638	PMT9312_0611	UDP-N-acetylglucosamine pyrophosphorylase
lcl|CP000111.1_cds_Pmt9312_0612_639	PMT9312_0612	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0613_640	PMT9312_0613	3-phosphoshikimate 1-carboxyvinyltransferase
lcl|CP000111.1_cds_Pmt9312_0614_641	PMT9312_0614	2-phosphosulfolactate phosphatase
lcl|CP000111.1_cds_Pmt9312_0615_642	PMT9312_0615	nitrilase-like protein
lcl|CP000111.1_cds_Pmt9312_0616_643	PMT9312_0616	Cell wall hydrolase/autolysin
lcl|CP000111.1_cds_Pmt9312_0617_644	PMT9312_0617	glutamate racemase
lcl|CP000111.1_cds_Pmt9312_0618_645	PMT9312_0618	Trans-hexaprenyltranstransferase
lcl|CP000111.1_cds_Pmt9312_0619_646	PMT9312_0619	acetyl-coenzyme A synthetase
lcl|CP000111.1_cds_Pmt9312_0620_647	PMT9312_0620	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0621_648	PMT9312_0621	DNA polymerase III, epsilon subunit
lcl|CP000111.1_cds_Pmt9312_0622_649	PMT9312_0622	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0623_650	PMT9312_0623	histidyl-tRNA synthetase
lcl|CP000111.1_cds_Pmt9312_0624_651	PMT9312_0624	hantavirus glycoprotein G2-like protein
lcl|CP000111.1_cds_Pmt9312_0625_652	PMT9312_0625	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0626_653	PMT9312_0626	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83112.1_654	PMT9312_1836	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0627_655	PMT9312_0627	light-harvesting complex protein
lcl|CP000111.1_cds_Pmt9312_0628_656	PMT9312_0628	sodium:solute symporter, ESS family-like protein
lcl|CP000111.1_cds_Pmt9312_0629_657	PMT9312_0629	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0630_658	PMT9312_0630	glutathione S-transferase
lcl|CP000111.1_cds_Pmt9312_0631_659	PMT9312_0631	NADH-ubiquinone/plastoquinone-like protein
lcl|CP000111.1_cds_Pmt9312_0632_660	PMT9312_0632	short-chain dehydrogenase/reductase (SDR) superfamily
lcl|CP000111.1_cds_Pmt9312_0633_661	PMT9312_0633	lycopene cyclase (CrtL-type)
lcl|CP000111.1_cds_Pmt9312_0634_662	PMT9312_0634	NADPH-protochlorophyllide oxidoreductase
lcl|CP000111.1_cds_Pmt9312_0635_663	PMT9312_0635	small mechanosensitive ion channel, MscS family
lcl|CP000111.1_cds_ABS83113.1_664	PMT9312_1837	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0636_665	PMT9312_0636	isochorismatase hydrolase family
lcl|CP000111.1_cds_Pmt9312_0637_666	PMT9312_0637	putative ferric uptake regulator, FUR family
lcl|CP000111.1_cds_Pmt9312_0638_667	PMT9312_0638	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0639_668	PMT9312_0639	glucosylglycerol phosphatase
lcl|CP000111.1_cds_Pmt9312_0640_669	PMT9312_0640	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0641_670	PMT9312_0641	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0642_671	PMT9312_0642	O-acetylhomoserine sulfhydrolase
lcl|CP000111.1_cds_Pmt9312_0643_672	PMT9312_0643	homoserine O-succinyltransferase
lcl|CP000111.1_cds_Pmt9312_0644_673	PMT9312_0644	putative sulfate transporter
lcl|CP000111.1_cds_Pmt9312_0645_674	PMT9312_0645	FAD linked oxidase
lcl|CP000111.1_cds_Pmt9312_0646_675	PMT9312_0646	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0647_676	PMT9312_0647	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0648_677	PMT9312_0648	glucose-methanol-choline (GMC) oxidoreductase
lcl|CP000111.1_cds_Pmt9312_0649_678	PMT9312_0649	pentapeptide repeat-containing protein
lcl|CP000111.1_cds_Pmt9312_0650_679	PMT9312_0650	LEM domain-like protein
lcl|CP000111.1_cds_Pmt9312_0651_680	PMT9312_0651	VHS domain-like protein
lcl|CP000111.1_cds_Pmt9312_0652_681	PMT9312_0652	Glyoxalase I
lcl|CP000111.1_cds_Pmt9312_0653_682	PMT9312_0653	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0654_683	PMT9312_0654	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0655_684	PMT9312_0655	hypothetical protein
lcl|CP000111.1_cds_ABS83114.1_685	PMT9312_1838	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1811_686	PMT9312_1811	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0657_687	PMT9312_0657	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0658_688	PMT9312_0658	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0659_689	PMT9312_0659	hypothetical protein
lcl|CP000111.1_cds_ABS83115.1_690	PMT9312_1839	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83116.1_691	PMT9312_1840	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0660_692	PMT9312_0660	RNA recognition motif protein-like protein
lcl|CP000111.1_cds_Pmt9312_0661_693	PMT9312_0661	ribonucleotide reductase (class II)
lcl|CP000111.1_cds_Pmt9312_0662_694	PMT9312_0662	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0663_695	PMT9312_0663	bacterial peptide chain release factor 3 (bRF-3)
lcl|CP000111.1_cds_Pmt9312_0664_696	PMT9312_0664	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0665_697	PMT9312_0665	Hsp33 protein
lcl|CP000111.1_cds_Pmt9312_0666_698	PMT9312_0666	ATPase
lcl|CP000111.1_cds_Pmt9312_0667_699	PMT9312_0667	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0668_700	PMT9312_0668	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0669_701	PMT9312_0669	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0670_702	PMT9312_0670	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0671_703	PMT9312_0671	putative phosphonate ABC transporter
lcl|CP000111.1_cds_Pmt9312_0672_704	PMT9312_0672	ATPase
lcl|CP000111.1_cds_Pmt9312_0673_705	PMT9312_0673	Phosphonate-binding periplasmic protein
lcl|CP000111.1_cds_Pmt9312_0674_706	PMT9312_0674	L-aspartate aminotransferase apoenzyme
lcl|CP000111.1_cds_Pmt9312_0675_707	PMT9312_0675	phage SPO1 DNA polymerase-related protein
lcl|CP000111.1_cds_Pmt9312_0676_708	PMT9312_0676	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
lcl|CP000111.1_cds_Pmt9312_0677_709	PMT9312_0677	C-terminal processing peptidase-2, Serine peptidase, MEROPS family S41A
lcl|CP000111.1_cds_Pmt9312_0678_710	PMT9312_0678	quinolinate synthetase A
lcl|CP000111.1_cds_Pmt9312_0679_711	PMT9312_0679	putative transcripton factor
lcl|CP000111.1_cds_Pmt9312_0680_712	PMT9312_0680	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0681_713	PMT9312_0681	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0682_714	PMT9312_0682	3-dehydroquinate synthase
lcl|CP000111.1_cds_Pmt9312_0683_715	PMT9312_0683	5-(carboxyamino)imidazole ribonucleotide synthase
lcl|CP000111.1_cds_ABS83117.1_716	PMT9312_1841	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83118.1_717	PMT9312_1842	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0685_718	PMT9312_0685	M protein repeat-like protein
lcl|CP000111.1_cds_Pmt9312_0686_719	PMT9312_0686	high light inducible protein-like protein
lcl|CP000111.1_cds_ABS83119.1_720	PMT9312_1843	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0687_721	PMT9312_0687	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_0688_722	PMT9312_0688	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_0689_723	PMT9312_0689	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0690_724	PMT9312_0690	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0691_725	PMT9312_0691	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0692_726	PMT9312_0692	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0693_727	PMT9312_0693	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83120.1_728	PMT9312_1844	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83121.1_729	PMT9312_1845	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83122.1_730	PMT9312_1846	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0694_731	PMT9312_0694	NAD-dependent DNA ligase
lcl|CP000111.1_cds_ABS83123.1_732	PMT9312_1847	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0695_733	PMT9312_0695	notch (DSL) domain-like protein
lcl|CP000111.1_cds_Pmt9312_0696_734	PMT9312_0696	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0697_735	PMT9312_0697	zinc finger, C2H2 type-like protein
lcl|CP000111.1_cds_Pmt9312_0698_736	PMT9312_0698	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83124.1_737	PMT9312_1848	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0699_738	PMT9312_0699	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0700_739	PMT9312_0700	high light inducible protein-like protein
lcl|CP000111.1_cds_ABS83125.1_740	PMT9312_1849	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0701_741	PMT9312_0701	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0702_742	PMT9312_0702	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0703_743	PMT9312_0703	DDT domain protein-like protein
lcl|CP000111.1_cds_Pmt9312_0704_744	PMT9312_0704	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83126.1_745	PMT9312_1850	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0705_746	PMT9312_0705	short-chain dehydrogenase/reductase (SDR) superfamily
lcl|CP000111.1_cds_ABS83127.1_747	PMT9312_1851	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0706_748	PMT9312_0706	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0707_749	PMT9312_0707	D12 class N6 adenine-specific DNA met-like protein
lcl|CP000111.1_cds_Pmt9312_0708_750	PMT9312_0708	protein family PM-16
lcl|CP000111.1_cds_Pmt9312_0709_751	PMT9312_0709	DnaJ central domain protein (4 repeats)-like protein
lcl|CP000111.1_cds_ABS83128.1_752	PMT9312_1852	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0710_753	PMT9312_0710	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0711_754	PMT9312_0711	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83129.1_755	PMT9312_1853	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0712_756	PMT9312_0712	LysM domain-like protein
lcl|CP000111.1_cds_Pmt9312_0713_757	PMT9312_0713	DUP family-like protein
lcl|CP000111.1_cds_ABS83130.1_758	PMT9312_1854	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0714_759	PMT9312_0714	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83131.1_760	PMT9312_1855	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0715_761	PMT9312_0715	putative potassium channel, VIC family
lcl|CP000111.1_cds_Pmt9312_0716_762	PMT9312_0716	cytochrome c
lcl|CP000111.1_cds_Pmt9312_0717_763	PMT9312_0717	two component transcriptional regulator, winged helix family
lcl|CP000111.1_cds_ABS83132.1_764	PMT9312_1856	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0718_765	PMT9312_0718	histidine kinase
lcl|CP000111.1_cds_Pmt9312_0719_766	PMT9312_0719	lipoprotein-like protein
lcl|CP000111.1_cds_Pmt9312_0720_767	PMT9312_0720	putative secreted protein
lcl|CP000111.1_cds_Pmt9312_0721_768	PMT9312_0721	cyanobacterial porin
lcl|CP000111.1_cds_Pmt9312_0722_769	PMT9312_0722	phosphate ABC transporter substrate-binding protein, PhoT family
lcl|CP000111.1_cds_Pmt9312_0723_770	PMT9312_0723	Chromate transporter
lcl|CP000111.1_cds_Pmt9312_0724_771	PMT9312_0724	multidrug efflux transporter, MFS family
lcl|CP000111.1_cds_Pmt9312_0725_772	PMT9312_0725	glyceraldehyde-3-phosphate dehydrogenase
lcl|CP000111.1_cds_Pmt9312_0726_773	PMT9312_0726	transcriptional regulator, ArsR family
lcl|CP000111.1_cds_ABS83133.1_774	PMT9312_1857	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0727_775	PMT9312_0727	phosphate ABC transporter membrane protein 1, PhoT family
lcl|CP000111.1_cds_Pmt9312_0728_776	PMT9312_0728	phosphate ABC transporter membrane protein 2, PhoT family
lcl|CP000111.1_cds_Pmt9312_0729_777	PMT9312_0729	phosphate ABC transporter ATP-binding protein, PhoT family
lcl|CP000111.1_cds_ABS83134.1_778	PMT9312_1858	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83135.1_779	PMT9312_1859	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0730_780	PMT9312_0730	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0731_781	PMT9312_0731	serine/threonine specific protein phosphatase
lcl|CP000111.1_cds_Pmt9312_0732_782	PMT9312_0732	DEAD/DEAH box helicase-like protein
lcl|CP000111.1_cds_Pmt9312_0733_783	PMT9312_0733	ATP-dependent DNA ligase-like protein
lcl|CP000111.1_cds_Pmt9312_0734_784	PMT9312_0734	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0735_785	PMT9312_0735	ComC family-like protein
lcl|CP000111.1_cds_Pmt9312_0736_786	PMT9312_0736	major surface glycoprotein-like protein
lcl|CP000111.1_cds_Pmt9312_0737_787	PMT9312_0737	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0738_788	PMT9312_0738	helix-turn-helix protein, CopG family-like protein
lcl|CP000111.1_cds_Pmt9312_0739_789	PMT9312_0739	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83136.1_790	PMT9312_1860	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0740_791	PMT9312_0740	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0741_792	PMT9312_0741	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0742_793	PMT9312_0742	hypothetical protein
lcl|CP000111.1_cds_ABS83137.1_794	PMT9312_1861	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0743_795	PMT9312_0743	alpha-2-macroglobulin family protein-like protein
lcl|CP000111.1_cds_Pmt9312_0744_796	PMT9312_0744	protein family PM-1
lcl|CP000111.1_cds_Pmt9312_0745_797	PMT9312_0745	conserved hypothetical membrane protein
lcl|CP000111.1_cds_Pmt9312_0746_798	PMT9312_0746	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83138.1_799	PMT9312_1862	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0747_800	PMT9312_0747	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0748_801	PMT9312_0748	cytochrome b6-f complex subunit VIII
lcl|CP000111.1_cds_Pmt9312_0749_802	PMT9312_0749	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0750_803	PMT9312_0750	ATP-dependent Clp protease proteolytic subunit ClpP
lcl|CP000111.1_cds_Pmt9312_0751_804	PMT9312_0751	membrane protease FtsH catalytic subunit
lcl|CP000111.1_cds_Pmt9312_0752_805	PMT9312_0752	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0753_806	PMT9312_0753	insulinase family
lcl|CP000111.1_cds_Pmt9312_0754_807	PMT9312_0754	Zn-dependent peptidase-like protein
lcl|CP000111.1_cds_Pmt9312_0755_808	PMT9312_0755	phycocyanobilin:ferredoxin oxidoreductase
lcl|CP000111.1_cds_Pmt9312_0756_809	PMT9312_0756	ABC transporter component-like protein
lcl|CP000111.1_cds_Pmt9312_0757_810	PMT9312_0757	DevC protein
lcl|CP000111.1_cds_Pmt9312_0758_811	PMT9312_0758	ATPase
lcl|CP000111.1_cds_Pmt9312_0759_812	PMT9312_0759	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0760_813	PMT9312_0760	glycosyl transferase, family 2
lcl|CP000111.1_cds_Pmt9312_0761_814	PMT9312_0761	SSU ribosomal protein S2P
lcl|CP000111.1_cds_Pmt9312_0762_815	PMT9312_0762	translation elongation factor Ts (EF-Ts)
lcl|CP000111.1_cds_Pmt9312_0763_816	PMT9312_0763	adenylate cyclase-like protein
lcl|CP000111.1_cds_Pmt9312_0764_817	PMT9312_0764	ATP-dependent DNA helicase RecG
lcl|CP000111.1_cds_Pmt9312_0765_818	PMT9312_0765	D-ala-D-ala dipeptidase
lcl|CP000111.1_cds_Pmt9312_0766_819	PMT9312_0766	sulfite reductase (ferredoxin)
lcl|CP000111.1_cds_Pmt9312_0767_820	PMT9312_0767	glycyl-tRNA synthetase beta chain
lcl|CP000111.1_cds_Pmt9312_0768_821	PMT9312_0768	geranylgeranyl reductase
lcl|CP000111.1_cds_Pmt9312_0769_822	PMT9312_0769	D-Ala-D-Ala carboxypeptidase, Metallo peptidase, MEROPS family M15B
lcl|CP000111.1_cds_Pmt9312_0770_823	PMT9312_0770	GTP-binding protein TypA
lcl|CP000111.1_cds_Pmt9312_0771_824	PMT9312_0771	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0772_825	PMT9312_0772	ATPase
lcl|CP000111.1_cds_Pmt9312_0773_826	PMT9312_0773	heme transporter-like protein
lcl|CP000111.1_cds_Pmt9312_0774_827	PMT9312_0774	ribulose-5-phosphate 3-epimerase
lcl|CP000111.1_cds_Pmt9312_0775_828	PMT9312_0775	D-fructose 1,6-bisphosphatase
lcl|CP000111.1_cds_Pmt9312_0776_829	PMT9312_0776	glutamyl-tRNA reductase
lcl|CP000111.1_cds_Pmt9312_0777_830	PMT9312_0777	Glucose-1-phosphate adenylyltransferase
lcl|CP000111.1_cds_Pmt9312_0778_831	PMT9312_0778	6-phosphogluconate dehydrogenase (decarboxylating)
lcl|CP000111.1_cds_Pmt9312_0779_832	PMT9312_0779	6-phosphogluconolactonase
lcl|CP000111.1_cds_Pmt9312_0780_833	PMT9312_0780	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0781_834	PMT9312_0781	geminivirus coat protein-like protein
lcl|CP000111.1_cds_Pmt9312_0782_835	PMT9312_0782	dihydroxyacid dehydratase
lcl|CP000111.1_cds_Pmt9312_0783_836	PMT9312_0783	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0784_837	PMT9312_0784	uracil phosphoribosyltransferase
lcl|CP000111.1_cds_Pmt9312_0785_838	PMT9312_0785	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0786_839	PMT9312_0786	putative cobalamin synthesis protein
lcl|CP000111.1_cds_ABS83139.1_840	PMT9312_1863	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0787_841	PMT9312_0787	Phosphoribosylformylglycinamidine synthetase PurS
lcl|CP000111.1_cds_Pmt9312_0788_842	PMT9312_0788	phosphoribosylformylglycinamidine synthase subunit I
lcl|CP000111.1_cds_Pmt9312_0789_843	PMT9312_0789	fructose-bisphosphate aldolase
lcl|CP000111.1_cds_Pmt9312_0790_844	PMT9312_0790	putative oxidoreductase
lcl|CP000111.1_cds_Pmt9312_0791_845	PMT9312_0791	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0792_846	PMT9312_0792	acetyl-CoA carboxylase carboxyltransferase subunit alpha
lcl|CP000111.1_cds_Pmt9312_0793_847	PMT9312_0793	Phosphoribulokinase
lcl|CP000111.1_cds_Pmt9312_0794_848	PMT9312_0794	3-isopropylmalate dehydrogenase
lcl|CP000111.1_cds_Pmt9312_0795_849	PMT9312_0795	UDP-3-O-
lcl|CP000111.1_cds_Pmt9312_0796_850	PMT9312_0796	glutamate 5-kinase
lcl|CP000111.1_cds_Pmt9312_0797_851	PMT9312_0797	HAD-superfamily phosphatase subfamily IIIA
lcl|CP000111.1_cds_Pmt9312_0798_852	PMT9312_0798	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0799_853	PMT9312_0799	Holliday junction resolvase YqgF
lcl|CP000111.1_cds_Pmt9312_0800_854	PMT9312_0800	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_0801_855	PMT9312_0801	conserved hypothetical protein
