ID,organism,eggnog_predicted_gene_name,eggnog_predicted_gene_description,eggnog_predicted_COG,KEGG_predicted_gene_name,KEGG_predicted_KEGG_identifier,day2_LFC,day2_pvalue,day2_padj,day4_LFC,day4_pvalue,day4_padj,day5_LFC,day5_pvalue,day5_padj
1_217_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"helix_turn_helix, arabinose operon control protein",K,K07506; AraC family transcriptional regulator,K07506,1.000639462,0.213795934,0.994079333,0.187033957,0.380856131,1,0.154703704,0.145673309,0.334811825
1_2170_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the Dps family,P,dps; starvation-inducible DNA-binding protein,K04047,-1.414134178,0.171262342,0.994079333,-0.156357103,0.561756297,1,-0.11094976,1,1
1_2171_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Diacylglycerol kinase catalytic domain,I,,,1.346725019,0.554410114,0.994079333,0.140452257,0.509439667,1,0.240179784,0.146565216,0.33553342
1_2172_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,ftsY,"Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC). Interaction with SRP-RNC leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components",U,ftsY; fused signal recognition particle receptor,K03110,-0.252567007,0.76618774,0.994079333,0.133932875,0.423614464,1,0.063351563,0.222348902,0.451899798
1_2173_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Uncharacterized protein family UPF0004,J,mtaB; threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5],K18707,-0.663715736,0.615598407,0.994079333,0.36770141,0.099824979,1,0.103588902,1,1
1_2174_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2199 FOG GGDEF domain,T,dgcB; diguanylate cyclase [EC:2.7.7.65],K13590,0.394202212,0.744358559,0.994079333,-0.170134825,0.634030345,1,-0.189991977,0.002340098,0.031326996
1_2175_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,argB,Belongs to the acetylglutamate kinase family. ArgB subfamily,E,argB; acetylglutamate kinase [EC:2.7.2.8],K00930,-0.63749377,0.241570534,0.994079333,-0.191688724,0.424547257,1,-0.105964449,0.059126046,0.183894761
1_2176_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,engB,Necessary for normal cell division and for the maintenance of normal septation,D,engB; GTP-binding protein,K03978,0.966955947,0.667270138,0.994079333,0.062246958,0.865734142,1,0.470653596,0.118655375,0.291500515
1_2177_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,yidC,"Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins",U,"yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase",K03217,0.822004502,0.515757496,0.994079333,0.582186286,0.025537944,1,0.496492578,1,1
1_2178_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Could be involved in insertion of integral membrane proteins into the membrane,S,K08998; uncharacterized protein,K08998,1.449734805,0.526443353,0.994079333,0.194207096,0.530159414,1,0.095527305,0.102684163,0.262755858
1_2179_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,rnpA,RNaseP catalyzes the removal of the 5'-leader sequence from pre-tRNA to produce the mature 5'-terminus. It can also cleave other RNA substrates such as 4.5S RNA. The protein component plays an auxiliary but essential role in vivo by binding to the 5'-leader sequence and broadening the substrate specificity of the ribozyme,J,rnpA; ribonuclease P protein component [EC:3.1.26.5],K03536,1.014350476,0.673823476,0.994079333,-0.548140747,0.356992665,1,-0.230071208,1,1
1_218_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,EAL domain,T,,,-0.382052601,0.596769943,0.994079333,0.010833246,0.952234926,1,0.070034949,0.108765088,0.273756197
1_2180_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2931 RTX toxins and related Ca2 -binding proteins,Q,,,0.154067077,0.703982206,0.994079333,0.156535262,0.487642442,1,0.395355244,0.000186044,0.011840363
1_2181_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG0845 Membrane-fusion protein,M,"lapC; membrane fusion protein, adhesin transport system",K12542,-0.956296035,0.185955301,0.994079333,0.125233247,0.536349014,1,0.182014108,0.032394091,0.127418675
1_2182_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",V,"lapB; ATP-binding cassette, subfamily C, bacterial LapB",K12541,1.058492735,0.19677861,0.994079333,0.151502013,0.374263563,1,0.345195466,0.166101885,0.365424148
1_2183_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG2274 ABC-type bacteriocin lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",V,"hlyB, cyaB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB",K11004,0.502159736,0.199643571,0.994079333,0.217029725,0.209427857,1,0.60090184,0.001911382,0.028102986
1_2184_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG1188 Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog),J,hslR; ribosome-associated heat shock protein Hsp15,K04762,0.328518424,0.888962313,0.994199215,-0.131074866,0.569939222,1,0.132120018,0.050512367,0.166567428
1_2185_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG0513 Superfamily II DNA and RNA helicases,L,"SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:5.6.2.6]",K17675,0.281414722,0.414713303,0.994079333,0.152547922,0.515250976,1,0.170992619,0.012941804,0.074740847
1_2186_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"helix_turn_helix, mercury resistance",K,"soxR; MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR",K13639,0.904748405,0.68898,0.994079333,-0.349397096,0.399096411,1,0.109079188,0.269671129,0.526000386
1_2187_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,NADPH-dependent FMN reductase,S,,,1.055493663,0.614804312,0.994079333,0.730490373,0.440911083,1,-1.172363989,0.278030233,0.53713126
1_2188_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG1544 Ribosome-associated protein Y (PSrp-1),J,,,-1.669751525,0.085528233,0.994079333,-0.208018472,0.486984927,1,-0.622687259,0.000352161,0.015771388
1_2189_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,htpG,Molecular chaperone. Has ATPase activity,O,"HSP90A, htpG; molecular chaperone HtpG",K04079,1.31068149,0.368717899,0.994079333,0.570857513,0.080875065,1,0.197036865,0.125700318,0.302373064
1_219_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Bacterial extracellular solute-binding protein, family 7",G,,,1.597614583,0.476797588,0.994079333,-0.014508759,0.973059626,1,0.32617026,0.013294316,0.075255625
1_2190_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,deoxyguanosinetriphosphate triphosphohydrolase-like protein,F,dgt; dGTPase [EC:3.1.5.1],K01129,0.575093747,0.456209686,0.994079333,-0.073776519,0.74606904,1,0.350146585,1,1
1_2191_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,1.430702502,0.532555966,0.994079333,0.142098331,0.702422292,1,1.270814379,1,1
1_2192_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Proteolipid membrane potential modulator,S,,,-0.53967752,0.254000239,0.994079333,0.220111266,0.48520342,1,-0.238001729,1,1
1_2193_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2885 Outer membrane protein and related peptidoglycan-associated (lipo)proteins,M,,,-0.622838471,0.250535825,0.994079333,-0.145517963,0.546015736,1,0.065118323,0.071633749,0.208717039
1_2194_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Protein involved in outer membrane biogenesis,M,,,0.363892501,0.537287207,0.994079333,-0.014873125,0.937230309,1,-0.137346712,0.039987626,0.14366522
1_2195_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG0708 Exonuclease III,L,"E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]",K01142,1.120712045,0.619025267,0.994079333,0.233635977,0.375442396,1,0.252074313,1,1
1_2196_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG0179 2-keto-4-pentenoate hydratase 2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)",Q,nagK; fumarylpyruvate hydrolase [EC:3.7.1.20],K16165,0.593311284,0.511107079,0.994079333,0.650899404,0.140430306,1,0.110030317,1,1
1_2197_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG0474 Cation transport ATPase,P,ATP2C; P-type Ca2+ transporter type 2C [EC:7.2.2.10],K01537,0.705629412,0.433610747,0.994079333,0.301395598,0.284507347,1,0.402566263,1,1
1_2198_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,gyaR,Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family,CH,"gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]",K00015,0.789300243,0.729524653,0.994079333,-0.093393208,0.778161885,1,0.151816215,0.079904472,0.222345049
1_2199_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,protein conserved in bacteria,S,,,-0.485299555,0.369209054,0.994079333,0.344321757,0.269190148,1,-0.293962477,0.045302536,0.154416831
1_22_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,-0.705471549,0.228323819,0.994079333,-0.248948652,0.305372112,1,-0.27299435,0.017626377,0.089949037
1_220_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG3090 TRAP-type C4-dicarboxylate transport system, small permease component",G,,,1.920744504,0.406988203,0.994079333,0.735198406,0.301640526,1,-0.069597848,1,1
1_2200_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,flaA,Flagellin is the subunit protein which polymerizes to form the filaments of bacterial flagella,N,,,-1.160534562,0.186498286,0.994079333,-0.389754965,0.31166261,1,-0.076587249,0.089704274,0.238729117
1_2201_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,rumA,Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family,J,rumA; 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190],K03215,1.511336079,0.513143974,0.994079333,0.035961211,0.912357968,1,0.468690049,0.00379632,0.039695914
1_2202_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"signal transduction protein containing a membrane domain, an EAL and a GGDEF domain",T,,,0.792038611,0.106329834,0.994079333,0.283746288,0.198033287,1,0.383313726,0.011536725,0.07028779
1_2203_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Acts as a magnesium transporter,P,mgtE; magnesium transporter,K06213,1.308496485,0.562865547,0.994079333,0.371386942,0.158218785,1,0.187222842,0.043142388,0.15121899
1_2204_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,dme,malic enzyme,C,maeB; malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40],K00029,0.739822178,0.256690015,0.994079333,-0.0372824,0.863581435,1,0.264757847,0.003028855,0.035509343
1_2205_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,lipB,Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate,H,lipB; lipoyl(octanoyl) transferase [EC:2.3.1.181],K03801,0.572875865,0.405531641,0.994079333,-0.234622963,0.226644851,1,-0.03540348,0.480405734,0.823156748
1_2206_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2199 FOG GGDEF domain,T,E2.7.7.65; diguanylate cyclase [EC:2.7.7.65],K13069,0.485797532,0.833393299,0.994079333,-0.076340795,0.650870868,1,0.270902169,1,1
1_2207_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Restriction endonuclease,V,,,-1.12247811,0.138197704,0.994079333,-0.323752415,0.40738705,1,-0.06945567,1,1
1_2208_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Domain of unknown function (DUF4169),S,,,0.446169635,0.843927137,0.994079333,0.016863878,0.958444024,1,0.101664468,1,1
1_2209_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,0.382060658,0.597362002,0.994079333,-0.468316387,0.378030662,1,0.045431943,0.294197557,0.56130626
1_221_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Tripartite ATP-independent periplasmic transporter, DctM component",G,,,1.327218557,0.537556282,0.994079333,0.681491552,0.137924165,1,0.07580839,0.309842483,0.583656771
1_2210_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Protein of unknown function (DUF533),S,,,-1.21186863,0.136750393,0.994079333,-0.2378105,0.382553161,1,-0.176026655,1,1
1_2211_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.",M,,,0.332485357,0.423622118,0.994079333,-0.056411372,0.835211781,1,0.224995628,1,1
1_2212_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,regulation of RNA biosynthetic process,E,gcvR; glycine cleavage system transcriptional repressor,K03567,-0.650553614,0.262613692,0.994079333,0.295977372,0.244128603,1,0.077760877,0.510948007,0.867841333
1_2213_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG2931 RTX toxins and related Ca2 -binding proteins,Q,,,0.366191233,0.872082888,0.994079333,0.449313522,0.453174956,1,-0.247577127,0.071893264,0.209152144
1_2214_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,diguanylate cyclase,T,,,1.475564823,0.509837946,0.994079333,0.767356108,0.178032832,1,0.429406258,0.007692603,0.057795442
1_2215_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the HpcH HpaI aldolase family,G,mcl; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25],K08691,1.386948064,0.542287679,0.994079333,-0.058251973,0.792684354,1,0.542035201,0.026769781,0.113389539
1_2216_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the zinc-containing alcohol dehydrogenase family. Quinone oxidoreductase subfamily,C,,,1.069751708,0.635110195,0.994079333,0.604480723,0.221753437,1,-0.36409984,0.051984133,0.169290435
1_2217_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,HxlR-like helix-turn-helix,K,,,0.141513939,0.860545564,0.994079333,-0.108797724,0.700236105,1,0.183941385,0.050987263,0.16739002
1_2218_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,acetyltransferase,K,,,1.554443085,0.509759206,0.994079333,0.074265902,0.748316874,1,0.055565363,1,1
1_2219_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,accA,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA",I,accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],K01962,-0.120430033,0.814767036,0.994079333,-0.012436511,0.961436091,1,-0.026118579,1,1
1_222_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,GntR family,K,,,0.545578025,0.61540165,0.994079333,-0.009885708,0.955364996,1,0.251704717,0.05995355,0.18509568
1_2220_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Polycystin cation channel,P,VGSC; voltage-gated sodium channel,K08714,0.964309366,0.385001934,0.994079333,0.310101751,0.352323314,1,0.756218832,0.034155343,0.130549833
1_2221_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,beta-lactamase superfamily III,S,,,0.283655069,0.571619181,0.994079333,0.179634523,0.336398932,1,0.174389843,1,1
1_2222_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,ABC transporter transmembrane region,V,ABC.MR; putative ABC transport system ATP-binding protein,K02021,0.911723876,0.415818813,0.994079333,0.304005102,0.094056063,1,0.1948878,0.011560083,0.07028779
1_2223_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.372265307,0.675844915,0.994079333,0.099614806,0.633278505,1,0.201378347,1,1
1_2224_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Aldehyde dehydrogenase family,C,doeC; aspartate-semialdehyde dehydrogenase [EC:1.2.1.-],K15786,1.056960553,0.239584565,0.994079333,0.353711465,0.287133849,1,0.227630259,0.174055021,0.378620662
1_2225_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,H,"doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]",K15785,0.89529897,0.350667117,0.994079333,0.038625245,0.863825379,1,0.154504066,0.020272476,0.097334776
1_2226_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Bacterial extracellular solute-binding protein, family 7",G,yiaO; TRAP-type transport system periplasmic protein,K21395,-1.025991576,0.164900538,0.994079333,-0.387293264,0.546518463,1,-0.307206908,0.000371667,0.015771388
1_2227_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG1167 Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs,K,,,0.102733037,0.820195769,0.994079333,0.215309278,0.232142175,1,-0.051157219,0.370082036,0.670209541
1_2228_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Tripartite ATP-independent periplasmic transporters, DctQ component",G,,,-0.877798037,0.192959606,0.994079333,0.082735605,0.814094125,1,0.012283483,1,1
1_2229_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Tripartite ATP-independent periplasmic transporter, DctM component",G,,,0.308333882,0.488968721,0.994079333,0.012619062,0.966020355,1,0.061006171,1,1
1_223_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"transcriptional regulator, araC family",K,,,0.934076039,0.67954818,0.994079333,-0.050210955,0.813512004,1,0.109086628,0.352034055,0.645927394
1_2230_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Asp Glu hydantoin racemase,Q,"nicE, maiA; maleate isomerase [EC:5.2.1.1]",K01799,0.370872435,0.30611194,0.994079333,0.124705402,0.497769041,1,0.239854247,0.004101396,0.041338727
1_2231_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,eutB,Pyridoxal-phosphate dependent enzyme,E,"E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]",K01754,1.047299562,0.603840627,0.994079333,0.294884371,0.096105962,1,-0.05050025,0.366192215,0.664695763
1_2232_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Ornithine cyclodeaminase/mu-crystallin family,E,,,0.390372219,0.336051428,0.994079333,0.071639543,0.780476542,1,0.125048955,0.031657107,0.125973281
1_2233_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Creatinase/Prolidase N-terminal domain,E,doeA; ectoine hydrolase [EC:3.5.4.44],K15783,0.780450416,0.376494746,0.994079333,0.236267584,0.205087626,1,0.141858741,0.021702553,0.101134805
1_2234_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Succinylglutamate desuccinylase / Aspartoacylase family,S,"doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]",K15784,1.404002918,0.53770777,0.994079333,0.222866463,0.272024274,1,0.117386687,1,1
1_2235_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,helix_turn_helix ASNC type,K,"doeX; Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes",K15782,-0.487301612,0.430428471,0.994079333,0.186176622,0.27333093,1,-0.024654942,0.537362,0.906053098
1_2236_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,1.105806406,0.623352139,0.994079333,0.262774881,0.357296777,1,0.402619882,1,1
1_2237_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Arylsulfotransferase (ASST),S,,,-0.656916478,0.627583,0.994079333,0.447461392,0.163362462,1,0.259804035,0.052459313,0.17022507
1_2238_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,1.723355973,0.447351091,0.994079333,0.735111305,0.370062998,1,-0.120985028,1,1
1_2239_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,0.399367906,0.751339973,0.994079333,1.376477999,0.001793565,1,0.37812717,1,1
1_224_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,EG,,,1.110930547,0.62767382,0.994079333,-0.319136996,0.340064602,1,0.274779278,0.08996766,0.239144346
1_2240_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Sulfotransferase family,S,,,-0.132179044,0.934295279,0.99615697,0.46237761,0.422449707,1,-0.22193123,1,1
1_2241_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.438179793,0.527885528,0.994079333,-0.106961009,0.779182293,1,0.156480172,0.039442945,0.14315312
1_2242_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,COG0154 Asp-tRNAAsn Glu-tRNAGln amidotransferase A subunit and related amidases,J,,,-0.470576513,0.443239613,0.994079333,0.094046659,0.772862441,1,0.477083293,0.000744925,0.020033732
1_2243_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG4664 TRAP-type mannitol chloroaromatic compound transport system, large permease component",Q,,,0.617958949,0.163722594,0.994079333,0.168489507,0.690729545,1,0.523786321,0.0000103,0.003278136
1_2244_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG4665 TRAP-type mannitol chloroaromatic compound transport system, small permease component",Q,,,-1.153414619,0.208689056,0.994079333,-0.028228676,0.959338014,1,0.328522651,0.230637253,0.464506765
1_2245_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Part of the tripartite ATP-independent periplasmic (TRAP) transport system,Q,,,-0.84889982,0.348759692,0.994079333,-0.817664525,0.457674546,1,0.111505318,0.135443867,0.318418167
1_2246_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family,CH,,,0.559361638,0.539775632,0.994079333,0.173261148,0.71208457,1,0.408290593,0.007169348,0.056034111
1_2247_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,None,None,,,1.112812222,0.622776418,0.994079333,0.045845127,0.84592608,1,0.413658731,0.00280754,0.034361512
1_2248_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Oxidoreductase family, C-terminal alpha/beta domain",S,,,1.539816397,0.495632229,0.994079333,0.589802927,0.024454402,1,0.417763447,0.005387909,0.047250263
1_2249_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,AP endonuclease family 2 C terminus,G,,,0.138611446,0.887146758,0.994079333,0.443350646,0.037807265,1,0.286694015,1,1
1_225_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism,F,"add, ADA; adenosine deaminase [EC:3.5.4.4]",K01488,0.457919131,0.425069465,0.994079333,0.069692313,0.757869385,1,-0.048753052,1,1
1_2250_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,ABC-type sugar transport system periplasmic component,G,rbsB; ribose transport system substrate-binding protein,K10439,0.885401666,0.698727027,0.994079333,0.362948207,0.078031117,1,0.334389193,0.000643516,0.018616006
1_2251_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"COG1172 Ribose xylose arabinose galactoside ABC-type transport systems, permease components",G,rbsC; ribose transport system permease protein,K10440,0.527105757,0.620330052,0.994079333,0.553145349,0.112376664,1,0.632471802,0.004567617,0.043295178
1_2252_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Monosaccharide ABC transporter ATP-binding protein, CUT2 family",G,rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7],K10441,1.281847432,0.36652298,0.994079333,0.265093616,0.457092436,1,0.394556923,0.012839687,0.074740847
1_2253_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,helix_turn _helix lactose operon repressor,K,"cytR; LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG",K05499,0.329144052,0.726239325,0.994079333,0.180308414,0.586799722,1,0.182391494,1,1
1_2254_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,gloA,lactoylglutathione lyase activity,E,,,-1.293411202,0.180055485,0.994079333,-0.463069441,0.173762086,1,-0.589311483,0.0000572,0.006881689
1_2255_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,"Bacterial regulatory proteins, tetR family",K,,,0.825637055,0.714857468,0.994079333,0.459469056,0.038733978,1,-0.178869599,0.190653104,0.405615844
1_2256_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Protein of unknown function (DUF1348),S,K09958; uncharacterized protein,K09958,0.649266836,0.775466029,0.994079333,0.043773392,0.848161419,1,-0.340735898,0.062782547,0.19104935
1_2257_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,nspC,Belongs to the Orn Lys Arg decarboxylase class-II family. NspC subfamily,E,nspC; carboxynorspermidine decarboxylase [EC:4.1.1.96],K13747,0.109544278,0.791129792,0.994079333,0.104335446,0.537199793,1,0.237425318,0.004873458,0.044308687
1_2258_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,lys1,Saccharopine dehydrogenase,E,,,0.429648807,0.446673212,0.994079333,0.149597318,0.461727167,1,-0.088541919,0.096152755,0.250210587
1_2259_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,helix_turn_helix ASNC type,K,"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",K03719,-0.2465749,0.81562223,0.994079333,0.347436712,0.156871883,1,0.093844277,1,1
1_226_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,Phytanoyl-CoA dioxygenase (PhyH),Q,,,1.457433099,0.269890364,0.994079333,0.253877419,0.562390692,1,0.291062603,1,1
1_2260_batch10_bc1019_metaflye_ccs_contig_1_Thalassospira,thalassospira,,,,,,0.786840063,0.726572982,0.994079333,-0.390934003,0.181146978,1,0.841654719,1,1
