,,,,,Total Mutations,,Lineages Represented,
CCMP1005,800 ppm,THAOC_08937,hypothetical protein,0.289,4,12,2,6
CCMP1005,800 ppm,THAOC_08940,hypothetical protein,1,20,20,5,5
CCMP1005,800 ppm,THAOC_08951,hypothetical protein,0.691,42,39,6,6
CCMP1005,800 ppm,THAOC_08963,hypothetical protein,0.895,11,12,6,6
CCMP1005,800 ppm,THAOC_08969,hypothetical protein,0.791,1,3,1,3
CCMP1005,800 ppm,THAOC_08970,hypothetical protein,0.426,3,9,2,5
CCMP1005,800 ppm,THAOC_08974,hypothetical protein,0.233,21,30,6,6
CCMP1005,800 ppm,THAOC_08987,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_08990,hypothetical protein,0.233,38,29,6,6
CCMP1005,800 ppm,THAOC_08992,hypothetical protein,0.145,29,40,6,6
CCMP1005,800 ppm,THAOC_08996,hypothetical protein,0.233,66,75,6,6
CCMP1005,800 ppm,THAOC_08999,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_09005,hypothetical protein,0.895,2,3,2,3
CCMP1005,800 ppm,THAOC_09032,hypothetical protein,0.791,16,18,6,6
CCMP1005,800 ppm,THAOC_09052,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_09054,hypothetical protein,0.791,5,7,5,4
CCMP1005,800 ppm,THAOC_09058,hypothetical protein,0.507,9,14,3,5
CCMP1005,800 ppm,THAOC_09059,hypothetical protein,0.691,14,11,6,6
CCMP1005,800 ppm,THAOC_09066,hypothetical protein,0.426,2,8,2,4
CCMP1005,800 ppm,THAOC_09070,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_09076,hypothetical protein,0.185,0,10,0,4
CCMP1005,800 ppm,THAOC_09081,hypothetical protein,0.289,25,33,5,6
CCMP1005,800 ppm,THAOC_09082,hypothetical protein,0.289,60,68,5,6
CCMP1005,800 ppm,THAOC_09099,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_09105,hypothetical protein,0.085,37,50,6,6
CCMP1005,800 ppm,THAOC_09106,hypothetical protein,0,41,74,6,6
CCMP1005,800 ppm,THAOC_09108,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_09142,hypothetical protein,0.791,2,4,2,4
CCMP1005,800 ppm,THAOC_09143,hypothetical protein,0.596,54,50,6,6
CCMP1005,800 ppm,THAOC_09157,hypothetical protein,0.895,6,5,6,5
CCMP1005,800 ppm,THAOC_09168,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_09174,hypothetical protein,0.691,2,5,2,5
CCMP1005,800 ppm,THAOC_09180,hypothetical protein,0.791,2,4,2,4
CCMP1005,800 ppm,THAOC_09192,hypothetical protein,0.596,7,11,5,5
CCMP1005,800 ppm,THAOC_09197,hypothetical protein,0.791,8,10,2,3
CCMP1005,800 ppm,THAOC_09201,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_09206,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_09207,hypothetical protein,0.145,12,23,4,6
CCMP1005,800 ppm,THAOC_09229,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_09233,hypothetical protein,0.691,8,11,5,6
CCMP1005,800 ppm,THAOC_09241,hypothetical protein,0.691,9,6,6,5
CCMP1005,800 ppm,THAOC_09255,hypothetical protein,0.289,40,48,5,6
CCMP1005,800 ppm,THAOC_09257,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_09266,hypothetical protein,0.185,38,48,6,6
CCMP1005,800 ppm,THAOC_09269,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_09271,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_09283,hypothetical protein,0.507,7,12,4,6
CCMP1005,800 ppm,THAOC_09288,hypothetical protein,0.895,3,4,3,4
CCMP1005,800 ppm,THAOC_09291,hypothetical protein,0.895,27,26,6,6
CCMP1005,800 ppm,THAOC_09304,hypothetical protein,0.353,21,28,6,6
CCMP1005,800 ppm,THAOC_09310,hypothetical protein,0.426,18,24,6,6
CCMP1005,800 ppm,THAOC_09321,hypothetical protein,0.895,8,7,5,4
CCMP1005,800 ppm,THAOC_09323,hypothetical protein,0.791,1,3,1,3
CCMP1005,800 ppm,THAOC_09330,hypothetical protein,0.895,7,6,5,6
CCMP1005,800 ppm,THAOC_09332,hypothetical protein,0.233,33,42,6,6
CCMP1005,800 ppm,THAOC_09341,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_09350,hypothetical protein,0.791,16,18,6,6
CCMP1005,800 ppm,THAOC_09352,hypothetical protein,0.507,15,20,3,5
CCMP1005,800 ppm,THAOC_09354,hypothetical protein,1,3,3,3,3
CCMP1005,800 ppm,THAOC_09369,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_09376,hypothetical protein,0.596,27,31,6,6
CCMP1005,800 ppm,THAOC_09382,hypothetical protein,0.145,5,16,1,4
CCMP1005,800 ppm,THAOC_09403,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_09412,hypothetical protein,0.895,20,21,6,6
CCMP1005,800 ppm,THAOC_09428,hypothetical protein,0.791,14,16,6,6
CCMP1005,800 ppm,THAOC_09432,hypothetical protein,0,56,104,6,6
CCMP1005,800 ppm,THAOC_09448,hypothetical protein,0.507,6,11,5,5
CCMP1005,800 ppm,THAOC_09455,hypothetical protein,0.895,12,13,6,6
CCMP1005,800 ppm,THAOC_09456,hypothetical protein,0.289,4,12,3,5
CCMP1005,800 ppm,THAOC_09478,hypothetical protein,0.895,2,3,2,3
CCMP1005,800 ppm,THAOC_09484,hypothetical protein,0.895,10,9,6,6
CCMP1005,800 ppm,THAOC_09514,hypothetical protein,0.895,7,8,5,6
CCMP1005,800 ppm,THAOC_09525,hypothetical protein,0.895,7,6,6,6
CCMP1005,800 ppm,THAOC_09528,hypothetical protein,0.507,6,11,3,6
CCMP1005,800 ppm,THAOC_09539,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_09540,hypothetical protein,0.791,3,5,3,5
CCMP1005,800 ppm,THAOC_09542,hypothetical protein,1,16,16,6,6
CCMP1005,800 ppm,THAOC_09547,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_09548,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_09566,hypothetical protein,0.691,7,10,5,6
CCMP1005,800 ppm,THAOC_09592,hypothetical protein,0.895,17,18,6,6
CCMP1005,800 ppm,THAOC_09596,hypothetical protein,0,15,78,6,6
CCMP1005,800 ppm,THAOC_09599,hypothetical protein,0.791,21,19,6,6
CCMP1005,800 ppm,THAOC_09604,hypothetical protein,0.426,24,30,6,6
CCMP1005,800 ppm,THAOC_09605,hypothetical protein,0.895,3,4,3,4
CCMP1005,800 ppm,THAOC_09611,hypothetical protein,1,18,18,6,6
CCMP1005,800 ppm,THAOC_09614,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_09617,hypothetical protein,0.112,25,37,5,6
CCMP1005,800 ppm,THAOC_09627,hypothetical protein,0.791,19,21,6,6
CCMP1005,800 ppm,THAOC_09629,hypothetical protein,1,18,18,6,6
CCMP1005,800 ppm,THAOC_09632,hypothetical protein,0,25,72,2,6
CCMP1005,800 ppm,THAOC_09638,hypothetical protein,0.895,47,48,6,6
CCMP1005,800 ppm,THAOC_09655,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_09656,hypothetical protein,0.691,7,10,5,6
CCMP1005,800 ppm,THAOC_09657,hypothetical protein,0.596,6,10,6,6
CCMP1005,800 ppm,THAOC_09661,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_09674,hypothetical protein,0.895,4,3,4,3
CCMP1005,800 ppm,THAOC_09682,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_09687,hypothetical protein,0.507,19,24,6,6
CCMP1005,800 ppm,THAOC_09701,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_09707,hypothetical protein,0.145,9,20,5,6
CCMP1005,800 ppm,THAOC_09709,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_09716,hypothetical protein,0.185,25,15,5,3
CCMP1005,800 ppm,THAOC_09721,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_09731,hypothetical protein,0.691,4,7,4,6
CCMP1005,800 ppm,THAOC_09737,hypothetical protein,0,31,67,6,6
CCMP1005,800 ppm,THAOC_09779,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_09781,hypothetical protein,0.596,13,17,6,6
CCMP1005,800 ppm,THAOC_09787,hypothetical protein,0.895,6,7,6,6
CCMP1005,800 ppm,THAOC_09821,hypothetical protein,0.791,9,11,6,6
CCMP1005,800 ppm,THAOC_09822,hypothetical protein,0.507,0,5,0,5
CCMP1005,800 ppm,THAOC_09848,hypothetical protein,0.691,9,12,6,6
CCMP1005,800 ppm,THAOC_09849,hypothetical protein,0.353,25,18,6,5
CCMP1005,800 ppm,THAOC_09851,hypothetical protein,1,24,24,6,6
CCMP1005,800 ppm,THAOC_09866,hypothetical protein,0.596,10,6,6,6
CCMP1005,800 ppm,THAOC_09894,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_09895,hypothetical protein,0.895,15,14,6,5
CCMP1005,800 ppm,THAOC_09898,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_09899,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_09916,hypothetical protein,0.507,23,28,6,6
CCMP1005,800 ppm,THAOC_09919,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_09920,hypothetical protein,0.791,10,12,6,6
CCMP1005,800 ppm,THAOC_09929,hypothetical protein,0.791,8,10,6,6
CCMP1005,800 ppm,THAOC_09939,hypothetical protein,0.063,13,27,4,6
CCMP1005,800 ppm,THAOC_09949,hypothetical protein,0.791,11,13,6,6
CCMP1005,800 ppm,THAOC_09963,hypothetical protein,1,24,24,6,6
CCMP1005,800 ppm,THAOC_09964,hypothetical protein,0.426,18,24,6,6
CCMP1005,800 ppm,THAOC_09982,hypothetical protein,0.895,11,12,6,6
CCMP1005,800 ppm,THAOC_09983,hypothetical protein,0.895,17,18,6,6
CCMP1005,800 ppm,THAOC_09986,hypothetical protein,0.691,2,5,2,5
CCMP1005,800 ppm,THAOC_09988,hypothetical protein,0.596,16,12,6,6
CCMP1005,800 ppm,THAOC_09992,hypothetical protein,0.791,15,17,5,6
CCMP1005,800 ppm,THAOC_09995,hypothetical protein,0,27,56,6,6
CCMP1005,800 ppm,THAOC_10002,hypothetical protein,0.791,12,10,6,5
CCMP1005,800 ppm,THAOC_10003,hypothetical protein,0.596,1,5,1,5
CCMP1005,800 ppm,THAOC_10043,hypothetical protein,0.426,3,9,2,4
CCMP1005,800 ppm,THAOC_10050,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10075,hypothetical protein,0.791,5,7,5,6
CCMP1005,800 ppm,THAOC_10077,hypothetical protein,0.895,2,3,2,3
CCMP1005,800 ppm,THAOC_10085,hypothetical protein,0.691,9,6,5,5
CCMP1005,800 ppm,THAOC_10093,hypothetical protein,0.426,3,9,1,3
CCMP1005,800 ppm,THAOC_10096,hypothetical protein,0.895,3,4,3,4
CCMP1005,800 ppm,THAOC_10102,hypothetical protein,0.145,50,61,6,6
CCMP1005,800 ppm,THAOC_10106,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_10109,hypothetical protein,0.596,51,55,6,6
CCMP1005,800 ppm,THAOC_10110,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10111,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10117,hypothetical protein,0.507,31,36,6,6
CCMP1005,800 ppm,THAOC_10119,hypothetical protein,1,31,31,6,6
CCMP1005,800 ppm,THAOC_10122,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_10127,hypothetical protein,0.895,9,8,5,6
CCMP1005,800 ppm,THAOC_10132,hypothetical protein,0.791,15,17,6,6
CCMP1005,800 ppm,THAOC_10135,hypothetical protein,0.596,7,11,4,6
CCMP1005,800 ppm,THAOC_10142,hypothetical protein,0.895,7,6,5,6
CCMP1005,800 ppm,THAOC_10144,hypothetical protein,0,13,56,6,6
CCMP1005,800 ppm,THAOC_10161,hypothetical protein,0.791,3,5,3,5
CCMP1005,800 ppm,THAOC_10171,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_10174,hypothetical protein,0.791,33,35,6,6
CCMP1005,800 ppm,THAOC_10190,hypothetical protein,0.426,24,18,4,3
CCMP1005,800 ppm,THAOC_10191,hypothetical protein,0.596,25,29,5,6
CCMP1005,800 ppm,THAOC_10213,hypothetical protein,0.691,14,17,5,6
CCMP1005,800 ppm,THAOC_10215,hypothetical protein,0.596,4,8,3,6
CCMP1005,800 ppm,THAOC_10220,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_10222,hypothetical protein,0.895,2,3,2,3
CCMP1005,800 ppm,THAOC_10227,hypothetical protein,0.233,45,54,5,6
CCMP1005,800 ppm,THAOC_10235,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10245,hypothetical protein,0.691,15,18,5,6
CCMP1005,800 ppm,THAOC_10256,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_10260,hypothetical protein,0.691,3,6,2,6
CCMP1005,800 ppm,THAOC_10261,hypothetical protein,0.185,7,17,1,3
CCMP1005,800 ppm,THAOC_10271,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_10281,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10285,hypothetical protein,1,3,3,3,3
CCMP1005,800 ppm,THAOC_10287,hypothetical protein,0.047,24,39,5,6
CCMP1005,800 ppm,THAOC_10293,hypothetical protein,0.791,12,14,6,6
CCMP1005,800 ppm,THAOC_10300,hypothetical protein,0.145,0,11,0,4
CCMP1005,800 ppm,THAOC_10301,hypothetical protein,0.353,2,9,1,3
CCMP1005,800 ppm,THAOC_10316,hypothetical protein,1,10,10,5,5
CCMP1005,800 ppm,THAOC_10317,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10324,hypothetical protein,0.895,48,49,6,6
CCMP1005,800 ppm,THAOC_10325,hypothetical protein,0.507,20,25,4,5
CCMP1005,800 ppm,THAOC_10333,hypothetical protein,0.426,13,19,5,6
CCMP1005,800 ppm,THAOC_10334,hypothetical protein,0.691,11,14,6,6
CCMP1005,800 ppm,THAOC_10350,hypothetical protein,0.895,10,9,6,6
CCMP1005,800 ppm,THAOC_10362,hypothetical protein,0.895,47,48,6,6
CCMP1005,800 ppm,THAOC_10366,hypothetical protein,0.185,3,13,3,5
CCMP1005,800 ppm,THAOC_10380,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_10383,hypothetical protein,0.691,1,4,1,4
CCMP1005,800 ppm,THAOC_10392,hypothetical protein,0.691,2,5,2,3
CCMP1005,800 ppm,THAOC_10396,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10410,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10420,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10422,hypothetical protein,0.895,41,40,6,6
CCMP1005,800 ppm,THAOC_10436,hypothetical protein,0.596,13,17,6,6
CCMP1005,800 ppm,THAOC_10452,hypothetical protein,0.895,13,14,6,6
CCMP1005,800 ppm,THAOC_10460,hypothetical protein,0.012,5,24,1,3
CCMP1005,800 ppm,THAOC_10462,hypothetical protein,1,17,17,6,6
CCMP1005,800 ppm,THAOC_10478,hypothetical protein,0.063,30,44,6,6
CCMP1005,800 ppm,THAOC_10482,hypothetical protein,0.024,22,39,6,6
CCMP1005,800 ppm,THAOC_10487,hypothetical protein,0.791,16,18,6,6
CCMP1005,800 ppm,THAOC_10490,hypothetical protein,0.426,30,36,5,6
CCMP1005,800 ppm,THAOC_10506,hypothetical protein,0.012,50,69,6,6
CCMP1005,800 ppm,THAOC_10520,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_10524,hypothetical protein,0.185,10,20,3,4
CCMP1005,800 ppm,THAOC_10531,hypothetical protein,0.426,14,20,5,6
CCMP1005,800 ppm,THAOC_10545,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_10549,hypothetical protein,0.233,9,18,6,6
CCMP1005,800 ppm,THAOC_10554,hypothetical protein,0.507,25,30,5,6
CCMP1005,800 ppm,THAOC_10559,hypothetical protein,0.895,2,3,2,3
CCMP1005,800 ppm,THAOC_10569,hypothetical protein,0.895,23,24,6,6
CCMP1005,800 ppm,THAOC_10579,hypothetical protein,1,3,3,3,3
CCMP1005,800 ppm,THAOC_10605,hypothetical protein,0.791,29,27,6,6
CCMP1005,800 ppm,THAOC_10622,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10630,hypothetical protein,0.895,7,8,6,6
CCMP1005,800 ppm,THAOC_10641,hypothetical protein,0.895,21,20,6,6
CCMP1005,800 ppm,THAOC_10652,hypothetical protein,0.012,9,28,1,3
CCMP1005,800 ppm,THAOC_10654,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_10658,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10659,hypothetical protein,0.233,10,19,6,6
CCMP1005,800 ppm,THAOC_10669,hypothetical protein,0.691,2,5,2,3
CCMP1005,800 ppm,THAOC_10680,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_10696,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10702,hypothetical protein,0.233,15,24,5,6
CCMP1005,800 ppm,THAOC_10711,hypothetical protein,0.791,8,10,5,4
CCMP1005,800 ppm,THAOC_10752,hypothetical protein,0.791,12,14,5,6
CCMP1005,800 ppm,THAOC_10766,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_10771,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_10772,hypothetical protein,0.047,32,47,4,5
CCMP1005,800 ppm,THAOC_10774,hypothetical protein,0.895,6,7,6,6
CCMP1005,800 ppm,THAOC_10789,hypothetical protein,0.691,1,4,1,4
CCMP1005,800 ppm,THAOC_10792,hypothetical protein,0.596,10,14,6,5
CCMP1005,800 ppm,THAOC_10798,hypothetical protein,0.895,2,3,2,3
CCMP1005,800 ppm,THAOC_10811,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_10813,hypothetical protein,1,36,36,6,6
CCMP1005,800 ppm,THAOC_10815,hypothetical protein,0.145,21,32,5,6
CCMP1005,800 ppm,THAOC_10817,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_10827,hypothetical protein,0.691,45,42,6,6
CCMP1005,800 ppm,THAOC_10829,hypothetical protein,0.005,15,36,6,6
CCMP1005,800 ppm,THAOC_10831,hypothetical protein,0.791,18,20,6,6
CCMP1005,800 ppm,THAOC_10833,hypothetical protein,0.507,4,9,3,6
CCMP1005,800 ppm,THAOC_10834,hypothetical protein,0.791,1,3,1,3
CCMP1005,800 ppm,THAOC_10861,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10862,hypothetical protein,1,4,4,4,4
CCMP1005,800 ppm,THAOC_10868,hypothetical protein,0.691,16,19,6,6
CCMP1005,800 ppm,THAOC_10874,hypothetical protein,0.233,4,13,3,6
CCMP1005,800 ppm,THAOC_10875,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_10884,hypothetical protein,0.034,10,26,5,5
CCMP1005,800 ppm,THAOC_10886,hypothetical protein,0.596,2,6,2,3
CCMP1005,800 ppm,THAOC_10905,hypothetical protein,0.024,20,37,5,6
CCMP1005,800 ppm,THAOC_10908,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_10922,hypothetical protein,0.063,2,16,2,4
CCMP1005,800 ppm,THAOC_10925,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_10935,hypothetical protein,0.596,1,5,1,5
CCMP1005,800 ppm,THAOC_10943,hypothetical protein,1,20,20,6,5
CCMP1005,800 ppm,THAOC_10956,hypothetical protein,0.426,6,12,2,4
CCMP1005,800 ppm,THAOC_10959,hypothetical protein,0.691,15,18,5,6
CCMP1005,800 ppm,THAOC_10968,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_10975,hypothetical protein,0.426,4,10,2,5
CCMP1005,800 ppm,THAOC_11008,hypothetical protein,0.596,10,14,5,6
CCMP1005,800 ppm,THAOC_11013,hypothetical protein,0.507,0,5,0,4
CCMP1005,800 ppm,THAOC_11024,hypothetical protein,0.895,11,12,6,6
CCMP1005,800 ppm,THAOC_11029,hypothetical protein,0.691,9,12,6,6
CCMP1005,800 ppm,THAOC_11039,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_11053,hypothetical protein,1,7,7,5,5
CCMP1005,800 ppm,THAOC_11061,hypothetical protein,0.145,10,21,4,6
CCMP1005,800 ppm,THAOC_11078,hypothetical protein,1,12,12,6,6
CCMP1005,800 ppm,THAOC_11082,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_11095,hypothetical protein,0.691,2,5,2,5
CCMP1005,800 ppm,THAOC_11108,hypothetical protein,0.791,30,32,6,6
CCMP1005,800 ppm,THAOC_11129,hypothetical protein,0.063,24,38,5,6
CCMP1005,800 ppm,THAOC_11131,hypothetical protein,0.691,19,22,6,6
CCMP1005,800 ppm,THAOC_11154,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_11157,hypothetical protein,1,3,3,3,3
CCMP1005,800 ppm,THAOC_11166,hypothetical protein,0.004,102,80,6,6
CCMP1005,800 ppm,THAOC_11168,hypothetical protein,0.596,8,12,4,6
CCMP1005,800 ppm,THAOC_11176,hypothetical protein,0.791,9,11,6,6
CCMP1005,800 ppm,THAOC_11181,hypothetical protein,1,18,18,6,6
CCMP1005,800 ppm,THAOC_11182,hypothetical protein,0.596,32,36,6,6
CCMP1005,800 ppm,THAOC_11204,hypothetical protein,0.691,0,3,0,3
CCMP1005,800 ppm,THAOC_11212,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_11232,hypothetical protein,0.791,10,12,5,6
CCMP1005,800 ppm,THAOC_11236,hypothetical protein,0.791,3,5,3,5
CCMP1005,800 ppm,THAOC_11254,hypothetical protein,0.895,5,6,4,6
CCMP1005,800 ppm,THAOC_11269,hypothetical protein,1,5,5,5,5
CCMP1005,800 ppm,THAOC_11291,hypothetical protein,0.012,43,62,6,6
CCMP1005,800 ppm,THAOC_11313,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_11318,hypothetical protein,0.112,32,44,6,6
CCMP1005,800 ppm,THAOC_11326,hypothetical protein,0.691,5,8,5,5
CCMP1005,800 ppm,THAOC_11337,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_11368,hypothetical protein,0.895,9,8,6,6
CCMP1005,800 ppm,THAOC_11384,hypothetical protein,0.691,40,43,6,6
CCMP1005,800 ppm,THAOC_11390,hypothetical protein,1,51,51,6,6
CCMP1005,800 ppm,THAOC_11395,hypothetical protein,0,50,85,6,6
CCMP1005,800 ppm,THAOC_11405,hypothetical protein,1,11,11,6,6
CCMP1005,800 ppm,THAOC_11411,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_11428,hypothetical protein,0.691,13,16,5,5
CCMP1005,800 ppm,THAOC_11445,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_11448,hypothetical protein,0.426,29,35,6,6
CCMP1005,800 ppm,THAOC_11474,hypothetical protein,0.145,9,20,5,5
CCMP1005,800 ppm,THAOC_11475,hypothetical protein,0.691,6,9,5,6
CCMP1005,800 ppm,THAOC_11476,hypothetical protein,0.895,26,27,6,6
CCMP1005,800 ppm,THAOC_11480,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_11485,hypothetical protein,0.791,4,6,4,6
CCMP1005,800 ppm,THAOC_11490,hypothetical protein,0.596,1,5,1,3
CCMP1005,800 ppm,THAOC_11491,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_11492,hypothetical protein,0.791,9,11,6,6
CCMP1005,800 ppm,THAOC_11496,hypothetical protein,0.691,4,7,4,5
CCMP1005,800 ppm,THAOC_11497,hypothetical protein,0.791,10,12,5,6
CCMP1005,800 ppm,THAOC_11506,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_11522,hypothetical protein,0.289,34,42,6,6
CCMP1005,800 ppm,THAOC_11534,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_11538,hypothetical protein,0.596,2,6,2,6
CCMP1005,800 ppm,THAOC_11539,hypothetical protein,0.895,10,11,6,5
CCMP1005,800 ppm,THAOC_11543,hypothetical protein,0.596,24,28,6,6
CCMP1005,800 ppm,THAOC_11560,hypothetical protein,0.289,5,13,2,3
CCMP1005,800 ppm,THAOC_11563,hypothetical protein,0.353,7,14,4,6
CCMP1005,800 ppm,THAOC_11569,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_11570,hypothetical protein,0.063,23,37,6,6
CCMP1005,800 ppm,THAOC_11572,hypothetical protein,0.895,17,18,6,6
CCMP1005,800 ppm,THAOC_11579,hypothetical protein,0.596,15,19,6,6
CCMP1005,800 ppm,THAOC_11591,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_11601,hypothetical protein,0.895,22,23,6,6
CCMP1005,800 ppm,THAOC_11602,hypothetical protein,0.791,1,3,1,3
CCMP1005,800 ppm,THAOC_11603,hypothetical protein,1,12,12,5,6
CCMP1005,800 ppm,THAOC_11606,hypothetical protein,0.353,2,9,1,5
CCMP1005,800 ppm,THAOC_11611,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_11615,hypothetical protein,0.895,2,3,2,3
CCMP1005,800 ppm,THAOC_11619,hypothetical protein,0.596,7,11,5,5
CCMP1005,800 ppm,THAOC_11622,hypothetical protein,0.596,8,12,6,5
CCMP1005,800 ppm,THAOC_11625,hypothetical protein,0.895,5,6,5,6
CCMP1005,800 ppm,THAOC_11626,hypothetical protein,0.895,4,5,4,5
CCMP1005,800 ppm,THAOC_11628,hypothetical protein,0.426,1,7,1,5
CCMP1005,800 ppm,THAOC_11634,hypothetical protein,1,6,6,6,6
CCMP1005,800 ppm,THAOC_11636,hypothetical protein,0.034,20,36,6,6
CCMP1005,800 ppm,THAOC_11640,hypothetical protein,0.691,6,9,6,6
CCMP1005,800 ppm,THAOC_11649,hypothetical protein,1,7,7,6,6
CCMP1005,800 ppm,THAOC_11650,hypothetical protein,0.791,2,4,2,3
CCMP1005,800 ppm,THAOC_11666,hypothetical protein,0.507,15,20,6,6
CCMP1005,800 ppm,THAOC_11674,hypothetical protein,0.895,11,12,6,6
CCMP1005,800 ppm,THAOC_11684,hypothetical protein,0.691,3,6,3,6
CCMP1005,800 ppm,THAOC_11711,hypothetical protein,0.353,4,11,3,5
CCMP1005,800 ppm,THAOC_11712,hypothetical protein,0.507,12,17,6,6
CCMP1005,800 ppm,THAOC_11723,hypothetical protein,0.895,19,18,6,6
CCMP1005,800 ppm,THAOC_11724,hypothetical protein,0.895,11,12,6,6
