gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ACZ81_RS08425,,ACZ81_RS08425,ACZ81_08425,Protein Homology,1935660,1937006,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979094.1,dicarboxylate/amino acid:cation symporter,WP_014949187.1,"GO:0015293,GO:0022857,GO:0016020",membrane|0016020||IEA,"symporter activity|0015293||IEA,transmembrane transporter activity|0022857||IEA",,,ACZ81_08425
ACZ81_RS08430,,ACZ81_RS08430,ACZ81_08430,Protein Homology,1937121,1939670,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949188.1,beta strand repeat-containing protein,WP_061485672.1,,,,,,ACZ81_08430
astB,astB,ACZ81_RS08435,ACZ81_08435,Protein Homology,1939749,1941089,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998124.1,N-succinylarginine dihydrolase,WP_014979096.1,"GO:0006527,GO:0009015",,N-succinylarginine dihydrolase activity|0009015||IEA,arginine catabolic process|0006527||IEA,,ACZ81_08435
topA,topA,ACZ81_RS08440,ACZ81_08440,Protein Homology,1941485,1944139,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949190.1,type I DNA topoisomerase,WP_039229698.1,"GO:0006260,GO:0006265,GO:0003677,GO:0003917,GO:0005737",cytoplasm|0005737||IEA,"DNA binding|0003677||IEA,DNA topoisomerase type I (single strand cut%2C ATP-independent) activity|0003917||IEA","DNA replication|0006260||IEA,DNA topological change|0006265||IEA",,ACZ81_08440
ACZ81_RS08445,,ACZ81_RS08445,ACZ81_08445,Protein Homology,1944279,1944830,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949191.1,DUF2058 domain-containing protein,WP_014976306.1,,,,,,ACZ81_08445
ACZ81_RS08450,,ACZ81_RS08450,ACZ81_08450,Protein Homology,1945178,1946017,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976307.1,leishmanolysin-related zinc metalloendopeptidase,WP_061485675.1,"GO:0006508,GO:0007155,GO:0004222,GO:0016020",membrane|0016020||IEA,metalloendopeptidase activity|0004222||IEA,"proteolysis|0006508||IEA,cell adhesion|0007155||IEA",,ACZ81_08450
ACZ81_RS08455,,ACZ81_RS08455,ACZ81_08455,Protein Homology,1946224,1947135,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976308.1,LysR family transcriptional regulator,WP_014976308.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,ACZ81_08455
mobA,mobA,ACZ81_RS08460,ACZ81_08460,Protein Homology,1947128,1947757,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949194.1,molybdenum cofactor guanylyltransferase,WP_061485677.1,"GO:0006777,GO:0005525,GO:0046872,GO:0061603",,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,molybdenum cofactor guanylyltransferase activity|0061603||IEA",Mo-molybdopterin cofactor biosynthetic process|0006777||IEA,,ACZ81_08460
fdhD,fdhD,ACZ81_RS08465,ACZ81_08465,Protein Homology,1947747,1948529,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976310.1,formate dehydrogenase accessory sulfurtransferase FdhD,WP_014976310.1,"GO:0009061,GO:0015942,GO:0016783,GO:0009326",formate dehydrogenase complex|0009326||IEA,sulfurtransferase activity|0016783||IEA,"anaerobic respiration|0009061||IEA,formate metabolic process|0015942||IEA",,ACZ81_08465
ACZ81_RS08470,,ACZ81_RS08470,ACZ81_08470,Protein Homology,1948595,1950919,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979102.1,FdhF/YdeP family oxidoreductase,WP_061485678.1,"GO:0016491,GO:0030151,GO:0051539",,"oxidoreductase activity|0016491||IEA,molybdenum ion binding|0030151||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",,,ACZ81_08470
ACZ81_RS08475,,ACZ81_RS08475,ACZ81_08475,Protein Homology,1951062,1952072,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979103.1,pyridoxamine 5'-phosphate oxidase family protein,WP_061485681.1,,,,,,ACZ81_08475
ACZ81_RS08480,,ACZ81_RS08480,ACZ81_08480,Protein Homology,1952084,1952761,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976313.1,glutathione binding-like protein,WP_061485682.1,,,,,,ACZ81_08480
ACZ81_RS08485,,ACZ81_RS08485,ACZ81_08485,Protein Homology,1952814,1953275,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979105.1,DUF1348 family protein,WP_014979105.1,,,,,,ACZ81_08485
ACZ81_RS08490,,ACZ81_RS08490,ACZ81_08490,Protein Homology,1953438,1954328,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979106.1,LysR family transcriptional regulator,WP_061485684.1,"GO:0001216,GO:0003677,GO:0003700",,"DNA-binding transcription activator activity|0001216||IEA,DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,ACZ81_08490
ACZ81_RS08495,,ACZ81_RS08495,ACZ81_08495,Protein Homology,1954553,1955017,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976316.1,GNAT family N-acetyltransferase,WP_039229671.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,ACZ81_08495
ACZ81_RS08500,,ACZ81_RS08500,ACZ81_08500,Protein Homology,1955151,1955978,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979108.1,haloacid dehalogenase type II,WP_061485686.1,GO:0019120,,hydrolase activity%2C acting on acid halide bonds%2C in C-halide compounds|0019120||IEA,,,ACZ81_08500
ACZ81_RS08505,,ACZ81_RS08505,ACZ81_08505,Protein Homology,1956062,1956739,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949203.1,response regulator transcription factor,WP_014949203.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,ACZ81_08505
ACZ81_RS08510,,ACZ81_RS08510,ACZ81_08510,Protein Homology,1956823,1958394,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949204.1,sensor histidine kinase,WP_061485689.1,"GO:0007165,GO:0000155,GO:0004673,GO:0005524",,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA",signal transduction|0007165||IEA,,ACZ81_08510
ACZ81_RS08515,,ACZ81_RS08515,ACZ81_08515,Protein Homology,1958602,1959744,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976319.1,oxidoreductase family protein,WP_061485691.1,,,,,,ACZ81_08515
rne,rne,ACZ81_RS08520,ACZ81_08520,Protein Homology,1959851,1963213,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949206.1,ribonuclease E,WP_061485693.1,"GO:0006396,GO:0003723,GO:0008995",,"RNA binding|0003723||IEA,ribonuclease E activity|0008995||IEA",RNA processing|0006396||IEA,,ACZ81_08520
rluC,rluC,ACZ81_RS08525,ACZ81_08525,Protein Homology,1964055,1964996,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998136.1,23S rRNA pseudouridine(955/2504/2580) synthase RluC,WP_014979112.1,"GO:0001522,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA",pseudouridine synthesis|0001522||IEA,,ACZ81_08525
ACZ81_RS08530,,ACZ81_RS08530,ACZ81_08530,Protein Homology,1965000,1965707,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949208.1,HAD family hydrolase,WP_014979113.1,GO:0016787,,hydrolase activity|0016787||IEA,,,ACZ81_08530
ACZ81_RS08535,,ACZ81_RS08535,ACZ81_08535,Protein Homology,1965759,1966379,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976323.1,Maf family protein,WP_061485695.1,"GO:0009117,GO:0009146,GO:0000166,GO:0047429",,"nucleotide binding|0000166||IEA,nucleoside triphosphate diphosphatase activity|0047429||IEA","nucleotide metabolic process|0009117||IEA,purine nucleoside triphosphate catabolic process|0009146||IEA",,ACZ81_08535
yceD,yceD,ACZ81_RS08540,ACZ81_08540,Protein Homology,1966533,1967066,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976324.1,23S rRNA accumulation protein YceD,WP_014976324.1,,,,,,ACZ81_08540
rpmF,rpmF,ACZ81_RS08545,ACZ81_08545,Protein Homology,1967070,1967240,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518206.1,50S ribosomal protein L32,WP_012518206.1,"GO:0006412,GO:0003735,GO:0015934",large ribosomal subunit|0015934||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,ACZ81_08545
plsX,plsX,ACZ81_RS08550,ACZ81_08550,Protein Homology,1967256,1968281,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574930.1,phosphate acyltransferase PlsX,WP_014976325.1,"GO:0008610,GO:0043811",,phosphate:acyl-[acyl carrier protein] acyltransferase activity|0043811||IEA,lipid biosynthetic process|0008610||IEA,,ACZ81_08550
ACZ81_RS08555,,ACZ81_RS08555,ACZ81_08555,Protein Homology,1968278,1969243,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949212.1,beta-ketoacyl-ACP synthase III,WP_014949212.1,"GO:0006633,GO:0004315,GO:0016746,GO:0033818",,"3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA,acyltransferase activity|0016746||IEA,beta-ketoacyl-acyl-carrier-protein synthase III activity|0033818||IEA",fatty acid biosynthetic process|0006633||IEA,,ACZ81_08555
fabD,fabD,ACZ81_RS08560,ACZ81_08560,Protein Homology,1969329,1970258,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949213.1,ACP S-malonyltransferase,WP_014949213.1,"GO:0006633,GO:0004314",,[acyl-carrier-protein] S-malonyltransferase activity|0004314||IEA,fatty acid biosynthetic process|0006633||IEA,,ACZ81_08560
fabG,fabG,ACZ81_RS08565,ACZ81_08565,Protein Homology,1970268,1971008,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976326.1,3-oxoacyl-ACP reductase FabG,WP_014976326.1,"GO:0006633,GO:0004316,GO:0051287",,"3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity|0004316||IEA,NAD binding|0051287||IEA",fatty acid biosynthetic process|0006633||IEA,,ACZ81_08565
acpP,acpP,ACZ81_RS08570,ACZ81_08570,Protein Homology,1971208,1971447,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006993870.1,acyl carrier protein,WP_012518211.1,GO:0006633,,,fatty acid biosynthetic process|0006633||IEA,,ACZ81_08570
fabF,fabF,ACZ81_RS08575,ACZ81_08575,Protein Homology,1971528,1972766,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518212.1,beta-ketoacyl-ACP synthase II,WP_039229651.1,"GO:0006633,GO:0004315",,3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA,fatty acid biosynthetic process|0006633||IEA,,ACZ81_08575
pabC,pabC,ACZ81_RS08580,ACZ81_08580,Protein Homology,1973000,1973851,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949216.1,aminodeoxychorismate lyase,WP_014949216.1,"GO:0046656,GO:0008696,GO:0030170",,"4-amino-4-deoxychorismate lyase activity|0008696||IEA,pyridoxal phosphate binding|0030170||IEA",folic acid biosynthetic process|0046656||IEA,,ACZ81_08580
mltG,mltG,ACZ81_RS08585,ACZ81_08585,Protein Homology,1973965,1974984,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998142.1,endolytic transglycosylase MltG,WP_014949217.1,"GO:0009252,GO:0071555,GO:0008932",,lytic endotransglycosylase activity|0008932||IEA,"peptidoglycan biosynthetic process|0009252||IEA,cell wall organization|0071555||IEA",,ACZ81_08585
tmk,tmk,ACZ81_RS08590,ACZ81_08590,Protein Homology,1975044,1975694,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998143.1,dTMP kinase,WP_014949218.1,"GO:0006233,GO:0004798,GO:0005524",,"dTMP kinase activity|0004798||IEA,ATP binding|0005524||IEA",dTDP biosynthetic process|0006233||IEA,,ACZ81_08590
holB,holB,ACZ81_RS08595,ACZ81_08595,Protein Homology,1975694,1976581,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998144.1,DNA polymerase III subunit delta',WP_014979119.1,"GO:0006260,GO:0003887,GO:0008408,GO:0009360",DNA polymerase III complex|0009360||IEA,"DNA-directed DNA polymerase activity|0003887||IEA,3'-5' exonuclease activity|0008408||IEA",DNA replication|0006260||IEA,,ACZ81_08595
ACZ81_RS08600,,ACZ81_RS08600,ACZ81_08600,Protein Homology,1976645,1977427,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998145.1,TatD family hydrolase,WP_014979120.1,"GO:0004536,GO:0016788,GO:0046872",,"DNA nuclease activity|0004536||IEA,hydrolase activity%2C acting on ester bonds|0016788||IEA,metal ion binding|0046872||IEA",,,ACZ81_08600
ACZ81_RS08605,,ACZ81_RS08605,ACZ81_08605,Protein Homology,1977464,1978021,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998146.1,pyridoxamine 5'-phosphate oxidase family protein,WP_039229648.1,,,,,,ACZ81_08605
ACZ81_RS08610,,ACZ81_RS08610,ACZ81_08610,Protein Homology,1978206,1978838,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979122.1,SDR family oxidoreductase,WP_014949222.1,,,,,,ACZ81_08610
ACZ81_RS08615,,ACZ81_RS08615,ACZ81_08615,Protein Homology,1979034,1981985,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998148.1,ligand-binding sensor domain-containing diguanylate cyclase,WP_232376004.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,ACZ81_08615
ACZ81_RS08620,,ACZ81_RS08620,ACZ81_08620,Protein Homology,1982148,1983968,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998149.1,M2 family metallopeptidase,WP_061485699.1,"GO:0006508,GO:0008237,GO:0008241,GO:0008270,GO:0016020",membrane|0016020||IEA,"metallopeptidase activity|0008237||IEA,peptidyl-dipeptidase activity|0008241||IEA,zinc ion binding|0008270||IEA",proteolysis|0006508||IEA,,ACZ81_08620
ACZ81_RS08625,,ACZ81_RS08625,ACZ81_08625,Protein Homology,1984194,1984574,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949225.1,gamma-glutamylcyclotransferase family protein,WP_014949225.1,GO:0016746,,acyltransferase activity|0016746||IEA,,,ACZ81_08625
ACZ81_RS08630,,ACZ81_RS08630,ACZ81_08630,Protein Homology,1984586,1984951,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949226.1,DUF4870 domain-containing protein,WP_014949226.1,,,,,,ACZ81_08630
ACZ81_RS08635,,ACZ81_RS08635,ACZ81_08635,Protein Homology,1985407,1985682,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949227.1,hypothetical protein,WP_061485701.1,,,,,,ACZ81_08635
ACZ81_RS08640,,ACZ81_RS08640,ACZ81_08640,Protein Homology,1985902,1986666,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976332.1,SDR family NAD(P)-dependent oxidoreductase,WP_014949228.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,ACZ81_08640
ACZ81_RS08645,,ACZ81_RS08645,ACZ81_08645,Protein Homology,1986711,1987625,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976333.1,haloalkane dehalogenase,WP_014949229.1,,,,,,ACZ81_08645
ACZ81_RS08650,,ACZ81_RS08650,ACZ81_08650,Protein Homology,1987871,1989994,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976334.1,3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein,WP_014949230.1,"GO:0006631,GO:0070403",,NAD+ binding|0070403||IEA,fatty acid metabolic process|0006631||IEA,,ACZ81_08650
ACZ81_RS08655,,ACZ81_RS08655,ACZ81_08655,Protein Homology,1990155,1991336,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998154.1,acetyl-CoA C-acyltransferase,WP_014949231.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,ACZ81_08655
ACZ81_RS08660,,ACZ81_RS08660,ACZ81_08660,Protein Homology,1991346,1993145,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998155.1,acyl-CoA dehydrogenase C-terminal domain-containing protein,WP_061485703.1,,,,,,ACZ81_08660
ACZ81_RS08665,,ACZ81_RS08665,ACZ81_08665,Protein Homology,1993300,1994184,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976336.1,alpha/beta fold hydrolase,WP_061485704.1,,,,,,ACZ81_08665
ACZ81_RS08670,,ACZ81_RS08670,ACZ81_08670,Protein Homology,1994279,1994677,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574635.1,DUF3718 domain-containing protein,WP_014949234.1,,,,,,ACZ81_08670
ACZ81_RS08675,,ACZ81_RS08675,ACZ81_08675,Protein Homology,1994975,1995373,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574635.1,DUF3718 domain-containing protein,WP_014949235.1,,,,,,ACZ81_08675
ACZ81_RS08680,,ACZ81_RS08680,ACZ81_08680,Protein Homology,1995706,1996662,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949236.1,sugar-binding transcriptional regulator,WP_014949236.1,"GO:0006355,GO:0003677,GO:0030246",,"DNA binding|0003677||IEA,carbohydrate binding|0030246||IEA",regulation of DNA-templated transcription|0006355||IEA,,ACZ81_08680
ACZ81_RS08685,,ACZ81_RS08685,ACZ81_08685,Protein Homology,1996659,1997339,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949237.1,HAD family hydrolase,WP_061485706.1,GO:0016787,,hydrolase activity|0016787||IEA,,,ACZ81_08685
ACZ81_RS08690,,ACZ81_RS08690,ACZ81_08690,Protein Homology,1997781,1999496,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067042.1,purine-cytosine permease family protein,WP_061485708.1,"GO:0055085,GO:0016020",membrane|0016020||IEA,,transmembrane transport|0055085||IEA,,ACZ81_08690
ACZ81_RS08695,,ACZ81_RS08695,ACZ81_08695,Protein Homology,1999507,2001024,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979131.1,mannitol dehydrogenase family protein,WP_061485710.1,GO:0016616,,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,,,ACZ81_08695
ACZ81_RS08700,,ACZ81_RS08700,ACZ81_08700,Protein Homology,2001195,2001587,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574635.1,DUF3718 domain-containing protein,WP_014949240.1,,,,,,ACZ81_08700
ACZ81_RS08705,,ACZ81_RS08705,ACZ81_08705,Protein Homology,2001751,2002653,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949246.1,LysR family transcriptional regulator,WP_014949246.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,ACZ81_08705
ACZ81_RS08710,,ACZ81_RS08710,ACZ81_08710,Protein Homology,2002885,2003334,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979137.1,MaoC family dehydratase,WP_061485712.1,,,,,,ACZ81_08710
ACZ81_RS20815,,ACZ81_RS20815,ACZ81_RS20815,Protein Homology,2003609,2003773,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998165.1,entericidin A/B family lipoprotein,WP_014949248.1,"GO:0009636,GO:0016020",membrane|0016020||IEA,,response to toxic substance|0009636||IEA,,
ACZ81_RS08715,,ACZ81_RS08715,ACZ81_08715,Protein Homology,2003791,2004777,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976346.1,mechanosensitive ion channel family protein,WP_061485715.1,GO:0008381,,mechanosensitive monoatomic ion channel activity|0008381||IEA,,,ACZ81_08715
ACZ81_RS08720,,ACZ81_RS08720,ACZ81_08720,Protein Homology,2005199,2007904,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949250.1,TonB-dependent receptor,WP_061485717.1,"GO:0015891,GO:0055085,GO:0015267",,channel activity|0015267||IEA,"siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,ACZ81_08720
ACZ81_RS08725,,ACZ81_RS08725,ACZ81_08725,Protein Homology,2008094,2008396,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949251.1,4a-hydroxytetrahydrobiopterin dehydratase,WP_049586648.1,"GO:0006729,GO:0008124",,4-alpha-hydroxytetrahydrobiopterin dehydratase activity|0008124||IEA,tetrahydrobiopterin biosynthetic process|0006729||IEA,,ACZ81_08725
ACZ81_RS08745,,ACZ81_RS08745,ACZ81_08745,Protein Homology,2009116,2012451,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067049.1,MHYT domain-containing protein,WP_061485719.1,,,,,,ACZ81_08745
ACZ81_RS08750,,ACZ81_RS08750,ACZ81_08750,Protein Homology,2012466,2013467,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976349.1,response regulator,WP_061485721.1,"GO:0000160,GO:0000156,GO:0046872,GO:0071111",,"phosphorelay response regulator activity|0000156||IEA,metal ion binding|0046872||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA",phosphorelay signal transduction system|0000160||IEA,,ACZ81_08750
rimP,rimP,ACZ81_RS08755,ACZ81_08755,Protein Homology,2013845,2014303,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574519.1,ribosome maturation factor RimP,WP_014949254.1,GO:0042274,,,ribosomal small subunit biogenesis|0042274||IEA,,ACZ81_08755
nusA,nusA,ACZ81_RS08760,ACZ81_08760,Protein Homology,2014349,2015845,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518252.1,transcription termination factor NusA,WP_014949255.1,"GO:0006353,GO:0003723",,RNA binding|0003723||IEA,DNA-templated transcription termination|0006353||IEA,,ACZ81_08760
infB,infB,ACZ81_RS08765,ACZ81_08765,Protein Homology,2015870,2018476,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574521.1,translation initiation factor IF-2,WP_061485723.1,"GO:0006413,GO:0003743,GO:0003924,GO:0005525,GO:0005737",cytoplasm|0005737||IEA,"translation initiation factor activity|0003743||IEA,GTPase activity|0003924||IEA,GTP binding|0005525||IEA",translational initiation|0006413||IEA,,ACZ81_08765
rbfA,rbfA,ACZ81_RS08770,ACZ81_08770,Protein Homology,2018591,2018992,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518254.1,30S ribosome-binding factor RbfA,WP_014949257.1,GO:0006364,,,rRNA processing|0006364||IEA,,ACZ81_08770
truB,truB,ACZ81_RS08775,ACZ81_08775,Protein Homology,2018993,2019964,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518255.1,tRNA pseudouridine(55) synthase TruB,WP_061485725.1,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","pseudouridine synthesis|0001522||IEA,RNA modification|0009451||IEA",,ACZ81_08775
ACZ81_RS08780,,ACZ81_RS08780,ACZ81_08780,Protein Homology,2020158,2021444,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067052.1,hypothetical protein,WP_061485728.1,,,,,,ACZ81_08780
rpsO,rpsO,ACZ81_RS08785,ACZ81_08785,Protein Homology,2021556,2021825,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518257.1,30S ribosomal protein S15,WP_012518257.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,ACZ81_08785
ACZ81_RS08790,,ACZ81_RS08790,ACZ81_08790,Protein Homology,2021947,2024304,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979142.1,diguanylate cyclase domain-containing protein,WP_232376005.1,,,,,,ACZ81_08790
rluF,rluF,ACZ81_RS08795,ACZ81_08795,Protein Homology,2024355,2025113,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949260.1,23S rRNA pseudouridine(2604) synthase RluF,WP_061485732.1,"GO:0001522,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA",pseudouridine synthesis|0001522||IEA,,ACZ81_08795
ACZ81_RS08800,,ACZ81_RS08800,ACZ81_08800,Protein Homology,2025255,2026067,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979143.1,hypothetical protein,WP_061485734.1,,,,,,ACZ81_08800
ACZ81_RS08805,,ACZ81_RS08805,ACZ81_08805,Protein Homology,2026259,2027815,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979144.1,bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein,WP_014949262.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,ACZ81_08805
ACZ81_RS08810,,ACZ81_RS08810,ACZ81_08810,Protein Homology,2028242,2028913,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949263.1,2OG-Fe(II) oxygenase,WP_061485736.1,"GO:0008198,GO:0016705",,"ferrous iron binding|0008198||IEA,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA",,,ACZ81_08810
ACZ81_RS08815,,ACZ81_RS08815,ACZ81_08815,Protein Homology,2029122,2030807,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949264.1,response regulator,WP_061485738.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,ACZ81_08815
ACZ81_RS08825,,ACZ81_RS08825,ACZ81_08825,Protein Homology,2030939,2031311,+,programmed frameshift,ribosomal slippage,COORDINATES: similar to AA sequence:RefSeq:WP_076612157.1,IS3 family transposase,WP_145912133.1,GO:0004803,,transposase activity|0004803||IEA,,,ACZ81_08825
ACZ81_RS08825,,ACZ81_RS08825,ACZ81_08825,Protein Homology,2031311,2032143,+,programmed frameshift,ribosomal slippage,COORDINATES: similar to AA sequence:RefSeq:WP_076612157.1,IS3 family transposase,WP_145912133.1,GO:0004803,,transposase activity|0004803||IEA,,,ACZ81_08825
ACZ81_RS08830,,ACZ81_RS08830,ACZ81_08830,Protein Homology,2032222,2034807,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976357.1,ExeM/NucH family extracellular endonuclease,WP_061485744.1,,,,,,ACZ81_08830
ACZ81_RS21125,,ACZ81_RS21125,ACZ81_RS21125,Protein Homology,2035137,2035346,-,,,COORDINATES: protein motif:HMM:NF021523.6,DUF2252 family protein,WP_232376006.1,,,,,,
ACZ81_RS08835,,ACZ81_RS08835,ACZ81_08835,Protein Homology,2035568,2036725,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518266.1,DUF2252 family protein,WP_232376007.1,,,,,,ACZ81_08835
ahpC,ahpC,ACZ81_RS08840,ACZ81_08840,Protein Homology,2037019,2037582,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016805482.1,alkyl hydroperoxide reductase subunit C,WP_014949268.1,"GO:0006979,GO:0102039",,NADH-dependent peroxiredoxin activity|0102039||IEA,response to oxidative stress|0006979||IEA,,ACZ81_08840
