uniprot_id	locus_tag	product	PMTid	P9313name
Q7V7Y2	AKG35_RS03130	DUF697 domain-containing protein	PMT_0597	P9313_07101
Q7V7Y1	AKG35_RS03135	aminotransferase class V-fold PLP-dependent enzyme	PMT_0598	P9313_07111
Q7V7Y0	AKG35_RS03140	nucleoside deaminase	PMT_0599	P9313_07131
Q7V7X9	AKG35_RS03145	alanine--glyoxylate aminotransferase family protein	PMT_0600	P9313_07141
Q7V7X8	AKG35_RS03150	type I glutamate--ammonia ligase	PMT_0601	P9313_07151
Q7V7X7	AKG35_RS03160	AI-2E family transporter	PMT_0602	P9313_07161
Q7V7X6	AKG35_RS03165	AI-2E family transporter	PMT_0603	P9313_07171
Q7TV11	AKG35_RS03170	photosystem II reaction center protein Psb28	PMT_0604	P9313_07181
Q7V7X5	AKG35_RS03175	tRNA 2-selenouridine(34) synthase MnmH	PMT_0605	P9313_07191
Q7V7X4	AKG35_RS03180	GUN4 domain-containing protein	PMT_0606	P9313_07201
Q7V7X3	AKG35_RS03185	ATP-binding protein	PMT_0607	P9313_07211
Q7V7X2	AKG35_RS03190	DUF3104 domain-containing protein	PMT_0608	P9313_07221
Q7V7X1	AKG35_RS03195	DUF6439 family protein	PMT_0609	P9313_07231
Q7V7X0	AKG35_RS03200	hypothetical protein	PMT_0610	P9313_07241
Q7TV10	AKG35_RS03205	hypothetical protein	PMT_0611	P9313_07251
Q7V7W9	AKG35_RS03210	class I SAM-dependent methyltransferase	PMT_0612	P9313_07261
Q7V7W8	AKG35_RS03215	Nif11-like leader peptide family natural product precursor	PMT_0613	P9313_07291
Q7V7W6	AKG35_RS03225	hypothetical protein	PMT_0615	P9313_07321
Q7V7W5	AKG35_RS03230	protein translocase subunit SecF	PMT_0616	P9313_07331
Q7V7W4	AKG35_RS03235	protein translocase subunit SecD	PMT_0617	P9313_07341
Q7V7W3	AKG35_RS03240	pyruvate dehydrogenase complex E1 component subunit beta	PMT_0618	P9313_07351
Q7V7W2	AKG35_RS03245	DUF3082 domain-containing protein	PMT_0619	P9313_07371
Q7V7W1	AKG35_RS03250	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	PMT_0620	P9313_07381
Q7V7W0	AKG35_RS03255	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA	PMT_0621	P9313_07391
B9ERQ2	AKG35_RS03265	hypothetical protein	NA	NA
Q7V7V9	AKG35_RS03270	NADP-specific glutamate dehydrogenase	PMT_0623	P9313_07431
Q7V7V8	AKG35_RS03275	YraN family protein	PMT_0624	P9313_07441
Q7V7V7	AKG35_RS03280	DMT family transporter	PMT_0625	P9313_07451
Q7V7V6	AKG35_RS03285	pentapeptide repeat-containing protein	PMT_0626	P9313_07461
Q7V7V5	AKG35_RS03290	hypothetical protein	PMT_0627	P9313_07471
Q7V7V4	AKG35_RS03295	rhodanese-like domain-containing protein	PMT_0628	P9313_07491
Q7V7V3	AKG35_RS03300	DoxX family protein	PMT_0629	P9313_07501
Q7TV08	AKG35_RS03305	hypothetical protein	PMT_0630	P9313_07511
Q7V7V1	AKG35_RS03315	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	PMT_0632	P9313_07531
Q7V7V0	AKG35_RS03320	2TM domain-containing protein	PMT_0633	P9313_07541
Q7V7U9	AKG35_RS03325	cupin domain-containing protein	PMT_0634	P9313_07551
Q7V7U8	AKG35_RS03330	translesion error-prone DNA polymerase V autoproteolytic subunit	PMT_0635	P9313_07561
Q7V7U7	AKG35_RS03335	hypothetical protein	PMT_0636	P9313_07581
NA	AKG35_RS12725	hypothetical protein	NA	NA
Q7V7U5	AKG35_RS03340	Y-family DNA polymerase	PMT_0638	P9313_07601
Q7V7U4	AKG35_RS03345	hypothetical protein	PMT_0639	P9313_07611
Q7V7U3	AKG35_RS03350	hypothetical protein	PMT_0640	P9313_07621
Q7V7U2	AKG35_RS03355	DNA primase	PMT_0641	P9313_07631
Q7V7U1	AKG35_RS03360	LPS assembly lipoprotein LptE	PMT_0642	P9313_07641
Q7V7U0	AKG35_RS03365	DMT family transporter	PMT_0643	P9313_07661
NA	AKG35_RS03370	hypothetical protein	NA	NA
Q7V7T9	AKG35_RS03375	Holliday junction branch migration protein RuvA	PMT_0644	P9313_07671
Q7TV07	AKG35_RS03380	30S ribosomal protein S15	PMT_0645	P9313_07681
Q7V7T8	AKG35_RS03385	PAM68 family protein	PMT_0646	P9313_07691
Q7V7T7	AKG35_RS03390	DNA polymerase III subunit alpha	PMT_0647	P9313_07701
Q7V7T6	AKG35_RS03395	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	PMT_0648	P9313_07711
Q7V7T5	AKG35_RS03400	DUF1816 domain-containing protein	PMT_0649	P9313_07721
Q7TV06	AKG35_RS03405	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	PMT_0650	P9313_07731
Q7V7T4	AKG35_RS03410	hypothetical protein	PMT_0651	P9313_07741
Q7V7T3	AKG35_RS03415	STAS domain-containing protein	PMT_0652	P9313_07751
Q7V7T2	AKG35_RS03420	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	PMT_0653	P9313_07761
Q7TV05	AKG35_RS03425	anthranilate phosphoribosyltransferase	PMT_0654	P9313_07771
B9ERS4	AKG35_RS12730	hypothetical protein	NA	NA
Q7V7T1	AKG35_RS03430	ABC transporter ATP-binding protein/permease	PMT_0655	P9313_07791
Q7V7T0	AKG35_RS03435	hypothetical protein	PMT_0656	P9313_07801
Q7V7S9	AKG35_RS03440	thioredoxin family protein	PMT_0657	P9313_07811
Q7V7S8	AKG35_RS03445	ATP-binding cassette domain-containing protein	PMT_0658	P9313_07821
Q7TV04	AKG35_RS03450	hypothetical protein	PMT_0659	P9313_07831
Q7V7S7	AKG35_RS03455	esterase	PMT_0660	P9313_07841
Q7V7S6	AKG35_RS03460	quinolinate synthase NadA	PMT_0661	P9313_07851
B9ERS6	AKG35_RS03465	TIGR04168 family protein	NA	NA
Q7V7S5	AKG35_RS03470	hypothetical protein	PMT_0663	P9313_07871
Q7V7S4	AKG35_RS03475	glycoside hydrolase family 104 protein	PMT_0664	P9313_07881
Q7V7S3	AKG35_RS03480	TPM domain-containing protein	PMT_0665	P9313_07891
Q7V7S2	AKG35_RS03485	SAM-dependent methyltransferase	PMT_0666	P9313_07901
Q7V7S1	AKG35_RS03490	3-dehydroquinate synthase	PMT_0667	P9313_07911
Q7V7S0	AKG35_RS03495	sugar ABC transporter permease	PMT_0668	P9313_07921
Q7V7R9	AKG35_RS03500	5-(carboxyamino)imidazole ribonucleotide synthase	PMT_0669	P9313_07931
Q7V7R7	AKG35_RS03510	DUF2103 domain-containing protein	PMT_0671	P9313_07951
Q7V7R6	AKG35_RS03515	ATP-dependent Clp protease adapter ClpS	PMT_0672	P9313_07961
Q7V7R5	AKG35_RS12250	cytochrome b6-f complex subunit PetN	PMT_0673	P9313_07971
B9ERZ6	AKG35_RS13295	hypothetical protein	NA	NA
Q7V7R4	AKG35_RS03520	hypothetical protein	PMT_0674	P9313_08001
Q7V7R3	AKG35_RS03525	photosystem II biogenesis protein Psp29	PMT_0675	P9313_08011
Q7V7R2	AKG35_RS03530	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	PMT_0676	P9313_08021
Q7V7R1	AKG35_RS03535	ATP-dependent zinc metalloprotease FtsH	PMT_0677	P9313_08031
Q7V7R0	AKG35_RS03540	ABC transporter permease	PMT_0678	P9313_08041
Q7V7Q9	AKG35_RS03545	pyruvate kinase	PMT_0679	P9313_08051
Q7V7Q8	AKG35_RS03550	nucleoside triphosphate pyrophosphohydrolase family protein	PMT_0680	P9313_08061
Q7V7Q7	AKG35_RS03555	hypothetical protein	PMT_0681	P9313_08071
Q7V7Q6	AKG35_RS03560	YggT family protein	PMT_0682	P9313_08081
Q7V7Q5	AKG35_RS03565	SMC-Scp complex subunit ScpB	PMT_0683	P9313_08091
Q7V7Q4	AKG35_RS03570	threonine ammonia-lyase%2C biosynthetic	PMT_0684	P9313_08101
Q7V7Q3	AKG35_RS03575	1-deoxy-D-xylulose-5-phosphate synthase	PMT_0685	P9313_08111
Q7V7Q2	AKG35_RS03580	NAD(P)/FAD-dependent oxidoreductase	PMT_0686	P9313_08121
Q7V7Q1	AKG35_RS03585	photosystem I reaction center subunit PsaK	PMT_0687	P9313_08131
Q7V7Q0	AKG35_RS03590	DUF3593 domain-containing protein	PMT_0688	P9313_08141
Q7V7P9	AKG35_RS03595	DUF2499 domain-containing protein	PMT_0689	P9313_08151
Q7V7P8	AKG35_RS03600	polysaccharide pyruvyl transferase CsaB	PMT_0690	P9313_08161
Q7V7P7	AKG35_RS03605	ABC transporter ATP-binding protein	PMT_0691	P9313_08171
Q7V7P6	AKG35_RS03610	carbohydrate ABC transporter permease	PMT_0692	P9313_08181
Q7V7P5	AKG35_RS03615	sugar ABC transporter permease	PMT_0693	P9313_08191
Q7V7P4	AKG35_RS03620	ABC transporter substrate-binding protein	PMT_0694	P9313_08201
Q7V7P3	AKG35_RS03625	50S ribosomal protein L28	PMT_0695	P9313_08211
Q7V7P2	AKG35_RS03630	molecular chaperone HtpG	PMT_0696	P9313_08221
Q7V7P1	AKG35_RS03635	ferredoxin family protein	PMT_0697	P9313_08231
Q7TV03	AKG35_RS03640	ATP phosphoribosyltransferase regulatory subunit	PMT_0698	P9313_08241
Q7TV02	AKG35_RS03645	inositol monophosphatase	PMT_0699	P9313_08251
NA	AKG35_RS13170	hypothetical protein	NA	NA
Q7V7P0	AKG35_RS03655	phosphate ABC transporter ATP-binding protein PstB	PMT_0700	P9313_08261
Q7V7N9	AKG35_RS03660	phosphate ABC transporter permease PstA	PMT_0701	P9313_08271
Q7V7N8	AKG35_RS03665	phosphate ABC transporter permease subunit PstC	PMT_0702	P9313_08281
Q7V7N7	AKG35_RS03670	molecular chaperone DnaK	PMT_0703	P9313_08291
Q7V7N6	AKG35_RS03675	DnaJ domain-containing protein	PMT_0704	P9313_08301
Q7V7N5	AKG35_RS03680	DUF3110 domain-containing protein	PMT_0705	P9313_08311
Q7V7N4	AKG35_RS03685	N-acetylmuramic acid 6-phosphate etherase	PMT_0706	P9313_08321
Q7V7N3	AKG35_RS03690	peptidylprolyl isomerase	PMT_0707	P9313_08331
Q7V7N2	AKG35_RS03695	bifunctional 3%2C4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	PMT_0708	P9313_08341
Q7V7N1	AKG35_RS03700	N-acetyl-gamma-glutamyl-phosphate reductase	PMT_0709	P9313_08351
Q7V7N0	AKG35_RS03705	phosphoribosylglycinamide formyltransferase	PMT_0710	P9313_08361
Q7V7M9	AKG35_RS03710	PDZ domain-containing protein	PMT_0711	P9313_08381
Q7V7M8	AKG35_RS03715	N-acetylmuramoyl-L-alanine amidase	PMT_0712	P9313_08391
Q7V7M7	AKG35_RS03720	hypothetical protein	PMT_0713	P9313_08401
Q7V7M6	AKG35_RS03725	glucose-6-phosphate isomerase	PMT_0714	P9313_08411
Q7TV01	AKG35_RS03730	leucine--tRNA ligase	PMT_0715	P9313_08421
B9ERA0	AKG35_RS03735	hypothetical protein	NA	NA
Q7V7M5	AKG35_RS03740	diaminopimelate epimerase	PMT_0716	P9313_08441
Q7V7M4	AKG35_RS03745	aminotransferase class V-fold PLP-dependent enzyme	PMT_0717	P9313_08461
Q7V7M3	AKG35_RS03750	DUF1995 family protein	PMT_0718	P9313_08471
Q7V7M2	AKG35_RS03755	DUF4330 domain-containing protein	PMT_0719	P9313_08481
Q7V7M1	AKG35_RS03760	D-alanyl-D-alanine carboxypeptidase	PMT_0720	P9313_08491
Q7V7M0	AKG35_RS03765	hypothetical protein	PMT_0721	P9313_08501
Q7V7L9	AKG35_RS03770	pantetheine-phosphate adenylyltransferase	PMT_0722	P9313_08511
Q7V7L8	AKG35_RS03775	flavin reductase family protein	PMT_0723	P9313_08521
Q7V7L7	AKG35_RS03780	excinuclease ABC subunit UvrC	PMT_0724	P9313_08531
Q7V7L6	AKG35_RS03785	protoporphyrinogen oxidase HemJ	PMT_0725	P9313_08541
Q7V7L5	AKG35_RS03790	PHP domain-containing protein	PMT_0726	P9313_08551
Q7V7L4	AKG35_RS03795	cobaltochelatase subunit CobN	PMT_0727	P9313_08561
Q7TV00	AKG35_RS03800	branched-chain amino acid transaminase	PMT_0728	P9313_08571
Q7V7L3	AKG35_RS03805	methionine synthase	PMT_0729	P9313_08581
Q7V7L2	AKG35_RS03810	hypothetical protein	PMT_0730	P9313_08591
Q7V7L1	AKG35_RS03815	SpoIID/LytB domain-containing protein	PMT_0731	P9313_08611
Q7V7L0	AKG35_RS03820	ATP adenylyltransferase	PMT_0732	P9313_08621
Q7TUZ9	AKG35_RS03830	hypothetical protein	PMT_0734	P9313_08641
Q7V7K8	AKG35_RS03835	DUF3370 family protein	PMT_0735	P9313_08651
Q7V7K7	AKG35_RS03840	molecular chaperone DnaJ	PMT_0736	P9313_08661
Q7V7K6	AKG35_RS03845	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	PMT_0737	P9313_08671
Q7V7K5	AKG35_RS03850	phenylalanine--tRNA ligase subunit beta	PMT_0738	P9313_08681
Q7V7K4	AKG35_RS12260	50S ribosomal protein L33	PMT_0739	P9313_08691
Q7TUZ8	AKG35_RS03855	30S ribosomal protein S18	PMT_0740	P9313_08701
Q7V7K3	AKG35_RS03860	ribonuclease catalytic domain-containing protein	PMT_0741	P9313_08711
Q7V7K2	AKG35_RS03865	FAD-dependent oxidoreductase	PMT_0742	P9313_08721
Q7V7K1	AKG35_RS03870	methionine--tRNA ligase	PMT_0743	P9313_08741
Q7V7K0	AKG35_RS03875	LPS export ABC transporter periplasmic protein LptC	PMT_0744	P9313_08751
Q7V7J9	AKG35_RS03880	cofactor assembly of complex C subunit B	PMT_0745	P9313_08761
Q7V7J8	AKG35_RS03885	tellurite resistance TerB family protein	PMT_0746	P9313_08771
Q7V7J7	AKG35_RS03890	TPM domain-containing protein	PMT_0747	P9313_08781
Q7V7J6	AKG35_RS03895	proton extrusion protein PcxA	PMT_0748	P9313_08791
Q7V7J5	AKG35_RS03900	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	PMT_0749	P9313_08801
Q7V7J4	AKG35_RS03905	tRNA (cytidine(34)-2'-O)-methyltransferase	PMT_0750	P9313_08811
Q7V7J3	AKG35_RS03910	M23 family metallopeptidase	PMT_0751	P9313_08821
Q7TUZ7	AKG35_RS03920	M23 family metallopeptidase	PMT_0752	P9313_08831
NA	AKG35_RS13460	hypothetical protein	NA	NA
Q7V7J1	AKG35_RS03930	peroxiredoxin	PMT_0754	P9313_08851
Q7V7J0	AKG35_RS03935	UPF0182 family protein	PMT_0755	P9313_08861
Q7V7I9	AKG35_RS03940	ATP-dependent zinc metalloprotease FtsH	PMT_0756	P9313_08871
Q7V7I8	AKG35_RS12265	50S ribosomal protein L32	PMT_0757	P9313_08881
Q7V7I7	AKG35_RS03945	kinase	PMT_0758	P9313_08891
Q7V7I6	AKG35_RS03950	DUF565 domain-containing protein	PMT_0759	P9313_08901
Q7V7I5	AKG35_RS03955	HAD-IA family hydrolase	PMT_0760	P9313_08911
Q7TUZ6	AKG35_RS03960	single-stranded-DNA-specific exonuclease RecJ	PMT_0761	P9313_08931
Q7V7I4	AKG35_RS03965	chloride channel protein	PMT_0762	P9313_08941
Q7V7I3	AKG35_RS03970	YkgJ family cysteine cluster protein	PMT_0763	P9313_08951
Q7V7I2	AKG35_RS03975	TMEM165/GDT1 family protein	PMT_0764	P9313_08961
Q7V7I1	AKG35_RS03980	TMEM165/GDT1 family protein	PMT_0765	P9313_08971
Q7V7I0	AKG35_RS03985	RNB domain-containing ribonuclease	PMT_0766	P9313_08981
Q7V7H9	AKG35_RS03990	UbiX family flavin prenyltransferase	PMT_0767	P9313_08991
NA	AKG35_RS12745	hypothetical protein	NA	NA
Q7V7H7	AKG35_RS04000	DUF2996 domain-containing protein	PMT_0769	P9313_09011
Q7V7H6	AKG35_RS04005	metallopeptidase TldD-related protein	PMT_0770	P9313_09021
Q7V7H5	AKG35_RS04010	TldD/PmbA family protein	PMT_0771	P9313_09031
Q7V7H4	AKG35_RS04015	methionyl-tRNA formyltransferase	PMT_0772	P9313_09041
Q7V7H3	AKG35_RS04020	hypothetical protein	PMT_0773	P9313_09051
Q7V7H2	AKG35_RS04030	aromatic ring-hydroxylating dioxygenase subunit alpha	PMT_0774	P9313_09061
Q7V7H1	AKG35_RS04035	transcription-repair coupling factor	PMT_0775	P9313_09071
Q7V7H0	AKG35_RS04040	S41 family peptidase	PMT_0776	P9313_09091
Q7V7G9	AKG35_RS04045	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	PMT_0777	P9313_09101
Q7V7G8	AKG35_RS04050	uracil-DNA glycosylase	PMT_0778	P9313_09111
Q7V7G7	AKG35_RS04055	pyridoxal phosphate-dependent aminotransferase	PMT_0779	P9313_09121
Q7V7G6	AKG35_RS04060	putative selenate ABC transporter substrate-binding protein	PMT_0780	P9313_09131
Q7V7G5	AKG35_RS04065	phosphonate ABC transporter ATP-binding protein	PMT_0781	P9313_09141
Q7V7G4	AKG35_RS04070	phosphonate ABC transporter	PMT_0782	P9313_09151
Q7V7G3	AKG35_RS04075	GDSL-type esterase/lipase family protein	PMT_0783	P9313_09161
Q7V7G2	AKG35_RS04080	sigma-70 family RNA polymerase sigma factor	PMT_0784	P9313_09171
Q7V7G1	AKG35_RS04085	DUF92 domain-containing protein	PMT_0785	P9313_09181
B9ERP2	AKG35_RS04090	hypothetical protein	NA	NA
Q7V7G0	AKG35_RS04095	16S rRNA (uracil(1498)-N(3))-methyltransferase	PMT_0786	P9313_09201
Q7V7F9	AKG35_RS04100	DUF3531 family protein	PMT_0787	P9313_09211
Q7V7F8	AKG35_RS04105	energy-coupling factor ABC transporter ATP-binding protein	PMT_0788	P9313_09221
Q7V7F7	AKG35_RS04110	CPP1-like family protein	PMT_0789	P9313_09231
Q7V7F6	AKG35_RS04115	hypothetical protein	PMT_0790	P9313_09241
Q7V7F5	AKG35_RS04120	peptide chain release factor 3	PMT_0791	P9313_09251
Q7V7F4	AKG35_RS04125	class I SAM-dependent methyltransferase	PMT_0792	P9313_09261
Q7V7F3	AKG35_RS04130	ribonucleoside-triphosphate reductase%2C adenosylcobalamin-dependent	PMT_0793	P9313_09271
Q7TUZ5	AKG35_RS04135	spectrin repeat-containing protein	PMT_0794	P9313_09281
Q7V7F2	AKG35_RS04140	hypothetical protein	PMT_0795	P9313_09291
Q7TUZ4	AKG35_RS04145	hypothetical protein	PMT_0796	P9313_09301
Q7V7F1	AKG35_RS04155	fatty acid desaturase	PMT_0797	P9313_09331
Q7V7F0	AKG35_RS04160	type 1 glutamine amidotransferase	PMT_0798	P9313_09341
Q7V7E9	AKG35_RS04165	hypothetical protein	PMT_0799	P9313_09351
Q7V7E7	AKG35_RS04170	flavodoxin FldA	PMT_0801	P9313_09371
Q7V7E6	AKG35_RS04175	iron uptake porin	NA	NA
Q7V7E5	AKG35_RS04180	polyphosphate kinase 2	PMT_0803	P9313_09401
Q7V7E4	AKG35_RS04185	ATP-binding protein	PMT_0804	P9313_09411
Q7V7E3	AKG35_RS04190	response regulator	PMT_0805	P9313_09421
Q7V7E2	AKG35_RS04195	EF-hand domain-containing protein	PMT_0806	P9313_09431
Q7V7E1	AKG35_RS04200	hypothetical protein	PMT_0807	P9313_09441
Q7V7E0	AKG35_RS04205	DUF4335 domain-containing protein	PMT_0808	P9313_09451
Q7V7D9	AKG35_RS04210	DUF3038 domain-containing protein	PMT_0809	P9313_09461
Q7V7D8	AKG35_RS04215	adenine phosphoribosyltransferase	PMT_0810	P9313_09471
Q7V7D7	AKG35_RS04220	DUF2949 domain-containing protein	PMT_0811	P9313_09481
Q7V7D6	AKG35_RS04225	FAD-dependent monooxygenase	PMT_0812	P9313_09491
Q7V7D5	AKG35_RS04230	hypothetical protein	PMT_0813	P9313_09511
Q7V7D4	AKG35_RS04235	4-hydroxy-tetrahydrodipicolinate reductase	PMT_0814	P9313_09521
Q7TUZ3	AKG35_RS04240	magnesium chelatase subunit H	PMT_0815	P9313_09531
Q7V7D3	AKG35_RS04245	dihydropteroate synthase	PMT_0816	P9313_09541
Q7V7D2	AKG35_RS04250	triose-phosphate isomerase	PMT_0817	P9313_09551
Q7V7D1	AKG35_RS04255	RNA-binding S4 domain-containing protein	PMT_0818	P9313_09561
Q7V7D0	AKG35_RS04260	ABC transporter ATP-binding protein/permease	PMT_0819	P9313_09571
Q7V7C9	AKG35_RS04265	DUF6447 family protein	PMT_0820	P9313_09581
Q7V7C8	AKG35_RS04270	DUF3386 domain-containing protein	PMT_0821	P9313_09611
Q7V7C7	AKG35_RS04275	carbamoyl-phosphate synthase large subunit	PMT_0822	P9313_09621
Q7V7C6	AKG35_RS04280	DUF3318 domain-containing protein	PMT_0823	P9313_09631
Q7V7C5	AKG35_RS04285	ribosome silencing factor	PMT_0824	P9313_09641
Q7V7C4	AKG35_RS04290	asparaginase	PMT_0825	P9313_09661
NA	AKG35_RS12750	hypothetical protein	NA	NA
Q7V7C3	AKG35_RS04300	hypothetical protein	PMT_0826	P9313_09671
NA	AKG35_RS04305	Nif11-like leader peptide family natural product precursor	NA	NA
Q7V7C1	AKG35_RS04315	hypothetical protein	PMT_0828	P9313_09701
B9ERF4	AKG35_RS04315	hypothetical protein	NA	NA
Q7V7C2	AKG35_RS04320	Nif11-like leader peptide family natural product precursor	PMT_0827	P9313_09681
Q7V7C0	AKG35_RS04320	Nif11-like leader peptide family natural product precursor	PMT_0829	P9313_09711
Q7V7B9	AKG35_RS04325	transposase	PMT_0830	P9313_09721
B9ERF5	AKG35_RS04325	transposase	NA	NA
Q7V7B8	AKG35_RS04330	DUF1651 domain-containing protein	PMT_0831	P9313_09731
Q7V7B7	AKG35_RS04345	Nif11-like leader peptide family natural product precursor	PMT_0832	P9313_09751
Q7V7B6	AKG35_RS04350	transposase	PMT_0833	P9313_09771
Q7V7B5	AKG35_RS04355	DUF1651 domain-containing protein	PMT_0834	P9313_09781
Q7V7B4	AKG35_RS04360	hypothetical protein	PMT_0835	P9313_09791
NA	AKG35_RS13465	hypothetical protein	NA	NA
Q7V7B3	AKG35_RS04365	Nif11-like leader peptide family natural product precursor	PMT_0836	P9313_09811
Q7U399	AKG35_RS12755	DNA-3-methyladenine glycosylase	PMT_1609	P9313_20371
Q7U3A3	AKG35_RS12755	DNA-3-methyladenine glycosylase	PMT_0837	P9313_09821
Q7V7B2	AKG35_RS04370	Nif11-like leader peptide family natural product precursor	PMT_0838	P9313_09831
B9ERQ8	AKG35_RS12760	hypothetical protein	NA	NA
B9ERR2	AKG35_RS12760	hypothetical protein	NA	NA
B9ESP1	AKG35_RS12760	hypothetical protein	NA	NA
Q7V7B1	AKG35_RS04375	hypothetical protein	PMT_0839	P9313_09851
Q7V7B0	AKG35_RS04380	hypothetical protein	PMT_0840	P9313_09881
Q7V7A9	AKG35_RS12285	DUF1651 domain-containing protein	PMT_0841	P9313_09891
B9ERR5	AKG35_RS04385	hypothetical protein	NA	NA
Q7V7A8	AKG35_RS04390	pyrimidine dimer DNA glycosylase/endonuclease V	PMT_0842	P9313_09911
Q7V7A7	AKG35_RS04395	chromosome partitioning protein ParB	PMT_0843	P9313_09931
Q7V7A6	AKG35_RS04400	diadenosine tetraphosphate hydrolase	PMT_0844	P9313_09951
Q7TUZ2	AKG35_RS04405	hypothetical protein	PMT_0845	P9313_09971
Q7V7A5	AKG35_RS04425	CopD family protein	PMT_0846	P9313_09981
Q7TUZ1	AKG35_RS04430	photosystem I reaction centre subunit VI	PMT_0847	P9313_10001
Q7TUZ0	AKG35_RS04435	oxidoreductase	PMT_0848	P9313_10011
NA	AKG35_RS13180	hypothetical protein	NA	NA
NA	AKG35_RS04440	hypothetical protein	NA	NA
Q7V7A3	AKG35_RS04445	hypothetical protein	PMT_0850	P9313_10031
B9ERS0	AKG35_RS12765	hypothetical protein	NA	NA
Q7TUY9	AKG35_RS04450	metallophosphoesterase	PMT_0851	P9313_10051
Q7V7A2	AKG35_RS04455	DUF2721 domain-containing protein	PMT_0852	P9313_10061
Q7V7A1	AKG35_RS04460	TIGR00341 family protein	PMT_0853	P9313_10071
Q7V7A0	AKG35_RS04465	mechanosensitive ion channel family protein	PMT_0854	P9313_10081
Q7V799	AKG35_RS04475	isochorismatase family protein	PMT_0855	P9313_10101
Q7V798	AKG35_RS04480	large conductance mechanosensitive channel protein MscL	PMT_0856	P9313_10111
Q7V797	AKG35_RS04485	hypothetical protein	PMT_0857	P9313_10121
B9ERA3	AKG35_RS04490	hypothetical protein	NA	NA
Q7V796	AKG35_RS04495	transcriptional repressor	PMT_0858	P9313_10141
Q7V795	AKG35_RS04500	hypothetical protein	PMT_0859	P9313_10151
Q7V794	AKG35_RS12295	hypothetical protein	PMT_0860	P9313_10161
Q7V793	AKG35_RS04510	cell division protein SepF	PMT_0861	P9313_10171
Q7V792	AKG35_RS04515	arsenosugar biosynthesis radical SAM protein ArsS	PMT_0862	P9313_10181
Q7V791	AKG35_RS04520	glucosylglycerol 3-phosphatase	PMT_0863	P9313_10191
Q7V790	AKG35_RS04525	hypothetical protein	PMT_0864	P9313_10201
Q7V789	AKG35_RS04530	AAA family ATPase	PMT_0865	P9313_10211
Q7V788	AKG35_RS04535	metallophosphoesterase	PMT_0866	P9313_10221
Q7V787	AKG35_RS04540	LuxR C-terminal-related transcriptional regulator	PMT_0867	P9313_10231
Q7V786	AKG35_RS04545	aminoglycoside phosphotransferase family protein	PMT_0868	P9313_10241
Q7V785	AKG35_RS04550	DOMON-like domain-containing protein	PMT_0869	P9313_10251
Q7V784	AKG35_RS04555	hypothetical protein	PMT_0870	P9313_10271
Q7V783	AKG35_RS04560	SDR family NAD(P)-dependent oxidoreductase	PMT_0871	P9313_10291
Q7V782	AKG35_RS04565	CDP-alcohol phosphatidyltransferase family protein	PMT_0872	P9313_10301
Q7TUY8	AKG35_RS04570	lytic transglycosylase domain-containing protein	PMT_0873	P9313_10311
Q7V781	AKG35_RS04575	hypothetical protein	PMT_0874	P9313_10321
Q7TUY7	AKG35_RS04580	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase	PMT_0875	P9313_10331
Q7V780	AKG35_RS04585	homoserine O-succinyltransferase	PMT_0876	P9313_10341
Q7V779	AKG35_RS04590	bifunctional aminoglycoside phosphotransferase/ATP-binding protein	PMT_0877	P9313_10351
Q7V778	AKG35_RS04595	alpha-ketoglutarate-dependent dioxygenase AlkB	PMT_0878	P9313_10361
B9ERB0	AKG35_RS12770	hypothetical protein	NA	NA
NA	AKG35_RS13380	chorismate-binding protein	NA	NA
Q7V777	AKG35_RS04605	thermonuclease family protein	PMT_0880	P9313_10421
Q7V776	AKG35_RS04610	hypothetical protein	PMT_0881	P9313_10431
NA	AKG35_RS12780	hypothetical protein	NA	NA
Q7V774	AKG35_RS04615	hypothetical protein	PMT_0883	P9313_10451
Q7V773	AKG35_RS04620	hypothetical protein	PMT_0884	P9313_10461
B9ERB3	AKG35_RS04625	hypothetical protein	NA	NA
Q7TUY6	AKG35_RS04630	hypothetical protein	PMT_0885	P9313_10481
B9ERB4	AKG35_RS13300	hypothetical protein	NA	NA
Q7V772	AKG35_RS04635	hypothetical protein	PMT_0886	P9313_10501
Q7V771	AKG35_RS04640	Nif11-like leader peptide family natural product precursor	PMT_0887	P9313_10511
Q7V770	AKG35_RS04650	SemiSWEET transporter	PMT_0888	P9313_10541
Q7V769	AKG35_RS04655	hypothetical protein	PMT_0889	P9313_10551
Q7V768	AKG35_RS04660	hypothetical protein	PMT_0890	P9313_10561
