gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
bfr,bfr,ALTBGP6_RS10440,EZ55_02128,Protein Homology,2407461,2407937,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784109.1,bacterioferritin,WP_014949586.1,"GO:0006879,GO:0004322,GO:0008199",,"ferroxidase activity|0004322||IEA,ferric iron binding|0008199||IEA",intracellular iron ion homeostasis|0006879||IEA,,EZ55_02128
bfr,bfr,ALTBGP6_RS10445,EZ55_02129,Protein Homology,2407937,2408404,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784110.1,bacterioferritin,WP_014949587.1,"GO:0006879,GO:0004322,GO:0008199",,"ferroxidase activity|0004322||IEA,ferric iron binding|0008199||IEA",intracellular iron ion homeostasis|0006879||IEA,,EZ55_02129
ALTBGP6_RS10450,,ALTBGP6_RS10450,EZ55_02130,Protein Homology,2408527,2409006,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067288.1,hypothetical protein,WP_156086457.1,,,,,,EZ55_02130
ccoN,ccoN,ALTBGP6_RS10455,EZ55_02131,Protein Homology,2409236,2410669,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018981786.1,cytochrome-c oxidase%2C cbb3-type subunit I,WP_039220109.1,"GO:0004129,GO:0045277",respiratory chain complex IV|0045277||IEA,cytochrome-c oxidase activity|0004129||IEA,,,EZ55_02131
ccoO,ccoO,ALTBGP6_RS10460,EZ55_02132,Protein Homology,2410685,2411290,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010177579.1,cytochrome-c oxidase%2C cbb3-type subunit II,WP_156086458.1,GO:0004129,,cytochrome-c oxidase activity|0004129||IEA,,,EZ55_02132
ALTBGP6_RS10465,,ALTBGP6_RS10465,EZ55_02133,Protein Homology,2411292,2411453,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518547.1,cbb3-type cytochrome oxidase subunit 3,WP_014949591.1,,,,,,EZ55_02133
ccoP,ccoP,ALTBGP6_RS10470,EZ55_02134,Protein Homology,2411470,2412423,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067289.1,cytochrome-c oxidase%2C cbb3-type subunit III,WP_156086459.1,GO:0004129,,cytochrome-c oxidase activity|0004129||IEA,,,EZ55_02134
ALTBGP6_RS10475,,ALTBGP6_RS10475,EZ55_02135,Protein Homology,2412639,2413118,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067290.1,FixH family protein,WP_156086460.1,,,,,,EZ55_02135
ALTBGP6_RS10480,,ALTBGP6_RS10480,EZ55_02136,Protein Homology,2413118,2415586,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979354.1,heavy metal translocating P-type ATPase,WP_156086461.1,"GO:0006812,GO:0005524,GO:0016887,GO:0019829,GO:0042626,GO:0046872,GO:0140358,GO:0016020",membrane|0016020||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled monoatomic cation transmembrane transporter activity|0019829||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,metal ion binding|0046872||IEA,P-type transmembrane transporter activity|0140358||IEA",monoatomic cation transport|0006812||IEA,,EZ55_02136
ccoS,ccoS,ALTBGP6_RS10485,EZ55_02137,Protein Homology,2415588,2415818,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949594.1,cbb3-type cytochrome oxidase assembly protein CcoS,WP_014949594.1,GO:0008535,,,respiratory chain complex IV assembly|0008535||IEA,,EZ55_02137
ALTBGP6_RS10490,,ALTBGP6_RS10490,EZ55_02138,Protein Homology,2415805,2416464,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979352.1,sulfite exporter TauE/SafE family protein,WP_156086462.1,"GO:0005215,GO:0016020",membrane|0016020||IEA,transporter activity|0005215||IEA,,,EZ55_02138
fnr,fnr,ALTBGP6_RS10495,EZ55_02139,Protein Homology,2416510,2417247,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949596.1,fumarate/nitrate reduction transcriptional regulator Fnr,WP_014949596.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,EZ55_02139
ALTBGP6_RS10500,,ALTBGP6_RS10500,EZ55_02140,Protein Homology,2417293,2418621,-,,,COORDINATES: protein motif:HMM:NF033592.1,IS4 family transposase,WP_061439181.1,GO:0004803,,transposase activity|0004803||IEA,,,EZ55_02140
uspE,uspE,ALTBGP6_RS10505,EZ55_02141,Protein Homology,2418936,2419859,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518556.1,universal stress protein UspE,WP_014949597.1,,,,,,EZ55_02141
ttcA,ttcA,ALTBGP6_RS10510,EZ55_02142,Protein Homology,2420008,2420961,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949598.1,tRNA 2-thiocytidine(32) synthetase TtcA,WP_014976625.1,GO:0008033,,,tRNA processing|0008033||IEA,,EZ55_02142
ALTBGP6_RS10515,,ALTBGP6_RS10515,EZ55_02143,Protein Homology,2420962,2421984,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979378.1,patatin-like phospholipase family protein,WP_014979378.1,GO:0006629,,,lipid metabolic process|0006629||IEA,,EZ55_02143
ALTBGP6_RS10520,,ALTBGP6_RS10520,EZ55_02144,Protein Homology,2421999,2422646,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998440.1,DUF2987 domain-containing protein,WP_014976627.1,,,,,,EZ55_02144
ALTBGP6_RS10525,,ALTBGP6_RS10525,EZ55_02145,Protein Homology,2422643,2423434,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998441.1,glucosaminidase domain-containing protein,WP_014949601.1,GO:0004040,,amidase activity|0004040||IEA,,,EZ55_02145
ALTBGP6_RS10530,,ALTBGP6_RS10530,EZ55_02146,Protein Homology,2423427,2424158,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949602.1,stress protein,WP_014949602.1,,,,,,EZ55_02146
ALTBGP6_RS10535,,ALTBGP6_RS10535,EZ55_02147,Protein Homology,2424241,2424867,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979379.1,LysE family translocator,WP_014949603.1,"GO:0006865,GO:0016020",membrane|0016020||IEA,,amino acid transport|0006865||IEA,,EZ55_02147
cobB,cobB,ALTBGP6_RS10540,EZ55_02148,Protein Homology,2424880,2425605,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979380.1,Sir2 family NAD+-dependent deacetylase,WP_049588221.1,GO:0070403,,NAD+ binding|0070403||IEA,,,EZ55_02148
ALTBGP6_RS10545,,ALTBGP6_RS10545,EZ55_02149,Protein Homology,2425688,2426518,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976630.1,sulfurtransferase,WP_156086463.1,"GO:0000098,GO:0016783",,sulfurtransferase activity|0016783||IEA,sulfur amino acid catabolic process|0000098||IEA,,EZ55_02149
tpx,tpx,ALTBGP6_RS10550,EZ55_02150,Protein Homology,2426641,2427138,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949606.1,thiol peroxidase,WP_014949606.1,"GO:0008379,GO:0016684",,"thioredoxin peroxidase activity|0008379||IEA,oxidoreductase activity%2C acting on peroxide as acceptor|0016684||IEA",,,EZ55_02150
ALTBGP6_RS10555,,ALTBGP6_RS10555,EZ55_02151,Protein Homology,2427213,2427905,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949607.1,tRNA-uridine aminocarboxypropyltransferase,WP_156086464.1,"GO:0006400,GO:0016432",,tRNA-uridine aminocarboxypropyltransferase activity|0016432||IEA,tRNA modification|0006400||IEA,,EZ55_02151
pgsA,pgsA,ALTBGP6_RS10575,EZ55_02155,Protein Homology,2428541,2429113,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979382.1,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,WP_014949608.1,"GO:0008654,GO:0008444,GO:0016020",membrane|0016020||IEA,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity|0008444||IEA,phospholipid biosynthetic process|0008654||IEA,,EZ55_02155
uvrC,uvrC,ALTBGP6_RS10580,EZ55_02156,Protein Homology,2429237,2431054,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016956775.1,excinuclease ABC subunit UvrC,WP_039227661.1,"GO:0006289,GO:0009381,GO:0009380",excinuclease repair complex|0009380||IEA,excinuclease ABC activity|0009381||IEA,nucleotide-excision repair|0006289||IEA,,EZ55_02156
uvrY,uvrY,ALTBGP6_RS10585,EZ55_02157,Protein Homology,2431086,2431730,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998468.1,UvrY/SirA/GacA family response regulator transcription factor,WP_014949610.1,"GO:0000160,GO:0006355,GO:0003677",,DNA binding|0003677||IEA,"phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,EZ55_02157
ALTBGP6_RS10590,,ALTBGP6_RS10590,EZ55_02158,Protein Homology,2431911,2432639,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976647.1,pirin family protein,WP_156086465.1,"GO:0008127,GO:0046872",,"quercetin 2%2C3-dioxygenase activity|0008127||IEA,metal ion binding|0046872||IEA",,,EZ55_02158
ALTBGP6_RS10595,,ALTBGP6_RS10595,EZ55_02159,Protein Homology,2432847,2434310,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949612.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,WP_156086466.1,"GO:0009058,GO:0030170",,pyridoxal phosphate binding|0030170||IEA,biosynthetic process|0009058||IEA,,EZ55_02159
ovoA,ovoA,ALTBGP6_RS10600,EZ55_02160,Protein Homology,2434446,2436557,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976649.1,5-histidylcysteine sulfoxide synthase,WP_156086467.1,,,,,,EZ55_02160
ALTBGP6_RS10605,,ALTBGP6_RS10605,EZ55_02161,Protein Homology,2436986,2437387,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949614.1,hypothetical protein,WP_014949614.1,,,,,,EZ55_02161
ALTBGP6_RS10620,,ALTBGP6_RS10620,EZ55_02164,Protein Homology,2438212,2439102,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979388.1,DODA-type extradiol aromatic ring-opening family dioxygenase,WP_156086468.1,"GO:0008270,GO:0016701,GO:0046872,GO:0051213",,"zinc ion binding|0008270||IEA,oxidoreductase activity%2C acting on single donors with incorporation of molecular oxygen|0016701||IEA,metal ion binding|0046872||IEA,dioxygenase activity|0051213||IEA",,,EZ55_02164
ALTBGP6_RS10625,,ALTBGP6_RS10625,EZ55_02165,Protein Homology,2439279,2439728,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949616.1,DoxX family protein,WP_014949616.1,GO:0005886,plasma membrane|0005886||IEA,,,,EZ55_02165
ALTBGP6_RS10630,,ALTBGP6_RS10630,EZ55_02166,Protein Homology,2439922,2440827,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998474.1,LysR family transcriptional regulator,WP_156086469.1,,,,,,EZ55_02166
ALTBGP6_RS10635,,ALTBGP6_RS10635,EZ55_02167,Protein Homology,2441010,2442476,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998475.1,DUF3360 family protein,WP_014949618.1,,,,,,EZ55_02167
ALTBGP6_RS10645,,ALTBGP6_RS10645,EZ55_02169,Protein Homology,2442951,2443616,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067308.1,Bax inhibitor-1/YccA family protein,WP_014949619.1,,,,,,EZ55_02169
tusD,tusD,ALTBGP6_RS10650,EZ55_02170,Protein Homology,2443672,2444061,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976653.1,sulfurtransferase complex subunit TusD,WP_014976653.1,"GO:0008033,GO:0016783,GO:0005737",cytoplasm|0005737||IEA,sulfurtransferase activity|0016783||IEA,tRNA processing|0008033||IEA,,EZ55_02170
ALTBGP6_RS10655,,ALTBGP6_RS10655,EZ55_02171,Protein Homology,2444061,2444429,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979391.1,DsrE family protein,WP_014949621.1,,,,,,EZ55_02171
ALTBGP6_RS10660,,ALTBGP6_RS10660,EZ55_02172,Protein Homology,2444429,2444749,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976655.1,hypothetical protein,WP_069944398.1,,,,,,EZ55_02172
ALTBGP6_RS10665,,ALTBGP6_RS10665,EZ55_02173,Protein Homology,2444746,2445093,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998482.1,TusE/DsrC/DsvC family sulfur relay protein,WP_014949623.1,,,,,,EZ55_02173
ALTBGP6_RS10670,,ALTBGP6_RS10670,EZ55_02174,Protein Homology,2445364,2445801,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976659.1,host attachment protein,WP_014979395.1,,,,,,EZ55_02174
ALTBGP6_RS10675,,ALTBGP6_RS10675,EZ55_02175,Protein Homology,2445878,2446591,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976660.1,SOS response-associated peptidase family protein,WP_039227653.1,"GO:0006974,GO:0003697",,single-stranded DNA binding|0003697||IEA,DNA damage response|0006974||IEA,,EZ55_02175
ALTBGP6_RS10680,,ALTBGP6_RS10680,EZ55_02176,Protein Homology,2446702,2449608,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067315.1,TonB-dependent receptor plug domain-containing protein,WP_049588242.1,"GO:0015891,GO:0055085,GO:0015267,GO:0009279,GO:0016020","cell outer membrane|0009279||IEA,membrane|0016020||IEA",channel activity|0015267||IEA,"siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,EZ55_02176
serS,serS,ALTBGP6_RS10685,EZ55_02177,Protein Homology,2450118,2451419,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949630.1,serine--tRNA ligase,WP_069944399.1,"GO:0006434,GO:0000166,GO:0004828,GO:0005524",,"nucleotide binding|0000166||IEA,serine-tRNA ligase activity|0004828||IEA,ATP binding|0005524||IEA",seryl-tRNA aminoacylation|0006434||IEA,,EZ55_02177
crcB,crcB,ALTBGP6_RS10690,EZ55_02178,Protein Homology,2451430,2451813,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518601.1,fluoride efflux transporter CrcB,WP_014949631.1,"GO:1903424,GO:1903425,GO:0016020",membrane|0016020||IEA,fluoride transmembrane transporter activity|1903425||IEA,fluoride transmembrane transport|1903424||IEA,,EZ55_02178
ALTBGP6_RS10695,,ALTBGP6_RS10695,EZ55_02179,Protein Homology,2451886,2453193,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976663.1,replication-associated recombination protein A,WP_069944400.1,"GO:0006260,GO:0005524",,ATP binding|0005524||IEA,DNA replication|0006260||IEA,,EZ55_02179
lolA,lolA,ALTBGP6_RS10700,EZ55_02180,Protein Homology,2453180,2454004,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949633.1,outer membrane lipoprotein chaperone LolA,WP_156086470.1,"GO:0042953,GO:0042597",periplasmic space|0042597||IEA,,lipoprotein transport|0042953||IEA,,EZ55_02180
ALTBGP6_RS10705,,ALTBGP6_RS10705,EZ55_02181,Protein Homology,2454021,2456810,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949634.1,DNA translocase FtsK,WP_156086471.1,"GO:0007059,GO:0051301,GO:0003677,GO:0005524,GO:0015616",,"DNA binding|0003677||IEA,ATP binding|0005524||IEA,DNA translocase activity|0015616||IEA","chromosome segregation|0007059||IEA,cell division|0051301||IEA",,EZ55_02181
lrp,lrp,ALTBGP6_RS10710,EZ55_02182,Protein Homology,2457095,2457580,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008845165.1,leucine-responsive transcriptional regulator Lrp,WP_014949635.1,,,,,,EZ55_02182
ald,ald,ALTBGP6_RS10715,EZ55_02184,Protein Homology,2457766,2458899,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949636.1,alanine dehydrogenase,WP_014979403.1,"GO:0042853,GO:0000286",,alanine dehydrogenase activity|0000286||IEA,L-alanine catabolic process|0042853||IEA,,EZ55_02184
pyrF,pyrF,ALTBGP6_RS10720,EZ55_02185,Protein Homology,2459015,2459713,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949637.1,orotidine-5'-phosphate decarboxylase,WP_039234640.1,"GO:0006207,GO:0044205,GO:0004590",,orotidine-5'-phosphate decarboxylase activity|0004590||IEA,"'de novo' pyrimidine nucleobase biosynthetic process|0006207||IEA,'de novo' UMP biosynthetic process|0044205||IEA",,EZ55_02185
lapB,lapB,ALTBGP6_RS10725,EZ55_02186,Protein Homology,2459720,2460889,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067322.1,lipopolysaccharide assembly protein LapB,WP_014949638.1,,,,,,EZ55_02186
ALTBGP6_RS10730,,ALTBGP6_RS10730,EZ55_02187,Protein Homology,2460889,2461146,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949639.1,LapA family protein,WP_014949639.1,"GO:0008653,GO:0005886",plasma membrane|0005886||IEA,,lipopolysaccharide metabolic process|0008653||IEA,,EZ55_02187
ALTBGP6_RS10735,,ALTBGP6_RS10735,EZ55_02189,Protein Homology,2461276,2463618,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067324.1,PilZ domain-containing protein,WP_014949640.1,GO:0035438,,cyclic-di-GMP binding|0035438||IEA,,,EZ55_02189
ihfB,ihfB,ALTBGP6_RS10740,EZ55_02190,Protein Homology,2463825,2464112,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011043150.1,integration host factor subunit beta,WP_014949641.1,"GO:0006310,GO:0006355,GO:0006417,GO:0075713,GO:0003677,GO:0005694",chromosome|0005694||IEA,DNA binding|0003677||IEA,"DNA recombination|0006310||IEA,regulation of DNA-templated transcription|0006355||IEA,regulation of translation|0006417||IEA,establishment of integrated proviral latency|0075713||IEA",,EZ55_02190
rpsA,rpsA,ALTBGP6_RS10745,EZ55_02191,Protein Homology,2464189,2465859,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949642.1,30S ribosomal protein S1,WP_014949642.1,"GO:0006412,GO:0003723,GO:0003735,GO:0005840",ribosome|0005840||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA",translation|0006412||IEA,,EZ55_02191
cmk,cmk,ALTBGP6_RS10750,EZ55_02192,Protein Homology,2465978,2466649,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067326.1,(d)CMP kinase,WP_014976668.1,"GO:0015949,GO:0005524,GO:0036431",,"ATP binding|0005524||IEA,dCMP kinase activity|0036431||IEA",nucleobase-containing small molecule interconversion|0015949||IEA,,EZ55_02192
aroA,aroA,ALTBGP6_RS10755,EZ55_02193,Protein Homology,2466833,2468116,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976669.1,3-phosphoshikimate 1-carboxyvinyltransferase,WP_014976669.1,"GO:0009073,GO:0003866",,3-phosphoshikimate 1-carboxyvinyltransferase activity|0003866||IEA,aromatic amino acid family biosynthetic process|0009073||IEA,,EZ55_02193
serC,serC,ALTBGP6_RS10760,EZ55_02194,Protein Homology,2468118,2469203,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784171.1,3-phosphoserine/phosphohydroxythreonine transaminase,WP_014949645.1,"GO:0006564,GO:0003824,GO:0004648",,"catalytic activity|0003824||IEA,O-phospho-L-serine:2-oxoglutarate aminotransferase activity|0004648||IEA",L-serine biosynthetic process|0006564||IEA,,EZ55_02194
gyrA,gyrA,ALTBGP6_RS10765,EZ55_02195,Protein Homology,2469349,2472063,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998502.1,DNA topoisomerase (ATP-hydrolyzing) subunit A,WP_014949646.1,"GO:0006265,GO:0003916,GO:0003918,GO:0009330",DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) complex|0009330||IEA,"DNA topoisomerase activity|0003916||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA",DNA topological change|0006265||IEA,,EZ55_02195
ubiG,ubiG,ALTBGP6_RS10770,EZ55_02196,Protein Homology,2472366,2473070,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979406.1,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,WP_014976672.1,"GO:0006744,GO:0061542",,3-demethylubiquinol 3-O-methyltransferase activity|0061542||IEA,ubiquinone biosynthetic process|0006744||IEA,,EZ55_02196
nrdA,nrdA,ALTBGP6_RS10775,EZ55_02197,Protein Homology,2473620,2475941,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784174.1,class 1a ribonucleoside-diphosphate reductase subunit alpha,WP_014949648.1,"GO:0006260,GO:0004748,GO:0005524",,"ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA,ATP binding|0005524||IEA",DNA replication|0006260||IEA,,EZ55_02197
nrdB,nrdB,ALTBGP6_RS10780,EZ55_02198,Protein Homology,2476064,2477194,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018981838.1,class Ia ribonucleoside-diphosphate reductase subunit beta,WP_014949649.1,"GO:0009263,GO:0016491",,oxidoreductase activity|0016491||IEA,deoxyribonucleotide biosynthetic process|0009263||IEA,,EZ55_02198
yfaE,yfaE,ALTBGP6_RS10785,EZ55_02199,Protein Homology,2477207,2477479,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518617.1,class I ribonucleotide reductase maintenance protein YfaE,WP_014949650.1,GO:0051537,,2 iron%2C 2 sulfur cluster binding|0051537||IEA,,,EZ55_02199
ALTBGP6_RS10790,,ALTBGP6_RS10790,EZ55_02200,Protein Homology,2477594,2478331,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949651.1,SDR family oxidoreductase,WP_014949651.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,EZ55_02200
ALTBGP6_RS10795,,ALTBGP6_RS10795,EZ55_02201,Protein Homology,2478421,2478663,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976673.1,DUF2164 domain-containing protein,WP_156086472.1,,,,,,EZ55_02201
ALTBGP6_RS10800,,ALTBGP6_RS10800,EZ55_02202,Protein Homology,2478989,2479300,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949653.1,hypothetical protein,WP_156086473.1,,,,,,EZ55_02202
ALTBGP6_RS10805,,ALTBGP6_RS10805,EZ55_02203,Protein Homology,2479631,2480728,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949654.1,NADH:flavin oxidoreductase,WP_156086474.1,,,,,,EZ55_02203
ALTBGP6_RS10810,,ALTBGP6_RS10810,EZ55_02204,Protein Homology,2480766,2483099,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976676.1,sensor domain-containing phosphodiesterase,WP_156086475.1,"GO:0000160,GO:0007165,GO:0005515,GO:0071111",,"protein binding|0005515||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,EZ55_02204
ALTBGP6_RS10815,,ALTBGP6_RS10815,EZ55_02205,Protein Homology,2483165,2484349,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949656.1,diguanylate cyclase,WP_014949656.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,EZ55_02205
ALTBGP6_RS10820,,ALTBGP6_RS10820,EZ55_02206,Protein Homology,2484520,2485386,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976678.1,DMT family transporter,WP_156086476.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,EZ55_02206
purC,purC,ALTBGP6_RS10825,EZ55_02207,Protein Homology,2485575,2486288,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949658.1,phosphoribosylaminoimidazolesuccinocarboxamide synthase,WP_014949658.1,"GO:0006164,GO:0004639",,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity|0004639||IEA,purine nucleotide biosynthetic process|0006164||IEA,,EZ55_02207
bamC,bamC,ALTBGP6_RS10830,EZ55_02208,Protein Homology,2486301,2487404,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011575264.1,outer membrane protein assembly factor BamC,WP_014976679.1,,,,,,EZ55_02208
dapA,dapA,ALTBGP6_RS10835,EZ55_02209,Protein Homology,2487417,2488301,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949660.1,4-hydroxy-tetrahydrodipicolinate synthase,WP_014949660.1,"GO:0009089,GO:0008840",,4-hydroxy-tetrahydrodipicolinate synthase activity|0008840||IEA,lysine biosynthetic process via diaminopimelate|0009089||IEA,,EZ55_02209
ALTBGP6_RS10840,,ALTBGP6_RS10840,EZ55_02210,Protein Homology,2488480,2489043,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949661.1,glycine cleavage system protein R,WP_014976680.1,,,,,,EZ55_02210
bcp,bcp,ALTBGP6_RS10845,EZ55_02211,Protein Homology,2489021,2489485,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012518628.1,thioredoxin-dependent thiol peroxidase,WP_014949662.1,"GO:0016209,GO:0016491",,"antioxidant activity|0016209||IEA,oxidoreductase activity|0016491||IEA",,,EZ55_02211
ALTBGP6_RS10850,,ALTBGP6_RS10850,EZ55_02212,Protein Homology,2489646,2490719,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998517.1,AI-2E family transporter,WP_014949663.1,"GO:0055085,GO:1905887,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,"transmembrane transport|0055085||IEA,autoinducer AI-2 transmembrane transport|1905887||IEA",,EZ55_02212
bepA,bepA,ALTBGP6_RS10855,EZ55_02213,Protein Homology,2491064,2492527,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979415.1,beta-barrel assembly-enhancing protease,WP_014949664.1,,,,,,EZ55_02213
ALTBGP6_RS10860,,ALTBGP6_RS10860,EZ55_02214,Protein Homology,2492545,2493057,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979416.1,TlpA family protein disulfide reductase,WP_039234605.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,EZ55_02214
arsC,arsC,ALTBGP6_RS10865,EZ55_02215,Protein Homology,2493276,2493629,+,This arsenate reductase requires both glutathione and glutaredoxin to convert arsenate to arsenite%2C after which the efflux transporter formed by ArsA and ArsB can extrude the arsenite from the cell%2C providing resistance.,,COORDINATES: similar to AA sequence:RefSeq:WP_006086336.1,arsenate reductase (glutaredoxin),WP_061485948.1,"GO:0046685,GO:0008794",,arsenate reductase (glutaredoxin) activity|0008794||IEA,response to arsenic-containing substance|0046685||IEA,,EZ55_02215
wrbA,wrbA,ALTBGP6_RS10870,EZ55_02216,Protein Homology,2493629,2494219,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014949667.1,NAD(P)H:quinone oxidoreductase,WP_061485949.1,"GO:0003955,GO:0010181",,"NAD(P)H dehydrogenase (quinone) activity|0003955||IEA,FMN binding|0010181||IEA",,,EZ55_02216
ALTBGP6_RS10875,,ALTBGP6_RS10875,EZ55_02217,Protein Homology,2494296,2494718,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976684.1,DUF2069 domain-containing protein,WP_039220793.1,,,,,,EZ55_02217
ALTBGP6_RS10880,,ALTBGP6_RS10880,EZ55_02218,Protein Homology,2494762,2496729,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979420.1,hypothetical protein,WP_061485950.1,,,,,,EZ55_02218
