old_locus_tag,locus_tag_new,gene,product,has_primary_tss,antisense_tss_count,internal_tss_count,minus10_element_score,tss_distance_to_cds,resolved_locus_tag,resolution_method
PMM0884,PMED4_09951,coaD,putative pantetheine-phosphate adenylyltransferase,True,1,0,2.875441293,50.0,PMM0884,locus_tag:old_locus_tag
PMM0885,PMED4_09961,"dacB, pbp",putative D-Ala-D-Ala carboxypeptidase 3 (S13) family,True,5,3,4.78707193,0.0,PMM0885,locus_tag:old_locus_tag
PMM0886,PMED4_09971,,conserved hypothetical protein,True,0,0,2.566912558,65.0,PMM0886,locus_tag:old_locus_tag
PMM0887,PMED4_09981,nifS,possible cysteine desulfurase (class-V aminotransferase family),False,3,1,,,PMM0887,locus_tag:old_locus_tag
PMM0888,PMED4_09991,dapF,Diaminopimelate epimerase,False,0,1,,,PMM0888,locus_tag:old_locus_tag
PMM0889,PMED4_10001,leuS,Leucyl-tRNA synthetase,False,3,0,,,PMM0889,locus_tag:old_locus_tag
PMM0890,PMED4_10011,pgi,Phosphoglucose isomerase (PGI),False,2,0,,,PMM0890,locus_tag:old_locus_tag
PMM0891,PMED4_10021,purN,phosphoribosylglycinamide formyltransferase,False,1,1,,,PMM0891,locus_tag:old_locus_tag
PMM0892,PMED4_10031,argC,N-acetyl-gamma-glutamyl-phosphate reductase,False,2,0,,,PMM0892,locus_tag:old_locus_tag
PMM0893,PMED4_10041,ribB,"possible GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase",False,4,2,,,PMM0893,locus_tag:old_locus_tag
PMM0894,PMED4_10051,,Cyclophilin-type peptidyl-prolyl cis-trans isomerase,True,1,1,4.720043179,19.0,PMM0894,locus_tag:old_locus_tag
PMM0895,PMED4_10061,,conserved hypothetical protein,False,1,1,,,PMM0895,locus_tag:old_locus_tag
PMM0896,PMED4_10071,dnaJ2,DnaJ2 protein,False,1,0,,,PMM0896,locus_tag:old_locus_tag
PMM0897,PMED4_10081,dnaK,"Molecular chaperone DnaK, heat shock protein hsp70",True,2,0,3.933879861,66.0,PMM0897,locus_tag:old_locus_tag
PMM0898,PMED4_10091,petF,"ferredoxin, petF-like protein",False,1,0,,,PMM0898,locus_tag:old_locus_tag
PMM0899,PMED4_10101,suhB,Possible myo-inositol-1(or 4)-monophosphatase,True,1,1,4.423464314,82.0,PMM0899,locus_tag:old_locus_tag
PMM0900,PMED4_10111,hisZ,possible Histidyl-tRNA synthetase,False,11,2,,,PMM0900,locus_tag:old_locus_tag
PMM0901,PMED4_10121,htpG,heat shock protein HtpG,True,0,1,4.720043179,24.0,PMM0901,locus_tag:old_locus_tag
PMM0902,PMED4_10131,rpl28,50S ribosomal protein L28,True,0,0,4.720043179,18.0,PMM0902,locus_tag:old_locus_tag
PMM0903,PMED4_10141,,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein,False,1,0,,,PMM0903,locus_tag:old_locus_tag
PMM0904,PMED4_10151,,conserved hypothetical protein,False,1,0,,,PMM0904,locus_tag:old_locus_tag
PMM0905,PMED4_10161,,conserved hypothetical protein,False,1,0,,,PMM0905,locus_tag:old_locus_tag
PMM0907,PMED4_10181,Dxs,1-deoxy-D-xylulose 5-phosphate synthase,True,5,0,3.420104627,17.0,PMM0907,locus_tag:old_locus_tag
PMM0908,PMED4_10191,ilvA,threonine dehydratase,False,1,0,,,PMM0908,locus_tag:old_locus_tag
PMM0909,PMED4_10201,,Predicted transcriptional regulator containing the HTH domain,True,1,0,2.16346172,63.0,PMM0909,locus_tag:old_locus_tag
PMM0910,PMED4_10211,,Predicted integral membrane protein,True,0,0,4.262294506,16.0,PMM0910,locus_tag:old_locus_tag
PMM0911,PMED4_10221,,conserved hypothetical protein,False,1,1,,,PMM0911,locus_tag:old_locus_tag
PMM0912,PMED4_10231,pykF,Pyruvate kinase,True,1,0,3.933879861,21.0,PMM0912,locus_tag:old_locus_tag
PMM0913,PMED4_10241,salY,possible ABC transporter,False,2,0,,,PMM0913,locus_tag:old_locus_tag
PMM0914,PMED4_10251,,conserved hypothetical protein,False,3,1,,,PMM0914,locus_tag:old_locus_tag
PMM0915,PMED4_10261,lspA,putative lipoprotein signal peptidase,False,5,0,,,PMM0915,locus_tag:old_locus_tag
PMM0916,PMED4_10271,,GTPase SAR1 and related small G proteins,False,2,4,,,PMM0916,locus_tag:old_locus_tag
PMM0917,PMED4_10281,gadB,Pyridoxal-dependent decarboxylase family protein,False,1,2,,,PMM0917,locus_tag:old_locus_tag
PMM0918,PMED4_10291,cumB,putative cytidine/deoxycytidylate deaminase,False,3,0,,,PMM0918,locus_tag:old_locus_tag
PMM0920,PMED4_10311,glnA,"Glutamine synthetase, glutamate--ammonia ligase",True,2,2,2.875441293,38.0,PMM0920,locus_tag:old_locus_tag
PMM0921,PMED4_10321,,SAM (and some other nucleotide) binding motif:Generic methyl-transferase,False,1,0,,,PMM0921,locus_tag:old_locus_tag
PMM0923,PMED4_10341,rsbW,Anti-sigma regulatory factor (Ser/Thr protein kinase),True,1,0,4.720043179,17.0,PMM0923,locus_tag:old_locus_tag
PMM0924,PMED4_10351,,conserved hypothetical protein,True,0,0,4.78707193,92.0,PMM0924,locus_tag:old_locus_tag
PMM0925,PMED4_10361,,Predicted ATPase,True,5,5,4.78707193,53.0,PMM0925,locus_tag:old_locus_tag
PMM0926,PMED4_10371,psb28,possible Photosystem II reaction center Psb28 protein,True,0,0,4.262294506,15.0,PMM0926,locus_tag:old_locus_tag
PMM0927,PMED4_10381,,Predicted permease,False,2,1,,,PMM0927,locus_tag:old_locus_tag
PMM0928,PMED4_10391,secF,preprotein translocase subunit,False,0,1,,,PMM0928,locus_tag:old_locus_tag
PMM0929,PMED4_10401,secD,preprotein translocase subunit,False,4,1,,,PMM0929,locus_tag:old_locus_tag
PMM0930,PMED4_10411,pdhB,Pyruvate dehydrogenase E1 beta subunit,True,2,0,3.270970978,24.0,PMM0930,locus_tag:old_locus_tag
PMM0931,PMED4_10421,,conserved hypothetical protein,False,0,1,,,PMM0931,locus_tag:old_locus_tag
PMM0932,PMED4_10431,ispE,Putative 4-diphosphocytidyl-2C-methyl-D-erythritol kinase (CMK),True,2,2,4.720043179,13.0,PMM0932,locus_tag:old_locus_tag
PMM0933,PMED4_10441,ksgA,"putative rRNA (adenine-N6,N6)-dimethyltransferase",False,2,2,,,PMM0933,locus_tag:old_locus_tag
PMM0934,PMED4_10451,,conserved hypothetical protein,False,1,1,,,PMM0934,locus_tag:old_locus_tag
PMM0935,PMED4_10461,,Uncharacterized conserved protein,False,1,0,,,PMM0935,locus_tag:old_locus_tag
PMM0936,PMED4_10471,umuD,putative SOS mutagenesis protein UmuD,True,1,0,4.356435563,46.0,PMM0936,locus_tag:old_locus_tag
PMM0937,PMED4_10481,umuC,putative UmuC protein,False,1,1,,,PMM0937,locus_tag:old_locus_tag
PMM0938,PMED4_10491,,possible Serine hydroxymethyltransferase,False,1,0,,,PMM0938,locus_tag:old_locus_tag
PMM0939,PMED4_10501,dnaG,CHC2 zinc finger:Toprim domain,False,4,3,,,PMM0939,locus_tag:old_locus_tag
PMM0940,PMED4_10511,,"Integral membrane protein, DUF6",False,5,0,,,PMM0940,locus_tag:old_locus_tag
PMM0943,PMED4_10541,rps15,30S Ribosomal protein S15,True,1,0,3.86685111,15.0,PMM0943,locus_tag:old_locus_tag
PMM0945,PMED4_10561,dnaE,"DNA polymerase III, alpha subunit",True,4,1,2.230490471,15.0,PMM0945,locus_tag:old_locus_tag
PMM0946,PMED4_10571,gatA,Glutamyl-tRNA(Gln) amidotransferase A subunit,False,0,1,,,PMM0946,locus_tag:old_locus_tag
PMM0947,PMED4_10581,,conserved hypothetical protein,True,1,0,4.869176828,7.0,PMM0947,locus_tag:old_locus_tag
PMM0948,PMED4_10591,,"RNA methyltransferase TrmH, group 3",True,3,1,4.011730858,14.0,PMM0948,locus_tag:old_locus_tag
PMM0950,PMED4_10606,,STAS domain:Anti-sigma factor antagonist (NCBI),False,1,0,,,PMM0950,locus_tag:old_locus_tag
PMM0952,PMED4_10621,,putative Anthranilate synthase component II,False,2,0,,,PMM0952,locus_tag:old_locus_tag
PMM0953,PMED4_10631,,conserved hypothetical protein,True,1,0,4.423464314,54.0,PMM0953,locus_tag:old_locus_tag
PMM0954,PMED4_10641,,"ABC transporter, multidrug efflux family",False,0,1,,,PMM0954,locus_tag:old_locus_tag
PMM0955,PMED4_10651,msrA,Peptide methionine sulfoxide reductase,True,1,0,3.648123242,146.0,PMM0955,locus_tag:old_locus_tag
PMM0956,PMED4_10661,bacA,Bacitracin resistance protein BacA,False,3,0,,,PMM0956,locus_tag:old_locus_tag
PMM0957,PMED4_10671,,possible GRAM domain,True,0,0,3.498989593,3.0,PMM0957,locus_tag:old_locus_tag
PMM0958,PMED4_10701,,conserved hypothetical,True,0,0,4.720043179,2.0,PMM0958,locus_tag:old_locus_tag
PMM0959,PMED4_10711,,Predicted kinase,False,1,0,,,PMM0959,locus_tag:old_locus_tag
PMM0960,PMED4_10721,,Predicted hydrolase (HAD superfamily),True,1,0,4.78707193,48.0,PMM0960,locus_tag:old_locus_tag
PMM0961,PMED4_10731,,Glycoside hydrolase family 13,True,2,0,3.076433891,23.0,PMM0961,locus_tag:old_locus_tag
PMM0962,PMED4_10741,,possible Vng0271c,False,1,0,,,PMM0962,locus_tag:old_locus_tag
PMM0963,PMED4_10751,ureC,Urease alpha subunit,False,0,1,,,PMM0963,locus_tag:old_locus_tag
PMM0965,PMED4_10771,ureA,Urease gamma subunit,True,0,0,2.957546191,86.0,PMM0965,locus_tag:old_locus_tag
PMM0966,PMED4_10781,ureD,urease accessory protein UreD,True,0,1,2.16346172,18.0,PMM0966,locus_tag:old_locus_tag
PMM0968,PMED4_10801,ureF,urease accessory protein UreF,False,0,1,,,PMM0968,locus_tag:old_locus_tag
PMM0970,PMED4_10821,urtA,"putative urea ABC transporter, substrate binding protein",True,1,0,3.337999729,11.0,PMM0970,locus_tag:old_locus_tag
PMM0972,PMED4_10841,urtC,putative membrane protein of urea ABC transport system,False,1,0,,,PMM0972,locus_tag:old_locus_tag
PMM0974,PMED4_10861,urtE,Putative ATP-binding subunit of urea ABC transport system,True,0,0,4.262294506,56.0,PMM0974,locus_tag:old_locus_tag
PMM0975,PMED4_10911,,conserved hypothetical protein,True,2,0,4.78707193,4.0,PMM0975,locus_tag:old_locus_tag
PMM0976,PMED4_10921,,putative multidrug efflux ABC transporter,False,3,3,,,PMM0976,locus_tag:old_locus_tag
PMM0977,PMED4_10931,,putative multidrug efflux ABC transporter,False,1,0,,,PMM0977,locus_tag:old_locus_tag
PMM0978,PMED4_10941,,"conserved membrane protein, multidrug efflux associated",False,2,2,,,PMM0978,locus_tag:old_locus_tag
PMM0979,PMED4_10951,,hypothetical,False,1,1,,,PMM0979,locus_tag:old_locus_tag
PMM0980,PMED4_10961,,hypothetical,False,1,0,,,PMM0980,locus_tag:old_locus_tag
PMM0981,PMED4_10971,,Predicted permeases,False,1,2,,,PMM0981,locus_tag:old_locus_tag
PMM0982,PMED4_10981,,HNH endonuclease:HNH nuclease,True,3,0,3.933879861,16.0,PMM0982,locus_tag:old_locus_tag
PMM0983,PMED4_11001,,possible ATP synthase protein 8,True,1,0,3.961587724,18.0,PMM0983,locus_tag:old_locus_tag
PMM0985,PMED4_11051,,putative purine phosphoribosyltransferase,False,1,0,,,PMM0985,locus_tag:old_locus_tag
PMM0986,PMED4_11061,,Nucleoside 2-deoxyribosyltransferase,False,1,0,,,PMM0986,locus_tag:old_locus_tag
PMM0987,PMED4_11071,rps21,30S Ribosomal protein S21,True,0,0,4.78707193,12.0,PMM0987,locus_tag:old_locus_tag
PMM0988,PMED4_11081,,Helix-hairpin-helix DNA-binding motif class 1,False,1,0,,,PMM0988,locus_tag:old_locus_tag
PMM0989,PMED4_11091,,ATP/GTP-binding site motif A (P-loop),False,4,0,,,PMM0989,locus_tag:old_locus_tag
PMM0990,PMED4_11101,,conserved hypothetical protein,False,2,3,,,PMM0990,locus_tag:old_locus_tag
PMM0991,PMED4_11111,,possible Paired amphipathic helix repeat,True,0,0,4.869176828,0.0,PMM0991,locus_tag:old_locus_tag
PMM0992,PMED4_11131,,conserved hypotheticcal protein,True,1,0,4.262294506,64.0,PMM0992,locus_tag:old_locus_tag
PMM0993,PMED4_11141,,Peptidase E,True,0,0,3.270970978,17.0,PMM0993,locus_tag:old_locus_tag
PMM0994,PMED4_11151,,GCN5-related N-acetyltransferase,False,2,0,,,PMM0994,locus_tag:old_locus_tag
PMM0995,PMED4_11161,,hypothetical,True,2,1,2.306514142,29.0,PMM0995,locus_tag:old_locus_tag
PMM0996,PMED4_11181,,conserved hypothetical protein,True,0,0,2.981007048,17.0,PMM0996,locus_tag:old_locus_tag
PMM0997,PMED4_11211,,possible Protein of unknown function DUF67,False,1,0,,,PMM0997,locus_tag:old_locus_tag
PMM0998,PMED4_11231,,conserved hypothetical protein,False,1,1,,,PMM0998,locus_tag:old_locus_tag
PMM0999,PMED4_11241,,hypothetical,False,1,0,,,PMM0999,locus_tag:old_locus_tag
PMM1000,PMED4_11251,,conserved hypothetical protein,False,1,0,,,PMM1000,locus_tag:old_locus_tag
PMM1001,PMED4_11261,,conserved hypothetical protein,True,0,0,3.420104627,100.0,PMM1001,locus_tag:old_locus_tag
PMM1002,PMED4_11281,pepN,probable aminopeptidase N,False,4,0,,,PMM1002,locus_tag:old_locus_tag
PMM1003,PMED4_11301,,possible Photosystem II reaction centre N prot,False,1,2,,,PMM1003,locus_tag:old_locus_tag
PMM1004,PMED4_11321,purT,GAR transformylase 2,False,2,0,,,PMM1004,locus_tag:old_locus_tag
PMM1005,PMED4_11331,,possible Legume lectins alpha domain,True,0,0,4.78707193,18.0,PMM1005,locus_tag:old_locus_tag
PMM1006,PMED4_11341,btuE,Glutathione peroxidase,True,0,0,2.48480766,86.0,PMM1006,locus_tag:old_locus_tag
PMM1007,PMED4_11351,,Conserved hypothetical membrane protein,True,0,0,3.933879861,16.0,PMM1007,locus_tag:old_locus_tag
PMM1008,PMED4_11361,,hypothetical,True,2,0,3.270970978,27.0,PMM1008,locus_tag:old_locus_tag
PMM1009,PMED4_11371,,putative nitrogen regulation protein NifR3 family homolog,True,1,0,3.92962596,7.0,PMM1009,locus_tag:old_locus_tag
PMM1010,PMED4_11381,,conserved hypothetical protein,True,0,0,2.787049716,14.0,PMM1010,locus_tag:old_locus_tag
PMM1011,PMED4_11401,,hypothetical,False,1,0,,,PMM1011,locus_tag:old_locus_tag
PMM1012,PMED4_11421,,4-hydroxybenzoyl-CoA thioesterase family active site,False,1,0,,,PMM1012,locus_tag:old_locus_tag
PMM1015,PMED4_11461,,Predicted membrane protein,True,1,0,3.530951357,15.0,PMM1015,locus_tag:old_locus_tag
PMM1017,PMED4_11491,,conserved hypothetical,True,0,0,4.869176828,47.0,PMM1017,locus_tag:old_locus_tag
PMM1018,PMED4_11501,,Uncharacterized conserved protein,False,0,2,,,PMM1018,locus_tag:old_locus_tag
PMM1018a,PMED4_11521,,Conserved hypothetical protein,False,1,0,,,,unresolved
PMM1019,PMED4_11541,,possible Integrin alpha cytoplasmic region,True,0,0,2.875441293,29.0,PMM1019,locus_tag:old_locus_tag
PMM1020,PMED4_11561,,conserved hypothetical protein,True,1,0,3.933879861,34.0,PMM1020,locus_tag:old_locus_tag
PMM1021,PMED4_11571,,possible Gram-negative pili assembly chaperone,True,3,0,4.720043179,25.0,PMM1021,locus_tag:old_locus_tag
PMM1022,PMED4_11581,,conserved hypothetical,False,1,0,,,PMM1022,locus_tag:old_locus_tag
PMM1023,PMED4_11611,,"possible lactate/malate dehydrogenase, alpha/b",True,1,0,4.78707193,54.0,PMM1023,locus_tag:old_locus_tag
PMM1024,PMED4_11621,,hypothetical,False,2,0,,,PMM1024,locus_tag:old_locus_tag
PMM1025,PMED4_11631,,putative stress-induced protein OsmC,False,2,0,,,PMM1025,locus_tag:old_locus_tag
PMM1026,PMED4_11661,,Uncharacterized protein conserved in bacteria,True,0,0,3.420104627,5.0,PMM1026,locus_tag:old_locus_tag
PMM1027,PMED4_11671,,possible Inward rectifier potassium channel,True,1,0,4.869176828,71.0,PMM1027,locus_tag:old_locus_tag
PMM1030,PMED4_11731,,Ferric uptake regulator family,True,0,0,4.423464314,28.0,PMM1030,locus_tag:old_locus_tag
PMM1031,PMED4_11741,,"ABC transporter, ATP binding domain, possibly Mn transport",True,0,1,4.720043179,25.0,PMM1031,locus_tag:old_locus_tag
PMM1032,PMED4_11751,lraI,"ABC transporter, substrate binding protein, possibly Mn.",False,1,0,,,PMM1032,locus_tag:old_locus_tag
PMM1033,PMED4_11761,,Cobalamin synthesis protein/P47K,True,0,1,4.015984759,33.0,PMM1033,locus_tag:old_locus_tag
PMM1035,PMED4_11801,,"possible DNA gyrase/topoisomerase IV, subunit",False,1,0,,,PMM1035,locus_tag:old_locus_tag
PMM1037,PMED4_11821,,conserved hypothetical,False,1,0,,,PMM1037,locus_tag:old_locus_tag
PMM1038,PMED4_11831,,Uncharacterized conserved protein,False,1,2,,,PMM1038,locus_tag:old_locus_tag
PMM1039,PMED4_11841,,Uncharacterized protein conserved in bacteria,False,0,3,,,PMM1039,locus_tag:old_locus_tag
PMM1040,PMED4_11851,,Transglutaminase-like superfamily,True,0,0,4.78707193,95.0,PMM1040,locus_tag:old_locus_tag
PMM1041,PMED4_11861,,conserved hypothetical protein,False,1,0,,,PMM1041,locus_tag:old_locus_tag
PMM1042,PMED4_11871,,conserved hpothetical protein,True,0,1,4.356435563,16.0,PMM1042,locus_tag:old_locus_tag
PMM1043,PMED4_11881,,possible Borrelia lipoprotein,False,3,0,,,PMM1043,locus_tag:old_locus_tag
PMM1044,PMED4_11901,rbsK,possible pfkB family carbohydrate kinase,False,1,1,,,PMM1044,locus_tag:old_locus_tag
PMM1045,PMED4_11911,,conserved hypothetical,False,1,0,,,PMM1045,locus_tag:old_locus_tag
PMM1046,PMED4_11921,,"possible multidrug efflux transporter, MFS family",False,1,1,,,PMM1046,locus_tag:old_locus_tag
PMM1047,PMED4_11931,,Predicted dienelactone hydrolase,True,3,0,2.48480766,70.0,PMM1047,locus_tag:old_locus_tag
PMM1048,PMED4_11941,dppB,"putative ABC transporter, oligopeptides",False,0,2,,,PMM1048,locus_tag:old_locus_tag
PMM1049,PMED4_11951,ddpA,"ABC transporter, substrate binding protein, possibly oligopeptides",False,3,2,,,PMM1049,locus_tag:old_locus_tag
PMM1051,PMED4_11971,thrA,Homoserine dehydrogenase:ACT domain,True,1,2,4.720043179,17.0,PMM1051,locus_tag:old_locus_tag
PMM1052,PMED4_11981,,SufE protein probably involved in Fe-S center assembly,True,1,0,3.158538789,28.0,PMM1052,locus_tag:old_locus_tag
PMM1053,PMED4_11991,,5-formyltetrahydrofolate cyclo-ligase,False,2,1,,,PMM1053,locus_tag:old_locus_tag
PMM1054,PMED4_12001,ruvC,Crossover junction endodeoxyribonuclease RuvC,False,1,0,,,PMM1054,locus_tag:old_locus_tag
PMM1055,PMED4_12011,chlI,"Protoporphyrin IX Magnesium chelatase, ChlI subunit",True,0,1,3.679562672,30.0,PMM1055,locus_tag:old_locus_tag
PMM1056,PMED4_12021,lasT,probable tRNA/rRNA methyltransferase,False,1,2,,,PMM1056,locus_tag:old_locus_tag
PMM1057,PMED4_12031,cytM,cytochrome cM,True,0,0,2.350663868,,PMM1057,locus_tag:old_locus_tag
PMM1058,PMED4_12041,petG,"Cytochrome b6/f complex, subunit V",True,0,0,2.350663868,24.0,PMM1058,locus_tag:old_locus_tag
PMM1059,PMED4_12051,,N6-adenine-specific methylase,False,0,1,,,PMM1059,locus_tag:old_locus_tag
PMM1060,PMED4_12061,,Glutamine amidotransferase class-I,False,0,1,,,PMM1060,locus_tag:old_locus_tag
PMM1061,PMED4_12071,trxA,Thioredoxin,False,1,0,,,PMM1061,locus_tag:old_locus_tag
PMM1062,PMED4_12081,guaB,putative IMP dehydrogenase,False,2,1,,,PMM1062,locus_tag:old_locus_tag
PMM1063,PMED4_12091,gyrA,"DNA gyrase/topoisomerase IV, subunit A",True,4,1,3.933879861,13.0,PMM1063,locus_tag:old_locus_tag
PMM1064,PMED4_12101,crtL1,putative lycopene beta cyclase,False,1,1,,,PMM1064,locus_tag:old_locus_tag
PMM1065,PMED4_12111,,Uncharacterized conserved protein,False,3,0,,,PMM1065,locus_tag:old_locus_tag
PMM1066,PMED4_12121,leuA,2-isopropylmalate synthase,True,2,1,3.86685111,15.0,PMM1066,locus_tag:old_locus_tag
PMM1067,PMED4_12131,,possible Adenoviral fiber protein,True,0,1,3.420104627,29.0,PMM1067,locus_tag:old_locus_tag
PMM1068,PMED4_12141,,Predicted membrane-associated HD superfamily hydrolase,True,2,1,2.417778909,25.0,PMM1068,locus_tag:old_locus_tag
PMM1069,PMED4_12151,folD,putuative bifunctional Methylenetetrahydrofolate dehydrogenase Methenyltetrahydrofolate/cyclohydrolase,True,1,0,2.957546191,63.0,PMM1069,locus_tag:old_locus_tag
PMM1070,PMED4_12161,crtE,Polyprenyl synthetase,False,1,0,,,PMM1070,locus_tag:old_locus_tag
PMM1071,PMED4_12171,,Uncharacterized protein conserved in bacteria,False,3,0,,,PMM1071,locus_tag:old_locus_tag
PMM1072,PMED4_12181,cobB,"putative Cobyrinic acid a,c-diamide synthase",False,0,2,,,PMM1072,locus_tag:old_locus_tag
PMM1073,PMED4_12191,,Putative glucose 6-phosphate dehydrogenase effector OpcA,False,3,0,,,PMM1073,locus_tag:old_locus_tag
PMM1074,PMED4_12201,zwf,Glucose-6-phosphate dehydrogenase,False,0,2,,,PMM1074,locus_tag:old_locus_tag
PMM1075,PMED4_12211,petH,ferredoxin-NADP oxidoreductase (FNR),True,1,2,4.78707193,89.0,PMM1075,locus_tag:old_locus_tag
PMM1076,PMED4_12221,,conserved hypothetical protein,True,0,1,3.92962596,34.0,PMM1076,locus_tag:old_locus_tag
PMM1077,PMED4_12231,,two-component sensor histidine kinase,True,2,2,4.720043179,58.0,PMM1077,locus_tag:old_locus_tag
PMM1078,PMED4_12241,,conserved hypothetical,True,1,1,4.356435563,19.0,PMM1078,locus_tag:old_locus_tag
PMM1079,PMED4_12251,,possible Villin headpiece domain,True,0,0,2.230490471,19.0,PMM1079,locus_tag:old_locus_tag
PMM1080,PMED4_12261,kprS,Ribose-phosphate pyrophosphokinase,True,0,2,3.898686889,20.0,PMM1080,locus_tag:old_locus_tag
PMM1081,PMED4_12271,malQ,Putative 4-alpha-glucanotransferase,True,2,0,3.337999729,56.0,PMM1081,locus_tag:old_locus_tag
PMM1083,PMED4_12291,,possible kinase,True,4,0,4.869176828,33.0,PMM1083,locus_tag:old_locus_tag
PMM1084,PMED4_12301,cad,Orn/Lys/Arg decarboxylases family 1,True,5,1,4.356435563,45.0,PMM1084,locus_tag:old_locus_tag
PMM1085,PMED4_12311,cdsA,Phosphatidate cytidylyltransferase,False,1,1,,,PMM1085,locus_tag:old_locus_tag
PMM1086,PMED4_12321,todF,Alpha/beta hydrolase fold,True,0,3,4.78707193,44.0,PMM1086,locus_tag:old_locus_tag
PMM1087,PMED4_12331,gldA,putative glycerol dehydrogenase,False,1,1,,,PMM1087,locus_tag:old_locus_tag
PMM1088,PMED4_12341,clpC,ClpC,True,4,0,3.056497011,18.0,PMM1088,locus_tag:old_locus_tag
PMM1089,PMED4_12351,,putative ribosomal-protein-alanine acetyltransferase,True,0,1,4.78707193,39.0,PMM1089,locus_tag:old_locus_tag
PMM1090,PMED4_12361,lysA,Diaminopimelate decarboxylase,True,1,1,4.869176828,15.0,PMM1090,locus_tag:old_locus_tag
PMM1091,PMED4_12371,,Uncharacterized conserved protein,True,3,0,2.813222305,15.0,PMM1091,locus_tag:old_locus_tag
PMM1092,PMED4_12381,uppS,Undecaprenyl pyrophosphate synthetase (UPPS),False,0,1,,,PMM1092,locus_tag:old_locus_tag
PMM1093,PMED4_12391,BioB,Biotin synthase,False,2,0,,,PMM1093,locus_tag:old_locus_tag
PMM1094,PMED4_12401,,Predicted sulfurtransferase,False,1,0,,,PMM1094,locus_tag:old_locus_tag
PMM1095,PMED4_12411,F2J10.13,conserved hypothetical protein,False,1,0,,,PMM1095,locus_tag:old_locus_tag
PMM1096,PMED4_12421,,Lipoate synthase,False,1,1,,,PMM1096,locus_tag:old_locus_tag
PMM1097,PMED4_12431,recR,RecR protein,False,2,0,,,PMM1097,locus_tag:old_locus_tag
PMM1098,PMED4_12441,psbP,photosystem II oxygen evolving complex protein PsbP,True,2,0,3.933879861,21.0,PMM1098,locus_tag:old_locus_tag
PMM1099,PMED4_12451,,"ABC transporter, multidrug efflux family",True,2,1,4.78707193,3.0,PMM1099,locus_tag:old_locus_tag
PMM1101,PMED4_12471,srmB,putative ATP-dependent RNA helicase,True,2,0,3.420104627,82.0,PMM1101,locus_tag:old_locus_tag
PMM1102,PMED4_12481,recD,possible exodeoxyribonuclease V 67 kD polypeptide,False,1,1,,,PMM1102,locus_tag:old_locus_tag
PMM1103,PMED4_12491,recB,possible UvrD/REP helicase subunit B,False,8,4,,,PMM1103,locus_tag:old_locus_tag
PMM1104,PMED4_12501,,Putative protein-S-isoprenylcysteine methyltransferase,False,1,0,,,PMM1104,locus_tag:old_locus_tag
PMM1105,PMED4_12511,recC,possible exodeoxyribonuclease V subunit C 125 kD polypeptide,False,6,4,,,PMM1105,locus_tag:old_locus_tag
PMM1106,PMED4_12521,,conserved hypothetical protein,False,1,0,,,PMM1106,locus_tag:old_locus_tag
PMM1107,PMED4_12531,pdxJ,Pyridoxal phosphate biosynthetic protein PdxJ,True,0,1,4.869176828,72.0,PMM1107,locus_tag:old_locus_tag
PMM1108,PMED4_12541,,Phospholipid and glycerol acyltransferase (from 'motifs_6.msf'),True,3,2,2.417778909,10.0,PMM1108,locus_tag:old_locus_tag
PMM1109,PMED4_12551,,conserved hypothetical protein,False,1,1,,,PMM1109,locus_tag:old_locus_tag
PMM1110,PMED4_12561,,BolA-like protein,False,1,0,,,PMM1110,locus_tag:old_locus_tag
PMM1111,PMED4_12571,,Glutaredoxin-related protein,True,1,0,3.679562672,96.0,PMM1111,locus_tag:old_locus_tag
PMM1112,PMED4_12581,,conserved hypothetical protein,False,1,0,,,PMM1112,locus_tag:old_locus_tag
PMM1113,PMED4_12591,,two-component response regulator,False,2,0,,,PMM1113,locus_tag:old_locus_tag
PMM1115,PMED4_12611,crtH,putative carotenoid isomerase,False,2,1,,,PMM1115,locus_tag:old_locus_tag
PMM1116,PMED4_12621,gidA,NAD binding site:Glucose inhibited division protein A family,False,1,0,,,PMM1116,locus_tag:old_locus_tag
PMM1117,PMED4_12631,psbY,possible Photosystem II reaction center Y protein (PsbY),True,0,0,4.423464314,66.0,PMM1117,locus_tag:old_locus_tag
PMM1118,PMED4_12641,hli4,possible high light inducible protein,True,0,0,3.4368103,20.0,PMM1118,locus_tag:old_locus_tag
PMM1119,PMED4_12651,som,possible porin,True,0,1,2.48480766,11.0,PMM1119,locus_tag:old_locus_tag
PMM1120,PMED4_12661,,Sulfotransferase:TPR repeat,False,5,2,,,PMM1120,locus_tag:old_locus_tag
PMM1121,PMED4_12671,som,possible porin,True,2,2,3.961587724,14.0,PMM1121,locus_tag:old_locus_tag
PMM1122,PMED4_12691,apt,Phosphoribosyl transferase,False,2,2,,,PMM1122,locus_tag:old_locus_tag
PMM1123,PMED4_12701,hupE,putative hydrogenase accessory protein,True,0,0,2.417778909,98.0,PMM1123,locus_tag:old_locus_tag
PMM1124,PMED4_12721,,possible Natural resistance-associated macroph,True,2,1,3.337999729,69.0,PMM1124,locus_tag:old_locus_tag
PMM1125,PMED4_12731,,"possible Bacterial regulatory proteins, deoR f",True,0,1,3.894558973,73.0,PMM1125,locus_tag:old_locus_tag
