gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
PMT9312_RS07335,,PMT9312_RS07335,PMT9312_1420,Protein Homology,1332760.0,1334793.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376964.1,glycogen debranching protein,WP_011376964.1,"GO:0005975,GO:0005980,GO:0004133,GO:0019156,GO:0046872",,"glycogen debranching enzyme activity|0004133||IEA,isoamylase activity|0019156||IEA,metal ion binding|0046872||IEA","carbohydrate metabolic process|0005975||IEA,glycogen catabolic process|0005980||IEA",PMT9312_1420,1332760.0,1334793.0,+,CK_Pro_MIT9312_01420,glgX,"GO:0005975,GO:0005980,GO:0004133,GO:0004553,GO:0043169",CK_00034984,G.8, Glycogen and sugar metabolism,"COG1523,bactNOG00898,cyaNOG01839","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",3.2.1.68,isoamylase%3B debranching enzyme%3B glycogen alpha-1%2C6-glucanohydrolase,"carbohydrate metabolic process,glycogen catabolic process,carbohydrate metabolic process,glycogen catabolic process,glycogen debranching enzyme activity,hydrolase activity%2C hydrolyzing O-glycosyl compounds,cation binding",isoamylase,"PF02922,PF00128,IPR004193,IPR006047,IPR017853","Carbohydrate-binding module 48 (Isoamylase N-terminal domain),Alpha amylase%2C catalytic domain,Glycoside hydrolase%2C family 13%2C N-terminal,Glycosyl hydrolase%2C family 13%2C catalytic domain,Glycoside hydrolase superfamily",105,Energy metabolism / Biosynthesis and degradation of polysaccharides
PMT9312_RS07345,,PMT9312_RS07345,PMT9312_1421,Protein Homology,1334978.0,1336324.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008208.1,MFS transporter,WP_011376965.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,PMT9312_1421,1334978.0,1336324.0,+,CK_Pro_MIT9312_01421,glcH,"GO:0015758,GO:0005355",CK_00000074,Q.3,Carbohydrates%2C organic alcohols%2C and acids,"COG2211,bactNOG04999,bactNOG03269,bactNOG16546,bactNOG15145,bactNOG87294,bactNOG24481,cyaNOG01493,cyaNOG06288","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",,,"glucose transmembrane transport,glucose transmembrane transport,glucose transmembrane transporter activity",glucose transporter,PF13347,MFS/sugar transport protein,144,Transport and binding proteins / Carbohydrates%2C organic alcohols%2C and acids
PMT9312_RS07350,,PMT9312_RS07350,PMT9312_1422,Protein Homology,1336336.0,1337091.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806173.1,MlaE family ABC transporter permease,WP_011376966.1,"GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,PMT9312_1422,1336336.0,1337091.0,+,CK_Pro_MIT9312_01422,,,CK_00001069,,,"COG0767,bactNOG03541,cyaNOG00371,cyaNOG06025","COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",,,,ABC-type transport system%2C membrane component,"TIGR00056,PF02405,IPR003453","ABC transport permease subunit,Permease MlaE,ABC transport permease subunit MlaE%2C Proteobacteria",156,Hypothetical proteins / Conserved
PMT9312_RS07355,,PMT9312_RS07355,PMT9312_1423,Protein Homology,1337096.0,1337500.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806866.1,DUF3119 family protein,WP_011376967.1,,,,,PMT9312_1423,1337096.0,1337500.0,+,CK_Pro_MIT9312_01423,,,CK_00001070,,,"NOG12674,bactNOG67883,bactNOG40867,cyaNOG07192,cyaNOG03490","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF11317,IPR021467","Protein of unknown function (DUF3119),Protein of unknown function DUF3119",156,Hypothetical proteins / Conserved
PMT9312_RS07360,,PMT9312_RS07360,PMT9312_1424,Protein Homology,1337536.0,1338546.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807385.1,DUF3086 domain-containing protein,WP_011376968.1,,,,,PMT9312_1424,1337536.0,1338546.0,+,CK_Pro_MIT9312_01424,,,CK_00001071,,,"COG0642,COG1196,NOG10959,COG3096,COG3074,COG0419,COG0552,bactNOG16069,cyaNOG00526","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF11285,IPR021437","Protein of unknown function (DUF3086),Protein of unknown function DUF3086",156,Hypothetical proteins / Conserved
plsY,plsY,PMT9312_RS07365,PMT9312_1425,Protein Homology,1338552.0,1339145.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008211.1,glycerol-3-phosphate 1-O-acyltransferase PlsY,WP_011376969.1,"GO:0006654,GO:0008374,GO:0005886",plasma membrane|0005886||IEA,O-acyltransferase activity|0008374||IEA,phosphatidic acid biosynthetic process|0006654||IEA,PMT9312_1425,1338552.0,1339145.0,+,CK_Pro_MIT9312_01425,plsY,"GO:0008654,GO:0043772,GO:0005886",CK_00001072,"H.3,H.4,H.7","Glycerolipid metabolism,Glycerophospholipid metabolism,Sphingolipid and glycosphingolipid metabolism","COG0344,bactNOG29731,cyaNOG02743","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.3.1.15,glycerol-3-phosphate 1-O-acyltransferase%3B alpha-glycerophosphate acyltransferase%3B 3-glycerophosphate acyltransferase%3B ACP:sn-glycerol-3-phosphate acyltransferase%3B glycerol 3-phosphate acyltransferase%3B glycerol phosphate acyltransferase%3B glycerol phosphate transacylase%3B glycerophosphate acyltransferase%3B glycerophosphate transacylase%3B sn-glycerol 3-phosphate acyltransferase%3B sn-glycerol-3-phosphate acyltransferase%3B glycerol-3-phosphate O-acyltransferase (ambiguous),"phospholipid biosynthetic process,phospholipid biosynthetic process,acyl-phosphate glycerol-3-phosphate acyltransferase activity,phospholipid biosynthetic process,acyl-phosphate glycerol-3-phosphate acyltransferase activity,plasma membrane",glycerol-3-phosphate acyltransferase (GPAT),"TIGR00023,PF02660,IPR003811","acyl-phosphate glycerol 3-phosphate acyltransferase,Glycerol-3-phosphate acyltransferase,Glycerol-3-phosphate acyltransferase%2C PlsY","176,177","Fatty acid and phospholipid metabolism / Biosynthesis,Fatty acid and phospholipid metabolism / Degradation"
pyrF,pyrF,PMT9312_RS07370,PMT9312_1426,Protein Homology,1339129.0,1339857.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818944.1,orotidine-5'-phosphate decarboxylase,WP_011376970.1,"GO:0006207,GO:0044205,GO:0004590",,orotidine-5'-phosphate decarboxylase activity|0004590||IEA,"'de novo' pyrimidine nucleobase biosynthetic process|0006207||IEA,'de novo' UMP biosynthetic process|0044205||IEA",PMT9312_1426,1339129.0,1339857.0,-,CK_Pro_MIT9312_01426,pyrF,"GO:0006207,GO:0015949,GO:0006221,GO:0044205,GO:0004590,GO:0005515,GO:0016831,GO:0016829",CK_00001073,M.4,Pyrimidine ribonucleotide biosynthesis,"COG0284,bactNOG07935,cyaNOG00128","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",4.1.1.23,orotidine-5'-phosphate decarboxylase%3B orotidine-5'-monophosphate decarboxylase%3B orotodylate decarboxylase%3B orotidine phosphate decarboxylase%3B OMP decarboxylase%3B orotate monophosphate decarboxylase%3B orotidine monophosphate decarboxylase%3B orotidine phosphate decarboxylase%3B OMP-DC%3B orotate decarboxylase%3B orotidine 5'-phosphate decarboxylase%3B orotidylic decarboxylase%3B orotidylic acid decarboxylase%3B orotodylate decarboxylase%3B ODCase%3B orotic decarboxylase%3B orotidine-5'-phosphate carboxy-lyase,"'de novo' pyrimidine nucleobase biosynthetic process,nucleobase-containing small molecule interconversion,pyrimidine nucleotide biosynthetic process,'de novo' UMP biosynthetic process,'de novo' pyrimidine nucleobase biosynthetic process,nucleobase-containing small molecule interconversion,pyrimidine nucleotide biosynthetic process,'de novo' UMP biosynthetic process,orotidine-5'-phosphate decarboxylase activity,protein binding,carboxy-lyase activity,lyase activity",orotidine 5-phosphate decarboxylase,"TIGR01740,PF00215,PS00156,IPR001754,IPR014732,IPR018089","orotidine 5'-phosphate decarboxylase,Orotidine 5'-phosphate decarboxylase / HUMPS family,Orotidine 5'-phosphate decarboxylase active site.,Orotidine 5'-phosphate decarboxylase domain,Orotidine 5'-phosphate decarboxylase,Orotidine 5'-phosphate decarboxylase%2C active site",126,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Pyrimidine ribonucleotide biosynthesis
tyrS,tyrS,PMT9312_RS07375,PMT9312_1427,Protein Homology,1339864.0,1341102.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376971.1,tyrosine--tRNA ligase,WP_011376971.1,"GO:0006437,GO:0000166,GO:0004831,GO:0005524",,"nucleotide binding|0000166||IEA,tyrosine-tRNA ligase activity|0004831||IEA,ATP binding|0005524||IEA",tyrosyl-tRNA aminoacylation|0006437||IEA,PMT9312_1427,1339864.0,1341102.0,-,CK_Pro_MIT9312_01427,tyrS,"GO:0006418,GO:0006437,GO:0004831,GO:0000166,GO:0003723,GO:0004812,GO:0005524,GO:0005737",CK_00001074,"D.1.7,K.1","Trace metals,tRNA aminoacylation","COG0162,bactNOG01260,cyaNOG00801","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.1,tyrosine---tRNA ligase,"tRNA aminoacylation for protein translation,tyrosyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,tyrosyl-tRNA aminoacylation,tyrosine-tRNA ligase activity,nucleotide binding,RNA binding,aminoacyl-tRNA ligase activity,ATP binding,tRNA aminoacylation for protein translation,tyrosyl-tRNA aminoacylation,tyrosine-tRNA ligase activity,nucleotide binding,RNA binding,aminoacyl-tRNA ligase activity,ATP binding,cytoplasm",tyrosyl-tRNA synthetase,"TIGR00234,PF00579,PF01479,PS50889,IPR002305,IPR002942,IPR002307,IPR024088,IPR024108,IPR014729","tyrosine--tRNA ligase,tRNA synthetases class I (W and Y),S4 domain,S4 RNA-binding domain profile.,Aminoacyl-tRNA synthetase%2C class Ic,RNA-binding S4 domain,Tyrosine-tRNA ligase,Tyrosine-tRNA ligase%2C bacterial-type,Tyrosine-tRNA ligase%2C bacterial-type%2C type 2,Rossmann-like alpha/beta/alpha sandwich fold",137,Protein synthesis / tRNA aminoacylation
PMT9312_RS07380,,PMT9312_RS07380,PMT9312_1428,Protein Homology,1341122.0,1341445.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376972.1,DUF1825 family protein,WP_011376972.1,,,,,PMT9312_1428,1341122.0,1341445.0,-,CK_Pro_MIT9312_01428,,,CK_00001075,"D.1.9,R.2"," Other,Conserved hypothetical proteins","NOG12624,COG0419,COG0322,COG1892,bactNOG65887,bactNOG25451,cyaNOG03269,cyaNOG06883,cyaNOG03533","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF08855,IPR014954","Domain of unknown function (DUF1825),Protein of unknown function DUF1825",156,Hypothetical proteins / Conserved
PMT9312_RS07385,,PMT9312_RS07385,PMT9312_1429,Protein Homology,1341597.0,1342208.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806789.1,hypothetical protein,WP_011376973.1,,,,,PMT9312_1429,1341597.0,1342208.0,+,CK_Pro_MIT9312_01429,,,CK_00001076,R.2,Conserved hypothetical proteins,"NOG68085,NOG288545,bactNOG58121,bactNOG25481,cyaNOG05707,cyaNOG02914","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
PMT9312_RS07390,,PMT9312_RS07390,PMT9312_1430,Protein Homology,1342233.0,1343705.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805871.1,leucyl aminopeptidase,WP_011376974.1,,,,,PMT9312_1430,1342233.0,1343705.0,+,CK_Pro_MIT9312_01430,pepA,"GO:0046686,GO:0006508,GO:0004177,GO:0008235,GO:0030145,GO:0005829,GO:0005622",CK_00001077,"A.5,N.1","Pyruvate family (Ala%2C Val%2C Leu), DNA interactions","COG0260,bactNOG00130,cyaNOG00082","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",3.4.11.1,Transferred to 3.4.11.1,"response to cadmium ion,proteolysis,response to cadmium ion,proteolysis,aminopeptidase activity,metalloexopeptidase activity,manganese ion binding,response to cadmium ion,proteolysis,aminopeptidase activity,metalloexopeptidase activity,manganese ion binding,cytosol,intracellular",leucine aminopeptidase,"PF02789,PF00883,PS00631,IPR008283,IPR000819","Cytosol aminopeptidase family%2C N-terminal domain,Cytosol aminopeptidase family%2C catalytic domain,Cytosol aminopeptidase signature.,Peptidase M17%2C leucyl aminopeptidase%2C N-terminal,Peptidase M17%2C leucyl aminopeptidase%2C C-terminal","261,74","Regulatory functions / DNA interactions,Amino acid biosynthesis / Pyruvate family"
msrA,msrA,PMT9312_RS07395,PMT9312_1431,Protein Homology,1343717.0,1344319.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805092.1,peptide-methionine (S)-S-oxide reductase MsrA,WP_011376975.1,"GO:0006979,GO:0030091,GO:0008113,GO:0033744",,"peptide-methionine (S)-S-oxide reductase activity|0008113||IEA,L-methionine:thioredoxin-disulfide S-oxidoreductase activity|0033744||IEA","response to oxidative stress|0006979||IEA,protein repair|0030091||IEA",PMT9312_1431,1343717.0,1344319.0,-,CK_Pro_MIT9312_01431,msrA2,"GO:0006979,GO:0030091,GO:0055114,GO:0008113,GO:0016671",CK_00001078,D.1.4,Oxidative stress,"COG0225,bactNOG15303,bactNOG60465,bactNOG05199,cyaNOG05251","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.4.11,Transferred to 1.8.4.11,"response to oxidative stress,protein repair,oxidation-reduction process,response to oxidative stress,protein repair,oxidation-reduction process,peptide-methionine (S)-S-oxide reductase activity,oxidoreductase activity%2C acting on a sulfur group of donors%2C disulfide as acceptor",peptide methionine sulfoxide reductase,"TIGR00401,PF01625,IPR002569","peptide-methionine (S)-S-oxide reductase,Peptide methionine sulfoxide reductase,Peptide methionine sulphoxide reductase MsrA","140,149","Protein fate / Protein modification and repair,Cellular processes / Adaptations to atypical conditions"
lpxB,lpxB,PMT9312_RS07400,PMT9312_1432,Protein Homology,1344336.0,1345514.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008217.1,lipid-A-disaccharide synthase,WP_011376976.1,"GO:0009245,GO:0008915",,lipid-A-disaccharide synthase activity|0008915||IEA,lipid A biosynthetic process|0009245||IEA,PMT9312_1432,1344336.0,1345514.0,-,CK_Pro_MIT9312_01432,lpxB,"GO:0009245,GO:0008915",CK_00001079,C.3,Surface polysaccharides and lipopolysaccharides,"COG0763,bactNOG02346,cyaNOG00044","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.4.1.182,lipid-A-disaccharide synthase%3B UDP-2%2C3-bis(3-hydroxytetradecanoyl)glucosamine:2%2C3-bis-(3-hydroxytetradecanoyl)-beta-D-glucosaminyl-1-phosphate 2%2C3-bis(3-hydroxytetradecanoyl)-glucosaminyltransferase (incorrect),"lipid A biosynthetic process,lipid A biosynthetic process,lipid-A-disaccharide synthase activity",lipid-A-disaccharide synthase,"TIGR00215,PF02684,IPR003835","lipid-A-disaccharide synthase,Lipid-A-disaccharide synthetase,Glycosyl transferase%2C family 19",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides
lpxA,lpxA,PMT9312_RS07405,PMT9312_1433,Protein Homology,1345511.0,1346353.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376977.1,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,WP_011376977.1,"GO:0008610,GO:0008780",,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity|0008780||IEA,lipid biosynthetic process|0008610||IEA,PMT9312_1433,1345511.0,1346353.0,-,CK_Pro_MIT9312_01433,lpxA,"GO:0009245,GO:0008610,GO:0008780,GO:0008780,GO:0016740",CK_00001080,,,"COG1043,bactNOG00670,cyaNOG00423","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.3.1.129,acyl-[acyl-carrier-protein]---UDP-N-acetylglucosamine O-acyltransferase%3B UDP-N-acetylglucosamine acyltransferase%3B uridine diphosphoacetylglucosamine acyltransferase%3B acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase%3B (R)-3-hydroxytetradecanoyl-[acyl-carrier-protein]:UDP-N-acetylglucosamine 3-O-(3-hydroxytetradecanoyl)transferase,"lipid A biosynthetic process,lipid biosynthetic process,lipid A biosynthetic process,lipid biosynthetic process,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity,acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity,transferase activity",acyl-[acyl-carrier-protein]-UDP-N- acetylglucosamine O-acyltransferase,"TIGR01852,PF13720,PF00132,PS00101,IPR010137,IPR029098,IPR018357,IPR001451","acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase,Udp N-acetylglucosamine O-acyltransferase%3B Domain 2,Bacterial transferase hexapeptide (six repeats),Hexapeptide-repeat containing-transferases signature.,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,UDP N-acetylglucosamine O-acyltransferase%2C C-terminal,Hexapeptide transferase%2C conserved site,Hexapeptide repeat",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides
fabZ,fabZ,PMT9312_RS07410,PMT9312_1434,Protein Homology,1346358.0,1346816.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863449.1,3-hydroxyacyl-ACP dehydratase FabZ,WP_011376978.1,,,,,PMT9312_1434,1346358.0,1346816.0,-,CK_Pro_MIT9312_01434,fabZ,"GO:0006633,GO:0006629,GO:0009245,GO:0008693,GO:0042802,GO:0047451,GO:0016829,GO:0016836,GO:0005829",CK_00001081,H.2,Fatty acid metabolism,"COG0764,bactNOG30446,cyaNOG02760,cyaNOG06161","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",4.2.1.59,3-hydroxyacyl-[acyl-carrier-protein] dehydratase%3B fabZ (gene name)%3B fabA (gene name)%3B D-3-hydroxyoctanoyl-[acyl carrier protein] dehydratase%3B D-3-hydroxyoctanoyl-acyl carrier protein dehydratase%3B beta-hydroxyoctanoyl-acyl carrier protein dehydrase%3B beta-hydroxyoctanoyl thioester dehydratase%3B beta-hydroxyoctanoyl-ACP-dehydrase%3B (3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase%3B (3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase (oct-2-enoyl-[acyl-carrier protein]-forming)%3B 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase,"fatty acid biosynthetic process,lipid metabolic process,lipid A biosynthetic process,fatty acid biosynthetic process,lipid metabolic process,lipid A biosynthetic process,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity,identical protein binding,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,lyase activity,hydro-lyase activity,fatty acid biosynthetic process,lipid metabolic process,lipid A biosynthetic process,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity,identical protein binding,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,lyase activity,hydro-lyase activity,cytosol",beta-hydroxy-acyl-(acyl-carrier-protein) dehydratase (DH),"TIGR01750,PF07977,IPR010084,IPR013114","beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ,FabA-like domain,Beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ,Beta-hydroxydecanoyl thiol ester dehydrase%2C FabA/FabZ",176,Fatty acid and phospholipid metabolism / Biosynthesis
lpxC,lpxC,PMT9312_RS07415,PMT9312_1435,Protein Homology,1346822.0,1347670.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376979.1,UDP-3-O-acyl-N-acetylglucosamine deacetylase,WP_011376979.1,"GO:0009245,GO:0103117",,UDP-3-O-acyl-N-acetylglucosamine deacetylase activity|0103117||IEA,lipid A biosynthetic process|0009245||IEA,PMT9312_1435,1346822.0,1347670.0,-,CK_Pro_MIT9312_01435,lpxC,"GO:0009245,GO:0008759",CK_00001082,C.3,Surface polysaccharides and lipopolysaccharides,"COG0774,bactNOG00097,cyaNOG04743,cyaNOG01017","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",3.5.1.108,UDP-3-O-acyl-N-acetylglucosamine deacetylase%3B LpxC protein%3B LpxC enzyme%3B LpxC deacetylase%3B deacetylase LpxC%3B UDP-3-O-acyl-GlcNAc deacetylase%3B UDP-3-O-((R)-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase%3B UDP-(3-O-acyl)-N-acetylglucosamine deacetylase%3B UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase%3B UDP-(3-O-(R-3-hydroxymyristoyl))-N-acetylglucosamine deacetylase%3B UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetylglucosamine amidohydrolase,"lipid A biosynthetic process,lipid A biosynthetic process,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity",UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,"TIGR00325,PF03331,IPR004463","UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,UDP-3-O-acyl N-acetylglycosamine deacetylase,UDP-3-O-acyl N-acetylglucosamine deacetylase",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides
PMT9312_RS07420,,PMT9312_RS07420,PMT9312_1436,Protein Homology,1347671.0,1349809.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818953.1,BamA/TamA family outer membrane protein,WP_011376980.1,GO:0019867,outer membrane|0019867||IEA,,,PMT9312_1436,1347671.0,1349809.0,-,CK_Pro_MIT9312_01436,bamA,GO:0019867,CK_00001083,"C.4,Q.6","Surface structures,Porins","COG4775,COG0729,bactNOG98379,bactNOG92117,bactNOG99990,cyaNOG01368","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,outer membrane,outer membrane protein insertion porin family,"PF07244,PF01103,PF08479,IPR010827,IPR000184,IPR013686,IPR039910","Surface antigen variable number repeat,Surface antigen,POTRA domain%2C ShlB-type,POTRA domain%2C BamA/TamA-like,Bacterial surface antigen (D15),Polypeptide-transport-associated%2C ShlB-type,Surface antigen D15-like","182,91","Transport and binding proteins / Porins,Cell envelope / Surface structures"
