gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
ribBA,ribBA,SYNPCC7942_RS07325,Synpcc7942_1432,Protein Homology,1485025,1486710,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378031.1,bifunctional 3%2C4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II,WP_011378031.1,"GO:0003935,GO:0008686",,"GTP cyclohydrolase II activity|0003935||IEA,3%2C4-dihydroxy-2-butanone-4-phosphate synthase activity|0008686||IEA",,,Synpcc7942_1432,"3.5.4.25,4.1.99.12"
SYNPCC7942_RS14265,,SYNPCC7942_RS14265,SYNPCC7942_RS14265,GeneMarkS-2+,1486850,1486984,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_265575003.1,,,,,,,
argC,argC,SYNPCC7942_RS07330,Synpcc7942_1433,Protein Homology,1486983,1488041,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242437.1,N-acetyl-gamma-glutamyl-phosphate reductase,WP_011242437.1,"GO:0006526,GO:0006592,GO:0003942,GO:0070401",,"N-acetyl-gamma-glutamyl-phosphate reductase activity|0003942||IEA,NADP+ binding|0070401||IEA","L-arginine biosynthetic process|0006526||IEA,ornithine biosynthetic process|0006592||IEA",,Synpcc7942_1433,1.2.1.38
SYNPCC7942_RS07335,,SYNPCC7942_RS07335,Synpcc7942_1434,Protein Homology,1488255,1488854,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242436.1,hypothetical protein,WP_011242436.1,,,,,,Synpcc7942_1434,
menD,menD,SYNPCC7942_RS07340,Synpcc7942_1435,Protein Homology,1488975,1490723,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242435.1,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,WP_011242435.1,"GO:0009234,GO:0030976,GO:0070204",,"thiamine pyrophosphate binding|0030976||IEA,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity|0070204||IEA",menaquinone biosynthetic process|0009234||IEA,,Synpcc7942_1435,2.2.1.9
SYNPCC7942_RS07345,,SYNPCC7942_RS07345,Synpcc7942_1436,Protein Homology,1490759,1491178,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378032.1,hypothetical protein,WP_231621300.1,,,,,,Synpcc7942_1436,
SYNPCC7942_RS07350,,SYNPCC7942_RS07350,Synpcc7942_1437,Protein Homology,1491286,1491564,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242433.1,DUF6439 family protein,WP_011242433.1,,,,,,Synpcc7942_1437,
SYNPCC7942_RS07355,,SYNPCC7942_RS07355,Synpcc7942_1438,Protein Homology,1491796,1492191,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242431.1,ATP-binding protein,WP_231621403.1,"GO:0005524,GO:0016787",,"ATP binding|0005524||IEA,hydrolase activity|0016787||IEA",,,Synpcc7942_1438,
SYNPCC7942_RS07360,,SYNPCC7942_RS07360,Synpcc7942_1439,Protein Homology,1492429,1494030,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242430.1,NAD(P)H-quinone oxidoreductase subunit 4,WP_011242430.1,,,,,,Synpcc7942_1439,
thrB,thrB,SYNPCC7942_RS07365,Synpcc7942_1440,Protein Homology,1494173,1495093,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242429.1,homoserine kinase,WP_011242429.1,"GO:0009088,GO:0004413,GO:0005524",,"homoserine kinase activity|0004413||IEA,ATP binding|0005524||IEA",threonine biosynthetic process|0009088||IEA,,Synpcc7942_1440,2.7.1.39
cbiB,cbiB,SYNPCC7942_RS07370,Synpcc7942_1441,Protein Homology,1495174,1496151,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242428.1,adenosylcobinamide-phosphate synthase CbiB,WP_011242428.1,"GO:0009236,GO:0048472,GO:0016020",membrane|0016020||IEA,threonine-phosphate decarboxylase activity|0048472||IEA,cobalamin biosynthetic process|0009236||IEA,,Synpcc7942_1441,
SYNPCC7942_RS07375,,SYNPCC7942_RS07375,Synpcc7942_1442,Protein Homology,1496399,1496833,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242427.1,VOC family protein,WP_011242427.1,"GO:0003824,GO:0046872",,"catalytic activity|0003824||IEA,metal ion binding|0046872||IEA",,,Synpcc7942_1442,
fba,fba,SYNPCC7942_RS07385,Synpcc7942_1443,Protein Homology,1497217,1498290,+,catalyzes the reversible aldol condensation of dihydroxyacetonephosphate and glyceraldehyde 3-phosphate in the Calvin cycle%2C glycolysis%2C and/or gluconeogenesis,,COORDINATES: similar to AA sequence:RefSeq:WP_010317460.1,class II fructose-bisphosphate aldolase,WP_011242426.1,"GO:0006096,GO:0004332",,fructose-bisphosphate aldolase activity|0004332||IEA,glycolytic process|0006096||IEA,,Synpcc7942_1443,4.1.2.13
SYNPCC7942_RS07395,,SYNPCC7942_RS07395,Synpcc7942_1445,Protein Homology,1498702,1499817,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378034.1,CARDB domain-containing protein,WP_011378034.1,,,,,,Synpcc7942_1445,
SYNPCC7942_RS07400,,SYNPCC7942_RS07400,Synpcc7942_1446,Protein Homology,1499923,1500342,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378035.1,hypothetical protein,WP_011378035.1,,,,,,Synpcc7942_1446,
SYNPCC7942_RS07405,,SYNPCC7942_RS07405,Synpcc7942_1447,Protein Homology,1500489,1501307,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242423.1,carbonic anhydrase,WP_011378036.1,"GO:0004089,GO:0008270",,"carbonate dehydratase activity|0004089||IEA,zinc ion binding|0008270||IEA",,,Synpcc7942_1447,4.2.1.1
nadA,nadA,SYNPCC7942_RS07410,Synpcc7942_1448,Protein Homology,1501343,1502305,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242422.1,quinolinate synthase NadA,WP_011242422.1,"GO:0009435,GO:0008987,GO:0051539",,"quinolinate synthetase A activity|0008987||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",NAD biosynthetic process|0009435||IEA,,Synpcc7942_1448,2.5.1.72
lpxD,lpxD,SYNPCC7942_RS07415,Synpcc7942_1449,Protein Homology,1502325,1503392,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242421.1,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,WP_011242421.1,"GO:0009245,GO:0016410",,N-acyltransferase activity|0016410||IEA,lipid A biosynthetic process|0009245||IEA,,Synpcc7942_1449,2.3.1.191
SYNPCC7942_RS07420,,SYNPCC7942_RS07420,Synpcc7942_1450,Protein Homology,1503457,1504257,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242420.1,phosphate ABC transporter ATP-binding protein,WP_011378037.1,"GO:0006817,GO:0005524,GO:0016887,GO:0016020",membrane|0016020||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",phosphate ion transport|0006817||IEA,,Synpcc7942_1450,
SYNPCC7942_RS07425,,SYNPCC7942_RS07425,Synpcc7942_1451,Protein Homology,1504300,1504761,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242419.1,hypothetical protein,WP_011242419.1,,,,,,Synpcc7942_1451,
radA,radA,SYNPCC7942_RS07430,Synpcc7942_1452,Protein Homology,1504758,1506194,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242418.1,DNA repair protein RadA,WP_011378038.1,"GO:0006281,GO:0003684,GO:0005524",,"damaged DNA binding|0003684||IEA,ATP binding|0005524||IEA",DNA repair|0006281||IEA,,Synpcc7942_1452,
rpaB,rpaB,SYNPCC7942_RS07435,Synpcc7942_1453,Protein Homology,1506399,1507133,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378039.1,response regulator transcription factor RpaB,WP_011378039.1,"GO:0000160,GO:0003677",,DNA binding|0003677||IEA,phosphorelay signal transduction system|0000160||IEA,,Synpcc7942_1453,
plsX,plsX,SYNPCC7942_RS07440,Synpcc7942_1454,Protein Homology,1507284,1508324,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242416.1,phosphate acyltransferase PlsX,WP_011242416.1,"GO:0008610,GO:0043811",,phosphate:acyl-[acyl carrier protein] acyltransferase activity|0043811||IEA,lipid biosynthetic process|0008610||IEA,,Synpcc7942_1454,2.3.1.274
SYNPCC7942_RS07445,,SYNPCC7942_RS07445,Synpcc7942_1455,Protein Homology,1508394,1509401,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242415.1,beta-ketoacyl-ACP synthase III,WP_011242415.1,"GO:0006633,GO:0004315,GO:0016746,GO:0033818",,"3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA,acyltransferase activity|0016746||IEA,beta-ketoacyl-acyl-carrier-protein synthase III activity|0033818||IEA",fatty acid biosynthetic process|0006633||IEA,,Synpcc7942_1455,2.3.1.180
fabD,fabD,SYNPCC7942_RS07450,Synpcc7942_1456,Protein Homology,1509455,1510336,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242414.1,ACP S-malonyltransferase,WP_011242414.1,"GO:0006633,GO:0004314",,[acyl-carrier-protein] S-malonyltransferase activity|0004314||IEA,fatty acid biosynthetic process|0006633||IEA,,Synpcc7942_1456,2.3.1.39
SYNPCC7942_RS07455,,SYNPCC7942_RS07455,Synpcc7942_1457,Protein Homology,1510305,1510982,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242413.1,lysophospholipid acyltransferase family protein,WP_011242413.1,"GO:0008654,GO:0016746",,acyltransferase activity|0016746||IEA,phospholipid biosynthetic process|0008654||IEA,,Synpcc7942_1457,2.3.1.-
SYNPCC7942_RS07460,,SYNPCC7942_RS07460,Synpcc7942_1458,Protein Homology,1510962,1511528,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378040.1,YdcF family protein,WP_011378040.1,GO:1904047,,S-adenosyl-L-methionine binding|1904047||IEA,,,Synpcc7942_1458,
tsaB,tsaB,SYNPCC7942_RS07465,Synpcc7942_1459,Protein Homology,1511592,1512212,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242411.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,WP_011242411.1,GO:0002949,,,tRNA threonylcarbamoyladenosine modification|0002949||IEA,,Synpcc7942_1459,2.3.1.234
SYNPCC7942_RS07470,,SYNPCC7942_RS07470,Synpcc7942_1460,Protein Homology,1512321,1512578,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010873757.1,Ycf34 family protein,WP_011242410.1,,,,,,Synpcc7942_1460,
SYNPCC7942_RS07475,,SYNPCC7942_RS07475,Synpcc7942_1461,Protein Homology,1512709,1514067,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015167008.1,di-heme oxidoredictase family protein,WP_071818118.1,,,,,,Synpcc7942_1461,
SYNPCC7942_RS07480,,SYNPCC7942_RS07480,Synpcc7942_1462,Protein Homology,1514071,1515141,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011242408.1,iron-regulated protein A,WP_011242408.1,,,,,,Synpcc7942_1462,
SYNPCC7942_RS07485,,SYNPCC7942_RS07485,Synpcc7942_1463,Protein Homology,1515369,1517000,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378042.1,iron uptake porin,WP_011378042.1,"GO:0033212,GO:0015093,GO:0016020,GO:0046930","membrane|0016020||IEA,pore complex|0046930||IEA",ferrous iron transmembrane transporter activity|0015093||IEA,iron import into cell|0033212||IEA,,Synpcc7942_1463,
SYNPCC7942_RS07490,,SYNPCC7942_RS07490,Synpcc7942_1464,Protein Homology,1517237,1518832,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378043.1,iron uptake porin,WP_011378043.1,"GO:0033212,GO:0015093,GO:0016020,GO:0046930","membrane|0016020||IEA,pore complex|0046930||IEA",ferrous iron transmembrane transporter activity|0015093||IEA,iron import into cell|0033212||IEA,,Synpcc7942_1464,
SYNPCC7942_RS07495,,SYNPCC7942_RS07495,Synpcc7942_1465,Protein Homology,1519009,1519449,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011432485.1,RrF2 family transcriptional regulator,WP_039755680.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,Synpcc7942_1465,
cysK,cysK,SYNPCC7942_RS07500,Synpcc7942_1466,Protein Homology,1519706,1520668,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244763.1,cysteine synthase A,WP_173282540.1,"GO:0006535,GO:0004124",,cysteine synthase activity|0004124||IEA,cysteine biosynthetic process from serine|0006535||IEA,,Synpcc7942_1466,2.5.1.47
SYNPCC7942_RS07505,,SYNPCC7942_RS07505,Synpcc7942_1467,Protein Homology,1520674,1521363,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378044.1,J domain-containing protein,WP_011378044.1,,,,,,Synpcc7942_1467,
SYNPCC7942_RS07510,,SYNPCC7942_RS07510,Synpcc7942_1468,Protein Homology,1521482,1522141,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244765.1,Na(+)/H(+) antiporter subunit B,WP_011244765.1,,,,,,Synpcc7942_1468,
SYNPCC7942_RS07515,,SYNPCC7942_RS07515,Synpcc7942_1469,Protein Homology,1522138,1522719,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378045.1,DUF4040 domain-containing protein,WP_011378045.1,,,,,,Synpcc7942_1469,
SYNPCC7942_RS13760,,SYNPCC7942_RS13760,Synpcc7942_1470,Protein Homology,1522712,1523005,-,,,COORDINATES: protein motif:HMM:NF015302.6,monovalent cation/H(+) antiporter subunit G,WP_011244767.1,,,,,,Synpcc7942_1470,
SYNPCC7942_RS07520,,SYNPCC7942_RS07520,Synpcc7942_1471,Protein Homology,1523002,1523259,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244768.1,hypothetical protein,WP_011244768.1,,,,,,Synpcc7942_1471,
SYNPCC7942_RS07525,,SYNPCC7942_RS07525,Synpcc7942_1472,Protein Homology,1523256,1523642,-,,,COORDINATES: protein motif:HMM:NF014012.6,Na+/H+ antiporter subunit E,WP_011378046.1,"GO:0006812,GO:0008324,GO:0016020",membrane|0016020||IEA,monoatomic cation transmembrane transporter activity|0008324||IEA,monoatomic cation transport|0006812||IEA,,Synpcc7942_1472,
SYNPCC7942_RS07530,,SYNPCC7942_RS07530,Synpcc7942_1473,Protein Homology,1523639,1525081,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244769.1,cation:proton antiporter,WP_011378047.1,GO:0051139,,metal cation:proton antiporter activity|0051139||IEA,,,Synpcc7942_1473,
SYNPCC7942_RS07535,,SYNPCC7942_RS07535,Synpcc7942_1474,Protein Homology,1525078,1525413,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244770.1,cation:proton antiporter subunit C,WP_011244770.1,,,,,,Synpcc7942_1474,
SYNPCC7942_RS07540,,SYNPCC7942_RS07540,Synpcc7942_1475,Protein Homology,1525833,1526954,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244771.1,sodium-dependent bicarbonate transport family permease,WP_011244771.1,,,,,,Synpcc7942_1475,
SYNPCC7942_RS07545,,SYNPCC7942_RS07545,Synpcc7942_1476,Protein Homology,1527717,1528031,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006514274.1,P-II family nitrogen regulator,WP_011244772.1,"GO:0006808,GO:0030234",,enzyme regulator activity|0030234||IEA,regulation of nitrogen utilization|0006808||IEA,,Synpcc7942_1476,
SYNPCC7942_RS07550,,SYNPCC7942_RS07550,Synpcc7942_1477,Protein Homology,1528142,1530337,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378048.1,transglutaminase family protein,WP_011378048.1,,,,,,Synpcc7942_1477,
SYNPCC7942_RS07555,,SYNPCC7942_RS07555,Synpcc7942_1478,Protein Homology,1530415,1530852,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378049.1,c-type cytochrome,WP_011378049.1,"GO:0009055,GO:0020037",,"electron transfer activity|0009055||IEA,heme binding|0020037||IEA",,,Synpcc7942_1478,
petG,petG,SYNPCC7942_RS07560,Synpcc7942_1479,Protein Homology,1530970,1531083,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378050.1,cytochrome b6-f complex subunit V,WP_011378050.1,"GO:0015979,GO:0017004,GO:0045158",,electron transporter%2C transferring electrons within cytochrome b6/f complex of photosystem II activity|0045158||IEA,"photosynthesis|0015979||IEA,cytochrome complex assembly|0017004||IEA",,Synpcc7942_1479,
rsmD,rsmD,SYNPCC7942_RS07565,Synpcc7942_1480,Protein Homology,1531194,1531748,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244776.1,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,WP_011244776.1,"GO:0031167,GO:0052913",,16S rRNA (guanine(966)-N(2))-methyltransferase activity|0052913||IEA,rRNA methylation|0031167||IEA,,Synpcc7942_1480,2.1.1.171
hisH,hisH,SYNPCC7942_RS07570,Synpcc7942_1481,Protein Homology,1531745,1532398,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244777.1,imidazole glycerol phosphate synthase subunit HisH,WP_011244777.1,"GO:0000105,GO:0000107",,imidazoleglycerol-phosphate synthase activity|0000107||IEA,L-histidine biosynthetic process|0000105||IEA,,Synpcc7942_1481,4.3.2.10
SYNPCC7942_RS07575,,SYNPCC7942_RS07575,Synpcc7942_1482,Protein Homology,1532605,1534170,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244778.1,DUF3370 domain-containing protein,WP_011244778.1,,,,,,Synpcc7942_1482,
SYNPCC7942_RS07580,,SYNPCC7942_RS07580,Synpcc7942_1483,Protein Homology,1534449,1534877,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244779.1,HIT family protein,WP_011244779.1,GO:1904047,,S-adenosyl-L-methionine binding|1904047||IEA,,,Synpcc7942_1483,
SYNPCC7942_RS07585,,SYNPCC7942_RS07585,Synpcc7942_1484,Protein Homology,1534874,1536367,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378051.1,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,WP_011378051.1,"GO:0008360,GO:0009058,GO:0051301,GO:0005524,GO:0016874",,"ATP binding|0005524||IEA,ligase activity|0016874||IEA","regulation of cell shape|0008360||IEA,biosynthetic process|0009058||IEA,cell division|0051301||IEA",,Synpcc7942_1484,6.3.2.13
SYNPCC7942_RS07590,,SYNPCC7942_RS07590,Synpcc7942_1485,Protein Homology,1536407,1536673,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244781.1,glutaredoxin family protein,WP_011244781.1,,,,,,Synpcc7942_1485,
yidD,yidD,SYNPCC7942_RS07595,Synpcc7942_1486,Protein Homology,1536664,1536912,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008266150.1,membrane protein insertion efficiency factor YidD,WP_011244782.1,,,,,,Synpcc7942_1486,
rpsD,rpsD,SYNPCC7942_RS07600,Synpcc7942_1487,Protein Homology,1536986,1537594,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817920.1,30S ribosomal protein S4,WP_011244783.1,"GO:0006412,GO:0003735,GO:0015935",small ribosomal subunit|0015935||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,Synpcc7942_1487,
SYNPCC7942_RS14270,,SYNPCC7942_RS14270,SYNPCC7942_RS14270,GeneMarkS-2+,1537818,1537940,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_265575004.1,,,,,,,
SYNPCC7942_RS07605,,SYNPCC7942_RS07605,Synpcc7942_1488,Protein Homology,1538545,1539897,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244784.1,CmpA/NrtA family ABC transporter substrate-binding protein,WP_011378052.1,"GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,Synpcc7942_1488,
ntrB,ntrB,SYNPCC7942_RS07610,Synpcc7942_1489,Protein Homology,1539953,1540789,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244785.1,nitrate ABC transporter permease,WP_011244785.1,"GO:0015706,GO:0015112,GO:0016020,GO:0055052","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA",nitrate transmembrane transporter activity|0015112||IEA,nitrate transmembrane transport|0015706||IEA,,Synpcc7942_1489,
SYNPCC7942_RS07615,,SYNPCC7942_RS07615,Synpcc7942_1490,Protein Homology,1540818,1542809,+,This model describes the ATP binding subunits of ATP-binding cassette (ABC) transporters for nitrate transport%2C or for bicarbonate transport%2C in bacteria and archaea.,,COORDINATES: similar to AA sequence:RefSeq:WP_011244786.1,nitrate ABC transporter ATP-binding protein,WP_011244786.1,"GO:0015706,GO:0005524,GO:0015112,GO:0016020,GO:0055052","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA","ATP binding|0005524||IEA,nitrate transmembrane transporter activity|0015112||IEA",nitrate transmembrane transport|0015706||IEA,,Synpcc7942_1490,
SYNPCC7942_RS07620,,SYNPCC7942_RS07620,Synpcc7942_1491,Protein Homology,1542834,1543670,+,This model describes the ATP binding subunits of ATP-binding cassette (ABC) transporters for nitrate transport%2C or for bicarbonate transport%2C in bacteria and archaea.,,COORDINATES: similar to AA sequence:RefSeq:WP_011244787.1,nitrate ABC transporter ATP-binding protein,WP_011244787.1,"GO:0015706,GO:0005524,GO:0015112,GO:0016020,GO:0055052","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA","ATP binding|0005524||IEA,nitrate transmembrane transporter activity|0015112||IEA",nitrate transmembrane transport|0015706||IEA,,Synpcc7942_1491,
SYNPCC7942_RS07625,,SYNPCC7942_RS07625,Synpcc7942_1492,Protein Homology,1543938,1544507,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244788.1,metal-binding protein,WP_011244788.1,,,,,,Synpcc7942_1492,
mazG,mazG,SYNPCC7942_RS07630,Synpcc7942_1493,Protein Homology,1544514,1545353,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378054.1,nucleoside triphosphate pyrophosphohydrolase,WP_011378054.1,,,,,,Synpcc7942_1493,3.6.1.9
SYNPCC7942_RS07635,,SYNPCC7942_RS07635,Synpcc7942_1494,Protein Homology,1545382,1546095,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244790.1,DUF3153 domain-containing protein,WP_011244790.1,,,,,,Synpcc7942_1494,
SYNPCC7942_RS07640,,SYNPCC7942_RS07640,Synpcc7942_1495,Protein Homology,1546123,1546650,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244791.1,tetratricopeptide repeat protein,WP_011244791.1,GO:0005515,,protein binding|0005515||IEA,,,Synpcc7942_1495,
argB,argB,SYNPCC7942_RS07645,Synpcc7942_1496,Protein Homology,1546647,1547552,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244792.1,acetylglutamate kinase,WP_011244792.1,"GO:0006592,GO:0003991,GO:0005737",cytoplasm|0005737||IEA,acetylglutamate kinase activity|0003991||IEA,ornithine biosynthetic process|0006592||IEA,,Synpcc7942_1496,2.7.2.8
SYNPCC7942_RS07650,,SYNPCC7942_RS07650,Synpcc7942_1497,Protein Homology,1547545,1548105,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244793.1,DUF2854 domain-containing protein,WP_011244793.1,,,,,,Synpcc7942_1497,
SYNPCC7942_RS07655,,SYNPCC7942_RS07655,Synpcc7942_1498,GeneMarkS-2+,1548207,1548410,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011378055.1,,,,,,Synpcc7942_1498,
SYNPCC7942_RS14015,,SYNPCC7942_RS14015,SYNPCC7942_RS14015,GeneMarkS-2+,1548442,1548594,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_155813934.1,,,,,,,
petF1,petF1,SYNPCC7942_RS07660,Synpcc7942_1499,Protein Homology,1548631,1548930,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_017320150.1,ferredoxin PetF1,WP_011244794.1,,,,,,Synpcc7942_1499,
prmA,prmA,SYNPCC7942_RS07665,Synpcc7942_1500,Protein Homology,1549179,1550078,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244795.1,50S ribosomal protein L11 methyltransferase,WP_011244795.1,"GO:0036211,GO:0008757",,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,protein modification process|0036211||IEA,,Synpcc7942_1500,
serA,serA,SYNPCC7942_RS07670,Synpcc7942_1501,Protein Homology,1550078,1551718,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244796.1,phosphoglycerate dehydrogenase,WP_011244796.1,"GO:0006564,GO:0004617",,phosphoglycerate dehydrogenase activity|0004617||IEA,L-serine biosynthetic process|0006564||IEA,,Synpcc7942_1501,1.1.1.95
SYNPCC7942_RS07675,,SYNPCC7942_RS07675,Synpcc7942_1502,Protein Homology,1551730,1552302,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244797.1,hypothetical protein,WP_011244797.1,,,,,,Synpcc7942_1502,
SYNPCC7942_RS07680,,SYNPCC7942_RS07680,Synpcc7942_1503,Protein Homology,1552303,1553082,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244798.1,photosystem II S4 domain protein,WP_011378057.1,"GO:0015979,GO:0030095,GO:0030096","chloroplast photosystem II|0030095||IEA,plasma membrane-derived thylakoid photosystem II|0030096||IEA",,photosynthesis|0015979||IEA,,Synpcc7942_1503,
SYNPCC7942_RS07685,,SYNPCC7942_RS07685,Synpcc7942_1504,Protein Homology,1553330,1554718,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244799.1,DUF2252 domain-containing protein,WP_011244799.1,,,,,,Synpcc7942_1504,
leuB,leuB,SYNPCC7942_RS07690,Synpcc7942_1505,Protein Homology,1554839,1555936,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378058.1,3-isopropylmalate dehydrogenase,WP_011378058.1,"GO:0009098,GO:0003862",,3-isopropylmalate dehydrogenase activity|0003862||IEA,L-leucine biosynthetic process|0009098||IEA,,Synpcc7942_1505,1.1.1.85
SYNPCC7942_RS07695,,SYNPCC7942_RS07695,Synpcc7942_1506,Protein Homology,1556097,1556525,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244801.1,TerB family tellurite resistance protein,WP_231621289.1,,,,,,Synpcc7942_1506,
lipA,lipA,SYNPCC7942_RS07705,Synpcc7942_1507,Protein Homology,1557396,1558298,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244802.1,lipoyl synthase,WP_011244802.1,"GO:0009107,GO:0016992,GO:0051539,GO:1904047",,"lipoate synthase activity|0016992||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA",lipoate biosynthetic process|0009107||IEA,,Synpcc7942_1507,2.8.1.8
SYNPCC7942_RS07710,,SYNPCC7942_RS07710,Synpcc7942_1508,Protein Homology,1558484,1559209,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011378060.1,hypothetical protein,WP_011378060.1,,,,,,Synpcc7942_1508,
