gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
P9303_RS11090,,P9303_RS11090,P9303_25681,Protein Homology,2264691.0,2265728.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853766.1,glycosyltransferase,WP_041375239.1,"GO:0006486,GO:0016757",,glycosyltransferase activity|0016757||IEA,protein glycosylation|0006486||IEA,P9303_25681,2264691.0,2265728.0,-,CK_Pro_MIT9303_25681,,,CK_00001334,C.3,Surface polysaccharides and lipopolysaccharides,"COG0438,bactNOG13225,cyaNOG00152","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,,alpha-glycosyltransferase%2C family 4,"PF00534,IPR001296","Glycosyl transferases group 1,Glycosyl transferase%2C family 1",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,2.4.-.-
P9303_RS11100,,P9303_RS11100,P9303_25731,Protein Homology,2266491.0,2267798.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827148.1,ChbG/HpnK family deacetylase,WP_011827148.1,,,,,P9303_25731,2266491.0,2267798.0,+,CK_Pro_MIT9303_25731,,"GO:0000271,GO:0006810,GO:0016021",CK_00001544,,,"COG3394,NOG264786,COG2246,bactNOG36054,bactNOG11493,bactNOG29434,cyaNOG04015","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",,,"polysaccharide biosynthetic process,transport,polysaccharide biosynthetic process,transport,integral component of membrane",conserved hypothetical protein,"PF04138,PF04794,IPR007267,IPR006879","GtrA-like protein,YdjC-like protein,GtrA-like protein,Carbohydrate deacetylase YdjC-like","119,703","Energy metabolism / Sugars,Unknown function / Enzymes of unknown specificity",,
P9303_RS11105,,P9303_RS11105,P9303_25741,Protein Homology,2267783.0,2268757.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827149.1,glycosyltransferase family 2 protein,WP_011827149.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,P9303_25741,2267783.0,2268757.0,-,CK_Pro_MIT9303_25741,,GO:0016740,CK_00001335,,,"COG0463,bactNOG01225,cyaNOG05967,cyaNOG01633,cyaNOG06340","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.4.1.-,,transferase activity,beta-glycosyltransferase%2C family 2,"PF00535,PS51257,IPR001173","Glycosyl transferase family 2,Prokaryotic membrane lipoprotein lipid attachment site profile.,Glycosyltransferase 2-like",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,2.4.-.-
P9303_RS11110,,P9303_RS11110,P9303_25761,Protein Homology,2268900.0,2270324.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007099603.1,NADP-dependent isocitrate dehydrogenase,WP_011827151.1,,,,,P9303_25761,2268900.0,2270324.0,+,CK_Pro_MIT9303_25761,icd,"GO:0055114,GO:0006099,GO:0016616,GO:0000287,GO:0051287,GO:0004450",CK_00000280,G.9,TCA cycle,"COG0538,bactNOG00614,cyaNOG00822","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.1.1.42,isocitrate dehydrogenase (NADP+)%3B oxalosuccinate decarboxylase%3B oxalsuccinic decarboxylase%3B isocitrate (NADP) dehydrogenase%3B isocitrate (nicotinamide adenine dinucleotide phosphate) dehydrogenase%3B NADP-specific isocitrate dehydrogenase%3B NADP-linked isocitrate dehydrogenase%3B NADP-dependent isocitrate dehydrogenase%3B NADP isocitric dehydrogenase%3B isocitrate dehydrogenase (NADP-dependent)%3B NADP-dependent isocitric dehydrogenase%3B triphosphopyridine nucleotide-linked isocitrate dehydrogenase-oxalosuccinate carboxylase%3B NADP+-linked isocitrate dehydrogenase%3B IDH (ambiguous)%3B dual-cofactor-specific isocitrate dehydrogenase%3B NADP+-ICDH%3B NADP+-IDH%3B IDP%3B IDP1%3B IDP2%3B IDP3,"oxidation-reduction process,tricarboxylic acid cycle,oxidation-reduction process,tricarboxylic acid cycle,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor,magnesium ion binding,NAD binding,isocitrate dehydrogenase (NADP+) activity",isocitrate dehydrogenase,"TIGR00183,PF00180,PS00470,IPR024084,IPR019818,IPR004439","isocitrate dehydrogenase%2C NADP-dependent,Isocitrate/isopropylmalate dehydrogenase,Isocitrate and isopropylmalate dehydrogenases signature.,Isopropylmalate dehydrogenase-like domain,Isocitrate/isopropylmalate dehydrogenase%2C conserved site,Isocitrate dehydrogenase NADP-dependent%2C dimeric%2C prokaryotic",120,Energy metabolism / TCA cycle,,
P9303_RS13690,,P9303_RS13690,P9303_25781,Protein Homology,2271308.0,2272753.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131302.1,(Fe-S)-binding protein,WP_236069796.1,"GO:0016491,GO:0046872,GO:0051536",,"oxidoreductase activity|0016491||IEA,metal ion binding|0046872||IEA,iron-sulfur cluster binding|0051536||IEA",,P9303_25781,2271308.0,2272753.0,+,CK_Pro_MIT9303_25781,glcF,"GO:0046296,GO:0055114,GO:0008891,GO:0051539,GO:0016491,GO:0009055,GO:0019154,GO:0046872,GO:0051536,GO:0009339",CK_00001336,"G.3,J.11","Glycolate pathway,Other","COG0247,bactNOG01503,cyaNOG00059","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion","1.1.99.14,1.1.3.15","glycolate dehydrogenase%3B glycolate oxidoreductase%3B glycolic acid dehydrogenase%3B glycolate:(acceptor) 2-oxidoreductase,(S)-2-hydroxy-acid oxidase%3B hydroxy-acid oxidase A%3B hydroxy-acid oxidase B%3B glycolate oxidase%3B L-2-hydroxy acid oxidase%3B hydroxyacid oxidase A%3B L-alpha-hydroxy acid oxidase","glycolate catabolic process,oxidation-reduction process,glycolate catabolic process,oxidation-reduction process,glycolate oxidase activity,4 iron%2C 4 sulfur cluster binding,oxidoreductase activity,electron transfer activity,glycolate dehydrogenase activity,metal ion binding,iron-sulfur cluster binding,glycolate catabolic process,oxidation-reduction process,glycolate oxidase activity,4 iron%2C 4 sulfur cluster binding,oxidoreductase activity,electron transfer activity,glycolate dehydrogenase activity,metal ion binding,iron-sulfur cluster binding,glycolate oxidase complex",glycolate oxidase iron-sulfur subunit,"PF13534,PF02754,PS00198,PS51379,IPR017896,IPR017900,IPR004017","4Fe-4S dicluster domain,Cysteine-rich domain,4Fe-4S ferredoxin-type iron-sulfur binding region signature.,4Fe-4S ferredoxin-type iron-sulfur binding domain profile.,4Fe-4S ferredoxin-type%2C iron-sulphur binding domain,4Fe-4S ferredoxin%2C iron-sulphur binding%2C conserved site,Cysteine-rich domain",164,Energy metabolism / Photosynthesis,,1.5.3.-
P9303_RS11120,,P9303_RS11120,P9303_25801,Protein Homology,2272637.0,2274025.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131303.1,four-carbon acid sugar kinase family protein,WP_041374949.1,"GO:0005524,GO:0016301",,"ATP binding|0005524||IEA,kinase activity|0016301||IEA",,P9303_25801,2272637.0,2274025.0,-,CK_Pro_MIT9303_25801,,"GO:0055114,GO:0016491",CK_00000281,R.1,Conserved hypothetical domains,"COG3395,bactNOG08733,bactNOG101420,bactNOG26625,bactNOG20553,cyaNOG01457","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity",uncharacterized sugar and nucleotide-binding domains containing protein,"PF07005,IPR010737,IPR031475","Sugar-binding N-terminal domain,Four-carbon acid sugar kinase%2C N-terminal domain,Nucleotide-binding C-terminal domain",156,Hypothetical proteins / Conserved,,2.7.1.-
P9303_RS11125,,P9303_RS11125,P9303_25811,Protein Homology,2274040.0,2275266.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131304.1,FAD-binding oxidoreductase,WP_236069797.1,"GO:0016491,GO:0071949",,"oxidoreductase activity|0016491||IEA,FAD binding|0071949||IEA",,P9303_25811,2274040.0,2275266.0,+,CK_Pro_MIT9303_25811,glcE,"GO:0009441,GO:0050660,GO:0003824,GO:0008891,GO:0016491,GO:0009339",CK_00001337,G.3,Glycolate pathway,"COG0277,bactNOG01668,cyaNOG01905","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion","1.1.99.14,1.1.3.15","glycolate dehydrogenase%3B glycolate oxidoreductase%3B glycolic acid dehydrogenase%3B glycolate:(acceptor) 2-oxidoreductase,(S)-2-hydroxy-acid oxidase%3B hydroxy-acid oxidase A%3B hydroxy-acid oxidase B%3B glycolate oxidase%3B L-2-hydroxy acid oxidase%3B hydroxyacid oxidase A%3B L-alpha-hydroxy acid oxidase","glycolate metabolic process,glycolate metabolic process,flavin adenine dinucleotide binding,catalytic activity,glycolate oxidase activity,oxidoreductase activity,glycolate metabolic process,flavin adenine dinucleotide binding,catalytic activity,glycolate oxidase activity,oxidoreductase activity,glycolate oxidase complex",glycolate oxidase subunit GlcE,"PF01565,PS51387,IPR006094,IPR016166","FAD binding domain,PCMH-type FAD-binding domain profile.,FAD linked oxidase%2C N-terminal,FAD-binding domain%2C PCMH-type",164,Energy metabolism / Photosynthesis,,1.-.-.-
P9303_RS13265,,P9303_RS13265,P9303_25821,Protein Homology,2275451.0,2278786.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827157.1,hypothetical protein,WP_011827157.1,,,,,P9303_25821,2275451.0,2278786.0,-,CK_Pro_MIT9303_25821,,,CK_00034978,,,,,,,,conserved hypothetical protein,"PF13448,IPR025193","Domain of unknown function (DUF4114),Domain of unknown function DUF4114",156,Hypothetical proteins / Conserved,,
P9303_RS13270,,P9303_RS13270,P9303_25851,Protein Homology,2279612.0,2282977.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827160.1,hypothetical protein,WP_011827160.1,,,,,P9303_25851,2279612.0,2282977.0,-,CK_Pro_MIT9303_25851,,,CK_00034978,,,,,,,,conserved hypothetical protein,"PF13448,IPR025193","Domain of unknown function (DUF4114),Domain of unknown function DUF4114",156,Hypothetical proteins / Conserved,,
P9303_RS11155,,P9303_RS11155,P9303_25891,Protein Homology,2283886.0,2285598.0,-,,,COORDINATES: protein motif:HMM:NF024629.6,ArnT family glycosyltransferase,WP_011827164.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,P9303_25891,2283886.0,2285598.0,-,CK_Pro_MIT9303_25891,,,CK_00037135,,,,,,,,dolichyl-phosphate-mannose-mannosyltransferase family protein,PF13231,Dolichyl-phosphate-mannose-protein mannosyltransferase,703,Unknown function / Enzymes of unknown specificity,,2.4.-.-
P9303_RS11160,,P9303_RS11160,P9303_25911,Protein Homology,2286272.0,2287138.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827166.1,galactose mutarotase,WP_011827166.1,,,,,P9303_25911,2286272.0,2287138.0,-,CK_Pro_MIT9303_25911,galM,"GO:0005975,GO:0016853,GO:0003824,GO:0030246",CK_00000282,"D.1.5,R.3","Phosphorus,Enzymes of unknown specificity","COG2017,bactNOG14502,bactNOG21280,cyaNOG01249","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",,,"carbohydrate metabolic process,carbohydrate metabolic process,isomerase activity,catalytic activity,carbohydrate binding",aldose 1-epimerase family protein,"PF01263,IPR008183,IPR011013,IPR014718","Aldose 1-epimerase,Aldose 1-/Glucose-6-phosphate 1-epimerase,Galactose mutarotase-like domain superfamily,Glycoside hydrolase-type carbohydrate-binding",703,Unknown function / Enzymes of unknown specificity,,
P9303_RS11165,,P9303_RS11165,P9303_25921,Protein Homology,2287146.0,2288105.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827167.1,alpha/beta fold hydrolase,WP_011827167.1,,,,,P9303_25921,2287146.0,2288105.0,-,CK_Pro_MIT9303_25921,,,CK_00008106,"D.1.9,R.3"," Other,Enzymes of unknown specificity","COG0596,bactNOG12005,bactNOG50271,cyaNOG00546,cyaNOG05715","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,alpha/beta hydrolase fold family protein,"PF12697,IPR000073,IPR029058","Alpha/beta hydrolase family,Alpha/beta hydrolase fold-1,Alpha/Beta hydrolase fold",703,Unknown function / Enzymes of unknown specificity,,
P9303_RS11170,,P9303_RS11170,P9303_25931,Protein Homology,2288180.0,2289553.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131309.1,cation:proton antiporter,WP_011827168.1,"GO:0006812,GO:1902600,GO:0015078,GO:0015297,GO:0016020",membrane|0016020||IEA,"proton transmembrane transporter activity|0015078||IEA,antiporter activity|0015297||IEA","monoatomic cation transport|0006812||IEA,proton transmembrane transport|1902600||IEA",P9303_25931,2288180.0,2289553.0,-,CK_Pro_MIT9303_25931,nhaS,"GO:0006812,GO:0055085",CK_00000283,Q.4,Cations and iron carrying compounds,"COG0475,bactNOG98329,bactNOG98395,bactNOG99821,cyaNOG00506","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"cation transport,transmembrane transport",Na+/H+ antiporter%2C CPA2 family,"PF00999,IPR006153,IPR038770","Sodium/hydrogen exchanger family,Cation/H+ exchanger,Sodium/solute symporter superfamily",145,Transport and binding proteins / Cations and iron carrying compounds,,
P9303_RS11175,,P9303_RS11175,P9303_25941,Protein Homology,2289498.0,2289791.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827169.1,hypothetical protein,WP_011827169.1,,,,,P9303_25941,2289498.0,2289791.0,-,CK_Pro_MIT9303_25941,,,CK_00003874,,,,,,,,possible C1q domain,,,,,,
P9303_RS11180,,P9303_RS11180,P9303_25951,Protein Homology,2289912.0,2292437.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827170.1,glycogen/starch/alpha-glucan phosphorylase,WP_011827170.1,,,,,P9303_25951,2289912.0,2292437.0,+,CK_Pro_MIT9303_25951,glgP,"GO:0005977,GO:0005980,GO:0005975,GO:0008184,GO:0004645,GO:0030170",CK_00000118,"D.1.5,G.8","Phosphorus, Glycogen and sugar metabolism","COG0058,bactNOG02001,cyaNOG01083","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.4.1.1,glycogen phosphorylase%3B muscle phosphorylase a and b%3B amylophosphorylase%3B polyphosphorylase%3B amylopectin phosphorylase%3B glucan phosphorylase%3B alpha-glucan phosphorylase%3B 1%2C4-alpha-glucan phosphorylase%3B glucosan phosphorylase%3B granulose phosphorylase%3B maltodextrin phosphorylase%3B muscle phosphorylase%3B myophosphorylase%3B potato phosphorylase%3B starch phosphorylase%3B 1%2C4-alpha-D-glucan:phosphate alpha-D-glucosyltransferase%3B phosphorylase (ambiguous),"glycogen metabolic process,glycogen catabolic process,carbohydrate metabolic process,glycogen metabolic process,glycogen catabolic process,carbohydrate metabolic process,glycogen phosphorylase activity,phosphorylase activity,pyridoxal phosphate binding",glycogen phosphorylase,"TIGR02093,PF00343,PS00102,IPR000811,IPR011833","glycogen/starch/alpha-glucan phosphorylases,Carbohydrate phosphorylase,Phosphorylase pyridoxal-phosphate attachment site.,Glycosyl transferase%2C family 35,Glycogen/starch/alpha-glucan phosphorylase",105,Energy metabolism / Biosynthesis and degradation of polysaccharides,,2.4.1.1
P9303_RS11185,,P9303_RS11185,P9303_25961,Protein Homology,2292465.0,2292923.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853778.1,hypothetical protein,WP_011827171.1,,,,,P9303_25961,2292465.0,2292923.0,-,CK_Pro_MIT9303_25961,,,CK_00001175,R.2,Conserved hypothetical proteins,"COG0544,NOG46004,COG2824,COG0574,bactNOG56390,cyaNOG06128","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
P9303_RS11190,,P9303_RS11190,P9303_25971,Protein Homology,2292961.0,2293290.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827172.1,hypothetical protein,WP_011827172.1,,,,,P9303_25971,2292961.0,2293290.0,-,CK_Pro_MIT9303_25971,,,CK_00000284,,,"NOG39982,bactNOG67101,cyaNOG07157","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,Conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
rnc,rnc,P9303_RS11205,P9303_26001,Protein Homology,2293958.0,2294746.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827174.1,ribonuclease III,WP_011827174.1,"GO:0006364,GO:0006396,GO:0003723,GO:0004525",,"RNA binding|0003723||IEA,ribonuclease III activity|0004525||IEA","rRNA processing|0006364||IEA,RNA processing|0006396||IEA",P9303_26001,2293958.0,2294746.0,+,CK_Pro_MIT9303_26001,rnc,"GO:0006396,GO:0004525",CK_00000285,P.4,RNA processing,"COG0571,bactNOG23868,cyaNOG01423","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",3.1.26.3,ribonuclease III%3B RNase III%3B ribonuclease 3,"RNA processing,RNA processing,ribonuclease III activity",ribonuclease III,"TIGR02191,PF14622,PF00035,PS00517,PS50142,PS50137,IPR000999,IPR014720,IPR011907","ribonuclease III,Ribonuclease-III-like,Double-stranded RNA binding motif,Ribonuclease III family signature.,Ribonuclease III family domain profile.,Double stranded RNA-binding domain (dsRBD) profile.,Ribonuclease III domain,Double-stranded RNA-binding domain,Ribonuclease III",166,Transcription / RNA processing,,3.1.26.3
P9303_RS11210,,P9303_RS11210,P9303_26011,Protein Homology,2294847.0,2295032.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131315.1,NAD(P)H dehydrogenase subunit NdhS,WP_041375244.1,GO:0009767,,,photosynthetic electron transport chain|0009767||IEA,P9303_26011,2294847.0,2295062.0,-,CK_Pro_MIT9303_26011,ndhS,"GO:0006118,GO:0050136",CK_00000286,"G.2,J.6,J.7","Electron transport,NADH dehydrogenase,Photosystem I","NOG09628,NOG312988,bactNOG45384,bactNOG75187,cyaNOG04310,cyaNOG08204","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"obsolete electron transport,obsolete electron transport,NADH dehydrogenase (quinone) activity",NADH dehydrogenase I subunit NdhS,"PF11623,IPR021659","NAD(P)H dehydrogenase subunit S,NADH dehydrogenase-like complex%2C subunit S","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,
rimM,rimM,P9303_RS11215,P9303_26021,Protein Homology,2295074.0,2295619.0,+,Essential for efficient processing of 16S rRNA,,COORDINATES: similar to AA sequence:RefSeq:WP_011827176.1,ribosome maturation factor RimM,WP_011827176.1,"GO:0006364,GO:0043022,GO:0005840",ribosome|0005840||IEA,ribosome binding|0043022||IEA,rRNA processing|0006364||IEA,P9303_26021,2295074.0,2295619.0,+,CK_Pro_MIT9303_26021,rimM,"GO:0000028,GO:0006364,GO:0030490,GO:0042254,GO:0042274,GO:0003723,GO:0005515,GO:0043022,GO:0019843,GO:0005840",CK_00000287,P.4,RNA processing,"COG0806,bactNOG36375,bactNOG29671,bactNOG29605,bactNOG45956,bactNOG46601,cyaNOG03428","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"ribosomal small subunit assembly,rRNA processing,maturation of SSU-rRNA,ribosome biogenesis,ribosomal small subunit biogenesis,ribosomal small subunit assembly,rRNA processing,maturation of SSU-rRNA,ribosome biogenesis,ribosomal small subunit biogenesis,RNA binding,protein binding,ribosome binding,rRNA binding,ribosomal small subunit assembly,rRNA processing,maturation of SSU-rRNA,ribosome biogenesis,ribosomal small subunit biogenesis,RNA binding,protein binding,ribosome binding,rRNA binding,ribosome",16S rRNA processing protein RimM,"TIGR02273,PF01782,IPR002676,IPR011961","16S rRNA processing protein RimM,RimM N-terminal domain,RimM%2C N-terminal,16S rRNA processing protein RimM",166,Transcription / RNA processing,,
P9303_RS11220,,P9303_RS11220,P9303_26031,Protein Homology,2295676.0,2297130.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011827177.1,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,WP_011827177.1,"GO:0000271,GO:0016779",,nucleotidyltransferase activity|0016779||IEA,polysaccharide biosynthetic process|0000271||IEA,P9303_26031,2295676.0,2297130.0,+,CK_Pro_MIT9303_26031,manC,"GO:0009103,GO:0009058,GO:0005976,GO:0000271,GO:0004476,GO:0008905,GO:0016779",CK_00000039,C.3,Surface polysaccharides and lipopolysaccharides,"COG0836,COG0662,bactNOG00169,cyaNOG02003,cyaNOG02754","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.7.7.13,mannose-1-phosphate guanylyltransferase%3B GTP-mannose-1-phosphate guanylyltransferase%3B PIM-GMP (phosphomannose isomerase-guanosine 5'-diphospho-D-mannose pyrophosphorylase)%3B GDP-mannose pyrophosphorylase%3B guanosine 5'-diphospho-D-mannose pyrophosphorylase%3B guanosine diphosphomannose pyrophosphorylase%3B guanosine triphosphate-mannose 1-phosphate guanylyltransferase%3B mannose 1-phosphate guanylyltransferase (guanosine triphosphate),"lipopolysaccharide biosynthetic process,biosynthetic process,polysaccharide metabolic process,polysaccharide biosynthetic process,lipopolysaccharide biosynthetic process,biosynthetic process,polysaccharide metabolic process,polysaccharide biosynthetic process,mannose-6-phosphate isomerase activity,mannose-phosphate guanylyltransferase activity,nucleotidyltransferase activity",mannose-1-phosphate guanylyltransferase,"TIGR01479,PF00483,PF01050,IPR005835,IPR001538,IPR006375","mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,Nucleotidyl transferase,Mannose-6-phosphate isomerase,Nucleotidyl transferase domain,Mannose-6-phosphate isomerase%2C type II%2C C-terminal,Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,"2.7.7.13,5.3.1.8"
